Time,maps
2022-06-08,92.0
2022-06-09,89.0
2022-06-10,90.0
2022-06-11,65.0
2022-06-12,61.0
2022-06-13,92.0
2022-06-14,88.0
2022-06-15,96.0
2022-06-16,91.0
2022-06-17,84.0
2022-06-18,64.0
2022-06-19,57.0
2022-06-20,86.0
2022-06-21,96.0
2022-06-22,95.0
2022-06-23,100.0
2022-06-24,86.0
2022-06-25,64.0
2022-06-26,60.0
2022-06-27,95.0
2022-06-28,92.0
2022-06-29,97.0
2022-06-30,92.0
2022-07-01,84.0
2022-07-02,60.0
2022-07-03,58.0
2022-07-04,61.0
2022-07-05,89.0
2022-07-06,90.0
2022-07-07,91.0
2022-07-08,85.0
2022-07-09,63.0
2022-07-10,59.0
2022-07-11,95.0
2022-07-12,93.0
2022-07-13,93.0
2022-07-14,92.0
2022-07-15,87.0
2022-07-16,67.0
2022-07-17,61.0
2022-07-18,92.0
2022-07-19,94.0
2022-07-20,94.0
2022-07-21,89.0
2022-07-22,86.0
2022-07-23,62.0
2022-07-24,62.0
2022-07-25,87.0
2022-07-26,96.0
2022-07-27,96.0
2022-07-28,91.0
2022-07-29,87.0
2022-07-30,64.0
2022-07-31,61.0
2022-08-01,91.0
2022-08-02,93.0
2022-08-03,89.0
2022-08-04,92.0
2022-08-05,90.0
2022-08-06,62.0
2022-08-07,63.0
2022-08-08,89.0
2022-08-09,91.0
2022-08-10,93.0
2022-08-11,93.0
2022-08-12,85.0
2022-08-13,65.0
2022-08-14,62.0
2022-08-15,93.0
2022-08-16,98.0
2022-08-17,92.0
2022-08-18,94.0
2022-08-19,91.0
2022-08-20,62.0
2022-08-21,63.0
2022-08-22,95.0
2022-08-23,96.0
2022-08-24,91.0
2022-08-25,94.0
2022-08-26,97.0
2022-08-27,63.0
2022-08-28,63.0
2022-08-29,93.0
2022-08-30,93.0
2022-08-31,91.0
2022-09-01,91.0
2022-09-02,83.5
2022-09-03,57.0
2022-09-04,55.0
2022-09-05,60.0
2022-09-06,87.5
2022-09-07,90.0
2022-09-08,86.5
2022-09-09,87.0
2022-09-10,58.0
2022-09-11,54.0
2022-09-12,89.0
2022-09-13,92.0
2022-09-14,90.0
2022-09-15,94.0
2022-09-16,91.0
2022-09-17,58.5
2022-09-18,54.0
2022-09-19,92.0
2022-09-20,92.0
2022-09-21,90.0
2022-09-22,89.0
2022-09-23,84.5
2022-09-24,58.0
2022-09-25,53.5
2022-09-26,90.0
2022-09-27,92.0
2022-09-28,94.0
2022-09-29,88.0
2022-09-30,81.0
2022-10-01,56.0
2022-10-02,52.0
2022-10-03,87.0
2022-10-04,85.0
2022-10-05,81.0
2022-10-06,84.0
2022-10-07,83.0
2022-10-08,58.0
2022-10-09,53.0
2022-10-10,79.0
2022-10-11,87.0
2022-10-12,84.0
2022-10-13,84.0
2022-10-14,77.0
2022-10-15,56.0
2022-10-16,51.0
2022-10-17,83.0
2022-10-18,85.0
2022-10-19,83.0
2022-10-20,81.0
2022-10-21,80.0
2022-10-22,50.0
2022-10-23,49.0
2022-10-24,80.0
2022-10-25,80.0
2022-10-26,79.0
2022-10-27,83.0
2022-10-28,75.0
2022-10-29,51.0
2022-10-30,48.0
2022-10-31,78.0
2022-11-01,78.0
2022-11-02,81.0
2022-11-03,79.0
2022-11-04,76.0
2022-11-05,54.0
2022-11-06,45.0
2022-11-07,77.0
2022-11-08,78.0
2022-11-09,75.0
2022-11-10,78.0
2022-11-11,69.0
2022-11-12,52.0
2022-11-13,48.0
2022-11-14,81.0
2022-11-15,81.0
2022-11-16,81.0
2022-11-17,79.0
2022-11-18,79.0
2022-11-19,54.0
2022-11-20,47.0
2022-11-21,70.0
2022-11-22,73.0
2022-11-23,67.0
2022-11-24,39.0
2022-11-25,48.0
2022-11-26,46.0
2022-11-27,46.0
2022-11-28,71.0
2022-11-29,76.0
2022-11-30,72.0
2022-12-01,74.0
2022-12-02,70.0
2022-12-03,49.0
2022-12-04,44.0
2022-12-05,73.0
2022-12-06,77.0
2022-12-07,81.0
2022-12-08,81.0
2022-12-09,71.0
2022-12-10,52.0
2022-12-11,47.0
2022-12-12,77.0
2022-12-13,77.0
2022-12-14,75.0
2022-12-15,77.0
2022-12-16,73.0
2022-12-17,50.0
2022-12-18,44.0
2022-12-19,70.0
2022-12-20,74.0
2022-12-21,70.0
2022-12-22,64.0
2022-12-23,54.0
2022-12-24,39.0
2022-12-25,35.0
2022-12-26,47.0
2022-12-27,64.0
2022-12-28,67.0
2022-12-29,66.0
2022-12-30,62.0
2022-12-31,49.0
2023-01-01,43.0
2023-01-02,54.0
2023-01-03,73.0
2023-01-04,79.0
2023-01-05,78.0
2023-01-06,79.0
2023-01-07,55.0
2023-01-08,50.0
2023-01-09,80.0
2023-01-10,85.0
2023-01-11,85.0
2023-01-12,86.0
2023-01-13,80.0
2023-01-14,57.0
2023-01-15,49.0
2023-01-16,64.0
2023-01-17,84.0
2023-01-18,83.0
2023-01-19,87.0
2023-01-20,78.0
2023-01-21,53.0
2023-01-22,49.0
2023-01-23,85.0
2023-01-24,84.0
2023-01-25,81.0
2023-01-26,83.0
2023-01-27,78.0
2023-01-28,56.0
2023-01-29,49.0
2023-01-30,80.0
2023-01-31,87.0
2023-02-01,78.0
2023-02-02,79.0
2023-02-03,80.0
2023-02-04,57.0
2023-02-05,52.0
2023-02-06,82.0
2023-02-07,91.0
2023-02-08,82.0
2023-02-09,83.0
2023-02-10,83.0
2023-02-11,58.0
2023-02-12,51.0
2023-02-13,76.0
2023-02-14,86.0
2023-02-15,87.0
2023-02-16,86.0
2023-02-17,85.0
2023-02-18,59.0
2023-02-19,55.0
2023-02-20,71.0
2023-02-21,83.0
2023-02-22,82.0
2023-02-23,89.0
2023-02-24,82.0
2023-02-25,59.0
2023-02-26,56.0
2023-02-27,86.0
2023-02-28,83.0
2023-03-01,86.0
2023-03-02,82.0
2023-03-03,76.0
2023-03-04,59.0
2023-03-05,54.0
2023-03-06,78.0
2023-03-07,84.0
2023-03-08,87.0
2023-03-09,89.0
2023-03-10,81.0
2023-03-11,58.0
2023-03-12,57.0
2023-03-13,81.0
2023-03-14,83.0
2023-03-15,86.0
2023-03-16,80.0
2023-03-17,76.0
2023-03-18,56.0
2023-03-19,55.0
2023-03-20,86.0
2023-03-21,87.0
2023-03-22,87.0
2023-03-23,86.0
2023-03-24,81.0
2023-03-25,58.0
2023-03-26,58.0
2023-03-27,86.0
2023-03-28,88.0
2023-03-29,84.0
2023-03-30,83.0
2023-03-31,79.0
2023-04-01,57.0
2023-04-02,56.0
2023-04-03,89.0
2023-04-04,84.0
2023-04-05,87.0
2023-04-06,85.0
2023-04-07,77.0
2023-04-08,54.0
2023-04-09,51.0
2023-04-10,86.0
2023-04-11,89.0
2023-04-12,91.0
2023-04-13,83.0
2023-04-14,83.0
2023-04-15,60.0
2023-04-16,58.0
2023-04-17,83.0
2023-04-18,85.0
2023-04-19,86.0
2023-04-20,89.0
2023-04-21,82.0
2023-04-22,57.0
2023-04-23,57.0
2023-04-24,83.0
2023-04-25,88.0
2023-04-26,88.0
2023-04-27,85.0
2023-04-28,79.0
2023-04-29,56.0
2023-04-30,53.0
2023-05-01,85.0
2023-05-02,89.0
2023-05-03,86.0
2023-05-04,86.0
2023-05-05,81.0
2023-05-06,58.0
2023-05-07,54.0
2023-05-08,87.0
2023-05-09,91.0
2023-05-10,87.0
2023-05-11,85.0
2023-05-12,86.0
2023-05-13,57.0
2023-05-14,53.0
2023-05-15,100.0
2023-05-16,94.0
2023-05-17,93.0
2023-05-18,93.0
2023-05-19,88.0
2023-05-20,60.0
2023-05-21,60.0
2023-05-22,89.0
2023-05-23,89.0
2023-05-24,84.0
2023-05-25,92.0
2023-05-26,82.0
2023-05-27,60.0
2023-05-28,57.0
2023-05-29,58.0
2023-05-30,90.0
2023-05-31,89.0
2023-06-01,87.0
2023-06-02,86.0
2023-06-03,62.0
2023-06-04,61.0
2023-06-05,92.0
2023-06-06,88.0
2023-06-07,90.0
2023-06-08,88.0
2023-06-09,84.0
2023-06-10,62.0
2023-06-11,61.0
2023-06-12,89.0
2023-06-13,89.0
2023-06-14,88.0
2023-06-15,91.0
2023-06-16,83.0
2023-06-17,61.0
2023-06-18,55.0
2023-06-19,81.0
2023-06-20,91.0
2023-06-21,87.0
2023-06-22,83.0
2023-06-23,87.0
2023-06-24,60.0
2023-06-25,60.0
2023-06-26,88.0
2023-06-27,92.0
2023-06-28,87.0
2023-06-29,91.0
2023-06-30,81.0
2023-07-01,60.0
2023-07-02,56.0
2023-07-03,72.0
2023-07-04,58.0
2023-07-05,88.0
2023-07-06,87.0
2023-07-07,87.0
2023-07-08,61.0
2023-07-09,56.0
2023-07-10,82.0
2023-07-11,83.0
2023-07-12,86.0
2023-07-13,87.0
2023-07-14,85.0
2023-07-15,60.0
2023-07-16,58.0
2023-07-17,84.0
2023-07-18,77.0
2023-07-19,80.0
2023-07-20,76.0
2023-07-21,73.0
2023-07-22,57.0
2023-07-23,56.0
2023-07-24,78.0
2023-07-25,76.0
2023-07-26,77.0
2023-07-27,74.0
2023-07-28,74.0
2023-07-29,57.0
2023-07-30,52.0
2023-07-31,75.0
2023-08-01,75.0
2023-08-02,76.0
2023-08-03,75.0
2023-08-04,76.0
2023-08-05,53.0
2023-08-06,53.0
2023-08-07,78.0
2023-08-08,77.0
2023-08-09,79.0
2023-08-10,73.0
2023-08-11,77.0
2023-08-12,50.0
2023-08-13,53.0
2023-08-14,75.0
2023-08-15,78.0
2023-08-16,82.0
2023-08-17,81.0
2023-08-18,76.0
2023-08-19,57.0
2023-08-20,55.0
2023-08-21,83.0
2023-08-22,84.0
2023-08-23,79.0
2023-08-24,79.0
2023-08-25,75.0
2023-08-26,53.0
2023-08-27,51.0
2023-08-28,80.0
2023-08-29,81.0
2023-08-30,76.0
2023-08-31,82.0
2023-09-01,76.0
2023-09-02,51.0
2023-09-03,48.0
2023-09-04,50.0
2023-09-05,83.0
2023-09-06,77.0
2023-09-07,79.0
2023-09-08,74.0
2023-09-09,52.0
2023-09-10,47.0
2023-09-11,77.0
2023-09-12,78.0
2023-09-13,77.0
2023-09-14,80.0
2023-09-15,73.0
2023-09-16,51.0
2023-09-17,47.0
2023-09-18,75.0
2023-09-19,75.0
2023-09-20,76.0
2023-09-21,80.0
2023-09-22,75.0
2023-09-23,52.0
2023-09-24,49.0
2023-09-25,76.0
2023-09-26,74.0
2023-09-27,76.0
2023-09-28,77.0
2023-09-29,70.0
2023-09-30,50.0
2023-10-01,44.0
2023-10-02,75.0
2023-10-03,73.0
2023-10-04,78.0
2023-10-05,73.0
2023-10-06,72.0
2023-10-07,52.0
2023-10-08,47.0
2023-10-09,72.0
2023-10-10,78.0
2023-10-11,80.0
2023-10-12,74.0
2023-10-13,71.0
2023-10-14,51.0
2023-10-15,47.0
2023-10-16,72.0
2023-10-17,71.0
2023-10-18,72.0
2023-10-19,74.0
2023-10-20,70.0
2023-10-21,48.0
2023-10-22,45.0
2023-10-23,71.0
2023-10-24,72.0
2023-10-25,72.0
2023-10-26,72.0
2023-10-27,69.0
2023-10-28,46.0
2023-10-29,41.0
2023-10-30,70.0
2023-10-31,70.0
2023-11-01,70.0
2023-11-02,67.0
2023-11-03,66.0
2023-11-04,45.0
2023-11-05,43.0
2023-11-06,70.0
2023-11-07,74.0
2023-11-08,70.0
2023-11-09,70.0
2023-11-10,63.0
2023-11-11,47.0
2023-11-12,43.0
2023-11-13,67.0
2023-11-14,69.0
2023-11-15,72.0
2023-11-16,67.0
2023-11-17,66.0
2023-11-18,48.0
2023-11-19,42.0
2023-11-20,64.0
2023-11-21,64.0
2023-11-22,57.0
2023-11-23,38.0
2023-11-24,40.0
2023-11-25,41.0
2023-11-26,41.0
2023-11-27,67.0
2023-11-28,67.0
2023-11-29,66.0
2023-11-30,67.0
2023-12-01,63.0
2023-12-02,44.0
2023-12-03,41.0
2023-12-04,69.0
2023-12-05,74.0
2023-12-06,74.0
2023-12-07,70.0
2023-12-08,73.0
2023-12-09,47.0
2023-12-10,42.0
2023-12-11,74.0
2023-12-12,75.0
2023-12-13,76.0
2023-12-14,66.0
2023-12-15,67.0
2023-12-16,45.0
2023-12-17,42.0
2023-12-18,66.0
2023-12-19,64.0
2023-12-20,65.0
2023-12-21,61.0
2023-12-22,60.0
2023-12-23,47.5
2023-12-24,41.0
2023-12-25,36.5
2023-12-26,56.0
2023-12-27,64.5
2023-12-28,63.5
2023-12-29,61.5
2023-12-30,48.0
2023-12-31,44.5
2024-01-01,43.5
2024-01-02,71.5
2024-01-03,73.5
2024-01-04,75.5
2024-01-05,73.5
2024-01-06,49.5
2024-01-07,48.0
2024-01-08,72.5
2024-01-09,73.5
2024-01-10,78.0
2024-01-11,78.0
2024-01-12,69.5
2024-01-13,51.5
2024-01-14,46.0
2024-01-15,60.0
2024-01-16,75.0
2024-01-17,81.5
2024-01-18,77.0
2024-01-19,66.0
2024-01-20,51.0
2024-01-21,51.0
2024-01-22,85.0
2024-01-23,84.0
2024-01-24,90.0
2024-01-25,87.0
2024-01-26,82.0
2024-01-27,62.0
2024-01-28,55.0
2024-01-29,89.0
2024-01-30,92.0
2024-01-31,93.0
2024-02-01,93.0
2024-02-02,89.0
2024-02-03,60.0
2024-02-04,57.0
2024-02-05,91.0
2024-02-06,92.0
2024-02-07,96.0
2024-02-08,93.0
2024-02-09,92.0
2024-02-10,64.0
2024-02-11,53.0
2024-02-12,81.0
2024-02-13,93.0
2024-02-14,99.0
2024-02-15,95.0
2024-02-16,90.0
2024-02-17,61.0
2024-02-18,59.0
2024-02-19,85.0
2024-02-20,97.0
2024-02-21,98.0
2024-02-22,94.0
2024-02-23,92.0
2024-02-24,61.0
2024-02-25,59.0
2024-02-26,95.0
2024-02-27,88.0
2024-02-28,88.0
2024-02-29,90.0
2024-03-01,87.0
2024-03-02,59.0
2024-03-03,58.0
2024-03-04,92.0
2024-03-05,93.0
2024-03-06,89.0
2024-03-07,90.0
2024-03-08,85.0
2024-03-09,61.0
2024-03-10,58.0
2024-03-11,90.0
2024-03-12,91.0
2024-03-13,86.0
2024-03-14,89.0
2024-03-15,91.0
2024-03-16,61.0
2024-03-17,56.0
2024-03-18,90.0
2024-03-19,90.0
2024-03-20,91.0
2024-03-21,90.0
2024-03-22,85.0
2024-03-23,60.0
2024-03-24,57.0
2024-03-25,85.0
2024-03-26,93.0
2024-03-27,93.0
2024-03-28,88.0
2024-03-29,77.0
2024-03-30,54.0
2024-03-31,52.0
2024-04-01,86.0
2024-04-02,93.0
2024-04-03,92.0
2024-04-04,91.0
2024-04-05,89.0
2024-04-06,60.0
2024-04-07,58.0
2024-04-08,88.0
2024-04-09,94.0
2024-04-10,90.0
2024-04-11,88.0
2024-04-12,88.0
2024-04-13,61.0
2024-04-14,58.0
2024-04-15,91.0
2024-04-16,93.0
2024-04-17,89.0
2024-04-18,90.0
2024-04-19,88.0
2024-04-20,61.0
2024-04-21,56.0
2024-04-22,95.0
2024-04-23,92.0
2024-04-24,94.0
2024-04-25,91.0
2024-04-26,82.0
2024-04-27,60.0
2024-04-28,59.0
2024-04-29,88.0
2024-04-30,94.0
2024-05-01,86.0
2024-05-02,90.0
2024-05-03,87.0
2024-05-04,58.0
2024-05-05,58.0
2024-05-06,93.0
2024-05-07,95.0
2024-05-08,93.0
2024-05-09,95.0
2024-05-10,92.0
2024-05-11,59.0
2024-05-12,57.0
2024-05-13,98.0
2024-05-14,97.0
2024-05-15,93.0
2024-05-16,94.0
2024-05-17,99.0
2024-05-18,62.0
2024-05-19,59.0
2024-05-20,94.0
2024-05-21,96.0
2024-05-22,91.0
2024-05-23,89.0
2024-05-24,86.0
2024-05-25,59.0
2024-05-26,61.0
2024-05-27,67.0
2024-05-28,95.0
2024-05-29,96.0
2024-05-30,98.0
2024-05-31,90.0
2024-06-01,62.0
2024-06-02,65.0
2024-06-03,93.0
2024-06-04,93.0
2024-06-05,94.0
2024-06-06,91.0
2024-06-07,85.0
2024-06-08,63.0
2024-06-09,60.0
2024-06-10,92.0
2024-06-11,95.0
2024-06-12,97.0
2024-06-13,92.0
2024-06-14,87.0
2024-06-15,61.0
2024-06-16,58.0
2024-06-17,90.0
2024-06-18,90.0
2024-06-19,84.0
2024-06-20,92.0
2024-06-21,86.0
2024-06-22,64.0
2024-06-23,63.0
2024-06-24,95.0
2024-06-25,90.0
2024-06-26,86.0
2024-06-27,89.0
2024-06-28,87.0
2024-06-29,62.0
2024-06-30,57.0
2024-07-01,90.0
2024-07-02,86.0
2024-07-03,86.0
2024-07-04,59.0
2024-07-05,73.0
2024-07-06,56.0
2024-07-07,59.0
2024-07-08,92.0
2024-07-09,87.0
2024-07-10,92.0
2024-07-11,92.0
2024-07-12,84.0
2024-07-13,59.0
2024-07-14,54.0
2024-07-15,85.0
2024-07-16,87.0
2024-07-17,89.0
2024-07-18,88.0
2024-07-19,84.0
2024-07-20,59.0
2024-07-21,55.0
2024-07-22,86.0
2024-07-23,87.0
2024-07-24,88.0
2024-07-25,89.0
2024-07-26,84.0
2024-07-27,58.0
2024-07-28,56.0
2024-07-29,88.0
2024-07-30,89.0
2024-07-31,90.0
2024-08-01,86.0
2024-08-02,85.0
2024-08-03,60.0
2024-08-04,58.0
2024-08-05,85.0
2024-08-06,87.0
2024-08-07,90.0
2024-08-08,86.0
2024-08-09,84.0
2024-08-10,54.0
2024-08-11,61.0
2024-08-12,92.0
2024-08-13,90.0
2024-08-14,100.0
2024-08-15,93.0
2024-08-16,89.0
2024-08-17,63.0
2024-08-18,50.0
2024-08-19,77.5
2024-08-20,78.5
2024-08-21,80.0
2024-08-22,77.0
2024-08-23,73.0
2024-08-24,51.0
2024-08-25,47.5
2024-08-26,75.0
2024-08-27,77.0
2024-08-28,79.0
2024-08-29,76.0
2024-08-30,72.0
2024-08-31,45.0
2024-09-01,44.0
2024-09-02,49.0
2024-09-03,77.0
2024-09-04,81.0
2024-09-05,75.0
2024-09-06,70.5
2024-09-07,44.0
2024-09-08,44.0
2024-09-09,69.5
2024-09-10,74.5
2024-09-11,75.0
2024-09-12,78.0
2024-09-13,71.0
2024-09-14,48.0
2024-09-15,41.5
2024-09-16,76.0
2024-09-17,62.0
2024-09-18,61.0
2024-09-19,58.0
2024-09-20,57.0
2024-09-21,37.0
2024-09-22,34.0
2024-09-23,57.0
2024-09-24,58.0
2024-09-25,57.0
2024-09-26,60.0
2024-09-27,54.0
2024-09-28,38.0
2024-09-29,35.0
2024-09-30,56.0
2024-10-01,57.0
2024-10-02,56.0
2024-10-03,57.0
2024-10-04,58.0
2024-10-05,37.0
2024-10-06,36.0
2024-10-07,59.0
2024-10-08,61.0
2024-10-09,62.0
2024-10-10,59.0
2024-10-11,55.0
2024-10-12,34.0
2024-10-13,34.0
2024-10-14,53.0
2024-10-15,58.0
2024-10-16,54.0
2024-10-17,56.0
2024-10-18,54.0
2024-10-19,36.0
2024-10-20,34.0
2024-10-21,56.0
2024-10-22,54.0
2024-10-23,55.0
2024-10-24,56.0
2024-10-25,56.0
2024-10-26,36.0
2024-10-27,33.0
2024-10-28,53.0
2024-10-29,52.0
2024-10-30,54.0
2024-10-31,54.0
2024-11-01,53.0
2024-11-02,32.0
2024-11-03,32.0
2024-11-04,56.0
2024-11-05,49.0
2024-11-06,46.0
2024-11-07,53.0
2024-11-08,51.0
2024-11-09,35.0
2024-11-10,33.0
2024-11-11,49.0
2024-11-12,54.0
2024-11-13,54.0
2024-11-14,57.0
2024-11-15,51.0
2024-11-16,32.0
2024-11-17,32.0
2024-11-18,54.0
2024-11-19,52.0
2024-11-20,54.0
2024-11-21,53.0
2024-11-22,50.0
2024-11-23,33.0
2024-11-24,30.0
2024-11-25,51.0
2024-11-26,49.0
2024-11-27,47.0
2024-11-28,29.0
2024-11-29,33.0
2024-11-30,29.0
2024-12-01,30.0
2024-12-02,53.0
2024-12-03,54.0
2024-12-04,53.0
2024-12-05,54.0
2024-12-06,50.0
2024-12-07,35.0
2024-12-08,32.0
2024-12-09,52.0
2024-12-10,54.0
2024-12-11,52.0
2024-12-12,53.0
2024-12-13,49.0
2024-12-14,34.0
2024-12-15,31.0
2024-12-16,52.0
2024-12-17,56.0
2024-12-18,62.0
2024-12-19,59.0
2024-12-20,54.0
2024-12-21,35.0
2024-12-22,31.0
2024-12-23,46.0
2024-12-24,33.0
2024-12-25,27.0
2024-12-26,42.0
2024-12-27,44.0
2024-12-28,33.0
2024-12-29,32.0
2024-12-30,45.0
2024-12-31,40.0
2025-01-01,30.0
2025-01-02,48.0
2025-01-03,48.0
2025-01-04,33.0
2025-01-05,33.0
2025-01-06,52.0
2025-01-07,59.0
2025-01-08,64.0
2025-01-09,67.0
2025-01-10,59.0
2025-01-11,41.0
2025-01-12,40.0
2025-01-13,59.0
2025-01-14,60.0
2025-01-15,56.0
2025-01-16,59.0
2025-01-17,55.0
2025-01-18,34.0
2025-01-19,30.0
2025-01-20,42.0
2025-01-21,54.0
2025-01-22,55.0
2025-01-23,56.0
2025-01-24,55.0
2025-01-25,35.0
2025-01-26,34.0
2025-01-27,58.0
2025-01-28,69.0
2025-01-29,61.0
2025-01-30,59.0
2025-01-31,55.0
2025-02-01,37.0
2025-02-02,34.0
2025-02-03,54.0
2025-02-04,55.0
2025-02-05,56.0
2025-02-06,56.0
2025-02-07,53.0
2025-02-08,35.0
2025-02-09,33.0
2025-02-10,59.0
2025-02-11,100.0
2025-02-12,70.0
2025-02-13,63.0
2025-02-14,57.0
2025-02-15,41.0
2025-02-16,37.0
2025-02-17,50.0
2025-02-18,61.0
2025-02-19,56.0
2025-02-20,56.0
2025-02-21,56.0
2025-02-22,38.0
2025-02-23,36.0
2025-02-24,59.0
2025-02-25,61.0
2025-02-26,61.0
2025-02-27,57.0
2025-02-28,57.0
2025-03-01,38.0
2025-03-02,33.0
2025-03-03,57.0
2025-03-04,62.0
2025-03-05,57.0
2025-03-06,61.0
2025-03-07,55.0
2025-03-08,37.0
2025-03-09,35.0
2025-03-10,59.0
2025-03-11,57.0
2025-03-12,59.0
2025-03-13,58.0
2025-03-14,57.0
2025-03-15,37.0
2025-03-16,37.0
2025-03-17,56.0
2025-03-18,57.0
2025-03-19,59.0
2025-03-20,56.0
2025-03-21,54.0
2025-03-22,37.0
2025-03-23,35.0
2025-03-24,56.0
2025-03-25,61.0
2025-03-26,59.0
2025-03-27,56.0
2025-03-28,56.0
2025-03-29,37.0
2025-03-30,36.0
2025-03-31,57.0
2025-04-01,57.0
2025-04-02,56.0
2025-04-03,59.0
2025-04-04,55.0
2025-04-05,38.0
2025-04-06,36.0
2025-04-07,60.0
2025-04-08,57.0
2025-04-09,60.0
2025-04-10,61.0
2025-04-11,57.0
2025-04-12,39.0
2025-04-13,34.0
2025-04-14,60.0
2025-04-15,76.0
2025-04-16,76.5
2025-04-17,74.0
2025-04-18,59.0
2025-04-19,42.5
2025-04-20,42.0
2025-04-21,69.0
2025-04-22,75.0
2025-04-23,76.0
2025-04-24,73.5
2025-04-25,65.5
2025-04-26,46.5
2025-04-27,45.0
2025-04-28,76.5
2025-04-29,76.5
2025-04-30,73.5
2025-05-01,75.5
2025-05-02,68.0
2025-05-03,50.0
2025-05-04,47.5
2025-05-05,76.0
2025-05-06,77.5
2025-05-07,80.0
2025-05-08,76.5
2025-05-09,73.5
2025-05-10,47.5
2025-05-11,46.5
2025-05-12,81.0
2025-05-13,73.5
2025-05-14,76.5
2025-05-15,91.0
2025-05-16,87.0
2025-05-17,57.0
2025-05-18,56.0
2025-05-19,92.0
2025-05-20,96.0
2025-05-21,94.0
2025-05-22,91.0
2025-05-23,83.0
2025-05-24,56.0
2025-05-25,56.0
2025-05-26,58.0
2025-05-27,91.0
2025-05-28,95.0
2025-05-29,94.0
2025-05-30,89.0
2025-05-31,60.0
2025-06-01,56.0
2025-06-02,91.0
2025-06-03,94.0
2025-06-04,90.0
2025-06-05,87.0
2025-06-06,86.0
2025-06-07,58.0
2025-06-08,55.0
2025-06-09,87.0
2025-06-10,90.0
2025-06-11,91.0
2025-06-12,93.0
2025-06-13,84.0
2025-06-14,55.0
2025-06-15,54.0
2025-06-16,88.0
2025-06-17,88.0
2025-06-18,88.0
2025-06-19,79.0
2025-06-20,79.0
2025-06-21,58.0
2025-06-22,60.0
2025-06-23,83.0
2025-06-24,86.0
