Time,usps tracking
2022-08-09,67.0
2022-08-10,74.0
2022-08-11,73.0
2022-08-12,68.0
2022-08-13,54.0
2022-08-14,36.0
2022-08-15,67.0
2022-08-16,68.0
2022-08-17,72.0
2022-08-18,71.0
2022-08-19,67.0
2022-08-20,49.0
2022-08-21,33.0
2022-08-22,61.0
2022-08-23,65.0
2022-08-24,69.0
2022-08-25,71.0
2022-08-26,66.0
2022-08-27,52.0
2022-08-28,36.0
2022-08-29,52.5
2022-08-30,54.5
2022-08-31,57.0
2022-09-01,58.5
2022-09-02,55.0
2022-09-03,41.5
2022-09-04,25.5
2022-09-05,28.5
2022-09-06,57.5
2022-09-07,54.5
2022-09-08,56.0
2022-09-09,58.5
2022-09-10,47.0
2022-09-11,30.0
2022-09-12,56.5
2022-09-13,56.0
2022-09-14,58.5
2022-09-15,56.5
2022-09-16,54.5
2022-09-17,42.0
2022-09-18,26.0
2022-09-19,58.0
2022-09-20,55.0
2022-09-21,49.0
2022-09-22,56.0
2022-09-23,51.5
2022-09-24,39.5
2022-09-25,25.0
2022-09-26,51.0
2022-09-27,48.0
2022-09-28,45.0
2022-09-29,45.0
2022-09-30,43.0
2022-10-01,35.0
2022-10-02,22.0
2022-10-03,43.0
2022-10-04,44.0
2022-10-05,45.0
2022-10-06,47.0
2022-10-07,47.0
2022-10-08,37.0
2022-10-09,21.0
2022-10-10,36.0
2022-10-11,48.0
2022-10-12,47.0
2022-10-13,50.0
2022-10-14,51.0
2022-10-15,40.0
2022-10-16,24.0
2022-10-17,49.0
2022-10-18,46.0
2022-10-19,50.0
2022-10-20,50.0
2022-10-21,48.0
2022-10-22,36.0
2022-10-23,22.0
2022-10-24,46.0
2022-10-25,43.0
2022-10-26,49.0
2022-10-27,51.0
2022-10-28,45.0
2022-10-29,38.0
2022-10-30,21.0
2022-10-31,40.0
2022-11-01,41.0
2022-11-02,43.0
2022-11-03,45.0
2022-11-04,44.0
2022-11-05,34.0
2022-11-06,20.0
2022-11-07,41.0
2022-11-08,41.0
2022-11-09,40.0
2022-11-10,42.0
2022-11-11,37.0
2022-11-12,38.0
2022-11-13,23.0
2022-11-14,41.0
2022-11-15,47.0
2022-11-16,49.0
2022-11-17,52.0
2022-11-18,50.0
2022-11-19,42.0
2022-11-20,25.0
2022-11-21,46.0
2022-11-22,51.0
2022-11-23,48.0
2022-11-24,23.0
2022-11-25,40.0
2022-11-26,37.0
2022-11-27,29.0
2022-11-28,46.0
2022-11-29,51.0
2022-11-30,55.0
2022-12-01,64.0
2022-12-02,64.0
2022-12-03,58.0
2022-12-04,40.0
2022-12-05,66.0
2022-12-06,64.0
2022-12-07,67.0
2022-12-08,70.0
2022-12-09,70.0
2022-12-10,62.0
2022-12-11,46.0
2022-12-12,70.0
2022-12-13,69.0
2022-12-14,75.0
2022-12-15,81.0
2022-12-16,100.0
2022-12-17,89.0
2022-12-18,57.0
2022-12-19,94.0
2022-12-20,94.0
2022-12-21,96.0
2022-12-22,90.0
2022-12-23,84.0
2022-12-24,68.0
2022-12-25,29.0
2022-12-26,40.0
2022-12-27,64.0
2022-12-28,68.0
2022-12-29,65.0
2022-12-30,58.0
2022-12-31,45.0
2023-01-01,23.0
2023-01-02,39.0
2023-01-03,55.0
2023-01-04,56.0
2023-01-05,56.0
2023-01-06,59.0
2023-01-07,53.0
2023-01-08,34.0
2023-01-09,53.0
2023-01-10,54.0
2023-01-11,55.0
2023-01-12,55.0
2023-01-13,53.0
2023-01-14,45.0
2023-01-15,25.0
2023-01-16,37.0
2023-01-17,52.0
2023-01-18,50.0
2023-01-19,51.0
2023-01-20,48.0
2023-01-21,43.0
2023-01-22,25.0
2023-01-23,47.0
2023-01-24,47.0
2023-01-25,48.0
2023-01-26,48.0
2023-01-27,43.0
2023-01-28,36.0
2023-01-29,21.0
2023-01-30,43.0
2023-01-31,43.0
2023-02-01,45.0
2023-02-02,49.0
2023-02-03,55.0
2023-02-04,49.0
2023-02-05,31.0
2023-02-06,57.0
2023-02-07,53.0
2023-02-08,54.0
2023-02-09,55.0
2023-02-10,55.0
2023-02-11,45.0
2023-02-12,27.0
2023-02-13,52.0
2023-02-14,49.0
2023-02-15,50.0
2023-02-16,49.0
2023-02-17,50.0
2023-02-18,38.0
2023-02-19,24.0
2023-02-20,35.0
2023-02-21,52.0
2023-02-22,49.0
2023-02-23,52.0
2023-02-24,55.0
2023-02-25,45.0
2023-02-26,28.0
2023-02-27,50.0
2023-02-28,52.0
2023-03-01,52.0
2023-03-02,57.0
2023-03-03,53.0
2023-03-04,46.0
2023-03-05,28.0
2023-03-06,52.0
2023-03-07,51.0
2023-03-08,66.0
2023-03-09,55.0
2023-03-10,53.0
2023-03-11,43.0
2023-03-12,26.0
2023-03-13,49.0
2023-03-14,50.0
2023-03-15,50.0
2023-03-16,55.0
2023-03-17,51.0
2023-03-18,43.0
2023-03-19,26.0
2023-03-20,49.0
2023-03-21,52.0
2023-03-22,50.0
2023-03-23,56.0
2023-03-24,59.0
2023-03-25,44.0
2023-03-26,25.0
2023-03-27,49.0
2023-03-28,47.0
2023-03-29,50.0
2023-03-30,50.0
2023-03-31,49.0
2023-04-01,39.0
2023-04-02,26.0
2023-04-03,49.0
2023-04-04,48.0
2023-04-05,54.0
2023-04-06,57.0
2023-04-07,53.0
2023-04-08,44.0
2023-04-09,23.0
2023-04-10,50.0
2023-04-11,51.0
2023-04-12,50.0
2023-04-13,49.0
2023-04-14,45.0
2023-04-15,39.0
2023-04-16,25.0
2023-04-17,46.0
2023-04-18,45.0
2023-04-19,46.0
2023-04-20,49.0
2023-04-21,46.0
2023-04-22,41.0
2023-04-23,23.0
2023-04-24,45.0
2023-04-25,43.0
2023-04-26,49.5
2023-04-27,48.0
2023-04-28,49.5
2023-04-29,39.0
2023-04-30,24.0
2023-05-01,45.5
2023-05-02,46.5
2023-05-03,50.5
2023-05-04,52.5
2023-05-05,46.5
2023-05-06,40.0
2023-05-07,23.5
2023-05-08,47.5
2023-05-09,47.5
2023-05-10,52.5
2023-05-11,53.0
2023-05-12,51.5
2023-05-13,46.5
2023-05-14,26.0
2023-05-15,51.5
2023-05-16,47.5
2023-05-17,48.0
2023-05-18,51.5
2023-05-19,51.5
2023-05-20,44.5
2023-05-21,29.0
2023-05-22,51.5
2023-05-23,46.5
2023-05-24,50.5
2023-05-25,51.5
2023-05-26,49.0
2023-05-27,38.0
2023-05-28,20.0
2023-05-29,23.0
2023-05-30,49.0
2023-05-31,47.0
2023-06-01,52.0
2023-06-02,48.0
2023-06-03,45.0
2023-06-04,25.0
2023-06-05,50.0
2023-06-06,49.0
2023-06-07,49.0
2023-06-08,51.0
2023-06-09,53.0
2023-06-10,38.0
2023-06-11,25.0
2023-06-12,50.0
2023-06-13,50.0
2023-06-14,58.0
2023-06-15,56.0
2023-06-16,55.0
2023-06-17,42.0
2023-06-18,26.0
2023-06-19,40.0
2023-06-20,57.0
2023-06-21,52.0
2023-06-22,52.0
2023-06-23,56.0
2023-06-24,42.0
2023-06-25,25.0
2023-06-26,51.0
2023-06-27,51.0
2023-06-28,50.0
2023-06-29,51.0
2023-06-30,48.0
2023-07-01,40.0
2023-07-02,22.0
2023-07-03,47.0
2023-07-04,25.0
2023-07-05,46.0
2023-07-06,49.0
2023-07-07,52.0
2023-07-08,43.0
2023-07-09,26.0
2023-07-10,49.0
2023-07-11,47.0
2023-07-12,49.0
2023-07-13,48.0
2023-07-14,49.0
2023-07-15,41.0
2023-07-16,25.0
2023-07-17,47.0
2023-07-18,46.0
2023-07-19,49.0
2023-07-20,49.0
2023-07-21,47.0
2023-07-22,37.0
2023-07-23,24.0
2023-07-24,47.0
2023-07-25,46.0
2023-07-26,44.0
2023-07-27,47.0
2023-07-28,48.0
2023-07-29,39.0
2023-07-30,24.0
2023-07-31,46.0
2023-08-01,46.0
2023-08-02,47.0
2023-08-03,49.0
2023-08-04,48.0
2023-08-05,37.0
2023-08-06,25.0
2023-08-07,46.0
2023-08-08,47.0
2023-08-09,48.0
2023-08-10,49.0
2023-08-11,49.0
2023-08-12,37.0
2023-08-13,24.0
2023-08-14,48.0
2023-08-15,44.0
2023-08-16,49.0
2023-08-17,50.0
2023-08-18,47.0
2023-08-19,35.0
2023-08-20,22.0
2023-08-21,47.0
2023-08-22,46.0
2023-08-23,48.0
2023-08-24,46.0
2023-08-25,44.0
2023-08-26,35.0
2023-08-27,25.0
2023-08-28,50.0
2023-08-29,45.0
2023-08-30,47.0
2023-08-31,45.0
2023-09-01,43.0
2023-09-02,33.0
2023-09-03,21.0
2023-09-04,23.0
2023-09-05,47.0
2023-09-06,38.0
2023-09-07,46.0
2023-09-08,47.0
2023-09-09,38.0
2023-09-10,22.0
2023-09-11,48.0
2023-09-12,43.0
2023-09-13,48.0
2023-09-14,45.0
2023-09-15,46.0
2023-09-16,36.0
2023-09-17,20.0
2023-09-18,42.0
2023-09-19,41.0
2023-09-20,43.0
2023-09-21,45.0
2023-09-22,43.0
2023-09-23,34.0
2023-09-24,21.0
2023-09-25,42.0
2023-09-26,40.0
2023-09-27,43.0
2023-09-28,44.0
2023-09-29,43.0
2023-09-30,33.0
2023-10-01,20.0
2023-10-02,40.0
2023-10-03,42.0
2023-10-04,44.0
2023-10-05,46.0
2023-10-06,45.0
2023-10-07,34.0
2023-10-08,21.0
2023-10-09,35.0
2023-10-10,50.0
2023-10-11,43.0
2023-10-12,50.0
2023-10-13,48.0
2023-10-14,41.0
2023-10-15,26.0
2023-10-16,65.0
2023-10-17,53.0
2023-10-18,49.0
2023-10-19,54.0
2023-10-20,50.0
2023-10-21,38.0
2023-10-22,25.0
2023-10-23,47.0
2023-10-24,46.0
2023-10-25,47.0
2023-10-26,46.0
2023-10-27,47.0
2023-10-28,37.0
2023-10-29,22.0
2023-10-30,46.0
2023-10-31,40.0
2023-11-01,42.0
2023-11-02,43.0
2023-11-03,41.0
2023-11-04,35.0
2023-11-05,23.0
2023-11-06,43.0
2023-11-07,45.0
2023-11-08,44.0
2023-11-09,45.0
2023-11-10,48.0
2023-11-11,33.0
2023-11-12,25.0
2023-11-13,57.0
2023-11-14,59.0
2023-11-15,53.0
2023-11-16,54.0
2023-11-17,56.0
2023-11-18,49.0
2023-11-19,28.0
2023-11-20,55.0
2023-11-21,54.0
2023-11-22,51.0
2023-11-23,26.0
2023-11-24,47.0
2023-11-25,43.0
2023-11-26,31.0
2023-11-27,52.0
2023-11-28,55.0
2023-11-29,63.0
2023-11-30,69.0
2023-12-01,69.0
2023-12-02,62.0
2023-12-03,43.0
2023-12-04,79.0
2023-12-05,78.0
2023-12-06,73.0
2023-12-07,77.0
2023-12-08,75.0
2023-12-09,72.0
2023-12-10,52.0
2023-12-11,81.0
2023-12-12,83.0
2023-12-13,80.0
2023-12-14,81.0
2023-12-15,83.0
2023-12-16,77.0
2023-12-17,55.0
2023-12-18,83.0
2023-12-19,92.0
2023-12-20,91.0
2023-12-21,96.0
2023-12-22,100.0
2023-12-23,81.0
2023-12-24,46.0
2023-12-25,26.0
2023-12-26,56.0
2023-12-27,52.0
2023-12-28,54.0
2023-12-29,57.0
2023-12-30,46.0
2023-12-31,28.0
2024-01-01,24.0
2024-01-02,57.0
2024-01-03,54.0
2024-01-04,53.0
2024-01-05,58.0
2024-01-06,52.0
2024-01-07,31.0
2024-01-08,54.0
2024-01-09,58.0
2024-01-10,55.0
2024-01-11,56.0
2024-01-12,58.0
2024-01-13,48.0
2024-01-14,27.0
2024-01-15,38.0
2024-01-16,55.0
2024-01-17,57.0
2024-01-18,60.0
2024-01-19,62.0
2024-01-20,55.0
2024-01-21,34.0
2024-01-22,59.0
2024-01-23,58.0
2024-01-24,56.0
2024-01-25,55.0
2024-01-26,50.0
2024-01-27,42.0
2024-01-28,22.0
2024-01-29,45.0
2024-01-30,46.0
2024-01-31,46.0
2024-02-01,44.0
2024-02-02,45.0
2024-02-03,38.0
2024-02-04,23.0
2024-02-05,43.0
2024-02-06,44.0
2024-02-07,46.0
2024-02-08,48.0
2024-02-09,50.0
2024-02-10,39.0
2024-02-11,24.0
2024-02-12,42.0
2024-02-13,48.0
2024-02-14,46.0
2024-02-15,46.0
2024-02-16,42.0
2024-02-17,33.0
2024-02-18,22.0
2024-02-19,31.0
2024-02-20,44.0
2024-02-21,42.0
2024-02-22,42.0
2024-02-23,44.0
2024-02-24,38.0
2024-02-25,25.0
2024-02-26,46.0
2024-02-27,46.0
2024-02-28,44.0
2024-02-29,42.0
2024-03-01,44.0
2024-03-02,43.0
2024-03-03,24.0
2024-03-04,51.0
2024-03-05,45.0
2024-03-06,48.0
2024-03-07,46.0
2024-03-08,46.0
2024-03-09,37.0
2024-03-10,23.0
2024-03-11,45.0
2024-03-12,46.0
2024-03-13,45.0
2024-03-14,58.0
2024-03-15,46.0
2024-03-16,39.0
2024-03-17,24.0
2024-03-18,46.0
2024-03-19,46.0
2024-03-20,47.0
2024-03-21,46.0
2024-03-22,45.0
2024-03-23,40.0
2024-03-24,23.0
2024-03-25,47.0
2024-03-26,43.0
2024-03-27,48.0
2024-03-28,50.0
2024-03-29,46.0
2024-03-30,33.0
2024-03-31,21.0
2024-04-01,44.0
2024-04-02,44.0
2024-04-03,44.0
2024-04-04,45.0
2024-04-05,43.0
2024-04-06,34.0
2024-04-07,23.0
2024-04-08,40.0
2024-04-09,42.0
2024-04-10,45.0
2024-04-11,44.0
2024-04-12,44.0
2024-04-13,34.0
2024-04-14,23.0
2024-04-15,47.0
2024-04-16,46.0
2024-04-17,44.0
2024-04-18,46.0
2024-04-19,43.0
2024-04-20,35.0
2024-04-21,23.0
2024-04-22,52.0
2024-04-23,45.0
2024-04-24,45.0
2024-04-25,43.0
2024-04-26,44.0
2024-04-27,34.0
2024-04-28,24.0
2024-04-29,42.0
2024-04-30,44.0
2024-05-01,42.0
2024-05-02,43.0
2024-05-03,43.0
2024-05-04,34.0
2024-05-05,24.0
2024-05-06,46.0
2024-05-07,46.0
2024-05-08,44.0
2024-05-09,46.0
2024-05-10,47.0
2024-05-11,36.0
2024-05-12,23.0
2024-05-13,45.0
2024-05-14,43.0
2024-05-15,43.0
2024-05-16,43.0
2024-05-17,42.0
2024-05-18,32.0
2024-05-19,21.0
2024-05-20,41.0
2024-05-21,39.0
2024-05-22,44.0
2024-05-23,41.0
2024-05-24,39.0
2024-05-25,29.0
2024-05-26,21.0
2024-05-27,20.0
2024-05-28,43.0
2024-05-29,41.0
2024-05-30,41.0
2024-05-31,41.0
2024-06-01,33.0
2024-06-02,22.0
2024-06-03,42.0
2024-06-04,43.0
2024-06-05,42.0
2024-06-06,42.0
2024-06-07,41.0
2024-06-08,33.0
2024-06-09,23.0
2024-06-10,45.0
2024-06-11,44.0
2024-06-12,44.0
2024-06-13,44.0
2024-06-14,42.0
2024-06-15,33.0
2024-06-16,21.0
2024-06-17,40.0
2024-06-18,38.0
2024-06-19,38.0
2024-06-20,45.0
2024-06-21,42.0
2024-06-22,32.0
2024-06-23,22.0
2024-06-24,42.0
2024-06-25,42.0
2024-06-26,42.0
2024-06-27,41.0
2024-06-28,41.0
2024-06-29,29.0
2024-06-30,21.0
2024-07-01,42.0
2024-07-02,40.0
2024-07-03,41.0
2024-07-04,25.0
2024-07-05,37.0
2024-07-06,27.0
2024-07-07,20.0
2024-07-08,40.0
2024-07-09,40.0
2024-07-10,40.0
2024-07-11,43.0
2024-07-12,41.0
2024-07-13,29.0
2024-07-14,20.0
2024-07-15,43.0
2024-07-16,39.0
2024-07-17,40.0
2024-07-18,42.0
2024-07-19,42.0
2024-07-20,32.0
2024-07-21,21.0
2024-07-22,45.0
2024-07-23,44.0
2024-07-24,40.0
2024-07-25,43.0
2024-07-26,39.0
2024-07-27,29.0
2024-07-28,20.0
2024-07-29,41.0
2024-07-30,38.0
2024-07-31,40.0
2024-08-01,40.0
2024-08-02,40.0
2024-08-03,27.0
2024-08-04,20.0
2024-08-05,41.0
2024-08-06,37.0
2024-08-07,40.0
2024-08-08,40.0
2024-08-09,40.0
2024-08-10,29.0
2024-08-11,21.0
2024-08-12,53.0
2024-08-13,41.0
2024-08-14,38.0
2024-08-15,41.0
2024-08-16,39.0
2024-08-17,31.0
2024-08-18,23.0
2024-08-19,43.5
2024-08-20,44.5
2024-08-21,42.0
2024-08-22,44.0
2024-08-23,42.0
2024-08-24,33.5
2024-08-25,22.5
2024-08-26,43.0
2024-08-27,41.0
2024-08-28,41.0
2024-08-29,42.5
2024-08-30,40.0
2024-08-31,30.0
2024-09-01,21.5
2024-09-02,20.5
2024-09-03,44.0
2024-09-04,41.0
2024-09-05,43.0
2024-09-06,41.5
2024-09-07,34.5
2024-09-08,24.0
2024-09-09,43.0
2024-09-10,42.0
2024-09-11,41.0
2024-09-12,44.0
2024-09-13,42.0
2024-09-14,29.5
2024-09-15,21.5
2024-09-16,42.0
2024-09-17,45.0
2024-09-18,42.0
2024-09-19,42.0
2024-09-20,44.0
2024-09-21,35.0
2024-09-22,24.0
2024-09-23,40.0
2024-09-24,40.0
2024-09-25,42.0
2024-09-26,42.0
2024-09-27,40.0
2024-09-28,30.0
2024-09-29,23.0
2024-09-30,40.0
2024-10-01,39.0
2024-10-02,40.0
2024-10-03,46.0
2024-10-04,43.0
2024-10-05,34.0
2024-10-06,23.0
2024-10-07,44.0
2024-10-08,39.0
2024-10-09,40.0
2024-10-10,44.0
2024-10-11,42.0
2024-10-12,33.0
2024-10-13,24.0
2024-10-14,34.0
2024-10-15,53.0
2024-10-16,47.0
2024-10-17,48.0
2024-10-18,52.0
2024-10-19,40.0
2024-10-20,26.0
2024-10-21,51.0
2024-10-22,49.0
2024-10-23,46.0
2024-10-24,49.0
2024-10-25,48.0
2024-10-26,35.0
2024-10-27,26.0
2024-10-28,46.0
2024-10-29,44.0
2024-10-30,43.0
2024-10-31,42.0
2024-11-01,44.0
2024-11-02,31.0
2024-11-03,22.0
2024-11-04,40.0
2024-11-05,38.0
2024-11-06,27.0
2024-11-07,39.0
2024-11-08,39.0
2024-11-09,31.0
2024-11-10,21.0
2024-11-11,30.0
2024-11-12,45.0
2024-11-13,43.0
2024-11-14,42.0
2024-11-15,43.0
2024-11-16,32.0
2024-11-17,25.0
2024-11-18,44.0
2024-11-19,47.0
2024-11-20,46.0
2024-11-21,43.0
2024-11-22,42.0
2024-11-23,36.0
2024-11-24,25.0
2024-11-25,46.0
2024-11-26,48.0
2024-11-27,47.0
2024-11-28,26.0
2024-11-29,38.0
2024-11-30,33.0
2024-12-01,28.0
2024-12-02,48.0
2024-12-03,54.0
2024-12-04,53.0
2024-12-05,57.0
2024-12-06,64.0
2024-12-07,62.0
2024-12-08,41.0
2024-12-09,67.0
2024-12-10,73.0
2024-12-11,74.0
2024-12-12,78.0
2024-12-13,77.0
2024-12-14,77.0
2024-12-15,55.0
2024-12-16,80.0
2024-12-17,93.0
2024-12-18,95.0
2024-12-19,100.0
2024-12-20,100.0
2024-12-21,88.0
2024-12-22,65.0
2024-12-23,98.0
2024-12-24,87.0
2024-12-25,35.0
2024-12-26,58.0
2024-12-27,60.0
2024-12-28,45.0
2024-12-29,28.0
2024-12-30,54.0
2024-12-31,49.0
2025-01-01,27.0
2025-01-02,49.0
2025-01-03,48.0
2025-01-04,43.0
2025-01-05,30.0
2025-01-06,48.0
2025-01-07,52.0
2025-01-08,53.0
2025-01-09,52.0
2025-01-10,57.0
2025-01-11,44.0
2025-01-12,29.0
2025-01-13,53.0
2025-01-14,55.0
2025-01-15,56.0
2025-01-16,55.0
2025-01-17,58.0
2025-01-18,48.0
2025-01-19,31.0
2025-01-20,36.0
2025-01-21,57.0
2025-01-22,54.0
2025-01-23,53.0
2025-01-24,55.0
2025-01-25,50.0
2025-01-26,34.0
2025-01-27,54.0
2025-01-28,55.0
2025-01-29,49.0
2025-01-30,49.0
2025-01-31,49.0
2025-02-01,39.0
2025-02-02,27.0
2025-02-03,47.0
2025-02-04,49.0
2025-02-05,48.0
2025-02-06,47.0
2025-02-07,47.0
2025-02-08,39.0
2025-02-09,25.0
2025-02-10,46.0
2025-02-11,51.0
2025-02-12,51.0
2025-02-13,52.0
2025-02-14,53.0
2025-02-15,44.0
2025-02-16,28.0
2025-02-17,36.0
2025-02-18,54.0
2025-02-19,50.0
2025-02-20,51.0
2025-02-21,49.0
2025-02-22,39.0
2025-02-23,27.0
2025-02-24,50.0
2025-02-25,50.0
2025-02-26,48.0
2025-02-27,50.0
2025-02-28,49.0
2025-03-01,40.0
2025-03-02,29.0
2025-03-03,51.0
2025-03-04,52.0
2025-03-05,51.0
2025-03-06,52.0
2025-03-07,51.0
2025-03-08,45.0
2025-03-09,30.0
2025-03-10,52.0
2025-03-11,55.0
2025-03-12,52.0
2025-03-13,53.0
2025-03-14,54.0
2025-03-15,46.0
2025-03-16,30.0
2025-03-17,55.0
2025-03-18,57.0
2025-03-19,57.0
2025-03-20,52.0
2025-03-21,52.0
2025-03-22,43.0
2025-03-23,29.0
2025-03-24,53.0
2025-03-25,54.0
2025-03-26,52.0
2025-03-27,49.0
2025-03-28,49.0
2025-03-29,40.0
2025-03-30,28.0
2025-03-31,49.0
2025-04-01,48.0
2025-04-02,46.0
2025-04-03,48.0
2025-04-04,44.0
2025-04-05,39.0
2025-04-06,27.0
2025-04-07,54.0
2025-04-08,48.0
2025-04-09,48.0
2025-04-10,49.0
2025-04-11,49.0
2025-04-12,39.0
2025-04-13,28.0
2025-04-14,51.0
2025-04-15,59.5
2025-04-16,58.0
2025-04-17,58.0
2025-04-18,58.0
2025-04-19,43.0
2025-04-20,30.5
2025-04-21,57.5
2025-04-22,53.5
2025-04-23,50.0
2025-04-24,49.0
2025-04-25,49.0
2025-04-26,37.0
2025-04-27,29.0
2025-04-28,52.0
2025-04-29,49.5
2025-04-30,45.5
2025-05-01,46.5
2025-05-02,45.5
2025-05-03,38.5
2025-05-04,30.0
2025-05-05,47.5
2025-05-06,47.5
2025-05-07,51.0
2025-05-08,51.5
2025-05-09,52.5
2025-05-10,44.0
2025-05-11,29.0
2025-05-12,52.5
2025-05-13,51.0
2025-05-14,48.5
2025-05-15,54.0
2025-05-16,56.0
2025-05-17,44.0
2025-05-18,32.0
2025-05-19,60.0
2025-05-20,59.0
2025-05-21,56.0
2025-05-22,59.0
2025-05-23,57.0
2025-05-24,43.0
2025-05-25,32.0
2025-05-26,39.0
2025-05-27,65.0
2025-05-28,57.0
2025-05-29,56.0
2025-05-30,58.0
2025-05-31,45.0
2025-06-01,38.0
2025-06-02,61.0
2025-06-03,62.0
2025-06-04,61.0
2025-06-05,62.0
2025-06-06,63.0
2025-06-07,46.0
2025-06-08,33.0
2025-06-09,65.0
2025-06-10,63.0
2025-06-11,60.0
2025-06-12,67.0
2025-06-13,64.0
2025-06-14,48.0
2025-06-15,36.0
2025-06-16,62.0
2025-06-17,54.0
2025-06-18,54.0
2025-06-19,42.0
2025-06-20,60.0
2025-06-21,43.0
2025-06-22,30.0
2025-06-23,60.0
2025-06-24,60.0
