Time,black_panther
2022-05-27,5.0
2022-05-28,6.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,5.0
2022-06-01,5.0
2022-06-02,5.0
2022-06-03,5.0
2022-06-04,5.0
2022-06-05,5.0
2022-06-06,5.0
2022-06-07,5.0
2022-06-08,5.0
2022-06-09,4.0
2022-06-10,6.0
2022-06-11,6.0
2022-06-12,6.0
2022-06-13,5.0
2022-06-14,4.0
2022-06-15,4.0
2022-06-16,4.0
2022-06-17,4.0
2022-06-18,5.0
2022-06-19,6.0
2022-06-20,5.0
2022-06-21,4.0
2022-06-22,4.0
2022-06-23,4.0
2022-06-24,4.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,5.0
2022-06-28,4.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,5.0
2022-07-03,9.0
2022-07-04,7.0
2022-07-05,7.0
2022-07-06,6.0
2022-07-07,5.0
2022-07-08,6.0
2022-07-09,9.0
2022-07-10,9.0
2022-07-11,6.0
2022-07-12,5.0
2022-07-13,6.0
2022-07-14,7.0
2022-07-15,7.0
2022-07-16,8.0
2022-07-17,10.0
2022-07-18,6.0
2022-07-19,6.0
2022-07-20,7.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,8.0
2022-07-24,100.0
2022-07-25,51.0
2022-07-26,37.0
2022-07-27,24.0
2022-07-28,19.0
2022-07-29,17.0
2022-07-30,16.0
2022-07-31,15.0
2022-08-01,11.0
2022-08-02,10.0
2022-08-03,9.0
2022-08-04,8.0
2022-08-05,8.0
2022-08-06,9.0
2022-08-07,9.0
2022-08-08,7.0
2022-08-09,7.0
2022-08-10,6.0
2022-08-11,6.0
2022-08-12,6.0
2022-08-13,8.0
2022-08-14,8.0
2022-08-15,7.0
2022-08-16,7.0
2022-08-17,7.0
2022-08-18,9.0
2022-08-19,7.0
2022-08-20,8.0
2022-08-21,9.0
2022-08-22,6.0
2022-08-23,6.0
2022-08-24,6.0
2022-08-25,6.0
2022-08-26,5.0
2022-08-27,7.0
2022-08-28,8.0
2022-08-29,5.666666666666666
2022-08-30,5.666666666666666
2022-08-31,5.666666666666666
2022-09-01,5.666666666666666
2022-09-02,5.666666666666666
2022-09-03,7.5
2022-09-04,8.0
2022-09-05,8.0
2022-09-06,5.666666666666666
2022-09-07,5.666666666666666
2022-09-08,5.666666666666666
2022-09-09,7.5
2022-09-10,8.5
2022-09-11,8.0
2022-09-12,7.5
2022-09-13,5.666666666666666
2022-09-14,5.666666666666666
2022-09-15,7.5
2022-09-16,8.5
2022-09-17,8.0
2022-09-18,8.0
2022-09-19,7.5
2022-09-20,7.5
2022-09-21,7.0
2022-09-22,5.666666666666666
2022-09-23,7.5
2022-09-24,7.5
2022-09-25,7.5
2022-09-26,7.5
2022-09-27,10.333333333333332
2022-09-28,10.666666666666666
2022-09-29,8.0
2022-09-30,8.0
2022-10-01,8.0
2022-10-02,8.0
2022-10-03,34.666666666666664
2022-10-04,32.0
2022-10-05,16.0
2022-10-06,13.333333333333332
2022-10-07,13.333333333333332
2022-10-08,13.333333333333332
2022-10-09,13.333333333333332
2022-10-10,10.666666666666666
2022-10-11,10.666666666666666
2022-10-12,10.666666666666666
2022-10-13,10.666666666666666
2022-10-14,10.666666666666666
2022-10-15,13.333333333333332
2022-10-16,13.333333333333332
2022-10-17,13.333333333333332
2022-10-18,13.333333333333332
2022-10-19,13.333333333333332
2022-10-20,13.333333333333332
2022-10-21,13.333333333333332
2022-10-22,13.333333333333332
2022-10-23,16.0
2022-10-24,13.333333333333332
2022-10-25,13.333333333333332
2022-10-26,16.0
2022-10-27,34.666666666666664
2022-10-28,34.666666666666664
2022-10-29,29.333333333333332
2022-10-30,24.0
2022-10-31,24.0
2022-11-01,24.0
2022-11-02,24.0
2022-11-03,26.666666666666664
2022-11-04,26.666666666666664
2022-11-05,37.33333333333333
2022-11-06,37.33333333333333
2022-11-07,40.0
2022-11-08,48.0
2022-11-09,50.666666666666664
2022-11-10,98.66666666666666
2022-11-11,232.0
2022-11-12,266.66666666666663
2022-11-13,237.33333333333331
2022-11-14,138.66666666666666
2022-11-15,93.33333333333333
2022-11-16,80.0
2022-11-17,64.0
2022-11-18,72.0
2022-11-19,109.33333333333333
2022-11-20,114.66666666666666
2022-11-21,72.0
2022-11-22,61.33333333333333
2022-11-23,64.0
2022-11-24,61.33333333333333
2022-11-25,64.0
2022-11-26,66.66666666666666
2022-11-27,64.0
2022-11-28,32.0
2022-11-29,26.666666666666664
2022-11-30,21.333333333333332
2022-12-01,21.333333333333332
2022-12-02,24.0
2022-12-03,34.666666666666664
2022-12-04,32.0
2022-12-05,21.333333333333332
2022-12-06,18.666666666666664
2022-12-07,18.666666666666664
2022-12-08,16.0
2022-12-09,18.666666666666664
2022-12-10,24.0
2022-12-11,26.666666666666664
2022-12-12,18.666666666666664
2022-12-13,16.0
2022-12-14,16.0
2022-12-15,16.0
2022-12-16,18.666666666666664
2022-12-17,24.0
2022-12-18,24.0
2022-12-19,21.333333333333332
2022-12-20,18.666666666666664
2022-12-21,18.666666666666664
2022-12-22,18.666666666666664
2022-12-23,18.666666666666664
2022-12-24,18.666666666666664
2022-12-25,24.0
2022-12-26,24.0
2022-12-27,21.333333333333332
2022-12-28,21.333333333333332
2022-12-29,18.666666666666664
2022-12-30,18.666666666666664
2022-12-31,21.333333333333332
2023-01-01,26.666666666666664
2023-01-02,24.0
2023-01-03,16.0
2023-01-04,13.333333333333332
2023-01-05,13.333333333333332
2023-01-06,13.333333333333332
2023-01-07,18.666666666666664
2023-01-08,18.666666666666664
2023-01-09,13.333333333333332
2023-01-10,13.333333333333332
2023-01-11,13.333333333333332
2023-01-12,13.333333333333332
2023-01-13,13.333333333333332
2023-01-14,16.0
2023-01-15,16.0
2023-01-16,16.0
2023-01-17,10.666666666666666
2023-01-18,10.666666666666666
2023-01-19,10.666666666666666
2023-01-20,10.666666666666666
2023-01-21,16.0
2023-01-22,16.0
2023-01-23,10.666666666666666
2023-01-24,10.666666666666666
2023-01-25,10.666666666666666
2023-01-26,10.666666666666666
2023-01-27,10.666666666666666
2023-01-28,13.333333333333332
2023-01-29,21.333333333333332
2023-01-30,10.666666666666666
2023-01-31,13.333333333333332
2023-02-01,24.0
2023-02-02,40.0
2023-02-03,34.666666666666664
2023-02-04,50.666666666666664
2023-02-05,50.666666666666664
2023-02-06,21.333333333333332
2023-02-07,18.666666666666664
2023-02-08,16.0
2023-02-09,16.0
2023-02-10,16.0
2023-02-11,21.333333333333332
2023-02-12,21.333333333333332
2023-02-13,13.333333333333332
2023-02-14,13.333333333333332
2023-02-15,13.333333333333332
2023-02-16,13.333333333333332
2023-02-17,13.333333333333332
2023-02-18,18.666666666666664
2023-02-19,21.333333333333332
2023-02-20,16.0
2023-02-21,13.333333333333332
2023-02-22,10.666666666666666
2023-02-23,10.666666666666666
2023-02-24,10.666666666666666
2023-02-25,13.333333333333332
2023-02-26,16.0
2023-02-27,10.666666666666666
2023-02-28,10.666666666666666
2023-03-01,8.0
2023-03-02,8.0
2023-03-03,8.0
2023-03-04,10.666666666666666
2023-03-05,10.666666666666666
2023-03-06,10.666666666666666
2023-03-07,8.0
2023-03-08,8.0
2023-03-09,8.0
2023-03-10,8.0
2023-03-11,8.0
2023-03-12,10.666666666666666
2023-03-13,16.0
2023-03-14,8.0
2023-03-15,8.0
2023-03-16,8.0
2023-03-17,8.0
2023-03-18,8.0
2023-03-19,8.0
2023-03-20,8.0
2023-03-21,5.333333333333333
2023-03-22,5.333333333333333
2023-03-23,8.0
2023-03-24,8.0
2023-03-25,8.0
2023-03-26,8.0
2023-03-27,5.333333333333333
2023-03-28,5.333333333333333
2023-03-29,5.333333333333333
2023-03-30,5.333333333333333
2023-03-31,5.333333333333333
2023-04-01,8.0
2023-04-02,5.333333333333333
2023-04-03,5.333333333333333
2023-04-04,5.333333333333333
2023-04-05,5.333333333333333
2023-04-06,5.333333333333333
2023-04-07,5.333333333333333
2023-04-08,5.333333333333333
2023-04-09,5.333333333333333
2023-04-10,5.333333333333333
2023-04-11,5.333333333333333
2023-04-12,5.333333333333333
2023-04-13,5.333333333333333
2023-04-14,5.333333333333333
2023-04-15,5.333333333333333
2023-04-16,5.333333333333333
2023-04-17,5.333333333333333
2023-04-18,5.333333333333333
2023-04-19,5.333333333333333
2023-04-20,5.333333333333333
2023-04-21,5.333333333333333
2023-04-22,5.333333333333333
2023-04-23,8.0
2023-04-24,5.333333333333333
2023-04-25,5.333333333333333
2023-04-26,5.380670611439842
2023-04-27,5.538461538461538
2023-04-28,5.06508875739645
2023-04-29,5.44378698224852
2023-04-30,5.727810650887574
2023-05-01,5.601577909270217
2023-05-02,5.570019723865878
2023-05-03,5.538461538461538
2023-05-04,5.096646942800788
2023-05-05,5.380670611439842
2023-05-06,5.128205128205128
2023-05-07,5.285996055226825
2023-05-08,5.570019723865878
2023-05-09,5.191321499013807
2023-05-10,5.380670611439842
2023-05-11,5.380670611439842
2023-05-12,5.254437869822485
2023-05-13,4.9704142011834325
2023-05-14,5.412228796844182
2023-05-15,5.506903353057199
2023-05-16,5.191321499013807
2023-05-17,5.191321499013807
2023-05-18,5.254437869822485
2023-05-19,5.790927021696252
2023-05-20,5.191321499013807
2023-05-21,5.380670611439842
2023-05-22,5.03353057199211
2023-05-23,5.191321499013807
2023-05-24,5.03353057199211
2023-05-25,5.001972386587771
2023-05-26,4.355029585798817
2023-05-27,4.923076923076923
2023-05-28,5.112426035502959
2023-05-29,5.238658777120316
2023-05-30,4.733727810650888
2023-05-31,4.102564102564103
2023-06-01,4.607495069033531
2023-06-02,4.418145956607495
2023-06-03,4.923076923076923
2023-06-04,5.617357001972387
2023-06-05,4.8599605522682445
2023-06-06,4.796844181459567
2023-06-07,4.670611439842209
2023-06-08,4.607495069033531
2023-06-09,4.796844181459567
2023-06-10,4.923076923076923
2023-06-11,5.428007889546351
2023-06-12,5.112426035502959
2023-06-13,4.607495069033531
2023-06-14,4.355029585798817
2023-06-15,4.291913214990139
2023-06-16,4.355029585798817
2023-06-17,5.175542406311638
2023-06-18,5.3017751479289945
2023-06-19,5.869822485207101
2023-06-20,5.04930966469428
2023-06-21,4.355029585798817
2023-06-22,4.733727810650888
2023-06-23,4.481262327416173
2023-06-24,4.8599605522682445
2023-06-25,5.3017751479289945
2023-06-26,4.22879684418146
2023-06-27,4.102564102564103
2023-06-28,4.22879684418146
2023-06-29,3.976331360946746
2023-06-30,4.165680473372781
2023-07-01,4.355029585798817
2023-07-02,4.986193293885602
2023-07-03,4.355029585798817
2023-07-04,4.796844181459567
2023-07-05,3.8500986193293887
2023-07-06,3.976331360946746
2023-07-07,5.04930966469428
2023-07-08,4.733727810650888
2023-07-09,5.112426035502959
2023-07-10,4.733727810650888
2023-07-11,4.165680473372781
2023-07-12,3.5976331360946747
2023-07-13,3.723865877712032
2023-07-14,3.8500986193293887
2023-07-15,4.607495069033531
2023-07-16,4.607495069033531
2023-07-17,3.7869822485207103
2023-07-18,3.4714003944773175
2023-07-19,3.4714003944773175
2023-07-20,3.7869822485207103
2023-07-21,3.4714003944773175
2023-07-22,4.291913214990139
2023-07-23,4.481262327416173
2023-07-24,3.660749506903353
2023-07-25,3.723865877712032
2023-07-26,3.7869822485207103
2023-07-27,3.5345167652859963
2023-07-28,3.660749506903353
2023-07-29,3.8500986193293887
2023-07-30,4.544378698224852
2023-07-31,3.5976331360946747
2023-08-01,3.5976331360946747
2023-08-02,3.5345167652859963
2023-08-03,4.039447731755424
2023-08-04,3.5345167652859963
2023-08-05,4.355029585798817
2023-08-06,4.165680473372781
2023-08-07,3.8500986193293887
2023-08-08,3.7869822485207103
2023-08-09,3.660749506903353
2023-08-10,3.3451676528599608
2023-08-11,3.660749506903353
2023-08-12,4.165680473372781
2023-08-13,4.355029585798817
2023-08-14,3.3451676528599608
2023-08-15,3.7869822485207103
2023-08-16,3.5345167652859963
2023-08-17,3.5976331360946747
2023-08-18,3.7869822485207103
2023-08-19,4.291913214990139
2023-08-20,5.617357001972387
2023-08-21,3.408284023668639
2023-08-22,3.5345167652859963
2023-08-23,3.5345167652859963
2023-08-24,3.7869822485207103
2023-08-25,3.5345167652859963
2023-08-26,3.7869822485207103
2023-08-27,4.291913214990139
2023-08-28,3.5976331360946747
2023-08-29,3.5345167652859963
2023-08-30,3.4714003944773175
2023-08-31,3.7869822485207103
2023-09-01,3.5976331360946747
2023-09-02,3.976331360946746
2023-09-03,3.913214990138067
2023-09-04,4.544378698224852
2023-09-05,3.3451676528599608
2023-09-06,3.3451676528599608
2023-09-07,3.3451676528599608
2023-09-08,3.5345167652859963
2023-09-09,3.7869822485207103
2023-09-10,3.976331360946746
2023-09-11,3.4714003944773175
2023-09-12,3.5976331360946747
2023-09-13,3.3451676528599608
2023-09-14,3.5976331360946747
2023-09-15,3.5976331360946747
2023-09-16,4.165680473372781
2023-09-17,4.039447731755424
2023-09-18,4.102564102564103
2023-09-19,3.3451676528599608
2023-09-20,3.408284023668639
2023-09-21,3.976331360946746
2023-09-22,3.8500986193293887
2023-09-23,4.291913214990139
2023-09-24,5.112426035502959
2023-09-25,4.039447731755424
2023-09-26,3.8500986193293887
2023-09-27,3.8500986193293887
2023-09-28,3.8500986193293887
2023-09-29,3.660749506903353
2023-09-30,5.04930966469428
2023-10-01,4.418145956607495
2023-10-02,3.7869822485207103
2023-10-03,3.7869822485207103
2023-10-04,3.4714003944773175
2023-10-05,4.039447731755424
2023-10-06,3.8500986193293887
2023-10-07,3.660749506903353
2023-10-08,4.165680473372781
2023-10-09,3.976331360946746
2023-10-10,4.039447731755424
2023-10-11,3.913214990138067
2023-10-12,3.660749506903353
2023-10-13,3.7869822485207103
2023-10-14,4.039447731755424
2023-10-15,4.22879684418146
2023-10-16,4.102564102564103
2023-10-17,4.22879684418146
2023-10-18,3.7869822485207103
2023-10-19,3.723865877712032
2023-10-20,3.976331360946746
2023-10-21,4.22879684418146
2023-10-22,4.355029585798817
2023-10-23,3.913214990138067
2023-10-24,3.7869822485207103
2023-10-25,4.039447731755424
2023-10-26,4.291913214990139
2023-10-27,4.22879684418146
2023-10-28,4.355029585798817
2023-10-29,4.165680473372781
2023-10-30,4.102564102564103
2023-10-31,4.418145956607495
2023-11-01,3.976331360946746
2023-11-02,4.165680473372781
2023-11-03,4.481262327416173
2023-11-04,4.607495069033531
2023-11-05,4.291913214990139
2023-11-06,6.122287968441815
2023-11-07,6.31163708086785
2023-11-08,4.8599605522682445
2023-11-09,4.291913214990139
2023-11-10,4.355029585798817
2023-11-11,5.175542406311638
2023-11-12,5.04930966469428
2023-11-13,4.544378698224852
2023-11-14,4.291913214990139
2023-11-15,4.039447731755424
2023-11-16,4.291913214990139
2023-11-17,4.039447731755424
2023-11-18,4.418145956607495
2023-11-19,5.112426035502959
2023-11-20,4.039447731755424
2023-11-21,4.039447731755424
2023-11-22,3.723865877712032
2023-11-23,4.607495069033531
2023-11-24,4.102564102564103
2023-11-25,4.418145956607495
2023-11-26,4.22879684418146
2023-11-27,3.7869822485207103
2023-11-28,4.102564102564103
2023-11-29,4.165680473372781
2023-11-30,3.913214990138067
2023-12-01,3.976331360946746
2023-12-02,3.8500986193293887
2023-12-03,3.8500986193293887
2023-12-04,3.976331360946746
2023-12-05,4.22879684418146
2023-12-06,3.660749506903353
2023-12-07,3.7869822485207103
2023-12-08,4.165680473372781
2023-12-09,4.291913214990139
2023-12-10,4.291913214990139
2023-12-11,3.913214990138067
2023-12-12,3.7869822485207103
2023-12-13,4.291913214990139
2023-12-14,3.723865877712032
2023-12-15,3.7869822485207103
2023-12-16,4.291913214990139
2023-12-17,4.039447731755424
2023-12-18,3.7869822485207103
2023-12-19,5.112426035502959
2023-12-20,3.913214990138067
2023-12-21,4.733727810650888
2023-12-22,4.545208873361539
2023-12-23,4.888140386074677
2023-12-24,4.514492393304119
2023-12-25,4.669758204285058
2023-12-26,4.171560880590981
2023-12-27,3.642647076839483
2023-12-28,3.7979128878204227
2023-12-29,3.954020404148282
2023-12-30,3.954020404148282
2023-12-31,5.852976848058493
2024-01-01,4.6390417242276385
2024-01-02,4.047011549667461
2024-01-03,3.7979128878204227
2024-01-04,4.233835546052741
2024-01-05,4.1408444005335605
2024-01-06,5.852976848058493
2024-01-07,4.981131531593857
2024-01-08,3.9224622187439424
2024-01-09,3.393548414992444
2024-01-10,3.8601875532821825
2024-01-11,4.233835546052741
2024-01-12,3.9224622187439424
2024-01-13,4.1408444005335605
2024-01-14,4.047011549667461
2024-01-15,4.233835546052741
2024-01-16,4.35838487697626
2024-01-17,4.109286215129222
2024-01-18,3.891745738686522
2024-01-19,3.9224622187439424
2024-01-20,4.078569735071801
2024-01-21,4.300307208038863
2024-01-22,3.7474105670052946
2024-01-23,3.8088435271201355
2024-01-24,3.7474105670052946
2024-01-25,3.563111686660772
2024-01-26,3.563111686660772
2024-01-27,4.054575367579499
2024-01-28,3.8088435271201355
2024-01-29,3.624544646775613
2024-01-30,3.993142407464658
2024-01-31,3.6859776068904537
2024-02-01,4.607472008613067
2024-02-02,4.361740168153704
2024-02-03,4.361740168153704
2024-02-04,4.361740168153704
2024-02-05,4.4231731282685445
2024-02-06,4.79177088895759
2024-02-07,4.730337928842749
2024-02-08,4.730337928842749
2024-02-09,4.546039048498226
2024-02-10,4.238874247924022
2024-02-11,4.177441287809181
2024-02-12,4.11600832769434
2024-02-13,4.11600832769434
2024-02-14,4.238874247924022
2024-02-15,4.546039048498226
2024-02-16,5.160368649646635
2024-02-17,5.160368649646635
2024-02-18,6.1432960114840895
2024-02-19,4.730337928842749
2024-02-20,4.9760697693021125
2024-02-21,4.668904968727908
2024-02-22,4.853203849072431
2024-02-23,4.607472008613067
2024-02-24,4.4231731282685445
2024-02-25,5.713265290680203
2024-02-26,6.1432960114840895
2024-02-27,4.4231731282685445
2024-02-28,4.730337928842749
2024-02-29,4.668904968727908
2024-03-01,4.607472008613067
2024-03-02,4.054575367579499
2024-03-03,4.546039048498226
2024-03-04,4.300307208038863
2024-03-05,4.4231731282685445
2024-03-06,4.177441287809181
2024-03-07,4.11600832769434
2024-03-08,3.8702764872349764
2024-03-09,4.054575367579499
2024-03-10,4.300307208038863
2024-03-11,4.300307208038863
2024-03-12,4.300307208038863
2024-03-13,4.730337928842749
2024-03-14,4.668904968727908
2024-03-15,3.993142407464658
2024-03-16,3.993142407464658
2024-03-17,4.300307208038863
2024-03-18,4.11600832769434
2024-03-19,3.9317094473498173
2024-03-20,4.4231731282685445
2024-03-21,4.853203849072431
2024-03-22,4.238874247924022
2024-03-23,4.177441287809181
2024-03-24,4.607472008613067
2024-03-25,4.054575367579499
2024-03-26,3.7474105670052946
2024-03-27,3.8088435271201355
2024-03-28,4.11600832769434
2024-03-29,4.177441287809181
2024-03-30,4.484606088383385
2024-03-31,4.054575367579499
2024-04-01,3.501678726545931
2024-04-02,3.624544646775613
2024-04-03,3.8702764872349764
2024-04-04,3.8088435271201355
2024-04-05,4.11600832769434
2024-04-06,3.993142407464658
2024-04-07,3.7474105670052946
2024-04-08,3.563111686660772
2024-04-09,3.8702764872349764
2024-04-10,3.8088435271201355
2024-04-11,4.177441287809181
2024-04-12,3.563111686660772
2024-04-13,3.563111686660772
2024-04-14,3.501678726545931
2024-04-15,3.9317094473498173
2024-04-16,4.11600832769434
2024-04-17,3.9317094473498173
2024-04-18,3.8088435271201355
2024-04-19,3.8702764872349764
2024-04-20,3.563111686660772
2024-04-21,3.44024576643109
2024-04-22,4.11600832769434
2024-04-23,3.8088435271201355
2024-04-24,4.054575367579499
2024-04-25,4.11600832769434
2024-04-26,3.8088435271201355
2024-04-27,3.6859776068904537
2024-04-28,3.993142407464658
2024-04-29,3.9317094473498173
2024-04-30,4.054575367579499
2024-05-01,3.8088435271201355
2024-05-02,4.177441287809181
2024-05-03,4.300307208038863
2024-05-04,3.7474105670052946
2024-05-05,4.361740168153704
2024-05-06,4.177441287809181
2024-05-07,3.993142407464658
2024-05-08,3.993142407464658
2024-05-09,4.4231731282685445
2024-05-10,4.11600832769434
2024-05-11,3.501678726545931
2024-05-12,4.300307208038863
2024-05-13,3.9317094473498173
2024-05-14,4.300307208038863
2024-05-15,4.4231731282685445
2024-05-16,4.484606088383385
2024-05-17,4.238874247924022
2024-05-18,4.300307208038863
2024-05-19,3.993142407464658
2024-05-20,3.993142407464658
2024-05-21,4.730337928842749
2024-05-22,4.546039048498226
2024-05-23,4.546039048498226
2024-05-24,4.238874247924022
2024-05-25,3.7474105670052946
2024-05-26,3.9317094473498173
2024-05-27,3.624544646775613
2024-05-28,3.44024576643109
2024-05-29,3.624544646775613
2024-05-30,3.624544646775613
2024-05-31,3.501678726545931
2024-06-01,3.3173798462014084
2024-06-02,4.361740168153704
2024-06-03,3.501678726545931
2024-06-04,3.3788128063162493
2024-06-05,3.993142407464658
2024-06-06,3.563111686660772
2024-06-07,3.6859776068904537
2024-06-08,3.8088435271201355
2024-06-09,5.221801609761476
2024-06-10,3.624544646775613
2024-06-11,3.1945139259717266
2024-06-12,3.0716480057420448
2024-06-13,3.010215045627204
2024-06-14,2.7644832051678403
2024-06-15,3.563111686660772
2024-06-16,3.8088435271201355
2024-06-17,3.1945139259717266
2024-06-18,2.887349125397522
2024-06-19,3.8702764872349764
2024-06-20,3.3788128063162493
2024-06-21,3.1945139259717266
2024-06-22,3.3788128063162493
2024-06-23,4.054575367579499
2024-06-24,3.2559468860865675
2024-06-25,3.1330809658568857
2024-06-26,3.2559468860865675
2024-06-27,3.3788128063162493
2024-06-28,3.1945139259717266
2024-06-29,4.361740168153704
2024-06-30,4.238874247924022
2024-07-01,3.624544646775613
2024-07-02,3.563111686660772
2024-07-03,3.1330809658568857
2024-07-04,3.993142407464658
2024-07-05,3.501678726545931
2024-07-06,3.8702764872349764
2024-07-07,3.7474105670052946
2024-07-08,2.948782085512363
2024-07-09,2.5801843248233176
2024-07-10,3.1945139259717266
2024-07-11,3.2559468860865675
2024-07-12,3.1330809658568857
2024-07-13,3.6859776068904537
2024-07-14,4.300307208038863
2024-07-15,3.2559468860865675
2024-07-16,3.0716480057420448
2024-07-17,3.501678726545931
2024-07-18,3.1330809658568857
2024-07-19,3.010215045627204
2024-07-20,3.3788128063162493
2024-07-21,4.11600832769434
2024-07-22,3.2559468860865675
2024-07-23,3.1945139259717266
2024-07-24,2.948782085512363
2024-07-25,3.3788128063162493
2024-07-26,3.501678726545931
2024-07-27,3.501678726545931
2024-07-28,4.730337928842749
2024-07-29,3.6859776068904537
2024-07-30,3.6859776068904537
2024-07-31,3.44024576643109
2024-08-01,3.2559468860865675
2024-08-02,3.501678726545931
2024-08-03,4.054575367579499
2024-08-04,4.300307208038863
2024-08-05,3.7474105670052946
2024-08-06,3.44024576643109
2024-08-07,3.8702764872349764
2024-08-08,3.993142407464658
2024-08-09,3.993142407464658
2024-08-10,4.361740168153704
2024-08-11,5.221801609761476
2024-08-12,4.054575367579499
2024-08-13,3.7474105670052946
2024-08-14,3.501678726545931
2024-08-15,3.8702764872349764
2024-08-16,4.177441287809181
2024-08-17,4.79177088895759
2024-08-18,4.8352167211108785
2024-08-19,4.003750200877882
2024-08-20,3.7604535408194666
2024-08-21,3.689593480819135
2024-08-22,4.247046860936297
2024-08-23,3.8620300808772186
2024-08-24,5.047796901111873
2024-08-25,5.4635301612283715
2024-08-26,4.003750200877882
2024-08-27,3.344720280702968
2024-08-28,3.791170020876887
2024-08-29,3.93289014087755
2024-08-30,3.6187334208188036
2024-08-31,4.176186800935965
2024-09-01,4.90607678111121
2024-09-02,5.260377081112868
2024-09-03,3.689593480819135
2024-09-04,4.176186800935965
2024-09-05,4.176186800935965
2024-09-06,3.791170020876887
2024-09-07,3.93289014087755
2024-09-08,4.561203580995043
2024-09-09,3.6187334208188036
2024-09-10,3.44629682076072
2024-09-11,3.4770133008181405
2024-09-12,3.3754367607603886
2024-09-13,3.6187334208188036
2024-09-14,4.003750200877882
2024-09-15,4.034466680935302
2024-09-16,3.7604535408194666
2024-09-17,4.094645154176927
2024-09-18,4.094645154176927
2024-09-19,3.6932093547478164
2024-09-20,3.372060715204528
2024-09-21,4.094645154176927
2024-09-22,4.335506633834393
2024-09-23,3.8537836745194607
2024-09-24,3.45234787509035
2024-09-25,3.7734965146336386
2024-09-26,4.335506633834393
2024-09-27,3.372060715204528
2024-09-28,5.298952552464258
2024-09-29,4.335506633834393
2024-09-30,3.45234787509035
2024-10-01,3.532635034976172
2024-10-02,3.45234787509035
2024-10-03,3.6129221948619943
2024-10-04,3.6932093547478164
