Time,you_people
2022-04-25,92.0
2022-04-26,94.0
2022-04-27,91.0
2022-04-28,96.0
2022-04-29,85.0
2022-04-30,69.0
2022-05-01,70.0
2022-05-02,100.0
2022-05-03,89.0
2022-05-04,90.0
2022-05-05,91.0
2022-05-06,82.0
2022-05-07,67.0
2022-05-08,68.0
2022-05-09,95.0
2022-05-10,91.0
2022-05-11,97.0
2022-05-12,92.0
2022-05-13,80.0
2022-05-14,63.0
2022-05-15,62.0
2022-05-16,86.0
2022-05-17,88.0
2022-05-18,81.0
2022-05-19,84.0
2022-05-20,74.0
2022-05-21,64.0
2022-05-22,67.0
2022-05-23,77.0
2022-05-24,80.0
2022-05-25,72.0
2022-05-26,74.0
2022-05-27,65.0
2022-05-28,64.0
2022-05-29,64.0
2022-05-30,64.0
2022-05-31,68.0
2022-06-01,64.0
2022-06-02,67.0
2022-06-03,69.0
2022-06-04,60.0
2022-06-05,70.0
2022-06-06,67.0
2022-06-07,69.0
2022-06-08,69.0
2022-06-09,68.0
2022-06-10,66.0
2022-06-11,61.0
2022-06-12,61.0
2022-06-13,64.0
2022-06-14,68.0
2022-06-15,67.0
2022-06-16,63.0
2022-06-17,58.0
2022-06-18,63.0
2022-06-19,66.0
2022-06-20,63.0
2022-06-21,67.0
2022-06-22,64.0
2022-06-23,69.0
2022-06-24,64.0
2022-06-25,70.0
2022-06-26,67.0
2022-06-27,67.0
2022-06-28,61.0
2022-06-29,64.0
2022-06-30,63.0
2022-07-01,62.0
2022-07-02,61.0
2022-07-03,64.0
2022-07-04,66.0
2022-07-05,64.0
2022-07-06,61.0
2022-07-07,64.0
2022-07-08,59.0
2022-07-09,75.0
2022-07-10,62.0
2022-07-11,69.0
2022-07-12,64.0
2022-07-13,65.0
2022-07-14,62.0
2022-07-15,62.0
2022-07-16,64.0
2022-07-17,72.0
2022-07-18,67.0
2022-07-19,65.0
2022-07-20,64.0
2022-07-21,63.0
2022-07-22,61.0
2022-07-23,61.0
2022-07-24,65.0
2022-07-25,63.0
2022-07-26,64.0
2022-07-27,61.0
2022-07-28,59.0
2022-07-29,62.0
2022-07-30,61.0
2022-07-31,64.0
2022-08-01,60.0
2022-08-02,63.0
2022-08-03,57.0
2022-08-04,61.0
2022-08-05,62.0
2022-08-06,60.0
2022-08-07,67.0
2022-08-08,62.0
2022-08-09,62.0
2022-08-10,58.0
2022-08-11,58.0
2022-08-12,62.0
2022-08-13,54.0
2022-08-14,61.0
2022-08-15,57.0
2022-08-16,61.0
2022-08-17,66.0
2022-08-18,65.0
2022-08-19,61.0
2022-08-20,62.0
2022-08-21,61.0
2022-08-22,67.0
2022-08-23,71.0
2022-08-24,70.0
2022-08-25,78.0
2022-08-26,70.0
2022-08-27,63.0
2022-08-28,67.0
2022-08-29,74.4
2022-08-30,74.9
2022-08-31,75.4
2022-09-01,70.69999999999999
2022-09-02,71.19999999999999
2022-09-03,61.099999999999994
2022-09-04,64.8
2022-09-05,68.0
2022-09-06,77.6
2022-09-07,74.4
2022-09-08,78.1
2022-09-09,78.6
2022-09-10,61.599999999999994
2022-09-11,64.8
2022-09-12,85.0
2022-09-13,78.6
2022-09-14,81.8
2022-09-15,88.69999999999999
2022-09-16,74.9
2022-09-17,67.0
2022-09-18,64.8
2022-09-19,90.9
2022-09-20,85.0
2022-09-21,84.5
2022-09-22,85.0
2022-09-23,75.4
2022-09-24,60.599999999999994
2022-09-25,68.5
2022-09-26,85.5
2022-09-27,80.8
2022-09-28,81.6
2022-09-29,78.2
2022-09-30,78.2
2022-10-01,61.199999999999996
2022-10-02,64.6
2022-10-03,85.0
2022-10-04,85.0
2022-10-05,85.0
2022-10-06,85.0
2022-10-07,78.2
2022-10-08,64.6
2022-10-09,71.39999999999999
2022-10-10,85.0
2022-10-11,85.0
2022-10-12,88.39999999999999
2022-10-13,91.8
2022-10-14,81.6
2022-10-15,64.6
2022-10-16,64.6
2022-10-17,85.0
2022-10-18,85.0
2022-10-19,85.0
2022-10-20,81.6
2022-10-21,78.2
2022-10-22,64.6
2022-10-23,68.0
2022-10-24,88.39999999999999
2022-10-25,88.39999999999999
2022-10-26,88.39999999999999
2022-10-27,91.8
2022-10-28,74.8
2022-10-29,61.199999999999996
2022-10-30,64.6
2022-10-31,85.0
2022-11-01,88.39999999999999
2022-11-02,91.8
2022-11-03,91.8
2022-11-04,88.39999999999999
2022-11-05,64.6
2022-11-06,64.6
2022-11-07,91.8
2022-11-08,85.0
2022-11-09,78.2
2022-11-10,81.6
2022-11-11,64.6
2022-11-12,57.8
2022-11-13,64.6
2022-11-14,88.39999999999999
2022-11-15,85.0
2022-11-16,85.0
2022-11-17,95.2
2022-11-18,85.0
2022-11-19,57.8
2022-11-20,64.6
2022-11-21,71.39999999999999
2022-11-22,71.39999999999999
2022-11-23,64.6
2022-11-24,61.199999999999996
2022-11-25,57.8
2022-11-26,54.4
2022-11-27,64.6
2022-11-28,74.8
2022-11-29,78.2
2022-11-30,88.39999999999999
2022-12-01,85.0
2022-12-02,81.6
2022-12-03,57.8
2022-12-04,61.199999999999996
2022-12-05,98.6
2022-12-06,98.6
2022-12-07,95.2
2022-12-08,95.2
2022-12-09,85.0
2022-12-10,64.6
2022-12-11,61.199999999999996
2022-12-12,91.8
2022-12-13,88.39999999999999
2022-12-14,85.0
2022-12-15,85.0
2022-12-16,71.39999999999999
2022-12-17,61.199999999999996
2022-12-18,57.8
2022-12-19,64.6
2022-12-20,68.0
2022-12-21,68.0
2022-12-22,57.8
2022-12-23,61.199999999999996
2022-12-24,57.8
2022-12-25,54.4
2022-12-26,54.4
2022-12-27,61.199999999999996
2022-12-28,61.199999999999996
2022-12-29,61.199999999999996
2022-12-30,61.199999999999996
2022-12-31,61.199999999999996
2023-01-01,57.8
2023-01-02,64.6
2023-01-03,64.6
2023-01-04,71.39999999999999
2023-01-05,81.6
2023-01-06,91.8
2023-01-07,71.39999999999999
2023-01-08,68.0
2023-01-09,85.0
2023-01-10,81.6
2023-01-11,85.0
2023-01-12,88.39999999999999
2023-01-13,85.0
2023-01-14,61.199999999999996
2023-01-15,64.6
2023-01-16,64.6
2023-01-17,102.0
2023-01-18,95.2
2023-01-19,98.6
2023-01-20,95.2
2023-01-21,78.2
2023-01-22,91.8
2023-01-23,98.6
2023-01-24,108.8
2023-01-25,102.0
2023-01-26,112.2
2023-01-27,176.79999999999998
2023-01-28,340.0
2023-01-29,329.8
2023-01-30,238.0
2023-01-31,214.2
2023-02-01,187.0
2023-02-02,163.2
2023-02-03,156.4
2023-02-04,180.2
2023-02-05,187.0
2023-02-06,142.79999999999998
2023-02-07,136.0
2023-02-08,125.8
2023-02-09,125.8
2023-02-10,115.6
2023-02-11,105.39999999999999
2023-02-12,105.39999999999999
2023-02-13,102.0
2023-02-14,95.2
2023-02-15,108.8
2023-02-16,102.0
2023-02-17,95.2
2023-02-18,88.39999999999999
2023-02-19,88.39999999999999
2023-02-20,91.8
2023-02-21,95.2
2023-02-22,95.2
2023-02-23,98.6
2023-02-24,95.2
2023-02-25,74.8
2023-02-26,81.6
2023-02-27,105.39999999999999
2023-02-28,95.2
2023-03-01,95.2
2023-03-02,95.2
2023-03-03,88.39999999999999
2023-03-04,71.39999999999999
2023-03-05,68.0
2023-03-06,98.6
2023-03-07,98.6
2023-03-08,95.2
2023-03-09,95.2
2023-03-10,85.0
2023-03-11,64.6
2023-03-12,71.39999999999999
2023-03-13,85.0
2023-03-14,85.0
2023-03-15,85.0
2023-03-16,81.6
2023-03-17,78.2
2023-03-18,61.199999999999996
2023-03-19,68.0
2023-03-20,91.8
2023-03-21,85.0
2023-03-22,91.8
2023-03-23,91.8
2023-03-24,91.8
2023-03-25,64.6
2023-03-26,68.0
2023-03-27,95.2
2023-03-28,88.39999999999999
2023-03-29,95.2
2023-03-30,95.2
2023-03-31,74.8
2023-04-01,61.199999999999996
2023-04-02,68.0
2023-04-03,95.2
2023-04-04,85.0
2023-04-05,85.0
2023-04-06,85.0
2023-04-07,68.0
2023-04-08,64.6
2023-04-09,68.0
2023-04-10,78.2
2023-04-11,91.8
2023-04-12,88.39999999999999
2023-04-13,88.39999999999999
2023-04-14,78.2
2023-04-15,71.39999999999999
2023-04-16,71.39999999999999
2023-04-17,91.8
2023-04-18,91.8
2023-04-19,88.39999999999999
2023-04-20,95.2
2023-04-21,81.6
2023-04-22,68.0
2023-04-23,71.39999999999999
2023-04-24,95.2
2023-04-25,91.8
2023-04-26,92.39302325581394
2023-04-27,91.88211091234346
2023-04-28,85.41663685152056
2023-04-29,65.50930232558139
2023-04-30,67.72021466905187
2023-05-01,95.11484794275492
2023-05-02,91.37119856887298
2023-05-03,91.37119856887298
2023-05-04,98.85849731663684
2023-05-05,85.41663685152056
2023-05-06,63.97656529516994
2023-05-07,61.76565295169946
2023-05-08,95.6257602862254
2023-05-09,92.39302325581394
2023-05-10,87.62754919499105
2023-05-11,88.13846153846154
2023-05-12,84.3948121645796
2023-05-13,60.74382826475849
2023-05-14,61.76565295169946
2023-05-15,81.67298747763863
2023-05-16,84.90572450805008
2023-05-17,84.90572450805008
2023-05-18,87.62754919499105
2023-05-19,77.9293381037567
2023-05-20,61.76565295169946
2023-05-21,67.20930232558139
2023-05-22,81.16207513416816
2023-05-23,78.44025044722719
2023-05-24,78.44025044722719
2023-05-25,75.20751341681574
2023-05-26,62.33130590339892
2023-05-27,58.24400715563506
2023-05-28,63.35313059033989
2023-05-29,64.37495527728086
2023-05-30,68.46225402504471
2023-05-31,72.54955277280858
2023-06-01,69.48407871198569
2023-06-02,65.39677996422182
2023-06-03,62.33130590339892
2023-06-04,61.309481216457954
2023-06-05,69.48407871198569
2023-06-06,67.44042933810375
2023-06-07,69.48407871198569
2023-06-08,68.46225402504471
2023-06-09,63.35313059033989
2023-06-10,62.33130590339892
2023-06-11,65.39677996422182
2023-06-12,68.46225402504471
2023-06-13,63.35313059033989
2023-06-14,66.41860465116278
2023-06-15,64.37495527728086
2023-06-16,61.309481216457954
2023-06-17,58.24400715563506
2023-06-18,61.309481216457954
2023-06-19,67.44042933810375
2023-06-20,65.39677996422182
2023-06-21,64.37495527728086
2023-06-22,66.41860465116278
2023-06-23,62.33130590339892
2023-06-24,60.287656529516994
2023-06-25,65.39677996422182
2023-06-26,64.37495527728086
2023-06-27,66.41860465116278
2023-06-28,63.35313059033989
2023-06-29,67.44042933810375
2023-06-30,59.26583184257603
2023-07-01,58.24400715563506
2023-07-02,68.46225402504471
2023-07-03,58.24400715563506
2023-07-04,58.24400715563506
2023-07-05,61.309481216457954
2023-07-06,63.35313059033989
2023-07-07,63.35313059033989
2023-07-08,63.35313059033989
2023-07-09,68.46225402504471
2023-07-10,64.37495527728086
2023-07-11,63.35313059033989
2023-07-12,58.24400715563506
2023-07-13,62.33130590339892
2023-07-14,62.33130590339892
2023-07-15,66.41860465116278
2023-07-16,66.41860465116278
2023-07-17,63.35313059033989
2023-07-18,65.39677996422182
2023-07-19,62.33130590339892
2023-07-20,61.309481216457954
2023-07-21,58.24400715563506
2023-07-22,59.26583184257603
2023-07-23,66.41860465116278
2023-07-24,63.35313059033989
2023-07-25,67.44042933810375
2023-07-26,62.33130590339892
2023-07-27,66.41860465116278
2023-07-28,60.287656529516994
2023-07-29,59.26583184257603
2023-07-30,61.309481216457954
2023-07-31,61.309481216457954
2023-08-01,59.26583184257603
2023-08-02,57.22218246869409
2023-08-03,63.35313059033989
2023-08-04,59.26583184257603
2023-08-05,57.22218246869409
2023-08-06,60.287656529516994
2023-08-07,61.309481216457954
2023-08-08,62.33130590339892
2023-08-09,62.33130590339892
2023-08-10,62.33130590339892
2023-08-11,62.33130590339892
2023-08-12,58.24400715563506
2023-08-13,65.39677996422182
2023-08-14,64.37495527728086
2023-08-15,62.33130590339892
2023-08-16,66.41860465116278
2023-08-17,67.44042933810375
2023-08-18,65.39677996422182
2023-08-19,58.24400715563506
2023-08-20,62.33130590339892
2023-08-21,67.44042933810375
2023-08-22,68.46225402504471
2023-08-23,73.57137745974956
2023-08-24,75.61502683363148
2023-08-25,73.57137745974956
2023-08-26,58.24400715563506
2023-08-27,68.46225402504471
2023-08-28,79.70232558139534
2023-08-29,80.72415026833632
2023-08-30,81.74597495527728
2023-08-31,76.63685152057245
2023-09-01,73.57137745974956
2023-09-02,59.26583184257603
2023-09-03,64.37495527728086
2023-09-04,69.48407871198569
2023-09-05,79.70232558139534
2023-09-06,82.76779964221824
2023-09-07,84.81144901610017
2023-09-08,76.63685152057245
2023-09-09,63.35313059033989
2023-09-10,67.44042933810375
2023-09-11,92.9860465116279
2023-09-12,84.81144901610017
2023-09-13,88.89874776386404
2023-09-14,94.00787119856886
2023-09-15,79.70232558139534
2023-09-16,64.37495527728086
2023-09-17,62.33130590339892
2023-09-18,97.07334525939177
2023-09-19,94.00787119856886
2023-09-20,96.0515205724508
2023-09-21,98.09516994633273
2023-09-22,85.83327370304114
2023-09-23,67.44042933810375
2023-09-24,70.50590339892665
2023-09-25,96.0515205724508
2023-09-26,96.0515205724508
2023-09-27,95.02969588550984
2023-09-28,98.09516994633273
2023-09-29,83.78962432915921
2023-09-30,61.309481216457954
2023-10-01,66.41860465116278
2023-10-02,91.96422182468693
2023-10-03,92.9860465116279
2023-10-04,97.07334525939177
2023-10-05,91.96422182468693
2023-10-06,81.74597495527728
2023-10-07,65.39677996422182
2023-10-08,62.33130590339892
2023-10-09,92.9860465116279
2023-10-10,87.87692307692308
2023-10-11,88.89874776386404
2023-10-12,89.920572450805
2023-10-13,77.65867620751341
2023-10-14,62.33130590339892
2023-10-15,68.46225402504471
2023-10-16,90.94239713774597
2023-10-17,94.00787119856886
2023-10-18,91.96422182468693
2023-10-19,100.13881932021467
2023-10-20,86.8550983899821
2023-10-21,66.41860465116278
2023-10-22,63.35313059033989
2023-10-23,98.09516994633273
2023-10-24,95.02969588550984
2023-10-25,91.96422182468693
2023-10-26,94.00787119856886
2023-10-27,85.83327370304114
2023-10-28,58.24400715563506
2023-10-29,63.35313059033989
2023-10-30,98.09516994633273
2023-10-31,90.94239713774597
2023-11-01,89.920572450805
2023-11-02,97.07334525939177
2023-11-03,87.87692307692308
2023-11-04,62.33130590339892
2023-11-05,68.46225402504471
2023-11-06,101.16064400715562
2023-11-07,98.09516994633273
2023-11-08,95.02969588550984
2023-11-09,90.94239713774597
2023-11-10,76.63685152057245
2023-11-11,65.39677996422182
2023-11-12,63.35313059033989
2023-11-13,98.09516994633273
2023-11-14,99.11699463327369
2023-11-15,101.16064400715562
2023-11-16,99.11699463327369
2023-11-17,94.00787119856886
2023-11-18,64.37495527728086
2023-11-19,62.33130590339892
2023-11-20,83.78962432915921
2023-11-21,71.52772808586762
2023-11-22,63.35313059033989
2023-11-23,58.24400715563506
2023-11-24,55.17853309481216
2023-11-25,58.24400715563506
2023-11-26,66.41860465116278
2023-11-27,87.87692307692308
2023-11-28,97.07334525939177
2023-11-29,102.1824686940966
2023-11-30,99.11699463327369
2023-12-01,85.83327370304114
2023-12-02,62.33130590339892
2023-12-03,66.41860465116278
2023-12-04,101.16064400715562
2023-12-05,98.09516994633273
2023-12-06,98.09516994633273
2023-12-07,99.11699463327369
2023-12-08,92.9860465116279
2023-12-09,60.287656529516994
2023-12-10,67.44042933810375
2023-12-11,90.94239713774597
2023-12-12,92.9860465116279
2023-12-13,92.9860465116279
2023-12-14,99.11699463327369
2023-12-15,83.78962432915921
2023-12-16,62.33130590339892
2023-12-17,67.44042933810375
2023-12-18,71.52772808586762
2023-12-19,75.61502683363148
2023-12-20,70.50590339892665
2023-12-21,65.39677996422182
2023-12-22,64.04034836791843
2023-12-23,65.64963556412263
2023-12-24,61.40923648477326
2023-12-25,56.108737635586536
2023-12-26,57.16883740542387
2023-12-27,60.34913671493591
2023-12-28,61.40923648477326
2023-12-29,64.04034836791843
2023-12-30,63.529436024447946
2023-12-31,62.98024859808109
2024-01-01,61.40923648477326
2024-01-02,59.79994928856905
2024-01-03,66.70973533395998
2024-01-04,76.2123581795997
2024-01-05,72.5211465266172
2024-01-06,59.28903694509857
2024-01-07,63.529436024447946
2024-01-08,75.70144583612922
2024-01-09,75.70144583612922
2024-01-10,89.99365518748519
2024-01-11,97.9252659198171
2024-01-12,83.63305656846113
2024-01-13,65.10044813775578
2024-01-14,60.86004905840639
2024-01-15,62.4693362546106
2024-01-16,77.82164537580391
2024-01-17,84.69315633829848
2024-01-18,92.11385472715989
2024-01-19,84.69315633829848
2024-01-20,68.2807474472678
2024-01-21,73.59111513315952
2024-01-22,93.36186248236656
2024-01-23,94.46023733510029
2024-01-24,102.14886130423636
2024-01-25,105.44398586243753
2024-01-26,86.77161336596421
2024-01-27,68.0992408694909
2024-01-28,69.19761572222463
2024-01-29,102.14886130423636
2024-01-30,107.64073556790498
2024-01-31,105.44398586243753
2024-02-01,99.95211159876891
2024-02-02,93.36186248236656
2024-02-03,68.0992408694909
2024-02-04,75.78786483862697
2024-02-05,102.14886130423636
2024-02-06,99.95211159876891
2024-02-07,104.3456110097038
2024-02-08,107.64073556790498
2024-02-09,95.55861218783402
2024-02-10,68.0992408694909
2024-02-11,72.4927402804258
2024-02-12,95.55861218783402
2024-02-13,104.3456110097038
2024-02-14,87.86998821869794
2024-02-15,99.95211159876891
2024-02-16,92.26348762963283
2024-02-17,71.39436542769208
2024-02-18,81.2797391022956
2024-02-19,81.2797391022956
2024-02-20,102.14886130423636
2024-02-21,102.14886130423636
2024-02-22,99.95211159876891
2024-02-23,97.75536189330145
2024-02-24,71.39436542769208
2024-02-25,74.68948998589325
2024-02-26,107.64073556790498
2024-02-27,107.64073556790498
2024-02-28,102.14886130423636
2024-02-29,109.83748527337242
2024-03-01,98.85373674603518
2024-03-02,72.4927402804258
2024-03-03,79.08298939682814
2024-03-04,106.54236071517126
2024-03-05,101.05048645150264
2024-03-06,105.44398586243753
2024-03-07,105.44398586243753
2024-03-08,96.65698704056774
2024-03-09,61.50899175308856
2024-03-10,75.78786483862697
2024-03-11,94.46023733510029
2024-03-12,93.36186248236656
2024-03-13,90.0667379241654
2024-03-14,91.16511277689911
2024-03-15,81.2797391022956
2024-03-16,70.29599057495835
2024-03-17,76.8862396913607
2024-03-18,104.3456110097038
2024-03-19,98.85373674603518
2024-03-20,97.75536189330145
2024-03-21,96.65698704056774
2024-03-22,88.96836307143167
2024-03-23,69.19761572222463
2024-03-24,72.4927402804258
2024-03-25,94.46023733510029
2024-03-26,94.46023733510029
2024-03-27,93.36186248236656
2024-03-28,88.96836307143167
2024-03-29,72.4927402804258
2024-03-30,68.0992408694909
2024-03-31,69.19761572222463
2024-04-01,77.98461454409443
2024-04-02,92.26348762963283
2024-04-03,93.36186248236656
2024-04-04,93.36186248236656
2024-04-05,86.77161336596421
2024-04-06,67.00086601675719
2024-04-07,69.19761572222463
2024-04-08,99.95211159876891
2024-04-09,99.95211159876891
2024-04-10,99.95211159876891
2024-04-11,103.24723615697008
2024-04-12,93.36186248236656
2024-04-13,72.4927402804258
2024-04-14,68.0992408694909
2024-04-15,104.3456110097038
2024-04-16,102.14886130423636
2024-04-17,105.44398586243753
2024-04-18,104.3456110097038
2024-04-19,92.26348762963283
2024-04-20,69.19761572222463
2024-04-21,75.78786483862697
2024-04-22,109.83748527337242
2024-04-23,102.14886130423636
2024-04-24,102.14886130423636
2024-04-25,105.44398586243753
2024-04-26,91.16511277689911
2024-04-27,70.29599057495835
2024-04-28,74.68948998589325
2024-04-29,106.54236071517126
2024-04-30,99.95211159876891
2024-05-01,105.44398586243753
2024-05-02,99.95211159876891
2024-05-03,91.16511277689911
2024-05-04,64.80411631128973
2024-05-05,73.59111513315952
2024-05-06,103.24723615697008
2024-05-07,96.65698704056774
2024-05-08,107.64073556790498
2024-05-09,102.14886130423636
2024-05-10,94.46023733510029
2024-05-11,73.59111513315952
2024-05-12,67.00086601675719
2024-05-13,92.26348762963283
2024-05-14,85.67323851323049
2024-05-15,93.36186248236656
2024-05-16,90.0667379241654
2024-05-17,84.57486366049677
2024-05-18,67.00086601675719
2024-05-19,70.29599057495835
2024-05-20,86.77161336596421
2024-05-21,82.37811395502932
2024-05-22,83.47648880776305
2024-05-23,80.18136424956187
2024-05-24,71.39436542769208
2024-05-25,73.59111513315952
2024-05-26,68.0992408694909
2024-05-27,69.19761572222463
2024-05-28,75.78786483862697
2024-05-29,80.18136424956187
2024-05-30,77.98461454409443
2024-05-31,68.0992408694909
2024-06-01,67.00086601675719
2024-06-02,77.98461454409443
2024-06-03,70.29599057495835
2024-06-04,73.59111513315952
2024-06-05,76.8862396913607
2024-06-06,79.08298939682814
2024-06-07,70.29599057495835
2024-06-08,64.80411631128973
2024-06-09,70.29599057495835
2024-06-10,75.78786483862697
2024-06-11,77.98461454409443
2024-06-12,80.18136424956187
2024-06-13,73.59111513315952
2024-06-14,68.0992408694909
2024-06-15,62.607366605822286
2024-06-16,69.19761572222463
2024-06-17,72.4927402804258
2024-06-18,71.39436542769208
2024-06-19,70.29599057495835
2024-06-20,69.19761572222463
2024-06-21,68.0992408694909
2024-06-22,69.19761572222463
2024-06-23,69.19761572222463
2024-06-24,68.0992408694909
2024-06-25,63.705741458556005
2024-06-26,68.0992408694909
2024-06-27,74.68948998589325
2024-06-28,65.90249116402346
2024-06-29,68.0992408694909
2024-06-30,71.39436542769208
2024-07-01,68.0992408694909
2024-07-02,69.19761572222463
2024-07-03,67.00086601675719
2024-07-04,70.29599057495835
2024-07-05,65.90249116402346
2024-07-06,63.705741458556005
2024-07-07,70.29599057495835
2024-07-08,71.39436542769208
2024-07-09,67.00086601675719
2024-07-10,69.19761572222463
2024-07-11,68.0992408694909
2024-07-12,68.0992408694909
2024-07-13,65.90249116402346
2024-07-14,67.00086601675719
2024-07-15,68.0992408694909
2024-07-16,71.39436542769208
2024-07-17,67.00086601675719
2024-07-18,69.19761572222463
2024-07-19,65.90249116402346
2024-07-20,64.80411631128973
2024-07-21,70.29599057495835
2024-07-22,67.00086601675719
2024-07-23,68.0992408694909
2024-07-24,68.0992408694909
2024-07-25,67.00086601675719
2024-07-26,68.0992408694909
2024-07-27,67.00086601675719
2024-07-28,69.19761572222463
2024-07-29,58.213867194887385
2024-07-30,61.50899175308856
2024-07-31,65.90249116402346
2024-08-01,65.90249116402346
2024-08-02,64.80411631128973
2024-08-03,64.80411631128973
2024-08-04,65.90249116402346
2024-08-05,63.705741458556005
2024-08-06,67.00086601675719
2024-08-07,65.90249116402346
2024-08-08,65.90249116402346
2024-08-09,64.80411631128973
2024-08-10,64.80411631128973
2024-08-11,67.00086601675719
2024-08-12,67.00086601675719
2024-08-13,68.0992408694909
2024-08-14,72.4927402804258
2024-08-15,71.39436542769208
2024-08-16,69.19761572222463
2024-08-17,65.90249116402346
2024-08-18,66.95873902601932
2024-08-19,71.83215321289802
2024-08-20,78.47310837286327
2024-08-21,73.59969418598456
2024-08-22,76.03640127942391
2024-08-23,74.81804773270423
2024-08-24,68.72627999910586
2024-08-25,73.59969418598456
2024-08-26,86.88160450591505
2024-08-27,89.86749902572127
2024-08-28,91.08585257244094
2024-08-29,88.09995805263472
2024-08-30,85.66325095919538
2024-08-31,71.16298709254521
2024-09-01,73.59969418598456
2024-09-02,76.58558870579077
2024-09-03,87.43079193228192
2024-09-04,89.31831159935442
2024-09-05,94.74091321259998
2024-09-06,91.08585257244094
2024-09-07,65.74038547929965
2024-09-08,76.58558870579077
2024-09-09,101.38186837256522
2024-09-10,101.93105579893208
2024-09-11,98.94516127912587
2024-09-12,100.71270225221241
2024-09-13,94.07174709224716
2024-09-14,69.39544611945867
2024-09-15,69.94463354582552
2024-09-16,106.80446998581078
2024-09-17,103.05158253433343
2024-09-18,111.08157597856722
2024-09-19,101.71325029362781
2024-09-20,92.3449246086884
2024-09-21,70.93160875739834
2024-09-22,73.6082732388096
2024-09-23,105.7282470157447
2024-09-24,103.05158253433343
2024-09-25,97.69825357151092
2024-09-26,96.35992133080529
2024-09-27,92.3449246086884
2024-09-28,70.93160875739834
2024-09-29,69.59327651669271
2024-09-30,103.05158253433343
2024-10-01,107.06657925645032
2024-10-02,103.05158253433343
2024-10-03,103.05158253433343
2024-10-04,95.02158909009967
2024-10-05,72.26994099810398
2024-10-06,73.6082732388096
2024-10-07,100.37491805292218
2024-10-08,96.35992133080529
2024-10-09,97.69825357151092
2024-10-10,96.35992133080529
2024-10-11,78.96160220163212
2024-10-12,72.26994099810398
2024-10-13,73.6082732388096
2024-10-14,99.03658581221654
2024-10-15,100.37491805292218
2024-10-16,100.37491805292218
2024-10-17,103.05158253433343
2024-10-18,93.68325684939404
2024-10-19,70.93160875739834
2024-10-20,73.6082732388096
2024-10-21,109.74324373786158
2024-10-22,108.40491149715595
2024-10-23,108.40491149715595
2024-10-24,107.06657925645032
2024-10-25,97.69825357151092
2024-10-26,74.94660547951523
2024-10-27,88.32992788657151
2024-10-28,111.08157597856722
2024-10-29,111.08157597856722
2024-10-30,109.74324373786158
2024-10-31,100.37491805292218
2024-11-01,89.66826012727715
2024-11-02,72.26994099810398
2024-11-03,74.94660547951523
2024-11-04,108.40491149715595
2024-11-05,96.35992133080529
2024-11-06,91.00659236798278
2024-11-07,108.40491149715595
2024-11-08,95.02158909009967
2024-11-09,72.26994099810398
2024-11-10,73.6082732388096
2024-11-11,104.38991477503907
