Time,drive
2022-01-01,66.0
2022-01-02,67.0
2022-01-03,82.0
2022-01-04,94.0
2022-01-05,85.0
2022-01-06,73.0
2022-01-07,83.0
2022-01-08,75.0
2022-01-09,70.0
2022-01-10,82.0
2022-01-11,84.0
2022-01-12,82.0
2022-01-13,92.0
2022-01-14,69.0
2022-01-15,72.0
2022-01-16,62.0
2022-01-17,69.0
2022-01-18,77.0
2022-01-19,74.0
2022-01-20,71.0
2022-01-21,77.0
2022-01-22,72.0
2022-01-23,67.0
2022-01-24,96.0
2022-01-25,72.0
2022-01-26,71.0
2022-01-27,73.0
2022-01-28,84.0
2022-01-29,76.0
2022-01-30,69.0
2022-01-31,80.0
2022-02-01,83.0
2022-02-02,84.0
2022-02-03,81.0
2022-02-04,84.0
2022-02-05,75.0
2022-02-06,71.0
2022-02-07,83.0
2022-02-08,90.0
2022-02-09,83.0
2022-02-10,71.0
2022-02-11,82.0
2022-02-12,77.0
2022-02-13,66.0
2022-02-14,78.0
2022-02-15,87.0
2022-02-16,79.0
2022-02-17,85.0
2022-02-18,88.0
2022-02-19,82.0
2022-02-20,79.0
2022-02-21,85.0
2022-02-22,83.0
2022-02-23,85.0
2022-02-24,79.0
2022-02-25,79.0
2022-02-26,74.0
2022-02-27,73.0
2022-02-28,88.0
2022-03-01,81.0
2022-03-02,83.0
2022-03-03,80.0
2022-03-04,85.0
2022-03-05,79.0
2022-03-06,76.0
2022-03-07,85.0
2022-03-08,83.0
2022-03-09,84.0
2022-03-10,85.0
2022-03-11,85.0
2022-03-12,79.0
2022-03-13,74.0
2022-03-14,82.0
2022-03-15,89.0
2022-03-16,86.0
2022-03-17,83.0
2022-03-18,81.0
2022-03-19,79.0
2022-03-20,76.0
2022-03-21,89.0
2022-03-22,83.0
2022-03-23,81.0
2022-03-24,86.0
2022-03-25,92.0
2022-03-26,80.0
2022-03-27,79.0
2022-03-28,96.0
2022-03-29,88.0
2022-03-30,86.0
2022-03-31,90.0
2022-04-01,90.0
2022-04-02,86.0
2022-04-03,82.0
2022-04-04,89.0
2022-04-05,90.0
2022-04-06,91.0
2022-04-07,96.0
2022-04-08,93.0
2022-04-09,85.0
2022-04-10,77.0
2022-04-11,93.0
2022-04-12,92.0
2022-04-13,90.0
2022-04-14,94.0
2022-04-15,90.0
2022-04-16,79.0
2022-04-17,76.0
2022-04-18,92.0
2022-04-19,93.0
2022-04-20,87.0
2022-04-21,93.0
2022-04-22,90.0
2022-04-23,82.0
2022-04-24,79.0
2022-04-25,97.0
2022-04-26,91.0
2022-04-27,91.0
2022-04-28,92.0
2022-04-29,93.0
2022-04-30,85.0
2022-05-01,80.0
2022-05-02,92.0
2022-05-03,87.0
2022-05-04,91.0
2022-05-05,91.0
2022-05-06,90.0
2022-05-07,81.0
2022-05-08,75.0
2022-05-09,88.0
2022-05-10,94.0
2022-05-11,92.0
2022-05-12,96.0
2022-05-13,90.0
2022-05-14,83.0
2022-05-15,76.0
2022-05-16,90.0
2022-05-17,92.0
2022-05-18,90.0
2022-05-19,90.0
2022-05-20,95.0
2022-05-21,88.0
2022-05-22,77.0
2022-05-23,97.0
2022-05-24,92.0
2022-05-25,88.0
2022-05-26,90.0
2022-05-27,92.0
2022-05-28,86.0
2022-05-29,82.0
2022-05-30,83.0
2022-05-31,100.0
2022-06-01,95.0
2022-06-02,92.0
2022-06-03,94.0
2022-06-04,91.0
2022-06-05,83.0
2022-06-06,94.0
2022-06-07,93.0
2022-06-08,92.0
2022-06-09,98.0
2022-06-10,94.0
2022-06-11,88.0
2022-06-12,83.0
2022-06-13,91.0
2022-06-14,92.0
2022-06-15,89.0
2022-06-16,90.0
2022-06-17,94.0
2022-06-18,94.0
2022-06-19,82.0
2022-06-20,89.0
2022-06-21,95.0
2022-06-22,95.0
2022-06-23,89.0
2022-06-24,92.0
2022-06-25,88.0
2022-06-26,82.0
2022-06-27,91.0
2022-06-28,87.0
2022-06-29,89.0
2022-06-30,88.0
2022-07-01,94.0
2022-07-02,89.0
2022-07-03,81.0
2022-07-04,78.0
2022-07-05,88.0
2022-07-06,88.0
2022-07-07,92.0
2022-07-08,94.0
2022-07-09,88.0
2022-07-10,85.0
2022-07-11,94.0
2022-07-12,93.0
2022-07-13,88.0
2022-07-14,94.0
2022-07-15,98.0
2022-07-16,91.0
2022-07-17,81.0
2022-07-18,92.0
2022-07-19,88.0
2022-07-20,89.0
2022-07-21,90.0
2022-07-22,92.0
2022-07-23,88.0
2022-07-24,76.0
2022-07-25,91.0
2022-07-26,91.0
2022-07-27,88.0
2022-07-28,87.0
2022-07-29,92.0
2022-07-30,84.0
2022-07-31,83.0
2022-08-01,92.0
2022-08-02,90.0
2022-08-03,88.0
2022-08-04,86.0
2022-08-05,92.0
2022-08-06,86.0
2022-08-07,81.0
2022-08-08,89.0
2022-08-09,86.0
2022-08-10,91.0
2022-08-11,89.0
2022-08-12,92.0
2022-08-13,80.0
2022-08-14,79.0
2022-08-15,92.0
2022-08-16,91.0
2022-08-17,88.0
2022-08-18,92.0
2022-08-19,94.0
2022-08-20,83.0
2022-08-21,78.0
2022-08-22,89.0
2022-08-23,94.0
2022-08-24,95.0
2022-08-25,95.0
2022-08-26,93.0
2022-08-27,84.0
2022-08-28,79.0
2022-08-29,93.94505494505495
2022-08-30,97.90109890109889
2022-08-31,93.94505494505495
2022-09-01,96.91208791208791
2022-09-02,88.01098901098901
2022-09-03,78.12087912087912
2022-09-04,75.15384615384616
2022-09-05,79.6098901098901
2022-09-06,90.97802197802199
2022-09-07,87.02197802197801
2022-09-08,87.02197802197801
2022-09-09,89.0
2022-09-10,77.63186813186813
2022-09-11,67.74175824175825
2022-09-12,91.96703296703296
2022-09-13,88.51098901098901
2022-09-14,92.95604395604396
2022-09-15,92.95604395604396
2022-09-16,92.45604395604396
2022-09-17,82.07692307692307
2022-09-18,70.20879120879121
2022-09-19,89.0
2022-09-20,89.0
2022-09-21,87.02197802197801
2022-09-22,89.0
2022-09-23,85.04395604395604
2022-09-24,73.17582417582418
2022-09-25,67.74175824175825
2022-09-26,84.05494505494505
2022-09-27,88.01098901098901
2022-09-28,86.06593406593406
2022-09-29,88.02197802197801
2022-09-30,86.06593406593406
2022-10-01,71.3956043956044
2022-10-02,67.48351648351648
2022-10-03,89.97802197802197
2022-10-04,88.02197802197801
2022-10-05,83.13186813186813
2022-10-06,87.04395604395604
2022-10-07,86.06593406593406
2022-10-08,73.35164835164835
2022-10-09,67.48351648351648
2022-10-10,87.04395604395604
2022-10-11,92.91208791208791
2022-10-12,85.08791208791209
2022-10-13,83.13186813186813
2022-10-14,80.19780219780219
2022-10-15,67.48351648351648
2022-10-16,67.48351648351648
2022-10-17,84.1098901098901
2022-10-18,84.1098901098901
2022-10-19,85.08791208791209
2022-10-20,87.04395604395604
2022-10-21,85.08791208791209
2022-10-22,71.3956043956044
2022-10-23,68.46153846153845
2022-10-24,87.04395604395604
2022-10-25,86.06593406593406
2022-10-26,86.06593406593406
2022-10-27,86.06593406593406
2022-10-28,85.08791208791209
2022-10-29,69.43956043956044
2022-10-30,65.52747252747253
2022-10-31,85.08791208791209
2022-11-01,84.1098901098901
2022-11-02,82.15384615384615
2022-11-03,82.15384615384615
2022-11-04,83.13186813186813
2022-11-05,74.32967032967032
2022-11-06,60.637362637362635
2022-11-07,81.17582417582418
2022-11-08,77.26373626373626
2022-11-09,72.37362637362637
2022-11-10,80.19780219780219
2022-11-11,75.3076923076923
2022-11-12,64.54945054945054
2022-11-13,62.59340659340659
2022-11-14,80.19780219780219
2022-11-15,81.17582417582418
2022-11-16,78.24175824175823
2022-11-17,80.19780219780219
2022-11-18,77.26373626373626
2022-11-19,66.5054945054945
2022-11-20,61.61538461538461
2022-11-21,74.32967032967032
2022-11-22,73.35164835164835
2022-11-23,67.48351648351648
2022-11-24,52.81318681318681
2022-11-25,58.68131868131868
2022-11-26,62.59340659340659
2022-11-27,61.61538461538461
2022-11-28,74.32967032967032
2022-11-29,79.21978021978022
2022-11-30,77.26373626373626
2022-12-01,78.24175824175823
2022-12-02,75.3076923076923
2022-12-03,66.5054945054945
2022-12-04,64.54945054945054
2022-12-05,78.24175824175823
2022-12-06,81.17582417582418
2022-12-07,80.19780219780219
2022-12-08,81.17582417582418
2022-12-09,77.26373626373626
2022-12-10,69.43956043956044
2022-12-11,65.52747252747253
2022-12-12,84.1098901098901
2022-12-13,75.3076923076923
2022-12-14,77.26373626373626
2022-12-15,83.13186813186813
2022-12-16,76.28571428571428
2022-12-17,71.3956043956044
2022-12-18,62.59340659340659
2022-12-19,74.32967032967032
2022-12-20,79.21978021978022
2022-12-21,74.32967032967032
2022-12-22,67.48351648351648
2022-12-23,70.41758241758241
2022-12-24,59.65934065934066
2022-12-25,55.747252747252745
2022-12-26,65.52747252747253
2022-12-27,76.28571428571428
2022-12-28,76.28571428571428
2022-12-29,73.35164835164835
2022-12-30,70.41758241758241
2022-12-31,60.637362637362635
2023-01-01,57.7032967032967
2023-01-02,65.52747252747253
2023-01-03,76.28571428571428
2023-01-04,75.3076923076923
2023-01-05,80.19780219780219
2023-01-06,82.15384615384615
2023-01-07,69.43956043956044
2023-01-08,63.57142857142857
2023-01-09,77.26373626373626
2023-01-10,78.24175824175823
2023-01-11,78.24175824175823
2023-01-12,77.26373626373626
2023-01-13,76.28571428571428
2023-01-14,67.48351648351648
2023-01-15,59.65934065934066
2023-01-16,67.48351648351648
2023-01-17,80.19780219780219
2023-01-18,81.17582417582418
2023-01-19,80.19780219780219
2023-01-20,81.17582417582418
2023-01-21,68.46153846153845
2023-01-22,63.57142857142857
2023-01-23,83.13186813186813
2023-01-24,80.19780219780219
2023-01-25,76.28571428571428
2023-01-26,79.21978021978022
2023-01-27,77.26373626373626
2023-01-28,68.46153846153845
2023-01-29,65.52747252747253
2023-01-30,80.19780219780219
2023-01-31,82.15384615384615
2023-02-01,82.15384615384615
2023-02-02,83.13186813186813
2023-02-03,84.1098901098901
2023-02-04,71.3956043956044
2023-02-05,68.46153846153845
2023-02-06,86.06593406593406
2023-02-07,88.02197802197801
2023-02-08,81.17582417582418
2023-02-09,81.17582417582418
2023-02-10,78.24175824175823
2023-02-11,71.3956043956044
2023-02-12,62.59340659340659
2023-02-13,75.3076923076923
2023-02-14,78.24175824175823
2023-02-15,82.15384615384615
2023-02-16,83.13186813186813
2023-02-17,86.06593406593406
2023-02-18,70.41758241758241
2023-02-19,69.43956043956044
2023-02-20,77.26373626373626
2023-02-21,83.13186813186813
2023-02-22,86.06593406593406
2023-02-23,82.15384615384615
2023-02-24,84.1098901098901
2023-02-25,74.32967032967032
2023-02-26,70.41758241758241
2023-02-27,83.13186813186813
2023-02-28,83.13186813186813
2023-03-01,84.1098901098901
2023-03-02,82.15384615384615
2023-03-03,79.21978021978022
2023-03-04,70.41758241758241
2023-03-05,69.43956043956044
2023-03-06,81.17582417582418
2023-03-07,82.15384615384615
2023-03-08,86.06593406593406
2023-03-09,81.17582417582418
2023-03-10,85.08791208791209
2023-03-11,69.43956043956044
2023-03-12,68.46153846153845
2023-03-13,79.21978021978022
2023-03-14,78.24175824175823
2023-03-15,80.19780219780219
2023-03-16,81.17582417582418
2023-03-17,80.19780219780219
2023-03-18,71.3956043956044
2023-03-19,68.46153846153845
2023-03-20,85.08791208791209
2023-03-21,82.15384615384615
2023-03-22,82.15384615384615
2023-03-23,85.08791208791209
2023-03-24,88.02197802197801
2023-03-25,75.3076923076923
2023-03-26,68.46153846153845
2023-03-27,83.13186813186813
2023-03-28,81.17582417582418
2023-03-29,84.1098901098901
2023-03-30,81.17582417582418
2023-03-31,78.24175824175823
2023-04-01,72.37362637362637
2023-04-02,72.37362637362637
2023-04-03,85.08791208791209
2023-04-04,81.17582417582418
2023-04-05,79.21978021978022
2023-04-06,83.13186813186813
2023-04-07,79.21978021978022
2023-04-08,71.3956043956044
2023-04-09,64.54945054945054
2023-04-10,82.15384615384615
2023-04-11,86.06593406593406
2023-04-12,82.15384615384615
2023-04-13,85.08791208791209
2023-04-14,88.02197802197801
2023-04-15,74.32967032967032
2023-04-16,72.37362637362637
2023-04-17,84.1098901098901
2023-04-18,85.08791208791209
2023-04-19,82.15384615384615
2023-04-20,84.1098901098901
2023-04-21,82.15384615384615
2023-04-22,77.26373626373626
2023-04-23,72.37362637362637
2023-04-24,83.13186813186813
2023-04-25,83.13186813186813
2023-04-26,83.17348608837969
2023-04-27,84.1098901098901
2023-04-28,78.98047696983866
2023-04-29,76.61865793780686
2023-04-30,69.16904372223522
2023-05-01,85.9826981529109
2023-05-02,85.9826981529109
2023-05-03,81.3006780453589
2023-05-04,82.23708206686929
2023-05-05,81.3006780453589
2023-05-06,76.17126490530745
2023-05-07,70.55284077624502
2023-05-08,86.91910217442131
2023-05-09,80.36427402384848
2023-05-10,83.17348608837969
2023-05-11,81.78968903436987
2023-05-12,85.04629413140051
2023-05-13,79.42787000233808
2023-05-14,70.1054477437456
2023-05-15,85.04629413140051
2023-05-16,86.91910217442131
2023-05-17,84.1098901098901
2023-05-18,84.1098901098901
2023-05-19,84.5989010989011
2023-05-20,78.49146598082768
2023-05-21,73.36205284077624
2023-05-22,88.30289922843113
2023-05-23,85.9826981529109
2023-05-24,80.36427402384848
2023-05-25,84.1098901098901
2023-05-26,83.21510404489126
2023-05-27,81.42553191489361
2023-05-28,76.05681552490063
2023-05-29,76.05681552490063
2023-05-30,82.32031797989244
2023-05-31,81.42553191489361
2023-06-01,84.1098901098901
2023-06-02,86.7942483048866
2023-06-03,84.1098901098901
2023-06-04,76.95160158989945
2023-06-05,83.21510404489126
2023-06-06,85.89946223988775
2023-06-07,84.1098901098901
2023-06-08,84.1098901098901
2023-06-09,82.32031797989244
2023-06-10,84.1098901098901
2023-06-11,73.37245732990412
2023-06-12,86.7942483048866
2023-06-13,81.42553191489361
2023-06-14,83.21510404489126
2023-06-15,82.32031797989244
2023-06-16,82.32031797989244
2023-06-17,81.42553191489361
2023-06-18,74.26724339490296
2023-06-19,80.53074584989477
2023-06-20,85.89946223988775
2023-06-21,83.21510404489126
2023-06-22,77.84638765489828
2023-06-23,85.00467617488893
2023-06-24,75.16202945990179
2023-06-25,78.74117371989712
2023-06-26,78.74117371989712
2023-06-27,80.53074584989477
2023-06-28,84.1098901098901
2023-06-29,80.53074584989477
2023-06-30,85.89946223988775
2023-07-01,78.74117371989712
2023-07-02,75.16202945990179
2023-07-03,84.1098901098901
2023-07-04,70.68809913490763
2023-07-05,81.42553191489361
2023-07-06,82.32031797989244
2023-07-07,87.68903436988542
2023-07-08,82.32031797989244
2023-07-09,76.05681552490063
2023-07-10,84.1098901098901
2023-07-11,81.42553191489361
2023-07-12,82.32031797989244
2023-07-13,85.00467617488893
2023-07-14,76.95160158989945
2023-07-15,77.84638765489828
2023-07-16,74.26724339490296
2023-07-17,83.21510404489126
2023-07-18,78.74117371989712
2023-07-19,81.42553191489361
2023-07-20,78.74117371989712
2023-07-21,85.89946223988775
2023-07-22,83.21510404489126
2023-07-23,78.74117371989712
2023-07-24,84.1098901098901
2023-07-25,81.42553191489361
2023-07-26,76.95160158989945
2023-07-27,79.63595978489595
2023-07-28,83.21510404489126
2023-07-29,79.63595978489595
2023-07-30,70.68809913490763
2023-07-31,82.32031797989244
2023-08-01,76.05681552490063
2023-08-02,78.74117371989712
2023-08-03,79.63595978489595
2023-08-04,81.42553191489361
2023-08-05,76.05681552490063
2023-08-06,73.37245732990412
2023-08-07,80.53074584989477
2023-08-08,84.1098901098901
2023-08-09,75.16202945990179
2023-08-10,73.37245732990412
2023-08-11,81.42553191489361
2023-08-12,74.26724339490296
2023-08-13,78.74117371989712
2023-08-14,79.63595978489595
2023-08-15,84.1098901098901
2023-08-16,79.63595978489595
2023-08-17,82.32031797989244
2023-08-18,80.53074584989477
2023-08-19,76.05681552490063
2023-08-20,69.7933130699088
2023-08-21,83.21510404489126
2023-08-22,89.47860649988309
2023-08-23,84.1098901098901
2023-08-24,79.63595978489595
2023-08-25,81.42553191489361
2023-08-26,70.68809913490763
2023-08-27,68.89852700490998
2023-08-28,81.42553191489361
2023-08-29,77.84638765489828
2023-08-30,81.42553191489361
2023-08-31,82.32031797989244
2023-09-01,78.74117371989712
2023-09-02,70.68809913490763
2023-09-03,70.68809913490763
2023-09-04,68.89852700490998
2023-09-05,79.63595978489595
2023-09-06,82.32031797989244
2023-09-07,80.53074584989477
2023-09-08,79.63595978489595
2023-09-09,69.7933130699088
2023-09-10,65.31938274491465
2023-09-11,78.74117371989712
2023-09-12,85.00467617488893
2023-09-13,79.63595978489595
2023-09-14,80.53074584989477
2023-09-15,76.95160158989945
2023-09-16,66.21416880991349
2023-09-17,63.52981061491699
2023-09-18,79.63595978489595
2023-09-19,80.53074584989477
2023-09-20,84.1098901098901
2023-09-21,76.95160158989945
2023-09-22,76.95160158989945
2023-09-23,68.89852700490998
2023-09-24,63.52981061491699
2023-09-25,77.84638765489828
2023-09-26,78.74117371989712
2023-09-27,81.42553191489361
2023-09-28,78.74117371989712
2023-09-29,76.05681552490063
2023-09-30,69.7933130699088
2023-10-01,60.8454524199205
2023-10-02,78.74117371989712
2023-10-03,76.95160158989945
2023-10-04,78.74117371989712
2023-10-05,77.84638765489828
2023-10-06,76.95160158989945
