Time,young_thug
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,2.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,2.0
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,100.0
2022-05-11,59.0
2022-05-12,36.0
2022-05-13,19.0
2022-05-14,21.0
2022-05-15,16.0
2022-05-16,10.0
2022-05-17,10.0
2022-05-18,11.0
2022-05-19,10.0
2022-05-20,7.0
2022-05-21,6.0
2022-05-22,6.0
2022-05-23,6.0
2022-05-24,6.0
2022-05-25,6.0
2022-05-26,4.0
2022-05-27,4.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,3.0
2022-05-31,3.0
2022-06-01,3.0
2022-06-02,9.0
2022-06-03,14.0
2022-06-04,8.0
2022-06-05,8.0
2022-06-06,6.0
2022-06-07,5.0
2022-06-08,4.0
2022-06-09,4.0
2022-06-10,4.0
2022-06-11,3.0
2022-06-12,4.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,3.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,2.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,4.0
2022-06-24,3.0
2022-06-25,4.0
2022-06-26,4.0
2022-06-27,3.0
2022-06-28,3.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,3.0
2022-07-06,2.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,3.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,3.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,2.0
2022-08-16,4.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,4.0
2022-08-20,3.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,3.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.1666666666666665
2022-08-30,2.1666666666666665
2022-08-31,2.9166666666666665
2022-09-01,4.75
2022-09-02,4.083333333333333
2022-09-03,2.9166666666666665
2022-09-04,2.9166666666666665
2022-09-05,2.75
2022-09-06,2.083333333333333
2022-09-07,2.0
2022-09-08,2.083333333333333
2022-09-09,2.1666666666666665
2022-09-10,2.083333333333333
2022-09-11,2.0
2022-09-12,1.9166666666666665
2022-09-13,2.75
2022-09-14,2.1666666666666665
2022-09-15,1.9166666666666665
2022-09-16,1.8333333333333333
2022-09-17,1.9166666666666665
2022-09-18,1.8333333333333333
2022-09-19,1.8333333333333333
2022-09-20,1.8333333333333333
2022-09-21,1.8333333333333333
2022-09-22,2.1666666666666665
2022-09-23,2.0
2022-09-24,2.0
2022-09-25,2.0
2022-09-26,2.083333333333333
2022-09-27,2.0
2022-09-28,1.6666666666666665
2022-09-29,2.0
2022-09-30,1.8333333333333333
2022-10-01,2.333333333333333
2022-10-02,2.1666666666666665
2022-10-03,1.6666666666666665
2022-10-04,1.6666666666666665
2022-10-05,1.8333333333333333
2022-10-06,1.6666666666666665
2022-10-07,1.8333333333333333
2022-10-08,1.8333333333333333
2022-10-09,1.8333333333333333
2022-10-10,1.5
2022-10-11,1.6666666666666665
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,2.6666666666666665
2022-10-15,2.333333333333333
2022-10-16,2.0
2022-10-17,1.8333333333333333
2022-10-18,2.0
2022-10-19,1.8333333333333333
2022-10-20,1.6666666666666665
2022-10-21,1.8333333333333333
2022-10-22,2.0
2022-10-23,1.8333333333333333
2022-10-24,1.5
2022-10-25,1.6666666666666665
2022-10-26,1.8333333333333333
2022-10-27,2.5
2022-10-28,2.0
2022-10-29,1.8333333333333333
2022-10-30,1.6666666666666665
2022-10-31,1.6666666666666665
2022-11-01,2.1666666666666665
2022-11-02,2.1666666666666665
2022-11-03,1.8333333333333333
2022-11-04,1.8333333333333333
2022-11-05,2.1666666666666665
2022-11-06,2.1666666666666665
2022-11-07,1.6666666666666665
2022-11-08,1.5
2022-11-09,1.8333333333333333
2022-11-10,2.333333333333333
2022-11-11,2.0
2022-11-12,2.333333333333333
2022-11-13,1.8333333333333333
2022-11-14,1.5
2022-11-15,1.5
2022-11-16,1.6666666666666665
2022-11-17,2.1666666666666665
2022-11-18,3.1666666666666665
2022-11-19,4.0
2022-11-20,2.333333333333333
2022-11-21,1.6666666666666665
2022-11-22,1.6666666666666665
2022-11-23,1.5
2022-11-24,1.6666666666666665
2022-11-25,1.5
2022-11-26,1.8333333333333333
2022-11-27,1.8333333333333333
2022-11-28,1.5
2022-11-29,1.3333333333333333
2022-11-30,1.6666666666666665
2022-12-01,1.6666666666666665
2022-12-02,2.1666666666666665
2022-12-03,2.5
2022-12-04,2.333333333333333
2022-12-05,1.6666666666666665
2022-12-06,1.5
2022-12-07,2.0
2022-12-08,2.0
2022-12-09,1.8333333333333333
2022-12-10,1.8333333333333333
2022-12-11,2.0
2022-12-12,1.6666666666666665
2022-12-13,1.6666666666666665
2022-12-14,3.333333333333333
2022-12-15,14.166666666666666
2022-12-16,16.666666666666664
2022-12-17,9.333333333333332
2022-12-18,6.166666666666666
2022-12-19,6.666666666666666
2022-12-20,9.333333333333332
2022-12-21,9.5
2022-12-22,11.666666666666666
2022-12-23,8.666666666666666
2022-12-24,7.833333333333333
2022-12-25,7.166666666666666
2022-12-26,5.333333333333333
2022-12-27,4.666666666666666
2022-12-28,5.666666666666666
2022-12-29,8.666666666666666
2022-12-30,7.0
2022-12-31,7.666666666666666
2023-01-01,7.333333333333333
2023-01-02,7.166666666666666
2023-01-03,6.166666666666666
2023-01-04,11.166666666666666
2023-01-05,7.833333333333333
2023-01-06,6.833333333333333
2023-01-07,7.166666666666666
2023-01-08,4.166666666666666
2023-01-09,4.0
2023-01-10,5.666666666666666
2023-01-11,5.666666666666666
2023-01-12,4.0
2023-01-13,4.0
2023-01-14,3.5
2023-01-15,3.5
2023-01-16,3.333333333333333
2023-01-17,3.333333333333333
2023-01-18,2.833333333333333
2023-01-19,3.0
2023-01-20,10.5
2023-01-21,7.333333333333333
2023-01-22,3.833333333333333
2023-01-23,3.0
2023-01-24,2.6666666666666665
2023-01-25,4.0
2023-01-26,6.5
2023-01-27,3.6666666666666665
2023-01-28,3.1666666666666665
2023-01-29,2.833333333333333
2023-01-30,2.1666666666666665
2023-01-31,2.333333333333333
2023-02-01,2.5
2023-02-02,2.5
2023-02-03,2.5
2023-02-04,2.5
2023-02-05,3.0
2023-02-06,2.1666666666666665
2023-02-07,2.333333333333333
2023-02-08,2.1666666666666665
2023-02-09,2.1666666666666665
2023-02-10,2.1666666666666665
2023-02-11,2.5
2023-02-12,4.0
2023-02-13,2.1666666666666665
2023-02-14,2.0
2023-02-15,2.333333333333333
2023-02-16,2.1666666666666665
2023-02-17,2.6666666666666665
2023-02-18,3.0
2023-02-19,3.833333333333333
2023-02-20,2.833333333333333
2023-02-21,2.5
2023-02-22,2.6666666666666665
2023-02-23,2.5
2023-02-24,2.5
2023-02-25,2.6666666666666665
2023-02-26,2.1666666666666665
2023-02-27,2.333333333333333
2023-02-28,2.333333333333333
2023-03-01,2.1666666666666665
2023-03-02,2.333333333333333
2023-03-03,2.1666666666666665
2023-03-04,2.333333333333333
2023-03-05,2.1666666666666665
2023-03-06,1.8333333333333333
2023-03-07,1.6666666666666665
2023-03-08,1.8333333333333333
2023-03-09,1.6666666666666665
2023-03-10,2.1666666666666665
2023-03-11,2.1666666666666665
2023-03-12,2.333333333333333
2023-03-13,2.0
2023-03-14,1.8333333333333333
2023-03-15,1.6666666666666665
2023-03-16,1.8333333333333333
2023-03-17,1.8333333333333333
2023-03-18,2.333333333333333
2023-03-19,3.1666666666666665
2023-03-20,2.333333333333333
2023-03-21,1.8333333333333333
2023-03-22,1.8333333333333333
2023-03-23,1.8333333333333333
2023-03-24,1.8333333333333333
2023-03-25,3.5
2023-03-26,4.666666666666666
2023-03-27,2.6666666666666665
2023-03-28,2.5
2023-03-29,2.0
2023-03-30,2.1666666666666665
2023-03-31,2.333333333333333
2023-04-01,2.5
2023-04-02,3.333333333333333
2023-04-03,2.5
2023-04-04,2.1666666666666665
2023-04-05,2.0
2023-04-06,2.333333333333333
2023-04-07,2.1666666666666665
2023-04-08,2.1666666666666665
2023-04-09,2.1666666666666665
2023-04-10,2.0
2023-04-11,2.5
2023-04-12,2.6666666666666665
2023-04-13,2.333333333333333
2023-04-14,2.5
2023-04-15,2.1666666666666665
2023-04-16,2.1666666666666665
2023-04-17,2.1666666666666665
2023-04-18,2.1666666666666665
2023-04-19,2.333333333333333
2023-04-20,3.6666666666666665
2023-04-21,2.6666666666666665
2023-04-22,2.833333333333333
2023-04-23,2.1666666666666665
2023-04-24,2.0
2023-04-25,1.8333333333333333
2023-04-26,1.8333333333333333
2023-04-27,1.8333333333333333
2023-04-28,2.7916666666666665
2023-04-29,2.6166666666666663
2023-04-30,2.0083333333333333
2023-05-01,1.9166666666666665
2023-05-02,2.183333333333333
2023-05-03,2.4416666666666664
2023-05-04,2.0083333333333333
2023-05-05,2.183333333333333
2023-05-06,2.4416666666666664
2023-05-07,2.0083333333333333
2023-05-08,1.9166666666666665
2023-05-09,2.0083333333333333
2023-05-10,2.0083333333333333
2023-05-11,2.091666666666667
2023-05-12,6.283333333333333
2023-05-13,2.966666666666667
2023-05-14,2.4416666666666664
2023-05-15,2.0083333333333333
2023-05-16,2.091666666666667
2023-05-17,2.0083333333333333
2023-05-18,1.8333333333333333
2023-05-19,1.7416666666666667
2023-05-20,1.8333333333333333
2023-05-21,2.0083333333333333
2023-05-22,1.8333333333333333
2023-05-23,2.183333333333333
2023-05-24,2.091666666666667
2023-05-25,2.0083333333333333
2023-05-26,2.0166666666666666
2023-05-27,2.0166666666666666
2023-05-28,2.0166666666666666
2023-05-29,2.0166666666666666
2023-05-30,1.65
2023-05-31,1.65
2023-06-01,1.8333333333333333
2023-06-02,2.3833333333333333
2023-06-03,2.3833333333333333
2023-06-04,2.0166666666666666
2023-06-05,1.8333333333333333
2023-06-06,2.933333333333333
2023-06-07,2.0166666666666666
2023-06-08,1.65
2023-06-09,1.8333333333333333
2023-06-10,2.1999999999999997
2023-06-11,1.8333333333333333
2023-06-12,1.65
2023-06-13,1.65
2023-06-14,1.8333333333333333
2023-06-15,1.8333333333333333
2023-06-16,4.033333333333333
2023-06-17,3.8499999999999996
2023-06-18,2.75
2023-06-19,2.1999999999999997
2023-06-20,2.1999999999999997
2023-06-21,3.3
2023-06-22,5.866666666666666
2023-06-23,18.333333333333332
2023-06-24,9.533333333333333
2023-06-25,6.2333333333333325
2023-06-26,4.033333333333333
2023-06-27,6.966666666666666
2023-06-28,4.033333333333333
2023-06-29,3.8499999999999996
2023-06-30,3.8499999999999996
2023-07-01,3.483333333333333
2023-07-02,3.3
2023-07-03,2.933333333333333
2023-07-04,2.933333333333333
2023-07-05,2.1999999999999997
2023-07-06,2.3833333333333333
2023-07-07,2.3833333333333333
2023-07-08,2.933333333333333
2023-07-09,2.3833333333333333
2023-07-10,2.1999999999999997
2023-07-11,2.5666666666666664
2023-07-12,2.3833333333333333
2023-07-13,2.75
2023-07-14,2.5666666666666664
2023-07-15,2.5666666666666664
2023-07-16,2.3833333333333333
2023-07-17,2.1999999999999997
2023-07-18,2.1999999999999997
2023-07-19,2.3833333333333333
2023-07-20,2.3833333333333333
2023-07-21,2.933333333333333
2023-07-22,5.5
2023-07-23,3.1166666666666663
2023-07-24,2.75
2023-07-25,2.3833333333333333
2023-07-26,1.8333333333333333
2023-07-27,2.0166666666666666
2023-07-28,2.5666666666666664
2023-07-29,2.5666666666666664
2023-07-30,2.933333333333333
2023-07-31,2.3833333333333333
2023-08-01,2.1999999999999997
2023-08-02,1.8333333333333333
2023-08-03,2.3833333333333333
2023-08-04,2.1999999999999997
2023-08-05,2.1999999999999997
2023-08-06,2.0166666666666666
2023-08-07,1.65
2023-08-08,2.0166666666666666
2023-08-09,2.3833333333333333
2023-08-10,2.0166666666666666
2023-08-11,2.1999999999999997
2023-08-12,2.3833333333333333
2023-08-13,2.75
2023-08-14,2.5666666666666664
2023-08-15,3.6666666666666665
2023-08-16,4.033333333333333
2023-08-17,4.216666666666667
2023-08-18,2.75
2023-08-19,2.933333333333333
2023-08-20,2.5666666666666664
2023-08-21,2.3833333333333333
2023-08-22,2.0166666666666666
2023-08-23,2.0166666666666666
2023-08-24,2.3833333333333333
2023-08-25,2.933333333333333
2023-08-26,2.1999999999999997
2023-08-27,2.3833333333333333
2023-08-28,1.8333333333333333
2023-08-29,1.8333333333333333
2023-08-30,2.5666666666666664
2023-08-31,2.5666666666666664
2023-09-01,2.75
2023-09-02,2.5666666666666664
2023-09-03,3.3
2023-09-04,2.75
2023-09-05,2.3833333333333333
2023-09-06,2.1999999999999997
2023-09-07,2.0166666666666666
2023-09-08,1.8333333333333333
2023-09-09,2.5666666666666664
2023-09-10,2.1999999999999997
2023-09-11,2.0166666666666666
2023-09-12,2.0166666666666666
2023-09-13,2.0166666666666666
2023-09-14,2.0166666666666666
2023-09-15,2.0166666666666666
2023-09-16,2.1999999999999997
2023-09-17,2.1999999999999997
2023-09-18,1.65
2023-09-19,1.65
2023-09-20,1.65
2023-09-21,1.8333333333333333
2023-09-22,1.65
2023-09-23,1.8333333333333333
2023-09-24,2.1999999999999997
2023-09-25,1.65
2023-09-26,1.8333333333333333
2023-09-27,1.8333333333333333
2023-09-28,1.8333333333333333
2023-09-29,2.0166666666666666
2023-09-30,2.0166666666666666
2023-10-01,1.65
2023-10-02,1.4666666666666666
2023-10-03,1.65
2023-10-04,1.4666666666666666
2023-10-05,2.1999999999999997
2023-10-06,2.3833333333333333
2023-10-07,2.3833333333333333
2023-10-08,2.0166666666666666
2023-10-09,1.8333333333333333
2023-10-10,2.1999999999999997
2023-10-11,2.1999999999999997
2023-10-12,2.1999999999999997
2023-10-13,2.75
2023-10-14,3.3
2023-10-15,2.75
2023-10-16,2.0166666666666666
2023-10-17,2.0166666666666666
2023-10-18,2.0166666666666666
2023-10-19,1.8333333333333333
2023-10-20,1.8333333333333333
2023-10-21,2.3833333333333333
2023-10-22,2.0166666666666666
2023-10-23,1.8333333333333333
2023-10-24,2.1999999999999997
2023-10-25,1.8333333333333333
2023-10-26,2.0166666666666666
2023-10-27,2.1999999999999997
2023-10-28,2.0166666666666666
2023-10-29,1.4666666666666666
2023-10-30,1.4666666666666666
2023-10-31,1.65
2023-11-01,3.6666666666666665
2023-11-02,3.3
2023-11-03,3.1166666666666663
2023-11-04,2.933333333333333
2023-11-05,2.3833333333333333
2023-11-06,1.8333333333333333
2023-11-07,2.1999999999999997
2023-11-08,2.3833333333333333
2023-11-09,3.1166666666666663
2023-11-10,2.75
2023-11-11,2.3833333333333333
2023-11-12,2.1999999999999997
2023-11-13,2.0166666666666666
2023-11-14,1.8333333333333333
2023-11-15,1.8333333333333333
2023-11-16,1.8333333333333333
2023-11-17,1.8333333333333333
2023-11-18,2.1999999999999997
2023-11-19,2.3833333333333333
2023-11-20,2.1999999999999997
2023-11-21,1.8333333333333333
2023-11-22,2.3833333333333333
2023-11-23,2.3833333333333333
2023-11-24,2.0166666666666666
2023-11-25,2.0166666666666666
2023-11-26,1.8333333333333333
2023-11-27,4.216666666666667
2023-11-28,6.2333333333333325
2023-11-29,12.649999999999999
2023-11-30,10.816666666666666
2023-12-01,7.883333333333333
2023-12-02,5.866666666666666
2023-12-03,4.3999999999999995
2023-12-04,4.216666666666667
2023-12-05,6.2333333333333325
2023-12-06,6.05
2023-12-07,6.783333333333333
2023-12-08,4.033333333333333
2023-12-09,5.5
2023-12-10,4.3999999999999995
2023-12-11,4.033333333333333
2023-12-12,3.6666666666666665
2023-12-13,3.3
2023-12-14,2.933333333333333
2023-12-15,2.5666666666666664
2023-12-16,2.5666666666666664
2023-12-17,2.3833333333333333
2023-12-18,2.5666666666666664
2023-12-19,2.5666666666666664
2023-12-20,2.75
2023-12-21,2.5666666666666664
2023-12-22,2.2660997732426305
2023-12-23,2.6049130763416475
2023-12-24,2.435506424792139
2023-12-25,2.3577664399092972
2023-12-26,2.0189531368102793
2023-12-27,2.0189531368102793
2023-12-28,2.1883597883597883
2023-12-29,2.1883597883597883
2023-12-30,2.2660997732426305
2023-12-31,2.3577664399092972
2024-01-01,2.3577664399092972
2024-01-02,2.3577664399092972
2024-01-03,3.6990929705215416
2024-01-04,3.1131330309901735
2024-01-05,3.1131330309901735
2024-01-06,2.7743197278911564
2024-01-07,2.1883597883597883
2024-01-08,2.6965797430083143
2024-01-09,2.7743197278911564
2024-01-10,3.1131330309901735
2024-01-11,4.454459561602418
2024-01-12,8.322959183673468
2024-01-13,5.470899470899471
2024-01-14,4.037906273620559
2024-01-15,3.1131330309901735
2024-01-16,3.1131330309901735
2024-01-17,3.2825396825396824
2024-01-18,2.943726379440665
2024-01-19,2.7743197278911564
2024-01-20,3.1908730158730156
2024-01-21,2.4876795162509446
2024-01-22,2.6431594860166285
2024-01-23,2.798639455782313
2024-01-24,3.576039304610733
2024-01-25,6.53015873015873
2024-01-26,5.908238851095994
2024-01-27,5.130839002267574
2024-01-28,3.731519274376417
2024-01-29,3.1095993953136807
2024-01-30,4.353439153439153
2024-01-31,3.1095993953136807
2024-02-01,2.798639455782313
2024-02-02,2.6431594860166285
2024-02-03,2.798639455782313
2024-02-04,2.6431594860166285
2024-02-05,2.3321995464852607
2024-02-06,2.6431594860166285
2024-02-07,2.3321995464852607
2024-02-08,2.1767195767195764
2024-02-09,2.4876795162509446
2024-02-10,2.6431594860166285
2024-02-11,2.6431594860166285
2024-02-12,2.3321995464852607
2024-02-13,2.4876795162509446
2024-02-14,2.6431594860166285
2024-02-15,2.4876795162509446
2024-02-16,3.1095993953136807
2024-02-17,4.353439153439153
2024-02-18,2.954119425547997
2024-02-19,2.3321995464852607
2024-02-20,2.3321995464852607
2024-02-21,2.4876795162509446
2024-02-22,2.4876795162509446
2024-02-23,2.4876795162509446
2024-02-24,2.6431594860166285
2024-02-25,2.1767195767195764
2024-02-26,2.4876795162509446
2024-02-27,2.0212396069538925
2024-02-28,2.3321995464852607
2024-02-29,2.3321995464852607
2024-03-01,2.4876795162509446
2024-03-02,2.6431594860166285
2024-03-03,2.4876795162509446
2024-03-04,2.3321995464852607
2024-03-05,2.3321995464852607
2024-03-06,2.3321995464852607
2024-03-07,2.1767195767195764
2024-03-08,2.0212396069538925
2024-03-09,1.8657596371882086
2024-03-10,2.0212396069538925
2024-03-11,1.7102796674225245
2024-03-12,1.7102796674225245
2024-03-13,1.8657596371882086
2024-03-14,1.8657596371882086
2024-03-15,2.4876795162509446
2024-03-16,2.4876795162509446
2024-03-17,2.0212396069538925
2024-03-18,1.7102796674225245
2024-03-19,2.3321995464852607
2024-03-20,2.4876795162509446
2024-03-21,2.1767195767195764
2024-03-22,2.798639455782313
2024-03-23,2.798639455782313
2024-03-24,2.4876795162509446
2024-03-25,1.8657596371882086
2024-03-26,2.0212396069538925
2024-03-27,2.1767195767195764
2024-03-28,2.6431594860166285
2024-03-29,2.3321995464852607
2024-03-30,2.0212396069538925
2024-03-31,1.8657596371882086
2024-04-01,1.8657596371882086
2024-04-02,1.8657596371882086
2024-04-03,2.3321995464852607
2024-04-04,2.798639455782313
2024-04-05,2.3321995464852607
2024-04-06,2.1767195767195764
2024-04-07,2.3321995464852607
2024-04-08,1.8657596371882086
2024-04-09,2.1767195767195764
2024-04-10,2.4876795162509446
2024-04-11,2.3321995464852607
2024-04-12,2.1767195767195764
2024-04-13,2.4876795162509446
2024-04-14,2.798639455782313
2024-04-15,2.1767195767195764
2024-04-16,2.3321995464852607
2024-04-17,2.6431594860166285
2024-04-18,2.4876795162509446
2024-04-19,2.3321995464852607
2024-04-20,2.6431594860166285
2024-04-21,2.3321995464852607
2024-04-22,2.3321995464852607
2024-04-23,2.0212396069538925
2024-04-24,1.7102796674225245
2024-04-25,1.8657596371882086
2024-04-26,1.7102796674225245
2024-04-27,1.7102796674225245
2024-04-28,2.0212396069538925
2024-04-29,1.3993197278911564
2024-04-30,2.1767195767195764
2024-05-01,2.0212396069538925
2024-05-02,2.3321995464852607
2024-05-03,2.6431594860166285
2024-05-04,2.1767195767195764
2024-05-05,2.4876795162509446
2024-05-06,1.8657596371882086
2024-05-07,1.8657596371882086
2024-05-08,2.1767195767195764
2024-05-09,2.798639455782313
2024-05-10,2.4876795162509446
2024-05-11,2.1767195767195764
2024-05-12,1.8657596371882086
2024-05-13,1.7102796674225245
2024-05-14,1.8657596371882086
2024-05-15,2.0212396069538925
2024-05-16,1.5547996976568403
2024-05-17,1.7102796674225245
2024-05-18,1.8657596371882086
2024-05-19,1.8657596371882086
2024-05-20,1.8657596371882086
2024-05-21,2.1767195767195764
2024-05-22,1.8657596371882086
2024-05-23,1.8657596371882086
2024-05-24,1.8657596371882086
2024-05-25,1.7102796674225245
2024-05-26,1.8657596371882086
2024-05-27,1.8657596371882086
2024-05-28,1.8657596371882086
2024-05-29,2.1767195767195764
2024-05-30,1.8657596371882086
2024-05-31,1.7102796674225245
2024-06-01,1.8657596371882086
2024-06-02,2.0212396069538925
2024-06-03,1.5547996976568403
2024-06-04,1.7102796674225245
2024-06-05,1.7102796674225245
2024-06-06,2.0212396069538925
2024-06-07,2.1767195767195764
2024-06-08,2.3321995464852607
2024-06-09,2.4876795162509446
2024-06-10,5.130839002267574
2024-06-11,15.547996976568404
2024-06-12,11.660997732426303
2024-06-13,8.86235827664399
2024-06-14,6.996598639455782
2024-06-15,6.219198790627361
2024-06-16,4.819879062736205
2024-06-17,4.508919123204837
2024-06-18,4.508919123204837
2024-06-19,4.353439153439153
2024-06-20,4.353439153439153
2024-06-21,4.508919123204837
2024-06-22,3.886999244142101
2024-06-23,3.576039304610733
2024-06-24,3.265079365079365
2024-06-25,3.1095993953136807
2024-06-26,2.798639455782313
2024-06-27,3.265079365079365
2024-06-28,2.4876795162509446
2024-06-29,2.954119425547997
2024-06-30,2.798639455782313
2024-07-01,2.798639455782313
2024-07-02,2.6431594860166285
2024-07-03,3.1095993953136807
2024-07-04,2.6431594860166285
2024-07-05,2.4876795162509446
2024-07-06,2.1767195767195764
2024-07-07,2.1767195767195764
2024-07-08,2.1767195767195764
2024-07-09,2.1767195767195764
2024-07-10,2.1767195767195764
2024-07-11,2.3321995464852607
2024-07-12,2.1767195767195764
2024-07-13,2.1767195767195764
2024-07-14,2.1767195767195764
2024-07-15,2.3321995464852607
2024-07-16,2.6431594860166285
2024-07-17,2.954119425547997
2024-07-18,2.4876795162509446
2024-07-19,2.1767195767195764
2024-07-20,2.4876795162509446
2024-07-21,1.8657596371882086
2024-07-22,1.7102796674225245
2024-07-23,1.5547996976568403
2024-07-24,1.8657596371882086
2024-07-25,2.0212396069538925
2024-07-26,1.7102796674225245
2024-07-27,2.0212396069538925
2024-07-28,2.3321995464852607
2024-07-29,2.0212396069538925
2024-07-30,2.1767195767195764
2024-07-31,2.3321995464852607
2024-08-01,2.4876795162509446
2024-08-02,2.1767195767195764
2024-08-03,2.4876795162509446
2024-08-04,2.3321995464852607
2024-08-05,3.1095993953136807
2024-08-06,3.420559334845049
2024-08-07,2.954119425547997
2024-08-08,2.954119425547997
2024-08-09,2.798639455782313
2024-08-10,2.798639455782313
2024-08-11,2.6431594860166285
2024-08-12,3.265079365079365
2024-08-13,4.042479213907785
2024-08-14,3.731519274376417
2024-08-15,3.265079365079365
2024-08-16,4.197959183673469
2024-08-17,3.886999244142101
2024-08-18,2.6166948103118317
2024-08-19,2.5389548254289895
2024-08-20,2.5389548254289895
2024-08-21,2.6166948103118317
2024-08-22,2.305734870780463
2024-08-23,2.6166948103118317
2024-08-24,2.5389548254289895
2024-08-25,2.305734870780463
2024-08-26,2.305734870780463
2024-08-27,2.4612148405461474
2024-08-28,2.5389548254289895
2024-08-29,2.383474855663305
2024-08-30,2.383474855663305
2024-08-31,2.4612148405461474
2024-09-01,2.383474855663305
2024-09-02,2.305734870780463
2024-09-03,2.305734870780463
2024-09-04,2.6166948103118317
2024-09-05,9.300679468004695
2024-09-06,9.53389942265322
2024-09-07,6.91720461234139
2024-09-08,4.76694971132661
2024-09-09,3.691822260819221
2024-09-10,3.7695622457020628
2024-09-11,3.458602306170695
2024-09-12,2.6944347951946734
2024-09-13,3.380862321287853
2024-09-14,3.614082275936379
2024-09-15,2.6944347951946734
2024-09-16,2.4612148405461474
2024-09-17,2.43475016484135
