Time,liverpool
2022-04-21,4.0
2022-04-22,4.0
2022-04-23,5.0
2022-04-24,15.0
2022-04-25,5.0
2022-04-26,5.0
2022-04-27,25.0
2022-04-28,7.0
2022-04-29,4.0
2022-04-30,11.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,31.0
2022-05-04,11.0
2022-05-05,7.0
2022-05-06,6.0
2022-05-07,21.0
2022-05-08,7.0
2022-05-09,5.0
2022-05-10,14.0
2022-05-11,6.0
2022-05-12,5.0
2022-05-13,5.0
2022-05-14,39.0
2022-05-15,11.0
2022-05-16,6.0
2022-05-17,17.0
2022-05-18,6.0
2022-05-19,5.0
2022-05-20,4.0
2022-05-21,7.0
2022-05-22,27.0
2022-05-23,6.0
2022-05-24,5.0
2022-05-25,5.0
2022-05-26,5.0
2022-05-27,8.0
2022-05-28,100.0
2022-05-29,18.0
2022-05-30,7.0
2022-05-31,4.0
2022-06-01,4.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,3.0
2022-06-12,3.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,3.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,3.0
2022-06-28,2.0
2022-06-29,3.0
2022-06-30,2.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,3.0
2022-07-06,2.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,16.0
2022-07-13,5.0
2022-07-14,3.0
2022-07-15,6.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,9.0
2022-07-22,5.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,6.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,23.0
2022-07-31,9.0
2022-08-01,4.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,16.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,18.0
2022-08-16,6.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,4.0
2022-08-20,5.0
2022-08-21,5.0
2022-08-22,32.0
2022-08-23,7.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,18.0
2022-08-28,6.0
2022-08-29,3.875
2022-08-30,3.875
2022-08-31,12.1875
2022-09-01,5.8125
2022-09-02,3.875
2022-09-03,10.0625
2022-09-04,4.0625
2022-09-05,3.1875
2022-09-06,3.1875
2022-09-07,14.8125
2022-09-08,4.9375
2022-09-09,3.0
2022-09-10,3.1875
2022-09-11,3.0
2022-09-12,3.0
2022-09-13,11.125
2022-09-14,4.9375
2022-09-15,3.0
2022-09-16,2.8125
2022-09-17,3.875
2022-09-18,3.875
2022-09-19,2.8125
2022-09-20,2.8125
2022-09-21,2.8125
2022-09-22,2.8125
2022-09-23,2.125
2022-09-24,3.0
2022-09-25,2.3125
2022-09-26,2.125
2022-09-27,2.125
2022-09-28,2.25
2022-09-29,2.25
2022-09-30,2.625
2022-10-01,10.125
2022-10-02,3.75
2022-10-03,3.0
2022-10-04,7.125
2022-10-05,3.75
2022-10-06,2.625
2022-10-07,2.625
2022-10-08,4.125
2022-10-09,21.75
2022-10-10,4.875
2022-10-11,3.375
2022-10-12,8.625
2022-10-13,4.5
2022-10-14,3.375
2022-10-15,4.875
2022-10-16,27.75
2022-10-17,5.25
2022-10-18,3.375
2022-10-19,8.25
2022-10-20,3.75
2022-10-21,3.0
2022-10-22,9.75
2022-10-23,3.375
2022-10-24,2.625
2022-10-25,3.0
2022-10-26,7.125
2022-10-27,3.75
2022-10-28,2.625
2022-10-29,12.0
2022-10-30,4.875
2022-10-31,3.375
2022-11-01,8.625
2022-11-02,4.125
2022-11-03,2.25
2022-11-04,3.0
2022-11-05,3.75
2022-11-06,13.125
2022-11-07,6.0
2022-11-08,3.75
2022-11-09,5.25
2022-11-10,3.75
2022-11-11,3.0
2022-11-12,7.125
2022-11-13,3.375
2022-11-14,2.625
2022-11-15,2.25
2022-11-16,1.875
2022-11-17,2.25
2022-11-18,2.25
2022-11-19,2.25
2022-11-20,2.25
2022-11-21,1.875
2022-11-22,2.25
2022-11-23,2.25
2022-11-24,2.25
2022-11-25,2.625
2022-11-26,2.25
2022-11-27,2.25
2022-11-28,2.25
2022-11-29,1.875
2022-11-30,1.875
2022-12-01,1.875
2022-12-02,1.875
2022-12-03,1.875
2022-12-04,2.25
2022-12-05,1.875
2022-12-06,1.875
2022-12-07,1.875
2022-12-08,2.25
2022-12-09,2.25
2022-12-10,2.25
2022-12-11,4.875
2022-12-12,2.25
2022-12-13,2.25
2022-12-14,2.25
2022-12-15,2.25
2022-12-16,5.25
2022-12-17,2.625
2022-12-18,2.25
2022-12-19,2.625
2022-12-20,2.625
2022-12-21,3.0
2022-12-22,16.125
2022-12-23,5.25
2022-12-24,2.625
2022-12-25,2.625
2022-12-26,12.375
2022-12-27,5.625
2022-12-28,3.75
2022-12-29,3.375
2022-12-30,10.5
2022-12-31,6.0
2023-01-01,3.375
2023-01-02,12.75
2023-01-03,4.125
2023-01-04,3.0
2023-01-05,2.625
2023-01-06,3.0
2023-01-07,12.75
2023-01-08,5.25
2023-01-09,3.0
2023-01-10,3.0
2023-01-11,2.625
2023-01-12,2.625
2023-01-13,2.625
2023-01-14,9.75
2023-01-15,3.75
2023-01-16,3.0
2023-01-17,9.75
2023-01-18,4.125
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,10.5
2023-01-22,3.75
2023-01-23,2.625
2023-01-24,2.625
2023-01-25,2.625
2023-01-26,2.625
2023-01-27,3.0
2023-01-28,3.375
2023-01-29,9.375
2023-01-30,3.0
2023-01-31,3.0
2023-02-01,2.625
2023-02-02,2.25
2023-02-03,2.625
2023-02-04,9.75
2023-02-05,3.75
2023-02-06,2.625
2023-02-07,2.625
2023-02-08,2.625
2023-02-09,2.625
2023-02-10,2.625
2023-02-11,3.375
2023-02-12,3.0
2023-02-13,10.125
2023-02-14,6.375
2023-02-15,3.0
2023-02-16,3.0
2023-02-17,3.0
2023-02-18,10.5
2023-02-19,4.125
2023-02-20,3.75
2023-02-21,35.25
2023-02-22,8.25
2023-02-23,3.375
2023-02-24,3.0
2023-02-25,9.75
2023-02-26,4.5
2023-02-27,2.625
2023-02-28,3.0
2023-03-01,7.875
2023-03-02,5.625
2023-03-03,3.375
2023-03-04,4.5
2023-03-05,37.5
2023-03-06,10.125
2023-03-07,4.875
2023-03-08,4.5
2023-03-09,4.125
2023-03-10,3.75
2023-03-11,11.625
2023-03-12,3.75
2023-03-13,3.375
2023-03-14,4.5
2023-03-15,24.75
2023-03-16,6.375
2023-03-17,3.0
2023-03-18,4.125
2023-03-19,3.375
2023-03-20,2.625
2023-03-21,2.25
2023-03-22,2.25
2023-03-23,2.25
2023-03-24,2.25
2023-03-25,2.625
2023-03-26,2.25
2023-03-27,2.25
2023-03-28,2.25
2023-03-29,2.25
2023-03-30,2.25
2023-03-31,3.0
2023-04-01,16.125
2023-04-02,3.375
2023-04-03,3.0
2023-04-04,11.625
2023-04-05,4.125
2023-04-06,2.625
2023-04-07,3.0
2023-04-08,4.125
2023-04-09,24.75
2023-04-10,4.5
2023-04-11,3.0
2023-04-12,2.625
2023-04-13,2.625
2023-04-14,2.625
2023-04-15,3.375
2023-04-16,3.0
2023-04-17,12.0
2023-04-18,4.875
2023-04-19,3.0
2023-04-20,2.625
2023-04-21,2.625
2023-04-22,9.0
2023-04-23,3.375
2023-04-24,2.625
2023-04-25,2.625
2023-04-26,7.280139593908629
2023-04-27,3.3664340101522843
2023-04-28,2.751586294416244
2023-04-29,3.3664340101522843
2023-04-30,16.952093908629443
2023-05-01,4.408629441624365
2023-05-02,2.939086294416244
2023-05-03,7.160215736040609
2023-05-04,4.101205583756345
2023-05-05,3.3664340101522843
2023-05-06,9.671954314720812
2023-05-07,4.955901015228426
2023-05-08,4.101205583756345
2023-05-09,3.059010152284264
2023-05-10,2.751586294416244
2023-05-11,2.6316624365482233
2023-05-12,2.939086294416244
2023-05-13,4.101205583756345
2023-05-14,3.6738578680203045
2023-05-15,10.526649746192893
2023-05-16,4.648477157360406
2023-05-17,3.3664340101522843
2023-05-18,3.059010152284264
2023-05-19,3.059010152284264
2023-05-20,10.646573604060913
2023-05-21,4.835977157360406
2023-05-22,3.059010152284264
2023-05-23,2.751586294416244
2023-05-24,2.751586294416244
2023-05-25,3.3664340101522843
2023-05-26,2.8781725888324874
2023-05-27,3.3578680203045685
2023-05-28,7.435279187817259
2023-05-29,3.597715736040609
2023-05-30,2.8781725888324874
2023-05-31,2.6383248730964466
2023-06-01,2.6383248730964466
2023-06-02,2.3984771573604062
2023-06-03,2.8781725888324874
2023-06-04,2.6383248730964466
2023-06-05,2.6383248730964466
2023-06-06,2.8781725888324874
2023-06-07,2.8781725888324874
2023-06-08,3.1180203045685277
2023-06-09,2.8781725888324874
2023-06-10,3.597715736040609
2023-06-11,2.6383248730964466
2023-06-12,2.8781725888324874
2023-06-13,2.6383248730964466
2023-06-14,2.6383248730964466
2023-06-15,2.8781725888324874
2023-06-16,2.8781725888324874
2023-06-17,2.6383248730964466
2023-06-18,2.6383248730964466
2023-06-19,2.8781725888324874
2023-06-20,2.6383248730964466
2023-06-21,2.6383248730964466
2023-06-22,2.6383248730964466
2023-06-23,2.3984771573604062
2023-06-24,2.3984771573604062
2023-06-25,2.3984771573604062
2023-06-26,2.6383248730964466
2023-06-27,2.8781725888324874
2023-06-28,2.8781725888324874
2023-06-29,3.1180203045685277
2023-06-30,3.597715736040609
2023-07-01,3.3578680203045685
2023-07-02,3.597715736040609
2023-07-03,3.3578680203045685
2023-07-04,3.1180203045685277
2023-07-05,3.1180203045685277
2023-07-06,3.1180203045685277
2023-07-07,2.8781725888324874
2023-07-08,3.1180203045685277
2023-07-09,2.8781725888324874
2023-07-10,2.8781725888324874
2023-07-11,2.8781725888324874
2023-07-12,2.8781725888324874
2023-07-13,3.3578680203045685
2023-07-14,3.1180203045685277
2023-07-15,3.3578680203045685
2023-07-16,3.3578680203045685
2023-07-17,4.0774111675126905
2023-07-18,4.7969543147208125
2023-07-19,8.634517766497462
2023-07-20,6.9555837563451774
2023-07-21,6.2360406091370555
2023-07-22,7.195431472081218
2023-07-23,6.9555837563451774
2023-07-24,5.996192893401015
2023-07-25,3.3578680203045685
2023-07-26,3.597715736040609
2023-07-27,3.597715736040609
2023-07-28,3.1180203045685277
2023-07-29,3.597715736040609
2023-07-30,6.475888324873097
2023-07-31,3.8375634517766497
2023-08-01,3.597715736040609
2023-08-02,7.435279187817259
2023-08-03,3.8375634517766497
2023-08-04,3.3578680203045685
2023-08-05,3.3578680203045685
2023-08-06,3.597715736040609
2023-08-07,6.9555837563451774
2023-08-08,4.317258883248731
2023-08-09,3.597715736040609
2023-08-10,4.0774111675126905
2023-08-11,6.715736040609137
2023-08-12,5.756345177664975
2023-08-13,23.98477157360406
2023-08-14,6.9555837563451774
2023-08-15,6.2360406091370555
2023-08-16,5.5164974619289335
2023-08-17,5.036802030456853
2023-08-18,5.036802030456853
2023-08-19,14.390862944162436
2023-08-20,4.7969543147208125
2023-08-21,4.0774111675126905
2023-08-22,4.317258883248731
2023-08-23,3.597715736040609
2023-08-24,3.597715736040609
2023-08-25,3.597715736040609
2023-08-26,4.557106598984771
2023-08-27,19.42766497461929
2023-08-28,5.5164974619289335
2023-08-29,3.8375634517766497
2023-08-30,4.317258883248731
2023-08-31,4.557106598984771
2023-09-01,4.7969543147208125
2023-09-02,4.7969543147208125
2023-09-03,11.99238578680203
2023-09-04,3.597715736040609
2023-09-05,3.1180203045685277
2023-09-06,3.1180203045685277
2023-09-07,2.8781725888324874
2023-09-08,2.6383248730964466
2023-09-09,3.1180203045685277
2023-09-10,2.3984771573604062
2023-09-11,2.3984771573604062
2023-09-12,2.3984771573604062
2023-09-13,2.3984771573604062
2023-09-14,2.3984771573604062
2023-09-15,2.8781725888324874
2023-09-16,10.313451776649746
2023-09-17,3.3578680203045685
2023-09-18,2.8781725888324874
2023-09-19,2.8781725888324874
2023-09-20,3.1180203045685277
2023-09-21,11.75253807106599
2023-09-22,3.8375634517766497
2023-09-23,3.8375634517766497
2023-09-24,9.114213197969542
2023-09-25,3.3578680203045685
2023-09-26,3.1180203045685277
2023-09-27,8.154822335025381
2023-09-28,4.0774111675126905
2023-09-29,3.3578680203045685
2023-09-30,18.708121827411166
2023-10-01,5.756345177664975
2023-10-02,4.0774111675126905
2023-10-03,3.8375634517766497
2023-10-04,4.0774111675126905
2023-10-05,8.874365482233502
2023-10-06,4.557106598984771
2023-10-07,4.317258883248731
2023-10-08,9.593908629441625
2023-10-09,2.8781725888324874
2023-10-10,2.6383248730964466
2023-10-11,2.3984771573604062
2023-10-12,2.3984771573604062
2023-10-13,2.3984771573604062
2023-10-14,2.6383248730964466
2023-10-15,2.6383248730964466
2023-10-16,2.1586294416243654
2023-10-17,2.1586294416243654
2023-10-18,2.3984771573604062
2023-10-19,2.3984771573604062
2023-10-20,2.6383248730964466
2023-10-21,9.354060913705583
2023-10-22,3.3578680203045685
2023-10-23,2.6383248730964466
2023-10-24,2.6383248730964466
2023-10-25,2.6383248730964466
2023-10-26,8.874365482233502
2023-10-27,4.317258883248731
2023-10-28,3.8375634517766497
2023-10-29,8.634517766497462
2023-10-30,3.3578680203045685
2023-10-31,2.8781725888324874
2023-11-01,7.91497461928934
2023-11-02,3.8375634517766497
2023-11-03,2.8781725888324874
2023-11-04,4.0774111675126905
2023-11-05,13.431472081218274
2023-11-06,3.597715736040609
2023-11-07,3.1180203045685277
2023-11-08,2.8781725888324874
2023-11-09,9.833756345177665
2023-11-10,3.8375634517766497
2023-11-11,4.0774111675126905
2023-11-12,7.91497461928934
2023-11-13,3.1180203045685277
2023-11-14,2.6383248730964466
2023-11-15,2.6383248730964466
2023-11-16,2.6383248730964466
2023-11-17,2.6383248730964466
2023-11-18,3.1180203045685277
2023-11-19,2.8781725888324874
2023-11-20,2.6383248730964466
2023-11-21,2.3984771573604062
2023-11-22,2.6383248730964466
2023-11-23,2.6383248730964466
2023-11-24,4.0774111675126905
2023-11-25,20.38705583756345
2023-11-26,4.557106598984771
2023-11-27,3.1180203045685277
2023-11-28,2.8781725888324874
2023-11-29,2.8781725888324874
2023-11-30,6.9555837563451774
2023-12-01,4.0774111675126905
2023-12-02,4.0774111675126905
2023-12-03,11.75253807106599
2023-12-04,3.8375634517766497
2023-12-05,3.3578680203045685
2023-12-06,7.91497461928934
2023-12-07,4.557106598984771
2023-12-08,3.1180203045685277
2023-12-09,11.27284263959391
2023-12-10,4.7969543147208125
2023-12-11,3.1180203045685277
2023-12-12,3.3578680203045685
2023-12-13,3.3578680203045685
2023-12-14,8.394670050761421
2023-12-15,4.317258883248731
2023-12-16,5.276649746192893
2023-12-17,20.866751269035532
2023-12-18,4.317258883248731
2023-12-19,3.597715736040609
2023-12-20,10.793147208121827
2023-12-21,5.5164974619289335
2023-12-22,4.162330772861726
2023-12-23,20.839139061134127
2023-12-24,4.614541007508303
2023-12-25,3.377834161436588
2023-12-26,11.942343422896078
2023-12-27,4.282254630729746
2023-12-28,3.4977580193046083
2023-12-29,3.4977580193046083
2023-12-30,3.8300443960831667
2023-12-31,4.162330772861726
2024-01-01,18.245801511122675
2024-01-02,6.875592180741196
2024-01-03,3.4977580193046083
2024-01-04,3.377834161436588
2024-01-05,3.8300443960831667
2024-01-06,4.734464865376324
2024-01-07,20.386928826487548
2024-01-08,4.614541007508303
2024-01-09,4.282254630729746
2024-01-10,13.179050268967794
2024-01-11,5.638885334669482
2024-01-12,3.710120538215146
2024-01-13,4.614541007508303
2024-01-14,4.162330772861726
2024-01-15,2.9256239267900095
2024-01-16,2.9256239267900095
2024-01-17,3.0455477846580297
2024-01-18,2.9256239267900095
2024-01-19,2.9256239267900095
2024-01-20,3.8300443960831667
2024-01-21,11.892301058990126
2024-01-22,3.8225253403896837
2024-01-23,3.8225253403896837
2024-01-24,12.317026096811203
2024-01-25,5.096700453852911
2024-01-26,7.220325642958291
2024-01-27,6.37087556731614
2024-01-28,12.317026096811203
2024-01-29,4.24725037821076
2024-01-30,4.24725037821076
2024-01-31,15.290101361558735
2024-02-01,5.946150529495063
2024-02-02,3.8225253403896837
2024-02-03,4.671975416031835
2024-02-04,24.20932715580133
2024-02-05,4.24725037821076
2024-02-06,3.3978003025686077
2024-02-07,2.9730752647475316
2024-02-08,2.9730752647475316
2024-02-09,2.9730752647475316
2024-02-10,9.768675869884747
2024-02-11,3.8225253403896837
2024-02-12,2.5483502269264555
2024-02-13,2.9730752647475316
2024-02-14,2.9730752647475316
2024-02-15,3.3978003025686077
2024-02-16,3.8225253403896837
2024-02-17,11.892301058990126
2024-02-18,4.671975416031835
2024-02-19,3.3978003025686077
2024-02-20,3.8225253403896837
2024-02-21,14.440651285916582
2024-02-22,5.5214254916739876
2024-02-23,5.5214254916739876
2024-02-24,7.220325642958291
2024-02-25,34.82745310132823
2024-02-26,7.6450506807793674
2024-02-27,5.096700453852911
2024-02-28,11.042850983347975
2024-02-29,5.5214254916739876
2024-03-01,4.24725037821076
2024-03-02,13.166476172453354
2024-03-03,5.946150529495063
2024-03-04,4.24725037821076
2024-03-05,3.8225253403896837
2024-03-06,4.24725037821076
2024-03-07,12.317026096811203
2024-03-08,5.946150529495063
2024-03-09,8.49450075642152
2024-03-10,42.472503782107594
2024-03-11,5.946150529495063
2024-03-12,4.24725037821076
2024-03-13,3.8225253403896837
2024-03-14,13.166476172453354
2024-03-15,5.5214254916739876
2024-03-16,5.946150529495063
2024-03-17,38.64997844171791
2024-03-18,5.5214254916739876
2024-03-19,3.3978003025686077
2024-03-20,2.9730752647475316
2024-03-21,2.9730752647475316
2024-03-22,2.5483502269264555
2024-03-23,4.24725037821076
2024-03-24,2.9730752647475316
2024-03-25,2.5483502269264555
2024-03-26,2.5483502269264555
2024-03-27,2.5483502269264555
2024-03-28,2.5483502269264555
2024-03-29,2.9730752647475316
2024-03-30,4.24725037821076
2024-03-31,16.139551437200886
2024-04-01,4.24725037821076
2024-04-02,3.3978003025686077
2024-04-03,3.8225253403896837
2024-04-04,15.71482639937981
2024-04-05,5.5214254916739876
2024-04-06,5.946150529495063
2024-04-07,28.031852496191014
2024-04-08,4.671975416031835
2024-04-09,3.8225253403896837
2024-04-10,3.8225253403896837
2024-04-11,16.139551437200886
2024-04-12,5.946150529495063
2024-04-13,4.671975416031835
2024-04-14,18.263176626306265
2024-04-15,5.946150529495063
2024-04-16,3.3978003025686077
2024-04-17,3.8225253403896837
2024-04-18,18.68790166412734
2024-04-19,4.671975416031835
2024-04-20,4.671975416031835
2024-04-21,14.440651285916582
2024-04-22,3.8225253403896837
2024-04-23,3.8225253403896837
2024-04-24,16.139551437200886
2024-04-25,5.096700453852911
2024-04-26,3.3978003025686077
2024-04-27,11.467576021169052
2024-04-28,4.24725037821076
2024-04-29,2.9730752647475316
2024-04-30,2.9730752647475316
2024-05-01,2.9730752647475316
2024-05-02,2.9730752647475316
2024-05-03,2.9730752647475316
2024-05-04,3.8225253403896837
2024-05-05,14.440651285916582
2024-05-06,3.8225253403896837
2024-05-07,2.9730752647475316
2024-05-08,2.5483502269264555
2024-05-09,2.9730752647475316
2024-05-10,2.9730752647475316
2024-05-11,3.8225253403896837
2024-05-12,3.8225253403896837
2024-05-13,14.440651285916582
2024-05-14,4.671975416031835
2024-05-15,2.9730752647475316
2024-05-16,2.5483502269264555
2024-05-17,2.9730752647475316
2024-05-18,3.8225253403896837
2024-05-19,11.042850983347975
2024-05-20,4.24725037821076
2024-05-21,2.9730752647475316
2024-05-22,2.9730752647475316
2024-05-23,2.5483502269264555
2024-05-24,2.5483502269264555
2024-05-25,2.5483502269264555
2024-05-26,2.5483502269264555
2024-05-27,2.5483502269264555
2024-05-28,2.12362518910538
2024-05-29,2.5483502269264555
2024-05-30,2.5483502269264555
2024-05-31,2.5483502269264555
2024-06-01,2.5483502269264555
2024-06-02,2.5483502269264555
2024-06-03,2.5483502269264555
2024-06-04,2.5483502269264555
2024-06-05,2.5483502269264555
2024-06-06,2.5483502269264555
2024-06-07,2.5483502269264555
2024-06-08,2.5483502269264555
2024-06-09,2.5483502269264555
2024-06-10,2.5483502269264555
2024-06-11,2.5483502269264555
2024-06-12,2.5483502269264555
2024-06-13,5.5214254916739876
2024-06-14,3.3978003025686077
2024-06-15,2.9730752647475316
2024-06-16,2.5483502269264555
2024-06-17,2.12362518910538
2024-06-18,2.5483502269264555
2024-06-19,2.5483502269264555
2024-06-20,2.12362518910538
2024-06-21,2.5483502269264555
2024-06-22,2.12362518910538
2024-06-23,2.12362518910538
2024-06-24,2.5483502269264555
2024-06-25,2.12362518910538
2024-06-26,2.5483502269264555
2024-06-27,2.12362518910538
2024-06-28,2.12362518910538
2024-06-29,2.12362518910538
2024-06-30,2.12362518910538
2024-07-01,2.12362518910538
2024-07-02,2.5483502269264555
2024-07-03,2.5483502269264555
2024-07-04,2.5483502269264555
2024-07-05,2.5483502269264555
2024-07-06,2.5483502269264555
2024-07-07,2.5483502269264555
2024-07-08,2.5483502269264555
2024-07-09,2.12362518910538
2024-07-10,2.5483502269264555
2024-07-11,2.9730752647475316
2024-07-12,2.5483502269264555
2024-07-13,2.12362518910538
2024-07-14,2.5483502269264555
2024-07-15,2.9730752647475316
2024-07-16,2.5483502269264555
2024-07-17,2.5483502269264555
2024-07-18,2.5483502269264555
2024-07-19,2.9730752647475316
2024-07-20,2.9730752647475316
2024-07-21,2.5483502269264555
2024-07-22,2.9730752647475316
2024-07-23,2.9730752647475316
2024-07-24,3.3978003025686077
2024-07-25,3.3978003025686077
2024-07-26,5.5214254916739876
2024-07-27,7.6450506807793674
2024-07-28,3.3978003025686077
2024-07-29,3.3978003025686077
2024-07-30,3.8225253403896837
2024-07-31,7.6450506807793674
2024-08-01,10.193400907705822
2024-08-02,3.8225253403896837
2024-08-03,8.069775718600443
2024-08-04,11.467576021169052
2024-08-05,3.3978003025686077
2024-08-06,2.5483502269264555
2024-08-07,2.9730752647475316
2024-08-08,2.9730752647475316
2024-08-09,3.3978003025686077
2024-08-10,3.3978003025686077
2024-08-11,8.49450075642152
2024-08-12,3.8225253403896837
2024-08-13,3.3978003025686077
2024-08-14,3.3978003025686077
2024-08-15,3.3978003025686077
2024-08-16,3.8225253403896837
2024-08-17,14.865376323737658
2024-08-18,4.209965355806619
2024-08-19,3.321609169829712
2024-08-20,3.1092466509191743
2024-08-21,3.1092466509191743
2024-08-22,3.1092466509191743
2024-08-23,3.321609169829712
2024-08-24,4.654143448795073
2024-08-25,14.638424013451587
2024-08-26,4.209965355806619
2024-08-27,3.765787262818166
2024-08-28,4.209965355806619
2024-08-29,4.209965355806619
2024-08-30,4.209965355806619
2024-08-31,5.542499634771979
2024-09-01,27.50013565494936
2024-09-02,5.542499634771979
2024-09-03,3.5534247439076276
2024-09-04,2.8774310768412583
2024-09-05,2.8774310768412583
2024-09-06,2.8774310768412583
2024-09-07,3.1092466509191743
2024-09-08,2.6650685579307205
2024-09-09,2.6650685579307205
2024-09-10,2.2208904649422676
2024-09-11,2.433252983852805
2024-09-12,2.6650685579307205
2024-09-13,3.1092466509191743
2024-09-14,12.861711641497774
2024-09-15,3.5534247439076276
2024-09-16,2.8774310768412583
2024-09-17,16.227090185454085
2024-09-18,5.099942629714141
2024-09-19,3.2454180370908166
2024-09-20,2.7817868889349855
2024-09-21,12.054409852051604
2024-09-22,4.172680333402479
2024-09-23,3.7090491852466476
2024-09-24,3.2454180370908166
2024-09-25,12.054409852051604
2024-09-26,4.172680333402479
2024-09-27,3.2454180370908166
2024-09-28,14.37256559283076
2024-09-29,4.63631148155831
2024-09-30,3.2454180370908166
2024-10-01,3.2454180370908166
2024-10-02,8.808991814960788
2024-10-03,3.7090491852466476
2024-10-04,3.2454180370908166
2024-10-05,11.590778703895774
2024-10-06,3.7090491852466476
2024-10-07,2.7817868889349855
2024-10-08,2.318155740779155
2024-10-09,2.318155740779155
2024-10-10,2.318155740779155
2024-10-11,2.318155740779155
2024-10-12,2.7817868889349855
2024-10-13,2.7817868889349855
2024-10-14,2.318155740779155
2024-10-15,2.318155740779155
2024-10-16,2.318155740779155
2024-10-17,2.318155740779155
2024-10-18,2.7817868889349855
2024-10-19,4.172680333402479
2024-10-20,20.399770518856563
2024-10-21,4.172680333402479
2024-10-22,3.7090491852466476
2024-10-23,8.345360666804957
2024-10-24,3.7090491852466476
2024-10-25,2.7817868889349855
2024-10-26,4.172680333402479
2024-10-27,23.181557407791548
2024-10-28,4.172680333402479
2024-10-29,2.7817868889349855
2024-10-30,7.881729518649126
2024-10-31,3.7090491852466476
2024-11-01,2.7817868889349855
2024-11-02,12.054409852051604
