Time,tariffs
2022-05-24,59.0
2022-05-25,37.0
2022-05-26,38.0
2022-05-27,33.0
2022-05-28,15.0
2022-05-29,15.0
2022-05-30,16.0
2022-05-31,45.0
2022-06-01,38.0
2022-06-02,32.0
2022-06-03,30.0
2022-06-04,17.0
2022-06-05,22.0
2022-06-06,66.0
2022-06-07,46.0
2022-06-08,53.0
2022-06-09,40.0
2022-06-10,25.0
2022-06-11,15.0
2022-06-12,18.0
2022-06-13,34.0
2022-06-14,34.0
2022-06-15,37.0
2022-06-16,35.0
2022-06-17,28.0
2022-06-18,20.0
2022-06-19,21.0
2022-06-20,28.0
2022-06-21,33.0
2022-06-22,30.0
2022-06-23,28.0
2022-06-24,23.0
2022-06-25,11.0
2022-06-26,21.0
2022-06-27,24.0
2022-06-28,28.0
2022-06-29,30.0
2022-06-30,21.0
2022-07-01,19.0
2022-07-02,18.0
2022-07-03,11.0
2022-07-04,24.0
2022-07-05,53.0
2022-07-06,39.0
2022-07-07,33.0
2022-07-08,28.0
2022-07-09,16.0
2022-07-10,15.0
2022-07-11,34.0
2022-07-12,30.0
2022-07-13,37.0
2022-07-14,27.0
2022-07-15,23.0
2022-07-16,9.0
2022-07-17,15.0
2022-07-18,23.0
2022-07-19,18.0
2022-07-20,23.0
2022-07-21,26.0
2022-07-22,24.0
2022-07-23,13.0
2022-07-24,18.0
2022-07-25,27.0
2022-07-26,24.0
2022-07-27,26.0
2022-07-28,28.0
2022-07-29,22.0
2022-07-30,7.0
2022-07-31,16.0
2022-08-01,18.0
2022-08-02,31.0
2022-08-03,15.0
2022-08-04,17.0
2022-08-05,22.0
2022-08-06,14.0
2022-08-07,13.0
2022-08-08,17.0
2022-08-09,21.0
2022-08-10,19.0
2022-08-11,16.0
2022-08-12,21.0
2022-08-13,9.0
2022-08-14,11.0
2022-08-15,17.0
2022-08-16,15.0
2022-08-17,22.0
2022-08-18,23.0
2022-08-19,21.0
2022-08-20,9.0
2022-08-21,7.0
2022-08-22,25.0
2022-08-23,25.0
2022-08-24,27.0
2022-08-25,29.0
2022-08-26,23.0
2022-08-27,0.0
2022-08-28,13.0
2022-08-29,24.769230769230766
2022-08-30,32.07692307692308
2022-08-31,25.692307692307693
2022-09-01,24.269230769230766
2022-09-02,36.19230769230769
2022-09-03,18.307692307692307
2022-09-04,13.26923076923077
2022-09-05,14.692307692307693
2022-09-06,38.03846153846153
2022-09-07,34.84615384615385
2022-09-08,43.07692307692308
2022-09-09,34.34615384615385
2022-09-10,16.96153846153846
2022-09-11,24.769230769230766
2022-09-12,42.15384615384615
2022-09-13,44.92307692307692
2022-09-14,53.15384615384615
2022-09-15,44.0
2022-09-16,42.65384615384615
2022-09-17,25.692307692307693
2022-09-18,23.346153846153847
2022-09-19,49.96153846153846
2022-09-20,51.80769230769231
2022-09-21,45.84615384615385
2022-09-22,47.19230769230769
2022-09-23,42.15384615384615
2022-09-24,10.076923076923077
2022-09-25,16.96153846153846
2022-09-26,55.0
2022-09-27,49.96153846153846
2022-09-28,50.76923076923077
2022-09-29,45.69230769230769
2022-09-30,44.0
2022-10-01,21.153846153846153
2022-10-02,23.692307692307693
2022-10-03,60.07692307692307
2022-10-04,55.84615384615385
2022-10-05,51.61538461538461
2022-10-06,62.61538461538461
2022-10-07,51.61538461538461
2022-10-08,19.46153846153846
2022-10-09,24.538461538461537
2022-10-10,49.92307692307692
2022-10-11,58.38461538461539
2022-10-12,44.0
2022-10-13,54.15384615384615
2022-10-14,44.84615384615385
2022-10-15,19.46153846153846
2022-10-16,22.0
2022-10-17,52.46153846153846
2022-10-18,58.38461538461539
2022-10-19,60.07692307692307
2022-10-20,53.30769230769231
2022-10-21,56.69230769230769
2022-10-22,22.0
2022-10-23,28.76923076923077
2022-10-24,62.61538461538461
2022-10-25,52.46153846153846
2022-10-26,66.0
2022-10-27,54.15384615384615
2022-10-28,50.76923076923077
2022-10-29,16.923076923076923
2022-10-30,24.538461538461537
2022-10-31,51.61538461538461
2022-11-01,59.23076923076923
2022-11-02,65.15384615384615
2022-11-03,66.0
2022-11-04,60.92307692307692
2022-11-05,18.615384615384617
2022-11-06,25.384615384615383
2022-11-07,58.38461538461539
2022-11-08,54.15384615384615
2022-11-09,62.61538461538461
2022-11-10,56.69230769230769
2022-11-11,44.0
2022-11-12,19.46153846153846
2022-11-13,13.538461538461538
2022-11-14,61.76923076923077
2022-11-15,64.3076923076923
2022-11-16,71.92307692307692
2022-11-17,65.15384615384615
2022-11-18,60.07692307692307
2022-11-19,25.384615384615383
2022-11-20,22.846153846153847
2022-11-21,33.0
2022-11-22,32.15384615384615
2022-11-23,22.0
2022-11-24,6.769230769230769
2022-11-25,10.153846153846153
2022-11-26,16.923076923076923
2022-11-27,21.153846153846153
2022-11-28,58.38461538461539
2022-11-29,58.38461538461539
2022-11-30,66.84615384615384
2022-12-01,61.76923076923077
2022-12-02,68.53846153846153
2022-12-03,18.615384615384617
2022-12-04,27.076923076923077
2022-12-05,79.53846153846153
2022-12-06,71.07692307692308
2022-12-07,77.0
2022-12-08,84.61538461538461
2022-12-09,64.3076923076923
2022-12-10,20.307692307692307
2022-12-11,31.307692307692307
2022-12-12,80.38461538461539
2022-12-13,72.76923076923077
2022-12-14,81.23076923076923
2022-12-15,71.92307692307692
2022-12-16,55.0
2022-12-17,19.46153846153846
2022-12-18,12.692307692307692
2022-12-19,30.46153846153846
2022-12-20,30.46153846153846
2022-12-21,24.538461538461537
2022-12-22,17.76923076923077
2022-12-23,9.307692307692308
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,11.0
2022-12-28,9.307692307692308
2022-12-29,5.923076923076923
2022-12-30,11.846153846153847
2022-12-31,5.923076923076923
2023-01-01,0.0
2023-01-02,6.769230769230769
2023-01-03,27.076923076923077
2023-01-04,32.15384615384615
2023-01-05,47.38461538461539
2023-01-06,40.61538461538461
2023-01-07,11.0
2023-01-08,15.23076923076923
2023-01-09,54.15384615384615
2023-01-10,55.84615384615385
2023-01-11,57.53846153846154
2023-01-12,60.92307692307692
2023-01-13,53.30769230769231
2023-01-14,11.0
2023-01-15,16.923076923076923
2023-01-16,23.692307692307693
2023-01-17,48.23076923076923
2023-01-18,60.07692307692307
2023-01-19,66.0
2023-01-20,69.38461538461539
2023-01-21,17.76923076923077
2023-01-22,17.76923076923077
2023-01-23,58.38461538461539
2023-01-24,61.76923076923077
2023-01-25,58.38461538461539
2023-01-26,66.0
2023-01-27,58.38461538461539
2023-01-28,20.307692307692307
2023-01-29,26.23076923076923
2023-01-30,58.38461538461539
2023-01-31,61.76923076923077
2023-02-01,54.15384615384615
2023-02-02,62.61538461538461
2023-02-03,63.46153846153846
2023-02-04,22.0
2023-02-05,23.692307692307693
2023-02-06,73.61538461538461
2023-02-07,67.6923076923077
2023-02-08,71.07692307692308
2023-02-09,66.0
2023-02-10,62.61538461538461
2023-02-11,19.46153846153846
2023-02-12,27.076923076923077
2023-02-13,58.38461538461539
2023-02-14,65.15384615384615
2023-02-15,74.46153846153847
2023-02-16,69.38461538461539
2023-02-17,52.46153846153846
2023-02-18,15.23076923076923
2023-02-19,20.307692307692307
2023-02-20,34.69230769230769
2023-02-21,57.53846153846154
2023-02-22,61.76923076923077
2023-02-23,60.92307692307692
2023-02-24,66.84615384615384
2023-02-25,22.0
2023-02-26,26.23076923076923
2023-02-27,70.23076923076923
2023-02-28,63.46153846153846
2023-03-01,68.53846153846153
2023-03-02,71.07692307692308
2023-03-03,57.53846153846154
2023-03-04,26.23076923076923
2023-03-05,30.46153846153846
2023-03-06,74.46153846153847
2023-03-07,60.92307692307692
2023-03-08,67.6923076923077
2023-03-09,67.6923076923077
2023-03-10,50.76923076923077
2023-03-11,15.23076923076923
2023-03-12,20.307692307692307
2023-03-13,49.07692307692307
2023-03-14,49.92307692307692
2023-03-15,52.46153846153846
2023-03-16,49.07692307692307
2023-03-17,43.15384615384615
2023-03-18,18.615384615384617
2023-03-19,23.692307692307693
2023-03-20,58.38461538461539
2023-03-21,55.84615384615385
2023-03-22,55.84615384615385
2023-03-23,59.23076923076923
2023-03-24,55.84615384615385
2023-03-25,17.76923076923077
2023-03-26,31.307692307692307
2023-03-27,60.92307692307692
2023-03-28,60.07692307692307
2023-03-29,57.53846153846154
2023-03-30,57.53846153846154
2023-03-31,49.07692307692307
2023-04-01,22.846153846153847
2023-04-02,18.615384615384617
2023-04-03,58.38461538461539
2023-04-04,49.92307692307692
2023-04-05,55.84615384615385
2023-04-06,52.46153846153846
2023-04-07,19.46153846153846
2023-04-08,15.23076923076923
2023-04-09,16.923076923076923
2023-04-10,44.84615384615385
2023-04-11,54.15384615384615
2023-04-12,55.84615384615385
2023-04-13,60.92307692307692
2023-04-14,54.15384615384615
2023-04-15,16.076923076923077
2023-04-16,25.384615384615383
2023-04-17,51.61538461538461
2023-04-18,55.84615384615385
2023-04-19,64.3076923076923
2023-04-20,59.23076923076923
2023-04-21,49.07692307692307
2023-04-22,14.384615384615385
2023-04-23,24.538461538461537
2023-04-24,63.46153846153846
2023-04-25,68.53846153846153
2023-04-26,70.01475814709957
2023-04-27,60.0161285464731
2023-04-28,58.72254683452804
2023-04-29,22.185696644780435
2023-04-30,26.96129751219806
2023-05-01,57.8520420456599
2023-05-02,62.62764291307752
2023-05-03,61.757138124209376
2023-05-04,62.62764291307752
2023-05-05,54.370022890187336
2023-05-06,19.57418227817601
2023-05-07,25.22028793446178
2023-05-08,60.886633335341244
2023-05-09,53.92259502439612
2023-05-10,57.40461417986868
2023-05-11,51.75850852358291
2023-05-12,43.05346063490151
2023-05-13,16.09216312270345
2023-05-14,13.48064875609903
2023-05-15,52.62901331245105
2023-05-16,47.405984579242215
2023-05-17,40.44194626829709
2023-05-18,45.66497500150594
2023-05-19,38.70093669056081
2023-05-20,10.869134389494608
2023-05-21,16.962667911571593
2023-05-22,42.182955846033366
2023-05-23,37.40735497861574
2023-05-24,32.1843262454069
2023-05-25,33.05483103427504
2023-05-26,21.476537557978432
2023-05-27,8.948557315824347
2023-05-28,9.843413047406782
2023-05-29,10.738268778989216
2023-05-30,26.84567194747304
2023-05-31,24.161104752725738
2023-06-01,28.63538341063791
2023-06-02,20.581681826395997
2023-06-03,7.158845852659478
2023-06-04,15.21254743690139
2023-06-05,23.266249021143302
2023-06-06,18.79197036323113
2023-06-07,29.530239142220346
2023-06-08,22.371393289560867
2023-06-09,21.476537557978432
2023-06-10,14.317691705318955
2023-06-11,9.843413047406782
2023-06-12,26.84567194747304
2023-06-13,25.055960484308173
2023-06-14,14.317691705318955
2023-06-15,27.740527679055475
2023-06-16,16.107403168483824
2023-06-17,8.053701584241912
2023-06-18,12.527980242154086
2023-06-19,18.79197036323113
2023-06-20,21.476537557978432
2023-06-21,22.371393289560867
2023-06-22,23.266249021143302
2023-06-23,22.371393289560867
2023-06-24,12.527980242154086
2023-06-25,12.527980242154086
2023-06-26,15.21254743690139
2023-06-27,29.530239142220346
2023-06-28,22.371393289560867
2023-06-29,22.371393289560867
2023-06-30,17.897114631648694
2023-07-01,11.633124510571651
2023-07-02,8.948557315824347
2023-07-03,13.42283597373652
2023-07-04,9.843413047406782
2023-07-05,13.42283597373652
2023-07-06,24.161104752725738
2023-07-07,17.897114631648694
2023-07-08,11.633124510571651
2023-07-09,15.21254743690139
2023-07-10,24.161104752725738
2023-07-11,20.581681826395997
2023-07-12,20.581681826395997
2023-07-13,16.107403168483824
2023-07-14,17.00225890006626
2023-07-15,12.527980242154086
2023-07-16,15.21254743690139
2023-07-17,18.79197036323113
2023-07-18,17.00225890006626
2023-07-19,15.21254743690139
2023-07-20,17.00225890006626
2023-07-21,11.633124510571651
2023-07-22,8.053701584241912
2023-07-23,13.42283597373652
2023-07-24,16.107403168483824
2023-07-25,24.161104752725738
2023-07-26,22.371393289560867
2023-07-27,17.00225890006626
2023-07-28,11.633124510571651
2023-07-29,14.317691705318955
2023-07-30,15.21254743690139
2023-07-31,17.897114631648694
2023-08-01,18.79197036323113
2023-08-02,15.21254743690139
2023-08-03,15.21254743690139
2023-08-04,12.527980242154086
2023-08-05,10.738268778989216
2023-08-06,8.053701584241912
2023-08-07,16.107403168483824
2023-08-08,16.107403168483824
2023-08-09,14.317691705318955
2023-08-10,17.00225890006626
2023-08-11,18.79197036323113
2023-08-12,9.843413047406782
2023-08-13,10.738268778989216
2023-08-14,21.476537557978432
2023-08-15,9.843413047406782
2023-08-16,16.107403168483824
2023-08-17,25.055960484308173
2023-08-18,22.371393289560867
2023-08-19,12.527980242154086
2023-08-20,11.633124510571651
2023-08-21,25.950816215890605
2023-08-22,36.68908499487982
2023-08-23,29.530239142220346
2023-08-24,25.950816215890605
2023-08-25,31.319950605385216
2023-08-26,9.843413047406782
2023-08-27,17.897114631648694
2023-08-28,34.00451780013252
2023-08-29,35.79422926329739
2023-08-30,34.00451780013252
2023-08-31,38.47879645804469
2023-09-01,28.63538341063791
2023-09-02,15.21254743690139
2023-09-03,21.476537557978432
2023-09-04,17.897114631648694
2023-09-05,40.26850792120956
2023-09-06,46.532498042286605
2023-09-07,42.05821938437443
2023-09-08,43.8479308475393
2023-09-09,20.581681826395997
2023-09-10,24.161104752725738
2023-09-11,43.8479308475393
2023-09-12,54.58619962652852
2023-09-13,51.90163243178121
2023-09-14,47.42735377386904
2023-09-15,39.37365218962713
2023-09-16,17.00225890006626
2023-09-17,18.79197036323113
2023-09-18,54.58619962652852
2023-09-19,49.21706523703391
2023-09-20,51.90163243178121
2023-09-21,51.00677670019878
2023-09-22,45.63764231070417
2023-09-23,16.107403168483824
2023-09-24,20.581681826395997
2023-09-25,60.85018974760556
2023-09-26,59.06047828444069
2023-09-27,51.90163243178121
2023-09-28,64.4296126739353
2023-09-29,42.953075115956864
2023-09-30,22.371393289560867
2023-10-01,23.266249021143302
2023-10-02,65.32446840551773
2023-10-03,60.85018974760556
2023-10-04,59.06047828444069
2023-10-05,57.27076682127582
2023-10-06,49.21706523703391
2023-10-07,18.79197036323113
2023-10-08,25.055960484308173
2023-10-09,46.532498042286605
2023-10-10,55.48105535811095
2023-10-11,52.79648816336365
2023-10-12,62.63990121077043
2023-10-13,51.00677670019878
2023-10-14,17.897114631648694
2023-10-15,21.476537557978432
2023-10-16,60.85018974760556
2023-10-17,55.48105535811095
2023-10-18,71.58845852659478
2023-10-19,59.06047828444069
2023-10-20,54.58619962652852
2023-10-21,11.633124510571651
2023-10-22,23.266249021143302
2023-10-23,65.32446840551773
2023-10-24,64.4296126739353
2023-10-25,68.00903560026504
2023-10-26,59.95533401602312
2023-10-27,60.85018974760556
2023-10-28,17.897114631648694
2023-10-29,29.530239142220346
2023-10-30,76.06273718450694
2023-10-31,68.00903560026504
2023-11-01,59.06047828444069
2023-11-02,72.48331425817722
2023-11-03,63.534756942352864
2023-11-04,21.476537557978432
2023-11-05,31.319950605385216
2023-11-06,66.21932413710017
2023-11-07,61.74504547918799
2023-11-08,65.32446840551773
2023-11-09,64.4296126739353
2023-11-10,46.532498042286605
2023-11-11,19.686826094813565
2023-11-12,22.371393289560867
2023-11-13,69.7987470634299
2023-11-14,73.37816998975964
2023-11-15,73.37816998975964
2023-11-16,69.7987470634299
2023-11-17,54.58619962652852
2023-11-18,18.79197036323113
2023-11-19,22.371393289560867
2023-11-20,50.111920968616346
2023-11-21,42.05821938437443
2023-11-22,25.055960484308173
2023-11-23,10.738268778989216
2023-11-24,10.738268778989216
2023-11-25,14.317691705318955
2023-11-26,14.317691705318955
2023-11-27,67.1141798686826
2023-11-28,66.21932413710017
2023-11-29,74.27302572134208
2023-11-30,75.16788145292452
2023-12-01,67.1141798686826
2023-12-02,18.79197036323113
2023-12-03,20.581681826395997
2023-12-04,76.06273718450694
2023-12-05,82.32672730558399
2023-12-06,85.0112945003313
2023-12-07,70.69360279501234
2023-12-08,89.48557315824347
2023-12-09,23.266249021143302
2023-12-10,26.84567194747304
2023-12-11,70.69360279501234
2023-12-12,70.69360279501234
2023-12-13,75.16788145292452
2023-12-14,80.53701584241912
2023-12-15,77.85244864767182
2023-12-16,21.476537557978432
2023-12-17,22.371393289560867
2023-12-18,59.06047828444069
2023-12-19,51.90163243178121
2023-12-20,46.532498042286605
2023-12-21,33.10966206855009
2023-12-22,14.42395582344437
2023-12-23,6.988263978826575
2023-12-24,6.988263978826575
2023-12-25,7.8831197104090105
2023-12-26,6.988263978826575
2023-12-27,13.081672226070717
2023-12-28,13.529100091861935
2023-12-29,14.871383689235586
2023-12-30,7.8831197104090105
2023-12-31,6.5408361130353585
2024-01-01,7.435691844617793
2024-01-02,19.175080473314857
2024-01-03,28.40048378109752
2024-01-04,34.49389202834166
2024-01-05,34.49389202834166
2024-01-06,13.081672226070717
2024-01-07,13.97652795765315
2024-01-08,38.350160946629714
2024-01-09,54.11640036744774
2024-01-10,59.31495288310944
2024-01-11,73.2914808407626
2024-01-12,48.0229921202036
2024-01-13,13.97652795765315
2024-01-14,13.081672226070717
2024-01-15,26.163344452141434
2024-01-16,40.587300275585804
2024-01-17,59.762380748900654
2024-01-18,58.86752501731823
2024-01-19,47.57556425441238
2024-01-20,20.517364070688508
2024-01-21,27.270728419974695
2024-01-22,74.99450315493041
2024-01-23,68.17682104993673
2024-01-24,74.99450315493041
2024-01-25,74.99450315493041
2024-01-26,68.17682104993673
2024-01-27,27.270728419974695
2024-01-28,27.270728419974695
2024-01-29,74.99450315493041
2024-01-30,81.81218525992409
2024-01-31,81.81218525992409
2024-02-01,74.99450315493041
2024-02-02,68.17682104993673
2024-02-03,34.08841052496837
2024-02-04,34.08841052496837
2024-02-05,81.81218525992409
2024-02-06,74.99450315493041
2024-02-07,88.62986736491776
2024-02-08,81.81218525992409
2024-02-09,81.81218525992409
2024-02-10,34.08841052496837
2024-02-11,20.453046314981023
2024-02-12,68.17682104993673
2024-02-13,74.99450315493041
2024-02-14,68.17682104993673
2024-02-15,74.99450315493041
2024-02-16,61.35913894494306
2024-02-17,27.270728419974695
2024-02-18,27.270728419974695
2024-02-19,40.906092629962046
2024-02-20,68.17682104993673
2024-02-21,74.99450315493041
2024-02-22,74.99450315493041
2024-02-23,81.81218525992409
2024-02-24,20.453046314981023
2024-02-25,27.270728419974695
2024-02-26,95.44754946991144
2024-02-27,88.62986736491776
2024-02-28,81.81218525992409
2024-02-29,81.81218525992409
2024-03-01,68.17682104993673
2024-03-02,27.270728419974695
2024-03-03,34.08841052496837
2024-03-04,81.81218525992409
2024-03-05,68.17682104993673
2024-03-06,81.81218525992409
2024-03-07,68.17682104993673
2024-03-08,68.17682104993673
2024-03-09,27.270728419974695
2024-03-10,27.270728419974695
2024-03-11,68.17682104993673
2024-03-12,68.17682104993673
2024-03-13,61.35913894494306
2024-03-14,61.35913894494306
2024-03-15,54.54145683994939
2024-03-16,20.453046314981023
2024-03-17,40.906092629962046
2024-03-18,81.81218525992409
2024-03-19,81.81218525992409
2024-03-20,81.81218525992409
2024-03-21,68.17682104993673
2024-03-22,61.35913894494306
2024-03-23,27.270728419974695
2024-03-24,27.270728419974695
2024-03-25,81.81218525992409
2024-03-26,68.17682104993673
2024-03-27,61.35913894494306
2024-03-28,61.35913894494306
2024-03-29,34.08841052496837
2024-03-30,20.453046314981023
2024-03-31,20.453046314981023
2024-04-01,47.72377473495572
2024-04-02,54.54145683994939
2024-04-03,74.99450315493041
2024-04-04,61.35913894494306
2024-04-05,61.35913894494306
2024-04-06,20.453046314981023
2024-04-07,34.08841052496837
2024-04-08,61.35913894494306
2024-04-09,68.17682104993673
2024-04-10,68.17682104993673
2024-04-11,88.62986736491776
2024-04-12,68.17682104993673
2024-04-13,20.453046314981023
2024-04-14,34.08841052496837
2024-04-15,68.17682104993673
2024-04-16,74.99450315493041
2024-04-17,109.08291367989878
2024-04-18,88.62986736491776
2024-04-19,68.17682104993673
2024-04-20,27.270728419974695
2024-04-21,27.270728419974695
2024-04-22,74.99450315493041
2024-04-23,88.62986736491776
2024-04-24,81.81218525992409
2024-04-25,81.81218525992409
2024-04-26,61.35913894494306
2024-04-27,20.453046314981023
2024-04-28,40.906092629962046
2024-04-29,81.81218525992409
2024-04-30,68.17682104993673
2024-05-01,74.99450315493041
2024-05-02,68.17682104993673
2024-05-03,61.35913894494306
2024-05-04,27.270728419974695
2024-05-05,27.270728419974695
2024-05-06,68.17682104993673
2024-05-07,61.35913894494306
2024-05-08,68.17682104993673
2024-05-09,68.17682104993673
2024-05-10,81.81218525992409
2024-05-11,34.08841052496837
2024-05-12,27.270728419974695
2024-05-13,81.81218525992409
2024-05-14,231.80119156978492
2024-05-15,170.44205262484184
2024-05-16,129.5359599948798
2024-05-17,81.81218525992409
2024-05-18,47.72377473495572
2024-05-19,34.08841052496837
2024-05-20,68.17682104993673
2024-05-21,74.99450315493041
2024-05-22,68.17682104993673
2024-05-23,61.35913894494306
2024-05-24,47.72377473495572
2024-05-25,27.270728419974695
2024-05-26,20.453046314981023
2024-05-27,20.453046314981023
2024-05-28,47.72377473495572
2024-05-29,54.54145683994939
2024-05-30,40.906092629962046
2024-05-31,40.906092629962046
2024-06-01,20.453046314981023
2024-06-02,20.453046314981023
2024-06-03,40.906092629962046
2024-06-04,47.72377473495572
2024-06-05,40.906092629962046
2024-06-06,34.08841052496837
2024-06-07,34.08841052496837
2024-06-08,20.453046314981023
2024-06-09,20.453046314981023
2024-06-10,40.906092629962046
2024-06-11,40.906092629962046
2024-06-12,47.72377473495572
2024-06-13,54.54145683994939
2024-06-14,115.90059578489246
2024-06-15,74.99450315493041
2024-06-16,54.54145683994939
2024-06-17,54.54145683994939
2024-06-18,47.72377473495572
2024-06-19,40.906092629962046
2024-06-20,61.35913894494306
2024-06-21,34.08841052496837
2024-06-22,27.270728419974695
2024-06-23,27.270728419974695
2024-06-24,34.08841052496837
2024-06-25,40.906092629962046
2024-06-26,40.906092629962046
2024-06-27,40.906092629962046
2024-06-28,95.44754946991144
2024-06-29,34.08841052496837
2024-06-30,27.270728419974695
2024-07-01,47.72377473495572
2024-07-02,34.08841052496837
2024-07-03,34.08841052496837
2024-07-04,34.08841052496837
2024-07-05,27.270728419974695
2024-07-06,20.453046314981023
2024-07-07,20.453046314981023
2024-07-08,34.08841052496837
2024-07-09,34.08841052496837
2024-07-10,34.08841052496837
2024-07-11,40.906092629962046
2024-07-12,40.906092629962046
2024-07-13,681.7682104993673
2024-07-14,47.72377473495572
2024-07-15,54.54145683994939
2024-07-16,61.35913894494306
2024-07-17,68.17682104993673
2024-07-18,54.54145683994939
2024-07-19,47.72377473495572
2024-07-20,34.08841052496837
2024-07-21,34.08841052496837
2024-07-22,40.906092629962046
2024-07-23,47.72377473495572
2024-07-24,34.08841052496837
2024-07-25,34.08841052496837
2024-07-26,34.08841052496837
2024-07-27,20.453046314981023
2024-07-28,27.270728419974695
2024-07-29,34.08841052496837
2024-07-30,40.906092629962046
2024-07-31,34.08841052496837
2024-08-01,27.270728419974695
2024-08-02,34.08841052496837
2024-08-03,20.453046314981023
2024-08-04,20.453046314981023
2024-08-05,27.270728419974695
2024-08-06,20.453046314981023
2024-08-07,27.270728419974695
2024-08-08,27.270728419974695
2024-08-09,27.270728419974695
2024-08-10,6.817682104993674
2024-08-11,13.635364209987348
2024-08-12,34.08841052496837
2024-08-13,34.08841052496837
2024-08-14,34.08841052496837
2024-08-15,34.08841052496837
2024-08-16,34.08841052496837
2024-08-17,40.906092629962046
2024-08-18,37.49725157746521
2024-08-19,30.67956947247153
2024-08-20,23.86188736747786
2024-08-21,23.86188736747786
2024-08-22,23.86188736747786
2024-08-23,20.453046314981023
2024-08-24,17.044205262484184
2024-08-25,23.86188736747786
2024-08-26,34.08841052496837
2024-08-27,37.49725157746521
2024-08-28,37.49725157746521
2024-08-29,30.67956947247153
2024-08-30,27.270728419974695
2024-08-31,13.635364209987348
2024-09-01,13.635364209987348
2024-09-02,17.044205262484184
2024-09-03,30.67956947247153
2024-09-04,37.49725157746521
2024-09-05,129.53595999487982
2024-09-06,129.53595999487982
2024-09-07,34.08841052496837
2024-09-08,34.08841052496837
2024-09-09,136.35364209987347
2024-09-10,163.62437051984818
2024-09-11,579.5029789244622
2024-09-12,170.44205262484184
2024-09-13,160.21552946735133
2024-09-14,143.17132420486715
2024-09-15,143.17132420486715
2024-09-16,139.7624831523703
2024-09-17,143.17132420486715
2024-09-18,143.17132420486715
2024-09-19,143.17132420486715
2024-09-20,143.17132420486715
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,143.17132420486715
2024-09-24,143.17132420486715
2024-09-25,143.17132420486715
2024-09-26,143.17132420486715
2024-09-27,143.17132420486715
2024-09-28,0.0
2024-09-29,143.17132420486715
