Time,home_depot
2022-04-02,71.0
2022-04-03,75.0
2022-04-04,57.0
2022-04-05,54.0
2022-04-06,55.0
2022-04-07,54.0
2022-04-08,56.0
2022-04-09,73.0
2022-04-10,80.0
2022-04-11,63.0
2022-04-12,59.0
2022-04-13,58.0
2022-04-14,58.0
2022-04-15,63.0
2022-04-16,71.0
2022-04-17,87.0
2022-04-18,57.0
2022-04-19,58.0
2022-04-20,53.0
2022-04-21,58.0
2022-04-22,59.0
2022-04-23,81.0
2022-04-24,81.0
2022-04-25,62.0
2022-04-26,57.0
2022-04-27,56.0
2022-04-28,60.0
2022-04-29,57.0
2022-04-30,74.0
2022-05-01,81.0
2022-05-02,60.0
2022-05-03,55.0
2022-05-04,57.0
2022-05-05,58.0
2022-05-06,58.0
2022-05-07,75.0
2022-05-08,70.0
2022-05-09,59.0
2022-05-10,60.0
2022-05-11,62.0
2022-05-12,63.0
2022-05-13,63.0
2022-05-14,80.0
2022-05-15,83.0
2022-05-16,63.0
2022-05-17,64.0
2022-05-18,62.0
2022-05-19,62.0
2022-05-20,63.0
2022-05-21,84.0
2022-05-22,80.0
2022-05-23,66.0
2022-05-24,65.0
2022-05-25,59.0
2022-05-26,59.0
2022-05-27,66.0
2022-05-28,84.0
2022-05-29,92.0
2022-05-30,100.0
2022-05-31,66.0
2022-06-01,62.0
2022-06-02,63.0
2022-06-03,61.0
2022-06-04,74.0
2022-06-05,77.0
2022-06-06,63.0
2022-06-07,58.0
2022-06-08,60.0
2022-06-09,60.0
2022-06-10,62.0
2022-06-11,73.0
2022-06-12,81.0
2022-06-13,72.0
2022-06-14,63.0
2022-06-15,64.0
2022-06-16,65.0
2022-06-17,66.0
2022-06-18,74.0
2022-06-19,71.0
2022-06-20,69.0
2022-06-21,63.0
2022-06-22,62.0
2022-06-23,64.0
2022-06-24,63.0
2022-06-25,72.0
2022-06-26,74.0
2022-06-27,66.0
2022-06-28,62.0
2022-06-29,65.0
2022-06-30,63.0
2022-07-01,66.0
2022-07-02,75.0
2022-07-03,78.0
2022-07-04,89.0
2022-07-05,61.0
2022-07-06,59.0
2022-07-07,59.0
2022-07-08,62.0
2022-07-09,71.0
2022-07-10,70.0
2022-07-11,61.0
2022-07-12,58.0
2022-07-13,58.0
2022-07-14,59.0
2022-07-15,62.0
2022-07-16,70.0
2022-07-17,72.0
2022-07-18,64.0
2022-07-19,62.0
2022-07-20,60.0
2022-07-21,59.0
2022-07-22,57.0
2022-07-23,66.0
2022-07-24,68.0
2022-07-25,59.0
2022-07-26,56.0
2022-07-27,56.0
2022-07-28,55.0
2022-07-29,56.0
2022-07-30,63.0
2022-07-31,66.0
2022-08-01,58.0
2022-08-02,56.0
2022-08-03,54.0
2022-08-04,55.0
2022-08-05,56.0
2022-08-06,64.0
2022-08-07,66.0
2022-08-08,59.0
2022-08-09,56.0
2022-08-10,54.0
2022-08-11,55.0
2022-08-12,55.0
2022-08-13,62.0
2022-08-14,65.0
2022-08-15,56.0
2022-08-16,56.0
2022-08-17,55.0
2022-08-18,55.0
2022-08-19,54.0
2022-08-20,65.0
2022-08-21,63.0
2022-08-22,52.0
2022-08-23,53.0
2022-08-24,56.0
2022-08-25,55.0
2022-08-26,54.0
2022-08-27,64.0
2022-08-28,64.0
2022-08-29,54.0
2022-08-30,55.0
2022-08-31,55.0
2022-09-01,52.0
2022-09-02,55.0
2022-09-03,66.0
2022-09-04,69.0
2022-09-05,83.0
2022-09-06,53.0
2022-09-07,51.0
2022-09-08,46.0
2022-09-09,50.0
2022-09-10,58.0
2022-09-11,55.0
2022-09-12,50.0
2022-09-13,50.0
2022-09-14,47.0
2022-09-15,51.0
2022-09-16,51.0
2022-09-17,58.0
2022-09-18,56.0
2022-09-19,51.0
2022-09-20,48.0
2022-09-21,49.0
2022-09-22,50.0
2022-09-23,49.0
2022-09-24,60.0
2022-09-25,57.0
2022-09-26,51.0
2022-09-27,50.0
2022-09-28,48.0
2022-09-29,49.0
2022-09-30,54.0
2022-10-01,58.0
2022-10-02,60.0
2022-10-03,50.0
2022-10-04,52.0
2022-10-05,49.0
2022-10-06,48.0
2022-10-07,54.0
2022-10-08,61.0
2022-10-09,59.0
2022-10-10,54.0
2022-10-11,48.0
2022-10-12,48.0
2022-10-13,49.0
2022-10-14,49.0
2022-10-15,56.0
2022-10-16,55.0
2022-10-17,50.0
2022-10-18,49.0
2022-10-19,50.0
2022-10-20,47.0
2022-10-21,49.0
2022-10-22,55.0
2022-10-23,55.0
2022-10-24,46.0
2022-10-25,53.0
2022-10-26,47.0
2022-10-27,47.0
2022-10-28,48.0
2022-10-29,56.0
2022-10-30,56.0
2022-10-31,47.0
2022-11-01,48.0
2022-11-02,50.0
2022-11-03,51.0
2022-11-04,51.0
2022-11-05,62.0
2022-11-06,59.0
2022-11-07,53.0
2022-11-08,48.0
2022-11-09,47.0
2022-11-10,49.0
2022-11-11,52.0
2022-11-12,61.0
2022-11-13,58.0
2022-11-14,52.0
2022-11-15,52.0
2022-11-16,49.0
2022-11-17,51.0
2022-11-18,53.0
2022-11-19,67.0
2022-11-20,66.0
2022-11-21,50.0
2022-11-22,55.0
2022-11-23,60.0
2022-11-24,72.0
2022-11-25,100.0
2022-11-26,72.0
2022-11-27,72.0
2022-11-28,59.0
2022-11-29,54.0
2022-11-30,49.0
2022-12-01,50.0
2022-12-02,48.0
2022-12-03,60.0
2022-12-04,57.0
2022-12-05,48.0
2022-12-06,47.0
2022-12-07,45.0
2022-12-08,47.0
2022-12-09,46.0
2022-12-10,54.0
2022-12-11,55.0
2022-12-12,45.0
2022-12-13,45.0
2022-12-14,44.0
2022-12-15,45.0
2022-12-16,47.0
2022-12-17,54.0
2022-12-18,51.0
2022-12-19,50.0
2022-12-20,52.0
2022-12-21,50.0
2022-12-22,51.0
2022-12-23,53.0
2022-12-24,58.0
2022-12-25,42.0
2022-12-26,63.0
2022-12-27,55.0
2022-12-28,52.0
2022-12-29,55.0
2022-12-30,50.0
2022-12-31,55.0
2023-01-01,58.0
2023-01-02,58.0
2023-01-03,45.0
2023-01-04,46.0
2023-01-05,43.0
2023-01-06,45.0
2023-01-07,52.0
2023-01-08,53.0
2023-01-09,45.0
2023-01-10,43.0
2023-01-11,44.0
2023-01-12,43.0
2023-01-13,43.0
2023-01-14,50.0
2023-01-15,50.0
2023-01-16,49.0
2023-01-17,43.0
2023-01-18,42.0
2023-01-19,41.0
2023-01-20,41.0
2023-01-21,49.0
2023-01-22,50.0
2023-01-23,44.0
2023-01-24,43.0
2023-01-25,41.0
2023-01-26,43.0
2023-01-27,42.0
2023-01-28,52.0
2023-01-29,50.0
2023-01-30,41.0
2023-01-31,45.0
2023-02-01,41.0
2023-02-02,44.0
2023-02-03,46.0
2023-02-04,55.0
2023-02-05,52.0
2023-02-06,43.0
2023-02-07,42.0
2023-02-08,39.0
2023-02-09,42.0
2023-02-10,44.0
2023-02-11,54.0
2023-02-12,47.0
2023-02-13,37.0
2023-02-14,39.0
2023-02-15,42.0
2023-02-16,43.0
2023-02-17,46.0
2023-02-18,54.0
2023-02-19,54.0
2023-02-20,54.0
2023-02-21,50.0
2023-02-22,46.0
2023-02-23,45.0
2023-02-24,46.0
2023-02-25,57.0
2023-02-26,54.0
2023-02-27,49.0
2023-02-28,46.0
2023-03-01,46.0
2023-03-02,47.0
2023-03-03,46.0
2023-03-04,59.0
2023-03-05,58.0
2023-03-06,51.0
2023-03-07,47.0
2023-03-08,50.0
2023-03-09,48.0
2023-03-10,48.0
2023-03-11,58.0
2023-03-12,56.0
2023-03-13,48.0
2023-03-14,47.0
2023-03-15,47.0
2023-03-16,47.0
2023-03-17,47.0
2023-03-18,55.0
2023-03-19,57.0
2023-03-20,47.0
2023-03-21,47.0
2023-03-22,48.0
2023-03-23,49.0
2023-03-24,49.0
2023-03-25,60.0
2023-03-26,64.0
2023-03-27,51.0
2023-03-28,49.0
2023-03-29,46.0
2023-03-30,47.0
2023-03-31,52.0
2023-04-01,65.0
2023-04-02,64.0
2023-04-03,54.0
2023-04-04,50.0
2023-04-05,49.0
2023-04-06,51.0
2023-04-07,56.0
2023-04-08,63.0
2023-04-09,78.0
2023-04-10,57.0
2023-04-11,58.0
2023-04-12,59.0
2023-04-13,62.0
2023-04-14,60.0
2023-04-15,77.0
2023-04-16,75.0
2023-04-17,57.0
2023-04-18,51.0
2023-04-19,55.0
2023-04-20,55.0
2023-04-21,57.0
2023-04-22,70.0
2023-04-23,69.0
2023-04-24,54.0
2023-04-25,54.0
2023-04-26,50.8972578660573
2023-04-27,51.8590261908947
2023-04-28,51.8590261908947
2023-04-29,68.67085603796801
2023-04-30,65.78555106345578
2023-05-01,56.667867815081735
2023-05-02,54.24433116540692
2023-05-03,51.8590261908947
2023-05-04,51.3590261908947
2023-05-05,53.78256284056951
2023-05-06,69.13262436280542
2023-05-07,71.05616101248022
2023-05-08,58.09140446475654
2023-05-09,55.70609949024433
2023-05-10,56.167867815081735
2023-05-11,53.78256284056951
2023-05-12,55.70609949024433
2023-05-13,69.13262436280542
2023-05-14,64.82378273861838
2023-05-15,58.09140446475654
2023-05-16,60.47670943926876
2023-05-17,58.09140446475654
2023-05-18,56.667867815081735
2023-05-19,59.053172789593944
2023-05-20,73.94146598699243
2023-05-21,74.90323431182983
2023-05-22,59.053172789593944
2023-05-23,57.129636139919135
2023-05-24,57.129636139919135
2023-05-25,59.053172789593944
2023-05-26,65.57110212691157
2023-05-27,79.42415187203373
2023-05-28,81.27122517138335
2023-05-29,91.43012831780628
2023-05-30,60.95341887853752
2023-05-31,57.25927227983827
2023-06-01,60.029882228862704
2023-06-02,60.029882228862704
2023-06-03,78.50061522235892
2023-06-04,72.95939532431005
2023-06-05,59.106345579187895
2023-06-06,56.33573563016346
2023-06-07,56.33573563016346
2023-06-08,53.56512568113903
2023-06-09,53.56512568113903
2023-06-10,68.341712075936
2023-06-11,67.41817542626119
2023-06-12,59.106345579187895
2023-06-13,55.412198980488654
2023-06-14,55.412198980488654
2023-06-15,58.18280892951309
2023-06-16,59.106345579187895
2023-06-17,68.341712075936
2023-06-18,64.64756547723675
2023-06-19,64.64756547723675
2023-06-20,59.106345579187895
2023-06-21,55.412198980488654
2023-06-22,54.48866233081384
2023-06-23,55.412198980488654
2023-06-24,67.41817542626119
2023-06-25,66.49463877658638
2023-06-26,58.18280892951309
2023-06-27,56.33573563016346
2023-06-28,55.412198980488654
2023-06-29,57.25927227983827
2023-06-30,58.18280892951309
2023-07-01,70.18878537528562
2023-07-02,70.18878537528562
2023-07-03,65.57110212691157
2023-07-04,80.34768852170855
2023-07-05,56.33573563016346
2023-07-06,56.33573563016346
2023-07-07,57.25927227983827
2023-07-08,66.49463877658638
2023-07-09,61.87695552821233
2023-07-10,56.33573563016346
2023-07-11,54.48866233081384
2023-07-12,55.412198980488654
2023-07-13,55.412198980488654
2023-07-14,54.48866233081384
2023-07-15,62.800492177887136
2023-07-16,61.87695552821233
2023-07-17,55.412198980488654
2023-07-18,53.56512568113903
2023-07-19,49.87097908243979
2023-07-20,48.023905783090164
2023-07-21,49.87097908243979
2023-07-22,58.18280892951309
2023-07-23,58.18280892951309
2023-07-24,53.56512568113903
2023-07-25,52.64158903146422
2023-07-26,48.023905783090164
2023-07-27,50.7945157321146
2023-07-28,51.718052381789406
2023-07-29,60.95341887853752
2023-07-30,59.106345579187895
2023-07-31,51.718052381789406
2023-08-01,53.56512568113903
2023-08-02,50.7945157321146
2023-08-03,49.87097908243979
2023-08-04,51.718052381789406
2023-08-05,59.106345579187895
2023-08-06,57.25927227983827
2023-08-07,49.87097908243979
2023-08-08,49.87097908243979
2023-08-09,48.023905783090164
2023-08-10,47.100369133415356
2023-08-11,50.7945157321146
2023-08-12,56.33573563016346
2023-08-13,59.106345579187895
2023-08-14,49.87097908243979
2023-08-15,48.94744243276497
2023-08-16,48.94744243276497
2023-08-17,49.87097908243979
2023-08-18,48.94744243276497
2023-08-19,59.106345579187895
2023-08-20,56.33573563016346
2023-08-21,49.87097908243979
2023-08-22,48.94744243276497
2023-08-23,47.100369133415356
2023-08-24,45.25329583406573
2023-08-25,47.100369133415356
2023-08-26,54.48866233081384
2023-08-27,60.029882228862704
2023-08-28,48.023905783090164
2023-08-29,47.100369133415356
2023-08-30,46.17683248374054
2023-08-31,46.17683248374054
2023-09-01,50.7945157321146
2023-09-02,59.106345579187895
2023-09-03,61.87695552821233
2023-09-04,72.95939532431005
2023-09-05,46.17683248374054
2023-09-06,43.40622253471611
2023-09-07,43.40622253471611
2023-09-08,43.40622253471611
2023-09-09,51.718052381789406
2023-09-10,48.94744243276497
2023-09-11,44.32975918439092
2023-09-12,42.4826858850413
2023-09-13,44.32975918439092
2023-09-14,43.40622253471611
2023-09-15,42.4826858850413
2023-09-16,50.7945157321146
2023-09-17,50.7945157321146
2023-09-18,44.32975918439092
2023-09-19,42.4826858850413
2023-09-20,42.4826858850413
2023-09-21,42.4826858850413
2023-09-22,41.55914923536649
2023-09-23,50.7945157321146
2023-09-24,51.718052381789406
2023-09-25,43.40622253471611
2023-09-26,40.635612585691675
2023-09-27,41.55914923536649
2023-09-28,41.55914923536649
2023-09-29,42.4826858850413
2023-09-30,51.718052381789406
2023-10-01,52.64158903146422
2023-10-02,45.25329583406573
2023-10-03,41.55914923536649
2023-10-04,43.40622253471611
2023-10-05,42.4826858850413
2023-10-06,45.25329583406573
2023-10-07,52.64158903146422
2023-10-08,54.48866233081384
2023-10-09,50.7945157321146
2023-10-10,44.32975918439092
2023-10-11,43.40622253471611
2023-10-12,41.55914923536649
2023-10-13,44.32975918439092
2023-10-14,51.718052381789406
2023-10-15,50.7945157321146
2023-10-16,43.40622253471611
2023-10-17,42.4826858850413
2023-10-18,40.635612585691675
2023-10-19,41.55914923536649
2023-10-20,40.635612585691675
2023-10-21,50.7945157321146
2023-10-22,48.94744243276497
2023-10-23,43.40622253471611
2023-10-24,42.4826858850413
2023-10-25,42.4826858850413
2023-10-26,41.55914923536649
2023-10-27,42.4826858850413
2023-10-28,48.023905783090164
2023-10-29,47.100369133415356
2023-10-30,43.40622253471611
2023-10-31,44.32975918439092
2023-11-01,47.100369133415356
2023-11-02,48.94744243276497
2023-11-03,49.87097908243979
2023-11-04,62.800492177887136
2023-11-05,56.33573563016346
2023-11-06,47.100369133415356
2023-11-07,48.94744243276497
2023-11-08,45.25329583406573
2023-11-09,46.17683248374054
2023-11-10,50.7945157321146
2023-11-11,59.106345579187895
2023-11-12,57.25927227983827
2023-11-13,48.94744243276497
2023-11-14,47.100369133415356
2023-11-15,46.17683248374054
2023-11-16,48.023905783090164
2023-11-17,48.94744243276497
2023-11-18,60.029882228862704
2023-11-19,62.800492177887136
2023-11-20,52.64158903146422
2023-11-21,50.7945157321146
2023-11-22,57.25927227983827
2023-11-23,72.95939532431005
2023-11-24,92.35366496748108
2023-11-25,72.95939532431005
2023-11-26,66.49463877658638
2023-11-27,57.25927227983827
2023-11-28,49.87097908243979
2023-11-29,48.023905783090164
2023-11-30,45.25329583406573
2023-12-01,44.32975918439092
2023-12-02,56.33573563016346
2023-12-03,54.48866233081384
2023-12-04,44.32975918439092
2023-12-05,44.32975918439092
2023-12-06,42.4826858850413
2023-12-07,41.55914923536649
2023-12-08,43.40622253471611
2023-12-09,48.94744243276497
2023-12-10,48.94744243276497
2023-12-11,45.25329583406573
2023-12-12,40.635612585691675
2023-12-13,42.4826858850413
2023-12-14,39.712075936016866
2023-12-15,41.55914923536649
2023-12-16,48.023905783090164
2023-12-17,45.25329583406573
2023-12-18,41.55914923536649
2023-12-19,41.55914923536649
2023-12-20,42.4826858850413
2023-12-21,41.55914923536649
2023-12-22,43.34199072423038
2023-12-23,48.10051681523314
2023-12-24,44.62032053800637
2023-12-25,35.10326835600084
2023-12-26,50.71066402315323
2023-12-27,50.71066402315323
2023-12-28,47.23046774592645
2023-12-29,46.82218700145716
2023-12-30,48.10051681523314
2023-12-31,49.84061495384653
2024-01-01,52.8590429062359
2024-01-02,41.601892585616994
2024-01-03,43.34199072423038
2024-01-04,41.601892585616994
2024-01-05,41.601892585616994
2024-01-06,51.98899383692921
2024-01-07,44.21203979353707
2024-01-08,38.12169630839021
2024-01-09,37.25164723908352
2024-01-10,39.861794447003604
2024-01-11,41.601892585616994
2024-01-12,42.47194165492368
2024-01-13,51.580713092459916
2024-01-14,46.82218700145716
2024-01-15,47.23046774592645
2024-01-16,39.45351370253431
2024-01-17,38.58346463322762
2024-01-18,36.84336649461423
2024-01-19,38.58346463322762
2024-01-20,47.692236070763855
2024-01-21,44.09432040268322
2024-01-22,35.928705513297444
2024-01-23,35.11214402435886
2024-01-24,36.74526700223602
2024-01-25,36.74526700223602
2024-01-26,37.5618284911746
2024-01-27,44.910881891621806
2024-01-28,43.27775891374465
2024-01-29,38.37838998011318
2024-01-30,39.19495146905176
2024-01-31,36.74526700223602
2024-02-01,37.5618284911746
2024-02-02,39.19495146905176
2024-02-03,49.81025082525328
2024-02-04,46.54400486949896
2024-02-05,37.5618284911746
2024-02-06,36.74526700223602
2024-02-07,35.11214402435886
2024-02-08,36.74526700223602
2024-02-09,38.37838998011318
2024-02-10,44.910881891621806
2024-02-11,40.011512957990334
2024-02-12,33.47902104648171
2024-02-13,34.29558253542029
2024-02-14,36.74526700223602
2024-02-15,37.5618284911746
2024-02-16,38.37838998011318
2024-02-17,45.72744338056038
2024-02-18,47.36056635843754
2024-02-19,47.36056635843754
2024-02-20,40.828074446928916
2024-02-21,38.37838998011318
2024-02-22,37.5618284911746
2024-02-23,40.011512957990334
2024-02-24,52.25993529206901
2024-02-25,50.62681231419185
2024-02-26,42.46119742480607
2024-02-27,40.011512957990334
2024-02-28,38.37838998011318
2024-02-29,40.011512957990334
2024-03-01,41.64463593586749
2024-03-02,54.70961975888474
2024-03-03,53.89305826994617
2024-03-04,44.09432040268322
2024-03-05,40.011512957990334
2024-03-06,40.011512957990334
2024-03-07,40.011512957990334
2024-03-08,40.828074446928916
2024-03-09,51.443373803130434
2024-03-10,50.62681231419185
2024-03-11,44.910881891621806
2024-03-12,44.09432040268322
2024-03-13,41.64463593586749
2024-03-14,44.09432040268322
2024-03-15,44.09432040268322
2024-03-16,57.15930422570048
2024-03-17,56.3427427367619
2024-03-18,44.910881891621806
2024-03-19,42.46119742480607
2024-03-20,43.27775891374465
2024-03-21,42.46119742480607
2024-03-22,40.828074446928916
2024-03-23,51.443373803130434
2024-03-24,54.70961975888474
2024-03-25,43.27775891374465
2024-03-26,40.828074446928916
2024-03-27,40.828074446928916
2024-03-28,44.09432040268322
2024-03-29,46.54400486949896
2024-03-30,57.15930422570048
2024-03-31,66.95804209296342
2024-04-01,47.36056635843754
2024-04-02,45.72744338056038
2024-04-03,42.46119742480607
2024-04-04,45.72744338056038
2024-04-05,48.993689336314695
2024-04-06,59.60898869251621
2024-04-07,59.60898869251621
2024-04-08,48.17712784737612
2024-04-09,43.27775891374465
2024-04-10,45.72744338056038
2024-04-11,44.09432040268322
2024-04-12,48.993689336314695
2024-04-13,60.425550181454796
2024-04-14,61.24211167039337
2024-04-15,51.443373803130434
2024-04-16,49.81025082525328
2024-04-17,47.36056635843754
2024-04-18,47.36056635843754
2024-04-19,49.81025082525328
2024-04-20,62.058673159331946
2024-04-21,62.87523464827053
2024-04-22,53.076496781007585
2024-04-23,48.17712784737612
2024-04-24,48.17712784737612
2024-04-25,48.993689336314695
2024-04-26,48.993689336314695
2024-04-27,60.425550181454796
2024-04-28,65.32491911508626
2024-04-29,55.526181247823324
2024-04-30,51.443373803130434
2024-05-01,48.17712784737612
2024-05-02,48.993689336314695
2024-05-03,51.443373803130434
2024-05-04,61.24211167039337
2024-05-05,59.60898869251621
2024-05-06,47.36056635843754
2024-05-07,48.17712784737612
2024-05-08,46.54400486949896
2024-05-09,48.17712784737612
2024-05-10,49.81025082525328
2024-05-11,60.425550181454796
2024-05-12,56.3427427367619
2024-05-13,49.81025082525328
2024-05-14,46.54400486949896
2024-05-15,46.54400486949896
2024-05-16,45.72744338056038
2024-05-17,48.17712784737612
2024-05-18,63.6917961372091
2024-05-19,67.774603581902
2024-05-20,53.076496781007585
2024-05-21,50.62681231419185
2024-05-22,52.25993529206901
2024-05-23,53.076496781007585
2024-05-24,56.3427427367619
2024-05-25,66.14148060402484
2024-05-26,72.67397251553346
2024-05-27,81.65614889385783
2024-05-28,50.62681231419185
2024-05-29,52.25993529206901
2024-05-30,48.17712784737612
2024-05-31,52.25993529206901
2024-06-01,65.32491911508626
2024-06-02,62.058673159331946
2024-06-03,52.25993529206901
2024-06-04,49.81025082525328
2024-06-05,48.993689336314695
2024-06-06,49.81025082525328
2024-06-07,51.443373803130434
2024-06-08,62.058673159331946
2024-06-09,62.87523464827053
2024-06-10,50.62681231419185
2024-06-11,48.993689336314695
2024-06-12,50.62681231419185
2024-06-13,50.62681231419185
2024-06-14,52.25993529206901
2024-06-15,58.79242720357764
2024-06-16,61.24211167039337
2024-06-17,50.62681231419185
2024-06-18,49.81025082525328
2024-06-19,54.70961975888474
2024-06-20,48.993689336314695
2024-06-21,52.25993529206901
2024-06-22,60.425550181454796
2024-06-23,57.15930422570048
2024-06-24,51.443373803130434
2024-06-25,48.993689336314695
2024-06-26,47.36056635843754
2024-06-27,44.910881891621806
2024-06-28,47.36056635843754
2024-06-29,58.79242720357764
2024-06-30,56.3427427367619
2024-07-01,53.89305826994617
2024-07-02,50.62681231419185
2024-07-03,53.89305826994617
2024-07-04,73.49053400447204
2024-07-05,52.25993529206901
2024-07-06,58.79242720357764
2024-07-07,55.526181247823324
2024-07-08,48.993689336314695
2024-07-09,48.993689336314695
2024-07-10,48.993689336314695
2024-07-11,46.54400486949896
2024-07-12,47.36056635843754
2024-07-13,52.25993529206901
2024-07-14,45.72744338056038
2024-07-15,44.09432040268322
2024-07-16,45.72744338056038
2024-07-17,46.54400486949896
2024-07-18,48.993689336314695
2024-07-19,44.910881891621806
2024-07-20,50.62681231419185
2024-07-21,50.62681231419185
2024-07-22,45.72744338056038
2024-07-23,42.46119742480607
2024-07-24,42.46119742480607
2024-07-25,43.27775891374465
2024-07-26,43.27775891374465
2024-07-27,44.09432040268322
2024-07-28,47.36056635843754
2024-07-29,44.09432040268322
2024-07-30,46.54400486949896
2024-07-31,41.64463593586749
2024-08-01,42.46119742480607
2024-08-02,44.910881891621806
2024-08-03,51.443373803130434
2024-08-04,49.81025082525328
2024-08-05,44.09432040268322
2024-08-06,40.828074446928916
2024-08-07,44.910881891621806
2024-08-08,40.011512957990334
2024-08-09,42.46119742480607
2024-08-10,48.17712784737612
2024-08-11,48.17712784737612
2024-08-12,44.09432040268322
2024-08-13,43.27775891374465
2024-08-14,43.27775891374465
2024-08-15,42.46119742480607
2024-08-16,41.64463593586749
2024-08-17,48.993689336314695
2024-08-18,48.307825453259206
2024-08-19,43.92262222805103
2024-08-20,41.91651349368926
2024-08-21,40.726966248266066
2024-08-22,41.11759949874302
2024-08-23,41.525880243212306
2024-08-24,48.71610619772849
2024-08-25,51.50348143304418
2024-08-26,43.12370823310479
2024-08-27,41.11759949874302
2024-08-28,43.514341483581745
2024-08-29,41.91651349368926
2024-08-30,42.324794238158546
2024-08-31,52.30239542799042
2024-09-01,56.29696540272164
2024-09-02,63.07891061276854
2024-09-03,41.91651349368926
2024-09-04,39.92805225331982
2024-09-05,37.53131026848109
2024-09-06,37.53131026848109
2024-09-07,48.307825453259206
2024-09-08,45.91108346842047
2024-09-09,40.726966248266066
2024-09-10,39.12913825837357
2024-09-11,37.53131026848109
2024-09-12,38.720857513904285
2024-09-13,39.12913825837357
2024-09-14,46.70999746336672
2024-09-15,40.726966248266066
2024-09-16,40.31868550379677
2024-09-17,36.71952554483367
2024-09-18,38.28205854674149
2024-09-19,38.28205854674149
2024-09-20,36.71952554483367
2024-09-21,46.875990057234475
2024-09-22,44.532190554372754
2024-09-23,38.28205854674149
2024-09-24,35.93825904387977
2024-09-25,35.156992542925856
2024-09-26,33.59445954101804
2024-09-27,38.28205854674149
2024-09-28,46.875990057234475
2024-09-29,43.75092405341884
2024-09-30,38.28205854674149
2024-10-01,38.28205854674149
2024-10-02,37.50079204578758
2024-10-03,39.06332504769539
2024-10-04,40.62585804960321
2024-10-05,49.2197895600962
2024-10-06,48.43852305914229
2024-10-07,42.188391051511026
2024-10-08,37.50079204578758
2024-10-09,37.50079204578758
2024-10-10,38.28205854674149
2024-10-11,39.844591548649305
2024-10-12,48.43852305914229
2024-10-13,44.532190554372754
2024-10-14,39.844591548649305
2024-10-15,38.28205854674149
2024-10-16,35.156992542925856
2024-10-17,35.156992542925856
2024-10-18,36.71952554483367
2024-10-19,45.31345705532666
2024-10-20,40.62585804960321
2024-10-21,34.37572604197195
2024-10-22,36.71952554483367
2024-10-23,35.93825904387977
2024-10-24,35.93825904387977
2024-10-25,35.93825904387977
2024-10-26,44.532190554372754
2024-10-27,42.96965755246494
2024-10-28,37.50079204578758
2024-10-29,33.59445954101804
2024-10-30,35.156992542925856
2024-10-31,35.156992542925856
2024-11-01,39.844591548649305
2024-11-02,50.00105606105011
2024-11-03,48.43852305914229
2024-11-04,39.06332504769539
2024-11-05,33.59445954101804
2024-11-06,25.781794531478962
2024-11-07,37.50079204578758
2024-11-08,39.844591548649305
2024-11-09,49.2197895600962
2024-11-10,48.43852305914229
2024-11-11,42.96965755246494
2024-11-12,41.40712455055712
2024-11-13,37.50079204578758
2024-11-14,39.06332504769539
2024-11-15,39.06332504769539
2024-11-16,49.2197895600962
2024-11-17,46.875990057234475
2024-11-18,42.96965755246494
2024-11-19,39.06332504769539
2024-11-20,38.28205854674149
2024-11-21,39.06332504769539
2024-11-22,39.844591548649305
2024-11-23,48.43852305914229
2024-11-24,50.00105606105011
2024-11-25,44.532190554372754
