Time,stock_market_today
2022-09-19,25.06550675033276
2022-09-20,31.041547822779993
2022-09-21,40.670945046586795
2022-09-22,37.01758889522723
2022-09-23,46.97765734930594
2022-09-24,11.952082144894465
2022-09-25,4.314698611903403
2022-09-26,39.840273816314884
2022-09-27,40.170945046586795
2022-09-28,35.05115040882296
2022-09-29,39.68054763262977
2022-09-30,34.389807948279135
2022-10-01,9.258794447613614
2022-10-02,4.629397223806807
2022-10-03,32.40578056664764
2022-10-04,40.341890093173596
2022-10-05,37.69652025099828
2022-10-06,30.421753185016158
2022-10-07,35.71249286936679
2022-10-08,8.597451987069784
2022-10-09,4.629397223806807
2022-10-10,48.27799961969956
2022-10-11,32.40578056664764
2022-10-12,27.776383342840838
2022-10-13,42.32591747480509
2022-10-14,35.05115040882296
2022-10-15,8.597451987069784
2022-10-16,3.968054763262977
2022-10-17,29.760410724472326
2022-10-18,32.40578056664764
2022-10-19,29.099068263928498
2022-10-20,27.11504088229701
2022-10-21,27.776383342840838
2022-10-22,6.613424605438295
2022-10-23,3.3067123027191476
2022-10-24,29.099068263928498
2022-10-25,29.099068263928498
2022-10-26,29.760410724472326
2022-10-27,29.099068263928498
2022-10-28,31.744438106103814
2022-10-29,8.597451987069784
2022-10-30,3.968054763262977
2022-10-31,24.469671040121693
2022-11-01,25.79235596120935
2022-11-02,34.389807948279135
2022-11-03,29.099068263928498
2022-11-04,25.13101350066552
2022-11-05,5.290739684350636
2022-11-06,2.645369842175318
2022-11-07,22.485643658490204
2022-11-08,27.776383342840838
2022-11-09,33.728465487735306
2022-11-10,45.63262977752424
2022-11-11,52.246054382962534
2022-11-12,10.581479368701272
2022-11-13,3.968054763262977
2022-11-14,25.79235596120935
2022-11-15,29.099068263928498
2022-11-16,26.45369842175318
2022-11-17,27.11504088229701
2022-11-18,23.146986119034032
2022-11-19,6.613424605438295
2022-11-20,2.645369842175318
2022-11-21,20.501616276858716
2022-11-22,21.824301197946372
2022-11-23,29.099068263928498
2022-11-24,11.242821829245102
2022-11-25,44.30994485643658
2022-11-26,5.290739684350636
2022-11-27,2.645369842175318
2022-11-28,19.178931355771056
2022-11-29,21.824301197946372
2022-11-30,24.469671040121693
2022-12-01,27.11504088229701
2022-12-02,22.485643658490204
2022-12-03,5.952082144894465
2022-12-04,2.645369842175318
2022-12-05,20.501616276858716
2022-12-06,25.13101350066552
2022-12-07,21.824301197946372
2022-12-08,19.178931355771056
2022-12-09,19.178931355771056
2022-12-10,5.952082144894465
2022-12-11,2.645369842175318
2022-12-12,17.856246434683396
2022-12-13,25.79235596120935
2022-12-14,26.45369842175318
2022-12-15,29.760410724472326
2022-12-16,27.11504088229701
2022-12-17,5.952082144894465
2022-12-18,1.9840273816314884
2022-12-19,19.840273816314884
2022-12-20,22.485643658490204
2022-12-21,20.501616276858716
2022-12-22,27.776383342840838
2022-12-23,33.728465487735306
2022-12-24,9.258794447613614
2022-12-25,2.645369842175318
2022-12-26,66.13424605438296
2022-12-27,26.45369842175318
2022-12-28,21.824301197946372
2022-12-29,21.824301197946372
2022-12-30,30.421753185016158
2022-12-31,6.613424605438295
2023-01-01,3.3067123027191476
2023-01-02,49.60068454078721
2023-01-03,21.824301197946372
2023-01-04,19.178931355771056
2023-01-05,19.840273816314884
2023-01-06,21.162958737402544
2023-01-07,7.274767065982124
2023-01-08,2.645369842175318
2023-01-09,19.840273816314884
2023-01-10,19.178931355771056
2023-01-11,20.501616276858716
2023-01-12,22.485643658490204
2023-01-13,22.485643658490204
2023-01-14,5.952082144894465
2023-01-15,2.645369842175318
2023-01-16,35.05115040882296
2023-01-17,21.824301197946372
2023-01-18,24.469671040121693
2023-01-19,25.13101350066552
2023-01-20,22.485643658490204
2023-01-21,5.952082144894465
2023-01-22,2.645369842175318
2023-01-23,19.178931355771056
2023-01-24,23.146986119034032
2023-01-25,21.824301197946372
2023-01-26,20.501616276858716
2023-01-27,21.162958737402544
2023-01-28,5.952082144894465
2023-01-29,2.645369842175318
2023-01-30,21.162958737402544
2023-01-31,22.485643658490204
2023-02-01,24.469671040121693
2023-02-02,27.11504088229701
2023-02-03,26.45369842175318
2023-02-04,5.952082144894465
2023-02-05,2.645369842175318
2023-02-06,19.178931355771056
2023-02-07,23.146986119034032
2023-02-08,21.824301197946372
2023-02-09,20.501616276858716
2023-02-10,21.824301197946372
2023-02-11,5.290739684350636
2023-02-12,1.9840273816314884
2023-02-13,17.856246434683396
2023-02-14,23.146986119034032
2023-02-15,21.162958737402544
2023-02-16,20.501616276858716
2023-02-17,21.824301197946372
2023-02-18,5.952082144894465
2023-02-19,3.3067123027191476
2023-02-20,43.648602395892745
2023-02-21,29.099068263928498
2023-02-22,26.45369842175318
2023-02-23,22.485643658490204
2023-02-24,25.13101350066552
2023-02-25,6.613424605438295
2023-02-26,2.645369842175318
2023-02-27,19.840273816314884
2023-02-28,19.178931355771056
2023-03-01,19.178931355771056
2023-03-02,18.517588895227227
2023-03-03,19.178931355771056
2023-03-04,5.290739684350636
2023-03-05,1.9840273816314884
2023-03-06,17.856246434683396
2023-03-07,23.80832857957786
2023-03-08,23.146986119034032
2023-03-09,27.11504088229701
2023-03-10,41.00323255371743
2023-03-11,15.210876592508079
2023-03-12,5.952082144894465
2023-03-13,56.87545160676934
2023-03-14,41.00323255371743
2023-03-15,48.939342080243385
2023-03-16,37.69652025099828
2023-03-17,32.40578056664764
2023-03-18,6.613424605438295
2023-03-19,3.968054763262977
2023-03-20,27.11504088229701
2023-03-21,26.45369842175318
2023-03-22,34.389807948279135
2023-03-23,33.06712302719148
2023-03-24,26.45369842175318
2023-03-25,5.952082144894465
2023-03-26,3.3067123027191476
2023-03-27,20.501616276858716
2023-03-28,22.485643658490204
2023-03-29,21.824301197946372
2023-03-30,21.162958737402544
2023-03-31,23.80832857957786
2023-04-01,5.290739684350636
2023-04-02,3.3067123027191476
2023-04-03,23.80832857957786
2023-04-04,23.80832857957786
2023-04-05,23.146986119034032
2023-04-06,22.485643658490204
2023-04-07,56.87545160676934
2023-04-08,5.952082144894465
2023-04-09,2.645369842175318
2023-04-10,23.80832857957786
2023-04-11,19.840273816314884
2023-04-12,21.824301197946372
2023-04-13,19.178931355771056
2023-04-14,21.162958737402544
2023-04-15,4.629397223806807
2023-04-16,2.645369842175318
2023-04-17,19.178931355771056
2023-04-18,18.517588895227227
2023-04-19,19.178931355771056
2023-04-20,18.517588895227227
2023-04-21,17.856246434683396
2023-04-22,3.968054763262977
2023-04-23,3.3067123027191476
2023-04-24,17.194903974139567
2023-04-25,21.162958737402544
2023-04-26,20.681046809117227
2023-04-27,19.75436194052029
2023-04-28,19.75436194052029
2023-04-29,4.070075115769062
2023-04-30,2.184040967465786
2023-05-01,18.497005841651436
2023-05-02,24.453115105723775
2023-05-03,23.824437056289348
2023-05-04,23.824437056289348
2023-05-05,21.309724858551647
2023-05-06,5.327431214637912
2023-05-07,2.514712197737701
2023-05-08,18.198999022488927
2023-05-09,19.125683891085863
2023-05-10,20.383039989954714
2023-05-11,19.75436194052029
2023-05-12,17.23964974278259
2023-05-13,4.698753165203487
2023-05-14,2.184040967465786
2023-05-15,17.23964974278259
2023-05-16,17.868327792217013
2023-05-17,18.497005841651436
2023-05-18,18.497005841651436
2023-05-19,19.75436194052029
2023-05-20,4.400746346040977
2023-05-21,2.8127190169002114
2023-05-22,17.868327792217013
2023-05-23,21.011718039389137
2023-05-24,23.195759006854924
2023-05-25,21.011718039389137
2023-05-26,25.03257280965088
2023-05-27,4.768109106600168
2023-05-28,2.384054553300084
2023-05-29,8.940204574875315
2023-05-30,20.264463703050712
2023-05-31,20.860477341375734
2023-06-01,20.860477341375734
2023-06-02,25.628586447975902
2023-06-03,5.96013638325021
2023-06-04,2.980068191625105
2023-06-05,20.264463703050712
2023-06-06,20.264463703050712
2023-06-07,19.07243642640067
2023-06-08,18.47642278807565
2023-06-09,18.47642278807565
2023-06-10,4.768109106600168
2023-06-11,2.384054553300084
2023-06-12,17.88040914975063
2023-06-13,19.668450064725693
2023-06-14,25.03257280965088
2023-06-15,23.84054553300084
2023-06-16,20.860477341375734
2023-06-17,4.768109106600168
2023-06-18,2.384054553300084
2023-06-19,59.601363832502095
2023-06-20,23.244531894675816
2023-06-21,20.860477341375734
2023-06-22,19.07243642640067
2023-06-23,18.47642278807565
2023-06-24,4.172095468275147
2023-06-25,2.384054553300084
2023-06-26,18.47642278807565
2023-06-27,17.284395511425608
2023-06-28,17.88040914975063
2023-06-29,16.68838187310059
2023-06-30,19.668450064725693
2023-07-01,4.768109106600168
2023-07-02,2.384054553300084
2023-07-03,48.277104704326696
2023-07-04,8.940204574875315
2023-07-05,18.47642278807565
2023-07-06,26.224600086300924
2023-07-07,20.860477341375734
2023-07-08,4.768109106600168
2023-07-09,1.788040914975063
2023-07-10,16.092368234775567
2023-07-11,17.284395511425608
2023-07-12,20.860477341375734
2023-07-13,21.456490979700753
2023-07-14,22.052504618025775
2023-07-15,4.768109106600168
2023-07-16,1.788040914975063
2023-07-17,17.88040914975063
2023-07-18,19.668450064725693
2023-07-19,19.668450064725693
2023-07-20,22.648518256350798
2023-07-21,19.668450064725693
2023-07-22,4.172095468275147
2023-07-23,2.384054553300084
2023-07-24,18.47642278807565
2023-07-25,17.88040914975063
2023-07-26,20.860477341375734
2023-07-27,25.03257280965088
2023-07-28,22.052504618025775
2023-07-29,4.172095468275147
2023-07-30,1.788040914975063
2023-07-31,17.284395511425608
2023-08-01,18.47642278807565
2023-08-02,26.820613724625943
2023-08-03,23.244531894675816
2023-08-04,22.052504618025775
2023-08-05,5.364122744925188
2023-08-06,2.384054553300084
2023-08-07,18.47642278807565
2023-08-08,22.052504618025775
2023-08-09,20.860477341375734
2023-08-10,19.07243642640067
2023-08-11,17.88040914975063
2023-08-12,3.576081829950126
2023-08-13,2.384054553300084
2023-08-14,16.092368234775567
2023-08-15,20.264463703050712
2023-08-16,20.860477341375734
2023-08-17,22.648518256350798
2023-08-18,19.668450064725693
2023-08-19,4.768109106600168
2023-08-20,2.384054553300084
2023-08-21,17.284395511425608
2023-08-22,18.47642278807565
2023-08-23,18.47642278807565
2023-08-24,20.860477341375734
2023-08-25,19.07243642640067
2023-08-26,4.172095468275147
2023-08-27,2.384054553300084
2023-08-28,14.304327319800503
2023-08-29,19.07243642640067
2023-08-30,19.07243642640067
2023-08-31,16.68838187310059
2023-09-01,16.68838187310059
2023-09-02,3.576081829950126
2023-09-03,1.788040914975063
2023-09-04,6.556150021575231
2023-09-05,16.68838187310059
2023-09-06,17.284395511425608
2023-09-07,16.68838187310059
2023-09-08,13.112300043150462
2023-09-09,3.576081829950126
2023-09-10,1.788040914975063
2023-09-11,13.708313681475483
2023-09-12,14.304327319800503
2023-09-13,14.304327319800503
2023-09-14,14.304327319800503
2023-09-15,16.68838187310059
2023-09-16,4.172095468275147
2023-09-17,2.384054553300084
2023-09-18,12.51628640482544
2023-09-19,16.092368234775567
2023-09-20,19.07243642640067
2023-09-21,21.456490979700753
2023-09-22,19.07243642640067
2023-09-23,4.768109106600168
2023-09-24,2.384054553300084
2023-09-25,14.900340958125524
2023-09-26,19.07243642640067
2023-09-27,20.264463703050712
2023-09-28,17.284395511425608
2023-09-29,15.496354596450544
2023-09-30,4.172095468275147
2023-10-01,2.384054553300084
2023-10-02,17.88040914975063
2023-10-03,26.224600086300924
2023-10-04,23.244531894675816
2023-10-05,20.264463703050712
2023-10-06,21.456490979700753
2023-10-07,4.768109106600168
2023-10-08,4.172095468275147
2023-10-09,36.35683193782628
2023-10-10,20.264463703050712
2023-10-11,17.88040914975063
2023-10-12,19.07243642640067
2023-10-13,16.68838187310059
2023-10-14,4.172095468275147
2023-10-15,2.384054553300084
2023-10-16,16.092368234775567
2023-10-17,16.68838187310059
2023-10-18,17.284395511425608
2023-10-19,17.284395511425608
2023-10-20,19.07243642640067
2023-10-21,4.768109106600168
2023-10-22,2.384054553300084
2023-10-23,19.07243642640067
2023-10-24,16.68838187310059
2023-10-25,20.860477341375734
2023-10-26,20.860477341375734
2023-10-27,17.284395511425608
2023-10-28,4.768109106600168
2023-10-29,2.384054553300084
2023-10-30,19.07243642640067
2023-10-31,19.668450064725693
2023-11-01,19.668450064725693
2023-11-02,19.668450064725693
2023-11-03,20.264463703050712
2023-11-04,4.172095468275147
2023-11-05,2.384054553300084
2023-11-06,19.07243642640067
2023-11-07,18.47642278807565
2023-11-08,17.284395511425608
2023-11-09,19.07243642640067
2023-11-10,25.03257280965088
2023-11-11,4.768109106600168
2023-11-12,2.980068191625105
2023-11-13,18.47642278807565
2023-11-14,23.84054553300084
2023-11-15,23.244531894675816
2023-11-16,19.668450064725693
2023-11-17,17.284395511425608
2023-11-18,3.576081829950126
2023-11-19,2.384054553300084
2023-11-20,17.284395511425608
2023-11-21,17.88040914975063
2023-11-22,28.012641001275984
2023-11-23,8.940204574875315
2023-11-24,44.70102287437657
2023-11-25,5.364122744925188
2023-11-26,2.384054553300084
2023-11-27,14.900340958125524
2023-11-28,16.68838187310059
2023-11-29,17.284395511425608
2023-11-30,18.47642278807565
2023-12-01,18.47642278807565
2023-12-02,4.768109106600168
2023-12-03,1.788040914975063
2023-12-04,17.88040914975063
2023-12-05,18.47642278807565
2023-12-06,17.284395511425608
2023-12-07,16.092368234775567
2023-12-08,17.284395511425608
2023-12-09,4.768109106600168
2023-12-10,2.384054553300084
2023-12-11,16.092368234775567
2023-12-12,18.47642278807565
2023-12-13,23.84054553300084
2023-12-14,27.416627362950965
2023-12-15,23.84054553300084
2023-12-16,6.556150021575231
2023-12-17,2.384054553300084
2023-12-18,17.284395511425608
2023-12-19,20.264463703050712
2023-12-20,35.164804661176234
2023-12-21,27.416627362950965
2023-12-22,31.43971942164486
2023-12-23,6.109139792831465
2023-12-24,2.2350511437188287
2023-12-25,4.4701022874376575
2023-12-26,25.330579628813393
2023-12-27,22.201508027607034
2023-12-28,20.860477341375734
2023-12-29,30.545698964157324
2023-12-30,5.811132973668954
2023-12-31,2.2350511437188287
2024-01-01,9.983228441944101
2024-01-02,22.797521665932052
2024-01-03,25.03257280965088
2024-01-04,20.562470522213225
2024-01-05,19.221439835981926
2024-01-06,4.4701022874376575
2024-01-07,2.2350511437188287
2024-01-08,16.986388692263098
2024-01-09,18.625426197656907
2024-01-10,16.986388692263098
2024-01-11,16.986388692263098
2024-01-12,16.986388692263098
2024-01-13,4.172095468275147
2024-01-14,2.2350511437188287
2024-01-15,28.90666145876352
2024-01-16,18.625426197656907
2024-01-17,20.860477341375734
2024-01-18,16.986388692263098
2024-01-19,18.625426197656907
2024-01-20,6.109139792831465
2024-01-21,2.0860477341375736
2024-01-22,18.77442960723816
2024-01-23,18.77442960723816
2024-01-24,18.77442960723816
2024-01-25,18.77442960723816
2024-01-26,14.602334138963016
2024-01-27,4.172095468275147
2024-01-28,2.0860477341375736
2024-01-29,12.516286404825442
2024-01-30,16.68838187310059
2024-01-31,18.77442960723816
2024-02-01,16.68838187310059
2024-02-02,16.68838187310059
2024-02-03,4.172095468275147
2024-02-04,2.0860477341375736
2024-02-05,14.602334138963016
2024-02-06,14.602334138963016
2024-02-07,12.516286404825442
2024-02-08,14.602334138963016
2024-02-09,14.602334138963016
2024-02-10,4.172095468275147
2024-02-11,2.0860477341375736
2024-02-12,12.516286404825442
2024-02-13,29.204668277926032
2024-02-14,25.032572809650883
2024-02-15,16.68838187310059
2024-02-16,16.68838187310059
2024-02-17,4.172095468275147
2024-02-18,4.172095468275147
2024-02-19,33.37676374620118
2024-02-20,18.77442960723816
2024-02-21,16.68838187310059
2024-02-22,18.77442960723816
2024-02-23,18.77442960723816
2024-02-24,4.172095468275147
2024-02-25,2.0860477341375736
2024-02-26,14.602334138963016
2024-02-27,14.602334138963016
2024-02-28,14.602334138963016
2024-02-29,14.602334138963016
2024-03-01,14.602334138963016
2024-03-02,4.172095468275147
2024-03-03,2.0860477341375736
2024-03-04,14.602334138963016
2024-03-05,20.860477341375734
2024-03-06,18.77442960723816
2024-03-07,16.68838187310059
2024-03-08,18.77442960723816
2024-03-09,4.172095468275147
2024-03-10,2.0860477341375736
2024-03-11,14.602334138963016
2024-03-12,16.68838187310059
2024-03-13,18.77442960723816
2024-03-14,16.68838187310059
2024-03-15,16.68838187310059
2024-03-16,4.172095468275147
2024-03-17,2.0860477341375736
2024-03-18,14.602334138963016
2024-03-19,14.602334138963016
2024-03-20,18.77442960723816
2024-03-21,18.77442960723816
2024-03-22,16.68838187310059
2024-03-23,4.172095468275147
2024-03-24,2.0860477341375736
2024-03-25,14.602334138963016
2024-03-26,14.602334138963016
2024-03-27,16.68838187310059
2024-03-28,18.77442960723816
2024-03-29,47.979097885164194
2024-03-30,4.172095468275147
2024-03-31,2.0860477341375736
2024-04-01,18.77442960723816
2024-04-02,20.860477341375734
2024-04-03,16.68838187310059
2024-04-04,27.118620543788456
2024-04-05,22.94652507551331
2024-04-06,4.172095468275147
2024-04-07,2.0860477341375736
2024-04-08,14.602334138963016
2024-04-09,16.68838187310059
2024-04-10,25.032572809650883
2024-04-11,20.860477341375734
2024-04-12,25.032572809650883
2024-04-13,8.344190936550294
2024-04-14,4.172095468275147
2024-04-15,27.118620543788456
2024-04-16,25.032572809650883
2024-04-17,20.860477341375734
2024-04-18,18.77442960723816
2024-04-19,25.032572809650883
2024-04-20,6.258143202412721
2024-04-21,4.172095468275147
2024-04-22,18.77442960723816
2024-04-23,16.68838187310059
2024-04-24,16.68838187310059
2024-04-25,22.94652507551331
2024-04-26,16.68838187310059
2024-04-27,4.172095468275147
2024-04-28,2.0860477341375736
2024-04-29,14.602334138963016
2024-04-30,20.860477341375734
2024-05-01,22.94652507551331
2024-05-02,14.602334138963016
2024-05-03,16.68838187310059
2024-05-04,4.172095468275147
2024-05-05,2.0860477341375736
2024-05-06,14.602334138963016
2024-05-07,14.602334138963016
2024-05-08,14.602334138963016
2024-05-09,14.602334138963016
2024-05-10,14.602334138963016
2024-05-11,4.172095468275147
2024-05-12,2.0860477341375736
2024-05-13,14.602334138963016
2024-05-14,14.602334138963016
2024-05-15,16.68838187310059
2024-05-16,18.77442960723816
2024-05-17,16.68838187310059
2024-05-18,4.172095468275147
2024-05-19,2.0860477341375736
2024-05-20,14.602334138963016
2024-05-21,14.602334138963016
2024-05-22,14.602334138963016
2024-05-23,22.94652507551331
2024-05-24,20.860477341375734
2024-05-25,4.172095468275147
2024-05-26,2.0860477341375736
2024-05-27,6.258143202412721
2024-05-28,14.602334138963016
2024-05-29,18.77442960723816
2024-05-30,18.77442960723816
2024-05-31,20.860477341375734
2024-06-01,6.258143202412721
2024-06-02,2.0860477341375736
2024-06-03,18.77442960723816
2024-06-04,18.77442960723816
2024-06-05,16.68838187310059
2024-06-06,16.68838187310059
2024-06-07,16.68838187310059
2024-06-08,4.172095468275147
2024-06-09,2.0860477341375736
2024-06-10,14.602334138963016
2024-06-11,14.602334138963016
2024-06-12,18.77442960723816
2024-06-13,16.68838187310059
2024-06-14,14.602334138963016
2024-06-15,4.172095468275147
2024-06-16,2.0860477341375736
2024-06-17,16.68838187310059
2024-06-18,14.602334138963016
2024-06-19,56.323288821714485
2024-06-20,18.77442960723816
2024-06-21,14.602334138963016
2024-06-22,4.172095468275147
2024-06-23,2.0860477341375736
2024-06-24,14.602334138963016
2024-06-25,14.602334138963016
2024-06-26,12.516286404825442
2024-06-27,12.516286404825442
2024-06-28,14.602334138963016
2024-06-29,4.172095468275147
2024-06-30,2.0860477341375736
2024-07-01,14.602334138963016
2024-07-02,12.516286404825442
2024-07-03,37.54885921447632
2024-07-04,8.344190936550294
2024-07-05,22.94652507551331
2024-07-06,4.172095468275147
2024-07-07,2.0860477341375736
2024-07-08,14.602334138963016
2024-07-09,14.602334138963016
2024-07-10,16.68838187310059
2024-07-11,25.032572809650883
2024-07-12,16.68838187310059
2024-07-13,4.172095468275147
2024-07-14,2.0860477341375736
2024-07-15,16.68838187310059
2024-07-16,20.860477341375734
2024-07-17,33.37676374620118
2024-07-18,27.118620543788456
2024-07-19,29.204668277926032
2024-07-20,6.258143202412721
2024-07-21,4.172095468275147
2024-07-22,20.860477341375734
2024-07-23,16.68838187310059
2024-07-24,37.54885921447632
2024-07-25,33.37676374620118
2024-07-26,20.860477341375734
2024-07-27,4.172095468275147
2024-07-28,2.0860477341375736
2024-07-29,14.602334138963016
2024-07-30,18.77442960723816
2024-07-31,18.77442960723816
2024-08-01,31.290716012063605
2024-08-02,58.409336555852065
2024-08-03,22.94652507551331
2024-08-04,6.258143202412721
2024-08-05,208.60477341375736
2024-08-06,133.5070549848047
2024-08-07,64.66747975826478
2024-08-08,43.80700241688905
2024-08-09,31.290716012063605
2024-08-10,8.344190936550294
2024-08-11,4.172095468275147
2024-08-12,25.032572809650883
2024-08-13,22.94652507551331
2024-08-14,22.94652507551331
2024-08-15,22.94652507551331
2024-08-16,20.860477341375734
2024-08-17,4.172095468275147
2024-08-18,3.650583534740754
2024-08-19,18.77442960723816
2024-08-20,22.425013141978916
2024-08-21,21.38198927491013
2024-08-22,22.425013141978916
2024-08-23,23.989548942582097
2024-08-24,5.215119335343934
2024-08-25,2.607559667671967
2024-08-26,21.38198927491013
2024-08-27,18.77442960723816
2024-08-28,22.425013141978916
2024-08-29,18.77442960723816
2024-08-30,18.77442960723816
2024-08-31,3.650583534740754
2024-09-01,2.607559667671967
2024-09-02,8.865702870084688
2024-09-03,36.50583534740754
2024-09-04,33.898275679735576
2024-09-05,21.38198927491013
2024-09-06,28.683156344391637
2024-09-07,6.258143202412721
2024-09-08,3.650583534740754
2024-09-09,18.77442960723816
2024-09-10,18.77442960723816
2024-09-11,25.032572809650883
2024-09-12,18.77442960723816
2024-09-13,16.166869939566197
2024-09-14,3.650583534740754
2024-09-15,2.607559667671967
2024-09-16,17.731405740169375
2024-09-17,18.77442960723816
2024-09-18,34.41978761326997
2024-09-19,28.161644410857242
