Time,wells_fargo
2022-08-24,63.0
2022-08-25,63.0
2022-08-26,71.0
2022-08-27,57.0
2022-08-28,40.0
2022-08-29,65.0
2022-08-30,65.0
2022-08-31,67.23417721518987
2022-09-01,76.75949367088609
2022-09-02,82.13924050632912
2022-09-03,62.765822784810126
2022-09-04,39.74683544303798
2022-09-05,45.62658227848101
2022-09-06,69.05696202531647
2022-09-07,68.14556962025317
2022-09-08,60.03164556962025
2022-09-09,69.96835443037975
2022-09-10,60.03164556962025
2022-09-11,37.01265822784811
2022-09-12,63.67721518987342
2022-09-13,60.94303797468355
2022-09-14,62.765822784810126
2022-09-15,69.05696202531647
2022-09-16,73.11392405063292
2022-09-17,56.88607594936709
2022-09-18,40.15822784810126
2022-09-19,62.765822784810126
2022-09-20,64.08860759493672
2022-09-21,60.94303797468355
2022-09-22,63.17721518987342
2022-09-23,66.82278481012659
2022-09-24,56.88607594936709
2022-09-25,36.10126582278481
2022-09-26,61.35443037974684
2022-09-27,60.94303797468355
2022-09-28,60.88607594936709
2022-09-29,60.88607594936709
2022-09-30,75.69620253164557
2022-10-01,68.29113924050634
2022-10-02,42.78481012658228
2022-10-03,71.58227848101266
2022-10-04,69.11392405063292
2022-10-05,65.82278481012659
2022-10-06,67.46835443037975
2022-10-07,73.22784810126583
2022-10-08,60.06329113924051
2022-10-09,38.67088607594937
2022-10-10,71.58227848101266
2022-10-11,66.64556962025317
2022-10-12,68.29113924050634
2022-10-13,65.0
2022-10-14,69.9367088607595
2022-10-15,59.24050632911393
2022-10-16,38.67088607594937
2022-10-17,64.17721518987342
2022-10-18,60.88607594936709
2022-10-19,62.53164556962026
2022-10-20,63.35443037974684
2022-10-21,69.11392405063292
2022-10-22,55.12658227848102
2022-10-23,37.848101265822784
2022-10-24,58.41772151898734
2022-10-25,60.06329113924051
2022-10-26,63.35443037974684
2022-10-27,62.53164556962026
2022-10-28,66.64556962025317
2022-10-29,59.24050632911393
2022-10-30,36.20253164556962
2022-10-31,65.0
2022-11-01,73.22784810126583
2022-11-02,68.29113924050634
2022-11-03,66.64556962025317
2022-11-04,71.58227848101266
2022-11-05,57.594936708860764
2022-11-06,37.025316455696206
2022-11-07,65.82278481012659
2022-11-08,59.24050632911393
2022-11-09,56.77215189873418
2022-11-10,63.35443037974684
2022-11-11,66.64556962025317
2022-11-12,59.24050632911393
2022-11-13,39.493670886075954
2022-11-14,62.53164556962026
2022-11-15,67.46835443037975
2022-11-16,60.88607594936709
2022-11-17,60.88607594936709
2022-11-18,69.11392405063292
2022-11-19,56.77215189873418
2022-11-20,36.20253164556962
2022-11-21,57.594936708860764
2022-11-22,61.708860759493675
2022-11-23,66.64556962025317
2022-11-24,35.37974683544304
2022-11-25,60.06329113924051
2022-11-26,47.721518987341774
2022-11-27,36.20253164556962
2022-11-28,56.77215189873418
2022-11-29,59.24050632911393
2022-11-30,63.35443037974684
2022-12-01,72.40506329113924
2022-12-02,71.58227848101266
2022-12-03,62.53164556962026
2022-12-04,39.493670886075954
2022-12-05,62.53164556962026
2022-12-06,61.708860759493675
2022-12-07,60.88607594936709
2022-12-08,60.06329113924051
2022-12-09,65.82278481012659
2022-12-10,56.77215189873418
2022-12-11,37.848101265822784
2022-12-12,60.88607594936709
2022-12-13,60.88607594936709
2022-12-14,60.06329113924051
2022-12-15,63.35443037974684
2022-12-16,71.58227848101266
2022-12-17,57.594936708860764
2022-12-18,38.67088607594937
2022-12-19,62.53164556962026
2022-12-20,72.40506329113924
2022-12-21,74.87341772151899
2022-12-22,69.11392405063292
2022-12-23,69.11392405063292
2022-12-24,52.65822784810127
2022-12-25,27.9746835443038
2022-12-26,58.41772151898734
2022-12-27,67.46835443037975
2022-12-28,72.40506329113924
2022-12-29,65.82278481012659
2022-12-30,76.51898734177216
2022-12-31,58.41772151898734
2023-01-01,37.848101265822784
2023-01-02,68.29113924050634
2023-01-03,69.9367088607595
2023-01-04,69.9367088607595
2023-01-05,67.46835443037975
2023-01-06,74.87341772151899
2023-01-07,60.88607594936709
2023-01-08,41.9620253164557
2023-01-09,61.708860759493675
2023-01-10,66.64556962025317
2023-01-11,64.17721518987342
2023-01-12,63.35443037974684
2023-01-13,65.82278481012659
2023-01-14,55.9493670886076
2023-01-15,38.67088607594937
2023-01-16,55.12658227848102
2023-01-17,67.46835443037975
2023-01-18,63.35443037974684
2023-01-19,63.35443037974684
2023-01-20,65.82278481012659
2023-01-21,58.41772151898734
2023-01-22,37.848101265822784
2023-01-23,60.88607594936709
2023-01-24,60.88607594936709
2023-01-25,59.24050632911393
2023-01-26,60.06329113924051
2023-01-27,64.17721518987342
2023-01-28,58.41772151898734
2023-01-29,37.848101265822784
2023-01-30,60.06329113924051
2023-01-31,67.46835443037975
2023-02-01,73.22784810126583
2023-02-02,69.9367088607595
2023-02-03,72.40506329113924
2023-02-04,61.708860759493675
2023-02-05,41.139240506329116
2023-02-06,62.53164556962026
2023-02-07,63.35443037974684
2023-02-08,60.06329113924051
2023-02-09,64.17721518987342
2023-02-10,66.64556962025317
2023-02-11,60.06329113924051
2023-02-12,37.848101265822784
2023-02-13,59.24050632911393
2023-02-14,61.708860759493675
2023-02-15,65.0
2023-02-16,65.0
2023-02-17,68.29113924050634
2023-02-18,59.24050632911393
2023-02-19,41.139240506329116
2023-02-20,53.481012658227854
2023-02-21,64.17721518987342
2023-02-22,63.35443037974684
2023-02-23,64.17721518987342
2023-02-24,69.9367088607595
2023-02-25,60.88607594936709
2023-02-26,41.9620253164557
2023-02-27,65.0
2023-02-28,68.29113924050634
2023-03-01,75.69620253164557
2023-03-02,71.58227848101266
2023-03-03,69.9367088607595
2023-03-04,63.35443037974684
2023-03-05,41.9620253164557
2023-03-06,61.708860759493675
2023-03-07,62.53164556962026
2023-03-08,63.35443037974684
2023-03-09,64.17721518987342
2023-03-10,80.63291139240506
2023-03-11,80.63291139240506
2023-03-12,52.65822784810127
2023-03-13,72.40506329113924
2023-03-14,72.40506329113924
2023-03-15,73.22784810126583
2023-03-16,69.11392405063292
2023-03-17,71.58227848101266
2023-03-18,57.594936708860764
2023-03-19,41.139240506329116
2023-03-20,61.708860759493675
2023-03-21,62.53164556962026
2023-03-22,64.17721518987342
2023-03-23,61.708860759493675
2023-03-24,62.53164556962026
2023-03-25,55.9493670886076
2023-03-26,39.493670886075954
2023-03-27,60.88607594936709
2023-03-28,60.88607594936709
2023-03-29,60.88607594936709
2023-03-30,62.53164556962026
2023-03-31,73.22784810126583
2023-04-01,64.17721518987342
2023-04-02,42.78481012658228
2023-04-03,69.11392405063292
2023-04-04,67.46835443037975
2023-04-05,62.53164556962026
2023-04-06,64.17721518987342
2023-04-07,69.9367088607595
2023-04-08,55.9493670886076
2023-04-09,35.37974683544304
2023-04-10,67.46835443037975
2023-04-11,65.0
2023-04-12,63.35443037974684
2023-04-13,65.82278481012659
2023-04-14,72.40506329113924
2023-04-15,61.708860759493675
2023-04-16,41.9620253164557
2023-04-17,65.0
2023-04-18,64.17721518987342
2023-04-19,61.708860759493675
2023-04-20,63.35443037974684
2023-04-21,61.708860759493675
2023-04-22,53.481012658227854
2023-04-23,36.20253164556962
2023-04-24,56.77215189873418
2023-04-25,57.594936708860764
2023-04-26,60.017750247711966
2023-04-27,60.808713598067555
2023-04-28,64.35213794478221
2023-04-29,56.8538968462896
2023-04-30,40.65505889388547
2023-05-01,74.22326909434162
2023-05-02,72.26177144833812
2023-05-03,71.47080809798254
2023-05-04,75.4256248497605
2023-05-05,74.6346614994049
2023-05-06,68.30695469656018
2023-05-07,57.64486019664519
2023-05-08,64.35213794478221
2023-05-09,59.22678689735638
2023-05-10,59.22678689735638
2023-05-11,58.43582354700078
2023-05-12,65.93406464549341
2023-05-13,52.519509149219346
2023-05-14,36.32067119681521
2023-05-15,60.808713598067555
2023-05-16,62.770211244071035
2023-05-17,61.59967694842315
2023-05-18,63.18160364913433
2023-05-19,62.390640298778735
2023-05-20,54.481006795222825
2023-05-21,37.11163454717081
2023-05-22,58.43582354700078
2023-05-23,61.59967694842315
2023-05-24,58.43582354700078
2023-05-25,65.5544937002011
2023-05-26,64.52706069969102
2023-05-27,54.65821612209122
2023-05-28,37.19795263864541
2023-05-29,42.51194587273761
2023-05-30,66.04534448086022
2023-05-31,73.63676338670622
2023-06-01,75.91418905846002
2023-06-02,72.87762149612162
2023-06-03,60.73135124676802
2023-06-04,37.95709452923001
2023-06-05,64.52706069969102
2023-06-06,65.28620259027562
2023-06-07,62.24963502793722
2023-06-08,64.52706069969102
2023-06-09,68.32277015261403
2023-06-10,54.65821612209122
2023-06-11,34.920526966891615
2023-06-12,61.49049313735262
2023-06-13,59.97220935618342
2023-06-14,63.00877691852182
2023-06-15,66.80448637144482
2023-06-16,66.04534448086022
2023-06-17,53.89907423150662
2023-06-18,36.43881074806081
2023-06-19,59.97220935618342
2023-06-20,65.28620259027562
2023-06-21,66.04534448086022
2023-06-22,63.00877691852182
2023-06-23,67.56362826202943
2023-06-24,51.62164855975281
2023-06-25,37.19795263864541
2023-06-26,61.49049313735262
2023-06-27,66.04534448086022
2023-06-28,64.52706069969102
2023-06-29,66.04534448086022
2023-06-30,72.87762149612162
2023-07-01,65.28620259027562
2023-07-02,44.789371544491416
2023-07-03,75.91418905846002
2023-07-04,46.30765532566061
2023-07-05,69.84105393378323
2023-07-06,71.35933771495242
2023-07-07,69.08191204319863
2023-07-08,57.694783684429616
2023-07-09,39.475378310399215
2023-07-10,62.24963502793722
2023-07-11,62.24963502793722
2023-07-12,62.24963502793722
2023-07-13,64.52706069969102
2023-07-14,67.56362826202943
2023-07-15,54.65821612209122
2023-07-16,37.19795263864541
2023-07-17,61.49049313735262
2023-07-18,62.24963502793722
2023-07-19,63.00877691852182
2023-07-20,60.73135124676802
2023-07-21,63.00877691852182
2023-07-22,50.10336477858362
2023-07-23,37.19795263864541
2023-07-24,59.97220935618342
2023-07-25,60.73135124676802
2023-07-26,58.45392557501422
2023-07-27,63.76791880910642
2023-07-28,69.08191204319863
2023-07-29,56.935641793845015
2023-07-30,37.95709452923001
2023-07-31,68.32277015261403
2023-08-01,75.91418905846002
2023-08-02,66.80448637144482
2023-08-03,69.08191204319863
2023-08-04,70.60019582436782
2023-08-05,59.97220935618342
2023-08-06,40.99366209156841
2023-08-07,59.97220935618342
2023-08-08,61.49049313735262
2023-08-09,58.45392557501422
2023-08-10,64.52706069969102
2023-08-11,66.04534448086022
2023-08-12,53.139932340922016
2023-08-13,38.716236419814614
2023-08-14,60.73135124676802
2023-08-15,66.04534448086022
2023-08-16,68.32277015261403
2023-08-17,60.73135124676802
2023-08-18,59.97220935618342
2023-08-19,53.139932340922016
2023-08-20,35.67966885747621
2023-08-21,57.694783684429616
2023-08-22,59.97220935618342
2023-08-23,60.73135124676802
2023-08-24,59.97220935618342
2023-08-25,63.00877691852182
2023-08-26,53.139932340922016
2023-08-27,37.19795263864541
2023-08-28,56.17649990326042
2023-08-29,58.45392557501422
2023-08-30,60.73135124676802
2023-08-31,66.04534448086022
2023-09-01,71.35933771495242
2023-09-02,56.935641793845015
2023-09-03,37.19795263864541
2023-09-04,42.51194587273761
2023-09-05,67.56362826202943
2023-09-06,63.76791880910642
2023-09-07,62.24963502793722
2023-09-08,58.45392557501422
2023-09-09,53.139932340922016
2023-09-10,33.40224318572241
2023-09-11,58.45392557501422
2023-09-12,56.17649990326042
2023-09-13,55.41735801267582
2023-09-14,60.73135124676802
2023-09-15,63.00877691852182
2023-09-16,52.380790450337415
2023-09-17,36.43881074806081
2023-09-18,56.17649990326042
2023-09-19,56.935641793845015
2023-09-20,55.41735801267582
2023-09-21,56.935641793845015
2023-09-22,56.17649990326042
2023-09-23,49.34422288799902
2023-09-24,34.920526966891615
2023-09-25,53.89907423150662
2023-09-26,52.380790450337415
2023-09-27,56.935641793845015
2023-09-28,59.21306746559882
2023-09-29,65.28620259027562
2023-09-30,55.41735801267582
2023-10-01,41.75280398215301
2023-10-02,66.04534448086022
2023-10-03,64.52706069969102
2023-10-04,59.21306746559882
2023-10-05,58.45392557501422
2023-10-06,61.49049313735262
2023-10-07,51.62164855975281
2023-10-08,36.43881074806081
2023-10-09,57.694783684429616
2023-10-10,61.49049313735262
2023-10-11,60.73135124676802
2023-10-12,62.24963502793722
2023-10-13,61.49049313735262
2023-10-14,48.585080997414416
2023-10-15,36.43881074806081
2023-10-16,56.17649990326042
2023-10-17,54.65821612209122
2023-10-18,55.41735801267582
2023-10-19,55.41735801267582
2023-10-20,56.17649990326042
2023-10-21,49.34422288799902
2023-10-22,34.920526966891615
2023-10-23,52.380790450337415
2023-10-24,52.380790450337415
2023-10-25,56.17649990326042
2023-10-26,54.65821612209122
2023-10-27,57.694783684429616
2023-10-28,47.825939106829814
2023-10-29,31.88395940455321
2023-10-30,55.41735801267582
2023-10-31,57.694783684429616
2023-11-01,67.56362826202943
2023-11-02,63.00877691852182
2023-11-03,65.28620259027562
2023-11-04,53.139932340922016
2023-11-05,34.920526966891615
2023-11-06,53.139932340922016
2023-11-07,55.41735801267582
2023-11-08,56.17649990326042
2023-11-09,56.17649990326042
2023-11-10,67.56362826202943
2023-11-11,50.10336477858362
2023-11-12,32.64310129513781
2023-11-13,52.380790450337415
2023-11-14,55.41735801267582
2023-11-15,58.45392557501422
2023-11-16,57.694783684429616
2023-11-17,56.935641793845015
2023-11-18,49.34422288799902
2023-11-19,32.64310129513781
2023-11-20,52.380790450337415
2023-11-21,54.65821612209122
2023-11-22,58.45392557501422
2023-11-23,31.88395940455321
2023-11-24,50.86250666916822
2023-11-25,45.54851343507602
2023-11-26,33.40224318572241
2023-11-27,54.65821612209122
2023-11-28,56.935641793845015
2023-11-29,58.45392557501422
2023-11-30,56.935641793845015
2023-12-01,67.56362826202943
2023-12-02,56.935641793845015
2023-12-03,34.920526966891615
2023-12-04,57.694783684429616
2023-12-05,58.45392557501422
2023-12-06,58.45392557501422
2023-12-07,59.21306746559882
2023-12-08,56.935641793845015
2023-12-09,52.380790450337415
2023-12-10,34.16138507630701
2023-12-11,56.17649990326042
2023-12-12,54.65821612209122
2023-12-13,55.41735801267582
2023-12-14,59.21306746559882
2023-12-15,59.97220935618342
2023-12-16,54.65821612209122
2023-12-17,35.67966885747621
2023-12-18,52.380790450337415
2023-12-19,57.694783684429616
2023-12-20,59.97220935618342
2023-12-21,59.21306746559882
2023-12-22,61.593607718331796
2023-12-23,53.72998250941026
2023-12-24,31.156085821645316
2023-12-25,24.72958846264148
2023-12-26,54.068975489076806
2023-12-27,58.380359038829866
2023-12-28,63.74929949320832
2023-12-29,67.68111209766909
2023-12-30,53.01141858445142
2023-12-31,37.24359020098261
2024-01-01,37.96215412594145
2024-01-02,65.18642734312601
2024-01-03,65.90499126808486
2024-01-04,63.030735568249476
2024-01-05,60.875043793372946
2024-01-06,50.85572680957489
2024-01-07,32.213642726270706
2024-01-08,49.4185989596572
2024-01-09,50.85572680957489
2024-01-10,53.72998250941026
2024-01-11,53.01141858445142
2024-01-12,56.94323118891218
2024-01-13,46.92391420511412
2024-01-14,31.87464974660416
2024-01-15,44.7682224302376
2024-01-16,52.292854659492576
2024-01-17,56.94323118891218
2024-01-18,54.068975489076806
2024-01-19,56.224667263953336
2024-01-20,48.70003503469836
2024-01-21,33.22131200732129
2024-01-22,51.526932909314645
2024-01-23,49.49297503131539
2024-01-24,54.238876746646994
2024-01-25,52.88290482798082
2024-01-26,51.526932909314645
2024-01-27,46.10304523464995
2024-01-28,29.15339625132276
2024-01-29,50.84894694998156
2024-01-30,55.59484866531317
2024-01-31,53.56089078731391
2024-02-01,57.628806543312436
2024-02-02,60.340750380644785
2024-02-03,50.84894694998156
2024-02-04,34.57728392598746
2024-02-05,50.84894694998156
2024-02-06,51.526932909314645
2024-02-07,50.84894694998156
2024-02-08,50.170960990648474
2024-02-09,54.91686270598009
2024-02-10,48.13700311264921
2024-02-11,29.83138221065585
2024-02-12,45.42505927531686
2024-02-13,49.49297503131539
2024-02-14,50.84894694998156
2024-02-15,54.91686270598009
2024-02-16,56.95082058397935
2024-02-17,52.20491886864774
2024-02-18,35.25526988532055
2024-02-19,46.78103119398303
2024-02-20,52.20491886864774
2024-02-21,54.91686270598009
2024-02-22,59.6627644213117
2024-02-23,53.56089078731391
2024-02-24,48.13700311264921
2024-02-25,36.61124180398672
2024-02-26,50.84894694998156
2024-02-27,52.88290482798082
2024-02-28,52.20491886864774
2024-02-29,56.27283462464626
2024-03-01,63.052694217977134
2024-03-02,52.88290482798082
2024-03-03,35.25526988532055
2024-03-04,55.59484866531317
2024-03-05,54.238876746646994
2024-03-06,50.84894694998156
2024-03-07,52.20491886864774
2024-03-08,52.20491886864774
2024-03-09,47.459017153316125
2024-03-10,31.187354129322024
2024-03-11,48.814989071982296
2024-03-12,53.56089078731391
2024-03-13,50.84894694998156
2024-03-14,52.20491886864774
2024-03-15,52.88290482798082
2024-03-16,46.10304523464995
2024-03-17,31.187354129322024
2024-03-18,50.84894694998156
2024-03-19,50.84894694998156
2024-03-20,52.88290482798082
2024-03-21,49.49297503131539
2024-03-22,52.20491886864774
2024-03-23,46.78103119398303
2024-03-24,31.187354129322024
2024-03-25,50.84894694998156
2024-03-26,48.814989071982296
2024-03-27,50.84894694998156
2024-03-28,53.56089078731391
2024-03-29,59.6627644213117
2024-03-30,48.13700311264921
2024-03-31,28.475410291989675
2024-04-01,60.340750380644785
2024-04-02,56.27283462464626
2024-04-03,53.56089078731391
2024-04-04,52.20491886864774
2024-04-05,54.238876746646994
2024-04-06,42.71311543798451
2024-04-07,29.15339625132276
2024-04-08,46.78103119398303
2024-04-09,49.49297503131539
2024-04-10,52.88290482798082
2024-04-11,50.84894694998156
2024-04-12,56.27283462464626
2024-04-13,46.10304523464995
2024-04-14,33.89929796665437
2024-04-15,56.95082058397935
2024-04-16,50.170960990648474
2024-04-17,48.814989071982296
2024-04-18,49.49297503131539
2024-04-19,50.84894694998156
2024-04-20,42.71311543798451
2024-04-21,26.44145241399041
2024-04-22,44.069087356650684
2024-04-23,46.78103119398303
2024-04-24,45.42505927531686
2024-04-25,49.49297503131539
2024-04-26,49.49297503131539
2024-04-27,41.357143519318335
2024-04-28,31.187354129322024
2024-04-29,49.49297503131539
2024-04-30,52.20491886864774
2024-05-01,54.91686270598009
2024-05-02,54.91686270598009
2024-05-03,55.59484866531317
2024-05-04,44.747073315983776
2024-05-05,30.509368169988935
2024-05-06,51.526932909314645
2024-05-07,46.10304523464995
2024-05-08,52.88290482798082
2024-05-09,61.01873633997787
2024-05-10,64.4086661366433
2024-05-11,59.6627644213117
2024-05-12,62.37470825864405
2024-05-13,54.238876746646994
2024-05-14,50.170960990648474
2024-05-15,48.13700311264921
2024-05-16,48.814989071982296
2024-05-17,50.170960990648474
2024-05-18,42.03512947865142
2024-05-19,27.797424332656586
2024-05-20,48.13700311264921
2024-05-21,48.13700311264921
2024-05-22,48.13700311264921
2024-05-23,46.78103119398303
2024-05-24,51.526932909314645
2024-05-25,41.357143519318335
2024-05-26,30.509368169988935
2024-05-27,29.15339625132276
2024-05-28,48.814989071982296
2024-05-29,53.56089078731391
2024-05-30,53.56089078731391
2024-05-31,58.30679250264552
2024-06-01,48.13700311264921
2024-06-02,33.89929796665437
2024-06-03,53.56089078731391
2024-06-04,53.56089078731391
2024-06-05,52.20491886864774
2024-06-06,52.88290482798082
2024-06-07,51.526932909314645
2024-06-08,46.78103119398303
2024-06-09,29.83138221065585
2024-06-10,51.526932909314645
2024-06-11,48.814989071982296
2024-06-12,52.20491886864774
2024-06-13,55.59484866531317
2024-06-14,57.628806543312436
2024-06-15,45.42505927531686
2024-06-16,31.187354129322024
2024-06-17,58.30679250264552
2024-06-18,54.91686270598009
2024-06-19,52.88290482798082
2024-06-20,53.56089078731391
2024-06-21,55.59484866531317
2024-06-22,42.71311543798451
2024-06-23,27.797424332656586
2024-06-24,52.20491886864774
2024-06-25,50.84894694998156
2024-06-26,48.814989071982296
2024-06-27,54.238876746646994
2024-06-28,56.27283462464626
2024-06-29,46.78103119398303
2024-06-30,31.187354129322024
2024-07-01,61.01873633997787
2024-07-02,56.27283462464626
2024-07-03,58.30679250264552
2024-07-04,36.61124180398672
2024-07-05,53.56089078731391
2024-07-06,42.71311543798451
2024-07-07,28.475410291989675
2024-07-08,51.526932909314645
2024-07-09,50.84894694998156
2024-07-10,51.526932909314645
2024-07-11,52.20491886864774
2024-07-12,56.95082058397935
2024-07-13,42.03512947865142
2024-07-14,26.44145241399041
2024-07-15,50.84894694998156
2024-07-16,51.526932909314645
2024-07-17,51.526932909314645
2024-07-18,51.526932909314645
2024-07-19,54.91686270598009
2024-07-20,43.3911013973176
2024-07-21,27.119438373323497
2024-07-22,47.459017153316125
2024-07-23,47.459017153316125
2024-07-24,48.13700311264921
2024-07-25,49.49297503131539
2024-07-26,54.238876746646994
2024-07-27,41.357143519318335
2024-07-28,28.475410291989675
2024-07-29,50.170960990648474
2024-07-30,51.526932909314645
2024-07-31,54.91686270598009
2024-08-01,60.340750380644785
2024-08-02,56.27283462464626
2024-08-03,46.10304523464995
2024-08-04,27.119438373323497
2024-08-05,50.84894694998156
2024-08-06,50.170960990648474
2024-08-07,50.170960990648474
2024-08-08,46.78103119398303
2024-08-09,49.49297503131539
2024-08-10,40.67915755998525
2024-08-11,25.763466454657323
2024-08-12,48.814989071982296
2024-08-13,49.49297503131539
2024-08-14,48.814989071982296
2024-08-15,53.56089078731391
2024-08-16,52.88290482798082
2024-08-17,40.67915755998525
2024-08-18,27.105702044190846
2024-08-19,48.596749638721676
2024-08-20,48.91927304009142
2024-08-21,48.25775665905513
2024-08-22,47.9352332576854
2024-08-23,47.596240278018854
2024-08-24,39.99703668524999
2024-08-25,26.444185663154563
2024-08-26,45.950684114576546
2024-08-27,46.27320751594628
2024-08-28,46.93472389698256
2024-08-29,56.85746961252683
2024-08-30,64.45667320529569
2024-08-31,51.565338564236555
2024-09-01,38.674003923177416
2024-09-02,40.658553066286274
2024-09-03,56.85746961252683
2024-09-04,54.87292046941798
2024-09-05,50.903822183200276
2024-09-06,50.24230580216398
2024-09-07,43.96613497146769
2024-09-08,28.428734806263414
2024-09-09,46.93472389698256
2024-09-10,45.950684114576546
2024-09-11,43.96613497146769
2024-09-12,49.580789421127704
2024-09-13,50.903822183200276
2024-09-14,43.3046185904314
2024-09-15,27.105702044190846
2024-09-16,46.93472389698256
2024-09-17,47.0884165999821
2024-09-18,47.0884165999821
2024-09-19,47.0884165999821
2024-09-20,47.733463402721576
2024-09-21,39.347854967108326
2024-09-22,25.15682530683975
2024-09-23,44.50822938902417
2024-09-24,44.50822938902417
