Time,games
2022-04-18,44.0
2022-04-19,47.0
2022-04-20,48.0
2022-04-21,51.0
2022-04-22,53.0
2022-04-23,44.0
2022-04-24,44.0
2022-04-25,47.0
2022-04-26,52.0
2022-04-27,52.0
2022-04-28,52.0
2022-04-29,58.0
2022-04-30,41.0
2022-05-01,42.0
2022-05-02,49.0
2022-05-03,54.0
2022-05-04,56.0
2022-05-05,56.0
2022-05-06,61.0
2022-05-07,45.0
2022-05-08,45.0
2022-05-09,50.0
2022-05-10,54.0
2022-05-11,55.0
2022-05-12,58.0
2022-05-13,59.0
2022-05-14,44.0
2022-05-15,45.0
2022-05-16,52.0
2022-05-17,56.0
2022-05-18,53.0
2022-05-19,58.0
2022-05-20,58.0
2022-05-21,41.0
2022-05-22,44.0
2022-05-23,51.0
2022-05-24,54.0
2022-05-25,52.0
2022-05-26,49.0
2022-05-27,49.0
2022-05-28,40.0
2022-05-29,38.0
2022-05-30,38.0
2022-05-31,38.0
2022-06-01,41.0
2022-06-02,40.0
2022-06-03,42.0
2022-06-04,37.0
2022-06-05,41.0
2022-06-06,39.0
2022-06-07,38.0
2022-06-08,38.0
2022-06-09,41.0
2022-06-10,39.0
2022-06-11,38.0
2022-06-12,38.0
2022-06-13,38.0
2022-06-14,39.0
2022-06-15,35.0
2022-06-16,36.0
2022-06-17,37.0
2022-06-18,32.0
2022-06-19,33.0
2022-06-20,30.0
2022-06-21,32.0
2022-06-22,33.0
2022-06-23,32.0
2022-06-24,33.0
2022-06-25,34.0
2022-06-26,35.0
2022-06-27,31.0
2022-06-28,30.0
2022-06-29,31.0
2022-06-30,29.0
2022-07-01,29.0
2022-07-02,31.0
2022-07-03,32.0
2022-07-04,32.0
2022-07-05,29.0
2022-07-06,29.0
2022-07-07,30.0
2022-07-08,31.0
2022-07-09,34.0
2022-07-10,32.0
2022-07-11,28.0
2022-07-12,29.0
2022-07-13,30.0
2022-07-14,29.0
2022-07-15,31.0
2022-07-16,33.0
2022-07-17,34.0
2022-07-18,28.0
2022-07-19,30.0
2022-07-20,29.0
2022-07-21,28.0
2022-07-22,28.0
2022-07-23,32.0
2022-07-24,35.0
2022-07-25,30.0
2022-07-26,29.0
2022-07-27,30.0
2022-07-28,30.0
2022-07-29,30.0
2022-07-30,32.0
2022-07-31,34.0
2022-08-01,30.0
2022-08-02,30.0
2022-08-03,33.0
2022-08-04,33.0
2022-08-05,35.0
2022-08-06,39.0
2022-08-07,42.0
2022-08-08,32.0
2022-08-09,32.0
2022-08-10,34.0
2022-08-11,36.0
2022-08-12,37.0
2022-08-13,41.0
2022-08-14,44.0
2022-08-15,33.0
2022-08-16,37.0
2022-08-17,36.0
2022-08-18,39.0
2022-08-19,43.0
2022-08-20,41.0
2022-08-21,41.0
2022-08-22,38.0
2022-08-23,42.0
2022-08-24,41.0
2022-08-25,44.0
2022-08-26,49.0
2022-08-27,44.0
2022-08-28,44.0
2022-08-29,40.76190476190476
2022-08-30,42.85714285714286
2022-08-31,42.35714285714286
2022-09-01,47.04761904761905
2022-09-02,50.19047619047619
2022-09-03,41.80952380952381
2022-09-04,48.0952380952381
2022-09-05,38.66666666666667
2022-09-06,41.30952380952381
2022-09-07,47.04761904761905
2022-09-08,49.142857142857146
2022-09-09,58.023809523809526
2022-09-10,43.904761904761905
2022-09-11,73.6904761904762
2022-09-12,49.642857142857146
2022-09-13,49.142857142857146
2022-09-14,47.54761904761905
2022-09-15,51.73809523809524
2022-09-16,61.16666666666667
2022-09-17,46.0
2022-09-18,68.45238095238096
2022-09-19,52.28571428571429
2022-09-20,50.69047619047619
2022-09-21,49.142857142857146
2022-09-22,51.73809523809524
2022-09-23,55.92857142857143
2022-09-24,43.904761904761905
2022-09-25,69.0
2022-09-26,50.19047619047619
2022-09-27,48.0952380952381
2022-09-28,47.0952380952381
2022-09-29,49.28571428571429
2022-09-30,56.952380952380956
2022-10-01,42.714285714285715
2022-10-02,63.52380952380953
2022-10-03,50.38095238095239
2022-10-04,48.1904761904762
2022-10-05,47.0952380952381
2022-10-06,49.28571428571429
2022-10-07,56.952380952380956
2022-10-08,42.714285714285715
2022-10-09,65.71428571428572
2022-10-10,47.0952380952381
2022-10-11,50.38095238095239
2022-10-12,47.0952380952381
2022-10-13,47.0952380952381
2022-10-14,54.761904761904766
2022-10-15,46.00000000000001
2022-10-16,67.90476190476191
2022-10-17,53.66666666666667
2022-10-18,53.66666666666667
2022-10-19,51.47619047619048
2022-10-20,54.761904761904766
2022-10-21,55.85714285714286
2022-10-22,48.1904761904762
2022-10-23,66.80952380952381
2022-10-24,50.38095238095239
2022-10-25,48.1904761904762
2022-10-26,49.28571428571429
2022-10-27,51.47619047619048
2022-10-28,54.761904761904766
2022-10-29,42.714285714285715
2022-10-30,60.23809523809524
2022-10-31,48.1904761904762
2022-11-01,48.1904761904762
2022-11-02,49.28571428571429
2022-11-03,52.57142857142858
2022-11-04,60.23809523809524
2022-11-05,44.90476190476191
2022-11-06,56.952380952380956
2022-11-07,49.28571428571429
2022-11-08,43.80952380952381
2022-11-09,42.714285714285715
2022-11-10,49.28571428571429
2022-11-11,49.28571428571429
2022-11-12,42.714285714285715
2022-11-13,60.23809523809524
2022-11-14,51.47619047619048
2022-11-15,50.38095238095239
2022-11-16,48.1904761904762
2022-11-17,52.57142857142858
2022-11-18,60.23809523809524
2022-11-19,46.00000000000001
2022-11-20,64.61904761904762
2022-11-21,56.952380952380956
2022-11-22,55.85714285714286
2022-11-23,50.38095238095239
2022-11-24,78.85714285714286
2022-11-25,66.80952380952381
2022-11-26,53.66666666666667
2022-11-27,66.80952380952381
2022-11-28,56.952380952380956
2022-11-29,53.66666666666667
2022-11-30,54.761904761904766
2022-12-01,56.952380952380956
2022-12-02,61.33333333333334
2022-12-03,55.85714285714286
2022-12-04,76.66666666666667
2022-12-05,67.90476190476191
2022-12-06,59.142857142857146
2022-12-07,55.85714285714286
2022-12-08,58.04761904761905
2022-12-09,67.90476190476191
2022-12-10,54.761904761904766
2022-12-11,64.61904761904762
2022-12-12,62.42857142857144
2022-12-13,58.04761904761905
2022-12-14,61.33333333333334
2022-12-15,60.23809523809524
2022-12-16,66.80952380952381
2022-12-17,66.80952380952381
2022-12-18,71.1904761904762
2022-12-19,56.952380952380956
2022-12-20,53.66666666666667
2022-12-21,50.38095238095239
2022-12-22,49.28571428571429
2022-12-23,52.57142857142858
2022-12-24,71.1904761904762
2022-12-25,96.3809523809524
2022-12-26,69.0
2022-12-27,51.47619047619048
2022-12-28,47.0952380952381
2022-12-29,49.28571428571429
2022-12-30,51.47619047619048
2022-12-31,63.52380952380953
2023-01-01,74.47619047619048
2023-01-02,51.47619047619048
2023-01-03,46.00000000000001
2023-01-04,41.61904761904762
2023-01-05,44.90476190476191
2023-01-06,52.57142857142858
2023-01-07,60.23809523809524
2023-01-08,69.0
2023-01-09,53.66666666666667
2023-01-10,49.28571428571429
2023-01-11,48.1904761904762
2023-01-12,53.66666666666667
2023-01-13,59.142857142857146
2023-01-14,70.0952380952381
2023-01-15,93.0952380952381
2023-01-16,62.42857142857144
2023-01-17,58.04761904761905
2023-01-18,48.1904761904762
2023-01-19,50.38095238095239
2023-01-20,54.761904761904766
2023-01-21,81.04761904761905
2023-01-22,109.52380952380953
2023-01-23,62.42857142857144
2023-01-24,50.38095238095239
2023-01-25,49.28571428571429
2023-01-26,53.66666666666667
2023-01-27,58.04761904761905
2023-01-28,59.142857142857146
2023-01-29,96.3809523809524
2023-01-30,63.52380952380953
2023-01-31,49.28571428571429
2023-02-01,47.0952380952381
2023-02-02,50.38095238095239
2023-02-03,54.761904761904766
2023-02-04,42.714285714285715
2023-02-05,46.00000000000001
2023-02-06,47.0952380952381
2023-02-07,50.38095238095239
2023-02-08,52.57142857142858
2023-02-09,50.38095238095239
2023-02-10,54.761904761904766
2023-02-11,43.80952380952381
2023-02-12,42.714285714285715
2023-02-13,43.80952380952381
2023-02-14,46.00000000000001
2023-02-15,48.1904761904762
2023-02-16,52.57142857142858
2023-02-17,50.38095238095239
2023-02-18,39.42857142857143
2023-02-19,37.23809523809524
2023-02-20,35.04761904761905
2023-02-21,40.523809523809526
2023-02-22,42.714285714285715
2023-02-23,44.90476190476191
2023-02-24,54.761904761904766
2023-02-25,41.61904761904762
2023-02-26,42.714285714285715
2023-02-27,47.0952380952381
2023-02-28,43.80952380952381
2023-03-01,47.0952380952381
2023-03-02,50.38095238095239
2023-03-03,53.66666666666667
2023-03-04,44.90476190476191
2023-03-05,46.00000000000001
2023-03-06,48.1904761904762
2023-03-07,49.28571428571429
2023-03-08,51.47619047619048
2023-03-09,54.761904761904766
2023-03-10,59.142857142857146
2023-03-11,46.00000000000001
2023-03-12,50.38095238095239
2023-03-13,44.90476190476191
2023-03-14,47.0952380952381
2023-03-15,53.66666666666667
2023-03-16,55.85714285714286
2023-03-17,54.761904761904766
2023-03-18,48.1904761904762
2023-03-19,51.47619047619048
2023-03-20,48.1904761904762
2023-03-21,47.0952380952381
2023-03-22,49.28571428571429
2023-03-23,53.66666666666667
2023-03-24,58.04761904761905
2023-03-25,50.38095238095239
2023-03-26,52.57142857142858
2023-03-27,47.0952380952381
2023-03-28,50.38095238095239
2023-03-29,47.0952380952381
2023-03-30,51.47619047619048
2023-03-31,50.38095238095239
2023-04-01,47.0952380952381
2023-04-02,46.00000000000001
2023-04-03,42.714285714285715
2023-04-04,44.90476190476191
2023-04-05,46.00000000000001
2023-04-06,47.0952380952381
2023-04-07,38.333333333333336
2023-04-08,40.523809523809526
2023-04-09,40.523809523809526
2023-04-10,37.23809523809524
2023-04-11,40.523809523809526
2023-04-12,46.00000000000001
2023-04-13,49.28571428571429
2023-04-14,50.38095238095239
2023-04-15,46.00000000000001
2023-04-16,47.0952380952381
2023-04-17,43.80952380952381
2023-04-18,51.47619047619048
2023-04-19,54.761904761904766
2023-04-20,55.85714285714286
2023-04-21,55.85714285714286
2023-04-22,51.47619047619048
2023-04-23,52.57142857142858
2023-04-24,48.1904761904762
2023-04-25,51.47619047619048
2023-04-26,54.761904761904766
2023-04-27,58.510989010989015
2023-04-28,60.85592185592186
2023-04-29,49.91758241758242
2023-04-30,51.71489621489622
2023-05-01,49.21550671550672
2023-05-02,54.761904761904766
2023-05-03,56.559218559218564
2023-05-04,59.05860805860806
2023-05-05,60.85592185592186
2023-05-06,47.41819291819292
2023-05-07,49.21550671550672
2023-05-08,53.51221001221002
2023-05-09,53.51221001221002
2023-05-10,56.01159951159951
2023-05-11,59.05860805860806
2023-05-12,63.35531135531136
2023-05-13,51.01282051282052
2023-05-14,47.41819291819292
2023-05-15,49.21550671550672
2023-05-16,51.01282051282052
2023-05-17,54.761904761904766
2023-05-18,56.01159951159951
2023-05-19,60.30830280830281
2023-05-20,44.91880341880342
2023-05-21,44.91880341880342
2023-05-22,50.465201465201474
2023-05-23,51.71489621489622
2023-05-24,49.21550671550672
2023-05-25,46.168498168498175
2023-05-26,46.33699633699634
2023-05-27,39.31623931623932
2023-05-28,40.720390720390725
2023-05-29,37.91208791208791
2023-05-30,42.12454212454213
2023-05-31,39.31623931623932
2023-06-01,37.91208791208791
2023-06-02,40.720390720390725
2023-06-03,35.10378510378511
2023-06-04,37.91208791208791
2023-06-05,37.91208791208791
2023-06-06,37.91208791208791
2023-06-07,39.31623931623932
2023-06-08,40.720390720390725
2023-06-09,35.10378510378511
2023-06-10,39.31623931623932
2023-06-11,36.50793650793651
2023-06-12,35.10378510378511
2023-06-13,35.10378510378511
2023-06-14,35.10378510378511
2023-06-15,32.2954822954823
2023-06-16,30.891330891330895
2023-06-17,29.48717948717949
2023-06-18,32.2954822954823
2023-06-19,29.48717948717949
2023-06-20,30.891330891330895
2023-06-21,30.891330891330895
2023-06-22,28.083028083028086
2023-06-23,29.48717948717949
2023-06-24,32.2954822954823
2023-06-25,33.6996336996337
2023-06-26,28.083028083028086
2023-06-27,28.083028083028086
2023-06-28,29.48717948717949
2023-06-29,32.2954822954823
2023-06-30,29.48717948717949
2023-07-01,30.891330891330895
2023-07-02,35.10378510378511
2023-07-03,32.2954822954823
2023-07-04,32.2954822954823
2023-07-05,28.083028083028086
2023-07-06,29.48717948717949
2023-07-07,29.48717948717949
2023-07-08,33.6996336996337
2023-07-09,35.10378510378511
2023-07-10,28.083028083028086
2023-07-11,28.083028083028086
2023-07-12,28.083028083028086
2023-07-13,28.083028083028086
2023-07-14,29.48717948717949
2023-07-15,33.6996336996337
2023-07-16,33.6996336996337
2023-07-17,28.083028083028086
2023-07-18,28.083028083028086
2023-07-19,28.083028083028086
2023-07-20,29.48717948717949
2023-07-21,29.48717948717949
2023-07-22,32.2954822954823
2023-07-23,33.6996336996337
2023-07-24,28.083028083028086
2023-07-25,28.083028083028086
2023-07-26,29.48717948717949
2023-07-27,30.891330891330895
2023-07-28,29.48717948717949
2023-07-29,33.6996336996337
2023-07-30,32.2954822954823
2023-07-31,29.48717948717949
2023-08-01,29.48717948717949
2023-08-02,29.48717948717949
2023-08-03,32.2954822954823
2023-08-04,33.6996336996337
2023-08-05,35.10378510378511
2023-08-06,37.91208791208791
2023-08-07,32.2954822954823
2023-08-08,29.48717948717949
2023-08-09,32.2954822954823
2023-08-10,33.6996336996337
2023-08-11,36.50793650793651
2023-08-12,39.31623931623932
2023-08-13,39.31623931623932
2023-08-14,33.6996336996337
2023-08-15,33.6996336996337
2023-08-16,36.50793650793651
2023-08-17,40.720390720390725
2023-08-18,43.52869352869353
2023-08-19,37.91208791208791
2023-08-20,40.720390720390725
2023-08-21,37.91208791208791
2023-08-22,40.720390720390725
2023-08-23,39.31623931623932
2023-08-24,43.52869352869353
2023-08-25,47.74114774114774
2023-08-26,40.720390720390725
2023-08-27,42.12454212454213
2023-08-28,40.720390720390725
2023-08-29,43.52869352869353
2023-08-30,43.52869352869353
2023-08-31,46.33699633699634
2023-09-01,51.95360195360196
2023-09-02,42.12454212454213
2023-09-03,44.93284493284494
2023-09-04,39.31623931623932
2023-09-05,40.720390720390725
2023-09-06,46.33699633699634
2023-09-07,51.95360195360196
2023-09-08,60.378510378510384
2023-09-09,44.93284493284494
2023-09-10,68.80341880341881
2023-09-11,51.95360195360196
2023-09-12,50.549450549450555
2023-09-13,49.14529914529915
2023-09-14,51.95360195360196
2023-09-15,58.97435897435898
2023-09-16,44.93284493284494
2023-09-17,67.3992673992674
2023-09-18,54.761904761904766
2023-09-19,51.95360195360196
2023-09-20,49.14529914529915
2023-09-21,51.95360195360196
2023-09-22,63.18681318681319
2023-09-23,44.93284493284494
2023-09-24,73.01587301587303
2023-09-25,54.761904761904766
2023-09-26,51.95360195360196
2023-09-27,46.33699633699634
2023-09-28,53.35775335775336
2023-09-29,60.378510378510384
2023-09-30,43.52869352869353
2023-10-01,73.01587301587303
2023-10-02,54.761904761904766
2023-10-03,49.14529914529915
2023-10-04,50.549450549450555
2023-10-05,54.761904761904766
2023-10-06,58.97435897435898
2023-10-07,46.33699633699634
2023-10-08,70.20757020757021
2023-10-09,51.95360195360196
2023-10-10,49.14529914529915
2023-10-11,47.74114774114774
2023-10-12,50.549450549450555
2023-10-13,56.16605616605617
2023-10-14,43.52869352869353
2023-10-15,71.61172161172162
2023-10-16,51.95360195360196
2023-10-17,51.95360195360196
2023-10-18,44.93284493284494
2023-10-19,50.549450549450555
2023-10-20,58.97435897435898
2023-10-21,46.33699633699634
2023-10-22,71.61172161172162
2023-10-23,53.35775335775336
2023-10-24,54.761904761904766
2023-10-25,53.35775335775336
2023-10-26,54.761904761904766
2023-10-27,60.378510378510384
2023-10-28,46.33699633699634
2023-10-29,68.80341880341881
2023-10-30,57.57020757020757
2023-10-31,53.35775335775336
2023-11-01,51.95360195360196
2023-11-02,57.57020757020757
2023-11-03,64.5909645909646
2023-11-04,51.95360195360196
2023-11-05,78.63247863247864
2023-11-06,60.378510378510384
2023-11-07,54.761904761904766
2023-11-08,53.35775335775336
2023-11-09,58.97435897435898
2023-11-10,56.16605616605617
2023-11-11,54.761904761904766
2023-11-12,73.01587301587303
2023-11-13,60.378510378510384
2023-11-14,54.761904761904766
2023-11-15,58.97435897435898
2023-11-16,61.78266178266179
2023-11-17,74.42002442002443
2023-11-18,67.3992673992674
2023-11-19,85.65323565323565
2023-11-20,65.995115995116
2023-11-21,71.61172161172162
2023-11-22,61.78266178266179
2023-11-23,101.09890109890111
2023-11-24,85.65323565323565
2023-11-25,73.01587301587303
2023-11-26,91.26984126984128
2023-11-27,67.3992673992674
2023-11-28,60.378510378510384
2023-11-29,60.378510378510384
2023-11-30,61.78266178266179
2023-12-01,73.01587301587303
2023-12-02,67.3992673992674
2023-12-03,98.2905982905983
2023-12-04,75.82417582417582
2023-12-05,64.5909645909646
2023-12-06,61.78266178266179
2023-12-07,63.18681318681319
2023-12-08,71.61172161172162
2023-12-09,61.78266178266179
2023-12-10,82.84493284493286
2023-12-11,68.80341880341881
2023-12-12,61.78266178266179
2023-12-13,63.18681318681319
2023-12-14,65.995115995116
2023-12-15,75.82417582417582
2023-12-16,73.01587301587303
2023-12-17,87.05738705738706
2023-12-18,65.995115995116
2023-12-19,68.80341880341881
2023-12-20,63.18681318681319
2023-12-21,64.5909645909646
2023-12-22,63.27043393057474
2023-12-23,79.7987679533634
2023-12-24,98.50252778693323
2023-12-25,119.34711407900724
2023-12-26,76.92126644050649
2023-12-27,56.076680148432494
2023-12-28,57.51543090486094
2023-12-29,66.14793544343163
2023-12-30,79.09669225128769
2023-12-31,100.6433542454374
2024-01-01,89.87002324836254
2024-01-02,55.37460444635679
2024-01-03,46.00542485343335
2024-01-04,49.619601420642994
2024-01-05,53.19917863557559
2024-01-06,70.46418771271699
2024-01-07,91.30877400479099
2024-01-08,63.27043393057474
2024-01-09,50.3216771227187
2024-01-10,50.3216771227187
2024-01-11,57.51543090486094
2024-01-12,60.392932417717844
2024-01-13,100.6433542454374
2024-01-14,140.19170037108125
2024-01-15,92.74752476121944
2024-01-16,69.02543695628854
2024-01-17,52.497102933499896
2024-01-18,56.076680148432494
2024-01-19,60.392932417717844
2024-01-20,100.6433542454374
2024-01-21,147.33501087054952
2024-01-22,75.14085554398025
2024-01-23,54.51395402210332
2024-01-24,55.987304130808816
2024-01-25,57.46065423951431
2024-01-26,61.8807045656308
2024-01-27,67.77410500045278
2024-01-28,114.92130847902862
2024-01-29,69.24745510915828
2024-01-30,48.62055358728134
2024-01-31,50.09390369598684
2024-02-01,53.04060391339783
2024-02-02,54.51395402210332
2024-02-03,42.72715315245936
2024-02-04,45.67385336987035
2024-02-05,45.67385336987035
2024-02-06,50.09390369598684
2024-02-07,48.62055358728134
2024-02-08,51.567253804692335
2024-02-09,54.51395402210332
2024-02-10,44.200503261164855
2024-02-11,42.72715315245936
2024-02-12,44.200503261164855
2024-02-13,45.67385336987035
2024-02-14,47.14720347857585
2024-02-15,51.567253804692335
2024-02-16,51.567253804692335
2024-02-17,39.78045293504837
2024-02-18,38.30710282634288
2024-02-19,36.83375271763738
2024-02-20,42.72715315245936
2024-02-21,42.72715315245936
2024-02-22,47.14720347857585
2024-02-23,54.51395402210332
2024-02-24,42.72715315245936
2024-02-25,39.78045293504837
2024-02-26,44.200503261164855
2024-02-27,47.14720347857585
2024-02-28,48.62055358728134
2024-02-29,48.62055358728134
2024-03-01,57.46065423951431
2024-03-02,39.78045293504837
2024-03-03,39.78045293504837
2024-03-04,44.200503261164855
2024-03-05,48.62055358728134
2024-03-06,50.09390369598684
2024-03-07,54.51395402210332
2024-03-08,55.987304130808816
2024-03-09,42.72715315245936
2024-03-10,42.72715315245936
2024-03-11,42.72715315245936
2024-03-12,44.200503261164855
2024-03-13,47.14720347857585
2024-03-14,47.14720347857585
2024-03-15,48.62055358728134
2024-03-16,39.78045293504837
2024-03-17,42.72715315245936
2024-03-18,45.67385336987035
2024-03-19,50.09390369598684
2024-03-20,48.62055358728134
2024-03-21,57.46065423951431
2024-03-22,57.46065423951431
2024-03-23,45.67385336987035
2024-03-24,47.14720347857585
2024-03-25,44.200503261164855
2024-03-26,45.67385336987035
2024-03-27,48.62055358728134
2024-03-28,53.04060391339783
2024-03-29,44.200503261164855
2024-03-30,44.200503261164855
2024-03-31,47.14720347857585
2024-04-01,42.72715315245936
2024-04-02,45.67385336987035
2024-04-03,44.200503261164855
2024-04-04,45.67385336987035
2024-04-05,51.567253804692335
2024-04-06,45.67385336987035
2024-04-07,44.200503261164855
2024-04-08,41.25380304375386
2024-04-09,48.62055358728134
2024-04-10,47.14720347857585
2024-04-11,50.09390369598684
2024-04-12,53.04060391339783
2024-04-13,39.78045293504837
2024-04-14,41.25380304375386
2024-04-15,45.67385336987035
2024-04-16,48.62055358728134
2024-04-17,51.567253804692335
2024-04-18,53.04060391339783
2024-04-19,54.51395402210332
2024-04-20,45.67385336987035
2024-04-21,50.09390369598684
2024-04-22,51.567253804692335
2024-04-23,50.09390369598684
2024-04-24,51.567253804692335
2024-04-25,53.04060391339783
2024-04-26,55.987304130808816
2024-04-27,44.200503261164855
2024-04-28,48.62055358728134
2024-04-29,50.09390369598684
2024-04-30,54.51395402210332
2024-05-01,54.51395402210332
2024-05-02,54.51395402210332
2024-05-03,58.93400434821981
2024-05-04,44.200503261164855
2024-05-05,45.67385336987035
2024-05-06,48.62055358728134
2024-05-07,53.04060391339783
2024-05-08,53.04060391339783
2024-05-09,55.987304130808816
2024-05-10,60.407354456925304
2024-05-11,42.72715315245936
2024-05-12,42.72715315245936
2024-05-13,53.04060391339783
2024-05-14,55.987304130808816
2024-05-15,58.93400434821981
2024-05-16,63.3540546743363
2024-05-17,63.3540546743363
2024-05-18,48.62055358728134
2024-05-19,50.09390369598684
2024-05-20,55.987304130808816
2024-05-21,51.567253804692335
2024-05-22,53.04060391339783
2024-05-23,54.51395402210332
2024-05-24,48.62055358728134
2024-05-25,44.200503261164855
2024-05-26,42.72715315245936
2024-05-27,44.200503261164855
2024-05-28,42.72715315245936
2024-05-29,45.67385336987035
2024-05-30,42.72715315245936
2024-05-31,41.25380304375386
2024-06-01,38.30710282634288
2024-06-02,36.83375271763738
2024-06-03,36.83375271763738
2024-06-04,36.83375271763738
2024-06-05,38.30710282634288
2024-06-06,42.72715315245936
2024-06-07,45.67385336987035
2024-06-08,39.78045293504837
2024-06-09,44.200503261164855
2024-06-10,39.78045293504837
2024-06-11,38.30710282634288
2024-06-12,36.83375271763738
2024-06-13,38.30710282634288
2024-06-14,35.360402608931885
2024-06-15,41.25380304375386
2024-06-16,39.78045293504837
2024-06-17,33.88705250022639
2024-06-18,36.83375271763738
2024-06-19,33.88705250022639
2024-06-20,33.88705250022639
2024-06-21,35.360402608931885
2024-06-22,38.30710282634288
2024-06-23,39.78045293504837
2024-06-24,32.41370239152089
2024-06-25,33.88705250022639
2024-06-26,32.41370239152089
2024-06-27,30.9403522828154
2024-06-28,30.9403522828154
2024-06-29,36.83375271763738
2024-06-30,36.83375271763738
2024-07-01,30.9403522828154
2024-07-02,29.467002174109904
2024-07-03,32.41370239152089
2024-07-04,35.360402608931885
2024-07-05,33.88705250022639
2024-07-06,39.78045293504837
2024-07-07,36.83375271763738
2024-07-08,30.9403522828154
2024-07-09,30.9403522828154
2024-07-10,32.41370239152089
2024-07-11,32.41370239152089
2024-07-12,29.467002174109904
2024-07-13,33.88705250022639
2024-07-14,35.360402608931885
2024-07-15,29.467002174109904
2024-07-16,27.993652065404408
2024-07-17,30.9403522828154
2024-07-18,27.993652065404408
2024-07-19,27.993652065404408
2024-07-20,33.88705250022639
2024-07-21,33.88705250022639
2024-07-22,26.520301956698916
2024-07-23,27.993652065404408
2024-07-24,30.9403522828154
2024-07-25,30.9403522828154
2024-07-26,32.41370239152089
2024-07-27,39.78045293504837
2024-07-28,41.25380304375386
2024-07-29,32.41370239152089
2024-07-30,33.88705250022639
2024-07-31,35.360402608931885
2024-08-01,33.88705250022639
2024-08-02,36.83375271763738
2024-08-03,39.78045293504837
2024-08-04,42.72715315245936
2024-08-05,33.88705250022639
2024-08-06,35.360402608931885
2024-08-07,36.83375271763738
2024-08-08,44.200503261164855
2024-08-09,42.72715315245936
2024-08-10,53.04060391339783
2024-08-11,53.04060391339783
2024-08-12,36.83375271763738
2024-08-13,35.360402608931885
2024-08-14,36.83375271763738
2024-08-15,39.78045293504837
2024-08-16,48.62055358728134
2024-08-17,45.67385336987035
2024-08-18,48.36537850093228
2024-08-19,40.802148115089246
2024-08-20,44.60341129224231
2024-08-21,46.85273242376367
2024-08-22,46.85273242376367
2024-08-23,55.191933832422556
2024-08-24,52.16664167808535
2024-08-25,49.878024578100884
2024-08-26,46.85273242376367
2024-08-27,49.14134952374813
2024-08-28,51.39067065526949
2024-08-29,57.44125496394391
2024-08-30,63.491839272618336
2024-08-31,49.14134952374813
2024-09-01,53.67928775525395
2024-09-02,43.82744026942646
2024-09-03,46.85273242376367
2024-09-04,52.9033167324381
2024-09-05,61.97919319544973
2024-09-06,76.32968294431993
2024-09-07,61.97919319544973
2024-09-08,91.45614371600598
2024-09-09,61.97919319544973
2024-09-10,58.953901041112516
2024-09-11,51.39067065526949
2024-09-12,60.46654711828113
2024-09-13,70.27909863564551
2024-09-14,50.653995600916744
2024-09-15,82.38026725299434
2024-09-16,60.46654711828113
2024-09-17,62.07768182526866
2024-09-18,55.86991364274179
2024-09-19,62.07768182526866
2024-09-20,71.38933409905896
2024-09-21,49.66214546021493
2024-09-22,93.116522737903
2024-09-23,65.1815659165321
2024-09-24,60.52573977963694
