Time,ebay
2022-01-01,79.0
2022-01-02,83.0
2022-01-03,80.0
2022-01-04,100.0
2022-01-05,88.0
2022-01-06,69.0
2022-01-07,84.0
2022-01-08,89.0
2022-01-09,85.0
2022-01-10,80.0
2022-01-11,77.0
2022-01-12,79.0
2022-01-13,84.0
2022-01-14,73.0
2022-01-15,85.0
2022-01-16,78.0
2022-01-17,79.0
2022-01-18,77.0
2022-01-19,76.0
2022-01-20,79.0
2022-01-21,81.0
2022-01-22,87.0
2022-01-23,85.0
2022-01-24,97.0
2022-01-25,75.0
2022-01-26,74.0
2022-01-27,77.0
2022-01-28,80.0
2022-01-29,91.0
2022-01-30,85.0
2022-01-31,83.0
2022-02-01,82.0
2022-02-02,82.0
2022-02-03,84.0
2022-02-04,85.0
2022-02-05,91.0
2022-02-06,93.0
2022-02-07,89.0
2022-02-08,83.0
2022-02-09,79.0
2022-02-10,74.0
2022-02-11,83.0
2022-02-12,90.0
2022-02-13,85.0
2022-02-14,76.0
2022-02-15,82.0
2022-02-16,82.0
2022-02-17,85.0
2022-02-18,85.0
2022-02-19,93.0
2022-02-20,95.0
2022-02-21,95.0
2022-02-22,89.0
2022-02-23,87.0
2022-02-24,82.0
2022-02-25,81.0
2022-02-26,93.0
2022-02-27,92.0
2022-02-28,87.0
2022-03-01,86.0
2022-03-02,83.0
2022-03-03,85.0
2022-03-04,83.0
2022-03-05,91.0
2022-03-06,91.0
2022-03-07,84.0
2022-03-08,85.0
2022-03-09,81.0
2022-03-10,82.0
2022-03-11,85.0
2022-03-12,93.0
2022-03-13,91.0
2022-03-14,85.0
2022-03-15,85.0
2022-03-16,79.0
2022-03-17,81.0
2022-03-18,84.0
2022-03-19,88.0
2022-03-20,94.0
2022-03-21,86.0
2022-03-22,86.0
2022-03-23,84.0
2022-03-24,81.0
2022-03-25,82.0
2022-03-26,88.0
2022-03-27,92.0
2022-03-28,76.0
2022-03-29,81.0
2022-03-30,79.0
2022-03-31,81.0
2022-04-01,78.0
2022-04-02,90.0
2022-04-03,94.0
2022-04-04,86.0
2022-04-05,80.0
2022-04-06,80.0
2022-04-07,80.0
2022-04-08,77.0
2022-04-09,88.0
2022-04-10,91.0
2022-04-11,79.0
2022-04-12,76.0
2022-04-13,78.0
2022-04-14,76.0
2022-04-15,82.0
2022-04-16,84.0
2022-04-17,87.0
2022-04-18,82.0
2022-04-19,80.0
2022-04-20,77.0
2022-04-21,81.0
2022-04-22,76.0
2022-04-23,88.0
2022-04-24,87.0
2022-04-25,74.0
2022-04-26,77.0
2022-04-27,76.0
2022-04-28,78.0
2022-04-29,76.0
2022-04-30,86.0
2022-05-01,89.0
2022-05-02,81.0
2022-05-03,79.0
2022-05-04,78.0
2022-05-05,76.0
2022-05-06,76.0
2022-05-07,86.0
2022-05-08,84.0
2022-05-09,76.0
2022-05-10,71.0
2022-05-11,75.0
2022-05-12,74.0
2022-05-13,77.0
2022-05-14,86.0
2022-05-15,82.0
2022-05-16,77.0
2022-05-17,72.0
2022-05-18,73.0
2022-05-19,74.0
2022-05-20,74.0
2022-05-21,82.0
2022-05-22,84.0
2022-05-23,73.0
2022-05-24,78.0
2022-05-25,72.0
2022-05-26,77.0
2022-05-27,73.0
2022-05-28,79.0
2022-05-29,80.0
2022-05-30,81.0
2022-05-31,73.0
2022-06-01,73.0
2022-06-02,75.0
2022-06-03,74.0
2022-06-04,79.0
2022-06-05,83.0
2022-06-06,78.0
2022-06-07,81.0
2022-06-08,76.0
2022-06-09,76.0
2022-06-10,78.0
2022-06-11,82.0
2022-06-12,85.0
2022-06-13,78.0
2022-06-14,81.0
2022-06-15,77.0
2022-06-16,78.0
2022-06-17,78.0
2022-06-18,83.0
2022-06-19,86.0
2022-06-20,84.0
2022-06-21,81.0
2022-06-22,85.0
2022-06-23,80.0
2022-06-24,80.0
2022-06-25,81.0
2022-06-26,84.0
2022-06-27,82.0
2022-06-28,79.0
2022-06-29,82.0
2022-06-30,77.0
2022-07-01,78.0
2022-07-02,88.0
2022-07-03,81.0
2022-07-04,88.0
2022-07-05,81.0
2022-07-06,79.0
2022-07-07,83.0
2022-07-08,80.0
2022-07-09,81.0
2022-07-10,89.0
2022-07-11,85.0
2022-07-12,81.0
2022-07-13,82.0
2022-07-14,84.0
2022-07-15,80.0
2022-07-16,83.0
2022-07-17,86.0
2022-07-18,83.0
2022-07-19,87.0
2022-07-20,83.0
2022-07-21,80.0
2022-07-22,81.0
2022-07-23,86.0
2022-07-24,85.0
2022-07-25,84.0
2022-07-26,81.0
2022-07-27,80.0
2022-07-28,81.0
2022-07-29,83.0
2022-07-30,80.0
2022-07-31,86.0
2022-08-01,85.0
2022-08-02,84.0
2022-08-03,82.0
2022-08-04,83.0
2022-08-05,82.0
2022-08-06,85.0
2022-08-07,92.0
2022-08-08,85.0
2022-08-09,81.0
2022-08-10,85.0
2022-08-11,92.0
2022-08-12,78.0
2022-08-13,79.0
2022-08-14,86.0
2022-08-15,85.0
2022-08-16,83.0
2022-08-17,78.0
2022-08-18,81.0
2022-08-19,82.0
2022-08-20,84.0
2022-08-21,90.0
2022-08-22,79.0
2022-08-23,86.0
2022-08-24,82.0
2022-08-25,83.0
2022-08-26,76.0
2022-08-27,84.0
2022-08-28,86.0
2022-08-29,80.31123287671232
2022-08-30,76.02082191780822
2022-08-31,76.52082191780822
2022-09-01,74.10465753424657
2022-09-02,75.06273972602739
2022-09-03,79.8531506849315
2022-09-04,82.72739726027397
2022-09-05,84.64356164383562
2022-09-06,81.26931506849314
2022-09-07,75.06273972602739
2022-09-08,75.06273972602739
2022-09-09,73.14657534246575
2022-09-10,78.89506849315069
2022-09-11,80.81123287671232
2022-09-12,78.89506849315069
2022-09-13,76.02082191780822
2022-09-14,76.52082191780822
2022-09-15,76.97890410958905
2022-09-16,73.14657534246575
2022-09-17,82.22739726027397
2022-09-18,81.26931506849314
2022-09-19,77.93698630136987
2022-09-20,76.02082191780822
2022-09-21,76.02082191780822
2022-09-22,77.93698630136987
2022-09-23,72.68849315068493
2022-09-24,82.22739726027397
2022-09-25,80.81123287671232
2022-09-26,77.93698630136987
2022-09-27,70.7723287671233
2022-09-28,71.46082191780822
2022-09-29,73.2931506849315
2022-09-30,73.2931506849315
2022-10-01,87.95178082191781
2022-10-02,79.70630136986301
2022-10-03,75.12547945205479
2022-10-04,75.12547945205479
2022-10-05,76.04164383561644
2022-10-06,77.87397260273973
2022-10-07,79.70630136986301
2022-10-08,81.5386301369863
2022-10-09,81.5386301369863
2022-10-10,78.79013698630138
2022-10-11,76.04164383561644
2022-10-12,76.95780821917809
2022-10-13,75.12547945205479
2022-10-14,75.12547945205479
2022-10-15,78.79013698630138
2022-10-16,80.62246575342466
2022-10-17,78.79013698630138
2022-10-18,76.95780821917809
2022-10-19,77.87397260273973
2022-10-20,76.95780821917809
2022-10-21,76.04164383561644
2022-10-22,74.20931506849315
2022-10-23,79.70630136986301
2022-10-24,77.87397260273973
2022-10-25,74.20931506849315
2022-10-26,77.87397260273973
2022-10-27,76.95780821917809
2022-10-28,72.37698630136987
2022-10-29,76.95780821917809
2022-10-30,78.79013698630138
2022-10-31,74.20931506849315
2022-11-01,70.54465753424658
2022-11-02,71.46082191780822
2022-11-03,72.37698630136987
2022-11-04,78.79013698630138
2022-11-05,80.62246575342466
2022-11-06,80.62246575342466
2022-11-07,76.95780821917809
2022-11-08,71.46082191780822
2022-11-09,65.96383561643836
2022-11-10,72.37698630136987
2022-11-11,75.12547945205479
2022-11-12,81.5386301369863
2022-11-13,81.5386301369863
2022-11-14,75.12547945205479
2022-11-15,79.70630136986301
2022-11-16,79.70630136986301
2022-11-17,81.5386301369863
2022-11-18,78.79013698630138
2022-11-19,85.20328767123289
2022-11-20,83.37095890410959
2022-11-21,76.04164383561644
2022-11-22,78.79013698630138
2022-11-23,76.95780821917809
2022-11-24,73.2931506849315
2022-11-25,91.61643835616438
2022-11-26,88.86794520547946
2022-11-27,87.95178082191781
2022-11-28,84.28712328767124
2022-11-29,80.62246575342466
2022-11-30,78.79013698630138
2022-12-01,76.95780821917809
2022-12-02,78.79013698630138
2022-12-03,87.95178082191781
2022-12-04,86.11945205479452
2022-12-05,79.70630136986301
2022-12-06,79.70630136986301
2022-12-07,82.45479452054795
2022-12-08,84.28712328767124
2022-12-09,82.45479452054795
2022-12-10,88.86794520547946
2022-12-11,89.7841095890411
2022-12-12,84.28712328767124
2022-12-13,77.87397260273973
2022-12-14,78.79013698630138
2022-12-15,78.79013698630138
2022-12-16,77.87397260273973
2022-12-17,82.45479452054795
2022-12-18,80.62246575342466
2022-12-19,78.79013698630138
2022-12-20,78.79013698630138
2022-12-21,75.12547945205479
2022-12-22,73.2931506849315
2022-12-23,74.20931506849315
2022-12-24,66.88
2022-12-25,75.12547945205479
