Time,google_maps
2022-08-18,92.0
2022-08-19,86.0
2022-08-20,57.0
2022-08-21,56.0
2022-08-22,89.0
2022-08-23,95.0
2022-08-24,89.0
2022-08-25,93.0
2022-08-26,89.0
2022-08-27,59.0
2022-08-28,53.0
2022-08-29,90.06596528143083
2022-08-30,92.04566017885324
2022-08-31,86.10657548658602
2022-09-01,86.60657548658602
2022-09-02,83.1370331404524
2022-09-03,54.931457127827464
2022-09-04,49.982219884271444
2022-09-05,55.921304576538674
2022-09-06,89.07611783271963
2022-09-07,92.04566017885324
2022-09-08,86.60657548658602
2022-09-09,83.6370331404524
2022-09-10,52.95176223040505
2022-09-11,48.00252498684903
2022-09-12,86.10657548658602
2022-09-13,91.55581273014204
2022-09-14,85.11672803787482
2022-09-15,96.99489742240927
2022-09-16,84.1268805891636
2022-09-17,55.921304576538674
2022-09-18,49.982219884271444
2022-09-19,92.04566017885324
2022-09-20,91.55581273014204
2022-09-21,87.09642293529723
2022-09-22,87.09642293529723
2022-09-23,83.6370331404524
2022-09-24,53.94160967911626
2022-09-25,50.97206733298265
2022-09-26,87.09642293529723
2022-09-27,92.04566017885324
2022-09-28,93.0710152551289
2022-09-29,90.13193056286167
2022-09-30,87.19284587059444
2022-10-01,51.9238295633877
2022-10-02,47.02535507627565
2022-10-03,87.19284587059444
2022-10-04,87.19284587059444
2022-10-05,86.21315097317203
2022-10-06,86.21315097317203
2022-10-07,85.23345607574963
2022-10-08,55.84260915307734
2022-10-09,49.96443976854288
2022-10-10,81.31467648605998
2022-10-11,88.17254076801684
2022-10-12,80.33498158863758
2022-10-13,89.15223566543926
2022-10-14,80.33498158863758
2022-10-15,54.86291425565493
2022-10-16,48.98474487112047
2022-10-17,85.23345607574963
2022-10-18,86.21315097317203
2022-10-19,86.21315097317203
2022-10-20,82.2943713834824
2022-10-21,79.35528669121517
2022-10-22,50.944134665965294
2022-10-23,47.02535507627565
2022-10-24,80.33498158863758
2022-10-25,81.31467648605998
2022-10-26,84.25376117832721
2022-10-27,85.23345607574963
2022-10-28,82.2943713834824
2022-10-29,48.98474487112047
2022-10-30,45.065965281430834
2022-10-31,78.37559179379275
2022-11-01,78.37559179379275
2022-11-02,82.2943713834824
2022-11-03,77.39589689637035
2022-11-04,77.39589689637035
2022-11-05,49.96443976854288
2022-11-06,43.10657548658602
2022-11-07,77.39589689637035
2022-11-08,78.37559179379275
2022-11-09,75.43650710152552
2022-11-10,78.37559179379275
2022-11-11,73.47711730668071
2022-11-12,48.005049973698064
2022-11-13,44.08627038400842
2022-11-14,81.31467648605998
2022-11-15,83.2740662809048
2022-11-16,81.31467648605998
2022-11-17,82.2943713834824
2022-11-18,79.35528669121517
2022-11-19,48.98474487112047
2022-11-20,44.08627038400842
2022-11-21,72.4974224092583
2022-11-22,73.47711730668071
2022-11-23,65.63955812730143
2022-11-24,38.20810099947397
2022-11-25,45.065965281430834
2022-11-26,40.16749079431879
2022-11-27,44.08627038400842
2022-11-28,71.51772751183589
2022-11-29,76.41620199894794
2022-11-30,76.41620199894794
2022-12-01,74.45681220410312
2022-12-02,71.51772751183589
2022-12-03,47.02535507627565
2022-12-04,42.126880589163605
2022-12-05,72.4974224092583
2022-12-06,74.45681220410312
2022-12-07,78.37559179379275
2022-12-08,79.35528669121517
2022-12-09,73.47711730668071
2022-12-10,48.005049973698064
2022-12-11,41.1471856917412
2022-12-12,77.39589689637035
2022-12-13,77.39589689637035
2022-12-14,75.43650710152552
2022-12-15,74.45681220410312
2022-12-16,71.51772751183589
2022-12-17,47.02535507627565
2022-12-18,40.16749079431879
2022-12-19,73.47711730668071
2022-12-20,73.47711730668071
2022-12-21,68.57864281956866
2022-12-22,65.63955812730143
2022-12-23,50.944134665965294
2022-12-24,38.20810099947397
2022-12-25,32.32993161493951
2022-12-26,43.10657548658602
2022-12-27,63.68016833245662
2022-12-28,64.65986322987902
2022-12-29,64.65986322987902
2022-12-30,59.761388742766975
2022-12-31,43.10657548658602
2023-01-01,38.20810099947397
2023-01-02,52.90352446081011
2023-01-03,70.53803261441348
2023-01-04,80.33498158863758
2023-01-05,80.33498158863758
2023-01-06,80.33498158863758
2023-01-07,50.944134665965294
2023-01-08,47.02535507627565
2023-01-09,79.35528669121517
2023-01-10,90.13193056286167
2023-01-11,85.23345607574963
2023-01-12,83.2740662809048
2023-01-13,80.33498158863758
2023-01-14,51.9238295633877
2023-01-15,45.065965281430834
2023-01-16,66.61925302472385
2023-01-17,83.2740662809048
2023-01-18,85.23345607574963
2023-01-19,82.2943713834824
2023-01-20,79.35528669121517
2023-01-21,49.96443976854288
2023-01-22,45.065965281430834
2023-01-23,82.2943713834824
2023-01-24,87.19284587059444
2023-01-25,83.2740662809048
2023-01-26,83.2740662809048
2023-01-27,79.35528669121517
2023-01-28,52.90352446081011
2023-01-29,46.04566017885325
2023-01-30,78.37559179379275
2023-01-31,84.25376117832721
2023-02-01,81.31467648605998
2023-02-02,80.33498158863758
2023-02-03,82.2943713834824
2023-02-04,52.90352446081011
2023-02-05,49.96443976854288
2023-02-06,85.23345607574963
2023-02-07,90.13193056286167
2023-02-08,85.23345607574963
2023-02-09,84.25376117832721
2023-02-10,87.19284587059444
2023-02-11,55.84260915307734
2023-02-12,48.005049973698064
2023-02-13,76.41620199894794
2023-02-14,87.19284587059444
2023-02-15,87.19284587059444
2023-02-16,89.15223566543926
2023-02-17,82.2943713834824
2023-02-18,54.86291425565493
2023-02-19,51.9238295633877
2023-02-20,73.47711730668071
2023-02-21,85.23345607574963
2023-02-22,86.21315097317203
2023-02-23,83.2740662809048
2023-02-24,87.19284587059444
2023-02-25,54.86291425565493
2023-02-26,52.90352446081011
2023-02-27,87.19284587059444
2023-02-28,85.23345607574963
2023-03-01,87.19284587059444
2023-03-02,85.23345607574963
2023-03-03,79.35528669121517
2023-03-04,56.822304050499746
2023-03-05,52.90352446081011
2023-03-06,83.2740662809048
2023-03-07,82.2943713834824
2023-03-08,89.15223566543926
2023-03-09,89.15223566543926
2023-03-10,83.2740662809048
2023-03-11,57.80199894792216
2023-03-12,52.90352446081011
2023-03-13,80.33498158863758
2023-03-14,84.25376117832721
2023-03-15,86.21315097317203
2023-03-16,85.23345607574963
2023-03-17,77.39589689637035
2023-03-18,54.86291425565493
2023-03-19,52.90352446081011
2023-03-20,89.15223566543926
2023-03-21,84.25376117832721
2023-03-22,85.23345607574963
2023-03-23,85.23345607574963
2023-03-24,86.21315097317203
2023-03-25,53.88321935823252
2023-03-26,53.88321935823252
2023-03-27,85.23345607574963
2023-03-28,89.15223566543926
2023-03-29,83.2740662809048
2023-03-30,86.21315097317203
2023-03-31,80.33498158863758
2023-04-01,55.84260915307734
2023-04-02,51.9238295633877
2023-04-03,85.23345607574963
2023-04-04,86.21315097317203
2023-04-05,90.13193056286167
2023-04-06,88.17254076801684
2023-04-07,73.47711730668071
2023-04-08,50.944134665965294
2023-04-09,47.02535507627565
2023-04-10,89.15223566543926
2023-04-11,91.11162546028407
2023-04-12,90.13193056286167
2023-04-13,91.11162546028407
2023-04-14,85.23345607574963
2023-04-15,57.80199894792216
2023-04-16,53.88321935823252
2023-04-17,89.15223566543926
2023-04-18,85.23345607574963
2023-04-19,91.11162546028407
2023-04-20,87.19284587059444
2023-04-21,82.2943713834824
2023-04-22,58.78169384534457
2023-04-23,53.88321935823252
2023-04-24,86.21315097317203
2023-04-25,87.19284587059444
2023-04-26,86.21315097317203
2023-04-27,87.19284587059444
2023-04-28,82.2943713834824
2023-04-29,54.86291425565493
2023-04-30,51.9238295633877
2023-05-01,88.17254076801684
2023-05-02,90.13193056286167
2023-05-03,89.15223566543926
2023-05-04,90.13193056286167
2023-05-05,84.25376117832721
2023-05-06,55.84260915307734
2023-05-07,53.88321935823252
2023-05-08,90.13193056286167
2023-05-09,93.0710152551289
2023-05-10,90.13193056286167
2023-05-11,88.17254076801684
2023-05-12,89.15223566543926
2023-05-13,53.88321935823252
2023-05-14,49.96443976854288
2023-05-15,97.96948974224094
2023-05-16,96.01009994739613
2023-05-17,93.0710152551289
2023-05-18,95.03040504997372
2023-05-19,89.15223566543926
2023-05-20,57.80199894792216
2023-05-21,55.84260915307734
2023-05-22,91.11162546028407
2023-05-23,92.0913203577065
2023-05-24,91.11162546028407
2023-05-25,91.11162546028407
2023-05-26,85.23345607574963
2023-05-27,56.822304050499746
2023-05-28,53.88321935823252
2023-05-29,54.86291425565493
2023-05-30,90.13193056286167
2023-05-31,91.11162546028407
2023-06-01,92.0913203577065
2023-06-02,88.17254076801684
2023-06-03,56.822304050499746
2023-06-04,56.822304050499746
2023-06-05,91.11162546028407
2023-06-06,91.11162546028407
2023-06-07,93.0710152551289
2023-06-08,89.15223566543926
2023-06-09,84.25376117832721
2023-06-10,61.72077853761179
2023-06-11,54.86291425565493
2023-06-12,90.13193056286167
2023-06-13,90.13193056286167
2023-06-14,91.11162546028407
2023-06-15,88.17254076801684
2023-06-16,83.2740662809048
2023-06-17,57.80199894792216
2023-06-18,53.88321935823252
2023-06-19,82.2943713834824
2023-06-20,92.0913203577065
2023-06-21,89.15223566543926
2023-06-22,87.19284587059444
2023-06-23,86.21315097317203
2023-06-24,61.72077853761179
2023-06-25,56.822304050499746
2023-06-26,91.11162546028407
2023-06-27,90.13193056286167
2023-06-28,86.21315097317203
2023-06-29,92.0913203577065
2023-06-30,80.33498158863758
2023-07-01,58.78169384534457
2023-07-02,54.86291425565493
2023-07-03,71.51772751183589
2023-07-04,55.84260915307734
2023-07-05,87.19284587059444
2023-07-06,87.19284587059444
2023-07-07,84.25376117832721
2023-07-08,58.78169384534457
2023-07-09,52.90352446081011
2023-07-10,81.31467648605998
2023-07-11,83.2740662809048
2023-07-12,84.25376117832721
2023-07-13,83.2740662809048
2023-07-14,79.35528669121517
2023-07-15,55.84260915307734
2023-07-16,52.90352446081011
2023-07-17,84.25376117832721
2023-07-18,73.47711730668071
2023-07-19,71.51772751183589
2023-07-20,69.55833771699108
2023-07-21,64.65986322987902
2023-07-22,48.98474487112047
2023-07-23,48.005049973698064
2023-07-24,70.53803261441348
2023-07-25,69.55833771699108
2023-07-26,72.4974224092583
2023-07-27,66.61925302472385
2023-07-28,64.65986322987902
2023-07-29,52.90352446081011
2023-07-30,48.005049973698064
2023-07-31,62.700473435034205
2023-08-01,66.61925302472385
2023-08-02,68.57864281956866
2023-08-03,67.59894792214625
2023-08-04,70.53803261441348
2023-08-05,49.96443976854288
2023-08-06,46.04566017885325
2023-08-07,71.51772751183589
2023-08-08,70.53803261441348
2023-08-09,67.59894792214625
2023-08-10,68.57864281956866
2023-08-11,68.57864281956866
2023-08-12,46.04566017885325
2023-08-13,48.005049973698064
2023-08-14,68.57864281956866
2023-08-15,71.51772751183589
2023-08-16,73.47711730668071
2023-08-17,73.47711730668071
2023-08-18,67.59894792214625
2023-08-19,48.98474487112047
2023-08-20,48.98474487112047
2023-08-21,73.47711730668071
2023-08-22,74.45681220410312
2023-08-23,74.45681220410312
2023-08-24,73.47711730668071
2023-08-25,64.65986322987902
2023-08-26,44.08627038400842
2023-08-27,44.08627038400842
2023-08-28,69.55833771699108
2023-08-29,70.53803261441348
2023-08-30,72.4974224092583
2023-08-31,72.4974224092583
2023-09-01,66.61925302472385
2023-09-02,44.08627038400842
2023-09-03,44.08627038400842
2023-09-04,45.065965281430834
2023-09-05,71.51772751183589
2023-09-06,76.41620199894794
2023-09-07,69.55833771699108
2023-09-08,67.59894792214625
2023-09-09,45.065965281430834
2023-09-10,41.1471856917412
2023-09-11,68.57864281956866
2023-09-12,69.55833771699108
2023-09-13,71.51772751183589
2023-09-14,69.55833771699108
2023-09-15,70.53803261441348
2023-09-16,43.10657548658602
2023-09-17,40.16749079431879
2023-09-18,69.55833771699108
2023-09-19,74.45681220410312
2023-09-20,70.53803261441348
2023-09-21,70.53803261441348
2023-09-22,68.57864281956866
2023-09-23,46.04566017885325
2023-09-24,43.10657548658602
2023-09-25,67.59894792214625
2023-09-26,67.59894792214625
2023-09-27,71.51772751183589
2023-09-28,71.51772751183589
2023-09-29,67.59894792214625
2023-09-30,46.04566017885325
2023-10-01,39.187795896896375
2023-10-02,70.53803261441348
2023-10-03,70.53803261441348
2023-10-04,71.51772751183589
2023-10-05,68.57864281956866
2023-10-06,65.63955812730143
2023-10-07,43.10657548658602
2023-10-08,39.187795896896375
2023-10-09,66.61925302472385
2023-10-10,70.53803261441348
2023-10-11,70.53803261441348
2023-10-12,67.59894792214625
2023-10-13,64.65986322987902
2023-10-14,44.08627038400842
2023-10-15,40.16749079431879
2023-10-16,69.55833771699108
2023-10-17,66.61925302472385
2023-10-18,65.63955812730143
2023-10-19,69.55833771699108
2023-10-20,65.63955812730143
2023-10-21,41.1471856917412
2023-10-22,39.187795896896375
2023-10-23,65.63955812730143
2023-10-24,65.63955812730143
2023-10-25,64.65986322987902
2023-10-26,66.61925302472385
2023-10-27,62.700473435034205
2023-10-28,41.1471856917412
2023-10-29,37.22840610205156
2023-10-30,61.72077853761179
2023-10-31,65.63955812730143
2023-11-01,61.72077853761179
2023-11-02,63.68016833245662
2023-11-03,60.74108364018939
2023-11-04,41.1471856917412
2023-11-05,36.24871120462915
2023-11-06,63.68016833245662
2023-11-07,64.65986322987902
2023-11-08,64.65986322987902
2023-11-09,63.68016833245662
2023-11-10,56.822304050499746
2023-11-11,40.16749079431879
2023-11-12,36.24871120462915
2023-11-13,58.78169384534457
2023-11-14,64.65986322987902
2023-11-15,62.700473435034205
2023-11-16,61.72077853761179
2023-11-17,57.80199894792216
2023-11-18,38.20810099947397
2023-11-19,36.24871120462915
2023-11-20,57.80199894792216
2023-11-21,58.78169384534457
2023-11-22,50.944134665965294
2023-11-23,32.32993161493951
2023-11-24,36.24871120462915
2023-11-25,35.26901630720674
2023-11-26,34.28932140978433
2023-11-27,56.822304050499746
2023-11-28,57.80199894792216
2023-11-29,60.74108364018939
2023-11-30,58.78169384534457
2023-12-01,55.84260915307734
2023-12-02,37.22840610205156
2023-12-03,34.28932140978433
2023-12-04,60.74108364018939
2023-12-05,66.61925302472385
2023-12-06,67.59894792214625
2023-12-07,64.65986322987902
2023-12-08,71.51772751183589
2023-12-09,44.08627038400842
2023-12-10,41.1471856917412
2023-12-11,69.55833771699108
2023-12-12,74.45681220410312
2023-12-13,72.4974224092583
2023-12-14,59.761388742766975
2023-12-15,55.84260915307734
2023-12-16,38.20810099947397
2023-12-17,35.26901630720674
2023-12-18,54.86291425565493
2023-12-19,55.84260915307734
2023-12-20,55.84260915307734
2023-12-21,53.88321935823252
2023-12-22,49.35584142317441
2023-12-23,35.07604610013869
2023-12-24,28.307244990674768
2023-12-25,25.353316436325386
2023-12-26,41.844847209602605
2023-12-27,48.98474487112047
2023-12-28,48.98474487112047
2023-12-29,47.26285686959018
2023-12-30,34.21510209937354
2023-12-31,31.261173545024157
2024-01-01,31.261173545024157
2024-01-02,53.17071397828895
2024-01-03,59.568418535698925
2024-01-04,59.939515087752866
2024-01-05,57.846530534168636
2024-01-06,38.02997465448808
2024-01-07,35.44714265219263
2024-01-08,57.846530534168636
2024-01-09,57.846530534168636
2024-01-10,62.522347090048314
2024-01-11,65.4762756443977
2024-01-12,57.846530534168636
2024-01-13,38.40107120654202
2024-01-14,34.21510209937354
2024-01-15,46.89176031753624
2024-01-16,55.75354598058439
2024-01-17,60.80045908851802
2024-01-18,57.846530534168636
2024-01-19,54.0316579790541
2024-01-20,38.40107120654202
2024-01-21,34.88307589307064
2024-01-22,60.117641432738765
2024-01-23,60.117641432738765
2024-01-24,60.117641432738765
2024-01-25,60.85983453684665
2024-01-26,60.117641432738765
2024-01-27,42.3050069341495
2024-01-28,37.85184830950219
2024-01-29,62.34422074506242
2024-01-30,68.28176557792551
2024-01-31,68.28176557792551
2024-02-01,71.25053799435705
2024-02-02,66.79737936970973
2024-02-03,42.3050069341495
2024-02-04,41.56281383004161
2024-02-05,69.0239586820334
2024-02-06,70.50834489024916
2024-02-07,71.25053799435705
2024-02-08,71.99273109846494
2024-02-09,65.31299316149396
2024-02-10,44.53158624647316
2024-02-11,37.85184830950219
2024-02-12,60.117641432738765
2024-02-13,69.76615178614128
2024-02-14,74.2193104107886
2024-02-15,73.47711730668071
2024-02-16,67.53957247381763
2024-02-17,42.3050069341495
2024-02-18,40.078427621825846
2024-02-19,60.85983453684665
2024-02-20,72.73492420257283
2024-02-21,69.76615178614128
2024-02-22,69.0239586820334
2024-02-23,67.53957247381763
2024-02-24,43.78939314236527
2024-02-25,41.56281383004161
2024-02-26,68.28176557792551
2024-02-27,65.31299316149396
2024-02-28,66.05518626560185
2024-02-29,67.53957247381763
2024-03-01,64.57080005738608
2024-03-02,40.078427621825846
2024-03-03,40.078427621825846
2024-03-04,64.57080005738608
2024-03-05,64.57080005738608
2024-03-06,61.60202764095454
2024-03-07,62.34422074506242
2024-03-08,60.85983453684665
2024-03-09,42.3050069341495
2024-03-10,39.336234517717955
2024-03-11,60.85983453684665
2024-03-12,64.57080005738608
2024-03-13,63.086413849170306
2024-03-14,62.34422074506242
2024-03-15,59.37544832863088
2024-03-16,42.3050069341495
2024-03-17,39.336234517717955
2024-03-18,63.086413849170306
2024-03-19,63.8286069532782
2024-03-20,63.8286069532782
2024-03-21,65.31299316149396
2024-03-22,60.117641432738765
2024-03-23,40.82062072593373
2024-03-24,38.59404141361007
2024-03-25,63.086413849170306
2024-03-26,67.53957247381763
2024-03-27,65.31299316149396
2024-03-28,63.086413849170306
2024-03-29,52.6957103916599
2024-03-30,39.336234517717955
2024-03-31,34.140882788962756
2024-04-01,60.117641432738765
2024-04-02,66.05518626560185
2024-04-03,63.086413849170306
2024-04-04,61.60202764095454
2024-04-05,63.8286069532782
2024-04-06,43.04720003825739
2024-04-07,41.56281383004161
2024-04-08,60.85983453684665
2024-04-09,65.31299316149396
2024-04-10,63.086413849170306
2024-04-11,62.34422074506242
2024-04-12,60.85983453684665
2024-04-13,42.3050069341495
2024-04-14,40.078427621825846
2024-04-15,66.05518626560185
2024-04-16,71.99273109846494
2024-04-17,64.57080005738608
2024-04-18,64.57080005738608
2024-04-19,63.8286069532782
2024-04-20,42.3050069341495
2024-04-21,40.82062072593373
2024-04-22,65.31299316149396
2024-04-23,68.28176557792551
2024-04-24,66.05518626560185
2024-04-25,63.8286069532782
2024-04-26,60.117641432738765
2024-04-27,42.3050069341495
2024-04-28,40.078427621825846
2024-04-29,63.8286069532782
2024-04-30,64.57080005738608
2024-05-01,65.31299316149396
2024-05-02,63.8286069532782
2024-05-03,62.34422074506242
2024-05-04,40.82062072593373
2024-05-05,42.3050069341495
2024-05-06,67.53957247381763
2024-05-07,70.50834489024916
2024-05-08,68.28176557792551
2024-05-09,66.05518626560185
2024-05-10,65.31299316149396
2024-05-11,43.78939314236527
2024-05-12,37.85184830950219
2024-05-13,66.05518626560185
2024-05-14,67.53957247381763
2024-05-15,66.05518626560185
2024-05-16,66.05518626560185
2024-05-17,67.53957247381763
2024-05-18,46.01597245468893
2024-05-19,40.82062072593373
2024-05-20,67.53957247381763
2024-05-21,68.28176557792551
2024-05-22,69.0239586820334
2024-05-23,66.79737936970973
2024-05-24,60.85983453684665
2024-05-25,43.78939314236527
2024-05-26,46.01597245468893
2024-05-27,48.242551767012586
2024-05-28,69.76615178614128
2024-05-29,71.25053799435705
2024-05-30,67.53957247381763
2024-05-31,66.05518626560185
2024-06-01,46.01597245468893
2024-06-02,46.75816555879682
2024-06-03,66.05518626560185
2024-06-04,62.34422074506242
2024-06-05,65.31299316149396
2024-06-06,63.8286069532782
2024-06-07,60.117641432738765
2024-06-08,42.3050069341495
2024-06-09,42.3050069341495
2024-06-10,66.79737936970973
2024-06-11,60.85983453684665
2024-06-12,64.57080005738608
2024-06-13,65.31299316149396
2024-06-14,60.117641432738765
2024-06-15,40.078427621825846
2024-06-16,38.59404141361007
2024-06-17,62.34422074506242
2024-06-18,61.60202764095454
2024-06-19,58.63325522452299
2024-06-20,61.60202764095454
2024-06-21,61.60202764095454
2024-06-22,43.78939314236527
2024-06-23,43.78939314236527
2024-06-24,67.53957247381763
2024-06-25,59.37544832863088
2024-06-26,63.086413849170306
2024-06-27,59.37544832863088
2024-06-28,63.086413849170306
2024-06-29,41.56281383004161
2024-06-30,39.336234517717955
2024-07-01,61.60202764095454
2024-07-02,61.60202764095454
2024-07-03,58.63325522452299
2024-07-04,40.82062072593373
2024-07-05,46.75816555879682
2024-07-06,39.336234517717955
2024-07-07,40.82062072593373
2024-07-08,60.85983453684665
2024-07-09,60.117641432738765
2024-07-10,61.60202764095454
2024-07-11,60.117641432738765
2024-07-12,57.148869016307216
2024-07-13,39.336234517717955
2024-07-14,37.85184830950219
2024-07-15,57.89106212041511
2024-07-16,60.85983453684665
2024-07-17,61.60202764095454
2024-07-18,59.37544832863088
2024-07-19,57.148869016307216
2024-07-20,42.3050069341495
2024-07-21,39.336234517717955
2024-07-22,57.148869016307216
2024-07-23,61.60202764095454
2024-07-24,58.63325522452299
2024-07-25,60.117641432738765
2024-07-26,56.40667591219933
2024-07-27,40.078427621825846
2024-07-28,40.82062072593373
2024-07-29,60.117641432738765
2024-07-30,61.60202764095454
2024-07-31,58.63325522452299
2024-08-01,57.89106212041511
2024-08-02,58.63325522452299
2024-08-03,39.336234517717955
2024-08-04,38.59404141361007
2024-08-05,58.63325522452299
2024-08-06,58.63325522452299
2024-08-07,60.117641432738765
2024-08-08,58.63325522452299
2024-08-09,57.89106212041511
2024-08-10,38.59404141361007
2024-08-11,40.82062072593373
2024-08-12,63.086413849170306
2024-08-13,62.34422074506242
2024-08-14,63.086413849170306
2024-08-15,63.8286069532782
2024-08-16,60.117641432738765
2024-08-17,38.59404141361007
2024-08-18,41.56281383004161
2024-08-19,64.67994610210783
2024-08-20,69.72249336825257
2024-08-21,64.67994610210783
2024-08-22,66.03335705665751
2024-08-23,60.99080979051274
2024-08-24,41.56281383004161
2024-08-25,40.58049942754589
2024-08-26,62.34422074506242
2024-08-27,65.66226050460355
2024-08-28,65.05104265416176
2024-08-29,63.697631699612096
2024-08-30,60.99080979051274
2024-08-31,40.209402875491946
2024-09-01,38.855991920942266
2024-09-02,39.22708847299621
2024-09-03,61.36190634256669
2024-09-04,65.05104265416176
2024-09-05,65.66226050460355
2024-09-06,57.301673478917664
2024-09-07,39.22708847299621
2024-09-08,35.53795216140112
2024-09-09,60.00849538801702
2024-09-10,63.697631699612096
2024-09-11,62.34422074506242
2024-09-12,67.01567145915322
2024-09-13,60.00849538801702
2024-09-14,40.58049942754589
2024-09-15,35.16685560934718
2024-09-16,60.99080979051274
2024-09-17,64.78909214682957
2024-09-18,63.566656445945995
2024-09-19,62.34422074506242
2024-09-20,61.12178504417884
2024-09-21,37.89550672739088
2024-09-22,35.45063532562373
