Time,everything_everywhere_all_at_once
2023-12-18,3.9622641509433967
2023-12-19,4.075471698113208
2023-12-20,4.415094339622642
2023-12-21,4.867924528301888
2023-12-22,4.4031008464373365
2023-12-23,4.0198604894815695
2023-12-24,4.864753834701175
2023-12-25,6.6329531564484565
2023-12-26,5.788059811228852
2023-12-27,5.326406822965014
2023-12-28,4.673133656223291
2023-12-29,3.9414478581734977
2023-12-30,6.441332977970573
2023-12-31,6.576349382863551
2024-01-01,10.787830050823004
2024-01-02,7.364638954498251
2024-01-03,5.92307621612183
2024-01-04,5.653043406335874
2024-01-05,5.653043406335874
2024-01-06,8.94121809776765
2024-01-07,8.749597919289766
2024-01-08,6.171300168184619
2024-01-09,4.729737429808197
2024-01-10,5.383010596549919
2024-01-11,4.076464263066475
2024-01-12,4.673133656223291
2024-01-13,7.229622549605273
2024-01-14,7.961308347655067
2024-01-15,6.384729204385668
2024-01-16,5.191390418072036
2024-01-17,4.346497072852431
2024-01-18,4.673133656223291
2024-01-19,4.594721024915219
2024-01-20,7.229622549605273
2024-01-21,6.74348629249419
2024-01-22,4.704757878484318
2024-01-23,4.39110735325203
2024-01-24,4.39110735325203
2024-01-25,4.077456828019742
2024-01-26,3.6069810401713105
2024-01-27,6.586661029878045
2024-01-28,7.527612605574909
2024-01-29,4.077456828019742
2024-01-30,4.077456828019742
2024-01-31,3.4501557775551666
2024-02-01,3.1365052523228787
2024-02-02,3.2933305149390226
2024-02-03,5.645709454181182
2024-02-04,6.116185242029614
2024-02-05,4.077456828019742
2024-02-06,3.1365052523228787
2024-02-07,3.1365052523228787
2024-02-08,3.4501557775551666
2024-02-09,3.2933305149390226
2024-02-10,5.488884191565038
2024-02-11,5.645709454181182
2024-02-12,2.822854727090591
2024-02-13,2.822854727090591
2024-02-14,2.9796799897067348
2024-02-15,3.4501557775551666
2024-02-16,3.4501557775551666
2024-02-17,4.861583141100462
2024-02-18,6.273010504645757
2024-02-19,5.488884191565038
2024-02-20,3.4501557775551666
2024-02-21,4.077456828019742
2024-02-22,2.822854727090591
2024-02-23,5.018408403716606
2024-02-24,12.232370484059228
2024-02-25,15.682526261614393
2024-02-26,9.879991544817068
2024-02-27,7.057136817726477
2024-02-28,6.429835767261901
2024-02-29,5.802534716797325
2024-03-01,6.116185242029614
2024-03-02,8.625389443887917
2024-03-03,9.56634101958478
2024-03-04,5.645709454181182
2024-03-05,4.39110735325203
2024-03-06,4.234282090635887
2024-03-07,3.6069810401713105
2024-03-08,4.547932615868174
2024-03-09,6.116185242029614
2024-03-10,7.841263130807197
2024-03-11,7.998088393423341
2024-03-12,5.175233666332749
2024-03-13,4.39110735325203
2024-03-14,4.704757878484318
2024-03-15,4.39110735325203
2024-03-16,6.429835767261901
2024-03-17,6.74348629249419
2024-03-18,4.234282090635887
2024-03-19,3.7638063027874544
2024-03-20,3.7638063027874544
2024-03-21,2.822854727090591
2024-03-22,3.4501557775551666
2024-03-23,5.645709454181182
2024-03-24,6.429835767261901
2024-03-25,4.077456828019742
2024-03-26,3.2933305149390226
2024-03-27,3.6069810401713105
2024-03-28,3.6069810401713105
2024-03-29,3.4501557775551666
2024-03-30,5.018408403716606
2024-03-31,5.332058928948894
2024-04-01,4.234282090635887
2024-04-02,2.9796799897067348
2024-04-03,2.666029464474447
2024-04-04,3.1365052523228787
2024-04-05,3.2933305149390226
2024-04-06,3.9206315654035984
2024-04-07,5.488884191565038
2024-04-08,3.1365052523228787
2024-04-09,2.822854727090591
2024-04-10,2.352378939242159
2024-04-11,2.666029464474447
2024-04-12,2.666029464474447
2024-04-13,3.4501557775551666
2024-04-14,4.077456828019742
2024-04-15,3.1365052523228787
2024-04-16,2.509204201858303
2024-04-17,2.509204201858303
2024-04-18,3.1365052523228787
2024-04-19,2.822854727090591
2024-04-20,3.4501557775551666
2024-04-21,5.332058928948894
2024-04-22,3.2933305149390226
2024-04-23,2.666029464474447
2024-04-24,2.195553676626015
2024-04-25,2.352378939242159
2024-04-26,2.666029464474447
2024-04-27,3.2933305149390226
2024-04-28,4.234282090635887
2024-04-29,2.9796799897067348
2024-04-30,2.822854727090591
2024-05-01,2.509204201858303
2024-05-02,2.822854727090591
2024-05-03,2.666029464474447
2024-05-04,3.7638063027874544
2024-05-05,3.9206315654035984
2024-05-06,2.509204201858303
2024-05-07,2.195553676626015
2024-05-08,2.352378939242159
2024-05-09,2.352378939242159
2024-05-10,2.666029464474447
2024-05-11,3.1365052523228787
2024-05-12,3.9206315654035984
2024-05-13,2.9796799897067348
2024-05-14,2.509204201858303
2024-05-15,2.509204201858303
2024-05-16,2.038728414009871
2024-05-17,2.822854727090591
2024-05-18,3.6069810401713105
2024-05-19,4.39110735325203
2024-05-20,2.666029464474447
2024-05-21,2.822854727090591
2024-05-22,2.822854727090591
2024-05-23,2.509204201858303
2024-05-24,2.509204201858303
2024-05-25,3.6069810401713105
2024-05-26,3.6069810401713105
2024-05-27,3.9206315654035984
2024-05-28,2.9796799897067348
2024-05-29,2.822854727090591
2024-05-30,2.9796799897067348
2024-05-31,2.822854727090591
2024-06-01,2.822854727090591
2024-06-02,3.9206315654035984
2024-06-03,2.666029464474447
2024-06-04,2.509204201858303
2024-06-05,2.195553676626015
2024-06-06,2.352378939242159
2024-06-07,2.666029464474447
2024-06-08,2.9796799897067348
2024-06-09,3.4501557775551666
2024-06-10,2.509204201858303
2024-06-11,1.8819031513937272
2024-06-12,2.352378939242159
2024-06-13,2.352378939242159
2024-06-14,2.038728414009871
2024-06-15,2.666029464474447
2024-06-16,2.822854727090591
2024-06-17,2.509204201858303
2024-06-18,2.352378939242159
2024-06-19,2.509204201858303
2024-06-20,1.5682526261614393
2024-06-21,1.5682526261614393
2024-06-22,3.1365052523228787
2024-06-23,3.4501557775551666
2024-06-24,2.509204201858303
2024-06-25,2.038728414009871
2024-06-26,2.352378939242159
2024-06-27,2.352378939242159
2024-06-28,1.8819031513937272
2024-06-29,4.39110735325203
2024-06-30,3.4501557775551666
2024-07-01,2.666029464474447
2024-07-02,2.195553676626015
2024-07-03,2.666029464474447
2024-07-04,2.666029464474447
2024-07-05,2.352378939242159
2024-07-06,2.9796799897067348
2024-07-07,3.2933305149390226
2024-07-08,2.038728414009871
2024-07-09,1.8819031513937272
2024-07-10,2.195553676626015
2024-07-11,2.038728414009871
2024-07-12,2.038728414009871
2024-07-13,2.9796799897067348
2024-07-14,2.822854727090591
2024-07-15,2.352378939242159
2024-07-16,2.509204201858303
2024-07-17,2.352378939242159
2024-07-18,2.195553676626015
2024-07-19,2.352378939242159
2024-07-20,2.195553676626015
2024-07-21,3.1365052523228787
2024-07-22,2.195553676626015
2024-07-23,1.8819031513937272
2024-07-24,2.038728414009871
2024-07-25,1.8819031513937272
2024-07-26,2.666029464474447
2024-07-27,3.1365052523228787
2024-07-28,3.2933305149390226
2024-07-29,2.352378939242159
2024-07-30,2.195553676626015
2024-07-31,2.195553676626015
2024-08-01,2.195553676626015
2024-08-02,2.352378939242159
2024-08-03,2.9796799897067348
2024-08-04,3.1365052523228787
2024-08-05,2.509204201858303
2024-08-06,2.352378939242159
2024-08-07,2.666029464474447
2024-08-08,2.195553676626015
2024-08-09,2.195553676626015
2024-08-10,3.2933305149390226
2024-08-11,2.9796799897067348
2024-08-12,2.509204201858303
2024-08-13,2.352378939242159
2024-08-14,2.822854727090591
2024-08-15,2.195553676626015
2024-08-16,2.509204201858303
2024-08-17,3.1365052523228787
2024-08-18,4.215507235252264
2024-08-19,3.3253582094169674
2024-08-20,2.6759690937951883
2024-08-21,2.068547301972096
2024-08-22,3.000663651606078
2024-08-23,2.6549854318958452
2024-08-24,2.9796799897067348
2024-08-25,2.838316372700633
2024-08-26,2.2099109189781974
2024-08-27,1.7018854203625198
2024-08-28,2.513621814889744
2024-08-29,2.9796799897067348
2024-08-30,2.1679435951795107
2024-08-31,2.9586963278073917
2024-09-01,3.4037708407250395
2024-09-02,3.8908126774413736
2024-09-03,2.0475636400727524
2024-09-04,1.7018854203625198
2024-09-05,2.005596316274066
2024-09-06,1.560521803356418
2024-09-07,2.838316372700633
2024-09-08,2.7963490489019467
2024-09-09,1.906200023066651
2024-09-10,2.005596316274066
2024-09-11,1.7228690822618629
2024-09-12,1.5815054652557614
2024-09-13,1.5815054652557614
2024-09-14,2.4926381529904003
2024-09-15,2.9796799897067348
2024-09-16,2.372258197883642
2024-09-17,1.5947583043500833
2024-09-18,1.7626275995448288
2024-09-19,1.888529570940888
2024-09-20,1.468856332954024
2024-09-21,2.266235485129066
2024-09-22,2.8537780183106753
2024-09-23,1.9304968947395744
2024-09-24,1.678692951947456
2024-09-25,1.5527909805513969
2024-09-26,2.0144315423369474
2024-09-27,1.8465622471422016
2024-09-28,2.4760721041224976
2024-09-29,2.601974075518557
2024-09-30,2.0563988661356336
2024-10-01,1.468856332954024
2024-10-02,1.3849216853566513
2024-10-03,1.4268890091553377
2024-10-04,1.3849216853566513
2024-10-05,1.6367256281487697
2024-10-06,2.182300837531693
2024-10-07,1.5108236567527105
2024-10-08,1.3429543615579649
2024-10-09,1.3849216853566513
2024-10-10,1.5527909805513969
2024-10-11,1.468856332954024
2024-10-12,1.5947583043500833
2024-10-13,2.1403335137330064
2024-10-14,1.888529570940888
2024-10-15,1.5947583043500833
2024-10-16,1.5527909805513969
2024-10-17,1.3849216853566513
2024-10-18,1.5527909805513969
2024-10-19,1.9724642185382608
2024-10-20,1.888529570940888
2024-10-21,1.678692951947456
2024-10-22,1.5947583043500833
2024-10-23,1.7206602757461424
2024-10-24,1.6367256281487697
2024-10-25,1.678692951947456
2024-10-26,1.5947583043500833
2024-10-27,1.5108236567527105
2024-10-28,1.6367256281487697
2024-10-29,1.5108236567527105
2024-10-30,1.2170523901619057
2024-10-31,1.4268890091553377
2024-11-01,1.7626275995448288
2024-11-02,2.3501701327264386
2024-11-03,2.0144315423369474
2024-11-04,2.0983661899343202
2024-11-05,1.678692951947456
2024-11-06,1.5108236567527105
2024-11-07,1.8465622471422016
2024-11-08,1.8465622471422016
2024-11-09,2.266235485129066
2024-11-10,2.266235485129066
