Time,buffalo_wild_wings
2022-04-08,29.0
2022-04-09,37.0
2022-04-10,39.0
2022-04-11,22.0
2022-04-12,27.0
2022-04-13,25.0
2022-04-14,29.0
2022-04-15,31.0
2022-04-16,36.0
2022-04-17,39.0
2022-04-18,23.0
2022-04-19,25.0
2022-04-20,26.0
2022-04-21,28.0
2022-04-22,28.0
2022-04-23,35.0
2022-04-24,37.0
2022-04-25,21.0
2022-04-26,25.0
2022-04-27,22.0
2022-04-28,29.0
2022-04-29,28.0
2022-04-30,35.0
2022-05-01,35.0
2022-05-02,22.0
2022-05-03,27.0
2022-05-04,23.0
2022-05-05,30.0
2022-05-06,32.0
2022-05-07,39.0
2022-05-08,42.0
2022-05-09,22.0
2022-05-10,25.0
2022-05-11,22.0
2022-05-12,30.0
2022-05-13,31.0
2022-05-14,38.0
2022-05-15,36.0
2022-05-16,22.0
2022-05-17,25.0
2022-05-18,26.0
2022-05-19,30.0
2022-05-20,30.0
2022-05-21,39.0
2022-05-22,35.0
2022-05-23,23.0
2022-05-24,29.0
2022-05-25,24.0
2022-05-26,30.0
2022-05-27,34.0
2022-05-28,38.0
2022-05-29,42.0
2022-05-30,37.0
2022-05-31,26.0
2022-06-01,24.0
2022-06-02,31.0
2022-06-03,32.0
2022-06-04,36.0
2022-06-05,35.0
2022-06-06,22.0
2022-06-07,26.0
2022-06-08,25.0
2022-06-09,32.0
2022-06-10,31.0
2022-06-11,36.0
2022-06-12,36.0
2022-06-13,23.0
2022-06-14,27.0
2022-06-15,25.0
2022-06-16,32.0
2022-06-17,33.0
2022-06-18,35.0
2022-06-19,41.0
2022-06-20,27.0
2022-06-21,27.0
2022-06-22,27.0
2022-06-23,32.0
2022-06-24,32.0
2022-06-25,33.0
2022-06-26,36.0
2022-06-27,24.0
2022-06-28,27.0
2022-06-29,28.0
2022-06-30,32.0
2022-07-01,31.0
2022-07-02,36.0
2022-07-03,37.0
2022-07-04,37.0
2022-07-05,28.0
2022-07-06,24.0
2022-07-07,30.0
2022-07-08,32.0
2022-07-09,40.0
2022-07-10,35.0
2022-07-11,25.0
2022-07-12,29.0
2022-07-13,27.0
2022-07-14,33.0
2022-07-15,32.0
2022-07-16,36.0
2022-07-17,35.0
2022-07-18,25.0
2022-07-19,29.0
2022-07-20,27.0
2022-07-21,37.0
2022-07-22,34.0
2022-07-23,39.0
2022-07-24,37.0
2022-07-25,26.0
2022-07-26,30.0
2022-07-27,27.0
2022-07-28,33.0
2022-07-29,41.0
2022-07-30,39.0
2022-07-31,38.0
2022-08-01,24.0
2022-08-02,29.0
2022-08-03,27.0
2022-08-04,35.0
2022-08-05,35.0
2022-08-06,34.0
2022-08-07,41.0
2022-08-08,23.0
2022-08-09,28.0
2022-08-10,26.0
2022-08-11,32.0
2022-08-12,32.0
2022-08-13,42.0
2022-08-14,38.0
2022-08-15,24.0
2022-08-16,27.0
2022-08-17,26.0
2022-08-18,35.0
2022-08-19,32.0
2022-08-20,37.0
2022-08-21,41.0
2022-08-22,22.0
2022-08-23,26.0
2022-08-24,24.0
2022-08-25,29.0
2022-08-26,30.0
2022-08-27,37.0
2022-08-28,34.0
2022-08-29,21.579825258141383
2022-08-30,26.72478157267673
2022-08-31,22.9614773629865
2022-09-01,30.928911834789517
2022-09-02,37.01469420174742
2022-09-03,44.04130262112788
2022-09-04,38.396346306592534
2022-09-05,36.073868149324866
2022-09-06,23.902303415409058
2022-09-07,22.02065131056394
2022-09-08,31.869737887212075
2022-09-09,29.0472597299444
2022-09-10,40.77799841143765
2022-09-11,49.186258935663226
2022-09-12,23.902303415409058
2022-09-13,23.902303415409058
2022-09-14,23.402303415409058
2022-09-15,29.98808578236696
2022-09-16,29.0472597299444
2022-09-17,40.27799841143765
2022-09-18,45.922954725973
2022-09-19,24.843129467831613
2022-09-20,23.902303415409058
2022-09-21,22.02065131056394
2022-09-22,28.106433677521842
2022-09-23,27.165607625099284
2022-09-24,42.65965051628277
2022-09-25,38.396346306592534
2022-09-26,21.079825258141383
2022-09-27,22.9614773629865
2022-09-28,22.04130262112788
2022-09-29,31.73947577442415
2022-09-30,29.976171564733917
2022-10-01,37.02938840349484
2022-10-02,38.79269261318507
2022-10-03,22.04130262112788
2022-10-04,22.922954725972996
2022-10-05,22.922954725972996
2022-10-06,29.094519459888804
2022-10-07,28.212867355043688
2022-10-08,37.02938840349484
2022-10-09,38.79269261318507
2022-10-10,23.804606830818113
2022-10-11,23.804606830818113
2022-10-12,22.922954725972996
2022-10-13,28.212867355043688
2022-10-14,29.094519459888804
2022-10-15,37.02938840349484
2022-10-16,38.79269261318507
2022-10-17,20.27799841143765
2022-10-18,23.804606830818113
2022-10-19,21.159650516282767
2022-10-20,29.094519459888804
2022-10-21,28.212867355043688
2022-10-22,44.08260524225576
2022-10-23,37.91104050833996
2022-10-24,20.27799841143765
2022-10-25,21.159650516282767
2022-10-26,21.159650516282767
2022-10-27,29.976171564733917
2022-10-28,29.976171564733917
2022-10-29,38.79269261318507
2022-10-30,37.02938840349484
2022-10-31,20.27799841143765
2022-11-01,24.686258935663226
2022-11-02,19.396346306592534
2022-11-03,27.33121525019857
2022-11-04,27.33121525019857
2022-11-05,37.91104050833996
2022-11-06,33.502779984114376
2022-11-07,18.51469420174742
2022-11-08,21.159650516282767
2022-11-09,18.51469420174742
2022-11-10,29.976171564733917
2022-11-11,49.37251787132645
2022-11-12,39.674344718030184
2022-11-13,39.674344718030184
2022-11-14,19.396346306592534
2022-11-15,20.27799841143765
2022-11-16,21.159650516282767
2022-11-17,25.567911040508342
2022-11-18,26.44956314535346
2022-11-19,31.73947577442415
2022-11-20,33.502779984114376
2022-11-21,21.159650516282767
2022-11-22,24.686258935663226
2022-11-23,26.44956314535346
2022-11-24,24.686258935663226
2022-11-25,22.922954725972996
2022-11-26,31.73947577442415
2022-11-27,32.62112787926927
2022-11-28,18.51469420174742
2022-11-29,19.396346306592534
2022-11-30,20.27799841143765
2022-12-01,25.567911040508342
2022-12-02,29.094519459888804
2022-12-03,35.26608419380461
2022-12-04,35.26608419380461
2022-12-05,20.27799841143765
2022-12-06,20.27799841143765
2022-12-07,22.04130262112788
2022-12-08,29.094519459888804
2022-12-09,26.44956314535346
2022-12-10,34.38443208895949
2022-12-11,40.5559968228753
2022-12-12,21.159650516282767
2022-12-13,22.04130262112788
2022-12-14,22.04130262112788
2022-12-15,26.44956314535346
2022-12-16,28.212867355043688
2022-12-17,37.02938840349484
2022-12-18,36.147736298649725
2022-12-19,22.922954725972996
2022-12-20,25.567911040508342
2022-12-21,25.567911040508342
2022-12-22,29.976171564733917
2022-12-23,36.147736298649725
2022-12-24,36.147736298649725
2022-12-25,29.094519459888804
2022-12-26,36.147736298649725
2022-12-27,35.26608419380461
2022-12-28,31.73947577442415
2022-12-29,36.147736298649725
2022-12-30,37.91104050833996
2022-12-31,41.43764892772042
2023-01-01,43.20095313741065
2023-01-02,34.38443208895949
2023-01-03,23.804606830818113
2023-01-04,22.04130262112788
2023-01-05,26.44956314535346
2023-01-06,29.976171564733917
2023-01-07,40.5559968228753
2023-01-08,39.674344718030184
2023-01-09,23.804606830818113
2023-01-10,25.567911040508342
2023-01-11,22.922954725972996
2023-01-12,27.33121525019857
2023-01-13,28.212867355043688
2023-01-14,39.674344718030184
2023-01-15,36.147736298649725
2023-01-16,29.094519459888804
2023-01-17,27.33121525019857
2023-01-18,23.804606830818113
2023-01-19,28.212867355043688
2023-01-20,28.212867355043688
2023-01-21,42.319301032565534
2023-01-22,43.20095313741065
2023-01-23,19.396346306592534
2023-01-24,22.922954725972996
2023-01-25,22.04130262112788
2023-01-26,29.094519459888804
2023-01-27,28.212867355043688
2023-01-28,34.38443208895949
2023-01-29,40.5559968228753
2023-01-30,20.27799841143765
2023-01-31,22.922954725972996
2023-02-01,22.922954725972996
2023-02-02,27.33121525019857
2023-02-03,29.976171564733917
2023-02-04,34.38443208895949
2023-02-05,40.5559968228753
2023-02-06,19.396346306592534
2023-02-07,23.804606830818113
2023-02-08,22.922954725972996
2023-02-09,27.33121525019857
2023-02-10,29.094519459888804
2023-02-11,44.964257347100876
2023-02-12,88.16521048451152
2023-02-13,22.04130262112788
2023-02-14,24.686258935663226
2023-02-15,25.567911040508342
2023-02-16,23.804606830818113
2023-02-17,28.212867355043688
2023-02-18,36.147736298649725
2023-02-19,35.26608419380461
2023-02-20,23.804606830818113
2023-02-21,22.922954725972996
2023-02-22,21.159650516282767
2023-02-23,25.567911040508342
2023-02-24,29.094519459888804
2023-02-25,34.38443208895949
2023-02-26,38.79269261318507
2023-02-27,19.396346306592534
2023-02-28,21.159650516282767
2023-03-01,22.922954725972996
2023-03-02,26.44956314535346
2023-03-03,27.33121525019857
2023-03-04,40.5559968228753
2023-03-05,40.5559968228753
2023-03-06,20.27799841143765
2023-03-07,22.922954725972996
2023-03-08,22.922954725972996
2023-03-09,27.33121525019857
2023-03-10,27.33121525019857
2023-03-11,33.502779984114376
2023-03-12,37.91104050833996
2023-03-13,23.804606830818113
2023-03-14,29.094519459888804
2023-03-15,28.212867355043688
2023-03-16,34.38443208895949
2023-03-17,34.38443208895949
2023-03-18,39.674344718030184
2023-03-19,44.964257347100876
2023-03-20,22.04130262112788
2023-03-21,23.804606830818113
2023-03-22,22.922954725972996
2023-03-23,30.857823669579034
2023-03-24,30.857823669579034
2023-03-25,35.26608419380461
2023-03-26,35.26608419380461
2023-03-27,19.396346306592534
2023-03-28,22.922954725972996
2023-03-29,21.159650516282767
2023-03-30,27.33121525019857
2023-03-31,29.094519459888804
2023-04-01,31.73947577442415
2023-04-02,34.38443208895949
2023-04-03,21.159650516282767
2023-04-04,22.922954725972996
2023-04-05,21.159650516282767
2023-04-06,27.33121525019857
2023-04-07,28.212867355043688
2023-04-08,32.62112787926927
2023-04-09,36.147736298649725
2023-04-10,21.159650516282767
2023-04-11,22.04130262112788
2023-04-12,21.159650516282767
2023-04-13,25.567911040508342
2023-04-14,27.33121525019857
2023-04-15,34.38443208895949
2023-04-16,33.502779984114376
2023-04-17,19.396346306592534
2023-04-18,22.922954725972996
2023-04-19,21.159650516282767
2023-04-20,28.212867355043688
2023-04-21,30.857823669579034
2023-04-22,46.72756155679111
2023-04-23,39.674344718030184
2023-04-24,20.27799841143765
2023-04-25,22.922954725972996
2023-04-26,22.806510108351944
2023-04-27,31.598078738741442
2023-04-28,31.855920392045203
2023-04-29,33.25325580349784
2023-04-30,31.855920392045203
2023-05-01,18.539646619809076
2023-05-02,22.806510108351944
2023-05-03,21.15133304359555
2023-05-04,24.7195288264121
2023-05-05,24.7195288264121
2023-05-06,35.166274521557995
2023-05-07,32.55458809777152
2023-05-08,18.539646619809076
2023-05-09,22.806510108351944
2023-05-10,22.107842402625625
2023-05-11,27.331215250198575
2023-05-12,26.632547544472256
2023-05-13,35.166274521557995
2023-05-14,31.855920392045203
2023-05-15,19.496155978839152
2023-05-16,23.064351761655704
2023-05-17,21.850000749321865
2023-05-18,28.28772460922865
2023-05-19,29.24423396825873
2023-05-20,34.209765162527916
2023-05-21,31.855920392045203
2023-05-22,19.93698203126171
2023-05-23,22.806510108351944
2023-05-24,20.89349139029179
2023-05-25,27.331215250198575
2023-05-26,27.846898556806096
2023-05-27,30.940998396451217
2023-05-28,28.878265170021134
2023-05-29,30.940998396451217
2023-05-30,21.65869887751585
2023-05-31,21.143015570908332
2023-06-01,26.815531943591054
2023-06-02,27.846898556806096
2023-06-03,28.878265170021134
2023-06-04,31.456681703058734
2023-06-05,20.62733226430081
2023-06-06,21.65869887751585
2023-06-07,21.143015570908332
2023-06-08,28.878265170021134
2023-06-09,28.878265170021134
2023-06-10,34.03509823609634
2023-06-11,34.03509823609634
2023-06-12,21.65869887751585
2023-06-13,24.237115410553454
2023-06-14,23.205748797338412
2023-06-15,28.878265170021134
2023-06-16,27.846898556806096
2023-06-17,31.456681703058734
2023-06-18,33.51941492948882
2023-06-19,22.69006549073089
2023-06-20,24.75279871716097
2023-06-21,22.17438218412337
2023-06-22,27.846898556806096
2023-06-23,29.909631783236176
2023-06-24,29.909631783236176
2023-06-25,30.940998396451217
2023-06-26,21.65869887751585
2023-06-27,25.26848202376849
2023-06-28,23.721432103945933
2023-06-29,30.425315089843696
2023-06-30,27.846898556806096
2023-07-01,28.878265170021134
2023-07-02,29.909631783236176
2023-07-03,25.26848202376849
2023-07-04,34.55078154270386
2023-07-05,22.69006549073089
2023-07-06,28.878265170021134
2023-07-07,27.846898556806096
2023-07-08,31.972365009666255
2023-07-09,37.64488138234898
2023-07-10,21.65869887751585
2023-07-11,23.205748797338412
2023-07-12,22.69006549073089
2023-07-13,30.940998396451217
2023-07-14,29.909631783236176
2023-07-15,34.55078154270386
2023-07-16,35.06646484931138
2023-07-17,22.69006549073089
2023-07-18,25.784165330376013
2023-07-19,25.784165330376013
2023-07-20,31.972365009666255
2023-07-21,29.909631783236176
2023-07-22,31.456681703058734
2023-07-23,32.488048316273776
2023-07-24,24.237115410553454
2023-07-25,29.909631783236176
2023-07-26,26.299848636983533
2023-07-27,32.488048316273776
2023-07-28,31.972365009666255
2023-07-29,51.568330660752025
2023-07-30,41.770347835209144
2023-07-31,22.69006549073089
2023-08-01,26.815531943591054
2023-08-02,24.75279871716097
2023-08-03,27.846898556806096
2023-08-04,28.362581863413613
2023-08-05,35.06646484931138
2023-08-06,36.09783146252642
2023-08-07,22.17438218412337
2023-08-08,26.815531943591054
2023-08-09,23.205748797338412
2023-08-10,27.846898556806096
2023-08-11,29.393948476628655
2023-08-12,29.909631783236176
2023-08-13,31.456681703058734
2023-08-14,21.143015570908332
2023-08-15,25.26848202376849
2023-08-16,24.237115410553454
2023-08-17,30.940998396451217
2023-08-18,31.972365009666255
2023-08-19,37.129198075741456
2023-08-20,33.51941492948882
2023-08-21,20.11164895769329
2023-08-22,26.815531943591054
2023-08-23,23.205748797338412
2023-08-24,29.909631783236176
2023-08-25,27.331215250198575
2023-08-26,35.5821481559189
2023-08-27,31.456681703058734
2023-08-28,20.62733226430081
2023-08-29,23.205748797338412
2023-08-30,22.17438218412337
2023-08-31,29.393948476628655
2023-09-01,28.362581863413613
2023-09-02,35.06646484931138
2023-09-03,31.972365009666255
2023-09-04,31.456681703058734
2023-09-05,22.17438218412337
2023-09-06,19.08028234447825
2023-09-07,30.425315089843696
2023-09-08,26.299848636983533
2023-09-09,43.3173977550317
2023-09-10,42.801714448424185
2023-09-11,20.11164895769329
2023-09-12,22.69006549073089
2023-09-13,20.62733226430081
2023-09-14,27.331215250198575
2023-09-15,25.784165330376013
2023-09-16,34.03509823609634
2023-09-17,39.19193130217154
2023-09-18,19.59596565108577
2023-09-19,22.17438218412337
2023-09-20,20.11164895769329
2023-09-21,27.331215250198575
2023-09-22,27.331215250198575
2023-09-23,36.613514769133936
2023-09-24,40.22329791538658
2023-09-25,20.11164895769329
2023-09-26,21.65869887751585
2023-09-27,19.59596565108577
2023-09-28,27.331215250198575
2023-09-29,26.299848636983533
2023-09-30,37.64488138234898
2023-10-01,39.19193130217154
2023-10-02,18.04891573126321
2023-10-03,21.65869887751585
2023-10-04,19.59596565108577
2023-10-05,25.26848202376849
2023-10-06,24.75279871716097
2023-10-07,36.613514769133936
2023-10-08,36.613514769133936
2023-10-09,21.143015570908332
2023-10-10,21.65869887751585
2023-10-11,20.11164895769329
2023-10-12,27.331215250198575
2023-10-13,25.784165330376013
2023-10-14,34.03509823609634
2023-10-15,36.613514769133936
2023-10-16,19.08028234447825
2023-10-17,20.62733226430081
2023-10-18,20.11164895769329
2023-10-19,25.26848202376849
2023-10-20,26.815531943591054
2023-10-21,36.613514769133936
2023-10-22,40.22329791538658
2023-10-23,18.04891573126321
2023-10-24,21.65869887751585
2023-10-25,20.11164895769329
2023-10-26,28.878265170021134
2023-10-27,25.784165330376013
2023-10-28,31.972365009666255
2023-10-29,31.456681703058734
2023-10-30,18.04891573126321
2023-10-31,24.237115410553454
2023-11-01,22.69006549073089
2023-11-02,24.75279871716097
2023-11-03,24.237115410553454
2023-11-04,33.51941492948882
2023-11-05,34.03509823609634
2023-11-06,17.01754911804817
2023-11-07,21.65869887751585
2023-11-08,20.11164895769329
2023-11-09,23.721432103945933
2023-11-10,28.362581863413613
2023-11-11,46.927180901284345
2023-11-12,37.64488138234898
2023-11-13,16.50186581144065
2023-11-14,19.59596565108577
2023-11-15,18.564599037870728
2023-11-16,22.69006549073089
2023-11-17,25.26848202376849
2023-11-18,31.456681703058734
2023-11-19,31.456681703058734
2023-11-20,19.59596565108577
2023-11-21,21.143015570908332
2023-11-22,23.205748797338412
2023-11-23,20.62733226430081
2023-11-24,20.11164895769329
2023-11-25,28.878265170021134
2023-11-26,28.362581863413613
2023-11-27,15.470499198225609
2023-11-28,18.564599037870728
2023-11-29,19.59596565108577
2023-11-30,23.205748797338412
2023-12-01,24.237115410553454
2023-12-02,33.0037316228813
2023-12-03,31.456681703058734
2023-12-04,17.53323242465569
2023-12-05,20.11164895769329
2023-12-06,18.564599037870728
2023-12-07,22.17438218412337
2023-12-08,23.205748797338412
2023-12-09,28.878265170021134
2023-12-10,33.51941492948882
2023-12-11,17.53323242465569
2023-12-12,20.62733226430081
2023-12-13,19.08028234447825
2023-12-14,23.205748797338412
2023-12-15,26.299848636983533
2023-12-16,33.51941492948882
2023-12-17,40.22329791538658
2023-12-18,19.08028234447825
2023-12-19,22.17438218412337
2023-12-20,23.721432103945933
2023-12-21,28.878265170021134
2023-12-22,30.25342065430786
2023-12-23,32.02966315484487
2023-12-24,34.06374730868565
2023-12-25,34.06374730868565
2023-12-26,35.338631038909796
2023-12-27,30.25342065430786
2023-12-28,31.771821501541112
2023-12-29,34.321588961989406
2023-12-30,34.822947732302275
2023-12-31,39.90815811690421
2024-01-01,41.942242270744984
2024-01-02,26.18525234662631
2024-01-03,22.11708403894476
2024-01-04,25.92741069332255
2024-01-05,25.92741069332255
2024-01-06,32.28750480814863
2024-01-07,33.304546885069016
2024-01-08,21.100041962024374
2024-01-09,22.876284462561387
2024-01-10,19.825158231800224
2024-01-11,25.168210269705924
2024-01-12,26.18525234662631
2024-01-13,36.09783146252643
2024-01-14,36.09783146252643
2024-01-15,25.168210269705924
2024-01-16,20.842200308720614
2024-01-17,20.082999885103987
2024-01-18,24.91036861640216
2024-01-19,25.92741069332255
2024-01-20,39.148957693287585
2024-01-21,39.10598408440363
2024-01-22,18.048915731263214
2024-01-23,21.057068353140416
2024-01-24,20.05435081251468
2024-01-25,26.070656056269087
2024-01-26,27.073373596894818
2024-01-27,33.08967884064922
2024-01-28,39.10598408440363
2024-01-29,19.051633271888946
2024-01-30,22.059785893766147
2024-01-31,22.059785893766147
2024-02-01,25.067938515643352
2024-02-02,26.070656056269087
2024-02-03,33.08967884064922
2024-02-04,32.08696130002349
2024-02-05,18.048915731263214
2024-02-06,22.059785893766147
2024-02-07,21.057068353140416
2024-02-08,26.070656056269087
2024-02-09,29.078808678146288
2024-02-10,41.11141916565509
2024-02-11,77.20925062818152
2024-02-12,26.070656056269087
2024-02-13,23.062503434391882
2024-02-14,24.065220975017617
2024-02-15,29.078808678146288
2024-02-16,27.073373596894818
2024-02-17,32.08696130002349
2024-02-18,35.09511392190069
2024-02-19,23.062503434391882
2024-02-20,23.062503434391882
2024-02-21,22.059785893766147
2024-02-22,29.078808678146288
2024-02-23,28.076091137520553
2024-02-24,34.09239638127496
2024-02-25,37.10054900315216
2024-02-26,100.27175406257341
2024-02-27,33.08967884064922
2024-02-28,22.059785893766147
2024-02-29,27.073373596894818
2024-03-01,27.073373596894818
2024-03-02,33.08967884064922
2024-03-03,32.08696130002349
2024-03-04,18.048915731263214
2024-03-05,21.057068353140416
2024-03-06,20.05435081251468
2024-03-07,24.065220975017617
2024-03-08,27.073373596894818
2024-03-09,36.09783146252643
2024-03-10,36.09783146252643
2024-03-11,20.05435081251468
2024-03-12,22.059785893766147
2024-03-13,22.059785893766147
2024-03-14,28.076091137520553
2024-03-15,27.073373596894818
2024-03-16,31.084243759397754
2024-03-17,31.084243759397754
2024-03-18,18.048915731263214
2024-03-19,22.059785893766147
2024-03-20,21.057068353140416
2024-03-21,31.084243759397754
2024-03-22,29.078808678146288
2024-03-23,35.09511392190069
2024-03-24,36.09783146252643
2024-03-25,20.05435081251468
2024-03-26,22.059785893766147
2024-03-27,23.062503434391882
2024-03-28,29.078808678146288
2024-03-29,29.078808678146288
2024-03-30,33.08967884064922
2024-03-31,33.08967884064922
2024-04-01,21.057068353140416
2024-04-02,22.059785893766147
2024-04-03,21.057068353140416
2024-04-04,27.073373596894818
2024-04-05,26.070656056269087
2024-04-06,33.08967884064922
2024-04-07,33.08967884064922
2024-04-08,17.04619819063748
2024-04-09,21.057068353140416
2024-04-10,22.059785893766147
2024-04-11,27.073373596894818
2024-04-12,28.076091137520553
2024-04-13,34.09239638127496
2024-04-14,35.09511392190069
2024-04-15,18.048915731263214
2024-04-16,22.059785893766147
2024-04-17,22.059785893766147
2024-04-18,26.070656056269087
2024-04-19,26.070656056269087
2024-04-20,38.10326654377789
2024-04-21,42.11413670628083
2024-04-22,20.05435081251468
2024-04-23,22.059785893766147
2024-04-24,22.059785893766147
2024-04-25,30.08152621877202
2024-04-26,29.078808678146288
2024-04-27,32.08696130002349
2024-04-28,32.08696130002349
2024-04-29,18.048915731263214
2024-04-30,22.059785893766147
2024-05-01,20.05435081251468
2024-05-02,26.070656056269087
2024-05-03,26.070656056269087
2024-05-04,35.09511392190069
2024-05-05,34.09239638127496
2024-05-06,18.048915731263214
2024-05-07,22.059785893766147
2024-05-08,20.05435081251468
2024-05-09,29.078808678146288
2024-05-10,29.078808678146288
2024-05-11,34.09239638127496
2024-05-12,34.09239638127496
2024-05-13,35.09511392190069
2024-05-14,32.08696130002349
2024-05-15,35.09511392190069
2024-05-16,35.09511392190069
2024-05-17,31.084243759397754
2024-05-18,35.09511392190069
2024-05-19,35.09511392190069
2024-05-20,33.08967884064922
2024-05-21,36.09783146252643
2024-05-22,42.11413670628083
2024-05-23,41.11141916565509
2024-05-24,35.09511392190069
2024-05-25,36.09783146252643
2024-05-26,36.09783146252643
2024-05-27,41.11141916565509
2024-05-28,30.08152621877202
2024-05-29,33.08967884064922
2024-05-30,37.10054900315216
2024-05-31,31.084243759397754
2024-06-01,37.10054900315216
2024-06-02,37.10054900315216
2024-06-03,27.073373596894818
2024-06-04,28.076091137520553
2024-06-05,32.08696130002349
2024-06-06,35.09511392190069
2024-06-07,31.084243759397754
2024-06-08,32.08696130002349
2024-06-09,33.08967884064922
2024-06-10,29.078808678146288
2024-06-11,28.076091137520553
2024-06-12,31.084243759397754
2024-06-13,31.084243759397754
2024-06-14,30.08152621877202
2024-06-15,33.08967884064922
2024-06-16,37.10054900315216
2024-06-17,28.076091137520553
2024-06-18,29.078808678146288
2024-06-19,32.08696130002349
2024-06-20,32.08696130002349
2024-06-21,30.08152621877202
2024-06-22,32.08696130002349
2024-06-23,32.08696130002349
2024-06-24,27.073373596894818
2024-06-25,27.073373596894818
2024-06-26,27.073373596894818
2024-06-27,31.084243759397754
2024-06-28,29.078808678146288
2024-06-29,33.08967884064922
2024-06-30,33.08967884064922
2024-07-01,25.067938515643352
2024-07-02,27.073373596894818
2024-07-03,30.08152621877202
2024-07-04,38.10326654377789
2024-07-05,27.073373596894818
2024-07-06,28.076091137520553
2024-07-07,28.076091137520553
2024-07-08,24.065220975017617
2024-07-09,28.076091137520553
2024-07-10,29.078808678146288
2024-07-11,29.078808678146288
2024-07-12,27.073373596894818
2024-07-13,28.076091137520553
2024-07-14,31.084243759397754
2024-07-15,24.065220975017617
2024-07-16,25.067938515643352
2024-07-17,25.067938515643352
2024-07-18,30.08152621877202
2024-07-19,26.070656056269087
2024-07-20,30.08152621877202
2024-07-21,29.078808678146288
2024-07-22,24.065220975017617
2024-07-23,24.065220975017617
2024-07-24,25.067938515643352
2024-07-25,29.078808678146288
2024-07-26,28.076091137520553
2024-07-27,30.08152621877202
2024-07-28,32.08696130002349
2024-07-29,38.10326654377789
2024-07-30,33.08967884064922
2024-07-31,26.070656056269087
2024-08-01,31.084243759397754
2024-08-02,28.076091137520553
2024-08-03,31.084243759397754
2024-08-04,30.08152621877202
2024-08-05,21.057068353140416
2024-08-06,22.059785893766147
2024-08-07,25.067938515643352
2024-08-08,27.073373596894818
2024-08-09,25.067938515643352
2024-08-10,29.078808678146288
2024-08-11,27.073373596894818
2024-08-12,20.05435081251468
2024-08-13,23.062503434391882
2024-08-14,24.065220975017617
2024-08-15,28.076091137520553
2024-08-16,25.067938515643352
2024-08-17,31.084243759397754
2024-08-18,32.237017237513854
2024-08-19,20.98685988933199
2024-08-20,23.84039758256243
2024-08-21,23.001673466676603
2024-08-22,26.19257650548001
2024-08-23,25.35385238959418
2024-08-24,34.25183081485847
2024-08-25,31.39829312162803
2024-08-26,18.97204631198737
2024-08-27,21.32422523490495
2024-08-28,21.32422523490495
2024-08-29,27.87002473725166
2024-08-30,27.031300621365837
2024-08-31,33.41310669897264
2024-09-01,33.07574135339968
2024-09-02,31.39829312162803
2024-09-03,20.98685988933199
2024-09-04,18.133322196101545
2024-09-05,27.87002473725166
2024-09-06,27.031300621365837
2024-09-07,35.090554930744304
2024-09-08,37.44273385366188
2024-09-09,19.309411657560332
2024-09-10,19.8107704278732
2024-09-11,18.97204631198737
2024-09-12,27.031300621365837
2024-09-13,25.01648704402122
2024-09-14,37.105368508088915
2024-09-15,41.47236100835111
2024-09-16,19.309411657560332
2024-09-17,20.24192073437764
2024-09-18,22.940843498961325
2024-09-19,25.63976626354501
2024-09-20,24.290304881253167
2024-09-21,32.387073175004225
