Time,weather_tomorrow
2022-06-07,64.0
2022-06-08,75.0
2022-06-09,67.0
2022-06-10,69.0
2022-06-11,81.0
2022-06-12,85.0
2022-06-13,72.0
2022-06-14,67.0
2022-06-15,63.0
2022-06-16,69.0
2022-06-17,69.0
2022-06-18,72.0
2022-06-19,67.0
2022-06-20,62.0
2022-06-21,63.0
2022-06-22,77.0
2022-06-23,66.0
2022-06-24,61.0
2022-06-25,72.0
2022-06-26,81.0
2022-06-27,80.0
2022-06-28,62.0
2022-06-29,62.0
2022-06-30,65.0
2022-07-01,76.0
2022-07-02,91.0
2022-07-03,79.0
2022-07-04,75.0
2022-07-05,72.0
2022-07-06,70.0
2022-07-07,63.0
2022-07-08,72.0
2022-07-09,73.0
2022-07-10,66.0
2022-07-11,61.0
2022-07-12,65.0
2022-07-13,60.0
2022-07-14,59.0
2022-07-15,65.0
2022-07-16,68.0
2022-07-17,77.0
2022-07-18,69.0
2022-07-19,61.0
2022-07-20,57.0
2022-07-21,67.0
2022-07-22,56.0
2022-07-23,67.0
2022-07-24,73.0
2022-07-25,72.0
2022-07-26,62.0
2022-07-27,61.0
2022-07-28,62.0
2022-07-29,64.0
2022-07-30,62.0
2022-07-31,67.0
2022-08-01,70.0
2022-08-02,55.0
2022-08-03,55.0
2022-08-04,66.0
2022-08-05,76.0
2022-08-06,78.0
2022-08-07,79.0
2022-08-08,67.0
2022-08-09,68.0
2022-08-10,65.0
2022-08-11,63.0
2022-08-12,58.0
2022-08-13,60.0
2022-08-14,64.0
2022-08-15,57.0
2022-08-16,55.0
2022-08-17,62.0
2022-08-18,65.0
2022-08-19,66.0
2022-08-20,76.0
2022-08-21,81.0
2022-08-22,72.0
2022-08-23,67.0
2022-08-24,56.0
2022-08-25,55.0
2022-08-26,60.0
2022-08-27,59.0
2022-08-28,63.0
2022-08-29,61.11249489587587
2022-08-30,68.01388321763986
2022-08-31,51.35055124540629
2022-09-01,51.35055124540629
2022-09-02,54.71110657411188
2022-09-03,73.73499387505103
2022-09-04,83.49693752552062
2022-09-05,76.59554920375663
2022-09-06,69.19416088199264
2022-09-07,62.29277256022866
2022-09-08,54.21110657411188
2022-09-09,66.83360555328706
2022-09-10,81.81665986116782
2022-09-11,83.49693752552062
2022-09-12,71.37443854634544
2022-09-13,59.93221723152307
2022-09-14,47.80971825234789
2022-09-15,47.30971825234789
2022-09-16,48.98999591670069
2022-09-17,54.21110657411188
2022-09-18,62.79277256022866
2022-09-19,62.79277256022866
2022-09-20,50.17027358105349
2022-09-21,51.85055124540629
2022-09-22,65.15332788893426
2022-09-23,59.93221723152307
2022-09-24,61.11249489587587
2022-09-25,70.37443854634544
2022-09-26,54.21110657411188
2022-09-27,50.17027358105349
2022-09-28,51.70110249081257
2022-09-29,50.34054716210698
2022-09-30,61.22498979175173
2022-10-01,61.22498979175173
2022-10-02,54.42221314822376
2022-10-03,48.979991833401385
2022-10-04,51.70110249081257
2022-10-05,50.34054716210698
2022-10-06,43.53777051857901
2022-10-07,50.34054716210698
2022-10-08,54.42221314822376
2022-10-09,51.70110249081257
2022-10-10,47.61943650469579
2022-10-11,48.979991833401385
2022-10-12,62.585545120457326
2022-10-13,69.38832176398529
2022-10-14,51.70110249081257
2022-10-15,63.94610044916292
2022-10-16,63.94610044916292
2022-10-17,73.46998775010208
2022-10-18,62.585545120457326
2022-10-19,55.782768476929355
2022-10-20,54.42221314822376
2022-10-21,54.42221314822376
2022-10-22,59.86443446304614
2022-10-23,65.30665577786851
2022-10-24,72.10943242139649
2022-10-25,61.22498979175173
2022-10-26,62.585545120457326
2022-10-27,55.782768476929355
2022-10-28,59.86443446304614
2022-10-29,59.86443446304614
2022-10-30,62.585545120457326
2022-10-31,61.22498979175173
2022-11-01,59.86443446304614
2022-11-02,53.06165781951817
2022-11-03,57.14332380563495
2022-11-04,68.0277664352797
2022-11-05,72.10943242139649
2022-11-06,65.30665577786851
2022-11-07,74.83054307880766
2022-11-08,66.66721110657411
2022-11-09,59.86443446304614
2022-11-10,73.46998775010208
2022-11-11,84.35443037974683
2022-11-12,72.10943242139649
2022-11-13,66.66721110657411
2022-11-14,65.30665577786851
2022-11-15,76.19109840751327
2022-11-16,57.14332380563495
2022-11-17,55.782768476929355
2022-11-18,57.14332380563495
2022-11-19,63.94610044916292
2022-11-20,65.30665577786851
2022-11-21,58.50387913434054
2022-11-22,48.979991833401385
2022-11-23,51.70110249081257
2022-11-24,59.86443446304614
2022-11-25,70.74887709269089
2022-11-26,61.22498979175173
2022-11-27,74.83054307880766
2022-11-28,58.50387913434054
2022-11-29,66.66721110657411
2022-11-30,73.46998775010208
2022-12-01,65.30665577786851
2022-12-02,62.585545120457326
2022-12-03,81.63331972233564
2022-12-04,68.0277664352797
2022-12-05,62.585545120457326
2022-12-06,61.22498979175173
2022-12-07,62.585545120457326
2022-12-08,62.585545120457326
2022-12-09,59.86443446304614
2022-12-10,73.46998775010208
2022-12-11,92.5177623519804
2022-12-12,76.19109840751327
2022-12-13,68.0277664352797
2022-12-14,82.99387505104124
2022-12-15,82.99387505104124
2022-12-16,76.19109840751327
2022-12-17,66.66721110657411
2022-12-18,63.94610044916292
2022-12-19,73.46998775010208
2022-12-20,78.91220906492445
2022-12-21,89.7966516945692
2022-12-22,133.33442221314823
2022-12-23,136.0555328705594
2022-12-24,112.9260922825643
2022-12-25,93.878317680686
2022-12-26,84.35443037974683
2022-12-27,85.71498570845242
2022-12-28,76.19109840751327
2022-12-29,74.83054307880766
2022-12-30,73.46998775010208
2022-12-31,88.43609636586362
2023-01-01,73.46998775010208
2023-01-02,93.878317680686
2023-01-03,85.71498570845242
2023-01-04,81.63331972233564
2023-01-05,78.91220906492445
2023-01-06,63.94610044916292
2023-01-07,63.94610044916292
2023-01-08,72.10943242139649
2023-01-09,66.66721110657411
2023-01-10,63.94610044916292
2023-01-11,59.86443446304614
2023-01-12,74.83054307880766
2023-01-13,72.10943242139649
2023-01-14,78.91220906492445
2023-01-15,77.55165373621887
2023-01-16,84.35443037974683
2023-01-17,66.66721110657411
2023-01-18,66.66721110657411
2023-01-19,77.55165373621887
2023-01-20,65.30665577786851
2023-01-21,68.0277664352797
2023-01-22,81.63331972233564
2023-01-23,76.19109840751327
2023-01-24,88.43609636586362
2023-01-25,103.40220498162515
2023-01-26,68.0277664352797
2023-01-27,59.86443446304614
2023-01-28,72.10943242139649
2023-01-29,91.1572070232748
2023-01-30,95.23887300939158
2023-01-31,85.71498570845242
2023-02-01,73.46998775010208
2023-02-02,74.83054307880766
2023-02-03,77.55165373621887
2023-02-04,72.10943242139649
2023-02-05,72.10943242139649
2023-02-06,53.06165781951817
2023-02-07,58.50387913434054
2023-02-08,61.22498979175173
2023-02-09,65.30665577786851
2023-02-10,65.30665577786851
2023-02-11,72.10943242139649
2023-02-12,69.38832176398529
2023-02-13,59.86443446304614
2023-02-14,73.46998775010208
2023-02-15,73.46998775010208
2023-02-16,82.99387505104124
2023-02-17,80.27276439363004
2023-02-18,65.30665577786851
2023-02-19,63.94610044916292
2023-02-20,63.94610044916292
2023-02-21,76.19109840751327
2023-02-22,99.32053899550837
2023-02-23,85.71498570845242
2023-02-24,84.35443037974683
2023-02-25,89.7966516945692
2023-02-26,91.1572070232748
2023-02-27,96.59942833809717
2023-02-28,84.35443037974683
2023-03-01,76.19109840751327
2023-03-02,88.43609636586362
2023-03-03,88.43609636586362
2023-03-04,80.27276439363004
2023-03-05,73.46998775010208
2023-03-06,65.30665577786851
2023-03-07,58.50387913434054
2023-03-08,61.22498979175173
2023-03-09,72.10943242139649
2023-03-10,95.23887300939158
2023-03-11,87.07554103715802
2023-03-12,84.35443037974683
2023-03-13,91.1572070232748
2023-03-14,91.1572070232748
2023-03-15,78.91220906492445
2023-03-16,84.35443037974683
2023-03-17,78.91220906492445
2023-03-18,76.19109840751327
2023-03-19,85.71498570845242
2023-03-20,77.55165373621887
2023-03-21,82.99387505104124
2023-03-22,80.27276439363004
2023-03-23,84.35443037974683
2023-03-24,81.63331972233564
2023-03-25,85.71498570845242
2023-03-26,84.35443037974683
2023-03-27,80.27276439363004
2023-03-28,72.10943242139649
2023-03-29,78.91220906492445
2023-03-30,81.63331972233564
2023-03-31,92.5177623519804
2023-04-01,96.59942833809717
2023-04-02,78.91220906492445
2023-04-03,84.35443037974683
2023-04-04,85.71498570845242
2023-04-05,91.1572070232748
2023-04-06,88.43609636586362
2023-04-07,84.35443037974683
2023-04-08,80.27276439363004
2023-04-09,78.91220906492445
2023-04-10,72.10943242139649
2023-04-11,65.30665577786851
2023-04-12,69.38832176398529
2023-04-13,76.19109840751327
2023-04-14,77.55165373621887
2023-04-15,96.59942833809717
2023-04-16,93.878317680686
2023-04-17,77.55165373621887
2023-04-18,66.66721110657411
2023-04-19,66.66721110657411
2023-04-20,73.46998775010208
2023-04-21,80.27276439363004
2023-04-22,95.23887300939158
2023-04-23,84.35443037974683
2023-04-24,68.0277664352797
2023-04-25,69.38832176398529
2023-04-26,75.41684553091923
2023-04-27,79.35775722355339
2023-04-28,85.92594337794367
2023-04-29,91.86076996580867
2023-04-30,89.86685507057783
2023-05-01,69.52893704088176
2023-05-02,66.90166257912566
2023-05-03,64.27438811736954
2023-05-04,78.72439765702813
2023-05-05,81.35167211878425
2023-05-06,83.97894658054035
2023-05-07,91.18049230145587
2023-05-08,78.72439765702813
2023-05-09,72.15621150263787
2023-05-10,70.84257427175982
2023-05-11,70.20921470523456
2023-05-12,83.97894658054035
2023-05-13,92.49412953233393
2023-05-14,85.92594337794367
2023-05-15,74.78348596439398
2023-05-16,77.41076042615009
2023-05-17,66.90166257912566
2023-05-18,69.52893704088176
2023-05-19,83.97894658054035
2023-05-20,96.43504122496809
2023-05-21,74.78348596439398
2023-05-22,58.38647962733208
2023-05-23,58.38647962733208
2023-05-24,68.2152998100037
2023-05-25,64.27438811736954
2023-05-26,63.33595665252566
2023-05-27,72.20299058387926
2023-05-28,74.73642884998029
2023-05-29,70.93627145082874
2023-05-30,63.33595665252566
2023-05-31,60.80251838642464
2023-06-01,65.86939491862668
2023-06-02,74.73642884998029
2023-06-03,87.4036201804854
2023-06-04,86.1369010474349
2023-06-05,70.93627145082874
2023-06-06,68.40283318472771
2023-06-07,67.1361140516772
2023-06-08,64.60267578557617
2023-06-09,74.73642884998029
2023-06-10,86.1369010474349
2023-06-11,98.80409237794002
2023-06-12,82.33674364828336
2023-06-13,73.46970971692977
2023-06-14,83.60346278133387
2023-06-15,73.46970971692977
2023-06-16,88.67033931353592
2023-06-17,81.07002451523284
2023-06-18,81.07002451523284
2023-06-19,73.46970971692977
2023-06-20,76.00314798303079
2023-06-21,70.93627145082874
2023-06-22,81.07002451523284
2023-06-23,83.60346278133387
2023-06-24,95.0039349787885
2023-06-25,89.93705844658643
2023-06-26,84.87018191438439
2023-06-27,73.46970971692977
2023-06-28,65.86939491862668
2023-06-29,68.40283318472771
2023-06-30,72.20299058387926
2023-07-01,91.20377757963695
2023-07-02,98.80409237794002
2023-07-03,97.53737324488952
2023-07-04,91.20377757963695
2023-07-05,83.60346278133387
2023-07-06,78.53658624913182
2023-07-07,82.33674364828336
2023-07-08,95.0039349787885
2023-07-09,95.0039349787885
2023-07-10,73.46970971692977
2023-07-11,67.1361140516772
2023-07-12,73.46970971692977
2023-07-13,74.73642884998029
2023-07-14,91.20377757963695
2023-07-15,101.33753064404105
2023-07-16,89.93705844658643
2023-07-17,72.20299058387926
2023-07-18,70.93627145082874
2023-07-19,72.20299058387926
2023-07-20,74.73642884998029
2023-07-21,73.46970971692977
2023-07-22,76.00314798303079
2023-07-23,78.53658624913182
2023-07-24,70.93627145082874
2023-07-25,70.93627145082874
2023-07-26,60.80251838642464
2023-07-27,67.1361140516772
2023-07-28,74.73642884998029
2023-07-29,97.53737324488952
2023-07-30,68.40283318472771
2023-07-31,65.86939491862668
2023-08-01,54.46892272117207
2023-08-02,54.46892272117207
2023-08-03,65.86939491862668
2023-08-04,76.00314798303079
2023-08-05,79.80330538218233
2023-08-06,87.4036201804854
2023-08-07,86.1369010474349
2023-08-08,62.069237519475145
2023-08-09,67.1361140516772
2023-08-10,81.07002451523284
2023-08-11,74.73642884998029
2023-08-12,82.33674364828336
2023-08-13,78.53658624913182
2023-08-14,83.60346278133387
2023-08-15,83.60346278133387
2023-08-16,64.60267578557617
2023-08-17,77.2698671160813
2023-08-18,72.20299058387926
2023-08-19,77.2698671160813
2023-08-20,100.07081151099054
2023-08-21,76.00314798303079
2023-08-22,62.069237519475145
2023-08-23,68.40283318472771
2023-08-24,72.20299058387926
2023-08-25,70.93627145082874
2023-08-26,69.66955231777823
2023-08-27,74.73642884998029
2023-08-28,81.07002451523284
2023-08-29,77.2698671160813
2023-08-30,77.2698671160813
2023-08-31,59.53579925337412
2023-09-01,62.069237519475145
2023-09-02,62.069237519475145
2023-09-03,67.1361140516772
2023-09-04,59.53579925337412
2023-09-05,53.202203588121556
2023-09-06,59.53579925337412
2023-09-07,63.33595665252566
2023-09-08,72.20299058387926
2023-09-09,82.33674364828336
2023-09-10,76.00314798303079
2023-09-11,70.93627145082874
2023-09-12,68.40283318472771
2023-09-13,67.1361140516772
2023-09-14,63.33595665252566
2023-09-15,64.60267578557617
2023-09-16,77.2698671160813
2023-09-17,79.80330538218233
2023-09-18,59.53579925337412
2023-09-19,51.93548445507104
2023-09-20,54.46892272117207
2023-09-21,59.53579925337412
2023-09-22,68.40283318472771
2023-09-23,79.80330538218233
2023-09-24,83.60346278133387
2023-09-25,72.20299058387926
2023-09-26,69.66955231777823
2023-09-27,58.26908012032361
2023-09-28,59.53579925337412
2023-09-29,65.86939491862668
2023-09-30,57.00236098727309
2023-10-01,25.334382661010263
2023-10-02,20.26750612880821
2023-10-03,46.86860792286899
2023-10-04,58.26908012032361
2023-10-05,67.1361140516772
2023-10-06,76.00314798303079
2023-10-07,83.60346278133387
2023-10-08,65.86939491862668
2023-10-09,59.53579925337412
2023-10-10,58.26908012032361
2023-10-11,68.40283318472771
2023-10-12,70.93627145082874
2023-10-13,74.73642884998029
2023-10-14,88.67033931353592
2023-10-15,72.20299058387926
2023-10-16,59.53579925337412
2023-10-17,50.668765322020526
2023-10-18,54.46892272117207
2023-10-19,58.26908012032361
2023-10-20,79.80330538218233
2023-10-21,64.60267578557617
2023-10-22,69.66955231777823
2023-10-23,63.33595665252566
2023-10-24,62.069237519475145
2023-10-25,62.069237519475145
2023-10-26,64.60267578557617
2023-10-27,65.86939491862668
2023-10-28,77.2698671160813
2023-10-29,86.1369010474349
2023-10-30,79.80330538218233
2023-10-31,72.20299058387926
2023-11-01,64.60267578557617
2023-11-02,58.26908012032361
2023-11-03,57.00236098727309
2023-11-04,58.26908012032361
2023-11-05,55.73564185422258
2023-11-06,60.80251838642464
2023-11-07,51.93548445507104
2023-11-08,55.73564185422258
2023-11-09,67.1361140516772
2023-11-10,67.1361140516772
2023-11-11,64.60267578557617
2023-11-12,63.33595665252566
2023-11-13,57.00236098727309
2023-11-14,53.202203588121556
2023-11-15,73.46970971692977
2023-11-16,65.86939491862668
2023-11-17,65.86939491862668
2023-11-18,67.1361140516772
2023-11-19,55.73564185422258
2023-11-20,57.00236098727309
2023-11-21,68.40283318472771
2023-11-22,65.86939491862668
2023-11-23,54.46892272117207
2023-11-24,60.80251838642464
2023-11-25,64.60267578557617
2023-11-26,91.20377757963695
2023-11-27,59.53579925337412
2023-11-28,63.33595665252566
2023-11-29,60.80251838642464
2023-11-30,79.80330538218233
2023-12-01,83.60346278133387
2023-12-02,68.40283318472771
2023-12-03,73.46970971692977
2023-12-04,55.73564185422258
2023-12-05,55.73564185422258
2023-12-06,54.46892272117207
2023-12-07,48.135327055919504
2023-12-08,44.33516965676796
2023-12-09,67.1361140516772
2023-12-10,78.53658624913182
2023-12-11,51.93548445507104
2023-12-12,39.26829312456591
2023-12-13,40.53501225761642
2023-12-14,45.601888789818474
2023-12-15,55.73564185422258
2023-12-16,65.86939491862668
2023-12-17,84.87018191438439
2023-12-18,74.73642884998029
2023-12-19,67.1361140516772
2023-12-20,67.1361140516772
2023-12-21,62.069237519475145
2023-12-22,70.93627145082874
2023-12-23,74.73642884998029
2023-12-24,76.00314798303079
2023-12-25,87.4036201804854
2023-12-26,73.46970971692977
2023-12-27,77.2698671160813
2023-12-28,72.20299058387926
2023-12-29,68.40283318472771
2023-12-30,72.20299058387926
2023-12-31,68.40283318472771
2024-01-01,64.60267578557617
2024-01-02,68.40283318472771
2024-01-03,72.20299058387926
2024-01-04,59.53579925337412
2024-01-05,72.20299058387926
2024-01-06,111.47128370844516
2024-01-07,88.67033931353592
2024-01-08,105.1376880431926
2024-01-09,124.13847503895029
2024-01-10,87.4036201804854
2024-01-11,83.60346278133387
2024-01-12,112.73800284149567
2024-01-13,100.07081151099054
2024-01-14,114.00472197454619
2024-01-15,117.80487937369773
2024-01-16,126.67191330505132
2024-01-17,92.47049671268746
2024-01-18,98.80409237794002
2024-01-19,101.33753064404105
2024-01-20,89.93705844658643
2024-01-21,89.93705844658643
2024-01-22,105.1376880431926
2024-01-23,91.20377757963695
2024-01-24,87.4036201804854
2024-01-25,79.80330538218233
2024-01-26,51.93548445507104
2024-01-27,58.26908012032361
2024-01-28,63.33595665252566
2024-01-29,55.73564185422258
2024-01-30,48.135327055919504
2024-01-31,53.202203588121556
2024-02-01,64.60267578557617
2024-02-02,64.60267578557617
2024-02-03,59.53579925337412
2024-02-04,83.60346278133387
2024-02-05,65.86939491862668
2024-02-06,58.26908012032361
2024-02-07,59.53579925337412
2024-02-08,58.26908012032361
2024-02-09,58.26908012032361
2024-02-10,76.00314798303079
2024-02-11,72.20299058387926
2024-02-12,78.53658624913182
2024-02-13,70.93627145082874
2024-02-14,51.93548445507104
2024-02-15,58.26908012032361
2024-02-16,65.86939491862668
2024-02-17,81.07002451523284
2024-02-18,73.46970971692977
2024-02-19,59.53579925337412
2024-02-20,59.53579925337412
2024-02-21,51.93548445507104
2024-02-22,59.53579925337412
2024-02-23,69.66955231777823
2024-02-24,62.069237519475145
2024-02-25,58.26908012032361
2024-02-26,67.1361140516772
2024-02-27,77.2698671160813
2024-02-28,78.53658624913182
2024-02-29,73.46970971692977
2024-03-01,76.00314798303079
2024-03-02,93.73721584573798
2024-03-03,87.4036201804854
2024-03-04,76.00314798303079
2024-03-05,73.46970971692977
2024-03-06,79.80330538218233
2024-03-07,74.73642884998029
2024-03-08,76.00314798303079
2024-03-09,78.53658624913182
2024-03-10,70.93627145082874
2024-03-11,59.53579925337412
2024-03-12,63.33595665252566
2024-03-13,57.00236098727309
2024-03-14,77.2698671160813
2024-03-15,82.33674364828336
2024-03-16,79.80330538218233
2024-03-17,73.46970971692977
2024-03-18,63.33595665252566
2024-03-19,53.202203588121556
2024-03-20,59.53579925337412
2024-03-21,64.60267578557617
2024-03-22,83.60346278133387
2024-03-23,98.80409237794002
2024-03-24,88.67033931353592
2024-03-25,82.33674364828336
2024-03-26,72.20299058387926
2024-03-27,81.07002451523284
2024-03-28,77.2698671160813
2024-03-29,67.1361140516772
2024-03-30,87.4036201804854
2024-03-31,87.4036201804854
2024-04-01,86.1369010474349
2024-04-02,83.60346278133387
2024-04-03,82.33674364828336
2024-04-04,77.2698671160813
2024-04-05,70.93627145082874
2024-04-06,68.40283318472771
2024-04-07,78.53658624913182
2024-04-08,76.00314798303079
2024-04-09,76.00314798303079
2024-04-10,81.07002451523284
2024-04-11,82.33674364828336
2024-04-12,68.40283318472771
2024-04-13,79.80330538218233
2024-04-14,83.60346278133387
2024-04-15,70.93627145082874
2024-04-16,73.46970971692977
2024-04-17,72.20299058387926
2024-04-18,72.20299058387926
2024-04-19,72.20299058387926
2024-04-20,89.93705844658643
2024-04-21,84.87018191438439
2024-04-22,64.60267578557617
2024-04-23,69.66955231777823
2024-04-24,69.66955231777823
2024-04-25,68.40283318472771
2024-04-26,79.80330538218233
2024-04-27,88.67033931353592
2024-04-28,91.20377757963695
2024-04-29,74.73642884998029
2024-04-30,76.00314798303079
2024-05-01,69.66955231777823
2024-05-02,74.73642884998029
2024-05-03,82.33674364828336
2024-05-04,100.07081151099054
2024-05-05,97.53737324488952
2024-05-06,84.87018191438439
2024-05-07,81.07002451523284
2024-05-08,78.53658624913182
2024-05-09,91.20377757963695
2024-05-10,83.60346278133387
2024-05-11,79.80330538218233
2024-05-12,88.67033931353592
2024-05-13,88.67033931353592
2024-05-14,83.60346278133387
2024-05-15,81.07002451523284
2024-05-16,81.07002451523284
2024-05-17,86.1369010474349
2024-05-18,91.20377757963695
2024-05-19,83.60346278133387
2024-05-20,68.40283318472771
2024-05-21,68.40283318472771
2024-05-22,74.73642884998029
2024-05-23,78.53658624913182
2024-05-24,82.33674364828336
2024-05-25,88.67033931353592
2024-05-26,96.27065411183901
2024-05-27,98.80409237794002
2024-05-28,76.00314798303079
2024-05-29,74.73642884998029
2024-05-30,70.93627145082874
2024-05-31,72.20299058387926
2024-06-01,86.1369010474349
2024-06-02,84.87018191438439
2024-06-03,72.20299058387926
2024-06-04,76.00314798303079
2024-06-05,79.80330538218233
2024-06-06,78.53658624913182
2024-06-07,59.53579925337412
2024-06-08,69.66955231777823
2024-06-09,76.00314798303079
2024-06-10,74.73642884998029
2024-06-11,64.60267578557617
2024-06-12,64.60267578557617
2024-06-13,65.86939491862668
2024-06-14,77.2698671160813
2024-06-15,65.86939491862668
2024-06-16,70.93627145082874
2024-06-17,68.40283318472771
2024-06-18,65.86939491862668
2024-06-19,68.40283318472771
2024-06-20,69.66955231777823
2024-06-21,77.2698671160813
2024-06-22,86.1369010474349
2024-06-23,89.93705844658643
2024-06-24,70.93627145082874
2024-06-25,70.93627145082874
2024-06-26,82.33674364828336
2024-06-27,76.00314798303079
2024-06-28,72.20299058387926
2024-06-29,88.67033931353592
2024-06-30,100.07081151099054
2024-07-01,67.1361140516772
2024-07-02,68.40283318472771
2024-07-03,72.20299058387926
2024-07-04,97.53737324488952
2024-07-05,110.20456457539464
2024-07-06,100.07081151099054
2024-07-07,87.4036201804854
2024-07-08,87.4036201804854
2024-07-09,77.2698671160813
2024-07-10,76.00314798303079
2024-07-11,72.20299058387926
2024-07-12,81.07002451523284
2024-07-13,81.07002451523284
2024-07-14,68.40283318472771
2024-07-15,77.2698671160813
2024-07-16,76.00314798303079
2024-07-17,87.4036201804854
2024-07-18,72.20299058387926
2024-07-19,65.86939491862668
2024-07-20,95.0039349787885
2024-07-21,105.1376880431926
2024-07-22,105.1376880431926
2024-07-23,96.27065411183901
2024-07-24,106.40440717624311
2024-07-25,88.67033931353592
2024-07-26,64.60267578557617
2024-07-27,65.86939491862668
2024-07-28,78.53658624913182
2024-07-29,82.33674364828336
2024-07-30,68.40283318472771
2024-07-31,73.46970971692977
2024-08-01,68.40283318472771
2024-08-02,84.87018191438439
2024-08-03,84.87018191438439
2024-08-04,83.60346278133387
2024-08-05,74.73642884998029
2024-08-06,79.80330538218233
2024-08-07,74.73642884998029
2024-08-08,70.93627145082874
2024-08-09,73.46970971692977
2024-08-10,64.60267578557617
2024-08-11,62.069237519475145
2024-08-12,55.73564185422258
2024-08-13,51.93548445507104
2024-08-14,54.46892272117207
2024-08-15,59.53579925337412
2024-08-16,63.33595665252566
2024-08-17,74.73642884998029
2024-08-18,79.82192491213618
2024-08-19,60.78833207788838
2024-08-20,55.275769019172046
2024-08-21,50.95485587750184
2024-08-22,51.5882154440271
2024-08-23,58.32996302779174
2024-08-24,55.871593977695106
2024-08-25,59.55914755284006
2024-08-26,59.55914755284006
2024-08-27,55.871593977695106
2024-08-28,66.93425470312995
2024-08-29,64.47588565303332
2024-08-30,74.30936185341986
2024-08-31,73.08017732837155
2024-09-01,87.19703206242608
2024-09-02,68.16343922817828
2024-09-03,57.100778502743424
2024-09-04,58.32996302779174
2024-09-05,62.017516602936695
2024-09-06,72.44681776184629
2024-09-07,76.13437133699122
2024-09-08,64.47588565303332
2024-09-09,60.78833207788838
2024-09-10,53.41322492759848
2024-09-11,54.046584494123735
2024-09-12,54.64240945264679
2024-09-13,54.046584494123735
2024-09-14,57.100778502743424
2024-09-15,59.55914755284006
2024-09-16,62.017516602936695
2024-09-17,61.96579568639824
2024-09-18,57.199196018213755
2024-09-19,53.62424626707539
2024-09-20,53.62424626707539
2024-09-21,61.96579568639824
