Time,election_polls
2022-08-24,35.0
2022-08-25,14.0
2022-08-26,13.0
2022-08-27,13.0
2022-08-28,12.0
2022-08-29,18.5
2022-08-30,19.0
2022-08-31,19.0
2022-09-01,22.5
2022-09-02,20.0
2022-09-03,19.0
2022-09-04,20.0
2022-09-05,20.5
2022-09-06,21.5
2022-09-07,20.0
2022-09-08,20.0
2022-09-09,18.0
2022-09-10,17.5
2022-09-11,21.0
2022-09-12,18.0
2022-09-13,20.5
2022-09-14,21.0
2022-09-15,19.0
2022-09-16,19.5
2022-09-17,18.0
2022-09-18,18.5
2022-09-19,19.0
2022-09-20,24.0
2022-09-21,21.0
2022-09-22,24.5
2022-09-23,21.0
2022-09-24,20.5
2022-09-25,24.0
2022-09-26,24.5
2022-09-27,22.5
2022-09-28,20.0
2022-09-29,20.0
2022-09-30,20.0
2022-10-01,20.0
2022-10-02,40.0
2022-10-03,40.0
2022-10-04,20.0
2022-10-05,20.0
2022-10-06,20.0
2022-10-07,20.0
2022-10-08,20.0
2022-10-09,20.0
2022-10-10,40.0
2022-10-11,40.0
2022-10-12,40.0
2022-10-13,20.0
2022-10-14,40.0
2022-10-15,20.0
2022-10-16,40.0
2022-10-17,40.0
2022-10-18,40.0
2022-10-19,40.0
2022-10-20,40.0
2022-10-21,40.0
2022-10-22,40.0
2022-10-23,40.0
2022-10-24,60.0
2022-10-25,60.0
2022-10-26,80.0
2022-10-27,80.0
2022-10-28,80.0
2022-10-29,60.0
2022-10-30,80.0
2022-10-31,100.0
2022-11-01,100.0
2022-11-02,100.0
2022-11-03,120.0
2022-11-04,120.0
2022-11-05,120.0
2022-11-06,120.0
2022-11-07,240.0
2022-11-08,920.0
2022-11-09,2000.0
2022-11-10,200.0
2022-11-11,100.0
2022-11-12,80.0
2022-11-13,60.0
2022-11-14,40.0
2022-11-15,40.0
2022-11-16,40.0
2022-11-17,20.0
2022-11-18,20.0
2022-11-19,20.0
2022-11-20,0.0
2022-11-21,20.0
2022-11-22,20.0
2022-11-23,20.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,20.0
2022-11-29,20.0
2022-11-30,20.0
2022-12-01,20.0
2022-12-02,20.0
2022-12-03,0.0
2022-12-04,20.0
2022-12-05,20.0
2022-12-06,40.0
2022-12-07,40.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,20.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,20.0
2023-02-28,20.0
2023-03-01,20.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,20.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,20.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,20.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,20.0
2023-04-03,20.0
2023-04-04,80.0
2023-04-05,60.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,20.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,5.0
2023-04-27,3.0
2023-04-28,3.0
2023-04-29,3.0
2023-04-30,5.0
2023-05-01,5.0
2023-05-02,16.0
2023-05-03,5.0
2023-05-04,3.0
2023-05-05,4.0
2023-05-06,4.0
2023-05-07,5.0
2023-05-08,18.0
2023-05-09,17.0
2023-05-10,17.0
2023-05-11,20.0
2023-05-12,19.0
2023-05-13,23.0
2023-05-14,42.0
2023-05-15,20.0
2023-05-16,22.0
2023-05-17,20.0
2023-05-18,5.0
2023-05-19,3.0
2023-05-20,2.0
2023-05-21,4.0
2023-05-22,4.0
2023-05-23,5.0
2023-05-24,4.0
2023-05-25,6.0
2023-05-26,10.0
2023-05-27,8.0
2023-05-28,16.0
2023-05-29,8.0
2023-05-30,8.0
2023-05-31,4.0
2023-06-01,6.0
2023-06-02,8.0
2023-06-03,6.0
2023-06-04,6.0
2023-06-05,10.0
2023-06-06,8.0
2023-06-07,8.0
2023-06-08,6.0
2023-06-09,10.0
2023-06-10,8.0
2023-06-11,10.0
2023-06-12,12.0
2023-06-13,10.0
2023-06-14,12.0
2023-06-15,12.0
2023-06-16,14.0
2023-06-17,12.0
2023-06-18,10.0
2023-06-19,14.0
2023-06-20,10.0
2023-06-21,10.0
2023-06-22,4.0
2023-06-23,6.0
2023-06-24,6.0
2023-06-25,8.0
2023-06-26,10.0
2023-06-27,10.0
2023-06-28,10.0
2023-06-29,6.0
2023-06-30,8.0
2023-07-01,6.0
2023-07-02,8.0
2023-07-03,8.0
2023-07-04,8.0
2023-07-05,8.0
2023-07-06,10.0
2023-07-07,6.0
2023-07-08,8.0
2023-07-09,8.0
2023-07-10,8.0
2023-07-11,10.0
2023-07-12,8.0
2023-07-13,8.0
2023-07-14,6.0
2023-07-15,8.0
2023-07-16,10.0
2023-07-17,10.0
2023-07-18,10.0
2023-07-19,14.0
2023-07-20,12.0
2023-07-21,12.0
2023-07-22,8.0
2023-07-23,16.0
2023-07-24,10.0
2023-07-25,14.0
2023-07-26,8.0
2023-07-27,10.0
2023-07-28,10.0
2023-07-29,8.0
2023-07-30,10.0
2023-07-31,8.0
2023-08-01,14.0
2023-08-02,20.0
2023-08-03,16.0
2023-08-04,14.0
2023-08-05,14.0
2023-08-06,14.0
2023-08-07,16.0
2023-08-08,38.0
2023-08-09,22.0
2023-08-10,8.0
2023-08-11,6.0
2023-08-12,6.0
2023-08-13,8.0
2023-08-14,10.0
2023-08-15,18.0
2023-08-16,12.0
2023-08-17,16.0
2023-08-18,10.0
2023-08-19,6.0
2023-08-20,8.0
2023-08-21,16.0
2023-08-22,12.0
2023-08-23,12.0
2023-08-24,30.0
2023-08-25,32.0
2023-08-26,20.0
2023-08-27,14.0
2023-08-28,18.0
2023-08-29,16.0
2023-08-30,14.0
2023-08-31,16.0
2023-09-01,14.0
2023-09-02,10.0
2023-09-03,12.0
2023-09-04,12.0
2023-09-05,12.0
2023-09-06,14.0
2023-09-07,14.0
2023-09-08,12.0
2023-09-09,8.0
2023-09-10,12.0
2023-09-11,12.0
2023-09-12,12.0
2023-09-13,10.0
2023-09-14,12.0
2023-09-15,10.0
2023-09-16,8.0
2023-09-17,6.0
2023-09-18,8.0
2023-09-19,12.0
2023-09-20,12.0
2023-09-21,18.0
2023-09-22,12.0
2023-09-23,12.0
2023-09-24,16.0
2023-09-25,18.0
2023-09-26,20.0
2023-09-27,18.0
2023-09-28,26.0
2023-09-29,14.0
2023-09-30,12.0
2023-10-01,12.0
2023-10-02,22.0
2023-10-03,14.0
2023-10-04,16.0
2023-10-05,16.0
2023-10-06,18.0
2023-10-07,12.0
2023-10-08,12.0
2023-10-09,18.0
2023-10-10,16.0
2023-10-11,18.0
2023-10-12,14.0
2023-10-13,16.0
2023-10-14,18.0
2023-10-15,24.0
2023-10-16,16.0
2023-10-17,18.0
2023-10-18,14.0
2023-10-19,20.0
2023-10-20,16.0
2023-10-21,10.0
2023-10-22,18.0
2023-10-23,18.0
2023-10-24,20.0
2023-10-25,18.0
2023-10-26,18.0
2023-10-27,16.0
2023-10-28,16.0
2023-10-29,16.0
2023-10-30,18.0
2023-10-31,22.0
2023-11-01,20.0
2023-11-02,22.0
2023-11-03,22.0
2023-11-04,20.0
2023-11-05,30.0
2023-11-06,62.0
2023-11-07,200.0
2023-11-08,184.0
2023-11-09,42.0
2023-11-10,26.0
2023-11-11,16.0
2023-11-12,16.0
2023-11-13,22.0
2023-11-14,18.0
2023-11-15,14.0
2023-11-16,20.0
2023-11-17,16.0
2023-11-18,12.0
2023-11-19,20.0
2023-11-20,16.0
2023-11-21,20.0
2023-11-22,14.0
2023-11-23,10.0
2023-11-24,8.0
2023-11-25,8.0
2023-11-26,14.0
2023-11-27,14.0
2023-11-28,16.0
2023-11-29,14.0
2023-11-30,24.0
2023-12-01,18.0
2023-12-02,14.0
2023-12-03,20.0
2023-12-04,16.0
2023-12-05,20.0
2023-12-06,18.0
2023-12-07,24.0
2023-12-08,16.0
2023-12-09,18.0
2023-12-10,16.0
2023-12-11,20.0
2023-12-12,16.0
2023-12-13,14.0
2023-12-14,18.0
2023-12-15,14.0
2023-12-16,14.0
2023-12-17,12.0
2023-12-18,22.0
2023-12-19,20.0
2023-12-20,26.0
2023-12-21,18.0
2023-12-22,13.949640287769785
2023-12-23,14.949640287769785
2023-12-24,13.949640287769785
2023-12-25,9.633093525179856
2023-12-26,13.949640287769785
2023-12-27,17.26618705035971
2023-12-28,13.949640287769785
2023-12-29,13.949640287769785
2023-12-30,13.949640287769785
2023-12-31,13.949640287769785
2024-01-01,14.949640287769785
2024-01-02,17.26618705035971
2024-01-03,18.26618705035971
2024-01-04,17.26618705035971
2024-01-05,17.26618705035971
2024-01-06,18.26618705035971
2024-01-07,18.26618705035971
2024-01-08,17.26618705035971
2024-01-09,18.26618705035971
2024-01-10,23.58273381294964
2024-01-11,32.2158273381295
2024-01-12,19.26618705035971
2024-01-13,23.58273381294964
2024-01-14,18.26618705035971
2024-01-15,22.58273381294964
2024-01-16,46.16546762589928
2024-01-17,31.215827338129497
2024-01-18,27.89928057553957
2024-01-19,22.58273381294964
2024-01-20,24.58273381294964
2024-01-21,23.165467625899282
2024-01-22,37.06474820143885
2024-01-23,46.330935251798564
2024-01-24,60.230215827338135
2024-01-25,27.79856115107914
2024-01-26,18.532374100719426
2024-01-27,18.532374100719426
2024-01-28,18.532374100719426
2024-01-29,18.532374100719426
2024-01-30,23.165467625899282
2024-01-31,23.165467625899282
2024-02-01,27.79856115107914
2024-02-02,23.165467625899282
2024-02-03,23.165467625899282
2024-02-04,23.165467625899282
2024-02-05,23.165467625899282
2024-02-06,27.79856115107914
2024-02-07,27.79856115107914
2024-02-08,27.79856115107914
2024-02-09,23.165467625899282
2024-02-10,23.165467625899282
2024-02-11,18.532374100719426
2024-02-12,27.79856115107914
2024-02-13,41.69784172661871
2024-02-14,50.964028776978424
2024-02-15,23.165467625899282
2024-02-16,18.532374100719426
2024-02-17,18.532374100719426
2024-02-18,23.165467625899282
2024-02-19,23.165467625899282
2024-02-20,23.165467625899282
2024-02-21,23.165467625899282
2024-02-22,27.79856115107914
2024-02-23,27.79856115107914
2024-02-24,27.79856115107914
2024-02-25,37.06474820143885
2024-02-26,37.06474820143885
2024-02-27,32.431654676258994
2024-02-28,27.79856115107914
2024-02-29,23.165467625899282
2024-03-01,23.165467625899282
2024-03-02,27.79856115107914
2024-03-03,32.431654676258994
2024-03-04,41.69784172661871
2024-03-05,78.76258992805757
2024-03-06,101.92805755395685
2024-03-07,41.69784172661871
2024-03-08,41.69784172661871
2024-03-09,27.79856115107914
2024-03-10,32.431654676258994
2024-03-11,37.06474820143885
2024-03-12,37.06474820143885
2024-03-13,46.330935251798564
2024-03-14,32.431654676258994
2024-03-15,32.431654676258994
2024-03-16,23.165467625899282
2024-03-17,27.79856115107914
2024-03-18,27.79856115107914
2024-03-19,41.69784172661871
2024-03-20,32.431654676258994
2024-03-21,27.79856115107914
2024-03-22,18.532374100719426
2024-03-23,18.532374100719426
2024-03-24,23.165467625899282
2024-03-25,23.165467625899282
2024-03-26,27.79856115107914
2024-03-27,23.165467625899282
2024-03-28,23.165467625899282
2024-03-29,23.165467625899282
2024-03-30,13.89928057553957
2024-03-31,18.532374100719426
2024-04-01,27.79856115107914
2024-04-02,27.79856115107914
2024-04-03,37.06474820143885
2024-04-04,27.79856115107914
2024-04-05,27.79856115107914
2024-04-06,18.532374100719426
2024-04-07,23.165467625899282
2024-04-08,23.165467625899282
2024-04-09,23.165467625899282
2024-04-10,27.79856115107914
2024-04-11,27.79856115107914
2024-04-12,27.79856115107914
2024-04-13,23.165467625899282
2024-04-14,23.165467625899282
2024-04-15,27.79856115107914
2024-04-16,27.79856115107914
2024-04-17,27.79856115107914
2024-04-18,27.79856115107914
2024-04-19,27.79856115107914
2024-04-20,23.165467625899282
2024-04-21,27.79856115107914
2024-04-22,27.79856115107914
2024-04-23,27.79856115107914
2024-04-24,32.431654676258994
2024-04-25,50.964028776978424
2024-04-26,23.165467625899282
2024-04-27,23.165467625899282
2024-04-28,27.79856115107914
2024-04-29,32.431654676258994
2024-04-30,32.431654676258994
2024-05-01,27.79856115107914
2024-05-02,32.431654676258994
2024-05-03,27.79856115107914
2024-05-04,23.165467625899282
2024-05-05,27.79856115107914
2024-05-06,32.431654676258994
2024-05-07,23.165467625899282
2024-05-08,27.79856115107914
2024-05-09,27.79856115107914
2024-05-10,27.79856115107914
2024-05-11,27.79856115107914
2024-05-12,32.431654676258994
2024-05-13,46.330935251798564
2024-05-14,41.69784172661871
2024-05-15,32.431654676258994
2024-05-16,23.165467625899282
2024-05-17,23.165467625899282
2024-05-18,23.165467625899282
2024-05-19,23.165467625899282
2024-05-20,23.165467625899282
2024-05-21,27.79856115107914
2024-05-22,37.06474820143885
2024-05-23,27.79856115107914
2024-05-24,32.431654676258994
2024-05-25,27.79856115107914
2024-05-26,23.165467625899282
2024-05-27,27.79856115107914
2024-05-28,27.79856115107914
2024-05-29,37.06474820143885
2024-05-30,46.330935251798564
2024-05-31,78.76258992805757
2024-06-01,92.66187050359713
2024-06-02,78.76258992805757
2024-06-03,69.49640287769785
2024-06-04,78.76258992805757
2024-06-05,46.330935251798564
2024-06-06,37.06474820143885
2024-06-07,41.69784172661871
2024-06-08,32.431654676258994
2024-06-09,37.06474820143885
2024-06-10,50.964028776978424
2024-06-11,41.69784172661871
2024-06-12,41.69784172661871
2024-06-13,46.330935251798564
2024-06-14,41.69784172661871
2024-06-15,37.06474820143885
2024-06-16,37.06474820143885
2024-06-17,46.330935251798564
2024-06-18,50.964028776978424
2024-06-19,46.330935251798564
2024-06-20,50.964028776978424
2024-06-21,41.69784172661871
2024-06-22,55.59712230215828
2024-06-23,46.330935251798564
2024-06-24,55.59712230215828
2024-06-25,50.964028776978424
2024-06-26,50.964028776978424
2024-06-27,55.59712230215828
2024-06-28,180.6906474820144
2024-06-29,111.19424460431657
2024-06-30,97.29496402877699
2024-07-01,92.66187050359713
2024-07-02,92.66187050359713
2024-07-03,92.66187050359713
2024-07-04,106.5611510791367
2024-07-05,74.1294964028777
2024-07-06,69.49640287769785
2024-07-07,78.76258992805757
2024-07-08,64.86330935251799
2024-07-09,60.230215827338135
2024-07-10,64.86330935251799
2024-07-11,55.59712230215828
2024-07-12,69.49640287769785
2024-07-13,55.59712230215828
2024-07-14,111.19424460431657
2024-07-15,120.46043165467627
2024-07-16,125.09352517985613
2024-07-17,134.35971223021585
2024-07-18,111.19424460431657
2024-07-19,125.09352517985613
2024-07-20,88.02877697841727
2024-07-21,185.32374100719426
2024-07-22,171.4244604316547
2024-07-23,189.95683453237413
2024-07-24,180.6906474820144
2024-07-25,176.05755395683454
2024-07-26,152.89208633093526
2024-07-27,143.62589928057557
2024-07-28,143.62589928057557
2024-07-29,171.4244604316547
2024-07-30,157.52517985611513
2024-07-31,176.05755395683454
2024-08-01,171.4244604316547
2024-08-02,157.52517985611513
2024-08-03,115.82733812949641
2024-08-04,125.09352517985613
2024-08-05,120.46043165467627
2024-08-06,166.79136690647485
2024-08-07,217.75539568345326
2024-08-08,208.48920863309354
2024-08-09,185.32374100719426
2024-08-10,162.15827338129498
2024-08-11,176.05755395683454
2024-08-12,185.32374100719426
2024-08-13,185.32374100719426
2024-08-14,171.4244604316547
2024-08-15,143.62589928057557
2024-08-16,148.2589928057554
2024-08-17,129.72661870503597
2024-08-18,148.2589928057554
2024-08-19,150.57553956834533
2024-08-20,171.4244604316547
2024-08-21,194.58992805755398
2024-08-22,187.6402877697842
2024-08-23,220.07194244604318
2024-08-24,192.27338129496405
2024-08-25,180.6906474820144
2024-08-26,185.32374100719426
2024-08-27,169.10791366906477
2024-08-28,162.15827338129498
2024-08-29,162.15827338129498
2024-08-30,159.84172661870505
2024-08-31,148.2589928057554
2024-09-01,150.57553956834533
2024-09-02,152.89208633093529
2024-09-03,159.84172661870505
2024-09-04,152.89208633093529
2024-09-05,150.57553956834533
2024-09-06,150.57553956834533
2024-09-07,145.9424460431655
2024-09-08,148.2589928057554
2024-09-09,155.20863309352518
2024-09-10,145.9424460431655
2024-09-11,393.8129496402878
2024-09-12,240.92086330935254
2024-09-13,213.1223021582734
2024-09-14,192.27338129496405
2024-09-15,183.00719424460434
2024-09-16,176.05755395683457
2024-09-17,162.15827338129498
2024-09-18,162.15827338129498
2024-09-19,162.15827338129498
2024-09-20,162.15827338129498
2024-09-21,162.15827338129498
2024-09-22,162.15827338129498
2024-09-23,162.15827338129498
2024-09-24,162.15827338129498
2024-09-25,162.15827338129498
2024-09-26,162.15827338129498
2024-09-27,162.15827338129498
2024-09-28,162.15827338129498
2024-09-29,162.15827338129498
2024-09-30,162.15827338129498
2024-10-01,162.15827338129498
2024-10-02,162.15827338129498
2024-10-03,162.15827338129498
2024-10-04,162.15827338129498
2024-10-05,162.15827338129498
2024-10-06,162.15827338129498
2024-10-07,162.15827338129498
2024-10-08,162.15827338129498
2024-10-09,162.15827338129498
2024-10-10,162.15827338129498
2024-10-11,162.15827338129498
2024-10-12,162.15827338129498
2024-10-13,162.15827338129498
2024-10-14,162.15827338129498
2024-10-15,162.15827338129498
2024-10-16,324.31654676258995
2024-10-17,324.31654676258995
2024-10-18,324.31654676258995
2024-10-19,324.31654676258995
2024-10-20,324.31654676258995
2024-10-21,324.31654676258995
2024-10-22,324.31654676258995
2024-10-23,486.4748201438849
2024-10-24,486.4748201438849
2024-10-25,486.4748201438849
2024-10-26,486.4748201438849
2024-10-27,486.4748201438849
2024-10-28,648.6330935251799
2024-10-29,810.7913669064749
2024-10-30,972.9496402877699
2024-10-31,972.9496402877699
2024-11-01,1135.1079136690648
2024-11-02,972.9496402877699
2024-11-03,1621.5827338129498
2024-11-04,3081.0071942446048
2024-11-05,13621.294964028777
2024-11-06,16215.827338129497
2024-11-07,648.6330935251799
2024-11-08,324.31654676258995
2024-11-09,162.15827338129498
2024-11-10,162.15827338129498
2024-11-11,162.15827338129498
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
