Time,the_last_of_us
2022-04-22,18.0
2022-04-23,20.0
2022-04-24,19.0
2022-04-25,21.0
2022-04-26,22.0
2022-04-27,20.0
2022-04-28,20.0
2022-04-29,18.0
2022-04-30,18.0
2022-05-01,19.0
2022-05-02,20.0
2022-05-03,18.0
2022-05-04,20.0
2022-05-05,20.0
2022-05-06,21.0
2022-05-07,19.0
2022-05-08,20.0
2022-05-09,21.0
2022-05-10,21.0
2022-05-11,24.0
2022-05-12,22.0
2022-05-13,20.0
2022-05-14,18.0
2022-05-15,20.0
2022-05-16,19.0
2022-05-17,22.0
2022-05-18,28.0
2022-05-19,25.0
2022-05-20,23.0
2022-05-21,21.0
2022-05-22,23.0
2022-05-23,23.0
2022-05-24,21.0
2022-05-25,26.0
2022-05-26,23.0
2022-05-27,20.0
2022-05-28,17.0
2022-05-29,20.0
2022-05-30,22.0
2022-05-31,17.0
2022-06-01,17.0
2022-06-02,19.0
2022-06-03,18.0
2022-06-04,18.0
2022-06-05,17.0
2022-06-06,18.0
2022-06-07,18.0
2022-06-08,19.0
2022-06-09,63.0
2022-06-10,62.0
2022-06-11,37.0
2022-06-12,34.0
2022-06-13,26.0
2022-06-14,25.0
2022-06-15,29.0
2022-06-16,23.0
2022-06-17,25.0
2022-06-18,24.0
2022-06-19,25.0
2022-06-20,21.0
2022-06-21,21.0
2022-06-22,18.0
2022-06-23,22.0
2022-06-24,21.0
2022-06-25,21.0
2022-06-26,21.0
2022-06-27,19.0
2022-06-28,20.0
2022-06-29,18.0
2022-06-30,17.0
2022-07-01,16.0
2022-07-02,19.0
2022-07-03,19.0
2022-07-04,20.0
2022-07-05,18.0
2022-07-06,18.0
2022-07-07,18.0
2022-07-08,15.0
2022-07-09,18.0
2022-07-10,20.0
2022-07-11,19.0
2022-07-12,19.0
2022-07-13,20.0
2022-07-14,18.0
2022-07-15,18.0
2022-07-16,21.0
2022-07-17,21.0
2022-07-18,21.0
2022-07-19,17.0
2022-07-20,19.0
2022-07-21,20.0
2022-07-22,25.0
2022-07-23,22.0
2022-07-24,23.0
2022-07-25,19.0
2022-07-26,19.0
2022-07-27,17.0
2022-07-28,17.0
2022-07-29,18.0
2022-07-30,17.0
2022-07-31,20.0
2022-08-01,20.0
2022-08-02,17.0
2022-08-03,16.0
2022-08-04,17.0
2022-08-05,17.0
2022-08-06,19.0
2022-08-07,21.0
2022-08-08,18.0
2022-08-09,17.0
2022-08-10,17.0
2022-08-11,16.0
2022-08-12,18.0
2022-08-13,20.0
2022-08-14,19.0
2022-08-15,16.0
2022-08-16,17.0
2022-08-17,19.0
2022-08-18,16.0
2022-08-19,17.0
2022-08-20,20.0
2022-08-21,25.0
2022-08-22,84.0
2022-08-23,54.0
2022-08-24,31.0
2022-08-25,39.0
2022-08-26,31.0
2022-08-27,34.0
2022-08-28,30.0
2022-08-29,28.082857142857144
2022-08-30,28.082857142857144
2022-08-31,44.87428571428572
2022-09-01,45.37428571428572
2022-09-02,60.16571428571429
2022-09-03,61.16571428571429
2022-09-04,60.66571428571429
2022-09-05,58.66571428571429
2022-09-06,43.87428571428572
2022-09-07,33.082857142857144
2022-09-08,31.082857142857144
2022-09-09,30.582857142857144
2022-09-10,32.582857142857144
2022-09-11,41.37428571428572
2022-09-12,32.082857142857144
2022-09-13,28.582857142857144
2022-09-14,27.582857142857144
2022-09-15,27.582857142857144
2022-09-16,27.582857142857144
2022-09-17,28.582857142857144
2022-09-18,29.582857142857144
2022-09-19,26.582857142857144
2022-09-20,25.582857142857144
2022-09-21,27.582857142857144
2022-09-22,18.291428571428572
2022-09-23,17.791428571428572
2022-09-24,27.582857142857144
2022-09-25,28.582857142857144
2022-09-26,101.04
2022-09-27,87.24857142857144
2022-09-28,43.74857142857143
2022-09-29,43.74857142857143
2022-09-30,29.165714285714287
2022-10-01,29.165714285714287
2022-10-02,29.165714285714287
2022-10-03,43.74857142857143
2022-10-04,29.165714285714287
2022-10-05,29.165714285714287
2022-10-06,29.165714285714287
2022-10-07,29.165714285714287
2022-10-08,29.165714285714287
2022-10-09,29.165714285714287
2022-10-10,29.165714285714287
2022-10-11,29.165714285714287
2022-10-12,29.165714285714287
2022-10-13,29.165714285714287
2022-10-14,29.165714285714287
2022-10-15,29.165714285714287
2022-10-16,29.165714285714287
2022-10-17,29.165714285714287
2022-10-18,29.165714285714287
2022-10-19,29.165714285714287
2022-10-20,29.165714285714287
2022-10-21,29.165714285714287
2022-10-22,29.165714285714287
2022-10-23,29.165714285714287
2022-10-24,29.165714285714287
2022-10-25,29.165714285714287
2022-10-26,29.165714285714287
2022-10-27,14.582857142857144
2022-10-28,14.582857142857144
2022-10-29,14.582857142857144
2022-10-30,29.165714285714287
2022-10-31,29.165714285714287
2022-11-01,29.165714285714287
2022-11-02,29.165714285714287
2022-11-03,29.165714285714287
2022-11-04,29.165714285714287
2022-11-05,29.165714285714287
2022-11-06,29.165714285714287
2022-11-07,29.165714285714287
2022-11-08,29.165714285714287
2022-11-09,14.582857142857144
2022-11-10,14.582857142857144
2022-11-11,14.582857142857144
2022-11-12,14.582857142857144
2022-11-13,29.165714285714287
2022-11-14,29.165714285714287
2022-11-15,14.582857142857144
2022-11-16,29.165714285714287
2022-11-17,29.165714285714287
2022-11-18,29.165714285714287
2022-11-19,29.165714285714287
2022-11-20,29.165714285714287
2022-11-21,29.165714285714287
2022-11-22,29.165714285714287
2022-11-23,29.165714285714287
2022-11-24,29.165714285714287
2022-11-25,29.165714285714287
2022-11-26,29.165714285714287
2022-11-27,29.165714285714287
2022-11-28,29.165714285714287
2022-11-29,29.165714285714287
2022-11-30,29.165714285714287
2022-12-01,29.165714285714287
2022-12-02,29.165714285714287
2022-12-03,43.74857142857143
2022-12-04,102.08000000000001
2022-12-05,72.91428571428571
2022-12-06,43.74857142857143
2022-12-07,43.74857142857143
2022-12-08,43.74857142857143
2022-12-09,43.74857142857143
2022-12-10,29.165714285714287
2022-12-11,29.165714285714287
2022-12-12,29.165714285714287
2022-12-13,29.165714285714287
2022-12-14,29.165714285714287
2022-12-15,29.165714285714287
2022-12-16,29.165714285714287
2022-12-17,43.74857142857143
2022-12-18,43.74857142857143
2022-12-19,43.74857142857143
2022-12-20,43.74857142857143
2022-12-21,43.74857142857143
2022-12-22,43.74857142857143
2022-12-23,43.74857142857143
2022-12-24,43.74857142857143
2022-12-25,72.91428571428571
2022-12-26,58.331428571428575
2022-12-27,72.91428571428571
2022-12-28,58.331428571428575
2022-12-29,58.331428571428575
2022-12-30,58.331428571428575
2022-12-31,58.331428571428575
2023-01-01,72.91428571428571
2023-01-02,87.49714285714286
2023-01-03,72.91428571428571
2023-01-04,72.91428571428571
2023-01-05,87.49714285714286
2023-01-06,87.49714285714286
2023-01-07,102.08000000000001
2023-01-08,116.66285714285715
2023-01-09,102.08000000000001
2023-01-10,204.16000000000003
2023-01-11,174.99428571428572
2023-01-12,145.82857142857142
2023-01-13,145.82857142857142
2023-01-14,204.16000000000003
2023-01-15,437.4857142857143
2023-01-16,1458.2857142857144
2023-01-17,904.1371428571429
2023-01-18,641.6457142857143
2023-01-19,481.23428571428576
2023-01-20,466.6514285714286
2023-01-21,524.9828571428571
2023-01-22,699.9771428571429
2023-01-23,1006.2171428571429
2023-01-24,583.3142857142857
2023-01-25,437.4857142857143
2023-01-26,349.98857142857145
2023-01-27,335.4057142857143
2023-01-28,408.32000000000005
2023-01-29,524.9828571428571
2023-01-30,1210.3771428571429
2023-01-31,889.5542857142858
2023-02-01,583.3142857142857
2023-02-02,452.06857142857143
2023-02-03,408.32000000000005
2023-02-04,510.40000000000003
2023-02-05,685.3942857142857
2023-02-06,933.3028571428572
2023-02-07,524.9828571428571
2023-02-08,364.5714285714286
2023-02-09,291.65714285714284
2023-02-10,349.98857142857145
2023-02-11,860.3885714285715
2023-02-12,699.9771428571429
2023-02-13,452.06857142857143
2023-02-14,379.1542857142857
2023-02-15,320.8228571428572
2023-02-16,291.65714285714284
2023-02-17,306.24
2023-02-18,379.1542857142857
2023-02-19,495.81714285714287
2023-02-20,1137.4628571428573
2023-02-21,612.48
2023-02-22,408.32000000000005
2023-02-23,320.8228571428572
2023-02-24,291.65714285714284
2023-02-25,349.98857142857145
2023-02-26,481.23428571428576
2023-02-27,831.2228571428572
2023-02-28,408.32000000000005
2023-03-01,277.07428571428574
2023-03-02,218.74285714285716
2023-03-03,204.16000000000003
2023-03-04,262.49142857142857
2023-03-05,349.98857142857145
2023-03-06,802.0571428571429
2023-03-07,437.4857142857143
2023-03-08,306.24
2023-03-09,262.49142857142857
2023-03-10,247.90857142857143
2023-03-11,306.24
2023-03-12,481.23428571428576
2023-03-13,1152.0457142857144
2023-03-14,612.48
2023-03-15,393.7371428571429
2023-03-16,306.24
2023-03-17,262.49142857142857
2023-03-18,291.65714285714284
2023-03-19,335.4057142857143
2023-03-20,320.8228571428572
2023-03-21,218.74285714285716
2023-03-22,189.57714285714286
2023-03-23,174.99428571428572
2023-03-24,174.99428571428572
2023-03-25,174.99428571428572
2023-03-26,189.57714285714286
2023-03-27,145.82857142857142
2023-03-28,145.82857142857142
2023-03-29,145.82857142857142
2023-03-30,131.24571428571429
2023-03-31,131.24571428571429
2023-04-01,145.82857142857142
2023-04-02,145.82857142857142
2023-04-03,116.66285714285715
2023-04-04,102.08000000000001
2023-04-05,102.08000000000001
2023-04-06,102.08000000000001
2023-04-07,102.08000000000001
2023-04-08,116.66285714285715
2023-04-09,116.66285714285715
2023-04-10,87.49714285714286
2023-04-11,87.49714285714286
2023-04-12,87.49714285714286
2023-04-13,87.49714285714286
2023-04-14,72.91428571428571
2023-04-15,87.49714285714286
2023-04-16,102.08000000000001
2023-04-17,87.49714285714286
2023-04-18,72.91428571428571
2023-04-19,72.91428571428571
2023-04-20,58.331428571428575
2023-04-21,58.331428571428575
2023-04-22,72.91428571428571
2023-04-23,87.49714285714286
2023-04-24,72.91428571428571
2023-04-25,58.331428571428575
2023-04-26,58.98317637669594
2023-04-27,58.49436552274541
2023-04-28,57.02793296089386
2023-04-29,75.07320031923385
2023-04-30,87.2527374301676
2023-05-01,70.67390263367918
2023-05-02,59.47198723064645
2023-05-03,58.00555466879489
2023-05-04,57.02793296089386
2023-05-05,56.53912210694334
2023-05-06,62.404852354349565
2023-05-07,70.18509177972865
2023-05-08,72.14033519553072
2023-05-09,56.05031125299282
2023-05-10,47.78126097366321
2023-05-11,46.80363926576217
2023-05-12,55.5615003990423
2023-05-13,57.516743814844375
2023-05-14,59.96079808459697
2023-05-15,57.02793296089386
2023-05-16,45.826017557861135
2023-05-17,44.8483958499601
2023-05-18,44.8483958499601
2023-05-19,45.33720670391062
2023-05-20,57.516743814844375
2023-05-21,70.67390263367918
2023-05-22,47.78126097366321
2023-05-23,44.8483958499601
2023-05-24,45.826017557861135
2023-05-25,43.38196328810854
2023-05-26,48.881085395051876
2023-05-27,55.72443735035914
2023-05-28,59.63492418196329
2023-05-29,67.45589784517159
2023-05-30,51.813950518754986
2023-05-31,45.94822027134877
2023-06-01,43.01535514764565
2023-06-02,41.06011173184358
2023-06-03,47.90346368715084
2023-06-04,51.813950518754986
2023-06-05,47.90346368715084
2023-06-06,41.06011173184358
2023-06-07,40.08249002394254
2023-06-08,38.12724660814046
2023-06-09,39.104868316041504
2023-06-10,42.03773343974461
2023-06-11,47.90346368715084
2023-06-12,43.01535514764565
2023-06-13,39.104868316041504
2023-06-14,42.03773343974461
2023-06-15,47.90346368715084
2023-06-16,42.03773343974461
2023-06-17,46.9258419792498
2023-06-18,48.881085395051876
2023-06-19,46.9258419792498
2023-06-20,43.99297685554669
2023-06-21,38.12724660814046
2023-06-22,37.149624900239424
2023-06-23,39.104868316041504
2023-06-24,44.97059856344772
2023-06-25,50.83632881085395
2023-06-26,42.03773343974461
2023-06-27,39.104868316041504
2023-06-28,42.03773343974461
2023-06-29,43.01535514764565
2023-06-30,38.12724660814046
2023-07-01,34.216759776536314
2023-07-02,43.99297685554669
2023-07-03,41.06011173184358
2023-07-04,48.881085395051876
2023-07-05,40.08249002394254
2023-07-06,37.149624900239424
2023-07-07,37.149624900239424
2023-07-08,44.97059856344772
2023-07-09,43.99297685554669
2023-07-10,39.104868316041504
2023-07-11,33.23913806863528
2023-07-12,53.769193934557066
2023-07-13,58.65730247406225
2023-07-14,46.9258419792498
2023-07-15,50.83632881085395
2023-07-16,53.769193934557066
2023-07-17,45.94822027134877
2023-07-18,41.06011173184358
2023-07-19,38.12724660814046
2023-07-20,36.17200319233839
2023-07-21,36.17200319233839
2023-07-22,40.08249002394254
2023-07-23,48.881085395051876
2023-07-24,37.149624900239424
2023-07-25,35.19438148443735
2023-07-26,31.2838946528332
2023-07-27,33.23913806863528
2023-07-28,32.26151636073424
2023-07-29,38.12724660814046
2023-07-30,37.149624900239424
2023-07-31,29.328651237031124
2023-08-01,31.2838946528332
2023-08-02,29.328651237031124
2023-08-03,31.2838946528332
2023-08-04,30.306272944932164
2023-08-05,36.17200319233839
2023-08-06,37.149624900239424
2023-08-07,31.2838946528332
2023-08-08,31.2838946528332
2023-08-09,29.328651237031124
2023-08-10,30.306272944932164
2023-08-11,32.26151636073424
2023-08-12,35.19438148443735
2023-08-13,40.08249002394254
2023-08-14,33.23913806863528
2023-08-15,31.2838946528332
2023-08-16,31.2838946528332
2023-08-17,28.351029529130088
2023-08-18,30.306272944932164
2023-08-19,35.19438148443735
2023-08-20,37.149624900239424
2023-08-21,36.17200319233839
2023-08-22,29.328651237031124
2023-08-23,30.306272944932164
2023-08-24,30.306272944932164
2023-08-25,29.328651237031124
2023-08-26,32.26151636073424
2023-08-27,48.881085395051876
2023-08-28,33.23913806863528
2023-08-29,38.12724660814046
2023-08-30,39.104868316041504
2023-08-31,31.2838946528332
2023-09-01,34.216759776536314
2023-09-02,38.12724660814046
2023-09-03,40.08249002394254
2023-09-04,41.06011173184358
2023-09-05,34.216759776536314
2023-09-06,31.2838946528332
2023-09-07,32.26151636073424
2023-09-08,32.26151636073424
2023-09-09,35.19438148443735
2023-09-10,41.06011173184358
2023-09-11,33.23913806863528
2023-09-12,32.26151636073424
2023-09-13,29.328651237031124
2023-09-14,29.328651237031124
2023-09-15,30.306272944932164
2023-09-16,34.216759776536314
2023-09-17,40.08249002394254
2023-09-18,36.17200319233839
2023-09-19,32.26151636073424
2023-09-20,29.328651237031124
2023-09-21,33.23913806863528
2023-09-22,31.2838946528332
2023-09-23,35.19438148443735
2023-09-24,38.12724660814046
2023-09-25,38.12724660814046
2023-09-26,41.06011173184358
2023-09-27,39.104868316041504
2023-09-28,34.216759776536314
2023-09-29,32.26151636073424
2023-09-30,39.104868316041504
2023-10-01,37.149624900239424
2023-10-02,33.23913806863528
2023-10-03,31.2838946528332
2023-10-04,33.23913806863528
2023-10-05,31.2838946528332
2023-10-06,32.26151636073424
2023-10-07,33.23913806863528
2023-10-08,36.17200319233839
2023-10-09,32.26151636073424
2023-10-10,30.306272944932164
2023-10-11,31.2838946528332
2023-10-12,30.306272944932164
2023-10-13,31.2838946528332
2023-10-14,31.2838946528332
2023-10-15,37.149624900239424
2023-10-16,33.23913806863528
2023-10-17,31.2838946528332
2023-10-18,30.306272944932164
2023-10-19,32.26151636073424
2023-10-20,30.306272944932164
2023-10-21,31.2838946528332
2023-10-22,38.12724660814046
2023-10-23,33.23913806863528
2023-10-24,32.26151636073424
2023-10-25,31.2838946528332
2023-10-26,32.26151636073424
2023-10-27,30.306272944932164
2023-10-28,32.26151636073424
2023-10-29,33.23913806863528
2023-10-30,32.26151636073424
2023-10-31,33.23913806863528
2023-11-01,31.2838946528332
2023-11-02,30.306272944932164
2023-11-03,28.351029529130088
2023-11-04,30.306272944932164
2023-11-05,32.26151636073424
2023-11-06,31.2838946528332
2023-11-07,26.395786113328015
2023-11-08,29.328651237031124
2023-11-09,29.328651237031124
2023-11-10,27.37340782122905
2023-11-11,28.351029529130088
2023-11-12,31.2838946528332
2023-11-13,32.26151636073424
2023-11-14,29.328651237031124
2023-11-15,31.2838946528332
2023-11-16,34.216759776536314
2023-11-17,30.306272944932164
2023-11-18,61.590167597765365
2023-11-19,48.881085395051876
2023-11-20,38.12724660814046
2023-11-21,35.19438148443735
2023-11-22,35.19438148443735
2023-11-23,39.104868316041504
2023-11-24,44.97059856344772
2023-11-25,39.104868316041504
2023-11-26,44.97059856344772
2023-11-27,37.149624900239424
2023-11-28,37.149624900239424
2023-11-29,32.26151636073424
2023-11-30,32.26151636073424
2023-12-01,31.2838946528332
2023-12-02,35.19438148443735
2023-12-03,41.06011173184358
2023-12-04,39.104868316041504
2023-12-05,43.99297685554669
2023-12-06,39.104868316041504
2023-12-07,39.104868316041504
2023-12-08,42.03773343974461
2023-12-09,42.03773343974461
2023-12-10,44.97059856344772
2023-12-11,44.97059856344772
2023-12-12,41.06011173184358
2023-12-13,37.149624900239424
2023-12-14,40.08249002394254
2023-12-15,44.97059856344772
2023-12-16,40.08249002394254
2023-12-17,41.06011173184358
2023-12-18,38.12724660814046
2023-12-19,33.23913806863528
2023-12-20,36.17200319233839
2023-12-21,36.17200319233839
2023-12-22,33.23913806863528
2023-12-23,36.17200319233839
2023-12-24,40.08249002394254
2023-12-25,43.99297685554669
2023-12-26,48.881085395051876
2023-12-27,48.881085395051876
2023-12-28,50.83632881085395
2023-12-29,48.881085395051876
2023-12-30,47.90346368715084
2023-12-31,51.813950518754986
2024-01-01,57.67968076616121
2024-01-02,51.813950518754986
2024-01-03,45.94822027134877
2024-01-04,46.9258419792498
2024-01-05,43.99297685554669
2024-01-06,50.83632881085395
2024-01-07,74.29924980047885
2024-01-08,79.18735833998404
2024-01-09,70.3887629688747
2024-01-10,97.76217079010375
2024-01-11,73.32162809257781
2024-01-12,64.52303272146848
2024-01-13,61.590167597765365
2024-01-14,65.50065442936952
2024-01-15,63.54541101356744
2024-01-16,85.05308858739026
2024-01-17,68.43351955307263
2024-01-18,64.52303272146848
2024-01-19,78.20973663208301
2024-01-20,88.96357541899441
2024-01-21,81.14260175578612
2024-01-22,65.50065442936952
2024-01-23,57.67968076616121
2024-01-24,55.72443735035914
2024-01-25,55.72443735035914
2024-01-26,51.813950518754986
2024-01-27,58.65730247406225
2024-01-28,60.61254588986433
2024-01-29,49.85870710295291
2024-01-30,44.97059856344772
2024-01-31,45.94822027134877
2024-02-01,46.9258419792498
2024-02-02,49.85870710295291
2024-02-03,69.41114126097366
2024-02-04,66.47827613727056
2024-02-05,54.7468156424581
2024-02-06,45.94822027134877
2024-02-07,44.97059856344772
2024-02-08,42.03773343974461
2024-02-09,43.01535514764565
2024-02-10,48.881085395051876
2024-02-11,47.90346368715084
2024-02-12,41.06011173184358
2024-02-13,40.08249002394254
2024-02-14,42.03773343974461
2024-02-15,41.06011173184358
2024-02-16,41.06011173184358
2024-02-17,45.94822027134877
2024-02-18,53.769193934557066
2024-02-19,52.79157222665603
2024-02-20,43.01535514764565
2024-02-21,42.03773343974461
2024-02-22,40.08249002394254
2024-02-23,40.08249002394254
2024-02-24,38.12724660814046
2024-02-25,69.41114126097366
2024-02-26,59.63492418196329
2024-02-27,46.9258419792498
2024-02-28,41.06011173184358
2024-02-29,40.08249002394254
2024-03-01,42.03773343974461
2024-03-02,45.94822027134877
2024-03-03,46.9258419792498
2024-03-04,44.97059856344772
2024-03-05,39.104868316041504
2024-03-06,33.23913806863528
2024-03-07,32.26151636073424
2024-03-08,33.23913806863528
2024-03-09,33.23913806863528
2024-03-10,37.149624900239424
2024-03-11,34.216759776536314
2024-03-12,31.2838946528332
2024-03-13,29.328651237031124
2024-03-14,31.2838946528332
2024-03-15,29.328651237031124
2024-03-16,35.19438148443735
2024-03-17,38.12724660814046
2024-03-18,40.08249002394254
2024-03-19,30.306272944932164
2024-03-20,33.23913806863528
2024-03-21,29.328651237031124
2024-03-22,30.306272944932164
2024-03-23,35.19438148443735
2024-03-24,41.06011173184358
2024-03-25,37.149624900239424
2024-03-26,33.23913806863528
2024-03-27,34.216759776536314
2024-03-28,32.26151636073424
2024-03-29,30.306272944932164
2024-03-30,33.23913806863528
2024-03-31,37.149624900239424
2024-04-01,34.216759776536314
2024-04-02,31.2838946528332
2024-04-03,31.2838946528332
2024-04-04,30.306272944932164
2024-04-05,32.26151636073424
2024-04-06,30.306272944932164
2024-04-07,38.12724660814046
2024-04-08,38.12724660814046
2024-04-09,32.26151636073424
2024-04-10,32.26151636073424
2024-04-11,32.26151636073424
2024-04-12,33.23913806863528
2024-04-13,34.216759776536314
2024-04-14,38.12724660814046
2024-04-15,35.19438148443735
2024-04-16,33.23913806863528
2024-04-17,30.306272944932164
2024-04-18,31.2838946528332
2024-04-19,33.23913806863528
2024-04-20,33.23913806863528
2024-04-21,37.149624900239424
2024-04-22,36.17200319233839
2024-04-23,31.2838946528332
2024-04-24,40.08249002394254
2024-04-25,34.216759776536314
2024-04-26,30.306272944932164
2024-04-27,31.2838946528332
2024-04-28,36.17200319233839
2024-04-29,33.23913806863528
2024-04-30,33.23913806863528
2024-05-01,31.2838946528332
2024-05-02,31.2838946528332
2024-05-03,29.328651237031124
2024-05-04,32.26151636073424
2024-05-05,36.17200319233839
2024-05-06,36.17200319233839
2024-05-07,28.351029529130088
2024-05-08,27.37340782122905
2024-05-09,28.351029529130088
2024-05-10,28.351029529130088
2024-05-11,26.395786113328015
2024-05-12,42.03773343974461
2024-05-13,35.19438148443735
2024-05-14,34.216759776536314
2024-05-15,40.08249002394254
2024-05-16,40.08249002394254
2024-05-17,33.23913806863528
2024-05-18,34.216759776536314
2024-05-19,39.104868316041504
2024-05-20,33.23913806863528
2024-05-21,32.26151636073424
2024-05-22,28.351029529130088
2024-05-23,30.306272944932164
2024-05-24,35.19438148443735
2024-05-25,39.104868316041504
2024-05-26,36.17200319233839
2024-05-27,38.12724660814046
2024-05-28,33.23913806863528
2024-05-29,32.26151636073424
2024-05-30,30.306272944932164
2024-05-31,27.37340782122905
2024-06-01,32.26151636073424
2024-06-02,39.104868316041504
2024-06-03,33.23913806863528
2024-06-04,31.2838946528332
2024-06-05,32.26151636073424
2024-06-06,32.26151636073424
2024-06-07,31.2838946528332
2024-06-08,34.216759776536314
2024-06-09,36.17200319233839
2024-06-10,36.17200319233839
2024-06-11,30.306272944932164
2024-06-12,29.328651237031124
2024-06-13,32.26151636073424
2024-06-14,29.328651237031124
2024-06-15,33.23913806863528
2024-06-16,39.104868316041504
2024-06-17,38.12724660814046
2024-06-18,34.216759776536314
2024-06-19,37.149624900239424
2024-06-20,33.23913806863528
2024-06-21,31.2838946528332
2024-06-22,36.17200319233839
2024-06-23,41.06011173184358
2024-06-24,36.17200319233839
2024-06-25,31.2838946528332
2024-06-26,30.306272944932164
2024-06-27,29.328651237031124
2024-06-28,29.328651237031124
2024-06-29,33.23913806863528
2024-06-30,35.19438148443735
2024-07-01,31.2838946528332
2024-07-02,28.351029529130088
2024-07-03,28.351029529130088
2024-07-04,34.216759776536314
2024-07-05,30.306272944932164
2024-07-06,32.26151636073424
2024-07-07,31.2838946528332
2024-07-08,29.328651237031124
2024-07-09,31.2838946528332
2024-07-10,32.26151636073424
2024-07-11,29.328651237031124
2024-07-12,27.37340782122905
2024-07-13,31.2838946528332
2024-07-14,33.23913806863528
2024-07-15,31.2838946528332
2024-07-16,30.306272944932164
2024-07-17,29.328651237031124
2024-07-18,25.418164405426975
2024-07-19,27.37340782122905
2024-07-20,28.351029529130088
2024-07-21,35.19438148443735
2024-07-22,29.328651237031124
2024-07-23,28.351029529130088
2024-07-24,27.37340782122905
2024-07-25,27.37340782122905
2024-07-26,29.328651237031124
2024-07-27,30.306272944932164
2024-07-28,33.23913806863528
2024-07-29,29.328651237031124
2024-07-30,27.37340782122905
2024-07-31,26.395786113328015
2024-08-01,24.440542697525938
2024-08-02,25.418164405426975
2024-08-03,28.351029529130088
2024-08-04,34.216759776536314
2024-08-05,60.61254588986433
2024-08-06,37.149624900239424
2024-08-07,36.17200319233839
2024-08-08,34.216759776536314
2024-08-09,34.216759776536314
2024-08-10,41.06011173184358
2024-08-11,42.03773343974461
2024-08-12,35.19438148443735
2024-08-13,32.26151636073424
2024-08-14,31.2838946528332
2024-08-15,31.2838946528332
2024-08-16,34.216759776536314
2024-08-17,41.06011173184358
2024-08-18,39.42540002355004
2024-08-19,32.50191514136564
2024-08-20,31.03548257951409
2024-08-21,30.05786087161305
2024-08-22,30.05786087161305
2024-08-23,29.08023916371201
2024-08-24,30.05786087161305
2024-08-25,38.93658916959952
2024-08-26,30.54667172556357
2024-08-27,30.05786087161305
2024-08-28,29.56905001766253
2024-08-29,30.05786087161305
2024-08-30,29.08023916371201
2024-08-31,29.56905001766253
2024-09-01,31.524293433464607
2024-09-02,31.03548257951409
2024-09-03,28.102617455810975
2024-09-04,28.591428309761493
2024-09-05,28.102617455810975
2024-09-06,28.591428309761493
2024-09-07,31.524293433464607
2024-09-08,30.05786087161305
2024-09-09,29.56905001766253
2024-09-10,29.08023916371201
2024-09-11,29.08023916371201
2024-09-12,29.08023916371201
2024-09-13,31.524293433464607
2024-09-14,38.93658916959952
2024-09-15,41.86945429330264
2024-09-16,32.013104287415125
2024-09-17,39.74593173105858
2024-09-18,29.809448798293936
2024-09-19,29.809448798293936
2024-09-20,29.809448798293936
2024-09-21,29.809448798293936
2024-09-22,39.74593173105858
2024-09-23,39.74593173105858
