Time,harbor_freight
2022-04-26,48.0
2022-04-27,46.0
2022-04-28,48.0
2022-04-29,51.0
2022-04-30,69.0
2022-05-01,64.0
2022-05-02,48.0
2022-05-03,47.0
2022-05-04,48.0
2022-05-05,50.0
2022-05-06,50.0
2022-05-07,67.0
2022-05-08,63.0
2022-05-09,49.0
2022-05-10,46.0
2022-05-11,47.0
2022-05-12,47.0
2022-05-13,53.0
2022-05-14,71.0
2022-05-15,71.0
2022-05-16,49.0
2022-05-17,48.0
2022-05-18,47.0
2022-05-19,48.0
2022-05-20,54.0
2022-05-21,68.0
2022-05-22,68.0
2022-05-23,51.0
2022-05-24,52.0
2022-05-25,49.0
2022-05-26,49.0
2022-05-27,64.0
2022-05-28,87.0
2022-05-29,87.0
2022-05-30,100.0
2022-05-31,57.0
2022-06-01,51.0
2022-06-02,49.0
2022-06-03,55.0
2022-06-04,74.0
2022-06-05,75.0
2022-06-06,50.0
2022-06-07,51.0
2022-06-08,51.0
2022-06-09,50.0
2022-06-10,59.0
2022-06-11,71.0
2022-06-12,72.0
2022-06-13,54.0
2022-06-14,54.0
2022-06-15,54.0
2022-06-16,56.0
2022-06-17,62.0
2022-06-18,85.0
2022-06-19,84.0
2022-06-20,57.0
2022-06-21,52.0
2022-06-22,52.0
2022-06-23,52.0
2022-06-24,53.0
2022-06-25,69.0
2022-06-26,69.0
2022-06-27,51.0
2022-06-28,47.0
2022-06-29,52.0
2022-06-30,51.0
2022-07-01,65.0
2022-07-02,78.0
2022-07-03,79.0
2022-07-04,78.0
2022-07-05,48.0
2022-07-06,46.0
2022-07-07,49.0
2022-07-08,58.0
2022-07-09,69.0
2022-07-10,69.0
2022-07-11,53.0
2022-07-12,50.0
2022-07-13,52.0
2022-07-14,51.0
2022-07-15,50.0
2022-07-16,65.0
2022-07-17,68.0
2022-07-18,52.0
2022-07-19,47.0
2022-07-20,47.0
2022-07-21,47.0
2022-07-22,55.0
2022-07-23,65.0
2022-07-24,67.0
2022-07-25,51.0
2022-07-26,48.0
2022-07-27,49.0
2022-07-28,51.0
2022-07-29,51.0
2022-07-30,64.0
2022-07-31,65.0
2022-08-01,46.0
2022-08-02,47.0
2022-08-03,46.0
2022-08-04,47.0
2022-08-05,54.0
2022-08-06,64.0
2022-08-07,66.0
2022-08-08,48.0
2022-08-09,45.0
2022-08-10,47.0
2022-08-11,40.0
2022-08-12,51.0
2022-08-13,65.0
2022-08-14,67.0
2022-08-15,45.0
2022-08-16,48.0
2022-08-17,46.0
2022-08-18,42.0
2022-08-19,51.0
2022-08-20,70.0
2022-08-21,68.0
2022-08-22,47.0
2022-08-23,47.0
2022-08-24,42.0
2022-08-25,45.0
2022-08-26,52.0
2022-08-27,67.0
2022-08-28,69.0
2022-08-29,47.346903773244264
2022-08-30,49.93085394475537
2022-08-31,48.88887885899982
2022-09-01,46.80492868748871
2022-09-02,59.80862971655533
2022-09-03,79.06418126015527
2022-09-04,74.89628091713305
2022-09-05,79.06418126015527
2022-09-06,41.09505325871096
2022-09-07,42.137028344466515
2022-09-08,37.969128001444304
2022-09-09,47.846903773244264
2022-09-10,62.93455497382199
2022-09-11,56.68270445928868
2022-09-12,44.72097851597761
2022-09-13,41.09505325871096
2022-09-14,43.17900343022206
2022-09-15,44.72097851597761
2022-09-16,48.88887885899982
2022-09-17,61.892579888066436
2022-09-18,55.14072937353313
2022-09-19,46.80492868748871
2022-09-20,41.09505325871096
2022-09-21,40.05307817295541
2022-09-22,45.262953601733166
2022-09-23,54.09875428777758
2022-09-24,74.39628091713305
2022-09-25,68.14443040259974
2022-09-26,48.88887885899982
2022-09-27,47.346903773244264
2022-09-28,45.52590720346633
2022-09-29,43.35800686044412
2022-09-30,55.28145874706625
2022-10-01,63.95306011915508
2022-10-02,61.78515977613287
2022-10-03,45.52590720346633
2022-10-04,44.441957031955226
2022-10-05,44.441957031955226
2022-10-06,44.441957031955226
2022-10-07,49.86170788951074
2022-10-08,62.86910994764398
2022-10-09,61.78515977613287
2022-10-10,47.693807546488536
2022-10-11,45.52590720346633
2022-10-12,44.441957031955226
2022-10-13,45.52590720346633
2022-10-14,55.28145874706625
2022-10-15,62.86910994764398
2022-10-16,61.78515977613287
2022-10-17,43.35800686044412
2022-10-18,40.10615634591081
2022-10-19,40.10615634591081
2022-10-20,43.35800686044412
2022-10-21,48.77775771799964
2022-10-22,62.86910994764398
2022-10-23,62.86910994764398
2022-10-24,42.27405668893302
2022-10-25,44.441957031955226
2022-10-26,40.10615634591081
2022-10-27,43.35800686044412
2022-10-28,46.60985737497743
2022-10-29,58.53330926159956
2022-10-30,59.61725943311067
2022-10-31,40.10615634591081
2022-11-01,40.10615634591081
2022-11-02,39.02220617439971
2022-11-03,40.10615634591081
2022-11-04,47.693807546488536
2022-11-05,61.78515977613287
2022-11-06,62.86910994764398
2022-11-07,46.60985737497743
2022-11-08,39.02220617439971
2022-11-09,37.93825600288861
2022-11-10,42.27405668893302
2022-11-11,50.945658061021845
2022-11-12,60.70120960462177
2022-11-13,57.449359090088464
2022-11-14,43.35800686044412
2022-11-15,44.441957031955226
2022-11-16,42.27405668893302
2022-11-17,41.19010651742192
2022-11-18,45.52590720346633
2022-11-19,60.70120960462177
2022-11-20,63.95306011915508
2022-11-21,48.77775771799964
2022-11-22,50.945658061021845
2022-11-23,53.11355840404405
2022-11-24,57.449359090088464
2022-11-25,108.39501715111031
2022-11-26,68.28886080519949
2022-11-27,63.95306011915508
2022-11-28,52.02960823253295
2022-11-29,43.35800686044412
2022-11-30,39.02220617439971
2022-12-01,40.10615634591081
2022-12-02,45.52590720346633
2022-12-03,56.36540891857736
2022-12-04,61.78515977613287
2022-12-05,41.19010651742192
2022-12-06,37.93825600288861
2022-12-07,40.10615634591081
2022-12-08,40.10615634591081
2022-12-09,45.52590720346633
2022-12-10,56.36540891857736
2022-12-11,58.53330926159956
2022-12-12,43.35800686044412
2022-12-13,41.19010651742192
2022-12-14,39.02220617439971
2022-12-15,41.19010651742192
2022-12-16,46.60985737497743
2022-12-17,62.86910994764398
2022-12-18,57.449359090088464
2022-12-19,47.693807546488536
2022-12-20,54.197508575555155
2022-12-21,56.36540891857736
2022-12-22,59.61725943311067
2022-12-23,60.70120960462177
2022-12-24,57.449359090088464
2022-12-25,40.10615634591081
2022-12-26,65.03701029066619
2022-12-27,52.02960823253295
2022-12-28,48.77775771799964
2022-12-29,56.36540891857736
2022-12-30,59.61725943311067
2022-12-31,69.3728109767106
2023-01-01,72.6246614912439
2023-01-02,74.79256183426611
2023-01-03,44.441957031955226
2023-01-04,41.19010651742192
2023-01-05,43.35800686044412
2023-01-06,45.52590720346633
2023-01-07,57.449359090088464
2023-01-08,57.449359090088464
2023-01-09,43.35800686044412
2023-01-10,37.93825600288861
2023-01-11,42.27405668893302
2023-01-12,42.27405668893302
2023-01-13,47.693807546488536
2023-01-14,61.78515977613287
2023-01-15,59.61725943311067
2023-01-16,57.449359090088464
2023-01-17,43.35800686044412
2023-01-18,41.19010651742192
2023-01-19,37.93825600288861
2023-01-20,43.35800686044412
2023-01-21,57.449359090088464
2023-01-22,55.28145874706625
2023-01-23,39.02220617439971
2023-01-24,37.93825600288861
2023-01-25,40.10615634591081
2023-01-26,37.93825600288861
2023-01-27,43.35800686044412
2023-01-28,55.28145874706625
2023-01-29,57.449359090088464
2023-01-30,40.10615634591081
2023-01-31,40.10615634591081
2023-02-01,37.93825600288861
2023-02-02,41.19010651742192
2023-02-03,43.35800686044412
2023-02-04,56.36540891857736
2023-02-05,59.61725943311067
2023-02-06,43.35800686044412
2023-02-07,43.35800686044412
2023-02-08,39.02220617439971
2023-02-09,41.19010651742192
2023-02-10,45.52590720346633
2023-02-11,60.70120960462177
2023-02-12,52.02960823253295
2023-02-13,36.8543058313775
2023-02-14,37.93825600288861
2023-02-15,39.02220617439971
2023-02-16,40.10615634591081
2023-02-17,55.28145874706625
2023-02-18,71.54071131973281
2023-02-19,71.54071131973281
2023-02-20,60.70120960462177
2023-02-21,45.52590720346633
2023-02-22,42.27405668893302
2023-02-23,47.693807546488536
2023-02-24,56.36540891857736
2023-02-25,67.20491063368839
2023-02-26,69.3728109767106
2023-02-27,46.60985737497743
2023-02-28,43.35800686044412
2023-03-01,43.35800686044412
2023-03-02,48.77775771799964
2023-03-03,54.197508575555155
2023-03-04,74.79256183426611
2023-03-05,80.21231269182162
2023-03-06,49.86170788951074
2023-03-07,46.60985737497743
2023-03-08,46.60985737497743
2023-03-09,48.77775771799964
2023-03-10,55.28145874706625
2023-03-11,71.54071131973281
2023-03-12,67.20491063368839
2023-03-13,46.60985737497743
2023-03-14,44.441957031955226
2023-03-15,41.19010651742192
2023-03-16,47.693807546488536
2023-03-17,54.197508575555155
2023-03-18,70.4567611482217
2023-03-19,71.54071131973281
2023-03-20,49.86170788951074
2023-03-21,43.35800686044412
2023-03-22,45.52590720346633
2023-03-23,46.60985737497743
2023-03-24,55.28145874706625
2023-03-25,69.3728109767106
2023-03-26,70.4567611482217
2023-03-27,53.11355840404405
2023-03-28,47.693807546488536
2023-03-29,47.693807546488536
2023-03-30,48.77775771799964
2023-03-31,59.61725943311067
2023-04-01,72.6246614912439
2023-04-02,72.6246614912439
2023-04-03,58.53330926159956
2023-04-04,48.77775771799964
2023-04-05,47.693807546488536
2023-04-06,53.11355840404405
2023-04-07,63.95306011915508
2023-04-08,69.3728109767106
2023-04-09,59.61725943311067
2023-04-10,53.11355840404405
2023-04-11,54.197508575555155
2023-04-12,53.11355840404405
2023-04-13,53.11355840404405
2023-04-14,56.36540891857736
2023-04-15,74.79256183426611
2023-04-16,76.96046217728832
2023-04-17,52.02960823253295
2023-04-18,48.77775771799964
2023-04-19,46.60985737497743
2023-04-20,52.02960823253295
2023-04-21,58.53330926159956
2023-04-22,74.79256183426611
2023-04-23,74.79256183426611
2023-04-24,50.945658061021845
2023-04-25,49.86170788951074
2023-04-26,47.73411714031579
2023-04-27,49.95555366263982
2023-04-28,52.71896527071941
2023-04-29,68.26902092698764
2023-04-30,66.04758440466361
2023-05-01,51.60824700955739
2023-05-02,51.066271923801835
2023-05-03,46.62339887915377
2023-05-04,51.60824700955739
2023-05-05,56.051120054205455
2023-05-06,68.26902092698764
2023-05-07,72.14315079622924
2023-05-08,51.066271923801835
2023-05-09,48.84483540147781
2023-05-10,47.16537396490932
2023-05-11,49.386810487233355
2023-05-12,58.27255657652948
2023-05-13,71.60117571047368
2023-05-14,62.71542962117755
2023-05-15,49.95555366263982
2023-05-16,48.84483540147781
2023-05-17,49.95555366263982
2023-05-18,52.176990184963856
2023-05-19,58.27255657652948
2023-05-20,72.7118939716357
2023-05-21,69.9217142739052
2023-05-22,52.176990184963856
2023-05-23,47.73411714031579
2023-05-24,51.60824700955739
2023-05-25,56.61986322961192
2023-05-26,63.699235645524055
2023-05-27,87.58644901259558
2023-05-28,85.31147631096972
2023-05-29,85.31147631096972
2023-05-30,55.73683118983355
2023-05-31,52.32437213739476
2023-06-01,54.59934483902062
2023-06-02,60.28677659308527
2023-06-03,76.21158550446629
2023-06-04,78.48655820609214
2023-06-05,53.46185848820769
2023-06-06,52.32437213739476
2023-06-07,46.63694038333011
2023-06-08,58.01180389145941
2023-06-09,60.28677659308527
2023-06-10,69.3866673995887
2023-06-11,79.62404455690508
2023-06-12,56.87431754064648
2023-06-13,58.01180389145941
2023-06-14,52.32437213739476
2023-06-15,56.87431754064648
2023-06-16,69.3866673995887
2023-06-17,86.44896266178264
2023-06-18,85.31147631096972
2023-06-19,61.4242629438982
2023-06-20,53.46185848820769
2023-06-21,52.32437213739476
2023-06-22,46.63694038333011
2023-06-23,53.46185848820769
2023-06-24,69.3866673995887
2023-06-25,76.21158550446629
2023-06-26,58.01180389145941
2023-06-27,55.73683118983355
2023-06-28,48.91191308495597
2023-06-29,59.149290242272336
2023-06-30,60.28677659308527
2023-07-01,77.3490718552792
2023-07-02,79.62404455690508
2023-07-03,72.7991264520275
2023-07-04,77.3490718552792
2023-07-05,46.63694038333011
2023-07-06,50.049399435768905
2023-07-07,60.28677659308527
2023-07-08,73.93661280284043
2023-07-09,72.7991264520275
2023-07-10,47.77442673414304
2023-07-11,46.63694038333011
2023-07-12,47.77442673414304
2023-07-13,47.77442673414304
2023-07-14,51.18688578658183
2023-07-15,68.24918104877578
2023-07-16,68.24918104877578
2023-07-17,50.049399435768905
2023-07-18,51.18688578658183
2023-07-19,50.049399435768905
2023-07-20,47.77442673414304
2023-07-21,53.46185848820769
2023-07-22,67.11169469796285
2023-07-23,68.24918104877578
2023-07-24,51.18688578658183
2023-07-25,47.77442673414304
2023-07-26,50.049399435768905
2023-07-27,50.049399435768905
2023-07-28,52.32437213739476
2023-07-29,70.52415375040164
2023-07-30,72.7991264520275
2023-07-31,47.77442673414304
2023-08-01,46.63694038333011
2023-08-02,45.499454032517185
2023-08-03,45.499454032517185
2023-08-04,53.46185848820769
2023-08-05,61.4242629438982
2023-08-06,67.11169469796285
2023-08-07,45.499454032517185
2023-08-08,44.36196768170426
2023-08-09,44.36196768170426
2023-08-10,46.63694038333011
2023-08-11,51.18688578658183
2023-08-12,63.699235645524055
2023-08-13,65.97420834714991
2023-08-14,47.77442673414304
2023-08-15,42.086994980078394
2023-08-16,47.77442673414304
2023-08-17,45.499454032517185
2023-08-18,52.32437213739476
2023-08-19,71.66164010121456
2023-08-20,71.66164010121456
2023-08-21,48.91191308495597
2023-08-22,44.36196768170426
2023-08-23,44.36196768170426
2023-08-24,44.36196768170426
2023-08-25,52.32437213739476
2023-08-26,67.11169469796285
2023-08-27,69.3866673995887
2023-08-28,52.32437213739476
2023-08-29,44.36196768170426
2023-08-30,44.36196768170426
2023-08-31,45.499454032517185
2023-09-01,58.01180389145941
2023-09-02,69.3866673995887
2023-09-03,81.89901725853093
2023-09-04,83.03650360934385
2023-09-05,43.22448133089132
2023-09-06,39.81202227845254
2023-09-07,40.949508629265466
2023-09-08,45.499454032517185
2023-09-09,56.87431754064648
2023-09-10,53.46185848820769
2023-09-11,45.499454032517185
2023-09-12,38.6745359276396
2023-09-13,37.537049576826675
2023-09-14,40.949508629265466
2023-09-15,45.499454032517185
2023-09-16,58.01180389145941
2023-09-17,56.87431754064648
2023-09-18,38.6745359276396
2023-09-19,43.22448133089132
2023-09-20,40.949508629265466
2023-09-21,43.22448133089132
2023-09-22,50.049399435768905
2023-09-23,65.97420834714991
2023-09-24,61.4242629438982
2023-09-25,44.36196768170426
2023-09-26,39.81202227845254
2023-09-27,42.086994980078394
2023-09-28,42.086994980078394
2023-09-29,46.63694038333011
2023-09-30,59.149290242272336
2023-10-01,60.28677659308527
2023-10-02,39.81202227845254
2023-10-03,40.949508629265466
2023-10-04,45.499454032517185
2023-10-05,39.81202227845254
2023-10-06,48.91191308495597
2023-10-07,62.56174929471113
2023-10-08,58.01180389145941
2023-10-09,42.086994980078394
2023-10-10,43.22448133089132
2023-10-11,43.22448133089132
2023-10-12,42.086994980078394
2023-10-13,48.91191308495597
2023-10-14,69.3866673995887
2023-10-15,62.56174929471113
2023-10-16,44.36196768170426
2023-10-17,42.086994980078394
2023-10-18,39.81202227845254
2023-10-19,42.086994980078394
2023-10-20,51.18688578658183
2023-10-21,60.28677659308527
2023-10-22,64.83672199633699
2023-10-23,43.22448133089132
2023-10-24,42.086994980078394
2023-10-25,43.22448133089132
2023-10-26,43.22448133089132
2023-10-27,48.91191308495597
2023-10-28,55.73683118983355
2023-10-29,55.73683118983355
2023-10-30,43.22448133089132
2023-10-31,40.949508629265466
2023-11-01,40.949508629265466
2023-11-02,45.499454032517185
2023-11-03,51.18688578658183
2023-11-04,67.11169469796285
2023-11-05,62.56174929471113
2023-11-06,45.499454032517185
2023-11-07,47.77442673414304
2023-11-08,45.499454032517185
2023-11-09,45.499454032517185
2023-11-10,51.18688578658183
2023-11-11,67.11169469796285
2023-11-12,64.83672199633699
2023-11-13,44.36196768170426
2023-11-14,43.22448133089132
2023-11-15,44.36196768170426
2023-11-16,43.22448133089132
2023-11-17,47.77442673414304
2023-11-18,64.83672199633699
2023-11-19,72.7991264520275
2023-11-20,55.73683118983355
2023-11-21,51.18688578658183
2023-11-22,58.01180389145941
2023-11-23,68.24918104877578
2023-11-24,113.74863508129296
2023-11-25,80.761530907718
2023-11-26,76.21158550446629
2023-11-27,60.28677659308527
2023-11-28,50.049399435768905
2023-11-29,47.77442673414304
2023-11-30,45.499454032517185
2023-12-01,52.32437213739476
2023-12-02,64.83672199633699
2023-12-03,65.97420834714991
2023-12-04,45.499454032517185
2023-12-05,48.91191308495597
2023-12-06,44.36196768170426
2023-12-07,42.086994980078394
2023-12-08,53.46185848820769
2023-12-09,67.11169469796285
2023-12-10,70.52415375040164
2023-12-11,47.77442673414304
2023-12-12,48.91191308495597
2023-12-13,48.91191308495597
2023-12-14,44.36196768170426
2023-12-15,53.46185848820769
2023-12-16,68.24918104877578
2023-12-17,64.83672199633699
2023-12-18,48.91191308495597
2023-12-19,50.049399435768905
2023-12-20,51.18688578658183
2023-12-21,51.18688578658183
2023-12-22,57.96642804189166
2023-12-23,71.31766188674939
2023-12-24,60.32759859395087
2023-12-25,37.93957727460506
2023-12-26,54.628619580677224
2023-12-27,52.26744902861802
2023-12-28,56.013152223581216
2023-12-29,67.97985342553497
2023-12-30,69.36438606843895
2023-12-31,67.97985342553497
2024-01-01,66.02657760722451
2024-01-02,44.20729946328517
2024-01-03,45.591832106189145
2024-01-04,46.976364749093136
2024-01-05,46.568470015344374
2024-01-06,58.94306595104689
2024-01-07,55.605257489832454
2024-01-08,39.48495835916675
2024-01-09,41.27738573581949
2024-01-10,43.23066155412994
2024-01-11,44.20729946328517
2024-01-12,52.67534376236678
2024-01-13,66.43447234097327
2024-01-14,65.0499396980693
2024-01-15,55.036514314425986
2024-01-16,37.531682540856295
2024-01-17,39.8928530929155
2024-01-18,38.508320450011524
2024-01-19,41.846128911225954
2024-01-20,54.628619580677224
2024-01-21,48.131578582353676
2024-01-22,37.526315504885915
2024-01-23,35.894736569890874
2024-01-24,39.157894439880955
2024-01-25,39.97368390737847
2024-01-26,44.868420712363594
2024-01-27,54.65789432233383
2024-01-28,54.65789432233383
2024-01-29,39.157894439880955
2024-01-30,43.236841777368554
2024-01-31,44.05263124486608
2024-02-01,40.789473374875996
2024-02-02,42.42105230987104
2024-02-03,57.92105219232391
2024-02-04,60.36842059481647
2024-02-05,40.789473374875996
2024-02-06,40.789473374875996
2024-02-07,37.526315504885915
2024-02-08,39.97368390737847
2024-02-09,45.68421017986111
2024-02-10,58.73684165982144
2024-02-11,53.842104854836315
2024-02-12,34.26315763489583
2024-02-13,39.97368390737847
2024-02-14,39.157894439880955
2024-02-15,39.157894439880955
2024-02-16,48.131578582353676
2024-02-17,61.184210062313994
2024-02-18,59.55263112731895
2024-02-19,52.210525919841274
2024-02-20,39.157894439880955
2024-02-21,39.97368390737847
2024-02-22,43.236841777368554
2024-02-23,49.763157517348716
2024-02-24,66.07894686729911
2024-02-25,65.2631573998016
2024-02-26,46.499999647358635
2024-02-27,40.789473374875996
2024-02-28,39.97368390737847
2024-02-29,49.763157517348716
2024-03-01,48.131578582353676
2024-03-02,67.71052580229416
2024-03-03,72.60526260727927
2024-03-04,50.57894698484623
2024-03-05,42.42105230987104
2024-03-06,43.236841777368554
2024-03-07,45.68421017986111
2024-03-08,52.210525919841274
2024-03-09,74.2368415422743
2024-03-10,70.97368367228424
2024-03-11,46.499999647358635
2024-03-12,46.499999647358635
2024-03-13,47.31578911485615
2024-03-14,45.68421017986111
2024-03-15,50.57894698484623
2024-03-16,72.60526260727927
2024-03-17,70.97368367228424
2024-03-18,47.31578911485615
2024-03-19,40.789473374875996
2024-03-20,42.42105230987104
2024-03-21,44.05263124486608
2024-03-22,44.05263124486608
2024-03-23,65.2631573998016
2024-03-24,64.44736793230408
2024-03-25,45.68421017986111
2024-03-26,39.97368390737847
2024-03-27,46.499999647358635
2024-03-28,47.31578911485615
2024-03-29,61.184210062313994
2024-03-30,70.15789420478671
2024-03-31,58.73684165982144
2024-04-01,50.57894698484623
2024-04-02,44.868420712363594
2024-04-03,44.868420712363594
2024-04-04,48.131578582353676
2024-04-05,52.210525919841274
2024-04-06,72.60526260727927
2024-04-07,70.97368367228424
2024-04-08,48.131578582353676
2024-04-09,45.68421017986111
2024-04-10,46.499999647358635
2024-04-11,42.42105230987104
2024-04-12,51.39473645234376
2024-04-13,72.60526260727927
2024-04-14,70.97368367228424
2024-04-15,50.57894698484623
2024-04-16,46.499999647358635
2024-04-17,46.499999647358635
2024-04-18,44.05263124486608
2024-04-19,54.65789432233383
2024-04-20,75.86842047726935
2024-04-21,73.4210520747768
2024-04-22,50.57894698484623
2024-04-23,49.763157517348716
2024-04-24,48.131578582353676
2024-04-25,43.236841777368554
2024-04-26,50.57894698484623
2024-04-27,70.15789420478671
2024-04-28,70.97368367228424
2024-04-29,49.763157517348716
2024-04-30,46.499999647358635
2024-05-01,44.868420712363594
2024-05-02,46.499999647358635
2024-05-03,56.28947325732887
2024-05-04,68.52631526979167
2024-05-05,69.34210473728919
2024-05-06,44.05263124486608
2024-05-07,44.05263124486608
2024-05-08,44.05263124486608
2024-05-09,45.68421017986111
2024-05-10,48.94736804985119
2024-05-11,64.44736793230408
2024-05-12,57.105262724826396
2024-05-13,48.94736804985119
2024-05-14,44.868420712363594
2024-05-15,46.499999647358635
2024-05-16,44.868420712363594
2024-05-17,54.65789432233383
2024-05-18,69.34210473728919
2024-05-19,76.68420994476688
2024-05-20,50.57894698484623
2024-05-21,49.763157517348716
2024-05-22,48.131578582353676
2024-05-23,52.210525919841274
2024-05-24,61.184210062313994
2024-05-25,77.49999941226439
2024-05-26,79.94736781475694
2024-05-27,81.57894674975199
2024-05-28,48.94736804985119
2024-05-29,48.94736804985119
2024-05-30,48.131578582353676
2024-05-31,57.105262724826396
2024-06-01,70.97368367228424
2024-06-02,71.78947313978175
2024-06-03,51.39473645234376
2024-06-04,50.57894698484623
2024-06-05,48.131578582353676
2024-06-06,53.02631538733879
2024-06-07,53.842104854836315
2024-06-08,70.97368367228424
2024-06-09,75.05263100977183
2024-06-10,53.02631538733879
2024-06-11,48.131578582353676
2024-06-12,50.57894698484623
2024-06-13,53.842104854836315
2024-06-14,63.63157846480655
2024-06-15,79.94736781475694
2024-06-16,80.76315728225447
2024-06-17,48.94736804985119
2024-06-18,50.57894698484623
2024-06-19,57.92105219232391
2024-06-20,48.131578582353676
2024-06-21,57.105262724826396
2024-06-22,72.60526260727927
2024-06-23,61.99999952981151
2024-06-24,50.57894698484623
2024-06-25,48.94736804985119
2024-06-26,46.499999647358635
2024-06-27,46.499999647358635
2024-06-28,54.65789432233383
2024-06-29,70.15789420478671
2024-06-30,72.60526260727927
2024-07-01,50.57894698484623
2024-07-02,52.210525919841274
2024-07-03,53.842104854836315
2024-07-04,78.31578887976191
2024-07-05,59.55263112731895
2024-07-06,66.89473633479663
2024-07-07,66.89473633479663
2024-07-08,50.57894698484623
2024-07-09,51.39473645234376
2024-07-10,48.94736804985119
2024-07-11,52.210525919841274
2024-07-12,57.105262724826396
2024-07-13,61.99999952981151
2024-07-14,57.105262724826396
2024-07-15,44.05263124486608
2024-07-16,47.31578911485615
2024-07-17,47.31578911485615
2024-07-18,46.499999647358635
2024-07-19,51.39473645234376
2024-07-20,65.2631573998016
2024-07-21,57.92105219232391
2024-07-22,47.31578911485615
2024-07-23,42.42105230987104
2024-07-24,43.236841777368554
2024-07-25,45.68421017986111
2024-07-26,50.57894698484623
2024-07-27,58.73684165982144
2024-07-28,58.73684165982144
2024-07-29,45.68421017986111
2024-07-30,44.868420712363594
2024-07-31,45.68421017986111
2024-08-01,44.05263124486608
2024-08-02,48.94736804985119
2024-08-03,63.63157846480655
2024-08-04,62.815788997309035
2024-08-05,48.131578582353676
2024-08-06,43.236841777368554
2024-08-07,45.68421017986111
2024-08-08,44.868420712363594
2024-08-09,50.57894698484623
2024-08-10,62.815788997309035
2024-08-11,62.815788997309035
2024-08-12,50.57894698484623
2024-08-13,46.499999647358635
2024-08-14,51.39473645234376
2024-08-15,51.39473645234376
2024-08-16,57.92105219232391
2024-08-17,72.60526260727927
2024-08-18,76.00438538851894
2024-08-19,49.899122428598304
2024-08-20,46.63596455860822
2024-08-21,45.68421017986111
2024-08-22,50.307017162347066
2024-08-23,51.25877154109417
2024-08-24,67.57456089104457
2024-08-25,68.52631526979167
2024-08-26,44.73245580111401
2024-08-27,43.37280668861814
2024-08-28,46.63596455860822
2024-08-29,41.46929793112393
2024-08-30,50.85087680734541
2024-08-31,76.4122801222677
2024-09-01,71.78947313978175
2024-09-02,75.46052574352059
2024-09-03,40.51754355237682
2024-09-04,41.46929793112393
2024-09-05,41.06140319737517
2024-09-06,44.32456106736525
2024-09-07,61.04824515106441
2024-09-08,58.73684165982144
2024-09-09,43.37280668861814
2024-09-10,41.06140319737517
2024-09-11,37.79824532738509
2024-09-12,41.46929793112393
2024-09-13,44.73245580111401
2024-09-14,55.473683789831355
2024-09-15,51.25877154109417
2024-09-16,40.10964881862806
2024-09-17,40.24561372987765
2024-09-18,42.42105230987104
2024-09-19,41.333333019874345
2024-09-20,43.50877159986773
2024-09-21,56.56140307982805
2024-09-22,57.64912236982474
