Time,hillbilly_elegy
2022-06-30,5.0
2022-07-01,4.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,6.0
2022-07-05,4.0
2022-07-06,4.0
2022-07-07,2.0
2022-07-08,0.0
2022-07-09,4.0
2022-07-10,5.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,2.0
2022-07-15,3.0
2022-07-16,3.0
2022-07-17,5.0
2022-07-18,3.0
2022-07-19,0.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,4.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,2.0
2022-07-29,4.0
2022-07-30,4.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,4.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,6.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,5.0
2022-08-10,4.0
2022-08-11,3.0
2022-08-12,4.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,3.0
2022-08-16,3.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,4.0
2022-08-20,4.0
2022-08-21,6.0
2022-08-22,5.0
2022-08-23,4.0
2022-08-24,3.0
2022-08-25,4.0
2022-08-26,3.0
2022-08-27,5.0
2022-08-28,6.0
2022-08-29,3.0789473684210527
2022-08-30,3.894736842105263
2022-08-31,2.763157894736842
2022-09-01,1.9473684210526314
2022-09-02,3.0789473684210527
2022-09-03,3.894736842105263
2022-09-04,6.157894736842105
2022-09-05,6.157894736842105
2022-09-06,2.263157894736842
2022-09-07,2.763157894736842
2022-09-08,2.263157894736842
2022-09-09,3.894736842105263
2022-09-10,4.2105263157894735
2022-09-11,4.2105263157894735
2022-09-12,3.894736842105263
2022-09-13,3.894736842105263
2022-09-14,3.894736842105263
2022-09-15,3.0789473684210527
2022-09-16,2.763157894736842
2022-09-17,7.289473684210526
2022-09-18,5.842105263157895
2022-09-19,3.894736842105263
2022-09-20,4.2105263157894735
2022-09-21,2.263157894736842
2022-09-22,3.894736842105263
2022-09-23,2.263157894736842
2022-09-24,3.394736842105263
2022-09-25,3.894736842105263
2022-09-26,2.763157894736842
2022-09-27,3.0789473684210527
2022-09-28,3.1578947368421053
2022-09-29,3.789473684210526
2022-09-30,3.1578947368421053
2022-10-01,3.789473684210526
2022-10-02,3.789473684210526
2022-10-03,2.526315789473684
2022-10-04,3.1578947368421053
2022-10-05,3.1578947368421053
2022-10-06,3.789473684210526
2022-10-07,3.1578947368421053
2022-10-08,3.1578947368421053
2022-10-09,5.052631578947368
2022-10-10,6.315789473684211
2022-10-11,9.473684210526315
2022-10-12,3.789473684210526
2022-10-13,4.421052631578947
2022-10-14,3.789473684210526
2022-10-15,3.789473684210526
2022-10-16,3.789473684210526
2022-10-17,5.052631578947368
2022-10-18,7.578947368421052
2022-10-19,6.947368421052631
2022-10-20,3.1578947368421053
2022-10-21,3.789473684210526
2022-10-22,3.1578947368421053
2022-10-23,3.789473684210526
2022-10-24,4.421052631578947
2022-10-25,3.1578947368421053
2022-10-26,5.684210526315789
2022-10-27,5.684210526315789
2022-10-28,3.1578947368421053
2022-10-29,3.789473684210526
2022-10-30,7.578947368421052
2022-10-31,6.315789473684211
2022-11-01,6.947368421052631
2022-11-02,6.947368421052631
2022-11-03,6.947368421052631
2022-11-04,6.315789473684211
2022-11-05,6.947368421052631
2022-11-06,13.26315789473684
2022-11-07,10.736842105263158
2022-11-08,11.368421052631579
2022-11-09,63.1578947368421
2022-11-10,17.684210526315788
2022-11-11,7.578947368421052
2022-11-12,6.947368421052631
2022-11-13,8.842105263157894
2022-11-14,5.684210526315789
2022-11-15,3.789473684210526
2022-11-16,5.684210526315789
2022-11-17,3.789473684210526
2022-11-18,4.421052631578947
2022-11-19,6.315789473684211
2022-11-20,6.947368421052631
2022-11-21,5.684210526315789
2022-11-22,4.421052631578947
2022-11-23,3.789473684210526
2022-11-24,4.421052631578947
2022-11-25,4.421052631578947
2022-11-26,5.684210526315789
2022-11-27,5.052631578947368
2022-11-28,4.421052631578947
2022-11-29,3.789473684210526
2022-11-30,4.421052631578947
2022-12-01,3.1578947368421053
2022-12-02,3.789473684210526
2022-12-03,3.789473684210526
2022-12-04,4.421052631578947
2022-12-05,3.789473684210526
2022-12-06,2.526315789473684
2022-12-07,3.1578947368421053
2022-12-08,1.894736842105263
2022-12-09,3.1578947368421053
2022-12-10,0.0
2022-12-11,4.421052631578947
2022-12-12,2.526315789473684
2022-12-13,1.894736842105263
2022-12-14,1.894736842105263
2022-12-15,3.1578947368421053
2022-12-16,9.473684210526315
2022-12-17,5.684210526315789
2022-12-18,6.947368421052631
2022-12-19,3.1578947368421053
2022-12-20,3.789473684210526
2022-12-21,3.1578947368421053
2022-12-22,3.1578947368421053
2022-12-23,3.1578947368421053
2022-12-24,2.526315789473684
2022-12-25,3.789473684210526
2022-12-26,3.1578947368421053
2022-12-27,2.526315789473684
2022-12-28,5.052631578947368
2022-12-29,3.789473684210526
2022-12-30,3.789473684210526
2022-12-31,3.1578947368421053
2023-01-01,5.052631578947368
2023-01-02,6.315789473684211
2023-01-03,3.1578947368421053
2023-01-04,2.526315789473684
2023-01-05,3.789473684210526
2023-01-06,4.421052631578947
2023-01-07,6.315789473684211
2023-01-08,3.789473684210526
2023-01-09,3.1578947368421053
2023-01-10,2.526315789473684
2023-01-11,3.1578947368421053
2023-01-12,2.526315789473684
2023-01-13,2.526315789473684
2023-01-14,4.421052631578947
2023-01-15,4.421052631578947
2023-01-16,5.684210526315789
2023-01-17,3.789473684210526
2023-01-18,3.1578947368421053
2023-01-19,3.1578947368421053
2023-01-20,3.1578947368421053
2023-01-21,3.1578947368421053
2023-01-22,3.789473684210526
2023-01-23,5.052631578947368
2023-01-24,3.1578947368421053
2023-01-25,3.1578947368421053
2023-01-26,1.894736842105263
2023-01-27,4.421052631578947
2023-01-28,5.684210526315789
2023-01-29,4.421052631578947
2023-01-30,3.1578947368421053
2023-01-31,1.894736842105263
2023-02-01,4.421052631578947
2023-02-02,3.1578947368421053
2023-02-03,4.421052631578947
2023-02-04,2.526315789473684
2023-02-05,4.421052631578947
2023-02-06,5.052631578947368
2023-02-07,3.789473684210526
2023-02-08,4.421052631578947
2023-02-09,4.421052631578947
2023-02-10,3.1578947368421053
2023-02-11,3.789473684210526
2023-02-12,6.947368421052631
2023-02-13,3.789473684210526
2023-02-14,3.789473684210526
2023-02-15,3.1578947368421053
2023-02-16,4.421052631578947
2023-02-17,5.684210526315789
2023-02-18,7.578947368421052
2023-02-19,6.315789473684211
2023-02-20,3.789473684210526
2023-02-21,3.1578947368421053
2023-02-22,4.421052631578947
2023-02-23,3.1578947368421053
2023-02-24,5.052631578947368
2023-02-25,4.421052631578947
2023-02-26,6.947368421052631
2023-02-27,3.789473684210526
2023-02-28,4.421052631578947
2023-03-01,4.421052631578947
2023-03-02,2.526315789473684
2023-03-03,3.1578947368421053
2023-03-04,4.421052631578947
2023-03-05,5.052631578947368
2023-03-06,4.421052631578947
2023-03-07,3.1578947368421053
2023-03-08,3.789473684210526
2023-03-09,3.1578947368421053
2023-03-10,4.421052631578947
2023-03-11,5.684210526315789
2023-03-12,3.1578947368421053
2023-03-13,2.526315789473684
2023-03-14,2.526315789473684
2023-03-15,3.1578947368421053
2023-03-16,3.789473684210526
2023-03-17,3.789473684210526
2023-03-18,4.421052631578947
2023-03-19,3.789473684210526
2023-03-20,3.789473684210526
2023-03-21,2.526315789473684
2023-03-22,2.526315789473684
2023-03-23,3.1578947368421053
2023-03-24,4.421052631578947
2023-03-25,5.052631578947368
2023-03-26,8.210526315789473
2023-03-27,5.684210526315789
2023-03-28,3.789473684210526
2023-03-29,1.894736842105263
2023-03-30,3.789473684210526
2023-03-31,3.789473684210526
2023-04-01,5.684210526315789
2023-04-02,6.947368421052631
2023-04-03,5.684210526315789
2023-04-04,4.421052631578947
2023-04-05,6.315789473684211
2023-04-06,3.1578947368421053
2023-04-07,6.315789473684211
2023-04-08,5.684210526315789
2023-04-09,6.315789473684211
2023-04-10,3.789473684210526
2023-04-11,3.789473684210526
2023-04-12,3.789473684210526
2023-04-13,3.789473684210526
2023-04-14,3.789473684210526
2023-04-15,5.052631578947368
2023-04-16,6.315789473684211
2023-04-17,5.052631578947368
2023-04-18,1.894736842105263
2023-04-19,4.421052631578947
2023-04-20,4.421052631578947
2023-04-21,2.526315789473684
2023-04-22,3.1578947368421053
2023-04-23,3.789473684210526
2023-04-24,4.421052631578947
2023-04-25,2.526315789473684
2023-04-26,2.3684210526315788
2023-04-27,2.526315789473684
2023-04-28,0.0
2023-04-29,2.526315789473684
2023-04-30,4.894736842105264
2023-05-01,3.1578947368421053
2023-05-02,3.0
2023-05-03,2.6842105263157894
2023-05-04,2.526315789473684
2023-05-05,3.1578947368421053
2023-05-06,2.3684210526315788
2023-05-07,4.2631578947368425
2023-05-08,3.7894736842105265
2023-05-09,2.526315789473684
2023-05-10,3.1578947368421053
2023-05-11,2.526315789473684
2023-05-12,2.6842105263157894
2023-05-13,4.894736842105264
2023-05-14,4.894736842105264
2023-05-15,1.8947368421052633
2023-05-16,3.6315789473684212
2023-05-17,4.2631578947368425
2023-05-18,3.1578947368421053
2023-05-19,3.3157894736842106
2023-05-20,3.1578947368421053
2023-05-21,3.7894736842105265
2023-05-22,3.7894736842105265
2023-05-23,2.3684210526315788
2023-05-24,3.0
2023-05-25,2.526315789473684
2023-05-26,1.8947368421052633
2023-05-27,2.5263157894736845
2023-05-28,4.105263157894737
2023-05-29,4.736842105263158
2023-05-30,2.5263157894736845
2023-05-31,2.842105263157895
2023-06-01,2.842105263157895
2023-06-02,2.210526315789474
2023-06-03,4.421052631578948
2023-06-04,5.36842105263158
2023-06-05,4.421052631578948
2023-06-06,3.4736842105263164
2023-06-07,4.421052631578948
2023-06-08,3.4736842105263164
2023-06-09,2.210526315789474
2023-06-10,3.4736842105263164
2023-06-11,4.421052631578948
2023-06-12,3.1578947368421058
2023-06-13,2.5263157894736845
2023-06-14,3.1578947368421058
2023-06-15,3.1578947368421058
2023-06-16,2.5263157894736845
2023-06-17,11.684210526315791
2023-06-18,11.684210526315791
2023-06-19,9.789473684210527
2023-06-20,6.000000000000001
2023-06-21,4.736842105263158
2023-06-22,4.421052631578948
2023-06-23,6.000000000000001
2023-06-24,8.526315789473685
2023-06-25,3.7894736842105265
2023-06-26,3.1578947368421058
2023-06-27,4.736842105263158
2023-06-28,5.052631578947369
2023-06-29,3.7894736842105265
2023-06-30,3.7894736842105265
2023-07-01,6.631578947368422
2023-07-02,6.3157894736842115
2023-07-03,4.736842105263158
2023-07-04,4.421052631578948
2023-07-05,3.7894736842105265
2023-07-06,3.1578947368421058
2023-07-07,2.5263157894736845
2023-07-08,4.421052631578948
2023-07-09,6.3157894736842115
2023-07-10,7.578947368421053
2023-07-11,3.1578947368421058
2023-07-12,3.4736842105263164
2023-07-13,2.210526315789474
2023-07-14,3.1578947368421058
2023-07-15,4.105263157894737
2023-07-16,5.052631578947369
2023-07-17,5.36842105263158
2023-07-18,4.105263157894737
2023-07-19,3.1578947368421058
2023-07-20,2.5263157894736845
2023-07-21,3.1578947368421058
2023-07-22,4.421052631578948
2023-07-23,3.4736842105263164
2023-07-24,3.7894736842105265
2023-07-25,2.842105263157895
2023-07-26,2.842105263157895
2023-07-27,2.210526315789474
2023-07-28,3.4736842105263164
2023-07-29,4.421052631578948
2023-07-30,3.7894736842105265
2023-07-31,5.36842105263158
2023-08-01,3.7894736842105265
2023-08-02,0.0
2023-08-03,2.5263157894736845
2023-08-04,2.842105263157895
2023-08-05,4.736842105263158
2023-08-06,2.842105263157895
2023-08-07,2.842105263157895
2023-08-08,2.842105263157895
2023-08-09,2.210526315789474
2023-08-10,2.842105263157895
2023-08-11,2.842105263157895
2023-08-12,3.4736842105263164
2023-08-13,3.7894736842105265
2023-08-14,2.5263157894736845
2023-08-15,2.842105263157895
2023-08-16,3.1578947368421058
2023-08-17,2.5263157894736845
2023-08-18,4.105263157894737
2023-08-19,2.5263157894736845
2023-08-20,2.842105263157895
2023-08-21,2.5263157894736845
2023-08-22,3.1578947368421058
2023-08-23,2.5263157894736845
2023-08-24,2.5263157894736845
2023-08-25,3.4736842105263164
2023-08-26,0.0
2023-08-27,31.578947368421055
2023-08-28,16.42105263157895
2023-08-29,4.105263157894737
2023-08-30,3.1578947368421058
2023-08-31,2.210526315789474
2023-09-01,2.842105263157895
2023-09-02,3.1578947368421058
2023-09-03,4.105263157894737
2023-09-04,4.105263157894737
2023-09-05,3.4736842105263164
2023-09-06,2.5263157894736845
2023-09-07,1.8947368421052633
2023-09-08,3.1578947368421058
2023-09-09,2.5263157894736845
2023-09-10,2.5263157894736845
2023-09-11,2.842105263157895
2023-09-12,2.210526315789474
2023-09-13,1.8947368421052633
2023-09-14,2.210526315789474
2023-09-15,3.4736842105263164
2023-09-16,2.210526315789474
2023-09-17,3.7894736842105265
2023-09-18,2.5263157894736845
2023-09-19,2.842105263157895
2023-09-20,2.210526315789474
2023-09-21,2.5263157894736845
2023-09-22,2.210526315789474
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,2.842105263157895
2023-09-26,2.5263157894736845
2023-09-27,2.5263157894736845
2023-09-28,2.842105263157895
2023-09-29,0.0
2023-09-30,2.842105263157895
2023-10-01,3.1578947368421058
2023-10-02,2.5263157894736845
2023-10-03,2.5263157894736845
2023-10-04,2.842105263157895
2023-10-05,0.0
2023-10-06,2.5263157894736845
2023-10-07,2.210526315789474
2023-10-08,2.210526315789474
2023-10-09,1.8947368421052633
2023-10-10,2.210526315789474
2023-10-11,2.5263157894736845
2023-10-12,1.8947368421052633
2023-10-13,2.5263157894736845
2023-10-14,0.0
2023-10-15,2.5263157894736845
2023-10-16,3.1578947368421058
2023-10-17,3.4736842105263164
2023-10-18,3.1578947368421058
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,3.1578947368421058
2023-10-22,1.8947368421052633
2023-10-23,2.5263157894736845
2023-10-24,1.8947368421052633
2023-10-25,0.0
2023-10-26,2.5263157894736845
2023-10-27,2.5263157894736845
2023-10-28,3.7894736842105265
2023-10-29,2.842105263157895
2023-10-30,3.1578947368421058
2023-10-31,2.210526315789474
2023-11-01,2.5263157894736845
2023-11-02,2.5263157894736845
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,2.842105263157895
2023-11-06,3.1578947368421058
2023-11-07,2.210526315789474
2023-11-08,0.0
2023-11-09,6.3157894736842115
2023-11-10,3.1578947368421058
2023-11-11,4.105263157894737
2023-11-12,3.7894736842105265
2023-11-13,3.1578947368421058
2023-11-14,3.4736842105263164
2023-11-15,4.105263157894737
2023-11-16,2.842105263157895
2023-11-17,2.210526315789474
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,2.5263157894736845
2023-11-21,0.0
2023-11-22,2.842105263157895
2023-11-23,2.5263157894736845
2023-11-24,0.0
2023-11-25,2.210526315789474
2023-11-26,2.5263157894736845
2023-11-27,2.210526315789474
2023-11-28,2.210526315789474
2023-11-29,2.210526315789474
2023-11-30,2.5263157894736845
2023-12-01,1.8947368421052633
2023-12-02,3.7894736842105265
2023-12-03,2.842105263157895
2023-12-04,2.5263157894736845
2023-12-05,1.8947368421052633
2023-12-06,1.8947368421052633
2023-12-07,0.0
2023-12-08,2.842105263157895
2023-12-09,2.210526315789474
2023-12-10,2.842105263157895
2023-12-11,3.1578947368421058
2023-12-12,1.5789473684210529
2023-12-13,2.842105263157895
2023-12-14,2.5263157894736845
2023-12-15,2.210526315789474
2023-12-16,2.5263157894736845
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,2.5263157894736845
2023-12-20,3.4736842105263164
2023-12-21,6.631578947368422
2023-12-22,0.9473684210526316
2023-12-23,1.2631578947368423
2023-12-24,1.2631578947368423
2023-12-25,1.105263157894737
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,1.105263157894737
2023-12-29,1.8947368421052633
2023-12-30,1.2631578947368423
2023-12-31,2.5263157894736845
2024-01-01,2.0526315789473686
2024-01-02,1.2631578947368423
2024-01-03,1.8947368421052633
2024-01-04,1.5789473684210529
2024-01-05,1.2631578947368423
2024-01-06,1.2631578947368423
2024-01-07,1.5789473684210529
2024-01-08,2.210526315789474
2024-01-09,1.2631578947368423
2024-01-10,1.4210526315789476
2024-01-11,1.5789473684210529
2024-01-12,1.4210526315789476
2024-01-13,1.7368421052631582
2024-01-14,2.842105263157895
2024-01-15,1.2631578947368423
2024-01-16,1.5789473684210529
2024-01-17,1.105263157894737
2024-01-18,0.0
2024-01-19,1.5789473684210529
2024-01-20,2.368421052631579
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,1.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,1.0
2024-07-10,1.0
2024-07-11,1.0
2024-07-12,1.0
2024-07-13,1.0
2024-07-14,1.0
2024-07-15,85.0
2024-07-16,100.0
2024-07-17,52.0
2024-07-18,60.0
2024-07-19,28.0
2024-07-20,32.0
2024-07-21,29.0
2024-07-22,19.0
2024-07-23,17.0
2024-07-24,15.0
2024-07-25,14.0
2024-07-26,15.0
2024-07-27,14.0
2024-07-28,13.0
2024-07-29,8.0
2024-07-30,6.0
2024-07-31,5.0
2024-08-01,5.0
2024-08-02,4.0
2024-08-03,5.0
2024-08-04,5.0
2024-08-05,3.0
2024-08-06,4.0
2024-08-07,5.0
2024-08-08,4.0
2024-08-09,3.0
2024-08-10,4.0
2024-08-11,4.0
2024-08-12,3.0
2024-08-13,3.0
2024-08-14,2.0
2024-08-15,2.0
2024-08-16,2.0
2024-08-17,3.0
2024-08-18,2.821428571428571
2024-08-19,1.8214285714285714
2024-08-20,1.1785714285714284
2024-08-21,1.1071428571428572
2024-08-22,1.2142857142857142
2024-08-23,1.75
2024-08-24,1.9285714285714284
2024-08-25,2.0
2024-08-26,1.2142857142857142
2024-08-27,1.0
2024-08-28,1.0
2024-08-29,1.0714285714285714
2024-08-30,1.0
2024-08-31,1.1428571428571428
2024-09-01,1.2142857142857142
2024-09-02,1.7857142857142856
2024-09-03,0.9642857142857142
2024-09-04,0.9285714285714286
2024-09-05,0.8571428571428571
2024-09-06,0.8571428571428571
2024-09-07,0.9285714285714286
2024-09-08,1.8571428571428572
2024-09-09,1.1785714285714284
2024-09-10,1.0714285714285714
2024-09-11,1.1785714285714284
2024-09-12,1.0
2024-09-13,0.9642857142857142
2024-09-14,0.9285714285714286
2024-09-15,1.0
2024-09-16,0.9285714285714286
2024-09-17,0.8571428571428571
2024-09-18,0.7857142857142857
2024-09-19,0.6428571428571428
2024-09-20,0.7857142857142857
2024-09-21,0.8571428571428571
2024-09-22,0.7857142857142857
2024-09-23,0.7857142857142857
2024-09-24,0.5
2024-09-25,0.5714285714285714
2024-09-26,0.5714285714285714
2024-09-27,0.6428571428571428
2024-09-28,0.7142857142857142
2024-09-29,0.9285714285714285
2024-09-30,0.7857142857142857
2024-10-01,1.4285714285714284
2024-10-02,5.857142857142857
2024-10-03,2.7857142857142856
2024-10-04,2.071428571428571
2024-10-05,2.4285714285714284
2024-10-06,1.9285714285714284
2024-10-07,1.1428571428571428
2024-10-08,0.9285714285714285
2024-10-09,0.9285714285714285
2024-10-10,0.7857142857142857
2024-10-11,1.0714285714285714
2024-10-12,1.5
2024-10-13,1.5714285714285714
2024-10-14,1.0
2024-10-15,0.7857142857142857
2024-10-16,0.7142857142857142
2024-10-17,0.7857142857142857
2024-10-18,0.7142857142857142
2024-10-19,0.8571428571428571
2024-10-20,1.0714285714285714
2024-10-21,0.7142857142857142
2024-10-22,0.7142857142857142
2024-10-23,0.7857142857142857
2024-10-24,0.7142857142857142
2024-10-25,0.8571428571428571
2024-10-26,1.1428571428571428
2024-10-27,1.2142857142857142
2024-10-28,0.8571428571428571
2024-10-29,0.7142857142857142
2024-10-30,0.7857142857142857
2024-10-31,0.8571428571428571
2024-11-01,1.2142857142857142
2024-11-02,1.357142857142857
2024-11-03,1.357142857142857
2024-11-04,1.0714285714285714
2024-11-05,1.4285714285714284
2024-11-06,3.214285714285714
2024-11-07,4.071428571428571
2024-11-08,4.357142857142857
2024-11-09,4.785714285714286
