Time,tiempo_mañana
2022-10-20,52.2972972972973
2022-10-21,48.648648648648646
2022-10-22,52.2972972972973
2022-10-23,69.32432432432432
2022-10-24,79.05405405405405
2022-10-25,68.10810810810811
2022-10-26,62.027027027027025
2022-10-27,51.08108108108108
2022-10-28,62.027027027027025
2022-10-29,57.16216216216216
2022-10-30,54.72972972972973
2022-10-31,70.54054054054055
2022-11-01,69.32432432432432
2022-11-02,57.16216216216216
2022-11-03,59.5945945945946
2022-11-04,72.97297297297297
2022-11-05,75.4054054054054
2022-11-06,62.027027027027025
2022-11-07,74.1891891891892
2022-11-08,66.89189189189189
2022-11-09,68.10810810810811
2022-11-10,80.27027027027027
2022-11-11,93.64864864864865
2022-11-12,74.1891891891892
2022-11-13,71.75675675675676
2022-11-14,80.27027027027027
2022-11-15,88.78378378378379
2022-11-16,69.32432432432432
2022-11-17,63.24324324324324
2022-11-18,63.24324324324324
2022-11-19,71.75675675675676
2022-11-20,69.32432432432432
2022-11-21,71.75675675675676
2022-11-22,68.10810810810811
2022-11-23,66.89189189189189
2022-11-24,75.4054054054054
2022-11-25,87.56756756756756
2022-11-26,65.67567567567568
2022-11-27,79.05405405405405
2022-11-28,54.72972972972973
2022-11-29,70.54054054054055
2022-11-30,81.48648648648648
2022-12-01,72.97297297297297
2022-12-02,64.45945945945947
2022-12-03,91.21621621621621
2022-12-04,71.75675675675676
2022-12-05,72.97297297297297
2022-12-06,79.05405405405405
2022-12-07,77.83783783783784
2022-12-08,76.62162162162163
2022-12-09,66.89189189189189
2022-12-10,80.27027027027027
2022-12-11,94.86486486486487
2022-12-12,82.70270270270271
2022-12-13,71.75675675675676
2022-12-14,83.91891891891892
2022-12-15,92.43243243243244
2022-12-16,74.1891891891892
2022-12-17,74.1891891891892
2022-12-18,64.45945945945947
2022-12-19,77.83783783783784
2022-12-20,85.13513513513513
2022-12-21,80.27027027027027
2022-12-22,121.62162162162163
2022-12-23,120.4054054054054
2022-12-24,97.29729729729729
2022-12-25,91.21621621621621
2022-12-26,90.0
2022-12-27,94.86486486486487
2022-12-28,80.27027027027027
2022-12-29,80.27027027027027
2022-12-30,72.97297297297297
2022-12-31,88.78378378378379
2023-01-01,68.10810810810811
2023-01-02,100.94594594594595
2023-01-03,98.51351351351352
2023-01-04,93.64864864864865
2023-01-05,75.4054054054054
2023-01-06,65.67567567567568
2023-01-07,75.4054054054054
2023-01-08,75.4054054054054
2023-01-09,77.83783783783784
2023-01-10,68.10810810810811
2023-01-11,66.89189189189189
2023-01-12,90.0
2023-01-13,94.86486486486487
2023-01-14,87.56756756756756
2023-01-15,79.05405405405405
2023-01-16,93.64864864864865
2023-01-17,76.62162162162163
2023-01-18,79.05405405405405
2023-01-19,81.48648648648648
2023-01-20,63.24324324324324
2023-01-21,75.4054054054054
2023-01-22,76.62162162162163
2023-01-23,71.75675675675676
2023-01-24,85.13513513513513
2023-01-25,108.24324324324324
2023-01-26,70.54054054054055
2023-01-27,59.5945945945946
2023-01-28,79.05405405405405
2023-01-29,100.94594594594595
2023-01-30,98.51351351351352
2023-01-31,99.72972972972973
2023-02-01,83.91891891891892
2023-02-02,88.78378378378379
2023-02-03,85.13513513513513
2023-02-04,76.62162162162163
2023-02-05,76.62162162162163
2023-02-06,62.027027027027025
2023-02-07,74.1891891891892
2023-02-08,74.1891891891892
2023-02-09,72.97297297297297
2023-02-10,64.45945945945947
2023-02-11,71.75675675675676
2023-02-12,70.54054054054055
2023-02-13,59.5945945945946
2023-02-14,81.48648648648648
2023-02-15,74.1891891891892
2023-02-16,86.35135135135135
2023-02-17,83.91891891891892
2023-02-18,63.24324324324324
2023-02-19,60.810810810810814
2023-02-20,68.10810810810811
2023-02-21,75.4054054054054
2023-02-22,98.51351351351352
2023-02-23,72.97297297297297
2023-02-24,81.48648648648648
2023-02-25,90.0
2023-02-26,81.48648648648648
2023-02-27,109.45945945945947
2023-02-28,83.91891891891892
2023-03-01,91.21621621621621
2023-03-02,93.64864864864865
2023-03-03,87.56756756756756
2023-03-04,77.83783783783784
2023-03-05,69.32432432432432
2023-03-06,68.10810810810811
2023-03-07,59.5945945945946
2023-03-08,66.89189189189189
2023-03-09,80.27027027027027
2023-03-10,107.02702702702703
2023-03-11,92.43243243243244
2023-03-12,85.13513513513513
2023-03-13,94.86486486486487
2023-03-14,97.29729729729729
2023-03-15,86.35135135135135
2023-03-16,91.21621621621621
2023-03-17,86.35135135135135
2023-03-18,71.75675675675676
2023-03-19,82.70270270270271
2023-03-20,82.70270270270271
2023-03-21,92.43243243243244
2023-03-22,85.13513513513513
2023-03-23,96.08108108108108
2023-03-24,83.91891891891892
2023-03-25,85.13513513513513
2023-03-26,77.83783783783784
2023-03-27,85.13513513513513
2023-03-28,77.83783783783784
2023-03-29,85.13513513513513
2023-03-30,83.91891891891892
2023-03-31,79.05405405405405
2023-04-01,80.27027027027027
2023-04-02,72.97297297297297
2023-04-03,76.62162162162163
2023-04-04,77.83783783783784
2023-04-05,90.0
2023-04-06,85.13513513513513
2023-04-07,91.21621621621621
2023-04-08,77.83783783783784
2023-04-09,74.1891891891892
2023-04-10,74.1891891891892
2023-04-11,63.24324324324324
2023-04-12,71.75675675675676
2023-04-13,79.05405405405405
2023-04-14,76.62162162162163
2023-04-15,90.0
2023-04-16,80.27027027027027
2023-04-17,74.1891891891892
2023-04-18,65.67567567567568
2023-04-19,64.45945945945947
2023-04-20,68.10810810810811
2023-04-21,77.83783783783784
2023-04-22,91.21621621621621
2023-04-23,85.13513513513513
2023-04-24,70.54054054054055
2023-04-25,79.05405405405405
2023-04-26,87.3429419436075
2023-04-27,95.24126455906821
2023-04-28,98.12800737509556
2023-04-29,91.29210325133786
2023-04-30,89.62157665152674
2023-05-01,74.27924180420021
2023-05-02,65.77281108063139
2023-05-03,70.33008049646986
2023-05-04,85.67241534379637
2023-05-05,86.73483383549939
2023-05-06,80.5070378198498
2023-05-07,78.22840311193056
2023-05-08,82.17756441966092
2023-05-09,72.60871520438909
2023-05-10,68.05144578855061
2023-05-11,74.27924180420021
2023-05-12,75.94976840401134
2023-05-13,95.84937266717633
2023-05-14,86.73483383549939
2023-05-15,78.83651122003867
2023-05-16,85.06430723568826
2023-05-17,74.27924180420021
2023-05-18,65.77281108063139
2023-05-19,78.83651122003867
2023-05-20,95.84937266717633
2023-05-21,68.05144578855061
2023-05-22,59.54501506498179
2023-05-23,57.26638035706255
2023-05-24,68.05144578855061
2023-05-25,63.49417637271215
2023-05-26,57.37059855196294
2023-05-27,65.86994648558708
2023-05-28,67.99478346899312
2023-05-29,72.24445743580519
2023-05-30,67.99478346899312
2023-05-31,65.86994648558708
2023-06-01,61.62027251877502
2023-06-02,65.86994648558708
2023-06-03,80.74380536942932
2023-06-04,84.99347933624139
2023-06-05,78.6189683860233
2023-06-06,74.36929441921123
2023-06-07,63.74510950218105
2023-06-08,67.99478346899312
2023-06-09,72.24445743580519
2023-06-10,76.49413140261726
2023-06-11,84.99347933624139
2023-06-12,95.61766425327157
2023-06-13,74.36929441921123
2023-06-14,87.11831631964743
2023-06-15,72.24445743580519
2023-06-16,87.11831631964743
2023-06-17,72.24445743580519
2023-06-18,70.11962045239916
2023-06-19,80.74380536942932
2023-06-20,84.99347933624139
2023-06-21,84.99347933624139
2023-06-22,106.24184917030175
2023-06-23,87.11831631964743
2023-06-24,80.74380536942932
2023-06-25,87.11831631964743
2023-06-26,87.11831631964743
2023-06-27,76.49413140261726
2023-06-28,76.49413140261726
2023-06-29,61.62027251877502
2023-06-30,61.62027251877502
2023-07-01,87.11831631964743
2023-07-02,91.3679902864595
2023-07-03,84.99347933624139
2023-07-04,89.24315330305348
2023-07-05,82.86864235283537
2023-07-06,80.74380536942932
2023-07-07,78.6189683860233
2023-07-08,91.3679902864595
2023-07-09,91.3679902864595
2023-07-10,78.6189683860233
2023-07-11,63.74510950218105
2023-07-12,67.99478346899312
2023-07-13,72.24445743580519
2023-07-14,97.74250123667761
2023-07-15,89.24315330305348
2023-07-16,87.11831631964743
2023-07-17,70.11962045239916
2023-07-18,80.74380536942932
2023-07-19,89.24315330305348
2023-07-20,74.36929441921123
2023-07-21,80.74380536942932
2023-07-22,70.11962045239916
2023-07-23,67.99478346899312
2023-07-24,78.6189683860233
2023-07-25,82.86864235283537
2023-07-26,61.62027251877502
2023-07-27,72.24445743580519
2023-07-28,67.99478346899312
2023-07-29,89.24315330305348
2023-07-30,70.11962045239916
2023-07-31,67.99478346899312
2023-08-01,61.62027251877502
2023-08-02,70.11962045239916
2023-08-03,74.36929441921123
2023-08-04,87.11831631964743
2023-08-05,70.11962045239916
2023-08-06,84.99347933624139
2023-08-07,99.86733822008364
2023-08-08,67.99478346899312
2023-08-09,72.24445743580519
2023-08-10,97.74250123667761
2023-08-11,74.36929441921123
2023-08-12,78.6189683860233
2023-08-13,67.99478346899312
2023-08-14,89.24315330305348
2023-08-15,97.74250123667761
2023-08-16,65.86994648558708
2023-08-17,80.74380536942932
2023-08-18,74.36929441921123
2023-08-19,74.36929441921123
2023-08-20,101.99217520348968
2023-08-21,84.99347933624139
2023-08-22,70.11962045239916
2023-08-23,67.99478346899312
2023-08-24,76.49413140261726
2023-08-25,76.49413140261726
2023-08-26,70.11962045239916
2023-08-27,78.6189683860233
2023-08-28,89.24315330305348
2023-08-29,99.86733822008364
2023-08-30,95.61766425327157
2023-08-31,63.74510950218105
2023-09-01,65.86994648558708
2023-09-02,63.74510950218105
2023-09-03,65.86994648558708
2023-09-04,65.86994648558708
2023-09-05,57.37059855196294
2023-09-06,57.37059855196294
2023-09-07,65.86994648558708
2023-09-08,82.86864235283537
2023-09-09,87.11831631964743
2023-09-10,82.86864235283537
2023-09-11,80.74380536942932
2023-09-12,80.74380536942932
2023-09-13,87.11831631964743
2023-09-14,84.99347933624139
2023-09-15,76.49413140261726
2023-09-16,93.49282726986554
2023-09-17,93.49282726986554
2023-09-18,74.36929441921123
2023-09-19,61.62027251877502
2023-09-20,65.86994648558708
2023-09-21,67.99478346899312
2023-09-22,78.6189683860233
2023-09-23,89.24315330305348
2023-09-24,95.61766425327157
2023-09-25,91.3679902864595
2023-09-26,91.3679902864595
2023-09-27,74.36929441921123
2023-09-28,74.36929441921123
2023-09-29,78.6189683860233
2023-09-30,76.49413140261726
2023-10-01,29.74771776768449
2023-10-02,27.622880784278454
2023-10-03,59.49543553536898
2023-10-04,78.6189683860233
2023-10-05,91.3679902864595
2023-10-06,87.11831631964743
2023-10-07,91.3679902864595
2023-10-08,72.24445743580519
2023-10-09,72.24445743580519
2023-10-10,72.24445743580519
2023-10-11,91.3679902864595
2023-10-12,84.99347933624139
2023-10-13,80.74380536942932
2023-10-14,101.99217520348968
2023-10-15,72.24445743580519
2023-10-16,67.99478346899312
2023-10-17,57.37059855196294
2023-10-18,59.49543553536898
2023-10-19,67.99478346899312
2023-10-20,101.99217520348968
2023-10-21,76.49413140261726
2023-10-22,67.99478346899312
2023-10-23,76.49413140261726
2023-10-24,72.24445743580519
2023-10-25,76.49413140261726
2023-10-26,89.24315330305348
2023-10-27,84.99347933624139
2023-10-28,87.11831631964743
2023-10-29,99.86733822008364
2023-10-30,114.74119710392588
2023-10-31,82.86864235283537
2023-11-01,87.11831631964743
2023-11-02,70.11962045239916
2023-11-03,65.86994648558708
2023-11-04,74.36929441921123
2023-11-05,61.62027251877502
2023-11-06,65.86994648558708
2023-11-07,61.62027251877502
2023-11-08,65.86994648558708
2023-11-09,95.61766425327157
2023-11-10,91.3679902864595
2023-11-11,82.86864235283537
2023-11-12,80.74380536942932
2023-11-13,76.49413140261726
2023-11-14,72.24445743580519
2023-11-15,97.74250123667761
2023-11-16,89.24315330305348
2023-11-17,80.74380536942932
2023-11-18,82.86864235283537
2023-11-19,78.6189683860233
2023-11-20,87.11831631964743
2023-11-21,116.86603408733193
2023-11-22,87.11831631964743
2023-11-23,80.74380536942932
2023-11-24,84.99347933624139
2023-11-25,82.86864235283537
2023-11-26,133.8647299545802
2023-11-27,80.74380536942932
2023-11-28,78.6189683860233
2023-11-29,87.11831631964743
2023-11-30,140.23924090479832
2023-12-01,163.6124477222647
2023-12-02,104.11701218689572
2023-12-03,108.36668615370779
2023-12-04,78.6189683860233
2023-12-05,78.6189683860233
2023-12-06,78.6189683860233
2023-12-07,78.6189683860233
2023-12-08,65.86994648558708
2023-12-09,89.24315330305348
2023-12-10,110.49152313711382
2023-12-11,76.49413140261726
2023-12-12,61.62027251877502
2023-12-13,70.11962045239916
2023-12-14,74.36929441921123
2023-12-15,95.61766425327157
2023-12-16,116.86603408733193
2023-12-17,140.23924090479832
2023-12-18,116.86603408733193
2023-12-19,101.99217520348968
2023-12-20,112.61636012051986
2023-12-21,108.36668615370779
2023-12-22,118.99087107073797
2023-12-23,123.24054503755004
2023-12-24,108.36668615370779
2023-12-25,121.115708054144
2023-12-26,121.115708054144
2023-12-27,144.48891487161038
2023-12-28,118.99087107073797
2023-12-29,108.36668615370779
2023-12-30,110.49152313711382
2023-12-31,97.74250123667761
2024-01-01,91.3679902864595
2024-01-02,118.99087107073797
2024-01-03,108.36668615370779
2024-01-04,95.61766425327157
2024-01-05,123.24054503755004
2024-01-06,212.4836983406035
2024-01-07,138.11440392139227
2024-01-08,161.48761073885865
2024-01-09,201.85951342357333
2024-01-10,140.23924090479832
2024-01-11,114.74119710392588
2024-01-12,184.86081755632503
2024-01-13,165.73728470567073
2024-01-14,176.3614696227009
2024-01-15,193.3601654899492
2024-01-16,206.1091873903854
2024-01-17,146.6137518550164
2024-01-18,152.9882628052345
2024-01-19,180.61114358951298
2024-01-20,157.2379367720466
2024-01-21,163.6124477222647
2024-01-22,189.1104915231371
2024-01-23,176.3614696227009
2024-01-24,186.9856545397311
2024-01-25,172.11179565588884
2024-01-26,101.99217520348968
2024-01-27,114.74119710392588
2024-01-28,101.99217520348968
2024-01-29,78.6189683860233
2024-01-30,82.86864235283537
2024-01-31,91.3679902864595
2024-02-01,104.11701218689572
2024-02-02,127.4902190043621
2024-02-03,99.86733822008364
2024-02-04,135.98956693798624
2024-02-05,125.36538202095606
2024-02-06,99.86733822008364
2024-02-07,99.86733822008364
2024-02-08,97.74250123667761
2024-02-09,89.24315330305348
2024-02-10,121.115708054144
2024-02-11,112.61636012051986
2024-02-12,108.36668615370779
2024-02-13,101.99217520348968
2024-02-14,80.74380536942932
2024-02-15,82.86864235283537
2024-02-16,99.86733822008364
2024-02-17,133.8647299545802
2024-02-18,112.61636012051986
2024-02-19,108.36668615370779
2024-02-20,95.61766425327157
2024-02-21,80.74380536942932
2024-02-22,89.24315330305348
2024-02-23,112.61636012051986
2024-02-24,91.3679902864595
2024-02-25,80.74380536942932
2024-02-26,82.86864235283537
2024-02-27,121.115708054144
2024-02-28,112.61636012051986
2024-02-29,104.11701218689572
2024-03-01,129.61505598776813
2024-03-02,155.11309978864057
2024-03-03,108.36668615370779
2024-03-04,125.36538202095606
2024-03-05,121.115708054144
2024-03-06,165.73728470567073
2024-03-07,125.36538202095606
2024-03-08,131.73989297117416
2024-03-09,125.36538202095606
2024-03-10,89.24315330305348
2024-03-11,84.99347933624139
2024-03-12,87.11831631964743
2024-03-13,74.36929441921123
2024-03-14,110.49152313711382
2024-03-15,140.23924090479832
2024-03-16,112.61636012051986
2024-03-17,101.99217520348968
2024-03-18,91.3679902864595
2024-03-19,72.24445743580519
2024-03-20,93.49282726986554
2024-03-21,99.86733822008364
2024-03-22,142.36407788820435
2024-03-23,172.11179565588884
2024-03-24,127.4902190043621
2024-03-25,123.24054503755004
2024-03-26,110.49152313711382
2024-03-27,142.36407788820435
2024-03-28,127.4902190043621
2024-03-29,104.11701218689572
2024-03-30,118.99087107073797
2024-03-31,116.86603408733193
2024-04-01,150.86342582182849
2024-04-02,125.36538202095606
2024-04-03,133.8647299545802
2024-04-04,125.36538202095606
2024-04-05,108.36668615370779
2024-04-06,95.61766425327157
2024-04-07,97.74250123667761
2024-04-08,106.24184917030175
2024-04-09,110.49152313711382
2024-04-10,118.99087107073797
2024-04-11,146.6137518550164
2024-04-12,97.74250123667761
2024-04-13,108.36668615370779
2024-04-14,93.49282726986554
2024-04-15,78.6189683860233
2024-04-16,84.99347933624139
2024-04-17,89.24315330305348
2024-04-18,95.61766425327157
2024-04-19,82.86864235283537
2024-04-20,114.74119710392588
2024-04-21,97.74250123667761
2024-04-22,76.49413140261726
2024-04-23,84.99347933624139
2024-04-24,72.24445743580519
2024-04-25,74.36929441921123
2024-04-26,93.49282726986554
2024-04-27,91.3679902864595
2024-04-28,101.99217520348968
2024-04-29,87.11831631964743
2024-04-30,95.61766425327157
2024-05-01,82.86864235283537
2024-05-02,87.11831631964743
2024-05-03,97.74250123667761
2024-05-04,125.36538202095606
2024-05-05,112.61636012051986
2024-05-06,112.61636012051986
2024-05-07,82.86864235283537
2024-05-08,91.3679902864595
2024-05-09,118.99087107073797
2024-05-10,93.49282726986554
2024-05-11,80.74380536942932
2024-05-12,104.11701218689572
2024-05-13,112.61636012051986
2024-05-14,101.99217520348968
2024-05-15,101.99217520348968
2024-05-16,108.36668615370779
2024-05-17,108.36668615370779
2024-05-18,97.74250123667761
2024-05-19,89.24315330305348
2024-05-20,72.24445743580519
2024-05-21,76.49413140261726
2024-05-22,84.99347933624139
2024-05-23,97.74250123667761
2024-05-24,99.86733822008364
2024-05-25,91.3679902864595
2024-05-26,91.3679902864595
2024-05-27,121.115708054144
2024-05-28,91.3679902864595
2024-05-29,106.24184917030175
2024-05-30,93.49282726986554
2024-05-31,87.11831631964743
2024-06-01,99.86733822008364
2024-06-02,91.3679902864595
2024-06-03,95.61766425327157
2024-06-04,84.99347933624139
2024-06-05,97.74250123667761
2024-06-06,97.74250123667761
2024-06-07,72.24445743580519
2024-06-08,78.6189683860233
2024-06-09,89.24315330305348
2024-06-10,99.86733822008364
2024-06-11,87.11831631964743
2024-06-12,80.74380536942932
2024-06-13,78.6189683860233
2024-06-14,95.61766425327157
2024-06-15,80.74380536942932
2024-06-16,74.36929441921123
2024-06-17,93.49282726986554
2024-06-18,78.6189683860233
2024-06-19,97.74250123667761
2024-06-20,84.99347933624139
2024-06-21,89.24315330305348
2024-06-22,93.49282726986554
2024-06-23,93.49282726986554
2024-06-24,78.6189683860233
2024-06-25,84.99347933624139
2024-06-26,108.36668615370779
2024-06-27,95.61766425327157
2024-06-28,87.11831631964743
2024-06-29,93.49282726986554
2024-06-30,110.49152313711382
2024-07-01,82.86864235283537
2024-07-02,74.36929441921123
2024-07-03,89.24315330305348
2024-07-04,99.86733822008364
2024-07-05,123.24054503755004
2024-07-06,108.36668615370779
2024-07-07,95.61766425327157
2024-07-08,118.99087107073797
2024-07-09,89.24315330305348
2024-07-10,91.3679902864595
2024-07-11,89.24315330305348
2024-07-12,110.49152313711382
2024-07-13,99.86733822008364
2024-07-14,72.24445743580519
2024-07-15,82.86864235283537
2024-07-16,78.6189683860233
2024-07-17,125.36538202095606
2024-07-18,95.61766425327157
2024-07-19,87.11831631964743
2024-07-20,99.86733822008364
2024-07-21,121.115708054144
2024-07-22,155.11309978864057
2024-07-23,142.36407788820435
2024-07-24,150.86342582182849
2024-07-25,116.86603408733193
2024-07-26,89.24315330305348
2024-07-27,78.6189683860233
2024-07-28,89.24315330305348
2024-07-29,108.36668615370779
2024-07-30,87.11831631964743
2024-07-31,93.49282726986554
2024-08-01,74.36929441921123
2024-08-02,95.61766425327157
2024-08-03,99.86733822008364
2024-08-04,93.49282726986554
2024-08-05,84.99347933624139
2024-08-06,93.49282726986554
2024-08-07,93.49282726986554
2024-08-08,108.36668615370779
2024-08-09,89.24315330305348
2024-08-10,74.36929441921123
2024-08-11,67.99478346899312
2024-08-12,74.36929441921123
2024-08-13,65.86994648558708
2024-08-14,65.86994648558708
2024-08-15,76.49413140261726
2024-08-16,67.99478346899312
2024-08-17,84.99347933624139
2024-08-18,97.86357835971452
2024-08-19,71.36232411082197
2024-08-20,60.89314452163576
2024-08-21,59.83072602993274
2024-08-22,64.53410657867434
2024-08-23,76.06570465956358
2024-08-24,61.75265904341428
2024-08-25,59.83072602993274
2024-08-26,78.84715219482364
2024-08-27,70.29990561911896
2024-08-28,82.6910182217867
2024-08-29,78.84715219482364
2024-08-30,105.55131041364068
2024-08-31,86.53488424874979
2024-09-01,103.62937740015914
2024-09-02,85.47246575704676
2024-09-03,77.98763767304511
2024-09-04,76.9252191813421
2024-09-05,76.06570465956358
2024-09-06,76.9252191813421
2024-09-07,95.08213082445445
2024-09-08,67.51845808385889
2024-09-09,72.2218386326005
2024-09-10,73.08135315437902
2024-09-11,75.00328616786055
2024-09-12,80.76908520830517
2024-09-13,76.06570465956358
2024-09-14,66.45603959215588
2024-09-15,76.06570465956358
2024-09-16,72.2218386326005
2024-09-17,82.51339409073805
2024-09-18,73.91824887295284
2024-09-19,61.88504556805354
2024-09-20,60.1660165244965
2024-09-21,70.48019078583876
2024-09-22,73.91824887295284
2024-09-23,77.35630696006693
2024-09-24,89.38951026496622
