Time,donald_trump
2022-06-01,13.0
2022-06-02,12.0
2022-06-03,12.0
2022-06-04,12.0
2022-06-05,13.0
2022-06-06,12.0
2022-06-07,13.0
2022-06-08,13.0
2022-06-09,14.0
2022-06-10,29.0
2022-06-11,20.0
2022-06-12,19.0
2022-06-13,23.0
2022-06-14,31.0
2022-06-15,24.0
2022-06-16,21.0
2022-06-17,20.0
2022-06-18,20.0
2022-06-19,19.0
2022-06-20,18.0
2022-06-21,21.0
2022-06-22,19.0
2022-06-23,19.0
2022-06-24,23.0
2022-06-25,21.0
2022-06-26,20.0
2022-06-27,17.0
2022-06-28,29.0
2022-06-29,31.0
2022-06-30,21.0
2022-07-01,18.0
2022-07-02,17.0
2022-07-03,17.0
2022-07-04,18.0
2022-07-05,17.0
2022-07-06,16.0
2022-07-07,17.0
2022-07-08,18.0
2022-07-09,18.0
2022-07-10,20.0
2022-07-11,18.0
2022-07-12,25.0
2022-07-13,27.0
2022-07-14,88.0
2022-07-15,95.0
2022-07-16,51.0
2022-07-17,31.0
2022-07-18,24.0
2022-07-19,22.0
2022-07-20,28.0
2022-07-21,38.0
2022-07-22,41.0
2022-07-23,30.0
2022-07-24,24.0
2022-07-25,19.0
2022-07-26,20.0
2022-07-27,21.0
2022-07-28,21.0
2022-07-29,23.0
2022-07-30,20.0
2022-07-31,22.0
2022-08-01,21.0
2022-08-02,20.0
2022-08-03,17.0
2022-08-04,17.0
2022-08-05,16.0
2022-08-06,19.0
2022-08-07,18.0
2022-08-08,25.0
2022-08-09,100.0
2022-08-10,55.0
2022-08-11,39.0
2022-08-12,60.0
2022-08-13,40.0
2022-08-14,37.0
2022-08-15,33.0
2022-08-16,30.0
2022-08-17,32.0
2022-08-18,29.0
2022-08-19,23.0
2022-08-20,21.0
2022-08-21,20.0
2022-08-22,19.0
2022-08-23,23.0
2022-08-24,21.0
2022-08-25,21.0
2022-08-26,26.0
2022-08-27,27.0
2022-08-28,22.0
2022-08-29,20.522678185745143
2022-08-30,22.838012958963283
2022-08-31,25.653347732181427
2022-09-01,23.338012958963283
2022-09-02,25.653347732181427
2022-09-03,21.022678185745143
2022-09-04,23.838012958963283
2022-09-05,21.022678185745143
2022-09-06,18.207343412527
2022-09-07,20.522678185745143
2022-09-08,21.522678185745143
2022-09-09,21.022678185745143
2022-09-10,18.707343412527
2022-09-11,20.522678185745143
2022-09-12,28.96868250539957
2022-09-13,20.522678185745143
2022-09-14,18.707343412527
2022-09-15,18.207343412527
2022-09-16,16.392008639308855
2022-09-17,15.892008639308855
2022-09-18,18.207343412527
2022-09-19,21.022678185745143
2022-09-20,18.707343412527
2022-09-21,31.78401727861771
2022-09-22,29.46868250539957
2022-09-23,23.838012958963283
2022-09-24,18.707343412527
2022-09-25,16.392008639308855
2022-09-26,16.392008639308855
2022-09-27,15.892008639308855
2022-09-28,15.78401727861771
2022-09-29,15.78401727861771
2022-09-30,15.78401727861771
2022-10-01,15.78401727861771
2022-10-02,15.78401727861771
2022-10-03,15.78401727861771
2022-10-04,15.78401727861771
2022-10-05,15.78401727861771
2022-10-06,15.78401727861771
2022-10-07,15.78401727861771
2022-10-08,13.153347732181427
2022-10-09,15.78401727861771
2022-10-10,18.414686825053998
2022-10-11,15.78401727861771
2022-10-12,15.78401727861771
2022-10-13,23.676025917926566
2022-10-14,23.676025917926566
2022-10-15,15.78401727861771
2022-10-16,15.78401727861771
2022-10-17,18.414686825053998
2022-10-18,15.78401727861771
2022-10-19,18.414686825053998
2022-10-20,15.78401727861771
2022-10-21,18.414686825053998
2022-10-22,15.78401727861771
2022-10-23,15.78401727861771
2022-10-24,15.78401727861771
2022-10-25,15.78401727861771
2022-10-26,15.78401727861771
2022-10-27,15.78401727861771
2022-10-28,26.306695464362853
2022-10-29,23.676025917926566
2022-10-30,18.414686825053998
2022-10-31,26.306695464362853
2022-11-01,23.676025917926566
2022-11-02,28.937365010799137
2022-11-03,23.676025917926566
2022-11-04,23.676025917926566
2022-11-05,21.045356371490282
2022-11-06,21.045356371490282
2022-11-07,23.676025917926566
2022-11-08,31.56803455723542
2022-11-09,39.46004319654428
2022-11-10,28.937365010799137
2022-11-11,31.56803455723542
2022-11-12,26.306695464362853
2022-11-13,34.19870410367171
2022-11-14,28.937365010799137
2022-11-15,60.50539956803456
2022-11-16,176.25485961123113
2022-11-17,39.46004319654428
2022-11-18,26.306695464362853
2022-11-19,28.937365010799137
2022-11-20,76.28941684665227
2022-11-21,34.19870410367171
2022-11-22,26.306695464362853
2022-11-23,21.045356371490282
2022-11-24,18.414686825053998
2022-11-25,18.414686825053998
2022-11-26,18.414686825053998
2022-11-27,18.414686825053998
2022-11-28,15.78401727861771
2022-11-29,18.414686825053998
2022-11-30,18.414686825053998
2022-12-01,18.414686825053998
2022-12-02,15.78401727861771
2022-12-03,15.78401727861771
2022-12-04,21.045356371490282
2022-12-05,21.045356371490282
2022-12-06,26.306695464362853
2022-12-07,28.937365010799137
2022-12-08,21.045356371490282
2022-12-09,18.414686825053998
2022-12-10,15.78401727861771
2022-12-11,15.78401727861771
2022-12-12,15.78401727861771
2022-12-13,15.78401727861771
2022-12-14,15.78401727861771
2022-12-15,31.56803455723542
2022-12-16,39.46004319654428
2022-12-17,26.306695464362853
2022-12-18,21.045356371490282
2022-12-19,28.937365010799137
2022-12-20,26.306695464362853
2022-12-21,28.937365010799137
2022-12-22,21.045356371490282
2022-12-23,18.414686825053998
2022-12-24,18.414686825053998
2022-12-25,21.045356371490282
2022-12-26,23.676025917926566
2022-12-27,18.414686825053998
2022-12-28,15.78401727861771
2022-12-29,15.78401727861771
2022-12-30,23.676025917926566
2022-12-31,21.045356371490282
2023-01-01,18.414686825053998
2023-01-02,15.78401727861771
2023-01-03,15.78401727861771
2023-01-04,18.414686825053998
2023-01-05,21.045356371490282
2023-01-06,21.045356371490282
2023-01-07,15.78401727861771
2023-01-08,13.153347732181427
2023-01-09,13.153347732181427
2023-01-10,13.153347732181427
2023-01-11,13.153347732181427
2023-01-12,13.153347732181427
2023-01-13,13.153347732181427
2023-01-14,10.522678185745141
2023-01-15,10.522678185745141
2023-01-16,10.522678185745141
2023-01-17,13.153347732181427
2023-01-18,13.153347732181427
2023-01-19,13.153347732181427
2023-01-20,13.153347732181427
2023-01-21,13.153347732181427
2023-01-22,13.153347732181427
2023-01-23,10.522678185745141
2023-01-24,13.153347732181427
2023-01-25,13.153347732181427
2023-01-26,13.153347732181427
2023-01-27,13.153347732181427
2023-01-28,13.153347732181427
2023-01-29,13.153347732181427
2023-01-30,13.153347732181427
2023-01-31,13.153347732181427
2023-02-01,13.153347732181427
2023-02-02,10.522678185745141
2023-02-03,13.153347732181427
2023-02-04,15.78401727861771
2023-02-05,15.78401727861771
2023-02-06,13.153347732181427
2023-02-07,13.153347732181427
2023-02-08,18.414686825053998
2023-02-09,13.153347732181427
2023-02-10,13.153347732181427
2023-02-11,13.153347732181427
2023-02-12,13.153347732181427
2023-02-13,18.414686825053998
2023-02-14,13.153347732181427
2023-02-15,15.78401727861771
2023-02-16,15.78401727861771
2023-02-17,15.78401727861771
2023-02-18,13.153347732181427
2023-02-19,13.153347732181427
2023-02-20,15.78401727861771
2023-02-21,15.78401727861771
2023-02-22,18.414686825053998
2023-02-23,15.78401727861771
2023-02-24,13.153347732181427
2023-02-25,13.153347732181427
2023-02-26,13.153347732181427
2023-02-27,13.153347732181427
2023-02-28,13.153347732181427
2023-03-01,13.153347732181427
2023-03-02,13.153347732181427
2023-03-03,13.153347732181427
2023-03-04,15.78401727861771
2023-03-05,18.414686825053998
2023-03-06,15.78401727861771
2023-03-07,13.153347732181427
2023-03-08,13.153347732181427
2023-03-09,13.153347732181427
2023-03-10,15.78401727861771
2023-03-11,13.153347732181427
2023-03-12,15.78401727861771
2023-03-13,13.153347732181427
2023-03-14,15.78401727861771
2023-03-15,13.153347732181427
2023-03-16,13.153347732181427
2023-03-17,15.78401727861771
2023-03-18,81.55075593952485
2023-03-19,60.50539956803456
2023-03-20,60.50539956803456
2023-03-21,184.14686825053997
2023-03-22,126.27213822894169
2023-03-23,60.50539956803456
2023-03-24,36.829373650107996
2023-03-25,31.56803455723542
2023-03-26,28.937365010799137
2023-03-27,23.676025917926566
2023-03-28,23.676025917926566
2023-03-29,21.045356371490282
2023-03-30,99.96544276457884
2023-03-31,168.36285097192226
2023-04-01,63.13606911447084
2023-04-02,42.090712742980564
2023-04-03,55.24406047516199
2023-04-04,263.06695464362855
2023-04-05,202.56155507559396
2023-04-06,68.39740820734342
2023-04-07,39.46004319654428
2023-04-08,31.56803455723542
2023-04-09,39.46004319654428
2023-04-10,31.56803455723542
2023-04-11,26.306695464362853
2023-04-12,23.676025917926566
2023-04-13,23.676025917926566
2023-04-14,21.045356371490282
2023-04-15,21.045356371490282
2023-04-16,18.414686825053998
2023-04-17,18.414686825053998
2023-04-18,21.045356371490282
2023-04-19,18.414686825053998
2023-04-20,18.414686825053998
2023-04-21,18.414686825053998
2023-04-22,18.414686825053998
2023-04-23,15.78401727861771
2023-04-24,21.045356371490282
2023-04-25,23.676025917926566
2023-04-26,23.38729389453722
2023-04-27,22.071959121319075
2023-04-28,18.831744192171946
2023-04-29,15.591529263024814
2023-04-30,15.591529263024814
2023-05-01,16.906864036242958
2023-05-02,16.906864036242958
2023-05-03,18.831744192171946
2023-05-04,18.831744192171946
2023-05-05,18.831744192171946
2023-05-06,15.591529263024814
2023-05-07,15.591529263024814
2023-05-08,18.831744192171946
2023-05-09,54.57035242058684
2023-05-10,45.4592530158563
2023-05-11,37.66348838434389
2023-05-12,26.62750882368435
2023-05-13,20.147078965390087
2023-05-14,20.147078965390087
2023-05-15,18.831744192171946
2023-05-16,18.831744192171946
2023-05-17,15.591529263024814
2023-05-18,15.591529263024814
2023-05-19,15.591529263024814
2023-05-20,14.27619448980667
2023-05-21,14.27619448980667
2023-05-22,14.27619448980667
2023-05-23,15.591529263024814
2023-05-24,15.591529263024814
2023-05-25,18.831744192171946
2023-05-26,15.399041247431915
2023-05-27,15.399041247431915
2023-05-28,15.399041247431915
2023-05-29,15.399041247431915
2023-05-30,15.399041247431915
2023-05-31,15.399041247431915
2023-06-01,19.248801559289895
2023-06-02,19.248801559289895
2023-06-03,15.399041247431915
2023-06-04,15.399041247431915
2023-06-05,15.399041247431915
2023-06-06,15.399041247431915
2023-06-07,19.248801559289895
2023-06-08,23.098561871147872
2023-06-09,84.69472686087553
2023-06-10,50.04688405415372
2023-06-11,30.79808249486383
2023-06-12,30.79808249486383
2023-06-13,96.24400779644947
2023-06-14,84.69472686087553
2023-06-15,34.64784280672181
2023-06-16,26.948322183005853
2023-06-17,23.098561871147872
2023-06-18,19.248801559289895
2023-06-19,19.248801559289895
2023-06-20,23.098561871147872
2023-06-21,19.248801559289895
2023-06-22,15.399041247431915
2023-06-23,15.399041247431915
2023-06-24,15.399041247431915
2023-06-25,15.399041247431915
2023-06-26,15.399041247431915
2023-06-27,19.248801559289895
2023-06-28,19.248801559289895
2023-06-29,15.399041247431915
2023-06-30,15.399041247431915
2023-07-01,15.399041247431915
2023-07-02,15.399041247431915
2023-07-03,15.399041247431915
2023-07-04,15.399041247431915
2023-07-05,19.248801559289895
2023-07-06,19.248801559289895
2023-07-07,15.399041247431915
2023-07-08,15.399041247431915
2023-07-09,19.248801559289895
2023-07-10,15.399041247431915
2023-07-11,15.399041247431915
2023-07-12,11.549280935573936
2023-07-13,15.399041247431915
2023-07-14,11.549280935573936
2023-07-15,15.399041247431915
2023-07-16,15.399041247431915
2023-07-17,15.399041247431915
2023-07-18,19.248801559289895
2023-07-19,19.248801559289895
2023-07-20,19.248801559289895
2023-07-21,19.248801559289895
2023-07-22,15.399041247431915
2023-07-23,15.399041247431915
2023-07-24,15.399041247431915
2023-07-25,15.399041247431915
2023-07-26,15.399041247431915
2023-07-27,19.248801559289895
2023-07-28,19.248801559289895
2023-07-29,19.248801559289895
2023-07-30,19.248801559289895
2023-07-31,23.098561871147872
2023-08-01,30.79808249486383
2023-08-02,38.49760311857979
2023-08-03,46.197123742295744
2023-08-04,42.34736343043777
2023-08-05,30.79808249486383
2023-08-06,26.948322183005853
2023-08-07,26.948322183005853
2023-08-08,23.098561871147872
2023-08-09,23.098561871147872
2023-08-10,19.248801559289895
2023-08-11,19.248801559289895
2023-08-12,19.248801559289895
2023-08-13,19.248801559289895
2023-08-14,19.248801559289895
2023-08-15,57.746404677869684
2023-08-16,34.64784280672181
2023-08-17,26.948322183005853
2023-08-18,26.948322183005853
2023-08-19,23.098561871147872
2023-08-20,19.248801559289895
2023-08-21,23.098561871147872
2023-08-22,30.79808249486383
2023-08-23,34.64784280672181
2023-08-24,127.0420902913133
2023-08-25,384.97603118579786
2023-08-26,111.64304904388139
2023-08-27,61.59616498972766
2023-08-28,42.34736343043777
2023-08-29,34.64784280672181
2023-08-30,30.79808249486383
2023-08-31,30.79808249486383
2023-09-01,26.948322183005853
2023-09-02,23.098561871147872
2023-09-03,23.098561871147872
2023-09-04,19.248801559289895
2023-09-05,23.098561871147872
2023-09-06,23.098561871147872
2023-09-07,19.248801559289895
2023-09-08,23.098561871147872
2023-09-09,23.098561871147872
2023-09-10,19.248801559289895
2023-09-11,19.248801559289895
2023-09-12,19.248801559289895
2023-09-13,19.248801559289895
2023-09-14,19.248801559289895
2023-09-15,19.248801559289895
2023-09-16,15.399041247431915
2023-09-17,19.248801559289895
2023-09-18,19.248801559289895
2023-09-19,19.248801559289895
2023-09-20,34.64784280672181
2023-09-21,23.098561871147872
2023-09-22,19.248801559289895
2023-09-23,15.399041247431915
2023-09-24,15.399041247431915
2023-09-25,19.248801559289895
2023-09-26,23.098561871147872
2023-09-27,26.948322183005853
2023-09-28,30.79808249486383
2023-09-29,23.098561871147872
2023-09-30,23.098561871147872
2023-10-01,19.248801559289895
2023-10-02,30.79808249486383
2023-10-03,30.79808249486383
2023-10-04,34.64784280672181
2023-10-05,26.948322183005853
2023-10-06,23.098561871147872
2023-10-07,19.248801559289895
2023-10-08,19.248801559289895
2023-10-09,19.248801559289895
2023-10-10,19.248801559289895
2023-10-11,19.248801559289895
2023-10-12,23.098561871147872
2023-10-13,19.248801559289895
2023-10-14,15.399041247431915
2023-10-15,15.399041247431915
2023-10-16,19.248801559289895
2023-10-17,19.248801559289895
2023-10-18,19.248801559289895
2023-10-19,19.248801559289895
2023-10-20,19.248801559289895
2023-10-21,15.399041247431915
2023-10-22,15.399041247431915
2023-10-23,15.399041247431915
2023-10-24,19.248801559289895
2023-10-25,23.098561871147872
2023-10-26,19.248801559289895
2023-10-27,19.248801559289895
2023-10-28,15.399041247431915
2023-10-29,15.399041247431915
2023-10-30,19.248801559289895
2023-10-31,19.248801559289895
2023-11-01,23.098561871147872
2023-11-02,26.948322183005853
2023-11-03,23.098561871147872
2023-11-04,15.399041247431915
2023-11-05,15.399041247431915
2023-11-06,26.948322183005853
2023-11-07,26.948322183005853
2023-11-08,23.098561871147872
2023-11-09,26.948322183005853
2023-11-10,19.248801559289895
2023-11-11,15.399041247431915
2023-11-12,19.248801559289895
2023-11-13,30.79808249486383
2023-11-14,23.098561871147872
2023-11-15,19.248801559289895
2023-11-16,19.248801559289895
2023-11-17,19.248801559289895
2023-11-18,15.399041247431915
2023-11-19,15.399041247431915
2023-11-20,19.248801559289895
2023-11-21,19.248801559289895
2023-11-22,15.399041247431915
2023-11-23,19.248801559289895
2023-11-24,15.399041247431915
2023-11-25,15.399041247431915
2023-11-26,19.248801559289895
2023-11-27,15.399041247431915
2023-11-28,19.248801559289895
2023-11-29,19.248801559289895
2023-11-30,19.248801559289895
2023-12-01,15.399041247431915
2023-12-02,15.399041247431915
2023-12-03,15.399041247431915
2023-12-04,19.248801559289895
2023-12-05,19.248801559289895
2023-12-06,19.248801559289895
2023-12-07,23.098561871147872
2023-12-08,19.248801559289895
2023-12-09,15.399041247431915
2023-12-10,15.399041247431915
2023-12-11,15.399041247431915
2023-12-12,15.399041247431915
2023-12-13,19.248801559289895
2023-12-14,15.399041247431915
2023-12-15,15.399041247431915
2023-12-16,19.248801559289895
2023-12-17,19.248801559289895
2023-12-18,15.399041247431915
2023-12-19,23.098561871147872
2023-12-20,50.04688405415372
2023-12-21,26.948322183005853
2023-12-22,23.098561871147872
2023-12-23,21.173681715218883
2023-12-24,21.173681715218883
2023-12-25,21.173681715218883
2023-12-26,21.173681715218883
2023-12-27,23.098561871147872
2023-12-28,21.173681715218883
2023-12-29,25.02344202707686
2023-12-30,21.173681715218883
2023-12-31,21.173681715218883
2024-01-01,21.173681715218883
2024-01-02,21.173681715218883
2024-01-03,21.173681715218883
2024-01-04,25.02344202707686
2024-01-05,25.02344202707686
2024-01-06,23.098561871147872
2024-01-07,21.173681715218883
2024-01-08,21.173681715218883
2024-01-09,23.098561871147872
2024-01-10,25.02344202707686
2024-01-11,32.72296265079282
2024-01-12,23.098561871147872
2024-01-13,23.098561871147872
2024-01-14,23.098561871147872
2024-01-15,25.02344202707686
2024-01-16,59.671284833798666
2024-01-17,34.64784280672181
2024-01-18,26.94832218300585
2024-01-19,26.94832218300585
2024-01-20,25.02344202707686
2024-01-21,34.64784280672181
2024-01-22,34.64784280672181
2024-01-23,34.64784280672181
2024-01-24,57.74640467786968
2024-01-25,34.64784280672181
2024-01-26,34.64784280672181
2024-01-27,46.197123742295744
2024-01-28,34.64784280672181
2024-01-29,23.098561871147872
2024-01-30,23.098561871147872
2024-01-31,23.098561871147872
2024-02-01,23.098561871147872
2024-02-02,23.098561871147872
2024-02-03,23.098561871147872
2024-02-04,23.098561871147872
2024-02-05,23.098561871147872
2024-02-06,23.098561871147872
2024-02-07,23.098561871147872
2024-02-08,23.098561871147872
2024-02-09,34.64784280672181
2024-02-10,23.098561871147872
2024-02-11,23.098561871147872
2024-02-12,23.098561871147872
2024-02-13,23.098561871147872
2024-02-14,23.098561871147872
2024-02-15,23.098561871147872
2024-02-16,46.197123742295744
2024-02-17,46.197123742295744
2024-02-18,57.74640467786968
2024-02-19,46.197123742295744
2024-02-20,34.64784280672181
2024-02-21,34.64784280672181
2024-02-22,34.64784280672181
2024-02-23,34.64784280672181
2024-02-24,34.64784280672181
2024-02-25,46.197123742295744
2024-02-26,34.64784280672181
2024-02-27,34.64784280672181
2024-02-28,34.64784280672181
2024-02-29,23.098561871147872
2024-03-01,23.098561871147872
2024-03-02,23.098561871147872
2024-03-03,23.098561871147872
2024-03-04,34.64784280672181
2024-03-05,34.64784280672181
2024-03-06,69.29568561344362
2024-03-07,34.64784280672181
2024-03-08,57.74640467786968
2024-03-09,34.64784280672181
2024-03-10,34.64784280672181
2024-03-11,46.197123742295744
2024-03-12,23.098561871147872
2024-03-13,34.64784280672181
2024-03-14,23.098561871147872
2024-03-15,23.098561871147872
2024-03-16,23.098561871147872
2024-03-17,23.098561871147872
2024-03-18,23.098561871147872
2024-03-19,34.64784280672181
2024-03-20,34.64784280672181
2024-03-21,23.098561871147872
2024-03-22,23.098561871147872
2024-03-23,23.098561871147872
2024-03-24,23.098561871147872
2024-03-25,34.64784280672181
2024-03-26,34.64784280672181
2024-03-27,34.64784280672181
2024-03-28,34.64784280672181
2024-03-29,23.098561871147872
2024-03-30,23.098561871147872
2024-03-31,23.098561871147872
2024-04-01,34.64784280672181
2024-04-02,23.098561871147872
2024-04-03,23.098561871147872
2024-04-04,23.098561871147872
2024-04-05,23.098561871147872
2024-04-06,23.098561871147872
2024-04-07,23.098561871147872
2024-04-08,23.098561871147872
2024-04-09,23.098561871147872
2024-04-10,23.098561871147872
2024-04-11,23.098561871147872
2024-04-12,23.098561871147872
2024-04-13,23.098561871147872
2024-04-14,23.098561871147872
2024-04-15,34.64784280672181
2024-04-16,34.64784280672181
2024-04-17,23.098561871147872
2024-04-18,23.098561871147872
2024-04-19,23.098561871147872
2024-04-20,23.098561871147872
2024-04-21,23.098561871147872
2024-04-22,23.098561871147872
2024-04-23,34.64784280672181
2024-04-24,23.098561871147872
2024-04-25,23.098561871147872
2024-04-26,23.098561871147872
2024-04-27,23.098561871147872
2024-04-28,23.098561871147872
2024-04-29,23.098561871147872
2024-04-30,23.098561871147872
2024-05-01,23.098561871147872
2024-05-02,23.098561871147872
2024-05-03,23.098561871147872
2024-05-04,23.098561871147872
2024-05-05,23.098561871147872
2024-05-06,23.098561871147872
2024-05-07,34.64784280672181
2024-05-08,23.098561871147872
2024-05-09,23.098561871147872
2024-05-10,23.098561871147872
2024-05-11,23.098561871147872
2024-05-12,23.098561871147872
2024-05-13,23.098561871147872
2024-05-14,23.098561871147872
2024-05-15,23.098561871147872
2024-05-16,23.098561871147872
2024-05-17,23.098561871147872
2024-05-18,23.098561871147872
2024-05-19,23.098561871147872
2024-05-20,23.098561871147872
2024-05-21,23.098561871147872
2024-05-22,23.098561871147872
2024-05-23,23.098561871147872
2024-05-24,23.098561871147872
2024-05-25,23.098561871147872
2024-05-26,23.098561871147872
2024-05-27,23.098561871147872
2024-05-28,23.098561871147872
2024-05-29,46.197123742295744
2024-05-30,288.7320233893484
2024-05-31,277.1827424537745
2024-06-01,92.39424748459149
2024-06-02,57.74640467786968
2024-06-03,34.64784280672181
2024-06-04,34.64784280672181
2024-06-05,34.64784280672181
2024-06-06,34.64784280672181
2024-06-07,34.64784280672181
2024-06-08,34.64784280672181
2024-06-09,34.64784280672181
2024-06-10,23.098561871147872
2024-06-11,23.098561871147872
2024-06-12,23.098561871147872
2024-06-13,23.098561871147872
2024-06-14,46.197123742295744
2024-06-15,46.197123742295744
2024-06-16,23.098561871147872
2024-06-17,23.098561871147872
2024-06-18,23.098561871147872
2024-06-19,23.098561871147872
2024-06-20,23.098561871147872
2024-06-21,23.098561871147872
2024-06-22,23.098561871147872
2024-06-23,23.098561871147872
2024-06-24,23.098561871147872
2024-06-25,23.098561871147872
2024-06-26,23.098561871147872
2024-06-27,34.64784280672181
2024-06-28,161.6899330980351
2024-06-29,46.197123742295744
2024-06-30,34.64784280672181
2024-07-01,46.197123742295744
2024-07-02,34.64784280672181
2024-07-03,34.64784280672181
2024-07-04,34.64784280672181
2024-07-05,34.64784280672181
2024-07-06,34.64784280672181
2024-07-07,34.64784280672181
2024-07-08,23.098561871147872
2024-07-09,34.64784280672181
2024-07-10,34.64784280672181
2024-07-11,34.64784280672181
2024-07-12,34.64784280672181
2024-07-13,877.7453511036191
2024-07-14,1154.9280935573936
2024-07-15,300.28130432492236
2024-07-16,207.88705684033084
2024-07-17,161.6899330980351
2024-07-18,242.53489964705267
2024-07-19,265.63346151820053
2024-07-20,92.39424748459149
2024-07-21,127.0420902913133
2024-07-22,103.94352842016542
2024-07-23,92.39424748459149
2024-07-24,80.84496654901756
2024-07-25,69.29568561344362
2024-07-26,69.29568561344362
2024-07-27,69.29568561344362
2024-07-28,69.29568561344362
2024-07-29,219.43633777590478
2024-07-30,196.3377759047569
2024-07-31,103.94352842016542
2024-08-01,80.84496654901756
2024-08-02,57.74640467786968
2024-08-03,46.197123742295744
2024-08-04,46.197123742295744
2024-08-05,46.197123742295744
2024-08-06,46.197123742295744
2024-08-07,46.197123742295744
2024-08-08,46.197123742295744
2024-08-09,46.197123742295744
2024-08-10,46.197123742295744
2024-08-11,46.197123742295744
2024-08-12,46.197123742295744
2024-08-13,69.29568561344362
2024-08-14,46.197123742295744
2024-08-15,34.64784280672181
2024-08-16,46.197123742295744
2024-08-17,34.64784280672181
2024-08-18,44.272243586366756
2024-08-19,50.04688405415372
2024-08-20,55.82152452194069
2024-08-21,75.07032608123059
2024-08-22,80.84496654901756
2024-08-23,80.84496654901756
2024-08-24,50.04688405415372
2024-08-25,50.04688405415372
2024-08-26,30.798082494863834
2024-08-27,44.272243586366756
2024-08-28,44.272243586366756
2024-08-29,44.272243586366756
2024-08-30,30.798082494863834
2024-08-31,30.798082494863834
2024-09-01,30.798082494863834
2024-09-02,30.798082494863834
2024-09-03,30.798082494863834
2024-09-04,30.798082494863834
2024-09-05,30.798082494863834
2024-09-06,30.798082494863834
2024-09-07,30.798082494863834
2024-09-08,30.798082494863834
2024-09-09,30.798082494863834
2024-09-10,50.04688405415372
2024-09-11,200.1875362166149
2024-09-12,75.07032608123059
2024-09-13,69.29568561344362
2024-09-14,55.82152452194069
2024-09-15,180.93873465732503
2024-09-16,155.91529263024813
2024-09-17,80.84496654901756
2024-09-18,53.89664436601171
2024-09-19,53.89664436601171
2024-09-20,53.89664436601171
2024-09-21,53.89664436601171
2024-09-22,53.89664436601171
