Time,nba_standings
2022-05-02,9.0
2022-05-03,10.0
2022-05-04,11.0
2022-05-05,11.0
2022-05-06,8.0
2022-05-07,14.0
2022-05-08,15.0
2022-05-09,12.0
2022-05-10,13.0
2022-05-11,12.0
2022-05-12,13.0
2022-05-13,13.0
2022-05-14,20.0
2022-05-15,19.0
2022-05-16,23.0
2022-05-17,9.0
2022-05-18,12.0
2022-05-19,9.0
2022-05-20,9.0
2022-05-21,11.0
2022-05-22,13.0
2022-05-23,11.0
2022-05-24,10.0
2022-05-25,9.0
2022-05-26,9.0
2022-05-27,13.0
2022-05-28,12.0
2022-05-29,9.0
2022-05-30,18.0
2022-05-31,6.0
2022-06-01,4.0
2022-06-02,6.0
2022-06-03,8.0
2022-06-04,5.0
2022-06-05,6.0
2022-06-06,7.0
2022-06-07,4.0
2022-06-08,5.0
2022-06-09,8.0
2022-06-10,4.0
2022-06-11,9.0
2022-06-12,6.0
2022-06-13,5.0
2022-06-14,8.0
2022-06-15,4.0
2022-06-16,5.0
2022-06-17,10.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,5.0
2022-06-25,3.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,2.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,3.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,2.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.0
2022-08-30,0.5
2022-08-31,1.0
2022-09-01,1.5
2022-09-02,2.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,0.5
2022-09-09,1.0
2022-09-10,0.5
2022-09-11,1.0
2022-09-12,1.0
2022-09-13,0.5
2022-09-14,1.0
2022-09-15,0.5
2022-09-16,1.0
2022-09-17,0.5
2022-09-18,1.0
2022-09-19,1.0
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,1.0
2022-09-24,1.0
2022-09-25,1.0
2022-09-26,1.5
2022-09-27,1.5
2022-09-28,1.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-01,1.0
2022-10-02,1.0
2022-10-03,1.0
2022-10-04,1.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,1.0
2022-10-10,2.0
2022-10-11,2.0
2022-10-12,1.0
2022-10-13,2.0
2022-10-14,2.0
2022-10-15,2.0
2022-10-16,2.0
2022-10-17,2.0
2022-10-18,3.0
2022-10-19,5.0
2022-10-20,6.0
2022-10-21,6.0
2022-10-22,11.0
2022-10-23,13.0
2022-10-24,15.0
2022-10-25,15.0
2022-10-26,14.0
2022-10-27,19.0
2022-10-28,15.0
2022-10-29,19.0
2022-10-30,18.0
2022-10-31,21.0
2022-11-01,16.0
2022-11-02,17.0
2022-11-03,18.0
2022-11-04,14.0
2022-11-05,22.0
2022-11-06,16.0
2022-11-07,16.0
2022-11-08,21.0
2022-11-09,11.0
2022-11-10,20.0
2022-11-11,14.0
2022-11-12,20.0
2022-11-13,17.0
2022-11-14,18.0
2022-11-15,17.0
2022-11-16,18.0
2022-11-17,19.0
2022-11-18,15.0
2022-11-19,22.0
2022-11-20,17.0
2022-11-21,18.0
2022-11-22,18.0
2022-11-23,19.0
2022-11-24,20.0
2022-11-25,10.0
2022-11-26,22.0
2022-11-27,21.0
2022-11-28,18.0
2022-11-29,19.0
2022-11-30,16.0
2022-12-01,20.0
2022-12-02,12.0
2022-12-03,24.0
2022-12-04,20.0
2022-12-05,21.0
2022-12-06,17.0
2022-12-07,16.0
2022-12-08,21.0
2022-12-09,12.0
2022-12-10,22.0
2022-12-11,20.0
2022-12-12,17.0
2022-12-13,15.0
2022-12-14,18.0
2022-12-15,18.0
2022-12-16,16.0
2022-12-17,23.0
2022-12-18,16.0
2022-12-19,19.0
2022-12-20,17.0
2022-12-21,18.0
2022-12-22,20.0
2022-12-23,14.0
2022-12-24,23.0
2022-12-25,19.0
2022-12-26,22.0
2022-12-27,18.0
2022-12-28,22.0
2022-12-29,23.0
2022-12-30,17.0
2022-12-31,23.0
2023-01-01,19.0
2023-01-02,17.0
2023-01-03,24.0
2023-01-04,18.0
2023-01-05,22.0
2023-01-06,17.0
2023-01-07,24.0
2023-01-08,23.0
2023-01-09,19.0
2023-01-10,16.0
2023-01-11,19.0
2023-01-12,18.0
2023-01-13,20.0
2023-01-14,20.0
2023-01-15,18.0
2023-01-16,21.0
2023-01-17,18.0
2023-01-18,17.0
2023-01-19,19.0
2023-01-20,19.0
2023-01-21,22.0
2023-01-22,18.0
2023-01-23,23.0
2023-01-24,18.0
2023-01-25,20.0
2023-01-26,23.0
2023-01-27,20.0
2023-01-28,25.0
2023-01-29,24.0
2023-01-30,15.0
2023-01-31,19.0
2023-02-01,20.0
2023-02-02,21.0
2023-02-03,26.0
2023-02-04,21.0
2023-02-05,30.0
2023-02-06,20.0
2023-02-07,23.0
2023-02-08,22.0
2023-02-09,50.0
2023-02-10,22.0
2023-02-11,24.0
2023-02-12,27.0
2023-02-13,13.0
2023-02-14,23.0
2023-02-15,20.0
2023-02-16,24.0
2023-02-17,20.0
2023-02-18,10.0
2023-02-19,10.0
2023-02-20,12.0
2023-02-21,11.0
2023-02-22,10.0
2023-02-23,11.0
2023-02-24,26.0
2023-02-25,32.0
2023-02-26,37.0
2023-02-27,42.0
2023-02-28,24.0
2023-03-01,33.0
2023-03-02,35.0
2023-03-03,28.0
2023-03-04,42.0
2023-03-05,36.0
2023-03-06,42.0
2023-03-07,28.0
2023-03-08,45.0
2023-03-09,34.0
2023-03-10,29.0
2023-03-11,45.0
2023-03-12,48.0
2023-03-13,32.0
2023-03-14,37.0
2023-03-15,42.0
2023-03-16,35.0
2023-03-17,23.0
2023-03-18,43.0
2023-03-19,44.0
2023-03-20,41.0
2023-03-21,38.0
2023-03-22,36.0
2023-03-23,54.0
2023-03-24,33.0
2023-03-25,64.0
2023-03-26,61.0
2023-03-27,54.0
2023-03-28,43.0
2023-03-29,50.0
2023-03-30,62.0
2023-03-31,41.0
2023-04-01,72.0
2023-04-02,59.0
2023-04-03,75.0
2023-04-04,36.0
2023-04-05,88.0
2023-04-06,75.0
2023-04-07,51.0
2023-04-08,93.0
2023-04-09,100.0
2023-04-10,53.0
2023-04-11,21.0
2023-04-12,34.0
2023-04-13,18.0
2023-04-14,13.0
2023-04-15,21.0
2023-04-16,22.0
2023-04-17,13.0
2023-04-18,14.0
2023-04-19,18.0
2023-04-20,11.0
2023-04-21,11.0
2023-04-22,15.0
2023-04-23,19.0
2023-04-24,11.0
2023-04-25,14.0
2023-04-26,13.209543568464731
2023-04-27,17.900414937759336
2023-04-28,10.840248962655602
2023-04-29,14.894190871369295
2023-04-30,16.71576763485477
2023-05-01,8.881742738589212
2023-05-02,9.155601659751039
2023-05-03,10.066390041493776
2023-05-04,8.107883817427386
2023-05-05,8.244813278008298
2023-05-06,10.977178423236515
2023-05-07,12.024896265560166
2023-05-08,8.107883817427386
2023-05-09,9.929460580912863
2023-05-10,9.792531120331951
2023-05-11,9.929460580912863
2023-05-12,10.203319502074688
2023-05-13,16.852697095435687
2023-05-14,11.887966804979254
2023-05-15,7.1970954356846475
2023-05-16,5.875518672199171
2023-05-17,9.155601659751039
2023-05-18,6.149377593360996
2023-05-19,6.149377593360996
2023-05-20,7.834024896265561
2023-05-21,9.792531120331951
2023-05-22,8.107883817427386
2023-05-23,9.018672199170126
2023-05-24,6.012448132780083
2023-05-25,3.780082987551867
2023-05-26,5.477178423236515
2023-05-27,4.929460580912863
2023-05-28,8.763485477178424
2023-05-29,5.203319502074689
2023-05-30,8.489626556016598
2023-05-31,2.7385892116182573
2023-06-01,3.286307053941909
2023-06-02,4.655601659751038
2023-06-03,2.7385892116182573
2023-06-04,4.107883817427386
2023-06-05,4.929460580912863
2023-06-06,2.4647302904564317
2023-06-07,3.286307053941909
2023-06-08,4.107883817427386
2023-06-09,3.286307053941909
2023-06-10,5.203319502074689
2023-06-11,3.286307053941909
2023-06-12,3.286307053941909
2023-06-13,4.655601659751038
2023-06-14,1.6431535269709545
2023-06-15,1.3692946058091287
2023-06-16,1.3692946058091287
2023-06-17,1.3692946058091287
2023-06-18,1.3692946058091287
2023-06-19,1.3692946058091287
2023-06-20,1.095435684647303
2023-06-21,1.3692946058091287
2023-06-22,1.9170124481327804
2023-06-23,2.4647302904564317
2023-06-24,1.3692946058091287
2023-06-25,1.3692946058091287
2023-06-26,1.095435684647303
2023-06-27,0.8215767634854773
2023-06-28,1.095435684647303
2023-06-29,1.095435684647303
2023-06-30,1.095435684647303
2023-07-01,1.6431535269709545
2023-07-02,1.6431535269709545
2023-07-03,1.3692946058091287
2023-07-04,1.3692946058091287
2023-07-05,1.095435684647303
2023-07-06,1.095435684647303
2023-07-07,1.095435684647303
2023-07-08,1.3692946058091287
2023-07-09,1.6431535269709545
2023-07-10,1.3692946058091287
2023-07-11,1.095435684647303
2023-07-12,1.3692946058091287
2023-07-13,1.6431535269709545
2023-07-14,1.6431535269709545
2023-07-15,1.9170124481327804
2023-07-16,1.9170124481327804
2023-07-17,1.095435684647303
2023-07-18,1.095435684647303
2023-07-19,0.8215767634854773
2023-07-20,0.5477178423236515
2023-07-21,0.5477178423236515
2023-07-22,0.8215767634854773
2023-07-23,0.8215767634854773
2023-07-24,0.5477178423236515
2023-07-25,0.8215767634854773
2023-07-26,0.5477178423236515
2023-07-27,0.5477178423236515
2023-07-28,0.5477178423236515
2023-07-29,0.8215767634854773
2023-07-30,0.8215767634854773
2023-07-31,0.5477178423236515
2023-08-01,0.8215767634854773
2023-08-02,0.5477178423236515
2023-08-03,0.5477178423236515
2023-08-04,0.5477178423236515
2023-08-05,0.5477178423236515
2023-08-06,0.8215767634854773
2023-08-07,0.5477178423236515
2023-08-08,0.5477178423236515
2023-08-09,0.8215767634854773
2023-08-10,0.5477178423236515
2023-08-11,0.5477178423236515
2023-08-12,0.8215767634854773
2023-08-13,0.5477178423236515
2023-08-14,0.5477178423236515
2023-08-15,0.5477178423236515
2023-08-16,0.8215767634854773
2023-08-17,0.5477178423236515
2023-08-18,0.5477178423236515
2023-08-19,0.8215767634854773
2023-08-20,0.8215767634854773
2023-08-21,0.5477178423236515
2023-08-22,0.5477178423236515
2023-08-23,0.8215767634854773
2023-08-24,0.5477178423236515
2023-08-25,0.5477178423236515
2023-08-26,0.5477178423236515
2023-08-27,0.5477178423236515
2023-08-28,0.5477178423236515
2023-08-29,0.5477178423236515
2023-08-30,0.5477178423236515
2023-08-31,0.5477178423236515
2023-09-01,0.5477178423236515
2023-09-02,0.5477178423236515
2023-09-03,0.5477178423236515
2023-09-04,0.5477178423236515
2023-09-05,0.8215767634854773
2023-09-06,0.5477178423236515
2023-09-07,0.5477178423236515
2023-09-08,0.5477178423236515
2023-09-09,0.5477178423236515
2023-09-10,0.8215767634854773
2023-09-11,0.5477178423236515
2023-09-12,0.5477178423236515
2023-09-13,0.5477178423236515
2023-09-14,0.5477178423236515
2023-09-15,0.5477178423236515
2023-09-16,0.5477178423236515
2023-09-17,0.5477178423236515
2023-09-18,0.8215767634854773
2023-09-19,0.5477178423236515
2023-09-20,0.5477178423236515
2023-09-21,0.5477178423236515
2023-09-22,0.5477178423236515
2023-09-23,0.8215767634854773
2023-09-24,0.5477178423236515
2023-09-25,0.8215767634854773
2023-09-26,0.8215767634854773
2023-09-27,1.3692946058091287
2023-09-28,1.095435684647303
2023-09-29,0.8215767634854773
2023-09-30,0.8215767634854773
2023-10-01,1.095435684647303
2023-10-02,1.095435684647303
2023-10-03,0.8215767634854773
2023-10-04,1.095435684647303
2023-10-05,0.8215767634854773
2023-10-06,0.8215767634854773
2023-10-07,0.8215767634854773
2023-10-08,1.6431535269709545
2023-10-09,1.6431535269709545
2023-10-10,1.6431535269709545
2023-10-11,1.3692946058091287
2023-10-12,1.3692946058091287
2023-10-13,1.3692946058091287
2023-10-14,1.6431535269709545
2023-10-15,1.3692946058091287
2023-10-16,1.9170124481327804
2023-10-17,1.6431535269709545
2023-10-18,1.9170124481327804
2023-10-19,2.190871369294606
2023-10-20,1.9170124481327804
2023-10-21,1.9170124481327804
2023-10-22,1.9170124481327804
2023-10-23,1.9170124481327804
2023-10-24,3.0124481327800834
2023-10-25,4.655601659751038
2023-10-26,5.751037344398341
2023-10-27,6.024896265560167
2023-10-28,9.585062240663902
2023-10-29,8.215767634854773
2023-10-30,10.132780082987553
2023-10-31,14.514522821576765
2023-11-01,11.775933609958507
2023-11-02,18.0746887966805
2023-11-03,14.240663900414939
2023-11-04,19.170124481327804
2023-11-05,17.253112033195023
2023-11-06,14.240663900414939
2023-11-07,18.62240663900415
2023-11-08,10.95435684647303
2023-11-09,19.44398340248963
2023-11-10,13.145228215767636
2023-11-11,21.36099585062241
2023-11-12,17.800829875518673
2023-11-13,21.90871369294606
2023-11-14,15.883817427385894
2023-11-15,22.182572614107887
2023-11-16,18.0746887966805
2023-11-17,14.78838174273859
2023-11-18,23.004149377593365
2023-11-19,20.53941908713693
2023-11-20,21.36099585062241
2023-11-21,19.44398340248963
2023-11-22,23.551867219917014
2023-11-23,27.385892116182575
2023-11-24,14.514522821576765
2023-11-25,25.19502074688797
2023-11-26,19.99170124481328
2023-11-27,19.170124481327804
2023-11-28,17.253112033195023
2023-11-29,26.838174273858925
2023-11-30,17.526970954356848
2023-12-01,16.431535269709546
2023-12-02,17.800829875518673
2023-12-03,19.170124481327804
2023-12-04,11.502074688796682
2023-12-05,14.240663900414939
2023-12-06,17.253112033195023
2023-12-07,17.800829875518673
2023-12-08,17.526970954356848
2023-12-09,22.45643153526971
2023-12-10,20.813278008298756
2023-12-11,12.597510373443985
2023-12-12,16.431535269709546
2023-12-13,17.800829875518673
2023-12-14,18.0746887966805
2023-12-15,16.979253112033195
2023-12-16,19.44398340248963
2023-12-17,21.634854771784234
2023-12-18,15.883817427385894
2023-12-19,19.44398340248963
2023-12-20,19.717842323651453
2023-12-21,23.004149377593365
2023-12-22,20.416903253985588
2023-12-23,22.024022712382617
2023-12-24,24.913955012011357
2023-12-25,21.151998252893648
2023-12-26,19.271019873334794
2023-12-27,21.425857174055473
2023-12-28,16.518017034286963
2023-12-29,24.913955012011357
2023-12-30,20.416903253985588
2023-12-31,19.407949333915703
2024-01-01,17.390041493775936
2024-01-02,15.50906311421708
2024-01-03,17.390041493775936
2024-01-04,20.143044332823763
2024-01-05,17.66390041493776
2024-01-06,23.169906093033415
2024-01-07,18.398995413845817
2024-01-08,18.398995413845817
2024-01-09,14.773968115309021
2024-01-10,17.526970954356848
2024-01-11,20.5538327145665
2024-01-12,16.654946494867875
2024-01-13,18.398995413845817
2024-01-14,17.800829875518673
2024-01-15,15.047827036470846
2024-01-16,18.26206595326491
2024-01-17,18.398995413845817
2024-01-18,18.26206595326491
2024-01-19,15.047827036470846
2024-01-20,17.526970954356848
2024-01-21,15.682026643371916
2024-01-22,14.75955448787945
2024-01-23,20.294387420834244
2024-01-24,20.294387420834244
2024-01-25,19.37191526534178
2024-01-26,18.449443109849312
2024-01-27,19.37191526534178
2024-01-28,23.06180388731164
2024-01-29,11.992138021402054
2024-01-30,19.37191526534178
2024-01-31,19.37191526534178
2024-02-01,16.60449879886438
2024-02-02,19.37191526534178
2024-02-03,18.449443109849312
2024-02-04,21.21685957632671
2024-02-05,15.682026643371916
2024-02-06,17.526970954356848
2024-02-07,20.294387420834244
2024-02-08,22.139331731819176
2024-02-09,22.139331731819176
2024-02-10,20.294387420834244
2024-02-11,29.5191089757589
2024-02-12,11.992138021402054
2024-02-13,21.21685957632671
2024-02-14,19.37191526534178
2024-02-15,23.06180388731164
2024-02-16,17.526970954356848
2024-02-17,10.147193710417122
2024-02-18,9.224721554924656
2024-02-19,10.147193710417122
2024-02-20,7.379777243939725
2024-02-21,7.379777243939725
2024-02-22,9.224721554924656
2024-02-23,22.139331731819176
2024-02-24,25.829220353789037
2024-02-25,22.139331731819176
2024-02-26,20.294387420834244
2024-02-27,14.75955448787945
2024-02-28,19.37191526534178
2024-02-29,22.139331731819176
2024-03-01,24.906748198296572
2024-03-02,23.06180388731164
2024-03-03,27.67416466477397
2024-03-04,22.139331731819176
2024-03-05,21.21685957632671
2024-03-06,19.37191526534178
2024-03-07,21.21685957632671
2024-03-08,20.294387420834244
2024-03-09,23.984276042804108
2024-03-10,25.829220353789037
2024-03-11,20.294387420834244
2024-03-12,19.37191526534178
2024-03-13,19.37191526534178
2024-03-14,20.294387420834244
2024-03-15,18.449443109849312
2024-03-16,19.37191526534178
2024-03-17,30.441581131251365
2024-03-18,19.37191526534178
2024-03-19,23.984276042804108
2024-03-20,20.294387420834244
2024-03-21,22.139331731819176
2024-03-22,21.21685957632671
2024-03-23,24.906748198296572
2024-03-24,25.829220353789037
2024-03-25,29.5191089757589
2024-03-26,24.906748198296572
2024-03-27,32.2865254422363
2024-03-28,37.82135837519109
2024-03-29,23.06180388731164
2024-03-30,35.97641406420616
2024-03-31,28.596636820266436
2024-04-01,37.82135837519109
2024-04-02,23.984276042804108
2024-04-03,44.27866346363835
2024-04-04,42.43371915265342
2024-04-05,39.666302686176024
2024-04-06,48.89102424110068
2024-04-07,44.27866346363835
2024-04-08,46.12360777462328
2024-04-09,24.906748198296572
2024-04-10,59.960690107010265
2024-04-11,48.89102424110068
2024-04-12,51.65844070757807
2024-04-13,81.17754968333698
2024-04-14,92.24721554924656
2024-04-15,47.968552085608216
2024-04-16,20.294387420834244
2024-04-17,29.5191089757589
2024-04-18,17.526970954356848
2024-04-19,10.147193710417122
2024-04-20,19.37191526534178
2024-04-21,17.526970954356848
2024-04-22,10.147193710417122
2024-04-23,10.147193710417122
2024-04-24,9.224721554924656
2024-04-25,9.224721554924656
2024-04-26,9.224721554924656
2024-04-27,11.069665865909588
2024-04-28,11.992138021402054
2024-04-29,10.147193710417122
2024-04-30,10.147193710417122
2024-05-01,8.30224939943219
2024-05-02,8.30224939943219
2024-05-03,9.224721554924656
2024-05-04,9.224721554924656
2024-05-05,11.069665865909588
2024-05-06,6.457305088447259
2024-05-07,8.30224939943219
2024-05-08,7.379777243939725
2024-05-09,7.379777243939725
2024-05-10,6.457305088447259
2024-05-11,7.379777243939725
2024-05-12,9.224721554924656
2024-05-13,6.457305088447259
2024-05-14,6.457305088447259
2024-05-15,7.379777243939725
2024-05-16,6.457305088447259
2024-05-17,7.379777243939725
2024-05-18,7.379777243939725
2024-05-19,11.992138021402054
2024-05-20,9.224721554924656
2024-05-21,3.6898886219698626
2024-05-22,4.612360777462328
2024-05-23,4.612360777462328
2024-05-24,4.612360777462328
2024-05-25,5.534832932954794
2024-05-26,6.457305088447259
2024-05-27,6.457305088447259
2024-05-28,5.534832932954794
2024-05-29,4.612360777462328
2024-05-30,3.6898886219698626
2024-05-31,5.534832932954794
2024-06-01,3.6898886219698626
2024-06-02,2.767416466477397
2024-06-03,1.8449443109849313
2024-06-04,1.8449443109849313
2024-06-05,2.767416466477397
2024-06-06,2.767416466477397
2024-06-07,3.6898886219698626
2024-06-08,2.767416466477397
2024-06-09,2.767416466477397
2024-06-10,3.6898886219698626
2024-06-11,1.8449443109849313
2024-06-12,2.767416466477397
2024-06-13,3.6898886219698626
2024-06-14,2.767416466477397
2024-06-15,3.6898886219698626
2024-06-16,2.767416466477397
2024-06-17,2.767416466477397
2024-06-18,3.6898886219698626
2024-06-19,1.8449443109849313
2024-06-20,1.8449443109849313
2024-06-21,0.9224721554924656
2024-06-22,0.9224721554924656
2024-06-23,0.9224721554924656
2024-06-24,0.9224721554924656
2024-06-25,0.9224721554924656
2024-06-26,1.8449443109849313
2024-06-27,2.767416466477397
2024-06-28,0.9224721554924656
2024-06-29,0.9224721554924656
2024-06-30,0.9224721554924656
2024-07-01,1.8449443109849313
2024-07-02,1.8449443109849313
2024-07-03,0.9224721554924656
2024-07-04,0.9224721554924656
2024-07-05,0.9224721554924656
2024-07-06,0.9224721554924656
2024-07-07,1.8449443109849313
2024-07-08,0.9224721554924656
2024-07-09,0.9224721554924656
2024-07-10,0.9224721554924656
2024-07-11,0.9224721554924656
2024-07-12,0.9224721554924656
2024-07-13,0.9224721554924656
2024-07-14,0.9224721554924656
2024-07-15,0.9224721554924656
2024-07-16,0.9224721554924656
2024-07-17,0.9224721554924656
2024-07-18,1.8449443109849313
2024-07-19,1.8449443109849313
2024-07-20,1.8449443109849313
2024-07-21,1.8449443109849313
2024-07-22,0.9224721554924656
2024-07-23,0.9224721554924656
2024-07-24,0.9224721554924656
2024-07-25,0.9224721554924656
2024-07-26,0.9224721554924656
2024-07-27,0.9224721554924656
2024-07-28,0.9224721554924656
2024-07-29,0.9224721554924656
2024-07-30,0.9224721554924656
2024-07-31,0.9224721554924656
2024-08-01,0.9224721554924656
2024-08-02,0.9224721554924656
2024-08-03,0.9224721554924656
2024-08-04,0.9224721554924656
2024-08-05,0.0
2024-08-06,0.9224721554924656
2024-08-07,0.9224721554924656
2024-08-08,0.9224721554924656
2024-08-09,0.0
2024-08-10,0.9224721554924656
2024-08-11,0.9224721554924656
2024-08-12,0.9224721554924656
2024-08-13,0.9224721554924656
2024-08-14,0.9224721554924656
2024-08-15,0.9224721554924656
2024-08-16,0.9224721554924656
2024-08-17,0.9224721554924656
2024-08-18,0.9224721554924656
2024-08-19,0.9224721554924656
2024-08-20,0.9224721554924656
2024-08-21,0.9224721554924656
2024-08-22,0.9224721554924656
2024-08-23,0.4612360777462328
2024-08-24,0.9224721554924656
2024-08-25,0.9224721554924656
2024-08-26,0.4612360777462328
2024-08-27,0.9224721554924656
2024-08-28,0.9224721554924656
2024-08-29,0.9224721554924656
2024-08-30,0.4612360777462328
2024-08-31,0.9224721554924656
2024-09-01,0.9224721554924656
2024-09-02,0.9224721554924656
2024-09-03,0.9224721554924656
2024-09-04,0.9224721554924656
2024-09-05,0.9224721554924656
2024-09-06,0.9224721554924656
2024-09-07,0.9224721554924656
2024-09-08,0.9224721554924656
2024-09-09,0.9224721554924656
2024-09-10,0.4612360777462328
2024-09-11,0.9224721554924656
2024-09-12,0.4612360777462328
2024-09-13,0.9224721554924656
2024-09-14,0.9224721554924656
2024-09-15,0.4612360777462328
2024-09-16,0.4612360777462328
2024-09-17,0.9224721554924656
2024-09-18,0.9224721554924656
2024-09-19,0.9224721554924656
2024-09-20,0.9224721554924656
2024-09-21,0.9224721554924656
2024-09-22,0.9224721554924656
2024-09-23,0.9224721554924656
2024-09-24,0.9224721554924656
2024-09-25,0.9224721554924656
2024-09-26,0.9224721554924656
2024-09-27,0.9224721554924656
2024-09-28,1.8449443109849313
2024-09-29,0.9224721554924656
2024-09-30,0.9224721554924656
2024-10-01,0.9224721554924656
2024-10-02,0.9224721554924656
2024-10-03,0.9224721554924656
2024-10-04,0.9224721554924656
2024-10-05,0.9224721554924656
2024-10-06,1.8449443109849313
2024-10-07,1.8449443109849313
2024-10-08,0.9224721554924656
2024-10-09,1.8449443109849313
2024-10-10,0.9224721554924656
2024-10-11,1.8449443109849313
2024-10-12,1.8449443109849313
2024-10-13,1.8449443109849313
2024-10-14,2.767416466477397
2024-10-15,1.8449443109849313
2024-10-16,2.767416466477397
2024-10-17,1.8449443109849313
2024-10-18,2.767416466477397
2024-10-19,2.767416466477397
2024-10-20,1.8449443109849313
2024-10-21,2.767416466477397
2024-10-22,3.6898886219698626
2024-10-23,5.534832932954794
2024-10-24,7.379777243939725
2024-10-25,6.457305088447259
2024-10-26,11.069665865909588
2024-10-27,15.682026643371916
2024-10-28,11.992138021402054
2024-10-29,14.75955448787945
2024-10-30,13.837082332386984
2024-10-31,18.449443109849312
2024-11-01,14.75955448787945
2024-11-02,20.294387420834244
2024-11-03,23.984276042804108
2024-11-04,15.682026643371916
2024-11-05,21.21685957632671
2024-11-06,8.30224939943219
2024-11-07,24.906748198296572
2024-11-08,15.682026643371916
2024-11-09,28.596636820266436
