Time,dmv
2022-05-11,70.0
2022-05-12,72.0
2022-05-13,74.0
2022-05-14,46.0
2022-05-15,31.0
2022-05-16,78.0
2022-05-17,77.0
2022-05-18,73.0
2022-05-19,71.0
2022-05-20,70.0
2022-05-21,45.0
2022-05-22,33.0
2022-05-23,83.0
2022-05-24,80.0
2022-05-25,74.0
2022-05-26,73.0
2022-05-27,80.0
2022-05-28,42.0
2022-05-29,28.0
2022-05-30,42.0
2022-05-31,93.0
2022-06-01,86.0
2022-06-02,82.0
2022-06-03,82.0
2022-06-04,47.0
2022-06-05,36.0
2022-06-06,88.0
2022-06-07,87.0
2022-06-08,80.0
2022-06-09,79.0
2022-06-10,77.0
2022-06-11,47.0
2022-06-12,35.0
2022-06-13,84.0
2022-06-14,87.0
2022-06-15,78.0
2022-06-16,79.0
2022-06-17,82.0
2022-06-18,48.0
2022-06-19,35.0
2022-06-20,96.0
2022-06-21,90.0
2022-06-22,87.0
2022-06-23,86.0
2022-06-24,83.0
2022-06-25,47.0
2022-06-26,36.0
2022-06-27,94.0
2022-06-28,90.0
2022-06-29,89.0
2022-06-30,90.0
2022-07-01,92.0
2022-07-02,50.0
2022-07-03,29.0
2022-07-04,36.0
2022-07-05,91.0
2022-07-06,89.0
2022-07-07,89.0
2022-07-08,89.0
2022-07-09,49.0
2022-07-10,39.0
2022-07-11,98.0
2022-07-12,91.0
2022-07-13,84.0
2022-07-14,83.0
2022-07-15,85.0
2022-07-16,48.0
2022-07-17,37.0
2022-07-18,93.0
2022-07-19,93.0
2022-07-20,90.0
2022-07-21,87.0
2022-07-22,87.0
2022-07-23,46.0
2022-07-24,37.0
2022-07-25,95.0
2022-07-26,92.0
2022-07-27,84.0
2022-07-28,82.0
2022-07-29,90.0
2022-07-30,48.0
2022-07-31,40.0
2022-08-01,100.0
2022-08-02,91.0
2022-08-03,82.0
2022-08-04,85.0
2022-08-05,86.0
2022-08-06,48.0
2022-08-07,39.0
2022-08-08,91.0
2022-08-09,89.0
2022-08-10,84.0
2022-08-11,80.0
2022-08-12,78.0
2022-08-13,46.0
2022-08-14,35.0
2022-08-15,89.0
2022-08-16,89.0
2022-08-17,81.0
2022-08-18,79.0
2022-08-19,85.0
2022-08-20,48.0
2022-08-21,33.0
2022-08-22,89.0
2022-08-23,82.0
2022-08-24,77.0
2022-08-25,75.0
2022-08-26,78.0
2022-08-27,49.0
2022-08-28,34.0
2022-08-29,81.00304855099736
2022-08-30,81.94813699661272
2022-08-31,78.1677832141513
2022-09-01,73.94234098607453
2022-09-02,79.11287165976665
2022-09-03,45.19951072638314
2022-09-04,28.24283025969138
2022-09-05,40.028980052691004
2022-09-06,81.00304855099736
2022-09-07,76.27760632292058
2022-09-08,71.10707564922845
2022-09-09,71.60707564922845
2022-09-10,46.14459917199849
2022-09-11,32.96827248776816
2022-09-12,81.00304855099736
2022-09-13,72.99725254045916
2022-09-14,73.94234098607453
2022-09-15,69.21689875799774
2022-09-16,72.99725254045916
2022-09-17,42.864245389537075
2022-09-18,30.13300715092209
2022-09-19,78.6677832141513
2022-09-20,73.94234098607453
2022-09-21,68.77181031238239
2022-09-22,69.71689875799774
2022-09-23,68.77181031238239
2022-09-24,42.364245389537075
2022-09-25,28.24283025969138
2022-09-26,74.88742943168987
2022-09-27,68.77181031238239
2022-09-28,67.65344373353406
2022-09-29,68.54362062476477
2022-09-30,73.88468197214904
2022-10-01,43.61866767030485
2022-10-02,33.82672186676703
2022-10-03,81.00609710199473
2022-10-04,74.77485886337975
2022-10-05,72.99450508091833
2022-10-06,67.65344373353406
2022-10-07,78.3355664283026
2022-10-08,44.50884456153557
2022-10-09,32.93654497553632
2022-10-10,81.89627399322544
2022-10-11,75.66503575461046
2022-10-12,69.43379751599548
2022-10-13,67.65344373353406
2022-10-14,71.2141512984569
2022-10-15,42.72849077907414
2022-10-16,30.266014301844184
2022-10-17,72.99450508091833
2022-10-18,73.88468197214904
2022-10-19,66.76326684230335
2022-10-20,65.87308995107264
2022-10-21,68.54362062476477
2022-10-22,40.05796010538201
2022-10-23,29.375837410613475
2022-10-24,72.10432818968762
2022-10-25,69.43379751599548
2022-10-26,64.09273616861121
2022-10-27,64.09273616861121
2022-10-28,64.09273616861121
2022-10-29,41.838313887843434
2022-10-30,28.485660519382762
2022-10-31,72.10432818968762
2022-11-01,69.43379751599548
2022-11-02,67.65344373353406
2022-11-03,64.09273616861121
2022-11-04,67.65344373353406
2022-11-05,42.72849077907414
2022-11-06,29.375837410613475
2022-11-07,72.10432818968762
2022-11-08,71.2141512984569
2022-11-09,62.31238238614979
2022-11-10,63.2025592773805
2022-11-11,55.1909672563041
2022-11-12,40.05796010538201
2022-11-13,26.70530673692134
2022-11-14,73.88468197214904
2022-11-15,68.54362062476477
2022-11-16,64.98291305984192
2022-11-17,62.31238238614979
2022-11-18,63.2025592773805
2022-11-19,41.838313887843434
2022-11-20,25.815129845690628
2022-11-21,67.65344373353406
2022-11-22,71.2141512984569
2022-11-23,65.87308995107264
2022-11-24,23.144599171998493
2022-11-25,53.41061347384268
2022-11-26,34.71689875799774
2022-11-27,26.70530673692134
2022-11-28,72.99450508091833
2022-11-29,64.98291305984192
2022-11-30,63.2025592773805
2022-12-01,64.09273616861121
2022-12-02,63.2025592773805
2022-12-03,42.72849077907414
2022-12-04,26.70530673692134
2022-12-05,65.87308995107264
2022-12-06,64.09273616861121
2022-12-07,59.64185171245766
2022-12-08,61.42220549491908
2022-12-09,59.64185171245766
2022-12-10,39.1677832141513
2022-12-11,25.815129845690628
2022-12-12,63.2025592773805
2022-12-13,59.64185171245766
2022-12-14,55.1909672563041
2022-12-15,57.86149792999623
2022-12-16,58.75167482122695
2022-12-17,38.27760632292058
2022-12-18,24.92495295445992
2022-12-19,64.09273616861121
2022-12-20,65.87308995107264
2022-12-21,61.42220549491908
2022-12-22,57.86149792999623
2022-12-23,53.41061347384268
2022-12-24,21.36424538953707
2022-12-25,19.58389160707565
2022-12-26,54.30079036507339
2022-12-27,79.22574331953331
2022-12-28,81.89627399322544
2022-12-29,82.78645088445616
2022-12-30,79.22574331953331
2022-12-31,36.497252540459165
2023-01-01,27.59548362815205
2023-01-02,69.43379751599548
2023-01-03,81.00609710199473
2023-01-04,72.99450508091833
2023-01-05,75.66503575461046
2023-01-06,77.44538953707189
2023-01-07,48.06955212645841
2023-01-08,33.82672186676703
2023-01-09,72.99450508091833
2023-01-10,73.88468197214904
2023-01-11,73.88468197214904
2023-01-12,70.32397440722619
2023-01-13,72.99450508091833
2023-01-14,45.39902145276628
2023-01-15,32.046368084305605
2023-01-16,59.64185171245766
2023-01-17,76.55521264584117
2023-01-18,73.88468197214904
2023-01-19,68.54362062476477
2023-01-20,73.88468197214904
2023-01-21,48.06955212645841
2023-01-22,32.046368084305605
2023-01-23,75.66503575461046
2023-01-24,75.66503575461046
2023-01-25,66.76326684230335
2023-01-26,68.54362062476477
2023-01-27,72.10432818968762
2023-01-28,46.289198343996986
2023-01-29,30.266014301844184
2023-01-30,73.88468197214904
2023-01-31,72.10432818968762
2023-02-01,70.32397440722619
2023-02-02,71.2141512984569
2023-02-03,71.2141512984569
2023-02-04,48.06955212645841
2023-02-05,35.60707564922845
2023-02-06,73.88468197214904
2023-02-07,72.99450508091833
2023-02-08,68.54362062476477
2023-02-09,65.87308995107264
2023-02-10,69.43379751599548
2023-02-11,48.06955212645841
2023-02-12,30.266014301844184
2023-02-13,67.65344373353406
2023-02-14,65.87308995107264
2023-02-15,67.65344373353406
2023-02-16,68.54362062476477
2023-02-17,75.66503575461046
2023-02-18,49.84990590891984
2023-02-19,35.60707564922845
2023-02-20,68.54362062476477
2023-02-21,83.67662777568687
2023-02-22,80.11592021076402
2023-02-23,75.66503575461046
2023-02-24,80.11592021076402
2023-02-25,51.630259691381255
2023-02-26,37.387429431689874
2023-02-27,84.56680466691758
2023-02-28,84.56680466691758
2023-03-01,79.22574331953331
2023-03-02,76.55521264584117
2023-03-03,80.11592021076402
2023-03-04,50.740082800150546
2023-03-05,38.27760632292058
2023-03-06,82.78645088445616
2023-03-07,80.11592021076402
2023-03-08,76.55521264584117
2023-03-09,73.88468197214904
2023-03-10,78.3355664283026
2023-03-11,49.84990590891984
2023-03-12,36.497252540459165
2023-03-13,79.22574331953331
2023-03-14,76.55521264584117
2023-03-15,73.88468197214904
2023-03-16,73.88468197214904
2023-03-17,77.44538953707189
2023-03-18,47.1793752352277
2023-03-19,34.71689875799774
2023-03-20,82.78645088445616
2023-03-21,79.22574331953331
2023-03-22,73.88468197214904
2023-03-23,73.88468197214904
2023-03-24,76.55521264584117
2023-03-25,48.95972901768912
2023-03-26,36.497252540459165
2023-03-27,82.78645088445616
2023-03-28,78.3355664283026
2023-03-29,76.55521264584117
2023-03-30,77.44538953707189
2023-03-31,80.11592021076402
2023-04-01,48.95972901768912
2023-04-02,36.497252540459165
2023-04-03,88.12751223184041
2023-04-04,80.11592021076402
2023-04-05,75.66503575461046
2023-04-06,78.3355664283026
2023-04-07,83.67662777568687
2023-04-08,46.289198343996986
2023-04-09,32.93654497553632
2023-04-10,89.01768912307114
2023-04-11,77.44538953707189
2023-04-12,76.55521264584117
2023-04-13,76.55521264584117
2023-04-14,77.44538953707189
2023-04-15,47.1793752352277
2023-04-16,34.71689875799774
2023-04-17,79.22574331953331
2023-04-18,76.55521264584117
2023-04-19,72.99450508091833
2023-04-20,71.2141512984569
2023-04-21,74.77485886337975
2023-04-22,46.289198343996986
2023-04-23,32.046368084305605
2023-04-24,77.44538953707189
2023-04-25,73.88468197214904
2023-04-26,70.47006542827407
2023-04-27,70.47006542827407
2023-04-28,71.39882617833683
2023-04-29,48.218391285599736
2023-04-30,32.91313083898012
2023-05-01,82.50537132025798
2023-05-02,78.34523987439155
2023-05-03,72.3275869283996
2023-05-04,70.47006542827407
2023-05-05,72.77267537401497
2023-05-06,47.73471898115233
2023-05-07,33.84189158904289
2023-05-08,85.29165357044627
2023-05-09,76.48771837426602
2023-05-10,71.8439146239522
2023-05-11,70.91515387388941
2023-05-12,74.6301968741405
2023-05-13,44.503348285348665
2023-05-14,29.681760143176465
2023-05-15,82.50537132025798
2023-05-16,77.41647912432879
2023-05-17,75.55895762420326
2023-05-18,69.5413046782113
2023-05-19,75.55895762420326
2023-05-20,45.432109035411436
2023-05-21,34.77065233910565
2023-05-22,82.98904362470539
2023-05-23,80.64784982013244
2023-05-24,80.20276137451708
2023-05-25,79.27400062445432
2023-05-26,84.15898097384944
2023-05-27,45.465196618056595
2023-05-28,29.987682875739456
2023-05-29,43.53050740026695
2023-05-30,89.96304862721836
2023-05-31,86.09367019163908
2023-06-01,82.2242917560598
2023-06-02,86.09367019163908
2023-06-03,52.23660888032034
2023-06-04,39.66112896468766
2023-06-05,91.89773784500801
2023-06-06,87.0610148005339
2023-06-07,84.15898097384944
2023-06-08,80.28960253827015
2023-06-09,84.15898097384944
2023-06-10,47.399885835846234
2023-06-11,36.759095138003204
2023-06-12,89.96304862721836
2023-06-13,82.2242917560598
2023-06-14,83.19163636495462
2023-06-15,83.19163636495462
2023-06-16,91.89773784500801
2023-06-17,53.20395348921516
2023-06-18,36.759095138003204
2023-06-19,88.99570401832354
2023-06-20,89.96304862721836
2023-06-21,86.09367019163908
2023-06-22,82.2242917560598
2023-06-23,85.12632558274426
2023-06-24,50.3019196625307
2023-06-25,39.66112896468766
2023-06-26,96.73446088948211
2023-06-27,92.86508245390283
2023-06-28,85.12632558274426
2023-06-29,85.12632558274426
2023-06-30,89.96304862721836
2023-07-01,53.20395348921516
2023-07-02,41.59581818247731
2023-07-03,96.73446088948211
2023-07-04,42.56316279137213
2023-07-05,88.02835940942872
2023-07-06,90.93039323611319
2023-07-07,92.86508245390283
2023-07-08,54.17129809810998
2023-07-09,37.72643974689802
2023-07-10,96.73446088948211
2023-07-11,89.96304862721836
2023-07-12,82.2242917560598
2023-07-13,81.25694714716498
2023-07-14,85.12632558274426
2023-07-15,47.399885835846234
2023-07-16,36.759095138003204
2023-07-17,94.79977167169247
2023-07-18,86.09367019163908
2023-07-19,81.25694714716498
2023-07-20,81.25694714716498
2023-07-21,82.2242917560598
2023-07-22,47.399885835846234
2023-07-23,34.82440592021356
2023-07-24,90.93039323611319
2023-07-25,88.02835940942872
2023-07-26,81.25694714716498
2023-07-27,79.32225792937533
2023-07-28,87.0610148005339
2023-07-29,53.20395348921516
2023-07-30,36.759095138003204
2023-07-31,92.86508245390283
2023-08-01,88.99570401832354
2023-08-02,85.12632558274426
2023-08-03,87.0610148005339
2023-08-04,85.12632558274426
2023-08-05,48.367230444741054
2023-08-06,38.69378435579284
2023-08-07,92.86508245390283
2023-08-08,89.96304862721836
2023-08-09,86.09367019163908
2023-08-10,78.3549133204805
2023-08-11,88.99570401832354
2023-08-12,48.367230444741054
2023-08-13,36.759095138003204
2023-08-14,87.0610148005339
2023-08-15,84.15898097384944
2023-08-16,81.25694714716498
2023-08-17,80.28960253827015
2023-08-18,83.19163636495462
2023-08-19,45.465196618056595
2023-08-20,32.88971670242392
2023-08-21,85.12632558274426
2023-08-22,74.48553488490123
2023-08-23,78.3549133204805
2023-08-24,73.51819027600641
2023-08-25,78.3549133204805
2023-08-26,45.465196618056595
2023-08-27,33.85706131131874
2023-08-28,79.32225792937533
2023-08-29,78.3549133204805
2023-08-30,72.55084566711159
2023-08-31,78.3549133204805
2023-09-01,81.25694714716498
2023-09-02,44.49785200916177
2023-09-03,29.987682875739456
2023-09-04,43.53050740026695
2023-09-05,86.09367019163908
2023-09-06,81.25694714716498
2023-09-07,75.45287949379605
2023-09-08,75.45287949379605
2023-09-09,44.49785200916177
2023-09-10,31.922372093529095
2023-09-11,79.32225792937533
2023-09-12,80.28960253827015
2023-09-13,68.6814672315323
2023-09-14,71.58350105821677
2023-09-15,72.55084566711159
2023-09-16,45.465196618056595
2023-09-17,29.987682875739456
2023-09-18,74.48553488490123
2023-09-19,72.55084566711159
2023-09-20,69.64881184042711
2023-09-21,68.6814672315323
2023-09-22,68.6814672315323
2023-09-23,43.53050740026695
2023-09-24,31.922372093529095
2023-09-25,79.32225792937533
2023-09-26,70.61615644932193
2023-09-27,67.71412262263748
2023-09-28,67.71412262263748
2023-09-29,72.55084566711159
2023-09-30,45.465196618056595
2023-10-01,34.82440592021356
2023-10-02,79.32225792937533
2023-10-03,71.58350105821677
2023-10-04,68.6814672315323
2023-10-05,68.6814672315323
2023-10-06,70.61615644932193
2023-10-07,43.53050740026695
2023-10-08,33.85706131131874
2023-10-09,73.51819027600641
2023-10-10,72.55084566711159
2023-10-11,67.71412262263748
2023-10-12,67.71412262263748
2023-10-13,67.71412262263748
2023-10-14,38.69378435579284
2023-10-15,33.85706131131874
2023-10-16,72.55084566711159
2023-10-17,66.74677801374266
2023-10-18,62.87739957816337
2023-10-19,63.84474418705819
2023-10-20,66.74677801374266
2023-10-21,39.66112896468766
2023-10-22,28.052993657949813
2023-10-23,73.51819027600641
2023-10-24,70.61615644932193
2023-10-25,64.81208879595302
2023-10-26,61.91005496926855
2023-10-27,63.84474418705819
2023-10-28,36.759095138003204
2023-10-29,25.15095983126535
2023-10-30,68.6814672315323
2023-10-31,64.81208879595302
2023-11-01,65.77943340484784
2023-11-02,62.87739957816337
2023-11-03,68.6814672315323
2023-11-04,42.56316279137213
2023-11-05,30.955027484634275
2023-11-06,76.42022410269087
2023-11-07,72.55084566711159
2023-11-08,66.74677801374266
2023-11-09,64.81208879595302
2023-11-10,70.61615644932193
2023-11-11,38.69378435579284
2023-11-12,28.052993657949813
2023-11-13,73.51819027600641
2023-11-14,68.6814672315323
2023-11-15,64.81208879595302
2023-11-16,62.87739957816337
2023-11-17,66.74677801374266
2023-11-18,39.66112896468766
2023-11-19,27.08564904905499
2023-11-20,71.58350105821677
2023-11-21,68.6814672315323
2023-11-22,66.74677801374266
2023-11-23,24.183615222370527
2023-11-24,51.26926427142552
2023-11-25,33.85706131131874
2023-11-26,26.11830444016017
2023-11-27,73.51819027600641
2023-11-28,65.77943340484784
2023-11-29,65.77943340484784
2023-11-30,61.91005496926855
2023-12-01,66.74677801374266
2023-12-02,42.56316279137213
2023-12-03,26.11830444016017
2023-12-04,64.81208879595302
2023-12-05,62.87739957816337
2023-12-06,59.008021142584084
2023-12-07,59.008021142584084
2023-12-08,61.91005496926855
2023-12-09,37.72643974689802
2023-12-10,25.15095983126535
2023-12-11,63.84474418705819
2023-12-12,61.91005496926855
2023-12-13,59.97536575147891
2023-12-14,58.040676533689265
2023-12-15,60.94271036037373
2023-12-16,35.791750529108384
2023-12-17,26.11830444016017
2023-12-18,65.77943340484784
2023-12-19,60.94271036037373
2023-12-20,62.87739957816337
2023-12-21,61.91005496926855
2023-12-22,65.1420150204051
2023-12-23,31.833171803093563
2023-12-24,21.55278090531923
2023-12-25,22.03645320976664
2023-12-26,74.44273405884675
2023-12-27,79.34109335551021
2023-12-28,75.42240591817944
2023-12-29,83.25978079284098
2023-12-30,42.60956225575318
2023-12-31,25.955140647097412
2024-01-01,34.77218738109164
2024-01-02,86.19879637083906
2024-01-03,86.19879637083906
2024-01-04,76.40207777751213
2024-01-05,76.40207777751213
2024-01-06,45.54857783375126
2024-01-07,30.853499943760873
2024-01-08,75.42240591817944
2024-01-09,68.08103059840317
2024-01-10,66.12168687973781
2024-01-11,67.5850310435179
2024-01-12,71.50371848084868
2024-01-13,41.62989039642049
2024-01-14,28.894156225095486
2024-01-15,51.426608989747415
2024-01-16,69.54437476218328
2024-01-17,69.06070245773587
2024-01-18,66.6053591841852
2024-01-19,70.04037431706857
2024-01-20,43.58923411508587
2024-01-21,29.759973293116907
2024-01-22,71.42393590348058
2024-01-23,67.45593946439833
2024-01-24,66.46394035462777
2024-01-25,64.47994213508663
2024-01-26,67.45593946439833
2024-01-27,44.639959939675364
2024-01-28,29.759973293116907
2024-01-29,72.41593501325114
2024-01-30,73.4079341230217
2024-01-31,72.41593501325114
2024-02-01,66.46394035462777
2024-02-02,70.43193679371002
2024-02-03,45.631959049445925
2024-02-04,33.72796973219916
2024-02-05,71.42393590348058
2024-02-06,69.43993768393945
2024-02-07,64.47994213508663
2024-02-08,64.47994213508663
2024-02-09,67.45593946439833
2024-02-10,48.60795637875761
2024-02-11,28.767974183346343
2024-02-12,61.50394480577494
2024-02-13,66.46394035462777
2024-02-14,58.527947476463254
2024-02-15,65.47194124485719
2024-02-16,73.4079341230217
2024-02-17,46.62395815921649
2024-02-18,33.72796973219916
2024-02-19,65.47194124485719
2024-02-20,79.3599287816451
2024-02-21,75.39193234256284
2024-02-22,74.39993323279226
2024-02-23,78.36792967187452
2024-02-24,49.59995548852818
2024-02-25,36.70396706151085
2024-02-26,83.32792522072734
2024-02-27,75.39193234256284
2024-02-28,71.42393590348058
2024-02-29,71.42393590348058
2024-03-01,79.3599287816451
2024-03-02,51.58395370806931
2024-03-03,37.69596617128142
2024-03-04,83.32792522072734
2024-03-05,75.39193234256284
2024-03-06,72.41593501325114
2024-03-07,67.45593946439833
2024-03-08,74.39993323279226
2024-03-09,47.61595726898705
2024-03-10,34.719968841969724
2024-03-11,80.35192789141566
2024-03-12,74.39993323279226
2024-03-13,74.39993323279226
2024-03-14,71.42393590348058
2024-03-15,76.3839314523334
2024-03-16,48.60795637875761
2024-03-17,35.71196795174029
2024-03-18,80.35192789141566
2024-03-19,74.39993323279226
2024-03-20,74.39993323279226
2024-03-21,72.41593501325114
2024-03-22,74.39993323279226
2024-03-23,44.639959939675364
2024-03-24,35.71196795174029
2024-03-25,78.36792967187452
2024-03-26,73.4079341230217
2024-03-27,73.4079341230217
2024-03-28,77.37593056210396
2024-03-29,78.36792967187452
2024-03-30,43.6479608299048
2024-03-31,32.735970622428596
2024-04-01,90.27191898912129
2024-04-02,79.3599287816451
2024-04-03,74.39993323279226
2024-04-04,73.4079341230217
2024-04-05,73.4079341230217
2024-04-06,44.639959939675364
2024-04-07,33.72796973219916
2024-04-08,69.43993768393945
2024-04-09,70.43193679371002
2024-04-10,72.41593501325114
2024-04-11,70.43193679371002
2024-04-12,73.4079341230217
2024-04-13,45.631959049445925
2024-04-14,35.71196795174029
2024-04-15,78.36792967187452
2024-04-16,72.41593501325114
2024-04-17,67.45593946439833
2024-04-18,67.45593946439833
2024-04-19,68.44793857416889
2024-04-20,42.655961720134236
2024-04-21,31.743971512658035
2024-04-22,76.3839314523334
2024-04-23,71.42393590348058
2024-04-24,69.43993768393945
2024-04-25,66.46394035462777
2024-04-26,69.43993768393945
2024-04-27,39.67996439082255
2024-04-28,31.743971512658035
2024-04-29,81.34392700118622
2024-04-30,76.3839314523334
2024-05-01,67.45593946439833
2024-05-02,71.42393590348058
2024-05-03,71.42393590348058
2024-05-04,43.6479608299048
2024-05-05,33.72796973219916
2024-05-06,76.3839314523334
2024-05-07,72.41593501325114
2024-05-08,72.41593501325114
2024-05-09,70.43193679371002
2024-05-10,69.43993768393945
2024-05-11,41.66396261036367
2024-05-12,28.767974183346343
2024-05-13,73.4079341230217
2024-05-14,69.43993768393945
2024-05-15,68.44793857416889
2024-05-16,68.44793857416889
2024-05-17,68.44793857416889
2024-05-18,45.631959049445925
2024-05-19,35.71196795174029
2024-05-20,81.34392700118622
2024-05-21,75.39193234256284
2024-05-22,72.41593501325114
2024-05-23,70.43193679371002
2024-05-24,80.35192789141566
2024-05-25,42.655961720134236
2024-05-26,27.77597507357578
2024-05-27,43.6479608299048
2024-05-28,89.27991987935073
2024-05-29,80.35192789141566
2024-05-30,80.35192789141566
2024-05-31,85.31192344026847
2024-06-01,50.59195459829874
2024-06-02,38.68796528105198
2024-06-03,90.27191898912129
2024-06-04,82.33592611095678
2024-06-05,83.32792522072734
2024-06-06,80.35192789141566
2024-06-07,83.32792522072734
2024-06-08,48.60795637875761
2024-06-09,34.719968841969724
2024-06-10,90.27191898912129
2024-06-11,82.33592611095678
2024-06-12,78.36792967187452
2024-06-13,79.3599287816451
2024-06-14,82.33592611095678
2024-06-15,45.631959049445925
2024-06-16,32.735970622428596
2024-06-17,87.2959216598096
2024-06-18,86.30392255003903
2024-06-19,83.32792522072734
2024-06-20,79.3599287816451
2024-06-21,86.30392255003903
2024-06-22,48.60795637875761
2024-06-23,35.71196795174029
2024-06-24,93.24791631843298
2024-06-25,87.2959216598096
2024-06-26,81.34392700118622
2024-06-27,81.34392700118622
2024-06-28,91.26391809889185
2024-06-29,49.59995548852818
2024-06-30,38.68796528105198
2024-07-01,99.19991097705636
2024-07-02,96.22391364774467
2024-07-03,86.30392255003903
2024-07-04,46.62395815921649
2024-07-05,90.27191898912129
2024-07-06,45.631959049445925
2024-07-07,39.67996439082255
2024-07-08,93.24791631843298
2024-07-09,91.26391809889185
2024-07-10,86.30392255003903
2024-07-11,80.35192789141566
2024-07-12,79.3599287816451
2024-07-13,47.61595726898705
2024-07-14,33.72796973219916
2024-07-15,86.30392255003903
2024-07-16,83.32792522072734
2024-07-17,80.35192789141566
2024-07-18,78.36792967187452
2024-07-19,90.27191898912129
2024-07-20,48.60795637875761
2024-07-21,37.69596617128142
2024-07-22,94.23991542820355
2024-07-23,85.31192344026847
2024-07-24,82.33592611095678
2024-07-25,80.35192789141566
2024-07-26,85.31192344026847
2024-07-27,44.639959939675364
2024-07-28,35.71196795174029
2024-07-29,87.2959216598096
2024-07-30,85.31192344026847
2024-07-31,82.33592611095678
2024-08-01,84.31992433049791
2024-08-02,88.28792076958015
2024-08-03,46.62395815921649
2024-08-04,37.69596617128142
2024-08-05,85.31192344026847
2024-08-06,85.31192344026847
2024-08-07,84.31992433049791
2024-08-08,77.37593056210396
2024-08-09,80.35192789141566
2024-08-10,49.59995548852818
2024-08-11,38.68796528105198
2024-08-12,93.24791631843298
2024-08-13,87.2959216598096
2024-08-14,85.31192344026847
2024-08-15,80.35192789141566
2024-08-16,81.34392700118622
2024-08-17,51.58395370806931
2024-08-18,38.38785364512691
2024-08-19,88.21691899543791
2024-08-20,88.21691899543791
2024-08-21,76.27970773536853
2024-08-22,77.31981789038527
2024-08-23,78.359928045402
2024-08-24,49.82906535031101
2024-08-25,37.89185409024162
2024-08-26,86.13669868540444
2024-08-27,80.44014835543547
2024-08-28,77.31981789038527
2024-08-29,76.27970773536853
2024-08-30,87.72091944055262
2024-08-31,45.66862473024406
2024-09-01,32.69130331515794
2024-09-02,42.05229471030857
2024-09-03,82.52036866546895
2024-09-04,79.40003820041875
2024-09-05,76.27970773536853
2024-09-06,75.78370818048325
2024-09-07,46.16462428512935
2024-09-08,32.69130331515794
2024-09-09,80.44014835543547
2024-09-10,71.62326756041631
2024-09-11,67.46282694034936
2024-09-12,71.62326756041631
2024-09-13,72.66337771543303
2024-09-14,44.62851457522733
2024-09-15,30.61108300512447
2024-09-16,79.40003820041875
2024-09-17,72.91082041761493
2024-09-18,69.6461568168262
2024-09-19,67.46971441630039
2024-09-20,71.82259921735202
2024-09-21,44.61706921077929
2024-09-22,32.64663600788728
