Time,mlb scores
2022-05-16,25.0
2022-05-17,48.0
2022-05-18,52.0
2022-05-19,50.0
2022-05-20,32.0
2022-05-21,70.0
2022-05-22,83.0
2022-05-23,26.0
2022-05-24,43.0
2022-05-25,57.0
2022-05-26,44.0
2022-05-27,45.0
2022-05-28,77.0
2022-05-29,77.0
2022-05-30,52.0
2022-05-31,42.0
2022-06-01,57.0
2022-06-02,48.0
2022-06-03,51.0
2022-06-04,77.0
2022-06-05,83.0
2022-06-06,28.0
2022-06-07,42.0
2022-06-08,53.0
2022-06-09,57.0
2022-06-10,44.0
2022-06-11,78.0
2022-06-12,83.0
2022-06-13,26.0
2022-06-14,45.0
2022-06-15,59.0
2022-06-16,53.0
2022-06-17,49.0
2022-06-18,82.0
2022-06-19,79.0
2022-06-20,30.0
2022-06-21,45.0
2022-06-22,60.0
2022-06-23,62.0
2022-06-24,40.0
2022-06-25,84.0
2022-06-26,86.0
2022-06-27,32.0
2022-06-28,48.0
2022-06-29,65.0
2022-06-30,51.0
2022-07-01,52.0
2022-07-02,83.0
2022-07-03,79.0
2022-07-04,55.0
2022-07-05,47.0
2022-07-06,60.0
2022-07-07,55.0
2022-07-08,53.0
2022-07-09,88.0
2022-07-10,83.0
2022-07-11,38.0
2022-07-12,50.0
2022-07-13,63.0
2022-07-14,57.0
2022-07-15,57.0
2022-07-16,84.0
2022-07-17,89.0
2022-07-18,18.0
2022-07-19,10.0
2022-07-20,21.0
2022-07-21,22.0
2022-07-22,36.0
2022-07-23,87.0
2022-07-24,92.0
2022-07-25,29.0
2022-07-26,49.0
2022-07-27,64.0
2022-07-28,47.0
2022-07-29,49.0
2022-07-30,85.0
2022-07-31,83.0
2022-08-01,26.0
2022-08-02,50.0
2022-08-03,66.0
2022-08-04,54.0
2022-08-05,49.0
2022-08-06,87.0
2022-08-07,100.0
2022-08-08,29.0
2022-08-09,47.0
2022-08-10,76.0
2022-08-11,61.0
2022-08-12,35.0
2022-08-13,78.0
2022-08-14,94.0
2022-08-15,33.0
2022-08-16,53.0
2022-08-17,65.0
2022-08-18,67.0
2022-08-19,47.0
2022-08-20,86.0
2022-08-21,96.0
2022-08-22,33.0
2022-08-23,53.0
2022-08-24,65.0
2022-08-25,53.0
2022-08-26,48.0
2022-08-27,80.0
2022-08-28,91.0
2022-08-29,23.5
2022-08-30,36.5
2022-08-31,42.5
2022-09-01,45.0
2022-09-02,29.5
2022-09-03,55.5
2022-09-04,76.0
2022-09-05,46.0
2022-09-06,31.0
2022-09-07,57.5
2022-09-08,41.0
2022-09-09,35.0
2022-09-10,65.5
2022-09-11,67.0
2022-09-12,24.5
2022-09-13,36.5
2022-09-14,52.0
2022-09-15,41.0
2022-09-16,34.5
2022-09-17,63.0
2022-09-18,68.0
2022-09-19,25.5
2022-09-20,36.5
2022-09-21,50.0
2022-09-22,46.0
2022-09-23,42.0
2022-09-24,68.0
2022-09-25,61.5
2022-09-26,28.5
2022-09-27,31.5
2022-09-28,32.0
2022-09-29,34.0
2022-09-30,27.0
2022-10-01,42.0
2022-10-02,45.0
2022-10-03,20.0
2022-10-04,35.0
2022-10-05,37.0
2022-10-06,12.0
2022-10-07,31.0
2022-10-08,71.0
2022-10-09,66.0
2022-10-10,29.0
2022-10-11,37.0
2022-10-12,63.0
2022-10-13,62.0
2022-10-14,56.0
2022-10-15,89.0
2022-10-16,100.0
2022-10-17,42.0
2022-10-18,65.0
2022-10-19,52.0
2022-10-20,48.0
2022-10-21,45.0
2022-10-22,61.0
2022-10-23,93.0
2022-10-24,45.0
2022-10-25,6.0
2022-10-26,5.0
2022-10-27,4.0
2022-10-28,7.0
2022-10-29,49.0
2022-10-30,43.0
2022-10-31,10.0
2022-11-01,18.0
2022-11-02,33.0
2022-11-03,36.0
2022-11-04,48.0
2022-11-05,13.0
2022-11-06,37.0
2022-11-07,2.0
2022-11-08,1.0
2022-11-09,1.0
2022-11-10,1.0
2022-11-11,1.0
2022-11-12,1.0
2022-11-13,1.0
2022-11-14,1.0
2022-11-15,1.0
2022-11-16,1.0
2022-11-17,1.0
2022-11-18,1.0
2022-11-19,1.0
2022-11-20,1.0
2022-11-21,1.0
2022-11-22,1.0
2022-11-23,1.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,1.0
2022-11-28,1.0
2022-11-29,1.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,1.0
2022-12-03,1.0
2022-12-04,1.0
2022-12-05,1.0
2022-12-06,1.0
2022-12-07,1.0
2022-12-08,1.0
2022-12-09,1.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,1.0
2022-12-17,1.0
2022-12-18,1.0
2022-12-19,1.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,1.0
2022-12-24,1.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,1.0
2022-12-31,1.0
2023-01-01,1.0
2023-01-02,1.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,1.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,1.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,1.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,1.0
2023-02-25,2.0
2023-02-26,3.0
2023-02-27,3.0
2023-02-28,3.0
2023-03-01,2.0
2023-03-02,3.0
2023-03-03,2.0
2023-03-04,3.0
2023-03-05,3.0
2023-03-06,2.0
2023-03-07,2.0
2023-03-08,3.0
2023-03-09,3.0
2023-03-10,2.0
2023-03-11,3.0
2023-03-12,3.0
2023-03-13,3.0
2023-03-14,2.0
2023-03-15,3.0
2023-03-16,3.0
2023-03-17,2.0
2023-03-18,3.0
2023-03-19,3.0
2023-03-20,2.0
2023-03-21,3.0
2023-03-22,3.0
2023-03-23,2.0
2023-03-24,3.0
2023-03-25,3.0
2023-03-26,4.0
2023-03-27,3.0
2023-03-28,3.0
2023-03-29,2.0
2023-03-30,31.0
2023-03-31,34.0
2023-04-01,40.0
2023-04-02,41.0
2023-04-03,18.0
2023-04-04,28.0
2023-04-05,35.0
2023-04-06,19.0
2023-04-07,29.0
2023-04-08,37.0
2023-04-09,43.0
2023-04-10,19.0
2023-04-11,27.0
2023-04-12,38.0
2023-04-13,28.0
2023-04-14,26.0
2023-04-15,47.0
2023-04-16,45.0
2023-04-17,19.0
2023-04-18,28.0
2023-04-19,41.0
2023-04-20,27.0
2023-04-21,27.0
2023-04-22,47.0
2023-04-23,46.0
2023-04-24,15.0
2023-04-25,26.0
2023-04-26,42.0
2023-04-27,38.0
2023-04-28,28.5
2023-04-29,55.0
2023-04-30,56.5
2023-05-01,23.5
2023-05-02,29.0
2023-05-03,43.0
2023-05-04,42.0
2023-05-05,24.0
2023-05-06,59.0
2023-05-07,62.5
2023-05-08,20.0
2023-05-09,34.0
2023-05-10,42.0
2023-05-11,33.5
2023-05-12,26.5
2023-05-13,63.0
2023-05-14,59.0
2023-05-15,21.0
2023-05-16,35.0
2023-05-17,45.5
2023-05-18,39.5
2023-05-19,28.0
2023-05-20,62.0
2023-05-21,61.5
2023-05-22,20.0
2023-05-23,33.5
2023-05-24,44.5
2023-05-25,42.0
2023-05-26,46.0
2023-05-27,74.0
2023-05-28,75.0
2023-05-29,50.0
2023-05-30,34.0
2023-05-31,57.0
2023-06-01,44.0
2023-06-02,35.0
2023-06-03,76.0
2023-06-04,76.0
2023-06-05,33.0
2023-06-06,36.0
2023-06-07,50.0
2023-06-08,52.0
2023-06-09,42.0
2023-06-10,78.0
2023-06-11,70.0
2023-06-12,26.0
2023-06-13,41.0
2023-06-14,62.0
2023-06-15,56.0
2023-06-16,46.0
2023-06-17,75.0
2023-06-18,76.0
2023-06-19,36.0
2023-06-20,42.0
2023-06-21,63.0
2023-06-22,53.0
2023-06-23,35.0
2023-06-24,81.0
2023-06-25,89.0
2023-06-26,26.0
2023-06-27,39.0
2023-06-28,54.0
2023-06-29,60.0
2023-06-30,44.0
2023-07-01,77.0
2023-07-02,83.0
2023-07-03,43.0
2023-07-04,76.0
2023-07-05,45.0
2023-07-06,59.0
2023-07-07,49.0
2023-07-08,85.0
2023-07-09,79.0
2023-07-10,17.0
2023-07-11,10.0
2023-07-12,20.0
2023-07-13,9.0
2023-07-14,18.0
2023-07-15,72.0
2023-07-16,87.0
2023-07-17,27.0
2023-07-18,49.0
2023-07-19,67.0
2023-07-20,51.0
2023-07-21,38.0
2023-07-22,79.0
2023-07-23,79.0
2023-07-24,28.0
2023-07-25,42.0
2023-07-26,62.0
2023-07-27,45.0
2023-07-28,38.0
2023-07-29,77.0
2023-07-30,87.0
2023-07-31,28.0
2023-08-01,47.0
2023-08-02,62.0
2023-08-03,58.0
2023-08-04,53.0
2023-08-05,80.0
2023-08-06,85.0
2023-08-07,31.0
2023-08-08,51.0
2023-08-09,60.0
2023-08-10,58.0
2023-08-11,37.0
2023-08-12,76.0
2023-08-13,85.0
2023-08-14,29.0
2023-08-15,43.0
2023-08-16,58.0
2023-08-17,52.0
2023-08-18,45.0
2023-08-19,80.0
2023-08-20,82.0
2023-08-21,26.0
2023-08-22,46.0
2023-08-23,67.0
2023-08-24,54.0
2023-08-25,40.0
2023-08-26,70.0
2023-08-27,76.0
2023-08-28,26.0
2023-08-29,47.0
2023-08-30,65.0
2023-08-31,42.0
2023-09-01,40.0
2023-09-02,64.0
2023-09-03,83.0
2023-09-04,54.0
2023-09-05,33.0
2023-09-06,60.0
2023-09-07,40.0
2023-09-08,44.0
2023-09-09,69.0
2023-09-10,66.0
2023-09-11,29.0
2023-09-12,55.0
2023-09-13,57.0
2023-09-14,48.0
2023-09-15,38.0
2023-09-16,67.0
2023-09-17,73.0
2023-09-18,25.0
2023-09-19,43.0
2023-09-20,61.0
2023-09-21,43.0
2023-09-22,50.0
2023-09-23,72.0
2023-09-24,72.0
2023-09-25,28.0
2023-09-26,37.0
2023-09-27,55.0
2023-09-28,57.0
2023-09-29,48.0
2023-09-30,74.0
2023-10-01,82.0
2023-10-02,17.0
2023-10-03,35.0
2023-10-04,81.0
2023-10-05,51.0
2023-10-06,16.0
2023-10-07,57.0
2023-10-08,100.0
2023-10-09,63.0
2023-10-10,82.0
2023-10-11,73.0
2023-10-12,76.0
2023-10-13,61.0
2023-10-14,19.0
2023-10-15,22.0
2023-10-16,52.0
2023-10-17,53.0
2023-10-18,50.0
2023-10-19,64.0
2023-10-20,76.0
2023-10-21,83.0
2023-10-22,67.0
2023-10-23,81.0
2023-10-24,85.0
2023-10-25,69.0
2023-10-26,8.0
2023-10-27,11.0
2023-10-28,60.0
2023-10-29,48.0
2023-10-30,13.0
2023-10-31,41.0
2023-11-01,45.0
2023-11-02,40.0
2023-11-03,3.0
2023-11-04,3.0
2023-11-05,4.0
2023-11-06,2.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-11,1.0
2023-11-12,2.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-18,1.0
2023-11-19,2.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-25,1.0
2023-11-26,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,0.0
2023-12-01,1.0
2023-12-02,1.0
2023-12-03,1.0
2023-12-04,1.0
2023-12-05,1.0
2023-12-06,1.0
2023-12-07,1.0
2023-12-08,1.0
2023-12-09,1.0
2023-12-10,2.0
2023-12-11,1.0
2023-12-12,1.0
2023-12-13,1.0
2023-12-14,1.0
2023-12-15,1.0
2023-12-16,1.0
2023-12-17,1.0
2023-12-18,1.0
2023-12-19,1.0
2023-12-20,1.0
2023-12-21,1.0
2023-12-22,1.0
2023-12-23,1.0
2023-12-24,1.5
2023-12-25,1.5
2023-12-26,1.0
2023-12-27,0.5
2023-12-28,1.0
2023-12-29,1.0
2023-12-30,1.0
2023-12-31,1.5
2024-01-01,1.0
2024-01-02,1.0
2024-01-03,1.0
2024-01-04,0.5
2024-01-05,0.5
2024-01-06,1.0
2024-01-07,1.5
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,0.5
2024-01-11,0.5
2024-01-12,0.5
2024-01-13,1.0
2024-01-14,1.5
2024-01-15,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,0.5
2024-01-19,0.5
2024-01-20,1.0
2024-01-21,1.0
2024-01-22,1.0
2024-01-23,1.0
2024-01-24,1.0
2024-01-25,1.0
2024-01-26,1.0
2024-01-27,1.0
2024-01-28,1.0
2024-01-29,1.0
2024-01-30,1.0
2024-01-31,1.0
2024-02-01,1.0
2024-02-02,1.0
2024-02-03,1.0
2024-02-04,1.0
2024-02-05,1.0
2024-02-06,1.0
2024-02-07,0.0
2024-02-08,1.0
2024-02-09,0.0
2024-02-10,1.0
2024-02-11,1.0
2024-02-12,1.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,1.0
2024-02-16,1.0
2024-02-17,1.0
2024-02-18,1.0
2024-02-19,1.0
2024-02-20,1.0
2024-02-21,1.0
2024-02-22,2.0
2024-02-23,4.0
2024-02-24,6.0
2024-02-25,8.0
2024-02-26,5.0
2024-02-27,6.0
2024-02-28,6.0
2024-02-29,5.0
2024-03-01,6.0
2024-03-02,8.0
2024-03-03,7.0
2024-03-04,5.0
2024-03-05,5.0
2024-03-06,6.0
2024-03-07,4.0
2024-03-08,6.0
2024-03-09,7.0
2024-03-10,7.0
2024-03-11,5.0
2024-03-12,4.0
2024-03-13,6.0
2024-03-14,5.0
2024-03-15,5.0
2024-03-16,6.0
2024-03-17,8.0
2024-03-18,5.0
2024-03-19,5.0
2024-03-20,12.0
2024-03-21,12.0
2024-03-22,7.0
2024-03-23,7.0
2024-03-24,8.0
2024-03-25,6.0
2024-03-26,6.0
2024-03-27,5.0
2024-03-28,43.0
2024-03-29,69.0
2024-03-30,83.0
2024-03-31,92.0
2024-04-01,37.0
2024-04-02,54.0
2024-04-03,68.0
2024-04-04,52.0
2024-04-05,45.0
2024-04-06,67.0
2024-04-07,80.0
2024-04-08,31.0
2024-04-09,54.0
2024-04-10,55.0
2024-04-11,42.0
2024-04-12,33.0
2024-04-13,79.0
2024-04-14,82.0
2024-04-15,34.0
2024-04-16,50.0
2024-04-17,68.0
2024-04-18,39.0
2024-04-19,38.0
2024-04-20,84.0
2024-04-21,82.0
2024-04-22,39.0
2024-04-23,41.0
2024-04-24,58.0
2024-04-25,60.0
2024-04-26,33.0
2024-04-27,75.0
2024-04-28,86.0
2024-04-29,35.0
2024-04-30,47.0
2024-05-01,61.0
2024-05-02,50.0
2024-05-03,37.0
2024-05-04,78.0
2024-05-05,87.0
2024-05-06,34.0
2024-05-07,44.0
2024-05-08,62.0
2024-05-09,49.0
2024-05-10,38.0
2024-05-11,92.0
2024-05-12,84.0
2024-05-13,33.0
2024-05-14,56.0
2024-05-15,58.0
2024-05-16,46.0
2024-05-17,43.0
2024-05-18,82.0
2024-05-19,86.0
2024-05-20,38.0
2024-05-21,44.0
2024-05-22,64.0
2024-05-23,59.0
2024-05-24,35.0
2024-05-25,85.0
2024-05-26,90.0
2024-05-27,56.0
2024-05-28,37.0
2024-05-29,61.0
2024-05-30,54.0
2024-05-31,43.0
2024-06-01,79.0
2024-06-02,92.0
2024-06-03,32.0
2024-06-04,43.0
2024-06-05,62.0
2024-06-06,51.0
2024-06-07,44.0
2024-06-08,87.0
2024-06-09,86.0
2024-06-10,37.0
2024-06-11,44.0
2024-06-12,60.0
2024-06-13,64.0
2024-06-14,42.0
2024-06-15,78.0
2024-06-16,85.0
2024-06-17,37.0
2024-06-18,44.0
2024-06-19,69.0
2024-06-20,64.0
2024-06-21,45.0
2024-06-22,85.0
2024-06-23,83.0
2024-06-24,32.0
2024-06-25,51.0
2024-06-26,66.0
2024-06-27,57.0
2024-06-28,43.0
2024-06-29,95.0
2024-06-30,86.0
2024-07-01,34.0
2024-07-02,39.0
2024-07-03,53.0
2024-07-04,96.0
2024-07-05,44.0
2024-07-06,98.0
2024-07-07,80.0
2024-07-08,43.0
2024-07-09,42.0
2024-07-10,64.0
2024-07-11,65.0
2024-07-12,48.0
2024-07-13,95.0
2024-07-14,90.0
2024-07-15,19.0
2024-07-16,12.0
2024-07-17,24.0
2024-07-18,10.0
2024-07-19,24.0
2024-07-20,76.0
2024-07-21,91.0
2024-07-22,38.0
2024-07-23,50.0
2024-07-24,77.0
2024-07-25,56.0
2024-07-26,37.0
2024-07-27,80.0
2024-07-28,92.0
2024-07-29,41.0
2024-07-30,57.0
2024-07-31,77.0
2024-08-01,39.0
2024-08-02,47.0
2024-08-03,87.0
2024-08-04,100.0
2024-08-05,34.0
2024-08-06,46.0
2024-08-07,70.0
2024-08-08,66.0
2024-08-09,50.0
2024-08-10,83.0
2024-08-11,91.0
2024-08-12,33.0
2024-08-13,49.0
2024-08-14,64.0
2024-08-15,68.0
2024-08-16,42.0
2024-08-17,87.0
2024-08-18,75.5
2024-08-19,29.0
2024-08-20,40.5
2024-08-21,62.0
2024-08-22,54.5
2024-08-23,38.0
2024-08-24,79.0
2024-08-25,79.5
2024-08-26,33.0
2024-08-27,39.5
2024-08-28,62.5
2024-08-29,55.0
2024-08-30,40.0
2024-08-31,73.5
2024-09-01,84.0
2024-09-02,48.0
2024-09-03,32.5
2024-09-04,52.5
2024-09-05,51.5
2024-09-06,38.5
2024-09-07,70.0
2024-09-08,67.5
2024-09-09,28.0
2024-09-10,38.5
2024-09-11,55.0
2024-09-12,50.5
2024-09-13,41.0
2024-09-14,73.5
2024-09-15,70.0
2024-09-16,27.5
2024-09-17,33.0
2024-09-18,49.0
2024-09-19,52.0
2024-09-20,35.0
2024-09-21,69.0
2024-09-22,69.0
2024-09-23,26.0
2024-09-24,34.0
2024-09-25,50.0
2024-09-26,52.0
2024-09-27,41.0
2024-09-28,68.0
2024-09-29,74.0
2024-09-30,46.0
2024-10-01,49.0
2024-10-02,77.0
2024-10-03,64.0
2024-10-04,40.0
2024-10-05,53.0
2024-10-06,100.0
2024-10-07,62.0
2024-10-08,60.0
2024-10-09,82.0
2024-10-10,91.0
2024-10-11,74.0
2024-10-12,82.0
2024-10-13,29.0
2024-10-14,67.0
2024-10-15,57.0
2024-10-16,53.0
2024-10-17,64.0
2024-10-18,94.0
2024-10-19,90.0
2024-10-20,83.0
2024-10-21,55.0
2024-10-22,9.0
2024-10-23,7.0
2024-10-24,5.0
2024-10-25,9.0
2024-10-26,64.0
2024-10-27,59.0
2024-10-28,12.0
2024-10-29,61.0
2024-10-30,66.0
2024-10-31,74.0
2024-11-01,4.0
2024-11-02,3.0
2024-11-03,3.0
2024-11-04,2.0
2024-11-05,1.0
2024-11-06,1.0
2024-11-07,1.0
2024-11-08,1.0
2024-11-09,1.0
2024-11-10,2.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,1.0
2024-11-16,1.0
2024-11-17,2.0
2024-11-18,1.0
2024-11-19,1.0
2024-11-20,1.0
2024-11-21,1.0
2024-11-22,1.0
2024-11-23,1.0
2024-11-24,1.0
2024-11-25,1.0
2024-11-26,1.0
2024-11-27,1.0
2024-11-28,1.0
2024-11-29,1.0
2024-11-30,1.0
2024-12-01,1.0
2024-12-02,1.0
2024-12-03,1.0
2024-12-04,1.0
2024-12-05,0.0
2024-12-06,1.0
2024-12-07,1.0
2024-12-08,1.0
2024-12-09,1.0
2024-12-10,1.0
2024-12-11,1.0
2024-12-12,1.0
2024-12-13,1.0
2024-12-14,1.0
2024-12-15,1.0
2024-12-16,1.0
2024-12-17,1.0
2024-12-18,1.0
2024-12-19,1.0
2024-12-20,1.0
2024-12-21,1.0
2024-12-22,1.0
2024-12-23,1.0
2024-12-24,1.0
2024-12-25,1.0
2024-12-26,1.0
2024-12-27,1.0
2024-12-28,1.0
2024-12-29,1.0
2024-12-30,1.0
2024-12-31,1.0
2025-01-01,1.0
2025-01-02,1.0
2025-01-03,0.0
2025-01-04,1.0
2025-01-05,1.0
2025-01-06,1.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,1.0
2025-01-12,1.0
2025-01-13,1.0
2025-01-14,1.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,1.0
2025-01-18,1.0
2025-01-19,1.0
2025-01-20,1.0
2025-01-21,1.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,1.0
2025-01-27,1.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,1.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,1.0
2025-02-09,1.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,1.0
2025-02-21,2.0
2025-02-22,4.0
2025-02-23,4.0
2025-02-24,3.0
2025-02-25,3.0
2025-02-26,4.0
2025-02-27,3.0
2025-02-28,3.0
2025-03-01,4.0
2025-03-02,4.0
2025-03-03,3.0
2025-03-04,3.0
2025-03-05,3.0
2025-03-06,3.0
2025-03-07,3.0
2025-03-08,4.0
2025-03-09,5.0
2025-03-10,3.0
2025-03-11,3.0
2025-03-12,3.0
2025-03-13,3.0
2025-03-14,3.0
2025-03-15,4.0
2025-03-16,5.0
2025-03-17,3.0
2025-03-18,6.0
2025-03-19,6.0
2025-03-20,4.0
2025-03-21,4.0
2025-03-22,4.0
2025-03-23,5.0
2025-03-24,4.0
2025-03-25,4.0
2025-03-26,3.0
2025-03-27,31.0
2025-03-28,32.0
2025-03-29,54.0
2025-03-30,49.0
2025-03-31,23.0
2025-04-01,25.0
2025-04-02,37.0
2025-04-03,31.0
2025-04-04,33.0
2025-04-05,43.0
2025-04-06,48.0
2025-04-07,22.0
2025-04-08,31.0
2025-04-09,32.0
2025-04-10,26.0
2025-04-11,23.0
2025-04-12,48.0
2025-04-13,43.0
2025-04-14,20.0
2025-04-15,27.5
2025-04-16,33.5
2025-04-17,31.5
2025-04-18,29.0
2025-04-19,47.5
2025-04-20,42.5
2025-04-21,22.0
2025-04-22,24.5
2025-04-23,34.5
2025-04-24,27.0
2025-04-25,23.0
2025-04-26,40.0
2025-04-27,43.0
2025-04-28,20.0
2025-04-29,25.5
2025-04-30,31.5
2025-05-01,32.5
2025-05-02,24.0
2025-05-03,41.0
2025-05-04,46.0
2025-05-05,19.0
2025-05-06,27.5
2025-05-07,32.5
2025-05-08,28.5
2025-05-09,24.0
2025-05-10,44.0
2025-05-11,51.5
2025-05-12,18.5
2025-05-13,28.5
2025-05-14,35.5
2025-05-15,29.0
2025-05-16,23.0
2025-05-17,47.0
2025-05-18,47.0
2025-05-19,20.0
2025-05-20,27.0
2025-05-21,34.0
2025-05-22,29.0
2025-05-23,23.0
2025-05-24,49.0
2025-05-25,46.0
2025-05-26,33.0
2025-05-27,24.0
2025-05-28,38.0
2025-05-29,26.0
2025-05-30,25.0
2025-05-31,45.0
2025-06-01,48.0
2025-06-02,20.0
2025-06-03,27.0
2025-06-04,34.0
2025-06-05,35.0
2025-06-06,26.0
2025-06-07,47.0
2025-06-08,44.0
2025-06-09,21.0
2025-06-10,27.0
2025-06-11,36.0
2025-06-12,30.0
2025-06-13,24.0
2025-06-14,44.0
2025-06-15,47.0
2025-06-16,18.0
2025-06-17,25.0
2025-06-18,32.0
2025-06-19,36.0
2025-06-20,29.0
2025-06-21,48.0
2025-06-22,43.0
2025-06-23,18.0
2025-06-24,26.0
