Time,hustle
2022-01-01,5.0
2022-01-02,5.0
2022-01-03,5.0
2022-01-04,5.0
2022-01-05,5.0
2022-01-06,4.0
2022-01-07,4.0
2022-01-08,4.0
2022-01-09,5.0
2022-01-10,4.0
2022-01-11,4.0
2022-01-12,4.0
2022-01-13,5.0
2022-01-14,4.0
2022-01-15,5.0
2022-01-16,4.0
2022-01-17,4.0
2022-01-18,4.0
2022-01-19,4.0
2022-01-20,4.0
2022-01-21,4.0
2022-01-22,5.0
2022-01-23,5.0
2022-01-24,4.0
2022-01-25,4.0
2022-01-26,4.0
2022-01-27,4.0
2022-01-28,4.0
2022-01-29,5.0
2022-01-30,5.0
2022-01-31,4.0
2022-02-01,4.0
2022-02-02,4.0
2022-02-03,4.0
2022-02-04,5.0
2022-02-05,5.0
2022-02-06,4.0
2022-02-07,5.0
2022-02-08,4.0
2022-02-09,4.0
2022-02-10,3.0
2022-02-11,4.0
2022-02-12,4.0
2022-02-13,4.0
2022-02-14,3.0
2022-02-15,4.0
2022-02-16,5.0
2022-02-17,4.0
2022-02-18,7.0
2022-02-19,7.0
2022-02-20,5.0
2022-02-21,5.0
2022-02-22,4.0
2022-02-23,5.0
2022-02-24,4.0
2022-02-25,4.0
2022-02-26,5.0
2022-02-27,5.0
2022-02-28,4.0
2022-03-01,4.0
2022-03-02,4.0
2022-03-03,4.0
2022-03-04,4.0
2022-03-05,4.0
2022-03-06,4.0
2022-03-07,4.0
2022-03-08,4.0
2022-03-09,4.0
2022-03-10,4.0
2022-03-11,5.0
2022-03-12,5.0
2022-03-13,4.0
2022-03-14,4.0
2022-03-15,4.0
2022-03-16,4.0
2022-03-17,4.0
2022-03-18,4.0
2022-03-19,4.0
2022-03-20,5.0
2022-03-21,4.0
2022-03-22,4.0
2022-03-23,4.0
2022-03-24,4.0
2022-03-25,4.0
2022-03-26,4.0
2022-03-27,4.0
2022-03-28,4.0
2022-03-29,4.0
2022-03-30,4.0
2022-03-31,4.0
2022-04-01,4.0
2022-04-02,4.0
2022-04-03,4.0
2022-04-04,4.0
2022-04-05,5.0
2022-04-06,5.0
2022-04-07,6.0
2022-04-08,5.0
2022-04-09,5.0
2022-04-10,5.0
2022-04-11,4.0
2022-04-12,4.0
2022-04-13,4.0
2022-04-14,4.0
2022-04-15,4.0
2022-04-16,4.0
2022-04-17,4.0
2022-04-18,5.0
2022-04-19,5.0
2022-04-20,4.0
2022-04-21,4.0
2022-04-22,5.0
2022-04-23,4.0
2022-04-24,5.0
2022-04-25,4.0
2022-04-26,4.0
2022-04-27,4.0
2022-04-28,4.0
2022-04-29,5.0
2022-04-30,6.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,3.0
2022-05-04,4.0
2022-05-05,4.0
2022-05-06,4.0
2022-05-07,5.0
2022-05-08,5.0
2022-05-09,4.0
2022-05-10,7.0
2022-05-11,7.0
2022-05-12,6.0
2022-05-13,5.0
2022-05-14,6.0
2022-05-15,6.0
2022-05-16,4.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,4.0
2022-05-20,4.0
2022-05-21,5.0
2022-05-22,6.0
2022-05-23,6.0
2022-05-24,4.0
2022-05-25,5.0
2022-05-26,4.0
2022-05-27,4.0
2022-05-28,5.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,5.0
2022-06-01,5.0
2022-06-02,9.0
2022-06-03,12.0
2022-06-04,10.0
2022-06-05,10.0
2022-06-06,8.0
2022-06-07,10.0
2022-06-08,34.0
2022-06-09,65.0
2022-06-10,69.0
2022-06-11,84.0
2022-06-12,100.0
2022-06-13,67.0
2022-06-14,45.0
2022-06-15,37.0
2022-06-16,31.0
2022-06-17,26.0
2022-06-18,39.0
2022-06-19,45.0
2022-06-20,34.0
2022-06-21,22.0
2022-06-22,19.0
2022-06-23,16.0
2022-06-24,16.0
2022-06-25,21.0
2022-06-26,23.0
2022-06-27,17.0
2022-06-28,13.0
2022-06-29,13.0
2022-06-30,12.0
2022-07-01,13.0
2022-07-02,16.0
2022-07-03,18.0
2022-07-04,18.0
2022-07-05,12.0
2022-07-06,11.0
2022-07-07,10.0
2022-07-08,10.0
2022-07-09,13.0
2022-07-10,14.0
2022-07-11,10.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,7.0
2022-07-15,8.0
2022-07-16,10.0
2022-07-17,11.0
2022-07-18,9.0
2022-07-19,7.0
2022-07-20,7.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,8.0
2022-07-24,9.0
2022-07-25,7.0
2022-07-26,7.0
2022-07-27,7.0
2022-07-28,6.0
2022-07-29,7.0
2022-07-30,7.0
2022-07-31,9.0
2022-08-01,7.0
2022-08-02,6.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,6.0
2022-08-06,7.0
2022-08-07,8.0
2022-08-08,6.0
2022-08-09,5.0
2022-08-10,6.0
2022-08-11,6.0
2022-08-12,6.0
2022-08-13,6.0
2022-08-14,7.0
2022-08-15,6.0
2022-08-16,6.0
2022-08-17,6.0
2022-08-18,5.0
2022-08-19,5.0
2022-08-20,7.0
2022-08-21,7.0
2022-08-22,6.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,5.0
2022-08-26,5.0
2022-08-27,5.0
2022-08-28,6.0
2022-08-29,4.7075055187637975
2022-08-30,5.016556291390729
2022-08-31,5.10485651214128
2022-09-01,4.163355408388521
2022-09-02,4.751655629139073
2022-09-03,5.060706401766005
2022-09-04,5.958057395143488
2022-09-05,6.0905077262693155
2022-09-06,5.10485651214128
2022-09-07,4.928256070640177
2022-09-08,4.030905077262693
2022-09-09,4.030905077262693
2022-09-10,4.751655629139073
2022-09-11,4.928256070640177
2022-09-12,4.075055187637969
2022-09-13,4.163355408388521
2022-09-14,4.7075055187637975
2022-09-15,4.163355408388521
2022-09-16,3.9426048565121414
2022-09-17,4.075055187637969
2022-09-18,4.8841059602649
2022-09-19,4.7075055187637975
2022-09-20,4.075055187637969
2022-09-21,3.8984547461368653
2022-09-22,4.075055187637969
2022-09-23,3.9867549668874176
2022-09-24,4.795805739514349
2022-09-25,4.928256070640177
2022-09-26,4.075055187637969
2022-09-27,3.9426048565121414
2022-09-28,4.061810154525387
2022-09-29,3.796909492273731
2022-09-30,4.061810154525387
2022-10-01,4.326710816777043
2022-10-02,4.67991169977925
2022-10-03,4.326710816777043
2022-10-04,3.9735099337748347
2022-10-05,4.856512141280353
2022-10-06,5.121412803532009
2022-10-07,4.591611479028698
2022-10-08,4.856512141280353
2022-10-09,4.67991169977925
2022-10-10,4.768211920529802
2022-10-11,4.061810154525387
2022-10-12,4.415011037527594
2022-10-13,4.415011037527594
2022-10-14,4.150110375275938
2022-10-15,4.9448123620309055
2022-10-16,4.856512141280353
2022-10-17,5.033112582781458
2022-10-18,4.326710816777043
2022-10-19,4.326710816777043
2022-10-20,4.23841059602649
2022-10-21,4.326710816777043
2022-10-22,4.856512141280353
2022-10-23,4.856512141280353
2022-10-24,4.150110375275938
2022-10-25,3.9735099337748347
2022-10-26,4.061810154525387
2022-10-27,4.768211920529802
2022-10-28,4.23841059602649
2022-10-29,4.856512141280353
2022-10-30,5.562913907284768
2022-10-31,5.033112582781458
2022-11-01,3.885209713024283
2022-11-02,4.415011037527594
2022-11-03,4.415011037527594
2022-11-04,3.9735099337748347
2022-11-05,5.386313465783665
2022-11-06,4.503311258278146
2022-11-07,4.856512141280353
2022-11-08,4.150110375275938
2022-11-09,3.796909492273731
2022-11-10,4.326710816777043
2022-11-11,5.033112582781458
2022-11-12,5.562913907284768
2022-11-13,6.269315673289183
2022-11-14,4.23841059602649
2022-11-15,5.209713024282561
2022-11-16,5.209713024282561
2022-11-17,5.386313465783665
2022-11-18,4.591611479028698
2022-11-19,5.121412803532009
2022-11-20,5.6512141280353205
2022-11-21,5.033112582781458
2022-11-22,5.298013245033113
2022-11-23,5.209713024282561
2022-11-24,5.121412803532009
2022-11-25,5.474613686534217
2022-11-26,5.916114790286976
2022-11-27,5.6512141280353205
2022-11-28,5.121412803532009
2022-11-29,4.67991169977925
2022-11-30,4.503311258278146
2022-12-01,4.67991169977925
2022-12-02,4.856512141280353
2022-12-03,5.562913907284768
2022-12-04,5.739514348785873
2022-12-05,5.298013245033113
2022-12-06,4.768211920529802
2022-12-07,5.739514348785873
2022-12-08,5.298013245033113
2022-12-09,5.209713024282561
2022-12-10,6.004415011037528
2022-12-11,5.209713024282561
2022-12-12,5.298013245033113
2022-12-13,4.768211920529802
2022-12-14,5.298013245033113
2022-12-15,4.23841059602649
2022-12-16,4.503311258278146
2022-12-17,5.298013245033113
2022-12-18,5.121412803532009
2022-12-19,4.415011037527594
2022-12-20,4.326710816777043
2022-12-21,4.591611479028698
2022-12-22,4.415011037527594
2022-12-23,4.503311258278146
2022-12-24,4.415011037527594
2022-12-25,4.503311258278146
2022-12-26,4.591611479028698
2022-12-27,5.562913907284768
2022-12-28,5.474613686534217
2022-12-29,5.298013245033113
2022-12-30,5.474613686534217
2022-12-31,6.09271523178808
2023-01-01,6.534216335540839
2023-01-02,7.064017660044151
2023-01-03,6.357615894039736
2023-01-04,6.7991169977924955
2023-01-05,6.269315673289183
2023-01-06,5.6512141280353205
2023-01-07,7.240618101545254
2023-01-08,6.622516556291391
2023-01-09,5.386313465783665
2023-01-10,5.474613686534217
2023-01-11,5.474613686534217
2023-01-12,5.474613686534217
2023-01-13,5.298013245033113
2023-01-14,6.534216335540839
2023-01-15,6.269315673289183
2023-01-16,5.916114790286976
2023-01-17,5.209713024282561
2023-01-18,5.562913907284768
2023-01-19,5.562913907284768
2023-01-20,5.562913907284768
2023-01-21,6.004415011037528
2023-01-22,6.622516556291391
2023-01-23,5.386313465783665
2023-01-24,5.739514348785873
2023-01-25,5.562913907284768
2023-01-26,4.9448123620309055
2023-01-27,5.386313465783665
2023-01-28,6.181015452538632
2023-01-29,6.975717439293598
2023-01-30,5.739514348785873
2023-01-31,5.386313465783665
2023-02-01,5.298013245033113
2023-02-02,5.121412803532009
2023-02-03,5.739514348785873
2023-02-04,6.710816777041943
2023-02-05,8.388520971302428
2023-02-06,5.386313465783665
2023-02-07,5.209713024282561
2023-02-08,5.121412803532009
2023-02-09,4.9448123620309055
2023-02-10,5.121412803532009
2023-02-11,6.269315673289183
2023-02-12,6.181015452538632
2023-02-13,5.386313465783665
2023-02-14,4.768211920529802
2023-02-15,5.209713024282561
2023-02-16,5.739514348785873
2023-02-17,5.6512141280353205
2023-02-18,6.710816777041943
2023-02-19,7.417218543046358
2023-02-20,6.181015452538632
2023-02-21,5.298013245033113
2023-02-22,5.298013245033113
2023-02-23,5.827814569536424
2023-02-24,5.209713024282561
2023-02-25,5.739514348785873
2023-02-26,6.269315673289183
2023-02-27,5.827814569536424
2023-02-28,4.591611479028698
2023-03-01,4.856512141280353
2023-03-02,5.474613686534217
2023-03-03,5.121412803532009
2023-03-04,6.357615894039736
2023-03-05,6.004415011037528
2023-03-06,5.121412803532009
2023-03-07,4.67991169977925
2023-03-08,4.415011037527594
2023-03-09,5.121412803532009
2023-03-10,4.591611479028698
2023-03-11,5.033112582781458
2023-03-12,6.269315673289183
2023-03-13,4.9448123620309055
2023-03-14,4.768211920529802
2023-03-15,4.061810154525387
2023-03-16,4.591611479028698
2023-03-17,4.150110375275938
2023-03-18,5.121412803532009
2023-03-19,6.004415011037528
2023-03-20,5.121412803532009
2023-03-21,4.23841059602649
2023-03-22,4.856512141280353
2023-03-23,5.121412803532009
2023-03-24,4.768211920529802
2023-03-25,5.562913907284768
2023-03-26,5.916114790286976
2023-03-27,5.209713024282561
2023-03-28,5.298013245033113
2023-03-29,4.9448123620309055
2023-03-30,4.503311258278146
2023-03-31,4.9448123620309055
2023-04-01,6.09271523178808
2023-04-02,8.830022075055188
2023-04-03,7.9470198675496695
2023-04-04,7.240618101545254
2023-04-05,7.328918322295806
2023-04-06,7.152317880794703
2023-04-07,6.710816777041943
2023-04-08,7.152317880794703
2023-04-09,8.123620309050773
2023-04-10,6.357615894039736
2023-04-11,5.298013245033113
2023-04-12,5.386313465783665
2023-04-13,5.298013245033113
2023-04-14,5.121412803532009
2023-04-15,5.916114790286976
2023-04-16,6.445916114790288
2023-04-17,5.209713024282561
2023-04-18,4.9448123620309055
2023-04-19,4.768211920529802
2023-04-20,4.856512141280353
2023-04-21,4.326710816777043
2023-04-22,6.09271523178808
2023-04-23,6.269315673289183
2023-04-24,5.298013245033113
2023-04-25,4.856512141280353
2023-04-26,5.314569536423841
2023-04-27,5.314569536423841
2023-04-28,4.9448123620309055
2023-04-29,5.849889624724062
2023-04-30,6.346578366445916
2023-05-01,4.862030905077263
2023-05-02,4.4094922737306845
2023-05-03,4.77924944812362
2023-05-04,5.314569536423841
2023-05-05,4.862030905077263
2023-05-06,5.811258278145695
2023-05-07,5.728476821192054
2023-05-08,5.231788079470199
2023-05-09,4.326710816777043
2023-05-10,4.77924944812362
2023-05-11,4.448123620309051
2023-05-12,4.326710816777043
2023-05-13,5.849889624724062
2023-05-14,5.358719646799118
2023-05-15,4.657836644591612
2023-05-16,4.862030905077263
2023-05-17,4.862030905077263
2023-05-18,5.645695364238411
2023-05-19,5.110375275938191
2023-05-20,5.358719646799118
2023-05-21,5.2759381898454745
2023-05-22,4.326710816777043
2023-05-23,4.448123620309051
2023-05-24,4.122516556291391
2023-05-25,3.9569536423841063
2023-05-26,4.326710816777043
2023-05-27,4.867549668874172
2023-05-28,5.176600441501104
2023-05-29,5.640176600441501
2023-05-30,4.558498896247241
2023-05-31,4.172185430463577
2023-06-01,4.172185430463577
2023-06-02,4.481236203090508
2023-06-03,4.9448123620309055
2023-06-04,5.8719646799117005
2023-06-05,5.176600441501104
