Time,wbc
2022-07-25,74.0
2022-07-26,82.0
2022-07-27,84.0
2022-07-28,80.0
2022-07-29,77.0
2022-07-30,63.0
2022-07-31,60.0
2022-08-01,73.0
2022-08-02,80.0
2022-08-03,82.0
2022-08-04,76.0
2022-08-05,76.0
2022-08-06,59.0
2022-08-07,45.0
2022-08-08,62.0
2022-08-09,77.0
2022-08-10,80.0
2022-08-11,80.0
2022-08-12,84.0
2022-08-13,76.0
2022-08-14,55.0
2022-08-15,70.0
2022-08-16,82.0
2022-08-17,82.0
2022-08-18,81.0
2022-08-19,81.0
2022-08-20,63.0
2022-08-21,52.0
2022-08-22,76.0
2022-08-23,85.0
2022-08-24,88.0
2022-08-25,92.0
2022-08-26,90.0
2022-08-27,77.0
2022-08-28,57.0
2022-08-29,67.0
2022-08-30,93.0
2022-08-31,94.0
2022-09-01,92.0
2022-09-02,73.0
2022-09-03,64.0
2022-09-04,58.0
2022-09-05,64.0
2022-09-06,68.0
2022-09-07,72.5
2022-09-08,73.5
2022-09-09,70.5
2022-09-10,67.0
2022-09-11,58.5
2022-09-12,70.0
2022-09-13,90.5
2022-09-14,94.0
2022-09-15,91.5
2022-09-16,93.0
2022-09-17,70.0
2022-09-18,65.5
2022-09-19,71.5
2022-09-20,92.0
2022-09-21,93.5
2022-09-22,94.5
2022-09-23,72.0
2022-09-24,63.0
2022-09-25,57.5
2022-09-26,66.0
2022-09-27,90.0
2022-09-28,96.0
2022-09-29,96.0
2022-09-30,64.0
2022-10-01,64.0
2022-10-02,64.0
2022-10-03,64.0
2022-10-04,96.0
2022-10-05,96.0
2022-10-06,96.0
2022-10-07,64.0
2022-10-08,64.0
2022-10-09,64.0
2022-10-10,64.0
2022-10-11,64.0
2022-10-12,64.0
2022-10-13,96.0
2022-10-14,96.0
2022-10-15,64.0
2022-10-16,64.0
2022-10-17,64.0
2022-10-18,96.0
2022-10-19,96.0
2022-10-20,96.0
2022-10-21,96.0
2022-10-22,64.0
2022-10-23,64.0
2022-10-24,64.0
2022-10-25,96.0
2022-10-26,96.0
2022-10-27,96.0
2022-10-28,64.0
2022-10-29,64.0
2022-10-30,64.0
2022-10-31,64.0
2022-11-01,64.0
2022-11-02,96.0
2022-11-03,96.0
2022-11-04,96.0
2022-11-05,64.0
2022-11-06,64.0
2022-11-07,64.0
2022-11-08,64.0
2022-11-09,64.0
2022-11-10,96.0
2022-11-11,96.0
2022-11-12,64.0
2022-11-13,64.0
2022-11-14,64.0
2022-11-15,64.0
2022-11-16,96.0
2022-11-17,96.0
2022-11-18,96.0
2022-11-19,64.0
2022-11-20,64.0
2022-11-21,64.0
2022-11-22,96.0
2022-11-23,64.0
2022-11-24,64.0
2022-11-25,64.0
2022-11-26,64.0
2022-11-27,64.0
2022-11-28,64.0
2022-11-29,96.0
2022-11-30,96.0
2022-12-01,96.0
2022-12-02,96.0
2022-12-03,64.0
2022-12-04,64.0
2022-12-05,64.0
2022-12-06,96.0
2022-12-07,96.0
2022-12-08,96.0
2022-12-09,64.0
2022-12-10,64.0
2022-12-11,64.0
2022-12-12,64.0
2022-12-13,64.0
2022-12-14,96.0
2022-12-15,96.0
2022-12-16,64.0
2022-12-17,64.0
2022-12-18,64.0
2022-12-19,64.0
2022-12-20,96.0
2022-12-21,96.0
2022-12-22,64.0
2022-12-23,64.0
2022-12-24,32.0
2022-12-25,32.0
2022-12-26,32.0
2022-12-27,64.0
2022-12-28,64.0
2022-12-29,96.0
2022-12-30,64.0
2022-12-31,64.0
2023-01-01,32.0
2023-01-02,64.0
2023-01-03,64.0
2023-01-04,96.0
2023-01-05,64.0
2023-01-06,96.0
2023-01-07,64.0
2023-01-08,64.0
2023-01-09,64.0
2023-01-10,96.0
2023-01-11,96.0
2023-01-12,96.0
2023-01-13,96.0
2023-01-14,64.0
2023-01-15,64.0
2023-01-16,64.0
2023-01-17,96.0
2023-01-18,128.0
2023-01-19,128.0
2023-01-20,128.0
2023-01-21,96.0
2023-01-22,64.0
2023-01-23,96.0
2023-01-24,128.0
2023-01-25,96.0
2023-01-26,96.0
2023-01-27,96.0
2023-01-28,96.0
2023-01-29,64.0
2023-01-30,96.0
2023-01-31,96.0
2023-02-01,96.0
2023-02-02,128.0
2023-02-03,96.0
2023-02-04,96.0
2023-02-05,96.0
2023-02-06,128.0
2023-02-07,128.0
2023-02-08,128.0
2023-02-09,128.0
2023-02-10,224.0
2023-02-11,160.0
2023-02-12,96.0
2023-02-13,128.0
2023-02-14,128.0
2023-02-15,128.0
2023-02-16,128.0
2023-02-17,128.0
2023-02-18,128.0
2023-02-19,96.0
2023-02-20,128.0
2023-02-21,128.0
2023-02-22,160.0
2023-02-23,128.0
2023-02-24,128.0
2023-02-25,128.0
2023-02-26,160.0
2023-02-27,128.0
2023-02-28,128.0
2023-03-01,128.0
2023-03-02,160.0
2023-03-03,192.0
2023-03-04,160.0
2023-03-05,160.0
2023-03-06,288.0
2023-03-07,416.0
2023-03-08,864.0
2023-03-09,928.0
2023-03-10,800.0
2023-03-11,1344.0
2023-03-12,2432.0
2023-03-13,1792.0
2023-03-14,1504.0
2023-03-15,1472.0
2023-03-16,2176.0
2023-03-17,896.0
2023-03-18,1664.0
2023-03-19,2624.0
2023-03-20,2112.0
2023-03-21,3200.0
2023-03-22,2912.0
2023-03-23,352.0
2023-03-24,224.0
2023-03-25,160.0
2023-03-26,160.0
2023-03-27,128.0
2023-03-28,128.0
2023-03-29,128.0
2023-03-30,128.0
2023-03-31,128.0
2023-04-01,96.0
2023-04-02,96.0
2023-04-03,96.0
2023-04-04,96.0
2023-04-05,96.0
2023-04-06,96.0
2023-04-07,96.0
2023-04-08,96.0
2023-04-09,64.0
2023-04-10,96.0
2023-04-11,96.0
2023-04-12,128.0
2023-04-13,96.0
2023-04-14,96.0
2023-04-15,96.0
2023-04-16,64.0
2023-04-17,96.0
2023-04-18,96.0
2023-04-19,96.0
2023-04-20,96.0
2023-04-21,96.0
2023-04-22,96.0
2023-04-23,64.0
2023-04-24,96.0
2023-04-25,96.0
2023-04-26,99.3103448275862
2023-04-27,99.3103448275862
2023-04-28,93.79310344827587
2023-04-29,68.41379310344828
2023-04-30,64.55172413793103
2023-05-01,91.0344827586207
2023-05-02,97.65517241379311
2023-05-03,100.9655172413793
2023-05-04,96.0
2023-05-05,91.58620689655172
2023-05-06,71.72413793103448
2023-05-07,68.41379310344828
2023-05-08,91.0344827586207
2023-05-09,92.6896551724138
2023-05-10,97.10344827586206
2023-05-11,92.6896551724138
2023-05-12,94.34482758620689
2023-05-13,69.51724137931035
2023-05-14,62.89655172413793
2023-05-15,73.93103448275862
2023-05-16,93.79310344827587
2023-05-17,93.79310344827587
2023-05-18,94.89655172413794
2023-05-19,94.89655172413794
2023-05-20,69.51724137931035
2023-05-21,64.0
2023-05-22,72.82758620689654
2023-05-23,93.24137931034483
2023-05-24,97.10344827586206
2023-05-25,96.55172413793103
2023-05-26,93.79310344827586
2023-05-27,68.41379310344827
2023-05-28,57.37931034482759
2023-05-29,59.58620689655172
2023-05-30,83.86206896551724
2023-05-31,91.58620689655173
2023-06-01,96.0
2023-06-02,89.37931034482759
2023-06-03,78.34482758620689
2023-06-04,58.48275862068965
2023-06-05,77.24137931034483
2023-06-06,100.41379310344827
2023-06-07,97.10344827586206
2023-06-08,96.0
2023-06-09,87.17241379310344
2023-06-10,77.24137931034483
2023-06-11,60.689655172413794
2023-06-12,83.86206896551724
2023-06-13,92.6896551724138
2023-06-14,100.41379310344827
2023-06-15,92.6896551724138
2023-06-16,90.48275862068965
2023-06-17,79.44827586206897
2023-06-18,67.3103448275862
2023-06-19,84.9655172413793
2023-06-20,83.86206896551724
2023-06-21,96.0
2023-06-22,99.3103448275862
2023-06-23,96.0
2023-06-24,73.93103448275862
2023-06-25,61.79310344827586
2023-06-26,75.03448275862068
2023-06-27,101.51724137931035
2023-06-28,97.10344827586206
2023-06-29,96.0
2023-06-30,87.17241379310344
2023-07-01,73.93103448275862
2023-07-02,64.0
2023-07-03,71.72413793103448
2023-07-04,62.89655172413793
2023-07-05,77.24137931034483
2023-07-06,96.0
2023-07-07,97.10344827586206
2023-07-08,79.44827586206897
2023-07-09,61.79310344827586
2023-07-10,80.55172413793103
2023-07-11,98.20689655172414
2023-07-12,99.3103448275862
2023-07-13,90.48275862068965
2023-07-14,90.48275862068965
2023-07-15,72.82758620689656
2023-07-16,62.89655172413793
2023-07-17,76.13793103448276
2023-07-18,97.10344827586206
2023-07-19,93.79310344827586
2023-07-20,86.06896551724138
2023-07-21,84.9655172413793
2023-07-22,76.13793103448276
2023-07-23,55.172413793103445
2023-07-24,83.86206896551724
2023-07-25,92.6896551724138
2023-07-26,97.10344827586206
2023-07-27,90.48275862068965
2023-07-28,90.48275862068965
2023-07-29,66.20689655172414
2023-07-30,68.41379310344827
2023-07-31,81.6551724137931
2023-08-01,89.37931034482759
2023-08-02,86.06896551724138
2023-08-03,96.0
2023-08-04,91.58620689655173
2023-08-05,60.689655172413794
2023-08-06,66.20689655172414
2023-08-07,72.82758620689656
2023-08-08,94.89655172413794
2023-08-09,93.79310344827586
2023-08-10,91.58620689655173
2023-08-11,91.58620689655173
2023-08-12,73.93103448275862
2023-08-13,58.48275862068965
2023-08-14,76.13793103448276
2023-08-15,88.27586206896552
2023-08-16,90.48275862068965
2023-08-17,83.86206896551724
2023-08-18,94.89655172413794
2023-08-19,73.93103448275862
2023-08-20,57.37931034482759
2023-08-21,84.9655172413793
2023-08-22,82.75862068965517
2023-08-23,102.62068965517241
2023-08-24,96.0
2023-08-25,80.55172413793103
2023-08-26,68.41379310344827
2023-08-27,61.79310344827586
2023-08-28,77.24137931034483
2023-08-29,97.10344827586206
2023-08-30,97.10344827586206
2023-08-31,86.06896551724138
2023-09-01,94.89655172413794
2023-09-02,69.51724137931035
2023-09-03,55.172413793103445
2023-09-04,57.37931034482759
2023-09-05,67.3103448275862
2023-09-06,100.41379310344827
2023-09-07,89.37931034482759
2023-09-08,81.6551724137931
2023-09-09,71.72413793103448
2023-09-10,60.689655172413794
2023-09-11,83.86206896551724
2023-09-12,92.6896551724138
2023-09-13,100.41379310344827
2023-09-14,100.41379310344827
2023-09-15,89.37931034482759
2023-09-16,71.72413793103448
2023-09-17,55.172413793103445
2023-09-18,83.86206896551724
2023-09-19,99.3103448275862
2023-09-20,100.41379310344827
2023-09-21,97.10344827586206
2023-09-22,86.06896551724138
2023-09-23,76.13793103448276
2023-09-24,64.0
2023-09-25,88.27586206896552
2023-09-26,97.10344827586206
2023-09-27,104.82758620689656
2023-09-28,97.10344827586206
2023-09-29,92.6896551724138
2023-09-30,78.34482758620689
2023-10-01,78.34482758620689
2023-10-02,81.6551724137931
2023-10-03,97.10344827586206
2023-10-04,104.82758620689656
2023-10-05,96.0
2023-10-06,96.0
2023-10-07,72.82758620689656
2023-10-08,58.48275862068965
2023-10-09,84.9655172413793
2023-10-10,91.58620689655173
2023-10-11,100.41379310344827
2023-10-12,96.0
2023-10-13,92.6896551724138
2023-10-14,68.41379310344827
2023-10-15,59.58620689655172
2023-10-16,83.86206896551724
2023-10-17,93.79310344827586
2023-10-18,103.72413793103448
2023-10-19,97.10344827586206
2023-10-20,97.10344827586206
2023-10-21,76.13793103448276
2023-10-22,62.89655172413793
2023-10-23,81.6551724137931
2023-10-24,98.20689655172414
2023-10-25,94.89655172413794
2023-10-26,90.48275862068965
2023-10-27,89.37931034482759
2023-10-28,79.44827586206897
2023-10-29,75.03448275862068
2023-10-30,86.06896551724138
2023-10-31,101.51724137931035
2023-11-01,100.41379310344827
2023-11-02,105.93103448275862
2023-11-03,87.17241379310344
2023-11-04,75.03448275862068
2023-11-05,61.79310344827586
2023-11-06,89.37931034482759
2023-11-07,94.89655172413794
2023-11-08,103.72413793103448
2023-11-09,105.93103448275862
2023-11-10,96.0
2023-11-11,72.82758620689656
2023-11-12,61.79310344827586
2023-11-13,86.06896551724138
2023-11-14,98.20689655172414
2023-11-15,101.51724137931035
2023-11-16,110.34482758620689
2023-11-17,89.37931034482759
2023-11-18,73.93103448275862
2023-11-19,64.0
2023-11-20,81.6551724137931
2023-11-21,92.6896551724138
2023-11-22,94.89655172413794
2023-11-23,60.689655172413794
2023-11-24,50.758620689655174
2023-11-25,56.275862068965516
2023-11-26,49.6551724137931
2023-11-27,77.24137931034483
2023-11-28,93.79310344827586
2023-11-29,93.79310344827586
2023-11-30,94.89655172413794
2023-12-01,89.37931034482759
2023-12-02,78.34482758620689
2023-12-03,55.172413793103445
2023-12-04,75.03448275862068
2023-12-05,94.89655172413794
2023-12-06,99.3103448275862
2023-12-07,104.82758620689656
2023-12-08,99.3103448275862
2023-12-09,82.75862068965517
2023-12-10,66.20689655172414
2023-12-11,80.55172413793103
2023-12-12,93.79310344827586
2023-12-13,94.89655172413794
2023-12-14,83.86206896551724
2023-12-15,89.37931034482759
2023-12-16,67.3103448275862
2023-12-17,51.86206896551724
2023-12-18,68.41379310344827
2023-12-19,87.17241379310344
2023-12-20,86.06896551724138
2023-12-21,84.9655172413793
2023-12-22,87.61379310344827
2023-12-23,62.896551724137936
2023-12-24,53.213793103448275
2023-12-25,41.40689655172414
2023-12-26,65.57241379310344
2023-12-27,73.91724137931035
2023-12-28,83.6
2023-12-29,73.91724137931035
2023-12-30,73.36551724137931
2023-12-31,47.310344827586206
2024-01-01,44.08275862068966
2024-01-02,73.36551724137931
2024-01-03,84.93793103448276
2024-01-04,81.7103448275862
2024-01-05,88.16551724137932
2024-01-06,68.8
2024-01-07,53.213793103448275
2024-01-08,62.896551724137936
2024-01-09,90.0551724137931
2024-01-10,97.29655172413793
2024-01-11,88.16551724137932
2024-01-12,86.27586206896552
2024-01-13,67.46206896551723
2024-01-14,47.310344827586206
2024-01-15,62.896551724137936
2024-01-16,76.59310344827585
2024-01-17,92.73103448275862
2024-01-18,93.28275862068966
2024-01-19,94.62068965517241
2024-01-20,73.91724137931035
2024-01-21,59.751724137931035
2024-01-22,83.33793103448276
2024-01-23,97.48965517241379
2024-01-24,103.77931034482759
2024-01-25,95.91724137931034
2024-01-26,94.3448275862069
2024-01-27,83.33793103448276
2024-01-28,62.896551724137936
2024-01-29,80.19310344827586
2024-01-30,95.91724137931034
2024-01-31,103.77931034482759
2024-02-01,105.35172413793104
2024-02-02,95.91724137931034
2024-02-03,81.76551724137931
2024-02-04,70.75862068965517
2024-02-05,89.62758620689655
2024-02-06,102.20689655172414
2024-02-07,100.63448275862069
2024-02-08,103.77931034482759
2024-02-09,102.20689655172414
2024-02-10,80.19310344827586
2024-02-11,61.324137931034485
2024-02-12,80.19310344827586
2024-02-13,97.48965517241379
2024-02-14,105.35172413793104
2024-02-15,95.91724137931034
2024-02-16,97.48965517241379
2024-02-17,91.2
2024-02-18,70.75862068965517
2024-02-19,84.91034482758621
2024-02-20,100.63448275862069
2024-02-21,108.49655172413793
2024-02-22,102.20689655172414
2024-02-23,103.77931034482759
2024-02-24,86.48275862068965
2024-02-25,58.179310344827584
2024-02-26,89.62758620689655
2024-02-27,103.77931034482759
2024-02-28,103.77931034482759
2024-02-29,103.77931034482759
2024-03-01,102.20689655172414
2024-03-02,81.76551724137931
2024-03-03,61.324137931034485
2024-03-04,84.91034482758621
2024-03-05,105.35172413793104
2024-03-06,97.48965517241379
2024-03-07,106.92413793103448
2024-03-08,97.48965517241379
2024-03-09,80.19310344827586
2024-03-10,64.46896551724139
2024-03-11,80.19310344827586
2024-03-12,95.91724137931034
2024-03-13,99.06206896551724
2024-03-14,94.3448275862069
2024-03-15,97.48965517241379
2024-03-16,72.33103448275862
2024-03-17,58.179310344827584
2024-03-18,89.62758620689655
2024-03-19,105.35172413793104
2024-03-20,110.06896551724138
2024-03-21,88.0551724137931
2024-03-22,94.3448275862069
2024-03-23,83.33793103448276
2024-03-24,69.18620689655172
2024-03-25,89.62758620689655
2024-03-26,99.06206896551724
2024-03-27,102.20689655172414
2024-03-28,110.06896551724138
2024-03-29,91.2
2024-03-30,72.33103448275862
2024-03-31,66.04137931034482
2024-04-01,81.76551724137931
2024-04-02,94.3448275862069
2024-04-03,106.92413793103448
2024-04-04,99.06206896551724
2024-04-05,89.62758620689655
2024-04-06,73.90344827586208
2024-04-07,61.324137931034485
2024-04-08,80.19310344827586
2024-04-09,97.48965517241379
2024-04-10,100.63448275862069
2024-04-11,100.63448275862069
2024-04-12,94.3448275862069
2024-04-13,81.76551724137931
2024-04-14,69.18620689655172
2024-04-15,88.0551724137931
2024-04-16,100.63448275862069
2024-04-17,103.77931034482759
2024-04-18,100.63448275862069
2024-04-19,94.3448275862069
2024-04-20,81.76551724137931
2024-04-21,84.91034482758621
2024-04-22,99.06206896551724
2024-04-23,99.06206896551724
2024-04-24,110.06896551724138
2024-04-25,97.48965517241379
2024-04-26,94.3448275862069
2024-04-27,78.62068965517241
2024-04-28,61.324137931034485
2024-04-29,91.2
2024-04-30,94.3448275862069
2024-05-01,99.06206896551724
2024-05-02,94.3448275862069
2024-05-03,97.48965517241379
2024-05-04,80.19310344827586
2024-05-05,75.47586206896551
2024-05-06,83.33793103448276
2024-05-07,95.91724137931034
2024-05-08,100.63448275862069
2024-05-09,95.91724137931034
2024-05-10,100.63448275862069
2024-05-11,66.04137931034482
2024-05-12,58.179310344827584
2024-05-13,84.91034482758621
2024-05-14,95.91724137931034
2024-05-15,97.48965517241379
2024-05-16,97.48965517241379
2024-05-17,91.2
2024-05-18,75.47586206896551
2024-05-19,69.18620689655172
2024-05-20,78.62068965517241
2024-05-21,95.91724137931034
2024-05-22,92.77241379310345
2024-05-23,92.77241379310345
2024-05-24,94.3448275862069
2024-05-25,73.90344827586208
2024-05-26,50.317241379310346
2024-05-27,55.03448275862069
2024-05-28,75.47586206896551
2024-05-29,94.3448275862069
2024-05-30,94.3448275862069
2024-05-31,88.0551724137931
2024-06-01,75.47586206896551
2024-06-02,53.46206896551724
2024-06-03,75.47586206896551
2024-06-04,89.62758620689655
2024-06-05,94.3448275862069
2024-06-06,103.77931034482759
2024-06-07,88.0551724137931
2024-06-08,73.90344827586208
2024-06-09,53.46206896551724
2024-06-10,83.33793103448276
2024-06-11,100.63448275862069
2024-06-12,92.77241379310345
2024-06-13,100.63448275862069
2024-06-14,95.91724137931034
2024-06-15,70.75862068965517
2024-06-16,67.61379310344827
2024-06-17,88.0551724137931
2024-06-18,94.3448275862069
2024-06-19,91.2
2024-06-20,94.3448275862069
2024-06-21,86.48275862068965
2024-06-22,69.18620689655172
2024-06-23,53.46206896551724
2024-06-24,80.19310344827586
2024-06-25,95.91724137931034
2024-06-26,97.48965517241379
2024-06-27,94.3448275862069
2024-06-28,88.0551724137931
2024-06-29,64.46896551724139
2024-06-30,58.179310344827584
2024-07-01,83.33793103448276
2024-07-02,91.2
2024-07-03,99.06206896551724
2024-07-04,70.75862068965517
2024-07-05,157.24137931034483
2024-07-06,86.48275862068965
2024-07-07,75.47586206896551
2024-07-08,77.04827586206896
2024-07-09,94.3448275862069
2024-07-10,97.48965517241379
2024-07-11,91.2
2024-07-12,97.48965517241379
2024-07-13,69.18620689655172
2024-07-14,51.889655172413796
2024-07-15,80.19310344827586
2024-07-16,95.91724137931034
2024-07-17,99.06206896551724
2024-07-18,97.48965517241379
2024-07-19,86.48275862068965
2024-07-20,66.04137931034482
2024-07-21,51.889655172413796
2024-07-22,86.48275862068965
2024-07-23,92.77241379310345
2024-07-24,94.3448275862069
2024-07-25,94.3448275862069
2024-07-26,83.33793103448276
2024-07-27,72.33103448275862
2024-07-28,56.60689655172414
2024-07-29,81.76551724137931
2024-07-30,88.0551724137931
2024-07-31,94.3448275862069
2024-08-01,89.62758620689655
2024-08-02,84.91034482758621
2024-08-03,73.90344827586208
2024-08-04,62.896551724137936
2024-08-05,77.04827586206896
2024-08-06,83.33793103448276
2024-08-07,97.48965517241379
2024-08-08,88.0551724137931
2024-08-09,81.76551724137931
2024-08-10,70.75862068965517
2024-08-11,56.60689655172414
2024-08-12,77.04827586206896
2024-08-13,88.0551724137931
2024-08-14,97.48965517241379
2024-08-15,92.77241379310345
2024-08-16,88.0551724137931
2024-08-17,67.61379310344827
2024-08-18,51.49655172413793
2024-08-19,74.29655172413794
2024-08-20,90.80689655172414
2024-08-21,96.11379310344827
2024-08-22,94.34482758620689
2024-08-23,86.48275862068965
2024-08-24,67.22068965517241
2024-08-25,56.80344827586207
2024-08-26,75.08275862068965
2024-08-27,88.25172413793103
2024-08-28,86.48275862068965
2024-08-29,96.11379310344827
2024-08-30,86.48275862068965
2024-08-31,64.66551724137932
2024-09-01,55.03448275862069
2024-09-02,51.49655172413793
2024-09-03,69.97241379310344
2024-09-04,86.48275862068965
2024-09-05,88.25172413793103
2024-09-06,84.71379310344828
2024-09-07,74.29655172413794
2024-09-08,55.03448275862069
2024-09-09,76.85172413793103
2024-09-10,88.25172413793103
2024-09-11,93.55862068965517
2024-09-12,92.57586206896552
2024-09-13,88.25172413793103
2024-09-14,70.75862068965517
2024-09-15,63.682758620689654
2024-09-16,84.71379310344828
2024-09-17,98.27586206896551
2024-09-18,106.13793103448276
2024-09-19,96.3103448275862
2024-09-20,90.41379310344827
2024-09-21,78.62068965517241
2024-09-22,57.0
2024-09-23,80.58620689655172
2024-09-24,86.48275862068965
2024-09-25,86.48275862068965
2024-09-26,88.44827586206897
2024-09-27,84.51724137931035
2024-09-28,68.79310344827586
2024-09-29,57.0
2024-09-30,76.6551724137931
2024-10-01,92.37931034482759
2024-10-02,90.41379310344827
2024-10-03,94.34482758620689
2024-10-04,94.34482758620689
2024-10-05,80.58620689655172
2024-10-06,60.93103448275862
2024-10-07,84.51724137931035
2024-10-08,90.41379310344827
2024-10-09,92.37931034482759
2024-10-10,92.37931034482759
2024-10-11,96.3103448275862
2024-10-12,72.72413793103448
2024-10-13,66.82758620689656
2024-10-14,80.58620689655172
2024-10-15,98.27586206896551
2024-10-16,98.27586206896551
2024-10-17,88.44827586206897
2024-10-18,88.44827586206897
2024-10-19,74.6896551724138
2024-10-20,60.93103448275862
2024-10-21,82.55172413793103
2024-10-22,106.13793103448276
2024-10-23,100.24137931034483
2024-10-24,104.17241379310344
2024-10-25,90.41379310344827
2024-10-26,74.6896551724138
2024-10-27,58.96551724137931
2024-10-28,88.44827586206897
2024-10-29,94.34482758620689
2024-10-30,94.34482758620689
2024-10-31,98.27586206896551
2024-11-01,96.3103448275862
2024-11-02,70.75862068965517
2024-11-03,60.93103448275862
2024-11-04,80.58620689655172
2024-11-05,92.37931034482759
2024-11-06,70.75862068965517
2024-11-07,90.41379310344827
2024-11-08,100.24137931034483
2024-11-09,72.72413793103448
2024-11-10,68.79310344827586
2024-11-11,82.55172413793103
2024-11-12,96.3103448275862
2024-11-13,100.24137931034483
2024-11-14,98.27586206896551
2024-11-15,106.13793103448276
2024-11-16,196.55172413793102
2024-11-17,70.75862068965517
2024-11-18,92.37931034482759
2024-11-19,98.27586206896551
2024-11-20,100.24137931034483
2024-11-21,98.27586206896551
2024-11-22,92.37931034482759
2024-11-23,72.72413793103448
2024-11-24,64.86206896551724
2024-11-25,84.51724137931035
2024-11-26,88.44827586206897
2024-11-27,94.34482758620689
2024-11-28,66.82758620689656
2024-11-29,57.0
2024-11-30,51.103448275862064
2024-12-01,58.96551724137931
2024-12-02,82.55172413793103
