Time,microsoft
2023-03-05,33.97260273972603
2023-03-06,59.45205479452054
2023-03-07,59.45205479452054
2023-03-08,59.45205479452054
2023-03-09,56.90410958904109
2023-03-10,53.50684931506849
2023-03-11,33.97260273972603
2023-03-12,33.12328767123287
2023-03-13,54.35616438356164
2023-03-14,57.75342465753425
2023-03-15,56.90410958904109
2023-03-16,57.75342465753425
2023-03-17,56.90410958904109
2023-03-18,36.52054794520548
2023-03-19,33.97260273972603
2023-03-20,59.45205479452054
2023-03-21,64.54794520547945
2023-03-22,60.3013698630137
2023-03-23,62.0
2023-03-24,56.054794520547944
2023-03-25,34.821917808219176
2023-03-26,33.12328767123287
2023-03-27,60.3013698630137
2023-03-28,60.3013698630137
2023-03-29,61.150684931506845
2023-03-30,58.602739726027394
2023-03-31,50.958904109589035
2023-04-01,34.821917808219176
2023-04-02,32.273972602739725
2023-04-03,63.698630136986296
2023-04-04,60.3013698630137
2023-04-05,58.602739726027394
2023-04-06,56.90410958904109
2023-04-07,46.71232876712328
2023-04-08,31.424657534246574
2023-04-09,28.876712328767123
2023-04-10,56.90410958904109
2023-04-11,58.602739726027394
2023-04-12,59.45205479452054
2023-04-13,56.054794520547944
2023-04-14,53.50684931506849
2023-04-15,31.424657534246574
2023-04-16,33.12328767123287
2023-04-17,56.90410958904109
2023-04-18,59.45205479452054
2023-04-19,57.75342465753425
2023-04-20,68.7945205479452
2023-04-21,50.958904109589035
2023-04-22,32.273972602739725
2023-04-23,33.12328767123287
2023-04-24,58.602739726027394
2023-04-25,62.84931506849315
2023-04-26,67.22746227072207
2023-04-27,60.01087531924773
2023-04-28,54.607791966566054
2023-04-29,35.54340376131878
2023-04-30,33.22779661016949
2023-05-01,58.46713721848154
2023-05-02,57.69526816809844
2023-05-03,57.69526816809844
2023-05-04,58.46713721848154
2023-05-05,50.82589273276062
2023-05-06,31.336846993266775
2023-05-07,29.793108892500577
2023-05-08,59.58621778500115
2023-05-09,58.04247968423496
2023-05-10,60.358086835384256
2023-05-11,53.488711400046434
2023-05-12,50.82589273276062
2023-05-13,29.02123984211748
2023-05-14,27.90215927559786
2023-05-15,58.04247968423496
2023-05-16,60.01087531924773
2023-05-17,56.151530067332246
2023-05-18,57.69526816809844
2023-05-19,51.17310424889714
2023-05-20,31.684058509403293
2023-05-21,29.02123984211748
2023-05-22,56.151530067332246
2023-05-23,58.46713721848154
2023-05-24,58.81434873461806
2023-05-25,56.92339911771534
2023-05-26,43.05422800092872
2023-05-27,30.55461342001393
2023-05-28,29.16576735546784
2023-05-29,31.249036452286973
2023-05-30,56.24826561411655
2023-05-31,59.720380775481765
2023-06-01,54.16499651729742
2023-06-02,53.470573485024374
2023-06-03,29.860190387740882
2023-06-04,34.72115161365219
2023-06-05,63.19249593684699
2023-06-06,59.02595774320872
2023-06-07,61.10922684002786
2023-06-08,58.33153471093568
2023-06-09,53.470573485024374
2023-06-10,30.55461342001393
2023-06-11,31.249036452286973
2023-06-12,58.33153471093568
2023-06-13,61.10922684002786
2023-06-14,62.498072904573945
2023-06-15,61.10922684002786
2023-06-16,52.08172742047829
2023-06-17,30.55461342001393
2023-06-18,27.776921290921752
2023-06-19,49.30403529138611
2023-06-20,58.33153471093568
2023-06-21,60.41480380775481
2023-06-22,56.24826561411655
2023-06-23,51.387304388205244
2023-06-24,31.249036452286973
2023-06-25,30.55461342001393
2023-06-26,56.94268864638959
2023-06-27,65.97018806593915
2023-06-28,61.10922684002786
2023-06-29,57.637111678662635
2023-06-30,49.30403529138611
2023-07-01,29.16576735546784
2023-07-02,30.55461342001393
2023-07-03,45.83192013002089
2023-07-04,31.249036452286973
2023-07-05,52.08172742047829
2023-07-06,57.637111678662635
2023-07-07,53.470573485024374
2023-07-08,33.3323055491061
2023-07-09,31.249036452286973
2023-07-10,59.720380775481765
2023-07-11,69.44230322730438
2023-07-12,64.58134200139307
2023-07-13,64.58134200139307
2023-07-14,54.16499651729742
2023-07-15,35.41557464592523
2023-07-16,35.41557464592523
2023-07-17,59.720380775481765
2023-07-18,65.27576503366612
2023-07-19,62.498072904573945
2023-07-20,58.33153471093568
2023-07-21,51.387304388205244
2023-07-22,33.3323055491061
2023-07-23,33.3323055491061
2023-07-24,56.24826561411655
2023-07-25,63.88691896912003
2023-07-26,62.498072904573945
2023-07-27,63.19249593684699
2023-07-28,50.6928813559322
2023-07-29,31.249036452286973
2023-07-30,29.860190387740882
2023-07-31,54.16499651729742
2023-08-01,57.637111678662635
2023-08-02,56.24826561411655
2023-08-03,56.24826561411655
2023-08-04,52.08172742047829
2023-08-05,31.249036452286973
2023-08-06,30.55461342001393
2023-08-07,56.24826561411655
2023-08-08,55.553842581843504
2023-08-09,56.24826561411655
2023-08-10,52.77615045275133
2023-08-11,51.387304388205244
2023-08-12,31.943459484560016
2023-08-13,30.55461342001393
2023-08-14,54.85941954957046
2023-08-15,57.637111678662635
2023-08-16,59.02595774320872
2023-08-17,58.33153471093568
2023-08-18,52.77615045275133
2023-08-19,34.72115161365219
2023-08-20,31.249036452286973
2023-08-21,63.19249593684699
2023-08-22,65.97018806593915
2023-08-23,64.58134200139307
2023-08-24,62.498072904573945
2023-08-25,55.553842581843504
2023-08-26,35.41557464592523
2023-08-27,32.63788251683306
2023-08-28,60.41480380775481
2023-08-29,64.58134200139307
2023-08-30,64.58134200139307
2023-08-31,61.10922684002786
2023-09-01,51.387304388205244
2023-09-02,34.026728581379146
2023-09-03,33.3323055491061
2023-09-04,37.49884374274436
2023-09-05,62.498072904573945
2023-09-06,63.19249593684699
2023-09-07,59.02595774320872
2023-09-08,57.637111678662635
2023-09-09,35.41557464592523
2023-09-10,34.026728581379146
2023-09-11,62.498072904573945
2023-09-12,64.58134200139307
2023-09-13,63.88691896912003
2023-09-14,63.19249593684699
2023-09-15,54.16499651729742
2023-09-16,33.3323055491061
2023-09-17,33.3323055491061
2023-09-18,59.720380775481765
2023-09-19,65.97018806593915
2023-09-20,62.498072904573945
2023-09-21,62.498072904573945
2023-09-22,56.24826561411655
2023-09-23,33.3323055491061
2023-09-24,35.41557464592523
2023-09-25,57.637111678662635
2023-09-26,60.41480380775481
2023-09-27,61.10922684002786
2023-09-28,59.720380775481765
2023-09-29,52.77615045275133
2023-09-30,31.943459484560016
2023-10-01,33.3323055491061
2023-10-02,57.637111678662635
2023-10-03,61.10922684002786
2023-10-04,60.41480380775481
2023-10-05,59.02595774320872
2023-10-06,54.16499651729742
2023-10-07,32.63788251683306
2023-10-08,31.943459484560016
2023-10-09,52.77615045275133
2023-10-10,59.02595774320872
2023-10-11,61.10922684002786
2023-10-12,63.88691896912003
2023-10-13,57.637111678662635
2023-10-14,36.80442071047132
2023-10-15,32.63788251683306
2023-10-16,59.720380775481765
2023-10-17,62.498072904573945
2023-10-18,61.10922684002786
2023-10-19,59.720380775481765
2023-10-20,54.85941954957046
2023-10-21,34.72115161365219
2023-10-22,31.249036452286973
2023-10-23,58.33153471093568
2023-10-24,63.19249593684699
2023-10-25,63.19249593684699
2023-10-26,61.10922684002786
2023-10-27,51.387304388205244
2023-10-28,31.943459484560016
2023-10-29,29.16576735546784
2023-10-30,57.637111678662635
2023-10-31,57.637111678662635
2023-11-01,60.41480380775481
2023-11-02,61.8036498723009
2023-11-03,54.85941954957046
2023-11-04,34.72115161365219
2023-11-05,31.943459484560016
2023-11-06,59.02595774320872
2023-11-07,64.58134200139307
2023-11-08,61.10922684002786
2023-11-09,60.41480380775481
2023-11-10,51.387304388205244
2023-11-11,36.80442071047132
2023-11-12,30.55461342001393
2023-11-13,56.24826561411655
2023-11-14,62.498072904573945
2023-11-15,66.6646110982122
2023-11-16,60.41480380775481
2023-11-17,57.637111678662635
2023-11-18,38.193266775017406
2023-11-19,33.3323055491061
2023-11-20,68.74788019503134
2023-11-21,63.19249593684699
2023-11-22,53.470573485024374
2023-11-23,30.55461342001393
2023-11-24,38.193266775017406
2023-11-25,35.41557464592523
2023-11-26,34.72115161365219
2023-11-27,61.10922684002786
2023-11-28,61.10922684002786
2023-11-29,61.10922684002786
2023-11-30,61.10922684002786
2023-12-01,56.24826561411655
2023-12-02,38.88768980729046
2023-12-03,36.80442071047132
2023-12-04,61.10922684002786
2023-12-05,62.498072904573945
2023-12-06,63.88691896912003
2023-12-07,60.41480380775481
2023-12-08,59.02595774320872
2023-12-09,37.49884374274436
2023-12-10,34.026728581379146
2023-12-11,57.637111678662635
2023-12-12,59.02595774320872
2023-12-13,62.498072904573945
2023-12-14,56.94268864638959
2023-12-15,52.08172742047829
2023-12-16,34.026728581379146
2023-12-17,32.63788251683306
2023-12-18,50.6928813559322
2023-12-19,52.77615045275133
2023-12-20,53.470573485024374
2023-12-21,51.387304388205244
2023-12-22,44.22341935033155
2023-12-23,30.17670259916074
2023-12-24,26.23100901619739
2023-12-25,40.277725767368196
2023-12-26,48.51632444943142
2023-12-27,49.210747481704466
2023-12-28,48.51632444943142
2023-12-29,44.22341935033155
2023-12-30,33.775184665987574
2023-12-31,29.135068050751176
2024-01-01,30.17670259916074
2024-01-02,55.018865550812045
2024-01-03,60.35340519832148
2024-01-04,59.31177064991192
2024-01-05,52.46201803239478
2024-01-06,36.67924370054136
2024-01-07,33.775184665987574
2024-01-08,58.964559133775396
2024-01-09,59.65898216604844
2024-01-10,66.50873478356559
2024-01-11,63.25746423287527
2024-01-12,59.65898216604844
2024-01-13,37.02645521667788
2024-01-14,32.733550117578005
2024-01-15,44.91784238260459
2024-01-16,62.56304120060223
2024-01-17,67.20315781583864
2024-01-18,62.91025271673875
2024-01-19,59.65898216604844
2024-01-20,39.93051425123167
2024-01-21,33.523640750596
2024-01-22,59.59758355661511
2024-01-23,67.047281501192
2024-01-24,67.047281501192
2024-01-25,70.77213047348044
2024-01-26,81.94667739034578
2024-01-27,44.69818766746133
2024-01-28,37.24848972288444
2024-01-29,67.047281501192
2024-01-30,74.49697944576889
2024-01-31,74.49697944576889
2024-02-01,67.047281501192
2024-02-02,59.59758355661511
2024-02-03,40.97333869517289
2024-02-04,37.24848972288444
2024-02-05,63.322432528903555
2024-02-06,63.322432528903555
2024-02-07,67.047281501192
2024-02-08,63.322432528903555
2024-02-09,63.322432528903555
2024-02-10,40.97333869517289
2024-02-11,37.24848972288444
2024-02-12,63.322432528903555
2024-02-13,70.77213047348044
2024-02-14,67.047281501192
2024-02-15,67.047281501192
2024-02-16,63.322432528903555
2024-02-17,40.97333869517289
2024-02-18,37.24848972288444
2024-02-19,52.14788561203822
2024-02-20,63.322432528903555
2024-02-21,63.322432528903555
2024-02-22,63.322432528903555
2024-02-23,59.59758355661511
2024-02-24,40.97333869517289
2024-02-25,40.97333869517289
2024-02-26,67.047281501192
2024-02-27,63.322432528903555
2024-02-28,59.59758355661511
2024-02-29,63.322432528903555
2024-03-01,59.59758355661511
2024-03-02,40.97333869517289
2024-03-03,37.24848972288444
2024-03-04,63.322432528903555
2024-03-05,63.322432528903555
2024-03-06,63.322432528903555
2024-03-07,59.59758355661511
2024-03-08,55.87273458432667
2024-03-09,37.24848972288444
2024-03-10,33.523640750596
2024-03-11,59.59758355661511
2024-03-12,63.322432528903555
2024-03-13,59.59758355661511
2024-03-14,63.322432528903555
2024-03-15,52.14788561203822
2024-03-16,33.523640750596
2024-03-17,33.523640750596
2024-03-18,63.322432528903555
2024-03-19,63.322432528903555
2024-03-20,63.322432528903555
2024-03-21,59.59758355661511
2024-03-22,52.14788561203822
2024-03-23,37.24848972288444
2024-03-24,37.24848972288444
2024-03-25,55.87273458432667
2024-03-26,59.59758355661511
2024-03-27,59.59758355661511
2024-03-28,63.322432528903555
2024-03-29,48.42303663974978
2024-03-30,33.523640750596
2024-03-31,29.798791778307557
2024-04-01,63.322432528903555
2024-04-02,63.322432528903555
2024-04-03,63.322432528903555
2024-04-04,55.87273458432667
2024-04-05,52.14788561203822
2024-04-06,33.523640750596
2024-04-07,29.798791778307557
2024-04-08,52.14788561203822
2024-04-09,59.59758355661511
2024-04-10,63.322432528903555
2024-04-11,55.87273458432667
2024-04-12,55.87273458432667
2024-04-13,33.523640750596
2024-04-14,33.523640750596
2024-04-15,59.59758355661511
2024-04-16,59.59758355661511
2024-04-17,59.59758355661511
2024-04-18,55.87273458432667
2024-04-19,52.14788561203822
2024-04-20,33.523640750596
2024-04-21,33.523640750596
2024-04-22,59.59758355661511
2024-04-23,59.59758355661511
2024-04-24,59.59758355661511
2024-04-25,63.322432528903555
2024-04-26,55.87273458432667
2024-04-27,37.24848972288444
2024-04-28,33.523640750596
2024-04-29,55.87273458432667
2024-04-30,55.87273458432667
2024-05-01,55.87273458432667
2024-05-02,59.59758355661511
2024-05-03,55.87273458432667
2024-05-04,33.523640750596
2024-05-05,33.523640750596
2024-05-06,55.87273458432667
2024-05-07,63.322432528903555
2024-05-08,59.59758355661511
2024-05-09,55.87273458432667
2024-05-10,52.14788561203822
2024-05-11,33.523640750596
2024-05-12,26.07394280601911
2024-05-13,55.87273458432667
2024-05-14,59.59758355661511
2024-05-15,59.59758355661511
2024-05-16,55.87273458432667
2024-05-17,52.14788561203822
2024-05-18,33.523640750596
2024-05-19,29.798791778307557
2024-05-20,63.322432528903555
2024-05-21,67.047281501192
2024-05-22,63.322432528903555
2024-05-23,63.322432528903555
2024-05-24,52.14788561203822
2024-05-25,37.24848972288444
2024-05-26,26.07394280601911
2024-05-27,37.24848972288444
2024-05-28,55.87273458432667
2024-05-29,59.59758355661511
2024-05-30,59.59758355661511
2024-05-31,52.14788561203822
2024-06-01,37.24848972288444
2024-06-02,29.798791778307557
2024-06-03,59.59758355661511
2024-06-04,63.322432528903555
2024-06-05,67.047281501192
2024-06-06,59.59758355661511
2024-06-07,55.87273458432667
2024-06-08,37.24848972288444
2024-06-09,33.523640750596
2024-06-10,59.59758355661511
2024-06-11,63.322432528903555
2024-06-12,59.59758355661511
2024-06-13,59.59758355661511
2024-06-14,48.42303663974978
2024-06-15,33.523640750596
2024-06-16,29.798791778307557
2024-06-17,59.59758355661511
2024-06-18,59.59758355661511
2024-06-19,52.14788561203822
2024-06-20,55.87273458432667
2024-06-21,52.14788561203822
2024-06-22,33.523640750596
2024-06-23,29.798791778307557
2024-06-24,59.59758355661511
2024-06-25,59.59758355661511
2024-06-26,59.59758355661511
2024-06-27,59.59758355661511
2024-06-28,55.87273458432667
2024-06-29,33.523640750596
2024-06-30,29.798791778307557
2024-07-01,59.59758355661511
2024-07-02,74.49697944576889
2024-07-03,55.87273458432667
2024-07-04,33.523640750596
2024-07-05,44.69818766746133
2024-07-06,33.523640750596
2024-07-07,29.798791778307557
2024-07-08,55.87273458432667
2024-07-09,59.59758355661511
2024-07-10,63.322432528903555
2024-07-11,55.87273458432667
2024-07-12,52.14788561203822
2024-07-13,33.523640750596
2024-07-14,26.07394280601911
2024-07-15,55.87273458432667
2024-07-16,67.047281501192
2024-07-17,63.322432528903555
2024-07-18,63.322432528903555
2024-07-19,372.48489722884443
2024-07-20,93.12122430721111
2024-07-21,52.14788561203822
2024-07-22,78.22182841805734
2024-07-23,70.77213047348044
2024-07-24,67.047281501192
2024-07-25,63.322432528903555
2024-07-26,52.14788561203822
2024-07-27,37.24848972288444
2024-07-28,33.523640750596
2024-07-29,59.59758355661511
2024-07-30,70.77213047348044
2024-07-31,63.322432528903555
2024-08-01,63.322432528903555
2024-08-02,55.87273458432667
2024-08-03,33.523640750596
2024-08-04,33.523640750596
2024-08-05,59.59758355661511
2024-08-06,63.322432528903555
2024-08-07,67.047281501192
2024-08-08,59.59758355661511
2024-08-09,55.87273458432667
2024-08-10,44.69818766746133
2024-08-11,33.523640750596
2024-08-12,59.59758355661511
2024-08-13,63.322432528903555
2024-08-14,67.047281501192
2024-08-15,63.322432528903555
2024-08-16,55.87273458432667
2024-08-17,37.24848972288444
2024-08-18,33.9886010938775
2024-08-19,63.02279141878881
2024-08-20,66.65206520940274
2024-08-21,67.09377753552015
2024-08-22,63.90621607102365
2024-08-23,58.95180530205748
2024-08-24,37.617874884491414
2024-08-25,37.617874884491414
2024-08-26,70.28133900001663
2024-08-27,70.72305132613405
2024-08-28,70.28133900001663
2024-08-29,69.83962667389922
2024-08-30,56.20595616367841
2024-08-31,33.9886010938775
2024-09-01,33.9886010938775
2024-09-02,40.363724022870485
2024-09-03,66.65206520940274
2024-09-04,74.7940374428654
2024-09-05,63.46450374490624
2024-09-06,56.647668489795834
2024-09-07,38.05958721060883
2024-09-08,36.73445023225656
2024-09-09,63.90621607102365
2024-09-10,69.83962667389922
2024-09-11,66.65206520940274
2024-09-12,78.42331123347932
2024-09-13,56.20595616367841
2024-09-14,37.17616255837399
2024-09-15,33.54688876776007
2024-09-16,66.21035288328531
2024-09-17,67.14027356984829
2024-09-18,67.14027356984829
2024-09-19,65.3734242653786
2024-09-20,60.95630100420438
2024-09-21,39.75410935056807
2024-09-22,35.33698608939384
2024-09-23,65.3734242653786
2024-09-24,67.14027356984829
2024-09-25,64.48999961314375
2024-09-26,60.95630100420438
2024-09-27,53.888903786325606
2024-09-28,36.22041074162868
