Time,toyota
2022-05-03,75.0
2022-05-04,71.0
2022-05-05,74.0
2022-05-06,75.0
2022-05-07,88.0
2022-05-08,77.0
2022-05-09,77.0
2022-05-10,76.0
2022-05-11,71.0
2022-05-12,80.0
2022-05-13,72.0
2022-05-14,88.0
2022-05-15,76.0
2022-05-16,79.0
2022-05-17,79.0
2022-05-18,79.0
2022-05-19,78.0
2022-05-20,80.0
2022-05-21,90.0
2022-05-22,80.0
2022-05-23,82.0
2022-05-24,82.0
2022-05-25,75.0
2022-05-26,78.0
2022-05-27,85.0
2022-05-28,88.0
2022-05-29,78.0
2022-05-30,83.0
2022-05-31,84.0
2022-06-01,83.0
2022-06-02,81.0
2022-06-03,83.0
2022-06-04,89.0
2022-06-05,72.0
2022-06-06,89.0
2022-06-07,85.0
2022-06-08,86.0
2022-06-09,85.0
2022-06-10,82.0
2022-06-11,91.0
2022-06-12,76.0
2022-06-13,89.0
2022-06-14,86.0
2022-06-15,87.0
2022-06-16,83.0
2022-06-17,87.0
2022-06-18,88.0
2022-06-19,83.0
2022-06-20,90.0
2022-06-21,88.0
2022-06-22,85.0
2022-06-23,84.0
2022-06-24,81.0
2022-06-25,87.0
2022-06-26,80.0
2022-06-27,87.0
2022-06-28,89.0
2022-06-29,83.0
2022-06-30,84.0
2022-07-01,84.0
2022-07-02,89.0
2022-07-03,78.0
2022-07-04,75.0
2022-07-05,82.0
2022-07-06,82.0
2022-07-07,83.0
2022-07-08,86.0
2022-07-09,95.0
2022-07-10,78.0
2022-07-11,90.0
2022-07-12,84.0
2022-07-13,81.0
2022-07-14,82.0
2022-07-15,92.0
2022-07-16,92.0
2022-07-17,84.0
2022-07-18,90.0
2022-07-19,86.0
2022-07-20,79.0
2022-07-21,81.0
2022-07-22,83.0
2022-07-23,87.0
2022-07-24,78.0
2022-07-25,88.0
2022-07-26,86.0
2022-07-27,82.0
2022-07-28,84.0
2022-07-29,88.0
2022-07-30,88.0
2022-07-31,81.0
2022-08-01,85.0
2022-08-02,81.0
2022-08-03,84.0
2022-08-04,82.0
2022-08-05,87.0
2022-08-06,90.0
2022-08-07,83.0
2022-08-08,86.0
2022-08-09,80.0
2022-08-10,82.0
2022-08-11,80.0
2022-08-12,83.0
2022-08-13,92.0
2022-08-14,88.0
2022-08-15,84.0
2022-08-16,82.0
2022-08-17,80.0
2022-08-18,82.0
2022-08-19,83.0
2022-08-20,91.0
2022-08-21,81.0
2022-08-22,80.0
2022-08-23,79.0
2022-08-24,79.0
2022-08-25,77.0
2022-08-26,82.0
2022-08-27,96.0
2022-08-28,79.0
2022-08-29,77.5
2022-08-30,77.0
2022-08-31,77.0
2022-09-01,75.0
2022-09-02,78.0
2022-09-03,81.0
2022-09-04,73.5
2022-09-05,78.5
2022-09-06,73.5
2022-09-07,67.5
2022-09-08,70.5
2022-09-09,71.0
2022-09-10,82.0
2022-09-11,68.5
2022-09-12,76.5
2022-09-13,73.5
2022-09-14,75.5
2022-09-15,74.0
2022-09-16,73.5
2022-09-17,87.5
2022-09-18,71.5
2022-09-19,77.5
2022-09-20,73.0
2022-09-21,71.5
2022-09-22,72.5
2022-09-23,71.5
2022-09-24,79.0
2022-09-25,72.5
2022-09-26,73.5
2022-09-27,71.5
2022-09-28,67.0
2022-09-29,68.0
2022-09-30,73.0
2022-10-01,77.0
2022-10-02,68.0
2022-10-03,74.0
2022-10-04,74.0
2022-10-05,73.0
2022-10-06,68.0
2022-10-07,76.0
2022-10-08,81.0
2022-10-09,68.0
2022-10-10,78.0
2022-10-11,76.0
2022-10-12,71.0
2022-10-13,72.0
2022-10-14,73.0
2022-10-15,77.0
2022-10-16,70.0
2022-10-17,73.0
2022-10-18,72.0
2022-10-19,72.0
2022-10-20,72.0
2022-10-21,73.0
2022-10-22,80.0
2022-10-23,67.0
2022-10-24,77.0
2022-10-25,76.0
2022-10-26,70.0
2022-10-27,72.0
2022-10-28,69.0
2022-10-29,76.0
2022-10-30,67.0
2022-10-31,70.0
2022-11-01,68.0
2022-11-02,70.0
2022-11-03,69.0
2022-11-04,72.0
2022-11-05,76.0
2022-11-06,66.0
2022-11-07,69.0
2022-11-08,64.0
2022-11-09,61.0
2022-11-10,64.0
2022-11-11,68.0
2022-11-12,78.0
2022-11-13,67.0
2022-11-14,71.0
2022-11-15,65.0
2022-11-16,68.0
2022-11-17,76.0
2022-11-18,71.0
2022-11-19,79.0
2022-11-20,65.0
2022-11-21,72.0
2022-11-22,69.0
2022-11-23,67.0
2022-11-24,59.0
2022-11-25,72.0
2022-11-26,71.0
2022-11-27,67.0
2022-11-28,69.0
2022-11-29,64.0
2022-11-30,65.0
2022-12-01,68.0
2022-12-02,66.0
2022-12-03,72.0
2022-12-04,65.0
2022-12-05,66.0
2022-12-06,65.0
2022-12-07,65.0
2022-12-08,65.0
2022-12-09,66.0
2022-12-10,73.0
2022-12-11,68.0
2022-12-12,68.0
2022-12-13,66.0
2022-12-14,67.0
2022-12-15,66.0
2022-12-16,69.0
2022-12-17,75.0
2022-12-18,63.0
2022-12-19,72.0
2022-12-20,71.0
2022-12-21,73.0
2022-12-22,68.0
2022-12-23,68.0
2022-12-24,63.0
2022-12-25,54.0
2022-12-26,81.0
2022-12-27,84.0
2022-12-28,84.0
2022-12-29,85.0
2022-12-30,83.0
2022-12-31,75.0
2023-01-01,63.0
2023-01-02,82.0
2023-01-03,69.0
2023-01-04,75.0
2023-01-05,71.0
2023-01-06,74.0
2023-01-07,88.0
2023-01-08,74.0
2023-01-09,71.0
2023-01-10,72.0
2023-01-11,76.0
2023-01-12,70.0
2023-01-13,79.0
2023-01-14,85.0
2023-01-15,75.0
2023-01-16,87.0
2023-01-17,74.0
2023-01-18,73.0
2023-01-19,70.0
2023-01-20,76.0
2023-01-21,92.0
2023-01-22,73.0
2023-01-23,74.0
2023-01-24,78.0
2023-01-25,71.0
2023-01-26,70.0
2023-01-27,77.0
2023-01-28,89.0
2023-01-29,73.0
2023-01-30,77.0
2023-01-31,71.0
2023-02-01,69.0
2023-02-02,73.0
2023-02-03,76.0
2023-02-04,85.0
2023-02-05,80.0
2023-02-06,68.0
2023-02-07,73.0
2023-02-08,70.0
2023-02-09,73.0
2023-02-10,77.0
2023-02-11,89.0
2023-02-12,74.0
2023-02-13,77.0
2023-02-14,71.0
2023-02-15,72.0
2023-02-16,75.0
2023-02-17,78.0
2023-02-18,89.0
2023-02-19,85.0
2023-02-20,84.0
2023-02-21,77.0
2023-02-22,74.0
2023-02-23,75.0
2023-02-24,74.0
2023-02-25,89.0
2023-02-26,80.0
2023-02-27,76.0
2023-02-28,73.0
2023-03-01,73.0
2023-03-02,72.0
2023-03-03,75.0
2023-03-04,89.0
2023-03-05,78.0
2023-03-06,77.0
2023-03-07,73.0
2023-03-08,74.0
2023-03-09,73.0
2023-03-10,73.0
2023-03-11,86.0
2023-03-12,75.0
2023-03-13,75.0
2023-03-14,72.0
2023-03-15,77.0
2023-03-16,74.0
2023-03-17,76.0
2023-03-18,87.0
2023-03-19,74.0
2023-03-20,84.0
2023-03-21,77.0
2023-03-22,74.0
2023-03-23,78.0
2023-03-24,76.0
2023-03-25,84.0
2023-03-26,78.0
2023-03-27,76.0
2023-03-28,78.0
2023-03-29,76.0
2023-03-30,76.0
2023-03-31,72.0
2023-04-01,83.0
2023-04-02,75.0
2023-04-03,74.0
2023-04-04,68.0
2023-04-05,76.0
2023-04-06,74.0
2023-04-07,80.0
2023-04-08,84.0
2023-04-09,72.0
2023-04-10,81.0
2023-04-11,76.0
2023-04-12,78.0
2023-04-13,78.0
2023-04-14,82.0
2023-04-15,84.0
2023-04-16,78.0
2023-04-17,78.0
2023-04-18,72.0
2023-04-19,76.0
2023-04-20,75.0
2023-04-21,77.0
2023-04-22,89.0
2023-04-23,75.0
2023-04-24,75.0
2023-04-25,75.0
2023-04-26,73.5
2023-04-27,74.5
2023-04-28,72.5
2023-04-29,87.5
2023-04-30,73.5
2023-05-01,71.5
2023-05-02,72.5
2023-05-03,72.5
2023-05-04,70.5
2023-05-05,77.5
2023-05-06,83.0
2023-05-07,72.5
2023-05-08,76.0
2023-05-09,74.5
2023-05-10,72.5
2023-05-11,74.5
2023-05-12,76.5
2023-05-13,86.5
2023-05-14,72.5
2023-05-15,81.5
2023-05-16,78.5
2023-05-17,75.5
2023-05-18,79.5
2023-05-19,99.5
2023-05-20,95.0
2023-05-21,83.5
2023-05-22,85.5
2023-05-23,82.5
2023-05-24,76.5
2023-05-25,80.5
2023-05-26,83.0
2023-05-27,89.0
2023-05-28,79.0
2023-05-29,82.0
2023-05-30,79.0
2023-05-31,80.0
2023-06-01,79.0
2023-06-02,79.0
2023-06-03,84.0
2023-06-04,78.0
2023-06-05,82.0
2023-06-06,78.0
2023-06-07,80.0
2023-06-08,79.0
2023-06-09,83.0
2023-06-10,89.0
2023-06-11,83.0
2023-06-12,80.0
2023-06-13,78.0
2023-06-14,80.0
2023-06-15,77.0
2023-06-16,82.0
2023-06-17,88.0
2023-06-18,75.0
2023-06-19,87.0
2023-06-20,81.0
2023-06-21,77.0
2023-06-22,77.0
2023-06-23,82.0
2023-06-24,91.0
2023-06-25,77.0
2023-06-26,85.0
2023-06-27,88.0
2023-06-28,81.0
2023-06-29,79.0
2023-06-30,80.0
2023-07-01,88.0
2023-07-02,78.0
2023-07-03,84.0
2023-07-04,79.0
2023-07-05,83.0
2023-07-06,82.0
2023-07-07,82.0
2023-07-08,100.0
2023-07-09,81.0
2023-07-10,83.0
2023-07-11,87.0
2023-07-12,82.0
2023-07-13,81.0
2023-07-14,84.0
2023-07-15,91.0
2023-07-16,80.0
2023-07-17,85.0
2023-07-18,84.0
2023-07-19,83.0
2023-07-20,83.0
2023-07-21,83.0
2023-07-22,87.0
2023-07-23,79.0
2023-07-24,88.0
2023-07-25,86.0
2023-07-26,86.0
2023-07-27,82.0
2023-07-28,85.0
2023-07-29,93.0
2023-07-30,84.0
2023-07-31,85.0
2023-08-01,83.0
2023-08-02,94.0
2023-08-03,92.0
2023-08-04,89.0
2023-08-05,94.0
2023-08-06,83.0
2023-08-07,86.0
2023-08-08,81.0
2023-08-09,79.0
2023-08-10,78.0
2023-08-11,93.0
2023-08-12,95.0
2023-08-13,88.0
2023-08-14,82.0
2023-08-15,83.0
2023-08-16,83.0
2023-08-17,80.0
2023-08-18,83.0
2023-08-19,92.0
2023-08-20,77.0
2023-08-21,84.0
2023-08-22,86.0
2023-08-23,81.0
2023-08-24,81.0
2023-08-25,85.0
2023-08-26,89.0
2023-08-27,78.0
2023-08-28,78.0
2023-08-29,77.0
2023-08-30,78.0
2023-08-31,77.0
2023-09-01,78.0
2023-09-02,85.0
2023-09-03,76.0
2023-09-04,81.0
2023-09-05,75.0
2023-09-06,76.0
2023-09-07,78.0
2023-09-08,80.0
2023-09-09,89.0
2023-09-10,74.0
2023-09-11,80.0
2023-09-12,73.0
2023-09-13,75.0
2023-09-14,74.0
2023-09-15,79.0
2023-09-16,80.0
2023-09-17,76.0
2023-09-18,78.0
2023-09-19,77.0
2023-09-20,72.0
2023-09-21,78.0
2023-09-22,78.0
2023-09-23,89.0
2023-09-24,76.0
2023-09-25,82.0
2023-09-26,79.0
2023-09-27,78.0
2023-09-28,78.0
2023-09-29,76.0
2023-09-30,88.0
2023-10-01,72.0
2023-10-02,79.0
2023-10-03,73.0
2023-10-04,71.0
2023-10-05,72.0
2023-10-06,74.0
2023-10-07,80.0
2023-10-08,74.0
2023-10-09,80.0
2023-10-10,73.0
2023-10-11,69.0
2023-10-12,75.0
2023-10-13,75.0
2023-10-14,82.0
2023-10-15,73.0
2023-10-16,78.0
2023-10-17,71.0
2023-10-18,76.0
2023-10-19,74.0
2023-10-20,77.0
2023-10-21,85.0
2023-10-22,75.0
2023-10-23,79.0
2023-10-24,71.0
2023-10-25,75.0
2023-10-26,77.0
2023-10-27,75.0
2023-10-28,83.0
2023-10-29,71.0
2023-10-30,76.0
2023-10-31,77.0
2023-11-01,76.0
2023-11-02,81.0
2023-11-03,85.0
2023-11-04,80.0
2023-11-05,75.0
2023-11-06,79.0
2023-11-07,77.0
2023-11-08,70.0
2023-11-09,72.0
2023-11-10,75.0
2023-11-11,82.0
2023-11-12,76.0
2023-11-13,75.0
2023-11-14,82.0
2023-11-15,77.0
2023-11-16,76.0
2023-11-17,79.0
2023-11-18,84.0
2023-11-19,72.0
2023-11-20,80.0
2023-11-21,76.0
2023-11-22,72.0
2023-11-23,67.0
2023-11-24,80.0
2023-11-25,81.0
2023-11-26,72.0
2023-11-27,76.0
2023-11-28,74.0
2023-11-29,75.0
2023-11-30,73.0
2023-12-01,74.0
2023-12-02,85.0
2023-12-03,68.0
2023-12-04,72.0
2023-12-05,73.0
2023-12-06,69.0
2023-12-07,69.0
2023-12-08,74.0
2023-12-09,87.0
2023-12-10,75.0
2023-12-11,76.0
2023-12-12,75.0
2023-12-13,75.0
2023-12-14,73.0
2023-12-15,75.0
2023-12-16,82.0
2023-12-17,73.0
2023-12-18,75.0
2023-12-19,77.0
2023-12-20,79.0
2023-12-21,81.0
2023-12-22,80.0
2023-12-23,81.5
2023-12-24,68.5
2023-12-25,63.5
2023-12-26,84.5
2023-12-27,88.0
2023-12-28,87.5
2023-12-29,92.0
2023-12-30,88.5
2023-12-31,69.5
2024-01-01,68.0
2024-01-02,79.5
2024-01-03,81.0
2024-01-04,77.5
2024-01-05,79.5
2024-01-06,86.5
2024-01-07,73.0
2024-01-08,72.0
2024-01-09,68.5
2024-01-10,75.5
2024-01-11,74.5
2024-01-12,80.5
2024-01-13,85.0
2024-01-14,74.5
2024-01-15,81.5
2024-01-16,74.5
2024-01-17,76.5
2024-01-18,74.5
2024-01-19,75.5
2024-01-20,89.0
2024-01-21,81.0
2024-01-22,78.0
2024-01-23,77.0
2024-01-24,79.0
2024-01-25,76.0
2024-01-26,80.0
2024-01-27,91.0
2024-01-28,77.0
2024-01-29,77.0
2024-01-30,84.0
2024-01-31,79.0
2024-02-01,75.0
2024-02-02,77.0
2024-02-03,87.0
2024-02-04,82.0
2024-02-05,71.0
2024-02-06,74.0
2024-02-07,73.0
2024-02-08,72.0
2024-02-09,77.0
2024-02-10,89.0
2024-02-11,76.0
2024-02-12,70.0
2024-02-13,74.0
2024-02-14,71.0
2024-02-15,75.0
2024-02-16,81.0
2024-02-17,90.0
2024-02-18,83.0
2024-02-19,84.0
2024-02-20,81.0
2024-02-21,81.0
2024-02-22,79.0
2024-02-23,87.0
2024-02-24,95.0
2024-02-25,85.0
2024-02-26,82.0
2024-02-27,80.0
2024-02-28,80.0
2024-02-29,78.0
2024-03-01,80.0
2024-03-02,92.0
2024-03-03,85.0
2024-03-04,82.0
2024-03-05,76.0
2024-03-06,78.0
2024-03-07,77.0
2024-03-08,75.0
2024-03-09,90.0
2024-03-10,77.0
2024-03-11,81.0
2024-03-12,74.0
2024-03-13,78.0
2024-03-14,81.0
2024-03-15,81.0
2024-03-16,92.0
2024-03-17,82.0
2024-03-18,84.0
2024-03-19,79.0
2024-03-20,74.0
2024-03-21,75.0
2024-03-22,79.0
2024-03-23,97.0
2024-03-24,86.0
2024-03-25,80.0
2024-03-26,75.0
2024-03-27,78.0
2024-03-28,80.0
2024-03-29,83.0
2024-03-30,93.0
2024-03-31,76.0
2024-04-01,81.0
2024-04-02,73.0
2024-04-03,76.0
2024-04-04,79.0
2024-04-05,79.0
2024-04-06,86.0
2024-04-07,77.0
2024-04-08,75.0
2024-04-09,83.0
2024-04-10,94.0
2024-04-11,83.0
2024-04-12,84.0
2024-04-13,92.0
2024-04-14,83.0
2024-04-15,79.0
2024-04-16,81.0
2024-04-17,80.0
2024-04-18,79.0
2024-04-19,82.0
2024-04-20,93.0
2024-04-21,86.0
2024-04-22,81.0
2024-04-23,82.0
2024-04-24,79.0
2024-04-25,80.0
2024-04-26,85.0
2024-04-27,90.0
2024-04-28,82.0
2024-04-29,79.0
2024-04-30,80.0
2024-05-01,75.0
2024-05-02,78.0
2024-05-03,80.0
2024-05-04,89.0
2024-05-05,80.0
2024-05-06,78.0
2024-05-07,74.0
2024-05-08,77.0
2024-05-09,75.0
2024-05-10,79.0
2024-05-11,86.0
2024-05-12,80.0
2024-05-13,83.0
2024-05-14,82.0
2024-05-15,83.0
2024-05-16,77.0
2024-05-17,82.0
2024-05-18,88.0
2024-05-19,82.0
2024-05-20,85.0
2024-05-21,87.0
2024-05-22,81.0
2024-05-23,85.0
2024-05-24,83.0
2024-05-25,92.0
2024-05-26,77.0
2024-05-27,83.0
2024-05-28,79.0
2024-05-29,80.0
2024-05-30,80.0
2024-05-31,85.0
2024-06-01,90.0
2024-06-02,81.0
2024-06-03,85.0
2024-06-04,81.0
2024-06-05,82.0
2024-06-06,84.0
2024-06-07,85.0
2024-06-08,89.0
2024-06-09,82.0
2024-06-10,88.0
2024-06-11,83.0
2024-06-12,82.0
2024-06-13,80.0
2024-06-14,85.0
2024-06-15,95.0
2024-06-16,80.0
2024-06-17,89.0
2024-06-18,88.0
2024-06-19,84.0
2024-06-20,81.0
2024-06-21,87.0
2024-06-22,91.0
2024-06-23,85.0
2024-06-24,86.0
2024-06-25,86.0
2024-06-26,79.0
2024-06-27,83.0
2024-06-28,81.0
2024-06-29,94.0
2024-06-30,81.0
2024-07-01,86.0
2024-07-02,87.0
2024-07-03,84.0
2024-07-04,78.0
2024-07-05,85.0
2024-07-06,89.0
2024-07-07,77.0
2024-07-08,87.0
2024-07-09,85.0
2024-07-10,83.0
2024-07-11,82.0
2024-07-12,88.0
2024-07-13,91.0
2024-07-14,72.0
2024-07-15,82.0
2024-07-16,78.0
2024-07-17,81.0
2024-07-18,81.0
2024-07-19,82.0
2024-07-20,93.0
2024-07-21,81.0
2024-07-22,86.0
2024-07-23,87.0
2024-07-24,83.0
2024-07-25,85.0
2024-07-26,86.0
2024-07-27,89.0
2024-07-28,84.0
2024-07-29,86.0
2024-07-30,88.0
2024-07-31,82.0
2024-08-01,85.0
2024-08-02,85.0
2024-08-03,92.0
2024-08-04,81.0
2024-08-05,82.0
2024-08-06,79.0
2024-08-07,83.0
2024-08-08,83.0
2024-08-09,81.0
2024-08-10,94.0
2024-08-11,86.0
2024-08-12,87.0
2024-08-13,83.0
2024-08-14,85.0
2024-08-15,85.0
2024-08-16,88.0
2024-08-17,100.0
2024-08-18,79.5
2024-08-19,77.0
2024-08-20,77.5
2024-08-21,78.0
2024-08-22,78.5
2024-08-23,77.0
2024-08-24,91.0
2024-08-25,77.5
2024-08-26,76.0
2024-08-27,74.0
2024-08-28,76.0
2024-08-29,73.0
2024-08-30,79.0
2024-08-31,86.0
2024-09-01,77.0
2024-09-02,78.5
2024-09-03,72.5
2024-09-04,73.0
2024-09-05,71.0
2024-09-06,76.5
2024-09-07,79.5
2024-09-08,70.5
2024-09-09,73.0
2024-09-10,67.5
2024-09-11,65.5
2024-09-12,72.0
2024-09-13,72.5
2024-09-14,77.5
2024-09-15,66.5
2024-09-16,73.0
2024-09-17,69.0
2024-09-18,72.0
2024-09-19,65.0
2024-09-20,69.0
2024-09-21,75.0
2024-09-22,68.0
2024-09-23,67.0
2024-09-24,66.0
2024-09-25,65.0
2024-09-26,62.0
2024-09-27,63.0
2024-09-28,76.0
2024-09-29,64.0
2024-09-30,64.0
2024-10-01,63.0
2024-10-02,65.0
2024-10-03,64.0
2024-10-04,65.0
2024-10-05,71.0
2024-10-06,63.0
2024-10-07,64.0
2024-10-08,60.0
2024-10-09,59.0
2024-10-10,62.0
2024-10-11,70.0
2024-10-12,73.0
2024-10-13,68.0
2024-10-14,70.0
2024-10-15,68.0
2024-10-16,65.0
2024-10-17,64.0
2024-10-18,68.0
2024-10-19,73.0
2024-10-20,61.0
2024-10-21,68.0
2024-10-22,66.0
2024-10-23,65.0
2024-10-24,65.0
2024-10-25,65.0
2024-10-26,71.0
2024-10-27,65.0
2024-10-28,65.0
2024-10-29,62.0
2024-10-30,60.0
2024-10-31,61.0
2024-11-01,64.0
2024-11-02,75.0
2024-11-03,64.0
2024-11-04,66.0
2024-11-05,55.0
2024-11-06,42.0
2024-11-07,64.0
2024-11-08,64.0
2024-11-09,74.0
2024-11-10,66.0
2024-11-11,71.0
2024-11-12,62.0
2024-11-13,65.0
2024-11-14,62.0
2024-11-15,63.0
2024-11-16,67.0
2024-11-17,65.0
2024-11-18,65.0
2024-11-19,62.0
2024-11-20,64.0
2024-11-21,63.0
2024-11-22,66.0
2024-11-23,73.0
2024-11-24,65.0
2024-11-25,67.0
2024-11-26,68.0
2024-11-27,71.0
2024-11-28,58.0
2024-11-29,75.0
2024-11-30,73.0
2024-12-01,63.0
2024-12-02,65.0
2024-12-03,65.0
2024-12-04,60.0
2024-12-05,60.0
2024-12-06,66.0
2024-12-07,74.0
2024-12-08,62.0
2024-12-09,61.0
2024-12-10,65.0
2024-12-11,61.0
2024-12-12,64.0
2024-12-13,65.0
2024-12-14,72.0
2024-12-15,64.0
2024-12-16,65.0
2024-12-17,65.0
2024-12-18,63.0
2024-12-19,66.0
2024-12-20,70.0
2024-12-21,76.0
2024-12-22,68.0
2024-12-23,71.0
2024-12-24,65.0
2024-12-25,51.0
2024-12-26,74.0
2024-12-27,82.0
2024-12-28,80.0
2024-12-29,69.0
2024-12-30,78.0
2024-12-31,72.0
2025-01-01,57.0
2025-01-02,72.0
2025-01-03,73.0
2025-01-04,75.0
2025-01-05,67.0
2025-01-06,66.0
2025-01-07,68.0
2025-01-08,65.0
2025-01-09,63.0
2025-01-10,63.0
2025-01-11,69.0
2025-01-12,66.0
2025-01-13,67.0
2025-01-14,67.0
2025-01-15,65.0
2025-01-16,83.0
2025-01-17,88.0
2025-01-18,100.0
2025-01-19,90.0
2025-01-20,76.0
2025-01-21,62.0
2025-01-22,60.0
2025-01-23,64.0
2025-01-24,65.0
2025-01-25,80.0
2025-01-26,68.0
2025-01-27,63.0
2025-01-28,63.0
2025-01-29,62.0
2025-01-30,61.0
2025-01-31,65.0
2025-02-01,74.0
2025-02-02,69.0
2025-02-03,63.0
2025-02-04,63.0
2025-02-05,61.0
2025-02-06,62.0
2025-02-07,65.0
2025-02-08,73.0
2025-02-09,65.0
2025-02-10,56.0
2025-02-11,62.0
2025-02-12,60.0
2025-02-13,61.0
2025-02-14,63.0
2025-02-15,74.0
2025-02-16,69.0
2025-02-17,69.0
2025-02-18,66.0
2025-02-19,65.0
2025-02-20,63.0
2025-02-21,67.0
2025-02-22,82.0
2025-02-23,75.0
2025-02-24,70.0
2025-02-25,72.0
2025-02-26,65.0
2025-02-27,65.0
2025-02-28,70.0
2025-03-01,78.0
2025-03-02,71.0
2025-03-03,66.0
2025-03-04,64.0
2025-03-05,62.0
2025-03-06,65.0
2025-03-07,68.0
2025-03-08,81.0
2025-03-09,71.0
2025-03-10,69.0
2025-03-11,71.0
2025-03-12,67.0
2025-03-13,66.0
2025-03-14,67.0
2025-03-15,78.0
2025-03-16,72.0
2025-03-17,66.0
2025-03-18,69.0
2025-03-19,68.0
2025-03-20,68.0
2025-03-21,70.0
2025-03-22,80.0
2025-03-23,73.0
2025-03-24,66.0
2025-03-25,67.0
2025-03-26,66.0
2025-03-27,72.0
2025-03-28,74.0
2025-03-29,86.0
2025-03-30,75.0
2025-03-31,72.0
2025-04-01,67.0
2025-04-02,66.0
2025-04-03,68.0
2025-04-04,71.0
2025-04-05,82.0
2025-04-06,75.0
2025-04-07,65.0
2025-04-08,64.0
2025-04-09,67.0
2025-04-10,67.0
2025-04-11,69.0
2025-04-12,83.0
2025-04-13,68.0
2025-04-14,64.0
2025-04-15,62.0
2025-04-16,60.0
2025-04-17,61.0
2025-04-18,67.5
2025-04-19,72.0
2025-04-20,65.5
2025-04-21,67.5
2025-04-22,66.5
2025-04-23,63.0
2025-04-24,63.0
2025-04-25,62.0
2025-04-26,62.5
2025-04-27,62.0
2025-04-28,65.5
2025-04-29,63.0
2025-04-30,61.0
2025-05-01,59.5
2025-05-02,63.0
2025-05-03,72.0
2025-05-04,66.5
2025-05-05,63.0
2025-05-06,60.0
2025-05-07,60.0
2025-05-08,63.0
2025-05-09,64.0
2025-05-10,72.5
2025-05-11,62.0
2025-05-12,63.5
2025-05-13,64.5
2025-05-14,61.0
2025-05-15,55.0
2025-05-16,58.0
2025-05-17,68.0
2025-05-18,58.0
2025-05-19,57.0
2025-05-20,58.0
2025-05-21,60.0
2025-05-22,62.0
2025-05-23,63.0
2025-05-24,65.0
2025-05-25,60.0
2025-05-26,64.0
2025-05-27,59.0
2025-05-28,57.0
2025-05-29,60.0
2025-05-30,62.0
2025-05-31,66.0
2025-06-01,59.0
2025-06-02,61.0
2025-06-03,59.0
2025-06-04,59.0
2025-06-05,56.0
2025-06-06,58.0
2025-06-07,61.0
2025-06-08,57.0
2025-06-09,60.0
2025-06-10,58.0
2025-06-11,59.0
2025-06-12,60.0
2025-06-13,59.0
2025-06-14,63.0
2025-06-15,56.0
2025-06-16,59.0
2025-06-17,62.0
2025-06-18,58.0
2025-06-19,59.0
2025-06-20,60.0
2025-06-21,63.0
2025-06-22,58.0
2025-06-23,61.0
2025-06-24,58.0
