Time,rebel_wilson
2022-01-01,5.0
2022-01-02,5.0
2022-01-03,12.0
2022-01-04,21.0
2022-01-05,6.0
2022-01-06,6.0
2022-01-07,5.0
2022-01-08,5.0
2022-01-09,15.0
2022-01-10,17.0
2022-01-11,13.0
2022-01-12,11.0
2022-01-13,9.0
2022-01-14,6.0
2022-01-15,6.0
2022-01-16,6.0
2022-01-17,5.0
2022-01-18,3.0
2022-01-19,4.0
2022-01-20,11.0
2022-01-21,10.0
2022-01-22,7.0
2022-01-23,5.0
2022-01-24,3.0
2022-01-25,2.0
2022-01-26,9.0
2022-01-27,5.0
2022-01-28,4.0
2022-01-29,4.0
2022-01-30,3.0
2022-01-31,4.0
2022-02-01,6.0
2022-02-02,4.0
2022-02-03,3.0
2022-02-04,5.0
2022-02-05,4.0
2022-02-06,3.0
2022-02-07,3.0
2022-02-08,2.0
2022-02-09,2.0
2022-02-10,2.0
2022-02-11,7.0
2022-02-12,11.0
2022-02-13,16.0
2022-02-14,10.0
2022-02-15,6.0
2022-02-16,3.0
2022-02-17,3.0
2022-02-18,2.0
2022-02-19,3.0
2022-02-20,3.0
2022-02-21,3.0
2022-02-22,3.0
2022-02-23,2.0
2022-02-24,2.0
2022-02-25,2.0
2022-02-26,2.0
2022-02-27,4.0
2022-02-28,2.0
2022-03-01,2.0
2022-03-02,2.0
2022-03-03,3.0
2022-03-04,3.0
2022-03-05,3.0
2022-03-06,3.0
2022-03-07,2.0
2022-03-08,2.0
2022-03-09,2.0
2022-03-10,3.0
2022-03-11,4.0
2022-03-12,5.0
2022-03-13,12.0
2022-03-14,26.0
2022-03-15,15.0
2022-03-16,6.0
2022-03-17,4.0
2022-03-18,5.0
2022-03-19,5.0
2022-03-20,6.0
2022-03-21,4.0
2022-03-22,4.0
2022-03-23,4.0
2022-03-24,4.0
2022-03-25,3.0
2022-03-26,4.0
2022-03-27,4.0
2022-03-28,7.0
2022-03-29,6.0
2022-03-30,7.0
2022-03-31,4.0
2022-04-01,6.0
2022-04-02,5.0
2022-04-03,5.0
2022-04-04,4.0
2022-04-05,3.0
2022-04-06,2.0
2022-04-07,2.0
2022-04-08,2.0
2022-04-09,3.0
2022-04-10,3.0
2022-04-11,9.0
2022-04-12,13.0
2022-04-13,8.0
2022-04-14,5.0
2022-04-15,8.0
2022-04-16,6.0
2022-04-17,6.0
2022-04-18,6.0
2022-04-19,5.0
2022-04-20,4.0
2022-04-21,3.0
2022-04-22,4.0
2022-04-23,3.0
2022-04-24,3.0
2022-04-25,3.0
2022-04-26,3.0
2022-04-27,14.0
2022-04-28,8.0
2022-04-29,3.0
2022-04-30,6.0
2022-05-01,13.0
2022-05-02,6.0
2022-05-03,4.0
2022-05-04,4.0
2022-05-05,15.0
2022-05-06,11.0
2022-05-07,9.0
2022-05-08,9.0
2022-05-09,7.0
2022-05-10,7.0
2022-05-11,13.0
2022-05-12,19.0
2022-05-13,32.0
2022-05-14,79.0
2022-05-15,86.0
2022-05-16,46.0
2022-05-17,33.0
2022-05-18,29.0
2022-05-19,31.0
2022-05-20,35.0
2022-05-21,45.0
2022-05-22,47.0
2022-05-23,22.0
2022-05-24,16.0
2022-05-25,14.0
2022-05-26,14.0
2022-05-27,13.0
2022-05-28,16.0
2022-05-29,16.0
2022-05-30,15.0
2022-05-31,10.0
2022-06-01,8.0
2022-06-02,8.0
2022-06-03,7.0
2022-06-04,10.0
2022-06-05,12.0
2022-06-06,7.0
2022-06-07,6.0
2022-06-08,6.0
2022-06-09,71.0
2022-06-10,100.0
2022-06-11,38.0
2022-06-12,38.0
2022-06-13,35.0
2022-06-14,20.0
2022-06-15,14.0
2022-06-16,11.0
2022-06-17,11.0
2022-06-18,15.0
2022-06-19,13.0
2022-06-20,8.0
2022-06-21,6.0
2022-06-22,5.0
2022-06-23,5.0
2022-06-24,6.0
2022-06-25,7.0
2022-06-26,6.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,5.0
2022-06-30,6.0
2022-07-01,6.0
2022-07-02,7.0
2022-07-03,12.0
2022-07-04,9.0
2022-07-05,4.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,5.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,5.0
2022-07-15,4.0
2022-07-16,5.0
2022-07-17,5.0
2022-07-18,3.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,2.0
2022-07-22,3.0
2022-07-23,4.0
2022-07-24,5.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,4.0
2022-07-31,5.0
2022-08-01,2.0
2022-08-02,4.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,4.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,4.0
2022-08-15,3.0
2022-08-16,5.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,6.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,4.0
2022-08-31,2.6666666666666665
2022-09-01,2.1666666666666665
2022-09-02,1.1666666666666665
2022-09-03,2.0
2022-09-04,2.833333333333333
2022-09-05,4.833333333333333
2022-09-06,2.833333333333333
2022-09-07,1.1666666666666665
2022-09-08,1.1666666666666665
2022-09-09,2.0
2022-09-10,2.1666666666666665
2022-09-11,2.0
2022-09-12,1.8333333333333333
2022-09-13,2.1666666666666665
2022-09-14,2.0
2022-09-15,1.8333333333333333
2022-09-16,2.0
2022-09-17,5.166666666666666
2022-09-18,6.166666666666666
2022-09-19,1.8333333333333333
2022-09-20,2.0
2022-09-21,1.8333333333333333
2022-09-22,2.833333333333333
2022-09-23,2.833333333333333
2022-09-24,3.1666666666666665
2022-09-25,5.666666666666666
2022-09-26,3.6666666666666665
2022-09-27,2.0
2022-09-28,2.0
2022-09-29,1.6666666666666665
2022-09-30,2.6666666666666665
2022-10-01,4.666666666666666
2022-10-02,4.0
2022-10-03,2.6666666666666665
2022-10-04,2.6666666666666665
2022-10-05,1.3333333333333333
2022-10-06,1.6666666666666665
2022-10-07,2.0
2022-10-08,2.0
2022-10-09,2.6666666666666665
2022-10-10,1.6666666666666665
2022-10-11,1.3333333333333333
2022-10-12,1.3333333333333333
2022-10-13,1.6666666666666665
2022-10-14,1.3333333333333333
2022-10-15,2.0
2022-10-16,3.0
2022-10-17,1.6666666666666665
2022-10-18,1.3333333333333333
2022-10-19,2.0
2022-10-20,1.6666666666666665
2022-10-21,1.6666666666666665
2022-10-22,3.333333333333333
2022-10-23,3.0
2022-10-24,1.3333333333333333
2022-10-25,1.3333333333333333
2022-10-26,1.3333333333333333
2022-10-27,1.3333333333333333
2022-10-28,1.3333333333333333
2022-10-29,2.0
2022-10-30,2.6666666666666665
2022-10-31,3.0
2022-11-01,2.333333333333333
2022-11-02,2.333333333333333
2022-11-03,1.6666666666666665
2022-11-04,2.0
2022-11-05,5.0
2022-11-06,4.666666666666666
2022-11-07,23.666666666666664
2022-11-08,28.0
2022-11-09,8.666666666666666
2022-11-10,5.333333333333333
2022-11-11,3.333333333333333
2022-11-12,6.666666666666666
2022-11-13,4.333333333333333
2022-11-14,4.0
2022-11-15,2.6666666666666665
2022-11-16,2.0
2022-11-17,3.333333333333333
2022-11-18,2.6666666666666665
2022-11-19,4.333333333333333
2022-11-20,4.0
2022-11-21,2.6666666666666665
2022-11-22,2.333333333333333
2022-11-23,2.333333333333333
2022-11-24,3.0
2022-11-25,2.333333333333333
2022-11-26,3.0
2022-11-27,5.0
2022-11-28,3.0
2022-11-29,2.333333333333333
2022-11-30,2.333333333333333
2022-12-01,7.0
2022-12-02,4.333333333333333
2022-12-03,3.0
2022-12-04,3.0
2022-12-05,2.333333333333333
2022-12-06,2.0
2022-12-07,1.6666666666666665
2022-12-08,2.0
2022-12-09,1.3333333333333333
2022-12-10,2.6666666666666665
2022-12-11,4.333333333333333
2022-12-12,3.0
2022-12-13,3.333333333333333
2022-12-14,3.333333333333333
2022-12-15,8.666666666666666
2022-12-16,2.333333333333333
2022-12-17,2.6666666666666665
2022-12-18,3.0
2022-12-19,3.6666666666666665
2022-12-20,3.6666666666666665
2022-12-21,2.6666666666666665
2022-12-22,2.0
2022-12-23,2.6666666666666665
2022-12-24,4.0
2022-12-25,3.0
2022-12-26,3.6666666666666665
2022-12-27,2.6666666666666665
2022-12-28,3.6666666666666665
2022-12-29,2.6666666666666665
2022-12-30,2.333333333333333
2022-12-31,3.0
2023-01-01,3.0
2023-01-02,3.0
2023-01-03,2.0
2023-01-04,4.666666666666666
2023-01-05,16.666666666666664
2023-01-06,10.666666666666666
2023-01-07,14.0
2023-01-08,14.0
2023-01-09,6.666666666666666
2023-01-10,5.0
2023-01-11,4.333333333333333
2023-01-12,4.333333333333333
2023-01-13,5.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,4.333333333333333
2023-01-17,3.0
2023-01-18,2.333333333333333
2023-01-19,2.6666666666666665
2023-01-20,2.0
2023-01-21,3.0
2023-01-22,3.6666666666666665
2023-01-23,3.333333333333333
2023-01-24,3.0
2023-01-25,2.6666666666666665
2023-01-26,2.333333333333333
2023-01-27,2.0
2023-01-28,3.0
2023-01-29,6.0
2023-01-30,6.0
2023-01-31,4.666666666666666
2023-02-01,2.333333333333333
2023-02-02,2.6666666666666665
2023-02-03,2.333333333333333
2023-02-04,2.0
2023-02-05,3.6666666666666665
2023-02-06,2.6666666666666665
2023-02-07,1.6666666666666665
2023-02-08,1.6666666666666665
2023-02-09,1.3333333333333333
2023-02-10,1.6666666666666665
2023-02-11,2.6666666666666665
2023-02-12,4.666666666666666
2023-02-13,2.333333333333333
2023-02-14,2.333333333333333
2023-02-15,5.0
2023-02-16,6.666666666666666
2023-02-17,4.666666666666666
2023-02-18,4.666666666666666
2023-02-19,14.666666666666666
2023-02-20,33.33333333333333
2023-02-21,11.666666666666666
2023-02-22,6.666666666666666
2023-02-23,4.0
2023-02-24,4.0
2023-02-25,5.666666666666666
2023-02-26,5.666666666666666
2023-02-27,4.666666666666666
2023-02-28,8.333333333333332
2023-03-01,7.333333333333333
2023-03-02,8.666666666666666
2023-03-03,10.666666666666666
2023-03-04,14.333333333333332
2023-03-05,14.0
2023-03-06,6.666666666666666
2023-03-07,6.333333333333333
2023-03-08,5.666666666666666
2023-03-09,4.333333333333333
2023-03-10,3.0
2023-03-11,3.6666666666666665
2023-03-12,4.0
2023-03-13,4.0
2023-03-14,3.0
2023-03-15,2.0
2023-03-16,2.333333333333333
2023-03-17,2.333333333333333
2023-03-18,3.0
2023-03-19,3.333333333333333
2023-03-20,2.6666666666666665
2023-03-21,2.6666666666666665
2023-03-22,1.6666666666666665
2023-03-23,2.6666666666666665
2023-03-24,2.0
2023-03-25,2.333333333333333
2023-03-26,2.333333333333333
2023-03-27,2.0
2023-03-28,2.0
2023-03-29,2.333333333333333
2023-03-30,1.6666666666666665
2023-03-31,1.6666666666666665
2023-04-01,2.0
2023-04-02,2.333333333333333
2023-04-03,1.6666666666666665
2023-04-04,2.0
2023-04-05,2.333333333333333
2023-04-06,2.333333333333333
2023-04-07,1.6666666666666665
2023-04-08,3.0
2023-04-09,3.333333333333333
2023-04-10,2.333333333333333
2023-04-11,3.0
2023-04-12,2.0
2023-04-13,2.333333333333333
2023-04-14,2.333333333333333
2023-04-15,2.0
2023-04-16,3.6666666666666665
2023-04-17,2.333333333333333
2023-04-18,1.6666666666666665
2023-04-19,1.3333333333333333
2023-04-20,1.3333333333333333
2023-04-21,1.6666666666666665
2023-04-22,2.0
2023-04-23,2.333333333333333
2023-04-24,1.3333333333333333
2023-04-25,1.3333333333333333
2023-04-26,1.240418118466899
2023-04-27,1.3008130081300813
2023-04-28,1.3310104529616726
2023-04-29,1.9059233449477353
2023-04-30,1.678861788617886
2023-05-01,1.9059233449477353
2023-05-02,3.6451800232288036
2023-05-03,4.083623693379791
2023-05-04,3.675377468060395
2023-05-05,2.9796747967479673
2023-05-06,6.019744483159117
2023-05-07,4.688734030197445
2023-05-08,3.675377468060395
2023-05-09,2.6620209059233453
2023-05-10,2.692218350754936
2023-05-11,2.087108013937282
2023-05-12,2.3443670150987224
2023-05-13,2.692218350754936
2023-05-14,4.34088269454123
2023-05-15,5.354239256678281
2023-05-16,3.327526132404181
2023-05-17,2.692218350754936
2023-05-18,2.9494773519163764
2023-05-19,3.6149825783972123
2023-05-20,3.6149825783972123
2023-05-21,3.675377468060395
2023-05-22,2.3443670150987224
2023-05-23,2.0267131242741
2023-05-24,2.6016260162601625
2023-05-25,2.2537746806039487
2023-05-26,2.596980255516841
2023-05-27,3.3821138211382116
2023-05-28,3.502903600464576
2023-05-29,3.502903600464576
2023-05-30,2.717770034843206
2023-05-31,2.0534262485481998
2023-06-01,2.6573751451800236
2023-06-02,1.8118466898954706
2023-06-03,2.596980255516841
2023-06-04,3.3821138211382116
2023-06-05,3.744483159117306
2023-06-06,2.717770034843206
2023-06-07,1.9930313588850175
2023-06-08,1.9930313588850175
2023-06-09,2.1742160278745644
2023-06-10,2.3554006968641117
2023-06-11,3.0197444831591174
2023-06-12,3.0197444831591174
2023-06-13,3.3821138211382116
2023-06-14,2.778164924506388
2023-06-15,2.596980255516841
2023-06-16,2.6573751451800236
2023-06-17,4.1068524970963995
2023-06-18,2.8385598141695705
2023-06-19,2.415795586527294
2023-06-20,2.415795586527294
