Time,daily_mail
2023-02-16,71.0
2023-02-17,68.0
2023-02-18,70.0
2023-02-19,66.0
2023-02-20,75.0
2023-02-21,64.0
2023-02-22,70.0
2023-02-23,68.0
2023-02-24,66.0
2023-02-25,65.0
2023-02-26,74.0
2023-02-27,62.0
2023-02-28,64.0
2023-03-01,75.0
2023-03-02,68.0
2023-03-03,66.0
2023-03-04,66.0
2023-03-05,68.0
2023-03-06,66.0
2023-03-07,75.0
2023-03-08,72.0
2023-03-09,73.0
2023-03-10,69.0
2023-03-11,66.0
2023-03-12,66.0
2023-03-13,73.0
2023-03-14,67.0
2023-03-15,71.0
2023-03-16,65.0
2023-03-17,64.0
2023-03-18,66.0
2023-03-19,67.0
2023-03-20,68.0
2023-03-21,69.0
2023-03-22,69.0
2023-03-23,74.0
2023-03-24,72.0
2023-03-25,63.0
2023-03-26,66.0
2023-03-27,75.0
2023-03-28,71.0
2023-03-29,69.0
2023-03-30,75.0
2023-03-31,71.0
2023-04-01,70.0
2023-04-02,63.0
2023-04-03,71.0
2023-04-04,65.0
2023-04-05,68.0
2023-04-06,71.0
2023-04-07,71.0
2023-04-08,62.0
2023-04-09,66.0
2023-04-10,70.0
2023-04-11,69.0
2023-04-12,66.0
2023-04-13,67.0
2023-04-14,69.0
2023-04-15,69.0
2023-04-16,64.0
2023-04-17,67.0
2023-04-18,69.0
2023-04-19,67.0
2023-04-20,66.0
2023-04-21,67.0
2023-04-22,64.0
2023-04-23,64.0
2023-04-24,70.0
2023-04-25,68.0
2023-04-26,73.862599666234
2023-04-27,63.79399221212683
2023-04-28,62.83320971629891
2023-04-29,66.17633969961061
2023-04-30,62.33320971629891
2023-05-01,65.21555720378268
2023-05-02,68.09790469126645
2023-05-03,68.09790469126645
2023-05-04,69.05868718709438
2023-05-05,68.09790469126645
2023-05-06,80.08807713702947
2023-05-07,75.78416465788985
2023-05-08,70.0194696829223
2023-05-09,70.98025217875023
2023-05-10,71.94103467457816
2023-05-11,70.98025217875023
2023-05-12,70.98025217875023
2023-05-13,62.83320971629891
2023-05-14,66.67633969961061
2023-05-15,70.98025217875023
2023-05-16,70.0194696829223
2023-05-17,70.98025217875023
2023-05-18,78.66651214537363
2023-05-19,70.0194696829223
2023-05-20,64.25477470795475
2023-05-21,65.71555720378268
2023-05-22,66.17633969961061
2023-05-23,69.05868718709438
2023-05-24,67.63712219543854
2023-05-25,75.28416465788985
2023-05-26,67.27424439087706
2023-05-27,70.96050435750047
2023-05-28,67.27424439087706
2023-05-29,64.5095494159095
2023-05-30,68.19580938253291
2023-05-31,61.74485444094196
2023-06-01,67.27424439087706
2023-06-02,68.19580938253291
2023-06-03,61.74485444094196
2023-06-04,64.5095494159095
2023-06-05,68.19580938253291
2023-06-06,68.19580938253291
2023-06-07,68.19580938253291
2023-06-08,68.19580938253291
2023-06-09,66.35267939922122
2023-06-10,63.58798442425366
2023-06-11,68.19580938253291
2023-06-12,69.11737437418876
2023-06-13,70.96050435750047
2023-06-14,68.19580938253291
2023-06-15,67.27424439087706
2023-06-16,65.43111440756536
2023-06-17,67.27424439087706
2023-06-18,66.35267939922122
2023-06-19,69.11737437418876
2023-06-20,75.5683293157797
2023-06-21,82.94084924902651
2023-06-22,92.15649916558502
2023-06-23,73.72519933246801
2023-06-24,74.64676432412386
2023-06-25,70.96050435750047
2023-06-26,71.88206934915631
2023-06-27,69.11737437418876
2023-06-28,69.11737437418876
2023-06-29,70.96050435750047
2023-06-30,69.11737437418876
2023-07-01,65.43111440756536
2023-07-02,72.80363434081217
2023-07-03,67.27424439087706
2023-07-04,70.96050435750047
2023-07-05,79.25458928240312
2023-07-06,75.5683293157797
2023-07-07,68.19580938253291
2023-07-08,68.19580938253291
2023-07-09,64.5095494159095
2023-07-10,69.11737437418876
2023-07-11,70.03893936584461
2023-07-12,70.03893936584461
2023-07-13,70.96050435750047
2023-07-14,69.11737437418876
2023-07-15,63.58798442425366
2023-07-16,63.58798442425366
2023-07-17,71.88206934915631
2023-07-18,70.03893936584461
2023-07-19,67.27424439087706
2023-07-20,68.19580938253291
2023-07-21,65.43111440756536
2023-07-22,63.58798442425366
2023-07-23,67.27424439087706
2023-07-24,72.80363434081217
2023-07-25,67.27424439087706
2023-07-26,68.19580938253291
2023-07-27,66.35267939922122
2023-07-28,69.11737437418876
2023-07-29,71.88206934915631
2023-07-30,59.90172445763026
2023-07-31,70.03893936584461
2023-08-01,70.03893936584461
2023-08-02,65.43111440756536
2023-08-03,70.96050435750047
2023-08-04,68.19580938253291
2023-08-05,60.82328944928611
2023-08-06,62.66641943259781
2023-08-07,66.35267939922122
2023-08-08,65.43111440756536
2023-08-09,66.35267939922122
2023-08-10,70.96050435750047
2023-08-11,69.11737437418876
2023-08-12,61.74485444094196
2023-08-13,64.5095494159095
2023-08-14,70.03893936584461
2023-08-15,78.33302429074726
2023-08-16,71.88206934915631
2023-08-17,66.35267939922122
2023-08-18,69.11737437418876
2023-08-19,62.66641943259781
2023-08-20,70.03893936584461
2023-08-21,65.43111440756536
2023-08-22,68.19580938253291
2023-08-23,69.11737437418876
2023-08-24,70.96050435750047
2023-08-25,67.27424439087706
2023-08-26,58.05859447431856
2023-08-27,60.82328944928611
2023-08-28,64.5095494159095
2023-08-29,67.27424439087706
2023-08-30,66.35267939922122
2023-08-31,67.27424439087706
2023-09-01,66.35267939922122
2023-09-02,62.66641943259781
2023-09-03,59.90172445763026
2023-09-04,62.66641943259781
2023-09-05,64.5095494159095
2023-09-06,66.35267939922122
2023-09-07,63.58798442425366
2023-09-08,64.5095494159095
2023-09-09,59.90172445763026
2023-09-10,59.90172445763026
2023-09-11,65.43111440756536
2023-09-12,62.66641943259781
2023-09-13,64.5095494159095
2023-09-14,62.66641943259781
2023-09-15,66.35267939922122
2023-09-16,61.74485444094196
2023-09-17,64.5095494159095
2023-09-18,62.66641943259781
2023-09-19,62.66641943259781
2023-09-20,65.43111440756536
2023-09-21,63.58798442425366
2023-09-22,63.58798442425366
2023-09-23,60.82328944928611
2023-09-24,58.05859447431856
2023-09-25,67.27424439087706
2023-09-26,63.58798442425366
2023-09-27,60.82328944928611
2023-09-28,66.35267939922122
2023-09-29,63.58798442425366
2023-09-30,58.05859447431856
2023-10-01,58.05859447431856
2023-10-02,65.43111440756536
2023-10-03,66.35267939922122
2023-10-04,64.5095494159095
2023-10-05,66.35267939922122
2023-10-06,70.03893936584461
2023-10-07,63.58798442425366
2023-10-08,69.11737437418876
2023-10-09,71.88206934915631
2023-10-10,68.19580938253291
2023-10-11,69.11737437418876
2023-10-12,69.11737437418876
2023-10-13,71.88206934915631
2023-10-14,67.27424439087706
2023-10-15,69.11737437418876
2023-10-16,71.88206934915631
2023-10-17,70.03893936584461
2023-10-18,67.27424439087706
2023-10-19,67.27424439087706
2023-10-20,69.11737437418876
2023-10-21,63.58798442425366
2023-10-22,69.11737437418876
2023-10-23,62.66641943259781
2023-10-24,70.96050435750047
2023-10-25,65.43111440756536
2023-10-26,75.5683293157797
2023-10-27,69.11737437418876
2023-10-28,67.27424439087706
2023-10-29,70.96050435750047
2023-10-30,72.80363434081217
2023-10-31,72.80363434081217
2023-11-01,66.35267939922122
2023-11-02,66.35267939922122
2023-11-03,59.90172445763026
2023-11-04,61.74485444094196
2023-11-05,63.58798442425366
2023-11-06,68.19580938253291
2023-11-07,66.35267939922122
2023-11-08,72.80363434081217
2023-11-09,61.74485444094196
2023-11-10,64.5095494159095
2023-11-11,62.66641943259781
2023-11-12,66.35267939922122
2023-11-13,64.5095494159095
2023-11-14,62.66641943259781
2023-11-15,65.43111440756536
2023-11-16,63.58798442425366
2023-11-17,58.98015946597441
2023-11-18,64.5095494159095
2023-11-19,58.98015946597441
2023-11-20,61.74485444094196
2023-11-21,65.43111440756536
2023-11-22,65.43111440756536
2023-11-23,59.90172445763026
2023-11-24,59.90172445763026
2023-11-25,59.90172445763026
2023-11-26,60.82328944928611
2023-11-27,60.82328944928611
2023-11-28,63.58798442425366
2023-11-29,60.82328944928611
2023-11-30,59.90172445763026
2023-12-01,62.66641943259781
2023-12-02,63.58798442425366
2023-12-03,60.82328944928611
2023-12-04,63.58798442425366
2023-12-05,64.5095494159095
2023-12-06,61.74485444094196
2023-12-07,65.43111440756536
2023-12-08,60.82328944928611
2023-12-09,64.5095494159095
2023-12-10,68.19580938253291
2023-12-11,63.58798442425366
2023-12-12,65.43111440756536
2023-12-13,67.27424439087706
2023-12-14,65.43111440756536
2023-12-15,66.35267939922122
2023-12-16,60.82328944928611
2023-12-17,65.43111440756536
2023-12-18,63.58798442425366
2023-12-19,74.64676432412386
2023-12-20,76.48989430743556
2023-12-21,66.35267939922122
2023-12-22,66.34636610907857
2023-12-23,62.71026172525509
2023-12-24,61.801235629299214
2023-12-25,66.34636610907857
2023-12-26,68.16441830099032
2023-12-27,68.16441830099032
2023-12-28,64.52831391716683
2023-12-29,64.52831391716683
2023-12-30,62.71026172525509
2023-12-31,65.43734001312271
2024-01-01,70.43071409302999
2024-01-02,67.25539220503444
2024-01-03,71.80052268481379
2024-01-04,86.79318382023567
2024-01-05,63.17104422108301
2024-01-06,59.983183437387474
2024-01-07,67.25539220503444
2024-01-08,66.34636610907857
2024-01-09,63.61928782121096
2024-01-10,66.34636610907857
2024-01-11,63.61928782121096
2024-01-12,62.71026172525509
2024-01-13,58.62591374130366
2024-01-14,75.43662706863728
2024-01-15,66.34636610907857
2024-01-16,64.52831391716683
2024-01-17,71.80052268481379
2024-01-18,63.61928782121096
2024-01-19,64.08007031703887
2024-01-20,65.43734001312271
2024-01-21,68.13302721944771
2024-01-22,63.65059121816825
2024-01-23,71.71897602047127
2024-01-24,73.51195042098306
2024-01-25,68.13302721944771
2024-01-26,60.06464241714469
2024-01-27,57.37518081637702
2024-01-28,55.58220641586524
2024-01-29,70.82248882021538
2024-01-30,60.96112961740058
2024-01-31,62.75410401791236
2024-02-01,57.37518081637702
2024-02-02,56.47869361612113
2024-02-03,50.20328321432989
2024-02-04,52.892744815097565
2024-02-05,60.06464241714469
2024-02-06,64.54707841842415
2024-02-07,70.82248882021538
2024-02-08,62.75410401791236
2024-02-09,62.75410401791236
2024-02-10,59.1681552168888
2024-02-11,59.1681552168888
2024-02-12,59.1681552168888
2024-02-13,60.06464241714469
2024-02-14,60.96112961740058
2024-02-15,69.0295144197036
2024-02-16,63.65059121816825
2024-02-17,56.47869361612113
2024-02-18,55.58220641586524
2024-02-19,58.27166801663291
2024-02-20,58.27166801663291
2024-02-21,60.06464241714469
2024-02-22,64.54707841842415
2024-02-23,58.27166801663291
2024-02-24,55.58220641586524
2024-02-25,53.789232015353456
2024-02-26,57.37518081637702
2024-02-27,63.65059121816825
2024-02-28,55.58220641586524
2024-02-29,61.85761681765647
2024-03-01,54.685719215609346
2024-03-02,53.789232015353456
2024-03-03,55.58220641586524
2024-03-04,60.06464241714469
2024-03-05,60.96112961740058
2024-03-06,57.37518081637702
2024-03-07,60.96112961740058
2024-03-08,56.47869361612113
2024-03-09,53.789232015353456
2024-03-10,52.892744815097565
2024-03-11,62.75410401791236
2024-03-12,60.96112961740058
2024-03-13,64.54707841842415
2024-03-14,57.37518081637702
2024-03-15,62.75410401791236
2024-03-16,56.47869361612113
2024-03-17,57.37518081637702
2024-03-18,60.06464241714469
2024-03-19,60.06464241714469
2024-03-20,57.37518081637702
2024-03-21,55.58220641586524
2024-03-22,65.44356561868004
2024-03-23,67.23654001919182
2024-03-24,58.27166801663291
2024-03-25,58.27166801663291
2024-03-26,69.9260016199595
2024-03-27,64.54707841842415
2024-03-28,61.85761681765647
2024-03-29,60.06464241714469
2024-03-30,54.685719215609346
2024-03-31,56.47869361612113
2024-04-01,61.85761681765647
2024-04-02,60.06464241714469
2024-04-03,57.37518081637702
2024-04-04,57.37518081637702
2024-04-05,58.27166801663291
2024-04-06,48.41030881381811
2024-04-07,52.892744815097565
2024-04-08,58.27166801663291
2024-04-09,63.65059121816825
2024-04-10,59.1681552168888
2024-04-11,58.27166801663291
2024-04-12,58.27166801663291
2024-04-13,54.685719215609346
2024-04-14,58.27166801663291
2024-04-15,57.37518081637702
2024-04-16,58.27166801663291
2024-04-17,56.47869361612113
2024-04-18,62.75410401791236
2024-04-19,56.47869361612113
2024-04-20,55.58220641586524
2024-04-21,52.892744815097565
2024-04-22,56.47869361612113
2024-04-23,58.27166801663291
2024-04-24,53.789232015353456
2024-04-25,55.58220641586524
2024-04-26,57.37518081637702
2024-04-27,48.41030881381811
2024-04-28,51.996257614841674
2024-04-29,57.37518081637702
2024-04-30,55.58220641586524
2024-05-01,56.47869361612113
2024-05-02,54.685719215609346
2024-05-03,56.47869361612113
2024-05-04,46.617334413306324
2024-05-05,48.41030881381811
2024-05-06,58.27166801663291
2024-05-07,55.58220641586524
2024-05-08,53.789232015353456
2024-05-09,55.58220641586524
2024-05-10,53.789232015353456
2024-05-11,49.306796014074
2024-05-12,51.996257614841674
2024-05-13,64.54707841842415
2024-05-14,55.58220641586524
2024-05-15,53.789232015353456
2024-05-16,57.37518081637702
2024-05-17,58.27166801663291
2024-05-18,51.996257614841674
2024-05-19,53.789232015353456
2024-05-20,62.75410401791236
2024-05-21,60.96112961740058
2024-05-22,56.47869361612113
2024-05-23,61.85761681765647
2024-05-24,57.37518081637702
2024-05-25,53.789232015353456
2024-05-26,53.789232015353456
2024-05-27,55.58220641586524
2024-05-28,56.47869361612113
2024-05-29,60.06464241714469
2024-05-30,60.96112961740058
2024-05-31,65.44356561868004
2024-06-01,52.892744815097565
2024-06-02,55.58220641586524
2024-06-03,58.27166801663291
2024-06-04,58.27166801663291
2024-06-05,67.23654001919182
2024-06-06,57.37518081637702
2024-06-07,58.27166801663291
2024-06-08,50.20328321432989
2024-06-09,48.41030881381811
2024-06-10,59.1681552168888
2024-06-11,64.54707841842415
2024-06-12,60.06464241714469
2024-06-13,61.85761681765647
2024-06-14,57.37518081637702
2024-06-15,53.789232015353456
2024-06-16,52.892744815097565
2024-06-17,61.85761681765647
2024-06-18,59.1681552168888
2024-06-19,60.96112961740058
2024-06-20,57.37518081637702
2024-06-21,57.37518081637702
2024-06-22,50.20328321432989
2024-06-23,51.099770414585784
2024-06-24,57.37518081637702
2024-06-25,63.65059121816825
2024-06-26,60.06464241714469
2024-06-27,57.37518081637702
2024-06-28,63.65059121816825
2024-06-29,51.099770414585784
2024-06-30,55.58220641586524
2024-07-01,61.85761681765647
2024-07-02,60.96112961740058
2024-07-03,57.37518081637702
2024-07-04,60.06464241714469
2024-07-05,60.96112961740058
2024-07-06,55.58220641586524
2024-07-07,54.685719215609346
2024-07-08,57.37518081637702
2024-07-09,60.06464241714469
2024-07-10,59.1681552168888
2024-07-11,59.1681552168888
2024-07-12,60.06464241714469
2024-07-13,60.06464241714469
2024-07-14,89.64872002558909
2024-07-15,69.0295144197036
2024-07-16,67.23654001919182
2024-07-17,63.65059121816825
2024-07-18,68.13302721944771
2024-07-19,64.54707841842415
2024-07-20,57.37518081637702
2024-07-21,69.9260016199595
2024-07-22,64.54707841842415
2024-07-23,62.75410401791236
2024-07-24,64.54707841842415
2024-07-25,64.54707841842415
2024-07-26,59.1681552168888
2024-07-27,54.685719215609346
2024-07-28,53.789232015353456
2024-07-29,60.06464241714469
2024-07-30,60.96112961740058
2024-07-31,60.96112961740058
2024-08-01,61.85761681765647
2024-08-02,60.96112961740058
2024-08-03,55.58220641586524
2024-08-04,56.47869361612113
2024-08-05,64.54707841842415
2024-08-06,57.37518081637702
2024-08-07,61.85761681765647
2024-08-08,60.96112961740058
2024-08-09,61.85761681765647
2024-08-10,52.892744815097565
2024-08-11,51.996257614841674
2024-08-12,62.75410401791236
2024-08-13,60.96112961740058
2024-08-14,60.06464241714469
2024-08-15,61.85761681765647
2024-08-16,57.37518081637702
2024-08-17,48.41030881381811
2024-08-18,50.95469858435118
2024-08-19,67.23079232385764
2024-08-20,60.96634086117023
2024-08-21,57.60999332976256
2024-08-22,55.54097628133475
2024-08-23,61.805427744022154
2024-08-24,54.311046115758856
2024-08-25,56.77090644691064
2024-08-26,58.449080212614476
2024-08-27,55.15013299861077
2024-08-28,57.21915004703858
2024-08-29,53.02371563277899
2024-08-30,54.70188939848283
2024-08-31,49.27652481864734
2024-09-01,51.345541867075156
2024-09-02,50.95469858435118
2024-09-03,54.70188939848283
2024-09-04,67.23079232385764
2024-09-05,60.127253978318315
2024-09-06,55.15013299861077
2024-09-07,47.20750777021952
2024-09-08,51.345541867075156
2024-09-09,53.862802515630904
2024-09-10,55.54097628133475
2024-09-11,65.5526185581538
2024-09-12,55.54097628133475
2024-09-13,56.77090644691064
2024-09-14,48.437437935795415
2024-09-15,53.02371563277899
2024-09-16,57.21915004703858
2024-09-17,59.40817897404399
2024-09-18,60.97155210493988
2024-09-19,55.499746146804256
2024-09-20,56.2814327122522
2024-09-21,51.59131331956452
2024-09-22,51.59131331956452
2024-09-23,57.844805843148094
2024-09-24,57.063119277700146
2024-09-25,58.62649240859604
2024-09-26,59.40817897404399
2024-09-27,57.844805843148094
2024-09-28,50.80962675411657
2024-09-29,51.59131331956452
2024-09-30,55.499746146804256
2024-10-01,56.2814327122522
2024-10-02,58.62649240859604
2024-10-03,56.2814327122522
2024-10-04,61.75323867038783
2024-10-05,50.80962675411657
2024-10-06,50.80962675411657
2024-10-07,57.063119277700146
2024-10-08,57.063119277700146
2024-10-09,57.844805843148094
2024-10-10,59.40817897404399
2024-10-11,57.063119277700146
2024-10-12,50.02794018866862
2024-10-13,50.02794018866862
2024-10-14,57.063119277700146
2024-10-15,57.844805843148094
2024-10-16,58.62649240859604
2024-10-17,62.53492523583578
2024-10-18,58.62649240859604
2024-10-19,51.59131331956452
2024-10-20,48.464567057772726
2024-10-21,55.499746146804256
2024-10-22,54.71805958135631
2024-10-23,56.2814327122522
2024-10-24,57.844805843148094
2024-10-25,56.2814327122522
2024-10-26,50.02794018866862
2024-10-27,52.37299988501246
2024-10-28,57.063119277700146
2024-10-29,60.97155210493988
2024-10-30,57.063119277700146
2024-10-31,57.063119277700146
2024-11-01,58.62649240859604
2024-11-02,49.246253623220674
2024-11-03,53.93637301590836
2024-11-04,56.2814327122522
2024-11-05,60.18986553949194
2024-11-06,62.53492523583578
2024-11-07,60.18986553949194
2024-11-08,59.40817897404399
2024-11-09,53.93637301590836
2024-11-10,53.15468645046041
2024-11-11,57.063119277700146
2024-11-12,59.40817897404399
2024-11-13,56.2814327122522
2024-11-14,56.2814327122522
2024-11-15,53.15468645046041
2024-11-16,50.80962675411657
2024-11-17,51.59131331956452
2024-11-18,55.499746146804256
2024-11-19,53.93637301590836
2024-11-20,57.844805843148094
2024-11-21,57.063119277700146
2024-11-22,64.09829836673167
2024-11-23,68.0067311939714
2024-11-24,55.499746146804256
2024-11-25,53.93637301590836
