Time,american express
2022-06-07,71.0
2022-06-08,80.0
2022-06-09,73.0
2022-06-10,76.0
2022-06-11,59.0
2022-06-12,57.0
2022-06-13,82.0
2022-06-14,82.0
2022-06-15,80.0
2022-06-16,80.0
2022-06-17,75.0
2022-06-18,64.0
2022-06-19,60.0
2022-06-20,76.0
2022-06-21,79.0
2022-06-22,78.0
2022-06-23,83.0
2022-06-24,72.0
2022-06-25,62.0
2022-06-26,59.0
2022-06-27,78.0
2022-06-28,79.0
2022-06-29,80.0
2022-06-30,78.0
2022-07-01,84.0
2022-07-02,67.0
2022-07-03,63.0
2022-07-04,58.0
2022-07-05,90.0
2022-07-06,95.0
2022-07-07,80.0
2022-07-08,82.0
2022-07-09,60.0
2022-07-10,62.0
2022-07-11,81.0
2022-07-12,79.0
2022-07-13,78.0
2022-07-14,80.0
2022-07-15,81.0
2022-07-16,69.0
2022-07-17,59.0
2022-07-18,80.0
2022-07-19,77.0
2022-07-20,74.0
2022-07-21,66.0
2022-07-22,76.0
2022-07-23,64.0
2022-07-24,61.0
2022-07-25,75.0
2022-07-26,73.0
2022-07-27,80.0
2022-07-28,78.0
2022-07-29,74.0
2022-07-30,62.0
2022-07-31,62.0
2022-08-01,90.0
2022-08-02,86.0
2022-08-03,84.0
2022-08-04,79.0
2022-08-05,76.0
2022-08-06,66.0
2022-08-07,63.0
2022-08-08,79.0
2022-08-09,80.0
2022-08-10,76.0
2022-08-11,73.0
2022-08-12,72.0
2022-08-13,65.0
2022-08-14,60.0
2022-08-15,82.0
2022-08-16,78.0
2022-08-17,75.0
2022-08-18,72.0
2022-08-19,77.0
2022-08-20,66.0
2022-08-21,59.0
2022-08-22,76.0
2022-08-23,74.0
2022-08-24,68.0
2022-08-25,72.0
2022-08-26,68.0
2022-08-27,66.0
2022-08-28,56.0
2022-08-29,73.5
2022-08-30,97.5
2022-08-31,88.5
2022-09-01,87.5
2022-09-02,78.0
2022-09-03,67.5
2022-09-04,55.0
2022-09-05,63.5
2022-09-06,84.5
2022-09-07,78.5
2022-09-08,72.5
2022-09-09,69.5
2022-09-10,61.5
2022-09-11,59.5
2022-09-12,73.5
2022-09-13,71.5
2022-09-14,74.5
2022-09-15,81.5
2022-09-16,73.5
2022-09-17,65.0
2022-09-18,55.0
2022-09-19,75.5
2022-09-20,76.5
2022-09-21,71.0
2022-09-22,70.0
2022-09-23,65.0
2022-09-24,61.5
2022-09-25,52.0
2022-09-26,62.5
2022-09-27,69.5
2022-09-28,65.0
2022-09-29,59.0
2022-09-30,70.0
2022-10-01,66.0
2022-10-02,56.0
2022-10-03,74.0
2022-10-04,76.0
2022-10-05,71.0
2022-10-06,73.0
2022-10-07,71.0
2022-10-08,62.0
2022-10-09,59.0
2022-10-10,73.0
2022-10-11,73.0
2022-10-12,74.0
2022-10-13,73.0
2022-10-14,67.0
2022-10-15,62.0
2022-10-16,53.0
2022-10-17,72.0
2022-10-18,71.0
2022-10-19,70.0
2022-10-20,71.0
2022-10-21,79.0
2022-10-22,59.0
2022-10-23,53.0
2022-10-24,72.0
2022-10-25,67.0
2022-10-26,70.0
2022-10-27,69.0
2022-10-28,67.0
2022-10-29,61.0
2022-10-30,53.0
2022-10-31,78.0
2022-11-01,97.0
2022-11-02,84.0
2022-11-03,75.0
2022-11-04,70.0
2022-11-05,65.0
2022-11-06,53.0
2022-11-07,77.0
2022-11-08,68.0
2022-11-09,64.0
2022-11-10,73.0
2022-11-11,65.0
2022-11-12,60.0
2022-11-13,58.0
2022-11-14,76.0
2022-11-15,87.0
2022-11-16,81.0
2022-11-17,72.0
2022-11-18,72.0
2022-11-19,67.0
2022-11-20,57.0
2022-11-21,63.0
2022-11-22,70.0
2022-11-23,69.0
2022-11-24,48.0
2022-11-25,57.0
2022-11-26,61.0
2022-11-27,64.0
2022-11-28,74.0
2022-11-29,80.0
2022-11-30,78.0
2022-12-01,84.0
2022-12-02,77.0
2022-12-03,64.0
2022-12-04,56.0
2022-12-05,77.0
2022-12-06,72.0
2022-12-07,70.0
2022-12-08,70.0
2022-12-09,76.0
2022-12-10,62.0
2022-12-11,58.0
2022-12-12,79.0
2022-12-13,78.0
2022-12-14,67.0
2022-12-15,76.0
2022-12-16,77.0
2022-12-17,69.0
2022-12-18,57.0
2022-12-19,76.0
2022-12-20,74.0
2022-12-21,76.0
2022-12-22,75.0
2022-12-23,71.0
2022-12-24,61.0
2022-12-25,42.0
2022-12-26,67.0
2022-12-27,81.0
2022-12-28,86.0
2022-12-29,82.0
2022-12-30,77.0
2022-12-31,67.0
2023-01-01,55.0
2023-01-02,80.0
2023-01-03,96.0
2023-01-04,89.0
2023-01-05,89.0
2023-01-06,83.0
2023-01-07,72.0
2023-01-08,57.0
2023-01-09,79.0
2023-01-10,86.0
2023-01-11,87.0
2023-01-12,79.0
2023-01-13,79.0
2023-01-14,71.0
2023-01-15,62.0
2023-01-16,81.0
2023-01-17,87.0
2023-01-18,89.0
2023-01-19,100.0
2023-01-20,96.0
2023-01-21,89.0
2023-01-22,87.0
2023-01-23,90.0
2023-01-24,79.0
2023-01-25,75.0
2023-01-26,74.0
2023-01-27,66.0
2023-01-28,68.0
2023-01-29,60.0
2023-01-30,73.0
2023-01-31,84.0
2023-02-01,99.0
2023-02-02,90.0
2023-02-03,85.0
2023-02-04,63.0
2023-02-05,65.0
2023-02-06,80.0
2023-02-07,79.0
2023-02-08,76.0
2023-02-09,72.0
2023-02-10,73.0
2023-02-11,67.0
2023-02-12,58.0
2023-02-13,68.0
2023-02-14,70.0
2023-02-15,75.0
2023-02-16,81.0
2023-02-17,83.0
2023-02-18,65.0
2023-02-19,63.0
2023-02-20,69.0
2023-02-21,72.0
2023-02-22,76.0
2023-02-23,76.0
2023-02-24,74.0
2023-02-25,63.0
2023-02-26,57.0
2023-02-27,77.0
2023-02-28,81.0
2023-03-01,88.0
2023-03-02,82.0
2023-03-03,79.0
2023-03-04,66.0
2023-03-05,60.0
2023-03-06,80.0
2023-03-07,78.0
2023-03-08,72.0
2023-03-09,74.0
2023-03-10,77.0
2023-03-11,66.0
2023-03-12,63.0
2023-03-13,78.0
2023-03-14,73.0
2023-03-15,76.0
2023-03-16,75.0
2023-03-17,70.0
2023-03-18,61.0
2023-03-19,62.0
2023-03-20,88.0
2023-03-21,79.0
2023-03-22,74.0
2023-03-23,76.0
2023-03-24,72.0
2023-03-25,61.0
2023-03-26,55.0
2023-03-27,75.0
2023-03-28,72.0
2023-03-29,73.0
2023-03-30,70.0
2023-03-31,71.0
2023-04-01,68.0
2023-04-02,63.0
2023-04-03,88.0
2023-04-04,79.0
2023-04-05,73.0
2023-04-06,73.0
2023-04-07,71.0
2023-04-08,61.0
2023-04-09,54.0
2023-04-10,77.0
2023-04-11,75.0
2023-04-12,83.0
2023-04-13,76.0
2023-04-14,75.0
2023-04-15,73.0
2023-04-16,71.0
2023-04-17,95.0
2023-04-18,89.0
2023-04-19,79.0
2023-04-20,79.0
2023-04-21,72.0
2023-04-22,59.0
2023-04-23,57.0
2023-04-24,71.0
2023-04-25,76.0
2023-04-26,83.0
2023-04-27,75.0
2023-04-28,80.0
2023-04-29,67.0
2023-04-30,67.0
2023-05-01,89.5
2023-05-02,87.5
2023-05-03,89.5
2023-05-04,79.5
2023-05-05,75.0
2023-05-06,63.0
2023-05-07,64.0
2023-05-08,86.5
2023-05-09,85.5
2023-05-10,78.0
2023-05-11,81.0
2023-05-12,68.5
2023-05-13,61.0
2023-05-14,60.0
2023-05-15,87.5
2023-05-16,84.5
2023-05-17,77.0
2023-05-18,81.0
2023-05-19,79.5
2023-05-20,65.0
2023-05-21,63.0
2023-05-22,83.0
2023-05-23,78.0
2023-05-24,79.0
2023-05-25,76.5
2023-05-26,76.0
2023-05-27,66.0
2023-05-28,58.0
2023-05-29,69.0
2023-05-30,93.0
2023-05-31,97.0
2023-06-01,97.0
2023-06-02,91.0
2023-06-03,71.0
2023-06-04,68.0
2023-06-05,92.0
2023-06-06,89.0
2023-06-07,87.0
2023-06-08,83.0
2023-06-09,83.0
2023-06-10,67.0
2023-06-11,63.0
2023-06-12,94.0
2023-06-13,86.0
2023-06-14,87.0
2023-06-15,91.0
2023-06-16,87.0
2023-06-17,68.0
2023-06-18,60.0
2023-06-19,83.0
2023-06-20,88.0
2023-06-21,89.0
2023-06-22,80.0
2023-06-23,86.0
2023-06-24,70.0
2023-06-25,66.0
2023-06-26,84.0
2023-06-27,91.0
2023-06-28,83.0
2023-06-29,82.0
2023-06-30,89.0
2023-07-01,78.0
2023-07-02,66.0
2023-07-03,77.0
2023-07-04,71.0
2023-07-05,94.0
2023-07-06,95.0
2023-07-07,89.0
2023-07-08,74.0
2023-07-09,66.0
2023-07-10,86.0
2023-07-11,93.0
2023-07-12,87.0
2023-07-13,84.0
2023-07-14,88.0
2023-07-15,69.0
2023-07-16,69.0
2023-07-17,88.0
2023-07-18,88.0
2023-07-19,77.0
2023-07-20,84.0
2023-07-21,94.0
2023-07-22,65.0
2023-07-23,62.0
2023-07-24,86.0
2023-07-25,83.0
2023-07-26,77.0
2023-07-27,81.0
2023-07-28,73.0
2023-07-29,68.0
2023-07-30,63.0
2023-07-31,84.0
2023-08-01,94.0
2023-08-02,83.0
2023-08-03,86.0
2023-08-04,79.0
2023-08-05,70.0
2023-08-06,68.0
2023-08-07,87.0
2023-08-08,84.0
2023-08-09,78.0
2023-08-10,80.0
2023-08-11,77.0
2023-08-12,73.0
2023-08-13,62.0
2023-08-14,80.0
2023-08-15,79.0
2023-08-16,77.0
2023-08-17,75.0
2023-08-18,80.0
2023-08-19,67.0
2023-08-20,66.0
2023-08-21,80.0
2023-08-22,80.0
2023-08-23,77.0
2023-08-24,71.0
2023-08-25,83.0
2023-08-26,62.0
2023-08-27,64.0
2023-08-28,76.0
2023-08-29,69.0
2023-08-30,76.0
2023-08-31,76.0
2023-09-01,78.0
2023-09-02,72.0
2023-09-03,67.0
2023-09-04,69.0
2023-09-05,80.0
2023-09-06,80.0
2023-09-07,75.0
2023-09-08,73.0
2023-09-09,64.0
2023-09-10,60.0
2023-09-11,73.0
2023-09-12,74.0
2023-09-13,77.0
2023-09-14,81.0
2023-09-15,82.0
2023-09-16,66.0
2023-09-17,62.0
2023-09-18,76.0
2023-09-19,77.0
2023-09-20,75.0
2023-09-21,73.0
2023-09-22,68.0
2023-09-23,60.0
2023-09-24,60.0
2023-09-25,76.0
2023-09-26,68.0
2023-09-27,71.0
2023-09-28,71.0
2023-09-29,79.0
2023-09-30,62.0
2023-10-01,69.0
2023-10-02,79.0
2023-10-03,76.0
2023-10-04,85.0
2023-10-05,75.0
2023-10-06,74.0
2023-10-07,61.0
2023-10-08,58.0
2023-10-09,73.0
2023-10-10,75.0
2023-10-11,74.0
2023-10-12,70.0
2023-10-13,73.0
2023-10-14,66.0
2023-10-15,65.0
2023-10-16,72.0
2023-10-17,77.0
2023-10-18,75.0
2023-10-19,72.0
2023-10-20,74.0
2023-10-21,60.0
2023-10-22,57.0
2023-10-23,74.0
2023-10-24,73.0
2023-10-25,68.0
2023-10-26,66.0
2023-10-27,71.0
2023-10-28,60.0
2023-10-29,54.0
2023-10-30,77.0
2023-10-31,72.0
2023-11-01,82.0
2023-11-02,74.0
2023-11-03,76.0
2023-11-04,67.0
2023-11-05,59.0
2023-11-06,72.0
2023-11-07,76.0
2023-11-08,73.0
2023-11-09,76.0
2023-11-10,71.0
2023-11-11,62.0
2023-11-12,56.0
2023-11-13,73.0
2023-11-14,72.0
2023-11-15,80.0
2023-11-16,74.0
2023-11-17,72.0
2023-11-18,62.0
2023-11-19,60.0
2023-11-20,73.0
2023-11-21,72.0
2023-11-22,65.0
2023-11-23,51.0
2023-11-24,65.0
2023-11-25,67.0
2023-11-26,64.0
2023-11-27,81.0
2023-11-28,77.0
2023-11-29,72.0
2023-11-30,70.0
2023-12-01,83.0
2023-12-02,66.0
2023-12-03,58.0
2023-12-04,82.0
2023-12-05,77.0
2023-12-06,72.0
2023-12-07,75.0
2023-12-08,77.0
2023-12-09,65.0
2023-12-10,62.0
2023-12-11,81.0
2023-12-12,80.0
2023-12-13,79.0
2023-12-14,75.0
2023-12-15,78.0
2023-12-16,69.0
2023-12-17,65.0
2023-12-18,71.0
2023-12-19,79.0
2023-12-20,75.0
2023-12-21,78.0
2023-12-22,75.0
2023-12-23,67.5
2023-12-24,53.0
2023-12-25,46.5
2023-12-26,71.0
2023-12-27,87.0
2023-12-28,81.0
2023-12-29,85.0
2023-12-30,69.5
2023-12-31,60.5
2024-01-01,62.5
2024-01-02,86.0
2024-01-03,85.0
2024-01-04,85.5
2024-01-05,77.5
2024-01-06,67.5
2024-01-07,61.0
2024-01-08,71.5
2024-01-09,74.5
2024-01-10,75.5
2024-01-11,72.5
2024-01-12,70.5
2024-01-13,61.5
2024-01-14,59.0
2024-01-15,75.5
2024-01-16,78.5
2024-01-17,82.0
2024-01-18,92.0
2024-01-19,96.5
2024-01-20,88.0
2024-01-21,100.0
2024-01-22,97.0
2024-01-23,70.0
2024-01-24,69.0
2024-01-25,66.0
2024-01-26,70.0
2024-01-27,65.0
2024-01-28,61.0
2024-01-29,66.0
2024-01-30,72.0
2024-01-31,75.0
2024-02-01,79.0
2024-02-02,80.0
2024-02-03,67.0
2024-02-04,61.0
2024-02-05,69.0
2024-02-06,74.0
2024-02-07,67.0
2024-02-08,67.0
2024-02-09,67.0
2024-02-10,64.0
2024-02-11,55.0
2024-02-12,61.0
2024-02-13,72.0
2024-02-14,71.0
2024-02-15,72.0
2024-02-16,76.0
2024-02-17,71.0
2024-02-18,65.0
2024-02-19,72.0
2024-02-20,76.0
2024-02-21,76.0
2024-02-22,70.0
2024-02-23,73.0
2024-02-24,65.0
2024-02-25,58.0
2024-02-26,69.0
2024-02-27,75.0
2024-02-28,67.0
2024-02-29,76.0
2024-03-01,78.0
2024-03-02,68.0
2024-03-03,66.0
2024-03-04,75.0
2024-03-05,76.0
2024-03-06,70.0
2024-03-07,68.0
2024-03-08,71.0
2024-03-09,67.0
2024-03-10,61.0
2024-03-11,70.0
2024-03-12,69.0
2024-03-13,69.0
2024-03-14,68.0
2024-03-15,70.0
2024-03-16,61.0
2024-03-17,62.0
2024-03-18,72.0
2024-03-19,69.0
2024-03-20,72.0
2024-03-21,66.0
2024-03-22,70.0
2024-03-23,61.0
2024-03-24,61.0
2024-03-25,67.0
2024-03-26,67.0
2024-03-27,68.0
2024-03-28,71.0
2024-03-29,68.0
2024-03-30,58.0
2024-03-31,55.0
2024-04-01,83.0
2024-04-02,71.0
2024-04-03,73.0
2024-04-04,68.0
2024-04-05,70.0
2024-04-06,60.0
2024-04-07,55.0
2024-04-08,63.0
2024-04-09,70.0
2024-04-10,74.0
2024-04-11,65.0
2024-04-12,80.0
2024-04-13,63.0
2024-04-14,62.0
2024-04-15,69.0
2024-04-16,68.0
2024-04-17,67.0
2024-04-18,65.0
2024-04-19,65.0
2024-04-20,61.0
2024-04-21,56.0
2024-04-22,66.0
2024-04-23,65.0
2024-04-24,63.0
2024-04-25,63.0
2024-04-26,71.0
2024-04-27,54.0
2024-04-28,56.0
2024-04-29,69.0
2024-04-30,73.0
2024-05-01,74.0
2024-05-02,70.0
2024-05-03,67.0
2024-05-04,58.0
2024-05-05,61.0
2024-05-06,64.0
2024-05-07,66.0
2024-05-08,65.0
2024-05-09,67.0
2024-05-10,66.0
2024-05-11,55.0
2024-05-12,49.0
2024-05-13,71.0
2024-05-14,71.0
2024-05-15,72.0
2024-05-16,67.0
2024-05-17,75.0
2024-05-18,54.0
2024-05-19,53.0
2024-05-20,67.0
2024-05-21,65.0
2024-05-22,65.0
2024-05-23,62.0
2024-05-24,67.0
2024-05-25,55.0
2024-05-26,49.0
2024-05-27,58.0
2024-05-28,72.0
2024-05-29,74.0
2024-05-30,66.0
2024-05-31,71.0
2024-06-01,66.0
2024-06-02,59.0
2024-06-03,73.0
2024-06-04,67.0
2024-06-05,74.0
2024-06-06,72.0
2024-06-07,67.0
2024-06-08,59.0
2024-06-09,56.0
2024-06-10,67.0
2024-06-11,71.0
2024-06-12,74.0
2024-06-13,70.0
2024-06-14,67.0
2024-06-15,57.0
2024-06-16,54.0
2024-06-17,68.0
2024-06-18,70.0
2024-06-19,73.0
2024-06-20,65.0
2024-06-21,67.0
2024-06-22,59.0
2024-06-23,58.0
2024-06-24,66.0
2024-06-25,69.0
2024-06-26,67.0
2024-06-27,65.0
2024-06-28,66.0
2024-06-29,60.0
2024-06-30,57.0
2024-07-01,86.0
2024-07-02,78.0
2024-07-03,66.0
2024-07-04,60.0
2024-07-05,78.0
2024-07-06,57.0
2024-07-07,59.0
2024-07-08,71.0
2024-07-09,70.0
2024-07-10,70.0
2024-07-11,65.0
2024-07-12,68.0
2024-07-13,57.0
2024-07-14,52.0
2024-07-15,67.0
2024-07-16,70.0
2024-07-17,69.0
2024-07-18,68.0
2024-07-19,72.0
2024-07-20,58.0
2024-07-21,54.0
2024-07-22,78.0
2024-07-23,63.0
2024-07-24,67.0
2024-07-25,69.0
2024-07-26,69.0
2024-07-27,55.0
2024-07-28,55.0
2024-07-29,67.0
2024-07-30,71.0
2024-07-31,71.0
2024-08-01,75.0
2024-08-02,72.0
2024-08-03,63.0
2024-08-04,61.0
2024-08-05,71.0
2024-08-06,72.0
2024-08-07,72.0
2024-08-08,63.0
2024-08-09,70.0
2024-08-10,56.0
2024-08-11,56.0
2024-08-12,64.0
2024-08-13,77.0
2024-08-14,72.0
2024-08-15,72.0
2024-08-16,69.0
2024-08-17,61.0
2024-08-18,63.0
2024-08-19,71.5
2024-08-20,75.0
2024-08-21,73.0
2024-08-22,69.5
2024-08-23,71.5
2024-08-24,59.5
2024-08-25,61.0
2024-08-26,75.0
2024-08-27,67.5
2024-08-28,70.5
2024-08-29,72.5
2024-08-30,75.0
2024-08-31,67.5
2024-09-01,73.0
2024-09-02,69.5
2024-09-03,76.0
2024-09-04,74.5
2024-09-05,71.5
2024-09-06,73.0
2024-09-07,58.0
2024-09-08,58.5
2024-09-09,70.5
2024-09-10,69.0
2024-09-11,67.0
2024-09-12,73.5
2024-09-13,75.0
2024-09-14,61.0
2024-09-15,54.5
2024-09-16,68.5
2024-09-17,77.0
2024-09-18,78.0
2024-09-19,71.0
2024-09-20,76.0
2024-09-21,70.0
2024-09-22,57.0
2024-09-23,78.0
2024-09-24,73.0
2024-09-25,77.0
2024-09-26,69.0
2024-09-27,69.0
2024-09-28,69.0
2024-09-29,59.0
2024-09-30,77.0
2024-10-01,83.0
2024-10-02,79.0
2024-10-03,74.0
2024-10-04,77.0
2024-10-05,63.0
2024-10-06,59.0
2024-10-07,76.0
2024-10-08,71.0
2024-10-09,73.0
2024-10-10,69.0
2024-10-11,68.0
2024-10-12,62.0
2024-10-13,59.0
2024-10-14,79.0
2024-10-15,71.0
2024-10-16,71.0
2024-10-17,77.0
2024-10-18,76.0
2024-10-19,62.0
2024-10-20,59.0
2024-10-21,71.0
2024-10-22,71.0
2024-10-23,71.0
2024-10-24,72.0
2024-10-25,66.0
2024-10-26,56.0
2024-10-27,55.0
2024-10-28,66.0
2024-10-29,73.0
2024-10-30,68.0
2024-10-31,68.0
2024-11-01,78.0
2024-11-02,64.0
2024-11-03,60.0
2024-11-04,74.0
2024-11-05,65.0
2024-11-06,52.0
2024-11-07,68.0
2024-11-08,73.0
2024-11-09,62.0
2024-11-10,57.0
2024-11-11,74.0
2024-11-12,76.0
2024-11-13,78.0
2024-11-14,73.0
2024-11-15,73.0
2024-11-16,60.0
2024-11-17,61.0
2024-11-18,76.0
2024-11-19,74.0
2024-11-20,81.0
2024-11-21,70.0
2024-11-22,69.0
2024-11-23,63.0
2024-11-24,60.0
2024-11-25,72.0
2024-11-26,72.0
2024-11-27,74.0
2024-11-28,50.0
2024-11-29,69.0
2024-11-30,68.0
2024-12-01,71.0
2024-12-02,86.0
2024-12-03,84.0
2024-12-04,85.0
2024-12-05,75.0
2024-12-06,75.0
2024-12-07,65.0
2024-12-08,62.0
2024-12-09,79.0
2024-12-10,74.0
2024-12-11,77.0
2024-12-12,73.0
2024-12-13,72.0
2024-12-14,69.0
2024-12-15,64.0
2024-12-16,71.0
2024-12-17,80.0
2024-12-18,78.0
2024-12-19,75.0
2024-12-20,76.0
2024-12-21,71.0
2024-12-22,62.0
2024-12-23,83.0
2024-12-24,73.0
2024-12-25,52.0
2024-12-26,80.0
2024-12-27,86.0
2024-12-28,74.0
2024-12-29,65.0
2024-12-30,86.0
2024-12-31,84.0
2025-01-01,65.0
2025-01-02,90.0
2025-01-03,92.0
2025-01-04,78.0
2025-01-05,67.0
2025-01-06,76.0
2025-01-07,80.0
2025-01-08,82.0
2025-01-09,78.0
2025-01-10,72.0
2025-01-11,73.0
2025-01-12,67.0
2025-01-13,84.0
2025-01-14,84.0
2025-01-15,89.0
2025-01-16,100.0
2025-01-17,93.0
2025-01-18,87.0
2025-01-19,74.0
2025-01-20,80.0
2025-01-21,77.0
2025-01-22,75.0
2025-01-23,78.0
2025-01-24,76.0
2025-01-25,66.0
2025-01-26,66.0
2025-01-27,74.0
2025-01-28,77.0
2025-01-29,72.0
2025-01-30,76.0
2025-01-31,77.0
2025-02-01,75.0
2025-02-02,68.0
2025-02-03,75.0
2025-02-04,74.0
2025-02-05,72.0
2025-02-06,74.0
2025-02-07,72.0
2025-02-08,62.0
2025-02-09,59.0
2025-02-10,66.0
2025-02-11,79.0
2025-02-12,73.0
2025-02-13,76.0
2025-02-14,72.0
2025-02-15,67.0
2025-02-16,71.0
2025-02-17,75.0
2025-02-18,83.0
2025-02-19,75.0
2025-02-20,75.0
2025-02-21,80.0
2025-02-22,68.0
2025-02-23,70.0
2025-02-24,69.0
2025-02-25,74.0
2025-02-26,75.0
2025-02-27,71.0
2025-02-28,84.0
2025-03-01,74.0
2025-03-02,77.0
2025-03-03,73.0
2025-03-04,77.0
2025-03-05,74.0
2025-03-06,69.0
2025-03-07,74.0
2025-03-08,69.0
2025-03-09,63.0
2025-03-10,76.0
2025-03-11,83.0
2025-03-12,75.0
2025-03-13,74.0
2025-03-14,75.0
2025-03-15,69.0
2025-03-16,66.0
2025-03-17,75.0
2025-03-18,74.0
2025-03-19,71.0
2025-03-20,73.0
2025-03-21,68.0
2025-03-22,63.0
2025-03-23,62.0
2025-03-24,68.0
2025-03-25,75.0
2025-03-26,69.0
2025-03-27,71.0
2025-03-28,69.0
2025-03-29,65.0
2025-03-30,64.0
2025-03-31,73.0
2025-04-01,74.0
2025-04-02,73.0
2025-04-03,75.0
2025-04-04,71.0
2025-04-05,64.0
2025-04-06,65.0
2025-04-07,74.0
2025-04-08,81.0
2025-04-09,72.0
2025-04-10,70.0
2025-04-11,74.0
2025-04-12,65.0
2025-04-13,63.0
2025-04-14,73.0
2025-04-15,75.0
2025-04-16,70.0
2025-04-17,71.0
2025-04-18,71.0
2025-04-19,58.0
2025-04-20,55.5
2025-04-21,74.0
2025-04-22,73.0
2025-04-23,71.0
2025-04-24,67.0
2025-04-25,64.5
2025-04-26,58.0
2025-04-27,61.0
2025-04-28,71.0
2025-04-29,71.0
2025-04-30,70.0
2025-05-01,78.5
2025-05-02,76.0
2025-05-03,62.0
2025-05-04,64.0
2025-05-05,81.0
2025-05-06,79.0
2025-05-07,72.0
2025-05-08,69.0
2025-05-09,72.0
2025-05-10,63.0
2025-05-11,56.5
2025-05-12,77.5
2025-05-13,74.0
2025-05-14,72.0
2025-05-15,75.0
2025-05-16,71.0
2025-05-17,62.0
2025-05-18,58.0
2025-05-19,76.0
2025-05-20,80.0
2025-05-21,73.0
2025-05-22,70.0
2025-05-23,80.0
2025-05-24,59.0
2025-05-25,53.0
2025-05-26,66.0
2025-05-27,82.0
2025-05-28,80.0
2025-05-29,80.0
2025-05-30,79.0
2025-05-31,66.0
2025-06-01,72.0
2025-06-02,83.0
2025-06-03,81.0
2025-06-04,78.0
2025-06-05,84.0
2025-06-06,85.0
2025-06-07,75.0
2025-06-08,78.0
2025-06-09,79.0
2025-06-10,85.0
2025-06-11,79.0
2025-06-12,93.0
2025-06-13,86.0
2025-06-14,68.0
2025-06-15,69.0
2025-06-16,92.0
2025-06-17,86.0
2025-06-18,78.0
2025-06-19,87.0
2025-06-20,84.0
2025-06-21,73.0
2025-06-22,64.0
2025-06-23,97.0
2025-06-24,93.0
