Time,american_express
2022-06-07,71.0
2022-06-08,80.0
2022-06-09,73.0
2022-06-10,76.0
2022-06-11,59.0
2022-06-12,57.0
2022-06-13,82.0
2022-06-14,82.0
2022-06-15,80.0
2022-06-16,80.0
2022-06-17,75.0
2022-06-18,64.0
2022-06-19,60.0
2022-06-20,76.0
2022-06-21,79.0
2022-06-22,78.0
2022-06-23,83.0
2022-06-24,72.0
2022-06-25,62.0
2022-06-26,59.0
2022-06-27,78.0
2022-06-28,79.0
2022-06-29,80.0
2022-06-30,78.0
2022-07-01,84.0
2022-07-02,67.0
2022-07-03,63.0
2022-07-04,58.0
2022-07-05,90.0
2022-07-06,95.0
2022-07-07,80.0
2022-07-08,82.0
2022-07-09,60.0
2022-07-10,62.0
2022-07-11,81.0
2022-07-12,79.0
2022-07-13,78.0
2022-07-14,80.0
2022-07-15,81.0
2022-07-16,69.0
2022-07-17,59.0
2022-07-18,80.0
2022-07-19,77.0
2022-07-20,74.0
2022-07-21,66.0
2022-07-22,76.0
2022-07-23,64.0
2022-07-24,61.0
2022-07-25,75.0
2022-07-26,73.0
2022-07-27,80.0
2022-07-28,78.0
2022-07-29,74.0
2022-07-30,62.0
2022-07-31,62.0
2022-08-01,90.0
2022-08-02,86.0
2022-08-03,84.0
2022-08-04,79.0
2022-08-05,76.0
2022-08-06,66.0
2022-08-07,63.0
2022-08-08,79.0
2022-08-09,80.0
2022-08-10,76.0
2022-08-11,73.0
2022-08-12,72.0
2022-08-13,65.0
2022-08-14,60.0
2022-08-15,82.0
2022-08-16,78.0
2022-08-17,75.0
2022-08-18,72.0
2022-08-19,77.0
2022-08-20,66.0
2022-08-21,59.0
2022-08-22,76.0
2022-08-23,74.0
2022-08-24,68.0
2022-08-25,72.0
2022-08-26,68.0
2022-08-27,66.0
2022-08-28,56.0
2022-08-29,73.98995466263668
2022-08-30,98.15103564761313
2022-08-31,89.09063027824695
2022-09-01,88.0839185705396
2022-09-02,78.52351320117344
2022-09-03,67.94968441639256
2022-09-04,55.369143923904346
2022-09-05,63.92283758556316
2022-09-06,85.06378344741755
2022-09-07,79.02351320117344
2022-09-08,72.98324295492932
2022-09-09,69.96310783180726
2022-09-10,61.90941417014845
2022-09-11,59.89599075473375
2022-09-12,73.98995466263668
2022-09-13,71.97653124722197
2022-09-14,74.99666637034403
2022-09-15,82.04364832429549
2022-09-16,73.98995466263668
2022-09-17,65.43626100097786
2022-09-18,55.369143923904346
2022-09-19,76.00337807805138
2022-09-20,77.01008978575874
2022-09-21,71.47653124722197
2022-09-22,70.46981953951462
2022-09-23,65.43626100097786
2022-09-24,61.90941417014845
2022-09-25,52.349008800782286
2022-09-26,62.916125877855805
2022-09-27,69.96310783180726
2022-09-28,65.87252200195573
2022-09-29,59.791981509467504
2022-09-30,70.93963907902925
2022-10-01,66.88594541737044
2022-10-02,56.7517112632234
2022-10-03,74.99333274068806
2022-10-04,77.02017957151746
2022-10-05,71.95306249444394
2022-10-06,73.97990932527335
2022-10-07,71.95306249444394
2022-10-08,62.83225175571162
2022-10-09,59.791981509467504
2022-10-10,73.97990932527335
2022-10-11,73.97990932527335
2022-10-12,74.99333274068806
2022-10-13,73.97990932527335
2022-10-14,67.89936883278513
2022-10-15,62.83225175571162
2022-10-16,53.711441016979286
2022-10-17,72.96648590985865
2022-10-18,71.95306249444394
2022-10-19,70.93963907902925
2022-10-20,71.95306249444394
2022-10-21,80.06044981776158
2022-10-22,59.791981509467504
2022-10-23,53.711441016979286
2022-10-24,72.96648590985865
2022-10-25,67.89936883278513
2022-10-26,70.93963907902925
2022-10-27,69.92621566361454
2022-10-28,67.89936883278513
2022-10-29,61.81882834029691
2022-10-30,53.711441016979286
2022-10-31,79.04702640234687
2022-11-01,98.30207129522624
2022-11-02,85.1275668948351
2022-11-03,76.00675615610277
2022-11-04,70.93963907902925
2022-11-05,65.87252200195573
2022-11-06,53.711441016979286
2022-11-07,78.03360298693217
2022-11-08,68.91279224819984
2022-11-09,64.85909858654102
2022-11-10,73.97990932527335
2022-11-11,65.87252200195573
2022-11-12,60.80540492488221
2022-11-13,58.778558094052805
2022-11-14,77.02017957151746
2022-11-15,88.1678371410792
2022-11-16,82.08729664859098
2022-11-17,72.96648590985865
2022-11-18,72.96648590985865
2022-11-19,67.89936883278513
2022-11-20,57.7651346786381
2022-11-21,63.84567517112632
2022-11-22,70.93963907902925
2022-11-23,69.92621566361454
2022-11-24,48.64432393990577
2022-11-25,57.7651346786381
2022-11-26,61.81882834029691
2022-11-27,64.85909858654102
2022-11-28,74.99333274068806
2022-11-29,81.07387323317627
2022-11-30,79.04702640234687
2022-12-01,85.1275668948351
2022-12-02,78.03360298693217
2022-12-03,64.85909858654102
2022-12-04,56.7517112632234
2022-12-05,78.03360298693217
2022-12-06,72.96648590985865
2022-12-07,70.93963907902925
2022-12-08,70.93963907902925
2022-12-09,77.02017957151746
2022-12-10,62.83225175571162
2022-12-11,58.778558094052805
2022-12-12,80.06044981776158
2022-12-13,79.04702640234687
2022-12-14,67.89936883278513
2022-12-15,77.02017957151746
2022-12-16,78.03360298693217
2022-12-17,69.92621566361454
2022-12-18,57.7651346786381
2022-12-19,77.02017957151746
2022-12-20,74.99333274068806
2022-12-21,77.02017957151746
2022-12-22,76.00675615610277
2022-12-23,71.95306249444394
2022-12-24,61.81882834029691
2022-12-25,42.56378344741755
2022-12-26,67.89936883278513
2022-12-27,82.08729664859098
2022-12-28,87.1544137256645
2022-12-29,83.10072006400569
2022-12-30,78.03360298693217
2022-12-31,67.89936883278513
2023-01-01,55.73828784780869
2023-01-02,81.07387323317627
2023-01-03,97.28864787981153
2023-01-04,90.19468397190862
2023-01-05,90.19468397190862
2023-01-06,84.11414347942039
2023-01-07,72.96648590985865
2023-01-08,57.7651346786381
2023-01-09,80.06044981776158
2023-01-10,87.1544137256645
2023-01-11,88.1678371410792
2023-01-12,80.06044981776158
2023-01-13,80.06044981776158
2023-01-14,71.95306249444394
2023-01-15,62.83225175571162
2023-01-16,82.08729664859098
2023-01-17,88.1678371410792
2023-01-18,90.19468397190862
2023-01-19,101.34234154147035
2023-01-20,97.28864787981153
2023-01-21,90.19468397190862
2023-01-22,88.1678371410792
2023-01-23,91.20810738732331
2023-01-24,80.06044981776158
2023-01-25,76.00675615610277
2023-01-26,74.99333274068806
2023-01-27,66.88594541737044
2023-01-28,68.91279224819984
2023-01-29,60.80540492488221
2023-01-30,73.97990932527335
2023-01-31,85.1275668948351
2023-02-01,100.32891812605564
2023-02-02,91.20810738732331
2023-02-03,86.14099031024979
2023-02-04,63.84567517112632
2023-02-05,65.87252200195573
2023-02-06,81.07387323317627
2023-02-07,80.06044981776158
2023-02-08,77.02017957151746
2023-02-09,72.96648590985865
2023-02-10,73.97990932527335
2023-02-11,67.89936883278513
2023-02-12,58.778558094052805
2023-02-13,68.91279224819984
2023-02-14,70.93963907902925
2023-02-15,76.00675615610277
2023-02-16,82.08729664859098
2023-02-17,84.11414347942039
2023-02-18,65.87252200195573
2023-02-19,63.84567517112632
2023-02-20,69.92621566361454
2023-02-21,72.96648590985865
2023-02-22,77.02017957151746
2023-02-23,77.02017957151746
2023-02-24,74.99333274068806
2023-02-25,63.84567517112632
2023-02-26,57.7651346786381
2023-02-27,78.03360298693217
2023-02-28,82.08729664859098
2023-03-01,89.18126055649391
2023-03-02,83.10072006400569
2023-03-03,80.06044981776158
2023-03-04,66.88594541737044
2023-03-05,60.80540492488221
2023-03-06,81.07387323317627
2023-03-07,79.04702640234687
2023-03-08,72.96648590985865
2023-03-09,74.99333274068806
2023-03-10,78.03360298693217
2023-03-11,66.88594541737044
2023-03-12,63.84567517112632
2023-03-13,79.04702640234687
2023-03-14,73.97990932527335
2023-03-15,77.02017957151746
2023-03-16,76.00675615610277
2023-03-17,70.93963907902925
2023-03-18,61.81882834029691
2023-03-19,62.83225175571162
2023-03-20,89.18126055649391
2023-03-21,80.06044981776158
2023-03-22,74.99333274068806
2023-03-23,77.02017957151746
2023-03-24,72.96648590985865
2023-03-25,61.81882834029691
2023-03-26,55.73828784780869
2023-03-27,76.00675615610277
2023-03-28,72.96648590985865
2023-03-29,73.97990932527335
2023-03-30,70.93963907902925
2023-03-31,71.95306249444394
2023-04-01,68.91279224819984
2023-04-02,63.84567517112632
2023-04-03,89.18126055649391
2023-04-04,80.06044981776158
2023-04-05,73.97990932527335
2023-04-06,73.97990932527335
2023-04-07,71.95306249444394
2023-04-08,61.81882834029691
2023-04-09,54.724864432393986
2023-04-10,78.03360298693217
2023-04-11,76.00675615610277
2023-04-12,84.11414347942039
2023-04-13,77.02017957151746
2023-04-14,76.00675615610277
2023-04-15,73.97990932527335
2023-04-16,71.95306249444394
2023-04-17,96.27522446439683
2023-04-18,90.19468397190862
2023-04-19,80.06044981776158
2023-04-20,80.06044981776158
2023-04-21,72.96648590985865
2023-04-22,59.791981509467504
2023-04-23,57.7651346786381
2023-04-24,71.95306249444394
2023-04-25,77.02017957151746
2023-04-26,78.78988911783867
2023-04-27,71.16652491830119
2023-04-28,75.93112754301211
2023-04-29,63.603663609236236
2023-04-30,63.603663609236236
2023-05-01,84.95362108472659
2023-05-02,83.04778003484222
2023-05-03,84.95362108472659
2023-05-04,75.42441583530476
2023-05-05,71.16652491830119
2023-05-06,59.791981509467504
2023-05-07,60.74490203440969
2023-05-08,82.09485950990003
2023-05-09,81.14193898495785
2023-05-10,74.02528649312774
2023-05-11,76.8840480679543
2023-05-12,65.00279295141326
2023-05-13,57.88614045958313
2023-05-14,56.93321993464095
2023-05-15,83.04778003484222
2023-05-16,80.18901846001567
2023-05-17,73.07236596818555
2023-05-18,76.8840480679543
2023-05-19,75.42441583530476
2023-05-20,61.69782255935187
2023-05-21,59.791981509467504
2023-05-22,78.78988911783867
2023-05-23,74.02528649312774
2023-05-24,74.97820701806992
2023-05-25,72.62615715095072
2023-05-26,67.82374021969447
2023-05-27,58.89956387499783
2023-05-28,51.76022279924052
2023-05-29,61.57681677840683
2023-05-30,82.99484000567877
2023-05-31,86.56451054355742
2023-06-01,86.56451054355742
2023-06-02,81.21000473673944
2023-06-03,63.361652047346155
2023-06-04,60.68439914393716
2023-06-05,82.1024223712091
2023-06-06,79.4251694678001
2023-06-07,77.64033419886078
2023-06-08,74.07066366098212
2023-06-09,74.07066366098212
2023-06-10,59.7919815094675
2023-06-11,56.22231097158884
2023-06-12,83.88725764014843
2023-06-13,76.74791656439112
2023-06-14,77.64033419886078
2023-06-15,81.21000473673944
2023-06-16,77.64033419886078
2023-06-17,60.68439914393716
2023-06-18,53.54505806817985
2023-06-19,74.07066366098212
2023-06-20,78.53275183333045
2023-06-21,79.4251694678001
2023-06-22,71.39341075757314
2023-06-23,76.74791656439112
2023-06-24,62.46923441287649
2023-06-25,58.89956387499783
2023-06-26,74.96308129545179
2023-06-27,81.21000473673944
2023-06-28,74.07066366098212
2023-06-29,73.17824602651245
2023-06-30,79.4251694678001
2023-07-01,69.6085754886338
2023-07-02,58.89956387499783
2023-07-03,68.71615785416414
2023-07-04,63.361652047346155
2023-07-05,83.88725764014843
2023-07-06,84.7796752746181
2023-07-07,79.4251694678001
2023-07-08,66.03890495075515
2023-07-09,58.89956387499783
2023-07-10,76.74791656439112
2023-07-11,82.99484000567877
2023-07-12,77.64033419886078
2023-07-13,74.96308129545179
2023-07-14,78.53275183333045
2023-07-15,61.57681677840683
2023-07-16,61.57681677840683
2023-07-17,78.53275183333045
2023-07-18,78.53275183333045
2023-07-19,68.71615785416414
2023-07-20,74.96308129545179
2023-07-21,83.88725764014843
2023-07-22,58.00714624052817
2023-07-23,55.32989333711918
2023-07-24,76.74791656439112
2023-07-25,74.07066366098212
2023-07-26,68.71615785416414
2023-07-27,72.2858283920428
2023-07-28,65.14648731628549
2023-07-29,60.68439914393716
2023-07-30,56.22231097158884
2023-07-31,74.96308129545179
2023-08-01,83.88725764014843
2023-08-02,74.07066366098212
2023-08-03,76.74791656439112
2023-08-04,70.50099312310347
2023-08-05,62.46923441287649
2023-08-06,60.68439914393716
2023-08-07,77.64033419886078
2023-08-08,74.96308129545179
2023-08-09,69.6085754886338
2023-08-10,71.39341075757314
2023-08-11,68.71615785416414
2023-08-12,65.14648731628549
2023-08-13,55.32989333711918
2023-08-14,71.39341075757314
2023-08-15,70.50099312310347
2023-08-16,68.71615785416414
2023-08-17,66.9313225852248
2023-08-18,71.39341075757314
2023-08-19,59.7919815094675
2023-08-20,58.89956387499783
2023-08-21,71.39341075757314
2023-08-22,71.39341075757314
2023-08-23,68.71615785416414
2023-08-24,63.361652047346155
2023-08-25,74.07066366098212
2023-08-26,55.32989333711918
2023-08-27,57.114728606058506
2023-08-28,67.82374021969447
2023-08-29,61.57681677840683
2023-08-30,67.82374021969447
2023-08-31,67.82374021969447
2023-09-01,69.6085754886338
2023-09-02,64.25406968181582
2023-09-03,59.7919815094675
2023-09-04,61.57681677840683
2023-09-05,71.39341075757314
2023-09-06,71.39341075757314
2023-09-07,66.9313225852248
2023-09-08,65.14648731628549
2023-09-09,57.114728606058506
2023-09-10,53.54505806817985
2023-09-11,65.14648731628549
2023-09-12,66.03890495075515
2023-09-13,68.71615785416414
2023-09-14,72.2858283920428
2023-09-15,73.17824602651245
2023-09-16,58.89956387499783
2023-09-17,55.32989333711918
2023-09-18,67.82374021969447
2023-09-19,68.71615785416414
2023-09-20,66.9313225852248
2023-09-21,65.14648731628549
2023-09-22,60.68439914393716
2023-09-23,53.54505806817985
2023-09-24,53.54505806817985
2023-09-25,67.82374021969447
2023-09-26,60.68439914393716
2023-09-27,63.361652047346155
2023-09-28,63.361652047346155
2023-09-29,70.50099312310347
2023-09-30,55.32989333711918
2023-10-01,61.57681677840683
2023-10-02,70.50099312310347
2023-10-03,67.82374021969447
2023-10-04,75.85549892992145
2023-10-05,66.9313225852248
2023-10-06,66.03890495075515
2023-10-07,54.437475702649515
2023-10-08,51.76022279924052
2023-10-09,65.14648731628549
2023-10-10,66.9313225852248
2023-10-11,66.03890495075515
2023-10-12,62.46923441287649
2023-10-13,65.14648731628549
2023-10-14,58.89956387499783
2023-10-15,58.00714624052817
2023-10-16,64.25406968181582
2023-10-17,68.71615785416414
2023-10-18,66.9313225852248
2023-10-19,64.25406968181582
2023-10-20,66.03890495075515
2023-10-21,53.54505806817985
2023-10-22,50.86780516477086
2023-10-23,66.03890495075515
2023-10-24,65.14648731628549
2023-10-25,60.68439914393716
2023-10-26,58.89956387499783
2023-10-27,63.361652047346155
2023-10-28,53.54505806817985
2023-10-29,48.190552261361866
2023-10-30,68.71615785416414
2023-10-31,64.25406968181582
2023-11-01,73.17824602651245
2023-11-02,66.03890495075515
2023-11-03,67.82374021969447
2023-11-04,59.7919815094675
2023-11-05,52.65264043371018
2023-11-06,64.25406968181582
2023-11-07,67.82374021969447
2023-11-08,65.14648731628549
2023-11-09,67.82374021969447
2023-11-10,63.361652047346155
2023-11-11,55.32989333711918
2023-11-12,49.97538753030119
2023-11-13,65.14648731628549
2023-11-14,64.25406968181582
2023-11-15,71.39341075757314
2023-11-16,66.03890495075515
2023-11-17,64.25406968181582
2023-11-18,55.32989333711918
2023-11-19,53.54505806817985
2023-11-20,65.14648731628549
2023-11-21,64.25406968181582
2023-11-22,58.00714624052817
2023-11-23,45.513299357952874
2023-11-24,58.00714624052817
2023-11-25,59.7919815094675
2023-11-26,57.114728606058506
2023-11-27,72.2858283920428
2023-11-28,68.71615785416414
2023-11-29,64.25406968181582
2023-11-30,62.46923441287649
2023-12-01,74.07066366098212
2023-12-02,58.89956387499783
2023-12-03,51.76022279924052
2023-12-04,73.17824602651245
2023-12-05,68.71615785416414
2023-12-06,64.25406968181582
2023-12-07,66.9313225852248
2023-12-08,68.71615785416414
2023-12-09,58.00714624052817
2023-12-10,55.32989333711918
2023-12-11,72.2858283920428
2023-12-12,71.39341075757314
2023-12-13,70.50099312310347
2023-12-14,66.9313225852248
2023-12-15,69.6085754886338
2023-12-16,61.57681677840683
2023-12-17,58.00714624052817
2023-12-18,63.361652047346155
2023-12-19,70.50099312310347
2023-12-20,66.9313225852248
2023-12-21,69.6085754886338
2023-12-22,69.28208123212052
2023-12-23,62.36040299403873
2023-12-24,48.96325533510999
2023-12-25,42.9666441571492
2023-12-26,65.58181299163655
2023-12-27,80.38288595357244
2023-12-28,74.83248359284647
2023-12-29,78.53275183333045
2023-12-30,64.21053711428073
2023-12-31,55.88493357319177
2024-01-01,57.73506769343376
2024-01-02,79.45781889345145
2024-01-03,78.53275183333045
2024-01-04,78.97896065056528
2024-01-05,71.61107359524866
2024-01-06,62.36040299403873
2024-01-07,56.363791816077935
2024-01-08,66.06067123452272
2024-01-09,68.83587241488569
2024-01-10,69.76093947500668
2024-01-11,66.9857382946437
2024-01-12,65.13560417440172
2024-01-13,56.81000063331277
2024-01-14,54.51365769583595
2024-01-15,69.76093947500668
2024-01-16,72.53614065536965
2024-01-17,75.75755065296747
2024-01-18,85.00822125417741
2024-01-19,89.15469831189621
2024-01-20,81.30795301369344
2024-01-21,95.77164857723226
2024-01-22,92.89849911991529
2024-01-23,67.04015400406259
2024-01-24,66.08243751829026
2024-01-25,63.20928806097329
2024-01-26,67.04015400406259
2024-01-27,62.25157157520097
2024-01-28,58.42070563211168
2024-01-29,63.20928806097329
2024-01-30,68.95558697560723
2024-01-31,71.82873643292419
2024-02-01,75.65960237601348
2024-02-02,76.6173188617858
2024-02-03,64.16700454674562
2024-02-04,58.42070563211168
2024-02-05,66.08243751829026
2024-02-06,70.87101994715188
2024-02-07,64.16700454674562
2024-02-08,64.16700454674562
2024-02-09,64.16700454674562
2024-02-10,61.29385508942865
2024-02-11,52.674406717477744
2024-02-12,58.42070563211168
2024-02-13,68.95558697560723
2024-02-14,67.99787048983491
2024-02-15,68.95558697560723
2024-02-16,72.78645291869651
2024-02-17,67.99787048983491
2024-02-18,62.25157157520097
2024-02-19,68.95558697560723
2024-02-20,72.78645291869651
2024-02-21,72.78645291869651
2024-02-22,67.04015400406259
2024-02-23,69.91330346137956
2024-02-24,62.25157157520097
2024-02-25,55.547556174794714
2024-02-26,66.08243751829026
2024-02-27,71.82873643292419
2024-02-28,64.16700454674562
2024-02-29,72.78645291869651
2024-03-01,74.70188589024116
2024-03-02,65.12472103251794
2024-03-03,63.20928806097329
2024-03-04,71.82873643292419
2024-03-05,72.78645291869651
2024-03-06,67.04015400406259
2024-03-07,65.12472103251794
2024-03-08,67.99787048983491
2024-03-09,64.16700454674562
2024-03-10,58.42070563211168
2024-03-11,67.04015400406259
2024-03-12,66.08243751829026
2024-03-13,66.08243751829026
2024-03-14,65.12472103251794
2024-03-15,67.04015400406259
2024-03-16,58.42070563211168
2024-03-17,59.378422117884
2024-03-18,68.95558697560723
2024-03-19,66.08243751829026
2024-03-20,68.95558697560723
2024-03-21,63.20928806097329
2024-03-22,67.04015400406259
2024-03-23,58.42070563211168
2024-03-24,58.42070563211168
2024-03-25,64.16700454674562
2024-03-26,64.16700454674562
2024-03-27,65.12472103251794
2024-03-28,67.99787048983491
2024-03-29,65.12472103251794
2024-03-30,55.547556174794714
2024-03-31,52.674406717477744
2024-04-01,79.49046831910277
2024-04-02,67.99787048983491
2024-04-03,69.91330346137956
2024-04-04,65.12472103251794
2024-04-05,67.04015400406259
2024-04-06,57.46298914633935
2024-04-07,52.674406717477744
2024-04-08,60.33613860365632
2024-04-09,67.04015400406259
2024-04-10,70.87101994715188
2024-04-11,62.25157157520097
2024-04-12,76.6173188617858
2024-04-13,60.33613860365632
2024-04-14,59.378422117884
2024-04-15,66.08243751829026
2024-04-16,65.12472103251794
2024-04-17,64.16700454674562
2024-04-18,62.25157157520097
2024-04-19,62.25157157520097
2024-04-20,58.42070563211168
2024-04-21,53.63212320325007
2024-04-22,63.20928806097329
2024-04-23,62.25157157520097
2024-04-24,60.33613860365632
2024-04-25,60.33613860365632
2024-04-26,67.99787048983491
2024-04-27,51.71669023170542
2024-04-28,53.63212320325007
2024-04-29,66.08243751829026
2024-04-30,69.91330346137956
2024-05-01,70.87101994715188
2024-05-02,67.04015400406259
2024-05-03,64.16700454674562
2024-05-04,55.547556174794714
2024-05-05,58.42070563211168
2024-05-06,61.29385508942865
2024-05-07,63.20928806097329
2024-05-08,62.25157157520097
2024-05-09,64.16700454674562
2024-05-10,63.20928806097329
2024-05-11,52.674406717477744
2024-05-12,46.928107802843805
2024-05-13,67.99787048983491
2024-05-14,67.99787048983491
2024-05-15,68.95558697560723
2024-05-16,64.16700454674562
2024-05-17,71.82873643292419
2024-05-18,51.71669023170542
2024-05-19,50.7589737459331
2024-05-20,64.16700454674562
2024-05-21,62.25157157520097
2024-05-22,62.25157157520097
2024-05-23,59.378422117884
2024-05-24,64.16700454674562
2024-05-25,52.674406717477744
2024-05-26,46.928107802843805
2024-05-27,55.547556174794714
2024-05-28,68.95558697560723
2024-05-29,70.87101994715188
2024-05-30,63.20928806097329
2024-05-31,67.99787048983491
2024-06-01,63.20928806097329
2024-06-02,56.50527266056703
2024-06-03,69.91330346137956
2024-06-04,64.16700454674562
2024-06-05,70.87101994715188
2024-06-06,68.95558697560723
2024-06-07,64.16700454674562
2024-06-08,56.50527266056703
2024-06-09,53.63212320325007
2024-06-10,64.16700454674562
2024-06-11,67.99787048983491
2024-06-12,70.87101994715188
2024-06-13,67.04015400406259
2024-06-14,64.16700454674562
2024-06-15,54.58983968902239
2024-06-16,51.71669023170542
2024-06-17,65.12472103251794
2024-06-18,67.04015400406259
2024-06-19,69.91330346137956
2024-06-20,62.25157157520097
2024-06-21,64.16700454674562
2024-06-22,56.50527266056703
2024-06-23,55.547556174794714
2024-06-24,63.20928806097329
2024-06-25,66.08243751829026
2024-06-26,64.16700454674562
2024-06-27,62.25157157520097
2024-06-28,63.20928806097329
2024-06-29,57.46298914633935
2024-06-30,54.58983968902239
2024-07-01,82.36361777641974
2024-07-02,74.70188589024116
2024-07-03,63.20928806097329
2024-07-04,57.46298914633935
2024-07-05,74.70188589024116
2024-07-06,54.58983968902239
2024-07-07,56.50527266056703
2024-07-08,67.99787048983491
2024-07-09,67.04015400406259
2024-07-10,67.04015400406259
2024-07-11,62.25157157520097
2024-07-12,65.12472103251794
2024-07-13,54.58983968902239
2024-07-14,49.801257260160774
2024-07-15,64.16700454674562
2024-07-16,67.04015400406259
2024-07-17,66.08243751829026
2024-07-18,65.12472103251794
2024-07-19,68.95558697560723
2024-07-20,55.547556174794714
2024-07-21,51.71669023170542
2024-07-22,74.70188589024116
2024-07-23,60.33613860365632
2024-07-24,64.16700454674562
2024-07-25,66.08243751829026
2024-07-26,66.08243751829026
2024-07-27,52.674406717477744
2024-07-28,52.674406717477744
2024-07-29,64.16700454674562
2024-07-30,67.99787048983491
2024-07-31,67.99787048983491
2024-08-01,71.82873643292419
2024-08-02,68.95558697560723
2024-08-03,60.33613860365632
2024-08-04,58.42070563211168
2024-08-05,67.99787048983491
2024-08-06,68.95558697560723
2024-08-07,68.95558697560723
2024-08-08,60.33613860365632
2024-08-09,67.04015400406259
2024-08-10,53.63212320325007
2024-08-11,53.63212320325007
2024-08-12,61.29385508942865
2024-08-13,73.74416940446883
2024-08-14,68.95558697560723
2024-08-15,68.95558697560723
2024-08-16,66.08243751829026
2024-08-17,58.42070563211168
2024-08-18,55.547556174794714
2024-08-19,63.054363335333655
2024-08-20,66.12468971619198
2024-08-21,64.35009740431974
2024-08-22,61.27977102346141
2024-08-23,63.054363335333655
2024-08-24,52.47722979393639
2024-08-25,53.77296386292247
2024-08-26,66.12468971619198
2024-08-27,59.50517871158917
2024-08-28,62.167067179397534
2024-08-29,63.941659491269775
2024-08-30,66.12468971619198
2024-08-31,59.50517871158917
2024-09-01,64.35009740431974
2024-09-02,61.27977102346141
2024-09-03,67.01198587212811
2024-09-04,65.71625180314203
2024-09-05,63.054363335333655
2024-09-06,64.35009740431974
2024-09-07,51.1110753951141
2024-09-08,51.58993363800026
2024-09-09,62.167067179397534
2024-09-10,60.87133311041145
2024-09-11,59.0967407985392
2024-09-12,64.8289556472059
2024-09-13,66.12468971619198
2024-09-14,53.77296386292247
2024-09-15,48.040749014255766
2024-09-16,60.39247486752529
2024-09-17,62.899438609694016
2024-09-18,63.71631443579393
2024-09-19,57.99818365309448
2024-09-20,62.08256278359409
2024-09-21,57.181307826994555
2024-09-22,46.56192208769557
