Time,piper_rockelle
2022-07-30,45.0
2022-07-31,43.0
2022-08-01,36.0
2022-08-02,40.0
2022-08-03,39.0
2022-08-04,45.0
2022-08-05,40.0
2022-08-06,36.0
2022-08-07,41.0
2022-08-08,41.0
2022-08-09,40.0
2022-08-10,33.0
2022-08-11,39.0
2022-08-12,28.0
2022-08-13,38.0
2022-08-14,34.0
2022-08-15,34.0
2022-08-16,33.0
2022-08-17,29.0
2022-08-18,31.0
2022-08-19,29.0
2022-08-20,49.0
2022-08-21,70.0
2022-08-22,39.0
2022-08-23,39.0
2022-08-24,39.0
2022-08-25,27.0
2022-08-26,23.0
2022-08-27,44.0
2022-08-28,42.0
2022-08-29,23.869565217391305
2022-08-30,26.282608695652176
2022-08-31,19.108695652173914
2022-09-01,22.804347826086957
2022-09-02,26.0
2022-09-03,35.30434782608695
2022-09-04,37.934782608695656
2022-09-05,39.0
2022-09-06,18.826086956521742
2022-09-07,19.108695652173914
2022-09-08,24.934782608695656
2022-09-09,17.26086956521739
2022-09-10,32.89130434782609
2022-09-11,36.08695652173913
2022-09-12,21.23913043478261
2022-09-13,20.956521739130437
2022-09-14,22.02173913043478
2022-09-15,18.326086956521742
2022-09-16,23.869565217391305
2022-09-17,24.65217391304348
2022-09-18,33.95652173913044
2022-09-19,16.97826086956522
2022-09-20,16.97826086956522
2022-09-21,20.17391304347826
2022-09-22,19.891304347826086
2022-09-23,23.086956521739133
2022-09-24,26.0
2022-09-25,37.934782608695656
2022-09-26,24.15217391304348
2022-09-27,16.195652173913047
2022-09-28,18.65217391304348
2022-09-29,21.47826086956522
2022-09-30,19.782608695652176
2022-10-01,30.521739130434785
2022-10-02,29.956521739130437
2022-10-03,24.30434782608696
2022-10-04,22.043478260869566
2022-10-05,19.782608695652176
2022-10-06,20.91304347826087
2022-10-07,23.739130434782613
2022-10-08,32.21739130434783
2022-10-09,32.21739130434783
2022-10-10,34.47826086956522
2022-10-11,25.434782608695656
2022-10-12,30.521739130434785
2022-10-13,24.30434782608696
2022-10-14,28.260869565217394
2022-10-15,33.913043478260875
2022-10-16,37.30434782608696
2022-10-17,32.78260869565218
2022-10-18,26.000000000000004
2022-10-19,30.521739130434785
2022-10-20,27.695652173913047
2022-10-21,22.608695652173914
2022-10-22,24.869565217391308
2022-10-23,33.34782608695652
2022-10-24,20.347826086956523
2022-10-25,18.086956521739133
2022-10-26,19.782608695652176
2022-10-27,21.47826086956522
2022-10-28,22.608695652173914
2022-10-29,30.521739130434785
2022-10-30,30.521739130434785
2022-10-31,19.782608695652176
2022-11-01,19.782608695652176
2022-11-02,19.782608695652176
2022-11-03,22.608695652173914
2022-11-04,18.65217391304348
2022-11-05,32.78260869565218
2022-11-06,35.608695652173914
2022-11-07,22.043478260869566
2022-11-08,28.826086956521742
2022-11-09,16.956521739130437
2022-11-10,21.47826086956522
2022-11-11,20.91304347826087
2022-11-12,31.652173913043484
2022-11-13,32.78260869565218
2022-11-14,22.608695652173914
2022-11-15,17.521739130434785
2022-11-16,19.217391304347828
2022-11-17,19.217391304347828
2022-11-18,19.782608695652176
2022-11-19,27.695652173913047
2022-11-20,32.21739130434783
2022-11-21,19.217391304347828
2022-11-22,24.30434782608696
2022-11-23,30.521739130434785
2022-11-24,23.739130434782613
2022-11-25,28.260869565217394
2022-11-26,29.39130434782609
2022-11-27,32.78260869565218
2022-11-28,24.30434782608696
2022-11-29,22.608695652173914
2022-11-30,12.434782608695654
2022-12-01,19.782608695652176
2022-12-02,19.217391304347828
2022-12-03,22.608695652173914
2022-12-04,30.521739130434785
2022-12-05,16.39130434782609
2022-12-06,21.47826086956522
2022-12-07,19.217391304347828
2022-12-08,16.39130434782609
2022-12-09,15.260869565217392
2022-12-10,26.56521739130435
2022-12-11,26.56521739130435
2022-12-12,18.65217391304348
2022-12-13,19.782608695652176
2022-12-14,20.91304347826087
2022-12-15,22.608695652173914
2022-12-16,26.000000000000004
2022-12-17,26.56521739130435
2022-12-18,32.78260869565218
2022-12-19,31.086956521739133
2022-12-20,28.260869565217394
2022-12-21,27.1304347826087
2022-12-22,26.56521739130435
2022-12-23,28.260869565217394
2022-12-24,33.34782608695652
2022-12-25,34.47826086956522
2022-12-26,34.47826086956522
2022-12-27,35.608695652173914
2022-12-28,39.56521739130435
2022-12-29,39.56521739130435
2022-12-30,39.00000000000001
2022-12-31,40.1304347826087
2023-01-01,33.34782608695652
2023-01-02,34.47826086956522
2023-01-03,27.1304347826087
2023-01-04,32.78260869565218
2023-01-05,16.956521739130437
2023-01-06,21.47826086956522
2023-01-07,24.30434782608696
2023-01-08,29.956521739130437
2023-01-09,26.000000000000004
2023-01-10,22.043478260869566
2023-01-11,24.30434782608696
2023-01-12,23.739130434782613
2023-01-13,20.91304347826087
2023-01-14,32.78260869565218
2023-01-15,28.260869565217394
2023-01-16,39.56521739130435
2023-01-17,22.608695652173914
2023-01-18,23.173913043478265
2023-01-19,22.608695652173914
2023-01-20,23.739130434782613
2023-01-21,32.78260869565218
2023-01-22,29.956521739130437
2023-01-23,16.956521739130437
2023-01-24,22.043478260869566
2023-01-25,20.347826086956523
2023-01-26,23.173913043478265
2023-01-27,19.782608695652176
2023-01-28,32.78260869565218
2023-01-29,30.521739130434785
2023-01-30,26.000000000000004
2023-01-31,27.695652173913047
2023-02-01,24.869565217391308
2023-02-02,26.000000000000004
2023-02-03,27.695652173913047
2023-02-04,41.2608695652174
2023-02-05,41.82608695652174
2023-02-06,26.000000000000004
2023-02-07,20.347826086956523
2023-02-08,24.869565217391308
2023-02-09,19.782608695652176
2023-02-10,21.47826086956522
2023-02-11,26.56521739130435
2023-02-12,26.56521739130435
2023-02-13,20.347826086956523
2023-02-14,19.217391304347828
2023-02-15,17.521739130434785
2023-02-16,15.260869565217392
2023-02-17,22.608695652173914
2023-02-18,24.869565217391308
2023-02-19,28.826086956521742
2023-02-20,34.47826086956522
2023-02-21,36.739130434782616
2023-02-22,24.869565217391308
2023-02-23,32.78260869565218
2023-02-24,27.1304347826087
2023-02-25,36.739130434782616
2023-02-26,41.2608695652174
2023-02-27,24.30434782608696
2023-02-28,22.043478260869566
2023-03-01,20.347826086956523
2023-03-02,16.39130434782609
2023-03-03,20.91304347826087
2023-03-04,26.000000000000004
2023-03-05,33.34782608695652
2023-03-06,20.91304347826087
2023-03-07,15.260869565217392
2023-03-08,17.521739130434785
2023-03-09,17.521739130434785
2023-03-10,20.91304347826087
2023-03-11,23.173913043478265
2023-03-12,29.39130434782609
2023-03-13,24.30434782608696
2023-03-14,20.347826086956523
2023-03-15,20.347826086956523
2023-03-16,16.956521739130437
2023-03-17,18.086956521739133
2023-03-18,19.217391304347828
2023-03-19,22.043478260869566
2023-03-20,13.000000000000002
2023-03-21,14.130434782608697
2023-03-22,17.521739130434785
2023-03-23,15.826086956521742
2023-03-24,17.521739130434785
2023-03-25,24.869565217391308
2023-03-26,20.347826086956523
2023-03-27,16.39130434782609
2023-03-28,13.000000000000002
2023-03-29,16.39130434782609
2023-03-30,13.56521739130435
2023-03-31,15.260869565217392
2023-04-01,19.217391304347828
2023-04-02,24.30434782608696
2023-04-03,16.39130434782609
2023-04-04,14.695652173913045
2023-04-05,16.956521739130437
2023-04-06,15.260869565217392
2023-04-07,20.91304347826087
2023-04-08,26.56521739130435
2023-04-09,27.695652173913047
2023-04-10,21.47826086956522
2023-04-11,19.217391304347828
2023-04-12,18.65217391304348
2023-04-13,22.608695652173914
2023-04-14,21.47826086956522
2023-04-15,29.956521739130437
2023-04-16,32.78260869565218
2023-04-17,56.52173913043479
2023-04-18,48.60869565217392
2023-04-19,19.782608695652176
2023-04-20,22.608695652173914
2023-04-21,30.521739130434785
2023-04-22,30.521739130434785
2023-04-23,37.30434782608696
2023-04-24,23.739130434782613
2023-04-25,15.826086956521742
2023-04-26,16.227688787185357
2023-04-27,15.945080091533184
2023-04-28,14.576659038901603
2023-04-29,23.233409610983983
2023-04-30,29.55491990846682
2023-05-01,15.260869565217392
2023-05-02,13.892448512585814
2023-05-03,28.870709382151034
2023-05-04,18.5629290617849
2023-05-05,18.280320366132727
2023-05-06,21.864988558352405
2023-05-07,21.58237986270023
2023-05-08,16.911899313501145
2023-05-09,25.8512585812357
2023-05-10,15.260869565217392
2023-05-11,16.629290617848973
2023-05-12,18.964530892448515
2023-05-13,35.87643020594966
2023-05-14,49.768878718535476
2023-05-15,26.535469107551492
2023-05-16,22.549199084668196
2023-05-17,24.20022883295195
2023-05-18,19.931350114416478
2023-05-19,18.5629290617849
2023-05-20,29.837528604118994
2023-05-21,34.79061784897026
2023-05-22,27.21967963386728
2023-05-23,19.247139588100687
2023-05-24,16.227688787185357
2023-05-25,21.58237986270023
2023-05-26,26.50572082379863
2023-05-27,33.73455377574371
2023-05-28,37.75057208237987
2023-05-29,35.340961098398175
2023-05-30,32.93135011441648
2023-05-31,31.324942791762016
2023-06-01,27.30892448512586
2023-06-02,23.292906178489705
2023-06-03,24.096109839816936
2023-06-04,28.11212814645309
2023-06-05,26.50572082379863
2023-06-06,26.50572082379863
2023-06-07,30.521739130434785
2023-06-08,29.718535469107554
2023-06-09,22.489702517162474
2023-06-10,26.50572082379863
2023-06-11,28.11212814645309
2023-06-12,24.096109839816936
2023-06-13,27.30892448512586
2023-06-14,29.718535469107554
2023-06-15,20.08009153318078
2023-06-16,23.292906178489705
2023-06-17,39.35697940503433
2023-06-18,34.537757437070944
2023-06-19,23.292906178489705
2023-06-20,24.899313501144167
2023-06-21,22.489702517162474
2023-06-22,30.521739130434785
2023-06-23,31.324942791762016
2023-06-24,32.12814645308925
2023-06-25,30.521739130434785
2023-06-26,28.11212814645309
2023-06-27,32.12814645308925
2023-06-28,28.11212814645309
2023-06-29,25.7025171624714
2023-06-30,25.7025171624714
2023-07-01,25.7025171624714
2023-07-02,27.30892448512586
2023-07-03,24.899313501144167
2023-07-04,24.096109839816936
2023-07-05,24.899313501144167
2023-07-06,26.50572082379863
2023-07-07,31.324942791762016
2023-07-08,34.537757437070944
2023-07-09,32.93135011441648
2023-07-10,24.096109839816936
2023-07-11,25.7025171624714
2023-07-12,25.7025171624714
2023-07-13,27.30892448512586
2023-07-14,20.883295194508012
2023-07-15,24.096109839816936
2023-07-16,24.096109839816936
2023-07-17,27.30892448512586
2023-07-18,22.489702517162474
2023-07-19,22.489702517162474
2023-07-20,24.096109839816936
2023-07-21,21.686498855835243
2023-07-22,18.47368421052632
2023-07-23,23.292906178489705
2023-07-24,24.096109839816936
2023-07-25,21.686498855835243
2023-07-26,19.27688787185355
2023-07-27,20.883295194508012
2023-07-28,17.670480549199088
2023-07-29,24.899313501144167
2023-07-30,23.292906178489705
2023-07-31,20.08009153318078
2023-08-01,25.7025171624714
2023-08-02,21.686498855835243
2023-08-03,27.30892448512586
2023-08-04,22.489702517162474
2023-08-05,28.11212814645309
2023-08-06,25.7025171624714
2023-08-07,23.292906178489705
2023-08-08,20.883295194508012
2023-08-09,17.670480549199088
2023-08-10,18.47368421052632
2023-08-11,22.489702517162474
2023-08-12,27.30892448512586
2023-08-13,29.718535469107554
2023-08-14,20.08009153318078
2023-08-15,20.08009153318078
2023-08-16,15.260869565217392
2023-08-17,20.883295194508012
2023-08-18,23.292906178489705
2023-08-19,26.50572082379863
2023-08-20,28.11212814645309
2023-08-21,28.915331807780323
2023-08-22,24.899313501144167
2023-08-23,16.867276887871856
2023-08-24,16.064073226544625
2023-08-25,19.27688787185355
2023-08-26,24.899313501144167
2023-08-27,24.096109839816936
2023-08-28,20.08009153318078
2023-08-29,14.457665903890161
2023-08-30,14.457665903890161
2023-08-31,16.867276887871856
2023-09-01,13.65446224256293
2023-09-02,21.686498855835243
2023-09-03,26.50572082379863
2023-09-04,30.521739130434785
2023-09-05,20.08009153318078
2023-09-06,20.08009153318078
2023-09-07,16.064073226544625
2023-09-08,16.867276887871856
2023-09-09,25.7025171624714
2023-09-10,25.7025171624714
2023-09-11,15.260869565217392
2023-09-12,14.457665903890161
2023-09-13,21.686498855835243
2023-09-14,24.899313501144167
2023-09-15,16.867276887871856
2023-09-16,28.11212814645309
2023-09-17,28.915331807780323
2023-09-18,15.260869565217392
2023-09-19,12.8512585812357
2023-09-20,18.47368421052632
2023-09-21,15.260869565217392
2023-09-22,11.244851258581237
2023-09-23,18.47368421052632
2023-09-24,19.27688787185355
2023-09-25,13.65446224256293
2023-09-26,8.032036613272313
2023-09-27,8.835240274599544
2023-09-28,11.244851258581237
2023-09-29,12.8512585812357
2023-09-30,18.47368421052632
2023-10-01,16.867276887871856
2023-10-02,13.65446224256293
2023-10-03,13.65446224256293
2023-10-04,12.8512585812357
2023-10-05,12.8512585812357
2023-10-06,12.048054919908468
2023-10-07,20.883295194508012
2023-10-08,16.064073226544625
2023-10-09,18.47368421052632
2023-10-10,11.244851258581237
2023-10-11,10.441647597254006
2023-10-12,11.244851258581237
2023-10-13,9.638443935926775
2023-10-14,14.457665903890161
2023-10-15,17.670480549199088
2023-10-16,11.244851258581237
2023-10-17,8.032036613272313
2023-10-18,11.244851258581237
2023-10-19,10.441647597254006
2023-10-20,12.048054919908468
2023-10-21,15.260869565217392
2023-10-22,17.670480549199088
2023-10-23,11.244851258581237
2023-10-24,12.8512585812357
2023-10-25,11.244851258581237
2023-10-26,9.638443935926775
2023-10-27,10.441647597254006
2023-10-28,12.8512585812357
2023-10-29,14.457665903890161
2023-10-30,12.048054919908468
2023-10-31,9.638443935926775
2023-11-01,10.441647597254006
2023-11-02,11.244851258581237
2023-11-03,12.8512585812357
2023-11-04,34.537757437070944
2023-11-05,28.11212814645309
2023-11-06,20.883295194508012
2023-11-07,13.65446224256293
2023-11-08,14.457665903890161
2023-11-09,17.670480549199088
2023-11-10,17.670480549199088
2023-11-11,22.489702517162474
2023-11-12,18.47368421052632
2023-11-13,14.457665903890161
2023-11-14,13.65446224256293
2023-11-15,15.260869565217392
2023-11-16,16.867276887871856
2023-11-17,16.064073226544625
2023-11-18,20.08009153318078
2023-11-19,23.292906178489705
2023-11-20,20.08009153318078
2023-11-21,20.08009153318078
2023-11-22,18.47368421052632
2023-11-23,16.867276887871856
2023-11-24,22.489702517162474
2023-11-25,32.93135011441648
2023-11-26,35.340961098398175
2023-11-27,25.7025171624714
2023-11-28,22.489702517162474
2023-11-29,12.8512585812357
2023-11-30,15.260869565217392
2023-12-01,17.670480549199088
2023-12-02,19.27688787185355
2023-12-03,21.686498855835243
2023-12-04,16.064073226544625
2023-12-05,15.260869565217392
2023-12-06,17.670480549199088
2023-12-07,13.65446224256293
2023-12-08,10.441647597254006
2023-12-09,18.47368421052632
2023-12-10,25.7025171624714
2023-12-11,17.670480549199088
2023-12-12,14.457665903890161
2023-12-13,21.686498855835243
2023-12-14,21.686498855835243
2023-12-15,18.47368421052632
2023-12-16,23.292906178489705
2023-12-17,27.30892448512586
2023-12-18,20.883295194508012
2023-12-19,20.883295194508012
2023-12-20,16.064073226544625
2023-12-21,15.260869565217392
2023-12-22,20.883295194508012
2023-12-23,18.47368421052632
2023-12-24,27.30892448512586
2023-12-25,18.47368421052632
2023-12-26,25.7025171624714
2023-12-27,66.6659038901602
2023-12-28,61.04347826086957
2023-12-29,60.24027459954234
2023-12-30,63.45308924485126
2023-12-31,80.32036613272312
2024-01-01,62.64988558352403
2024-01-02,54.61784897025172
2024-01-03,44.97940503432495
2024-01-04,36.144164759725406
2024-01-05,32.93135011441648
2024-01-06,35.340961098398175
2024-01-07,37.75057208237987
2024-01-08,29.718535469107554
2024-01-09,25.7025171624714
2024-01-10,24.096109839816936
2024-01-11,22.489702517162474
2024-01-12,20.883295194508012
2024-01-13,28.11212814645309
2024-01-14,29.718535469107554
2024-01-15,24.096109839816936
2024-01-16,24.899313501144167
2024-01-17,24.899313501144167
2024-01-18,18.47368421052632
2024-01-19,16.867276887871856
2024-01-20,25.7025171624714
2024-01-21,24.096109839816936
2024-01-22,20.08009153318078
2024-01-23,13.65446224256293
2024-01-24,14.457665903890161
2024-01-25,14.457665903890161
2024-01-26,16.867276887871856
2024-01-27,21.686498855835243
2024-01-28,20.883295194508012
2024-01-29,13.65446224256293
2024-01-30,14.457665903890161
2024-01-31,12.048054919908468
2024-02-01,12.8512585812357
2024-02-02,16.064073226544625
2024-02-03,16.867276887871856
2024-02-04,20.883295194508012
2024-02-05,10.441647597254006
2024-02-06,12.8512585812357
2024-02-07,11.244851258581237
2024-02-08,12.048054919908468
2024-02-09,14.457665903890161
2024-02-10,18.47368421052632
2024-02-11,14.457665903890161
2024-02-12,9.638443935926775
2024-02-13,11.244851258581237
2024-02-14,10.441647597254006
2024-02-15,11.244851258581237
2024-02-16,12.8512585812357
2024-02-17,12.8512585812357
2024-02-18,16.867276887871856
2024-02-19,16.064073226544625
2024-02-20,12.8512585812357
2024-02-21,15.260869565217392
2024-02-22,13.65446224256293
2024-02-23,14.457665903890161
2024-02-24,16.064073226544625
2024-02-25,15.260869565217392
2024-02-26,14.457665903890161
2024-02-27,11.244851258581237
2024-02-28,7.228832951945081
2024-02-29,11.244851258581237
2024-03-01,11.244851258581237
2024-03-02,14.457665903890161
2024-03-03,16.064073226544625
2024-03-04,15.260869565217392
2024-03-05,11.244851258581237
2024-03-06,12.048054919908468
2024-03-07,12.048054919908468
2024-03-08,16.064073226544625
2024-03-09,22.489702517162474
2024-03-10,19.27688787185355
2024-03-11,14.457665903890161
2024-03-12,16.867276887871856
2024-03-13,31.324942791762016
2024-03-14,27.30892448512586
2024-03-15,22.489702517162474
2024-03-16,30.521739130434785
2024-03-17,35.340961098398175
2024-03-18,21.686498855835243
2024-03-19,18.47368421052632
2024-03-20,28.11212814645309
2024-03-21,24.899313501144167
2024-03-22,26.50572082379863
2024-03-23,39.35697940503433
2024-03-24,40.96338672768879
2024-03-25,32.93135011441648
2024-03-26,32.12814645308925
2024-03-27,36.144164759725406
2024-03-28,26.50572082379863
2024-03-29,24.096109839816936
2024-03-30,29.718535469107554
2024-03-31,32.12814645308925
2024-04-01,26.50572082379863
2024-04-02,19.27688787185355
2024-04-03,27.30892448512586
2024-04-04,20.08009153318078
2024-04-05,20.08009153318078
2024-04-06,23.292906178489705
2024-04-07,16.867276887871856
2024-04-08,19.27688787185355
2024-04-09,16.064073226544625
2024-04-10,24.096109839816936
2024-04-11,12.8512585812357
2024-04-12,13.65446224256293
2024-04-13,24.899313501144167
2024-04-14,28.11212814645309
2024-04-15,19.27688787185355
2024-04-16,16.064073226544625
2024-04-17,12.048054919908468
2024-04-18,12.8512585812357
2024-04-19,10.441647597254006
2024-04-20,17.670480549199088
2024-04-21,20.08009153318078
2024-04-22,16.867276887871856
2024-04-23,11.244851258581237
2024-04-24,12.8512585812357
2024-04-25,14.457665903890161
2024-04-26,12.048054919908468
2024-04-27,19.27688787185355
2024-04-28,30.521739130434785
2024-04-29,19.27688787185355
2024-04-30,20.08009153318078
2024-05-01,19.27688787185355
2024-05-02,15.260869565217392
2024-05-03,16.867276887871856
2024-05-04,18.47368421052632
2024-05-05,24.096109839816936
2024-05-06,17.670480549199088
2024-05-07,16.064073226544625
2024-05-08,15.260869565217392
2024-05-09,18.47368421052632
2024-05-10,14.457665903890161
2024-05-11,12.8512585812357
2024-05-12,20.883295194508012
2024-05-13,12.8512585812357
2024-05-14,19.27688787185355
2024-05-15,18.47368421052632
2024-05-16,29.718535469107554
2024-05-17,19.27688787185355
2024-05-18,18.47368421052632
2024-05-19,19.27688787185355
2024-05-20,18.47368421052632
2024-05-21,24.096109839816936
2024-05-22,14.457665903890161
2024-05-23,14.457665903890161
2024-05-24,17.670480549199088
2024-05-25,16.867276887871856
2024-05-26,19.27688787185355
2024-05-27,20.883295194508012
2024-05-28,22.489702517162474
2024-05-29,20.08009153318078
2024-05-30,20.08009153318078
2024-05-31,23.292906178489705
2024-06-01,18.47368421052632
2024-06-02,16.867276887871856
2024-06-03,17.670480549199088
2024-06-04,20.883295194508012
2024-06-05,23.292906178489705
2024-06-06,21.686498855835243
2024-06-07,27.30892448512586
2024-06-08,29.718535469107554
2024-06-09,24.899313501144167
2024-06-10,23.292906178489705
2024-06-11,19.27688787185355
2024-06-12,22.489702517162474
2024-06-13,16.867276887871856
2024-06-14,16.867276887871856
2024-06-15,18.47368421052632
2024-06-16,20.08009153318078
2024-06-17,17.670480549199088
2024-06-18,16.867276887871856
2024-06-19,17.670480549199088
2024-06-20,14.457665903890161
2024-06-21,23.292906178489705
2024-06-22,21.686498855835243
2024-06-23,19.27688787185355
2024-06-24,16.867276887871856
2024-06-25,20.08009153318078
2024-06-26,19.27688787185355
2024-06-27,16.064073226544625
2024-06-28,15.260869565217392
2024-06-29,15.260869565217392
2024-06-30,16.867276887871856
2024-07-01,18.47368421052632
2024-07-02,17.670480549199088
2024-07-03,15.260869565217392
2024-07-04,17.670480549199088
2024-07-05,20.883295194508012
2024-07-06,21.686498855835243
2024-07-07,16.064073226544625
2024-07-08,17.670480549199088
2024-07-09,18.47368421052632
2024-07-10,19.27688787185355
2024-07-11,16.867276887871856
2024-07-12,13.65446224256293
2024-07-13,18.47368421052632
2024-07-14,13.65446224256293
2024-07-15,14.457665903890161
2024-07-16,15.260869565217392
2024-07-17,12.8512585812357
2024-07-18,12.048054919908468
2024-07-19,20.883295194508012
2024-07-20,17.670480549199088
2024-07-21,17.670480549199088
2024-07-22,19.27688787185355
2024-07-23,14.457665903890161
2024-07-24,16.867276887871856
2024-07-25,12.048054919908468
2024-07-26,11.244851258581237
2024-07-27,15.260869565217392
2024-07-28,16.064073226544625
2024-07-29,12.8512585812357
2024-07-30,14.457665903890161
2024-07-31,15.260869565217392
2024-08-01,18.47368421052632
2024-08-02,13.65446224256293
2024-08-03,10.441647597254006
2024-08-04,11.244851258581237
2024-08-05,13.65446224256293
2024-08-06,18.47368421052632
2024-08-07,18.47368421052632
2024-08-08,23.292906178489705
2024-08-09,17.670480549199088
2024-08-10,17.670480549199088
2024-08-11,15.260869565217392
2024-08-12,10.441647597254006
2024-08-13,11.244851258581237
2024-08-14,7.228832951945081
2024-08-15,12.8512585812357
2024-08-16,10.441647597254006
2024-08-17,15.260869565217392
2024-08-18,18.072082379862703
2024-08-19,11.646453089244853
2024-08-20,10.843249427917621
2024-08-21,19.27688787185355
2024-08-22,12.449656750572084
2024-08-23,9.23684210526316
2024-08-24,12.449656750572084
2024-08-25,11.244851258581237
2024-08-26,10.04004576659039
2024-08-27,9.638443935926775
2024-08-28,10.04004576659039
2024-08-29,10.843249427917621
2024-08-30,11.646453089244853
2024-08-31,12.048054919908468
2024-09-01,18.072082379862703
2024-09-02,12.449656750572084
2024-09-03,10.441647597254006
2024-09-04,10.04004576659039
2024-09-05,10.843249427917621
2024-09-06,10.04004576659039
2024-09-07,10.04004576659039
2024-09-08,9.638443935926775
2024-09-09,10.441647597254006
2024-09-10,12.048054919908468
2024-09-11,10.441647597254006
2024-09-12,10.441647597254006
2024-09-13,10.04004576659039
2024-09-14,18.072082379862703
2024-09-15,10.843249427917621
2024-09-16,10.04004576659039
2024-09-17,10.441647597254006
2024-09-18,10.441647597254006
2024-09-19,10.441647597254006
2024-09-20,10.441647597254006
2024-09-21,10.441647597254006
2024-09-22,10.441647597254006
