Time,home depot
2022-04-02,71.0
2022-04-03,75.0
2022-04-04,57.0
2022-04-05,54.0
2022-04-06,55.0
2022-04-07,54.0
2022-04-08,56.0
2022-04-09,73.0
2022-04-10,80.0
2022-04-11,63.0
2022-04-12,59.0
2022-04-13,58.0
2022-04-14,58.0
2022-04-15,63.0
2022-04-16,71.0
2022-04-17,87.0
2022-04-18,57.0
2022-04-19,58.0
2022-04-20,53.0
2022-04-21,58.0
2022-04-22,59.0
2022-04-23,81.0
2022-04-24,81.0
2022-04-25,62.0
2022-04-26,57.0
2022-04-27,56.0
2022-04-28,60.0
2022-04-29,57.0
2022-04-30,74.0
2022-05-01,81.0
2022-05-02,60.0
2022-05-03,55.0
2022-05-04,57.0
2022-05-05,58.0
2022-05-06,58.0
2022-05-07,75.0
2022-05-08,70.0
2022-05-09,59.0
2022-05-10,60.0
2022-05-11,62.0
2022-05-12,63.0
2022-05-13,63.0
2022-05-14,80.0
2022-05-15,83.0
2022-05-16,63.0
2022-05-17,64.0
2022-05-18,62.0
2022-05-19,62.0
2022-05-20,63.0
2022-05-21,84.0
2022-05-22,80.0
2022-05-23,66.0
2022-05-24,65.0
2022-05-25,59.0
2022-05-26,59.0
2022-05-27,66.0
2022-05-28,84.0
2022-05-29,92.0
2022-05-30,100.0
2022-05-31,66.0
2022-06-01,62.0
2022-06-02,63.0
2022-06-03,61.0
2022-06-04,74.0
2022-06-05,77.0
2022-06-06,63.0
2022-06-07,58.0
2022-06-08,60.0
2022-06-09,60.0
2022-06-10,62.0
2022-06-11,73.0
2022-06-12,81.0
2022-06-13,72.0
2022-06-14,63.0
2022-06-15,64.0
2022-06-16,65.0
2022-06-17,66.0
2022-06-18,74.0
2022-06-19,71.0
2022-06-20,69.0
2022-06-21,63.0
2022-06-22,62.0
2022-06-23,64.0
2022-06-24,63.0
2022-06-25,72.0
2022-06-26,74.0
2022-06-27,66.0
2022-06-28,62.0
2022-06-29,65.0
2022-06-30,63.0
2022-07-01,66.0
2022-07-02,75.0
2022-07-03,78.0
2022-07-04,89.0
2022-07-05,61.0
2022-07-06,59.0
2022-07-07,59.0
2022-07-08,62.0
2022-07-09,71.0
2022-07-10,70.0
2022-07-11,61.0
2022-07-12,58.0
2022-07-13,58.0
2022-07-14,59.0
2022-07-15,62.0
2022-07-16,70.0
2022-07-17,72.0
2022-07-18,64.0
2022-07-19,62.0
2022-07-20,60.0
2022-07-21,59.0
2022-07-22,57.0
2022-07-23,66.0
2022-07-24,68.0
2022-07-25,59.0
2022-07-26,56.0
2022-07-27,56.0
2022-07-28,55.0
2022-07-29,56.0
2022-07-30,63.0
2022-07-31,66.0
2022-08-01,58.0
2022-08-02,56.0
2022-08-03,54.0
2022-08-04,55.0
2022-08-05,56.0
2022-08-06,64.0
2022-08-07,66.0
2022-08-08,59.0
2022-08-09,56.0
2022-08-10,54.0
2022-08-11,55.0
2022-08-12,55.0
2022-08-13,62.0
2022-08-14,65.0
2022-08-15,56.0
2022-08-16,56.0
2022-08-17,55.0
2022-08-18,55.0
2022-08-19,54.0
2022-08-20,65.0
2022-08-21,63.0
2022-08-22,52.0
2022-08-23,53.0
2022-08-24,56.0
2022-08-25,55.0
2022-08-26,54.0
2022-08-27,64.0
2022-08-28,64.0
2022-08-29,54.0
2022-08-30,55.0
2022-08-31,55.0
2022-09-01,52.0
2022-09-02,55.0
2022-09-03,66.0
2022-09-04,69.0
2022-09-05,83.0
2022-09-06,53.0
2022-09-07,51.0
2022-09-08,46.0
2022-09-09,50.0
2022-09-10,58.0
2022-09-11,55.0
2022-09-12,50.0
2022-09-13,50.0
2022-09-14,47.0
2022-09-15,51.0
2022-09-16,51.0
2022-09-17,58.0
2022-09-18,56.0
2022-09-19,51.0
2022-09-20,48.0
2022-09-21,49.0
2022-09-22,50.0
2022-09-23,49.0
2022-09-24,60.0
2022-09-25,57.0
2022-09-26,51.0
2022-09-27,50.0
2022-09-28,48.0
2022-09-29,49.0
2022-09-30,54.0
2022-10-01,58.0
2022-10-02,60.0
2022-10-03,50.0
2022-10-04,52.0
2022-10-05,49.0
2022-10-06,48.0
2022-10-07,54.0
2022-10-08,61.0
2022-10-09,59.0
2022-10-10,54.0
2022-10-11,48.0
2022-10-12,48.0
2022-10-13,49.0
2022-10-14,49.0
2022-10-15,56.0
2022-10-16,55.0
2022-10-17,50.0
2022-10-18,49.0
2022-10-19,50.0
2022-10-20,47.0
2022-10-21,49.0
2022-10-22,55.0
2022-10-23,55.0
2022-10-24,46.0
2022-10-25,53.0
2022-10-26,47.0
2022-10-27,47.0
2022-10-28,48.0
2022-10-29,56.0
2022-10-30,56.0
2022-10-31,47.0
2022-11-01,48.0
2022-11-02,50.0
2022-11-03,51.0
2022-11-04,51.0
2022-11-05,62.0
2022-11-06,59.0
2022-11-07,53.0
2022-11-08,48.0
2022-11-09,47.0
2022-11-10,49.0
2022-11-11,52.0
2022-11-12,61.0
2022-11-13,58.0
2022-11-14,52.0
2022-11-15,52.0
2022-11-16,49.0
2022-11-17,51.0
2022-11-18,53.0
2022-11-19,67.0
2022-11-20,66.0
2022-11-21,50.0
2022-11-22,55.0
2022-11-23,60.0
2022-11-24,72.0
2022-11-25,100.0
2022-11-26,72.0
2022-11-27,72.0
2022-11-28,59.0
2022-11-29,54.0
2022-11-30,49.0
2022-12-01,50.0
2022-12-02,48.0
2022-12-03,60.0
2022-12-04,57.0
2022-12-05,48.0
2022-12-06,47.0
2022-12-07,45.0
2022-12-08,47.0
2022-12-09,46.0
2022-12-10,54.0
2022-12-11,55.0
2022-12-12,45.0
2022-12-13,45.0
2022-12-14,44.0
2022-12-15,45.0
2022-12-16,47.0
2022-12-17,54.0
2022-12-18,51.0
2022-12-19,50.0
2022-12-20,52.0
2022-12-21,50.0
2022-12-22,51.0
2022-12-23,53.0
2022-12-24,58.0
2022-12-25,42.0
2022-12-26,63.0
2022-12-27,55.0
2022-12-28,52.0
2022-12-29,55.0
2022-12-30,50.0
2022-12-31,55.0
2023-01-01,58.0
2023-01-02,58.0
2023-01-03,45.0
2023-01-04,46.0
2023-01-05,43.0
2023-01-06,45.0
2023-01-07,52.0
2023-01-08,53.0
2023-01-09,45.0
2023-01-10,43.0
2023-01-11,44.0
2023-01-12,43.0
2023-01-13,43.0
2023-01-14,50.0
2023-01-15,50.0
2023-01-16,49.0
2023-01-17,43.0
2023-01-18,42.0
2023-01-19,41.0
2023-01-20,41.0
2023-01-21,49.0
2023-01-22,50.0
2023-01-23,44.0
2023-01-24,43.0
2023-01-25,41.0
2023-01-26,43.0
2023-01-27,42.0
2023-01-28,52.0
2023-01-29,50.0
2023-01-30,41.0
2023-01-31,45.0
2023-02-01,41.0
2023-02-02,44.0
2023-02-03,46.0
2023-02-04,55.0
2023-02-05,52.0
2023-02-06,43.0
2023-02-07,42.0
2023-02-08,39.0
2023-02-09,42.0
2023-02-10,44.0
2023-02-11,54.0
2023-02-12,47.0
2023-02-13,37.0
2023-02-14,39.0
2023-02-15,42.0
2023-02-16,43.0
2023-02-17,46.0
2023-02-18,54.0
2023-02-19,54.0
2023-02-20,54.0
2023-02-21,50.0
2023-02-22,46.0
2023-02-23,45.0
2023-02-24,46.0
2023-02-25,57.0
2023-02-26,54.0
2023-02-27,49.0
2023-02-28,46.0
2023-03-01,46.0
2023-03-02,47.0
2023-03-03,46.0
2023-03-04,59.0
2023-03-05,58.0
2023-03-06,51.0
2023-03-07,47.0
2023-03-08,50.0
2023-03-09,48.0
2023-03-10,48.0
2023-03-11,58.0
2023-03-12,56.0
2023-03-13,48.0
2023-03-14,47.0
2023-03-15,47.0
2023-03-16,47.0
2023-03-17,47.0
2023-03-18,55.0
2023-03-19,57.0
2023-03-20,47.0
2023-03-21,47.0
2023-03-22,48.0
2023-03-23,49.0
2023-03-24,49.0
2023-03-25,60.0
2023-03-26,64.0
2023-03-27,51.0
2023-03-28,49.0
2023-03-29,46.0
2023-03-30,47.0
2023-03-31,52.0
2023-04-01,65.0
2023-04-02,64.0
2023-04-03,54.0
2023-04-04,50.0
2023-04-05,49.0
2023-04-06,51.0
2023-04-07,56.0
2023-04-08,63.0
2023-04-09,78.0
2023-04-10,57.0
2023-04-11,58.0
2023-04-12,59.0
2023-04-13,62.0
2023-04-14,60.0
2023-04-15,77.0
2023-04-16,75.0
2023-04-17,57.0
2023-04-18,51.0
2023-04-19,55.0
2023-04-20,55.0
2023-04-21,57.0
2023-04-22,70.0
2023-04-23,69.0
2023-04-24,54.0
2023-04-25,54.0
2023-04-26,53.0
2023-04-27,54.0
2023-04-28,54.0
2023-04-29,71.5
2023-04-30,68.5
2023-05-01,59.0
2023-05-02,56.5
2023-05-03,54.0
2023-05-04,53.5
2023-05-05,56.0
2023-05-06,72.0
2023-05-07,74.0
2023-05-08,60.5
2023-05-09,58.0
2023-05-10,58.5
2023-05-11,56.0
2023-05-12,58.0
2023-05-13,72.0
2023-05-14,67.5
2023-05-15,60.5
2023-05-16,63.0
2023-05-17,60.5
2023-05-18,59.0
2023-05-19,61.5
2023-05-20,77.0
2023-05-21,78.0
2023-05-22,61.5
2023-05-23,59.5
2023-05-24,59.5
2023-05-25,61.5
2023-05-26,71.0
2023-05-27,86.0
2023-05-28,88.0
2023-05-29,99.0
2023-05-30,66.0
2023-05-31,62.0
2023-06-01,65.0
2023-06-02,65.0
2023-06-03,85.0
2023-06-04,79.0
2023-06-05,64.0
2023-06-06,61.0
2023-06-07,61.0
2023-06-08,58.0
2023-06-09,58.0
2023-06-10,74.0
2023-06-11,73.0
2023-06-12,64.0
2023-06-13,60.0
2023-06-14,60.0
2023-06-15,63.0
2023-06-16,64.0
2023-06-17,74.0
2023-06-18,70.0
2023-06-19,70.0
2023-06-20,64.0
2023-06-21,60.0
2023-06-22,59.0
2023-06-23,60.0
2023-06-24,73.0
2023-06-25,72.0
2023-06-26,63.0
2023-06-27,61.0
2023-06-28,60.0
2023-06-29,62.0
2023-06-30,63.0
2023-07-01,76.0
2023-07-02,76.0
2023-07-03,71.0
2023-07-04,87.0
2023-07-05,61.0
2023-07-06,61.0
2023-07-07,62.0
2023-07-08,72.0
2023-07-09,67.0
2023-07-10,61.0
2023-07-11,59.0
2023-07-12,60.0
2023-07-13,60.0
2023-07-14,59.0
2023-07-15,68.0
2023-07-16,67.0
2023-07-17,60.0
2023-07-18,58.0
2023-07-19,54.0
2023-07-20,52.0
2023-07-21,54.0
2023-07-22,63.0
2023-07-23,63.0
2023-07-24,58.0
2023-07-25,57.0
2023-07-26,52.0
2023-07-27,55.0
2023-07-28,56.0
2023-07-29,66.0
2023-07-30,64.0
2023-07-31,56.0
2023-08-01,58.0
2023-08-02,55.0
2023-08-03,54.0
2023-08-04,56.0
2023-08-05,64.0
2023-08-06,62.0
2023-08-07,54.0
2023-08-08,54.0
2023-08-09,52.0
2023-08-10,51.0
2023-08-11,55.0
2023-08-12,61.0
2023-08-13,64.0
2023-08-14,54.0
2023-08-15,53.0
2023-08-16,53.0
2023-08-17,54.0
2023-08-18,53.0
2023-08-19,64.0
2023-08-20,61.0
2023-08-21,54.0
2023-08-22,53.0
2023-08-23,51.0
2023-08-24,49.0
2023-08-25,51.0
2023-08-26,59.0
2023-08-27,65.0
2023-08-28,52.0
2023-08-29,51.0
2023-08-30,50.0
2023-08-31,50.0
2023-09-01,55.0
2023-09-02,64.0
2023-09-03,67.0
2023-09-04,79.0
2023-09-05,50.0
2023-09-06,47.0
2023-09-07,47.0
2023-09-08,47.0
2023-09-09,56.0
2023-09-10,53.0
2023-09-11,48.0
2023-09-12,46.0
2023-09-13,48.0
2023-09-14,47.0
2023-09-15,46.0
2023-09-16,55.0
2023-09-17,55.0
2023-09-18,48.0
2023-09-19,46.0
2023-09-20,46.0
2023-09-21,46.0
2023-09-22,45.0
2023-09-23,55.0
2023-09-24,56.0
2023-09-25,47.0
2023-09-26,44.0
2023-09-27,45.0
2023-09-28,45.0
2023-09-29,46.0
2023-09-30,56.0
2023-10-01,57.0
2023-10-02,49.0
2023-10-03,45.0
2023-10-04,47.0
2023-10-05,46.0
2023-10-06,49.0
2023-10-07,57.0
2023-10-08,59.0
2023-10-09,55.0
2023-10-10,48.0
2023-10-11,47.0
2023-10-12,45.0
2023-10-13,48.0
2023-10-14,56.0
2023-10-15,55.0
2023-10-16,47.0
2023-10-17,46.0
2023-10-18,44.0
2023-10-19,45.0
2023-10-20,44.0
2023-10-21,55.0
2023-10-22,53.0
2023-10-23,47.0
2023-10-24,46.0
2023-10-25,46.0
2023-10-26,45.0
2023-10-27,46.0
2023-10-28,52.0
2023-10-29,51.0
2023-10-30,47.0
2023-10-31,48.0
2023-11-01,51.0
2023-11-02,53.0
2023-11-03,54.0
2023-11-04,68.0
2023-11-05,61.0
2023-11-06,51.0
2023-11-07,53.0
2023-11-08,49.0
2023-11-09,50.0
2023-11-10,55.0
2023-11-11,64.0
2023-11-12,62.0
2023-11-13,53.0
2023-11-14,51.0
2023-11-15,50.0
2023-11-16,52.0
2023-11-17,53.0
2023-11-18,65.0
2023-11-19,68.0
2023-11-20,57.0
2023-11-21,55.0
2023-11-22,62.0
2023-11-23,79.0
2023-11-24,100.0
2023-11-25,79.0
2023-11-26,72.0
2023-11-27,62.0
2023-11-28,54.0
2023-11-29,52.0
2023-11-30,49.0
2023-12-01,48.0
2023-12-02,61.0
2023-12-03,59.0
2023-12-04,48.0
2023-12-05,48.0
2023-12-06,46.0
2023-12-07,45.0
2023-12-08,47.0
2023-12-09,53.0
2023-12-10,53.0
2023-12-11,49.0
2023-12-12,44.0
2023-12-13,46.0
2023-12-14,43.0
2023-12-15,45.0
2023-12-16,52.0
2023-12-17,49.0
2023-12-18,45.0
2023-12-19,45.0
2023-12-20,46.0
2023-12-21,45.0
2023-12-22,50.0
2023-12-23,55.5
2023-12-24,51.5
2023-12-25,40.5
2023-12-26,58.5
2023-12-27,58.5
2023-12-28,54.5
2023-12-29,54.0
2023-12-30,55.5
2023-12-31,57.5
2024-01-01,61.0
2024-01-02,48.0
2024-01-03,50.0
2024-01-04,48.0
2024-01-05,48.0
2024-01-06,60.0
2024-01-07,51.0
2024-01-08,44.0
2024-01-09,43.0
2024-01-10,46.0
2024-01-11,48.0
2024-01-12,49.0
2024-01-13,59.5
2024-01-14,54.0
2024-01-15,54.5
2024-01-16,45.5
2024-01-17,44.5
2024-01-18,42.5
2024-01-19,44.5
2024-01-20,55.0
2024-01-21,54.0
2024-01-22,44.0
2024-01-23,43.0
2024-01-24,45.0
2024-01-25,45.0
2024-01-26,46.0
2024-01-27,55.0
2024-01-28,53.0
2024-01-29,47.0
2024-01-30,48.0
2024-01-31,45.0
2024-02-01,46.0
2024-02-02,48.0
2024-02-03,61.0
2024-02-04,57.0
2024-02-05,46.0
2024-02-06,45.0
2024-02-07,43.0
2024-02-08,45.0
2024-02-09,47.0
2024-02-10,55.0
2024-02-11,49.0
2024-02-12,41.0
2024-02-13,42.0
2024-02-14,45.0
2024-02-15,46.0
2024-02-16,47.0
2024-02-17,56.0
2024-02-18,58.0
2024-02-19,58.0
2024-02-20,50.0
2024-02-21,47.0
2024-02-22,46.0
2024-02-23,49.0
2024-02-24,64.0
2024-02-25,62.0
2024-02-26,52.0
2024-02-27,49.0
2024-02-28,47.0
2024-02-29,49.0
2024-03-01,51.0
2024-03-02,67.0
2024-03-03,66.0
2024-03-04,54.0
2024-03-05,49.0
2024-03-06,49.0
2024-03-07,49.0
2024-03-08,50.0
2024-03-09,63.0
2024-03-10,62.0
2024-03-11,55.0
2024-03-12,54.0
2024-03-13,51.0
2024-03-14,54.0
2024-03-15,54.0
2024-03-16,70.0
2024-03-17,69.0
2024-03-18,55.0
2024-03-19,52.0
2024-03-20,53.0
2024-03-21,52.0
2024-03-22,50.0
2024-03-23,63.0
2024-03-24,67.0
2024-03-25,53.0
2024-03-26,50.0
2024-03-27,50.0
2024-03-28,54.0
2024-03-29,57.0
2024-03-30,70.0
2024-03-31,82.0
2024-04-01,58.0
2024-04-02,56.0
2024-04-03,52.0
2024-04-04,56.0
2024-04-05,60.0
2024-04-06,73.0
2024-04-07,73.0
2024-04-08,59.0
2024-04-09,53.0
2024-04-10,56.0
2024-04-11,54.0
2024-04-12,60.0
2024-04-13,74.0
2024-04-14,75.0
2024-04-15,63.0
2024-04-16,61.0
2024-04-17,58.0
2024-04-18,58.0
2024-04-19,61.0
2024-04-20,76.0
2024-04-21,77.0
2024-04-22,65.0
2024-04-23,59.0
2024-04-24,59.0
2024-04-25,60.0
2024-04-26,60.0
2024-04-27,74.0
2024-04-28,80.0
2024-04-29,68.0
2024-04-30,63.0
2024-05-01,59.0
2024-05-02,60.0
2024-05-03,63.0
2024-05-04,75.0
2024-05-05,73.0
2024-05-06,58.0
2024-05-07,59.0
2024-05-08,57.0
2024-05-09,59.0
2024-05-10,61.0
2024-05-11,74.0
2024-05-12,69.0
2024-05-13,61.0
2024-05-14,57.0
2024-05-15,57.0
2024-05-16,56.0
2024-05-17,59.0
2024-05-18,78.0
2024-05-19,83.0
2024-05-20,65.0
2024-05-21,62.0
2024-05-22,64.0
2024-05-23,65.0
2024-05-24,69.0
2024-05-25,81.0
2024-05-26,89.0
2024-05-27,100.0
2024-05-28,62.0
2024-05-29,64.0
2024-05-30,59.0
2024-05-31,64.0
2024-06-01,80.0
2024-06-02,76.0
2024-06-03,64.0
2024-06-04,61.0
2024-06-05,60.0
2024-06-06,61.0
2024-06-07,63.0
2024-06-08,76.0
2024-06-09,77.0
2024-06-10,62.0
2024-06-11,60.0
2024-06-12,62.0
2024-06-13,62.0
2024-06-14,64.0
2024-06-15,72.0
2024-06-16,75.0
2024-06-17,62.0
2024-06-18,61.0
2024-06-19,67.0
2024-06-20,60.0
2024-06-21,64.0
2024-06-22,74.0
2024-06-23,70.0
2024-06-24,63.0
2024-06-25,60.0
2024-06-26,58.0
2024-06-27,55.0
2024-06-28,58.0
2024-06-29,72.0
2024-06-30,69.0
2024-07-01,66.0
2024-07-02,62.0
2024-07-03,66.0
2024-07-04,90.0
2024-07-05,64.0
2024-07-06,72.0
2024-07-07,68.0
2024-07-08,60.0
2024-07-09,60.0
2024-07-10,60.0
2024-07-11,57.0
2024-07-12,58.0
2024-07-13,64.0
2024-07-14,56.0
2024-07-15,54.0
2024-07-16,56.0
2024-07-17,57.0
2024-07-18,60.0
2024-07-19,55.0
2024-07-20,62.0
2024-07-21,62.0
2024-07-22,56.0
2024-07-23,52.0
2024-07-24,52.0
2024-07-25,53.0
2024-07-26,53.0
2024-07-27,54.0
2024-07-28,58.0
2024-07-29,54.0
2024-07-30,57.0
2024-07-31,51.0
2024-08-01,52.0
2024-08-02,55.0
2024-08-03,63.0
2024-08-04,61.0
2024-08-05,54.0
2024-08-06,50.0
2024-08-07,55.0
2024-08-08,49.0
2024-08-09,52.0
2024-08-10,59.0
2024-08-11,59.0
2024-08-12,54.0
2024-08-13,53.0
2024-08-14,53.0
2024-08-15,52.0
2024-08-16,51.0
2024-08-17,60.0
2024-08-18,60.5
2024-08-19,55.0
2024-08-20,52.5
2024-08-21,51.0
2024-08-22,51.5
2024-08-23,52.0
2024-08-24,61.0
2024-08-25,64.5
2024-08-26,54.0
2024-08-27,51.5
2024-08-28,54.5
2024-08-29,52.5
2024-08-30,53.0
2024-08-31,65.5
2024-09-01,70.5
2024-09-02,79.0
2024-09-03,52.5
2024-09-04,50.0
2024-09-05,47.0
2024-09-06,47.0
2024-09-07,60.5
2024-09-08,57.5
2024-09-09,51.0
2024-09-10,49.0
2024-09-11,47.0
2024-09-12,48.5
2024-09-13,49.0
2024-09-14,58.5
2024-09-15,51.0
2024-09-16,50.5
2024-09-17,47.0
2024-09-18,49.0
2024-09-19,49.0
2024-09-20,47.0
2024-09-21,60.0
2024-09-22,57.0
2024-09-23,49.0
2024-09-24,46.0
2024-09-25,45.0
2024-09-26,43.0
2024-09-27,49.0
2024-09-28,60.0
2024-09-29,56.0
2024-09-30,49.0
2024-10-01,49.0
2024-10-02,48.0
2024-10-03,50.0
2024-10-04,52.0
2024-10-05,63.0
2024-10-06,62.0
2024-10-07,54.0
2024-10-08,48.0
2024-10-09,48.0
2024-10-10,49.0
2024-10-11,51.0
2024-10-12,62.0
2024-10-13,57.0
2024-10-14,51.0
2024-10-15,49.0
2024-10-16,45.0
2024-10-17,45.0
2024-10-18,47.0
2024-10-19,58.0
2024-10-20,52.0
2024-10-21,44.0
2024-10-22,47.0
2024-10-23,46.0
2024-10-24,46.0
2024-10-25,46.0
2024-10-26,57.0
2024-10-27,55.0
2024-10-28,48.0
2024-10-29,43.0
2024-10-30,45.0
2024-10-31,45.0
2024-11-01,51.0
2024-11-02,64.0
2024-11-03,62.0
2024-11-04,50.0
2024-11-05,43.0
2024-11-06,33.0
2024-11-07,48.0
2024-11-08,51.0
2024-11-09,63.0
2024-11-10,62.0
2024-11-11,55.0
2024-11-12,53.0
2024-11-13,48.0
2024-11-14,50.0
2024-11-15,50.0
2024-11-16,63.0
2024-11-17,60.0
2024-11-18,55.0
2024-11-19,50.0
2024-11-20,49.0
2024-11-21,50.0
2024-11-22,51.0
2024-11-23,62.0
2024-11-24,64.0
2024-11-25,57.0
2024-11-26,55.0
2024-11-27,60.0
2024-11-28,72.0
2024-11-29,100.0
2024-11-30,80.0
2024-12-01,72.0
2024-12-02,57.0
2024-12-03,54.0
2024-12-04,52.0
2024-12-05,47.0
2024-12-06,51.0
2024-12-07,60.0
2024-12-08,56.0
2024-12-09,47.0
2024-12-10,46.0
2024-12-11,45.0
2024-12-12,45.0
2024-12-13,46.0
2024-12-14,52.0
2024-12-15,51.0
2024-12-16,45.0
2024-12-17,46.0
2024-12-18,43.0
2024-12-19,45.0
2024-12-20,47.0
2024-12-21,49.0
2024-12-22,51.0
2024-12-23,49.0
2024-12-24,52.0
2024-12-25,37.0
2024-12-26,52.0
2024-12-27,51.0
2024-12-28,53.0
2024-12-29,51.0
2024-12-30,50.0
2024-12-31,51.0
2025-01-01,61.0
2025-01-02,46.0
2025-01-03,51.0
2025-01-04,62.0
2025-01-05,51.0
2025-01-06,45.0
2025-01-07,44.0
2025-01-08,42.0
2025-01-09,43.0
2025-01-10,43.0
2025-01-11,48.0
2025-01-12,47.0
2025-01-13,47.0
2025-01-14,40.0
2025-01-15,40.0
2025-01-16,45.0
2025-01-17,44.0
2025-01-18,50.0
2025-01-19,48.0
2025-01-20,47.0
2025-01-21,41.0
2025-01-22,40.0
2025-01-23,39.0
2025-01-24,41.0
2025-01-25,46.0
2025-01-26,46.0
2025-01-27,39.0
2025-01-28,41.0
2025-01-29,39.0
2025-01-30,37.0
2025-01-31,41.0
2025-02-01,53.0
2025-02-02,48.0
2025-02-03,42.0
2025-02-04,39.0
2025-02-05,40.0
2025-02-06,40.0
2025-02-07,39.0
2025-02-08,51.0
2025-02-09,41.0
2025-02-10,36.0
2025-02-11,38.0
2025-02-12,37.0
2025-02-13,37.0
2025-02-14,39.0
2025-02-15,48.0
2025-02-16,50.0
2025-02-17,48.0
2025-02-18,43.0
2025-02-19,39.0
2025-02-20,40.0
2025-02-21,41.0
2025-02-22,48.0
2025-02-23,49.0
2025-02-24,42.0
2025-02-25,42.0
2025-02-26,41.0
2025-02-27,43.0
2025-02-28,45.0
2025-03-01,60.0
2025-03-02,55.0
2025-03-03,45.0
2025-03-04,46.0
2025-03-05,41.0
2025-03-06,44.0
2025-03-07,46.0
2025-03-08,56.0
2025-03-09,53.0
2025-03-10,45.0
2025-03-11,47.0
2025-03-12,46.0
2025-03-13,44.0
2025-03-14,46.0
2025-03-15,55.0
2025-03-16,56.0
2025-03-17,45.0
2025-03-18,49.0
2025-03-19,46.0
2025-03-20,45.0
2025-03-21,45.0
2025-03-22,58.0
2025-03-23,61.0
2025-03-24,46.0
2025-03-25,48.0
2025-03-26,49.0
2025-03-27,47.0
2025-03-28,49.0
2025-03-29,58.0
2025-03-30,59.0
2025-03-31,50.0
2025-04-01,48.0
2025-04-02,52.0
2025-04-03,52.0
2025-04-04,53.0
2025-04-05,67.0
2025-04-06,62.0
2025-04-07,50.0
2025-04-08,48.0
2025-04-09,49.0
2025-04-10,50.0
2025-04-11,54.0
2025-04-12,62.0
2025-04-13,62.0
2025-04-14,53.0
2025-04-15,55.5
2025-04-16,56.0
2025-04-17,57.0
2025-04-18,62.5
2025-04-19,69.0
2025-04-20,83.5
2025-04-21,55.5
2025-04-22,56.0
2025-04-23,56.5
2025-04-24,53.5
2025-04-25,53.0
2025-04-26,65.5
2025-04-27,72.0
2025-04-28,57.5
2025-04-29,53.5
2025-04-30,55.0
2025-05-01,57.0
2025-05-02,58.5
2025-05-03,75.0
2025-05-04,75.0
2025-05-05,56.5
2025-05-06,52.0
2025-05-07,53.0
2025-05-08,56.5
2025-05-09,58.5
2025-05-10,74.0
2025-05-11,71.5
2025-05-12,55.5
2025-05-13,55.0
2025-05-14,54.0
2025-05-15,55.0
2025-05-16,58.0
2025-05-17,73.0
2025-05-18,75.0
2025-05-19,62.0
2025-05-20,62.0
2025-05-21,59.0
2025-05-22,59.0
2025-05-23,62.0
2025-05-24,76.0
2025-05-25,80.0
2025-05-26,93.0
2025-05-27,61.0
2025-05-28,59.0
2025-05-29,57.0
2025-05-30,63.0
2025-05-31,75.0
2025-06-01,77.0
2025-06-02,64.0
2025-06-03,64.0
2025-06-04,59.0
2025-06-05,60.0
2025-06-06,62.0
2025-06-07,73.0
2025-06-08,75.0
2025-06-09,60.0
2025-06-10,61.0
2025-06-11,61.0
2025-06-12,60.0
2025-06-13,61.0
2025-06-14,66.0
2025-06-15,64.0
2025-06-16,60.0
2025-06-17,59.0
2025-06-18,57.0
2025-06-19,63.0
2025-06-20,63.0
2025-06-21,70.0
2025-06-22,66.0
2025-06-23,62.0
2025-06-24,64.0
