Time,dodgers
2022-09-04,76.9
2022-09-05,72.0
2022-09-06,56.8
2022-09-07,67.1
2022-09-08,32.8
2022-09-09,27.9
2022-09-10,72.0
2022-09-11,75.9
2022-09-12,32.3
2022-09-13,43.099999999999994
2022-09-14,57.8
2022-09-15,49.0
2022-09-16,25.0
2022-09-17,71.5
2022-09-18,63.2
2022-09-19,53.4
2022-09-20,71.0
2022-09-21,53.4
2022-09-22,47.0
2022-09-23,56.8
2022-09-24,80.8
2022-09-25,72.0
2022-09-26,25.0
2022-09-27,24.5
2022-09-28,52.8
2022-09-29,57.599999999999994
2022-09-30,52.8
2022-10-01,62.4
2022-10-02,72.0
2022-10-03,28.799999999999997
2022-10-04,43.199999999999996
2022-10-05,62.4
2022-10-06,28.799999999999997
2022-10-07,24.0
2022-10-08,24.0
2022-10-09,24.0
2022-10-10,48.0
2022-10-11,62.4
2022-10-12,201.6
2022-10-13,201.6
2022-10-14,72.0
2022-10-15,292.8
2022-10-16,480.0
2022-10-17,38.4
2022-10-18,19.2
2022-10-19,19.2
2022-10-20,14.399999999999999
2022-10-21,9.6
2022-10-22,14.399999999999999
2022-10-23,14.399999999999999
2022-10-24,9.6
2022-10-25,9.6
2022-10-26,9.6
2022-10-27,9.6
2022-10-28,9.6
2022-10-29,9.6
2022-10-30,9.6
2022-10-31,4.8
2022-11-01,4.8
2022-11-02,9.6
2022-11-03,9.6
2022-11-04,9.6
2022-11-05,4.8
2022-11-06,9.6
2022-11-07,9.6
2022-11-08,4.8
2022-11-09,4.8
2022-11-10,4.8
2022-11-11,9.6
2022-11-12,9.6
2022-11-13,9.6
2022-11-14,4.8
2022-11-15,9.6
2022-11-16,9.6
2022-11-17,9.6
2022-11-18,9.6
2022-11-19,9.6
2022-11-20,9.6
2022-11-21,9.6
2022-11-22,9.6
2022-11-23,9.6
2022-11-24,9.6
2022-11-25,9.6
2022-11-26,9.6
2022-11-27,9.6
2022-11-28,9.6
2022-11-29,9.6
2022-11-30,9.6
2022-12-01,9.6
2022-12-02,9.6
2022-12-03,9.6
2022-12-04,9.6
2022-12-05,9.6
2022-12-06,14.399999999999999
2022-12-07,19.2
2022-12-08,14.399999999999999
2022-12-09,9.6
2022-12-10,9.6
2022-12-11,9.6
2022-12-12,9.6
2022-12-13,9.6
2022-12-14,14.399999999999999
2022-12-15,14.399999999999999
2022-12-16,9.6
2022-12-17,9.6
2022-12-18,14.399999999999999
2022-12-19,14.399999999999999
2022-12-20,9.6
2022-12-21,9.6
2022-12-22,9.6
2022-12-23,9.6
2022-12-24,9.6
2022-12-25,9.6
2022-12-26,9.6
2022-12-27,9.6
2022-12-28,9.6
2022-12-29,9.6
2022-12-30,9.6
2022-12-31,9.6
2023-01-01,9.6
2023-01-02,9.6
2023-01-03,9.6
2023-01-04,9.6
2023-01-05,9.6
2023-01-06,9.6
2023-01-07,19.2
2023-01-08,9.6
2023-01-09,4.8
2023-01-10,9.6
2023-01-11,9.6
2023-01-12,9.6
2023-01-13,9.6
2023-01-14,9.6
2023-01-15,9.6
2023-01-16,9.6
2023-01-17,4.8
2023-01-18,4.8
2023-01-19,4.8
2023-01-20,4.8
2023-01-21,4.8
2023-01-22,4.8
2023-01-23,4.8
2023-01-24,9.6
2023-01-25,4.8
2023-01-26,4.8
2023-01-27,4.8
2023-01-28,4.8
2023-01-29,4.8
2023-01-30,4.8
2023-01-31,4.8
2023-02-01,9.6
2023-02-02,9.6
2023-02-03,9.6
2023-02-04,9.6
2023-02-05,9.6
2023-02-06,9.6
2023-02-07,9.6
2023-02-08,4.8
2023-02-09,4.8
2023-02-10,4.8
2023-02-11,9.6
2023-02-12,9.6
2023-02-13,9.6
2023-02-14,9.6
2023-02-15,9.6
2023-02-16,9.6
2023-02-17,9.6
2023-02-18,9.6
2023-02-19,9.6
2023-02-20,9.6
2023-02-21,9.6
2023-02-22,9.6
2023-02-23,9.6
2023-02-24,9.6
2023-02-25,14.399999999999999
2023-02-26,14.399999999999999
2023-02-27,14.399999999999999
2023-02-28,19.2
2023-03-01,14.399999999999999
2023-03-02,14.399999999999999
2023-03-03,14.399999999999999
2023-03-04,14.399999999999999
2023-03-05,14.399999999999999
2023-03-06,9.6
2023-03-07,9.6
2023-03-08,9.6
2023-03-09,14.399999999999999
2023-03-10,9.6
2023-03-11,14.399999999999999
2023-03-12,14.399999999999999
2023-03-13,9.6
2023-03-14,9.6
2023-03-15,9.6
2023-03-16,14.399999999999999
2023-03-17,14.399999999999999
2023-03-18,14.399999999999999
2023-03-19,14.399999999999999
2023-03-20,14.399999999999999
2023-03-21,14.399999999999999
2023-03-22,14.399999999999999
2023-03-23,14.399999999999999
2023-03-24,14.399999999999999
2023-03-25,14.399999999999999
2023-03-26,19.2
2023-03-27,24.0
2023-03-28,24.0
2023-03-29,24.0
2023-03-30,43.199999999999996
2023-03-31,96.0
2023-04-01,67.2
2023-04-02,81.6
2023-04-03,28.799999999999997
2023-04-04,48.0
2023-04-05,43.199999999999996
2023-04-06,24.0
2023-04-07,48.0
2023-04-08,57.599999999999994
2023-04-09,62.4
2023-04-10,28.799999999999997
2023-04-11,48.0
2023-04-12,48.0
2023-04-13,48.0
2023-04-14,28.799999999999997
2023-04-15,57.599999999999994
2023-04-16,81.6
2023-04-17,28.799999999999997
2023-04-18,48.0
2023-04-19,62.4
2023-04-20,28.799999999999997
2023-04-21,62.4
2023-04-22,48.0
2023-04-23,43.199999999999996
2023-04-24,24.0
2023-04-25,24.0
2023-04-26,38.72773826458037
2023-04-27,39.70412517780939
2023-04-28,23.716642958748224
2023-04-29,57.11522048364154
2023-04-30,62.44438122332859
2023-05-01,24.693029871977238
2023-05-02,38.72773826458037
2023-05-03,57.11522048364154
2023-05-04,24.693029871977238
2023-05-05,22.740256045519203
2023-05-06,52.7624466571835
2023-05-07,63.42076813655761
2023-05-08,52.7624466571835
2023-05-09,32.4221906116643
2023-05-10,43.0805120910384
2023-05-11,23.716642958748224
2023-05-12,23.716642958748224
2023-05-13,61.46799431009957
2023-05-14,68.74992887624467
2023-05-15,29.045803698435275
2023-05-16,59.06799431009957
2023-05-17,62.44438122332859
2023-05-18,30.022190611664293
2023-05-19,49.386059743954476
2023-05-20,57.11522048364154
2023-05-21,66.79715504978662
2023-05-22,28.069416785206258
2023-05-23,53.73883357041252
2023-05-24,49.386059743954476
2023-05-25,47.43328591749645
2023-05-26,37.1027027027027
2023-05-27,54.67766714082504
2023-05-28,62.488762446657184
2023-05-29,33.19715504978663
2023-05-30,44.91379800853485
2023-05-31,60.53598862019915
2023-06-01,31.244381223328592
2023-06-02,33.19715504978663
2023-06-03,82.01650071123755
2023-06-04,82.01650071123755
2023-06-05,50.77211948790896
2023-06-06,27.33883357041252
2023-06-07,39.05547652916074
2023-06-08,48.819345661450924
2023-06-09,29.291607396870553
2023-06-10,52.724893314367
2023-06-11,46.86657183499289
2023-06-12,21.480512091038406
2023-06-13,23.433285917496445
2023-06-14,42.96102418207681
2023-06-15,52.724893314367
2023-06-16,62.488762446657184
2023-06-17,121.0719772403983
2023-06-18,95.6859174964438
2023-06-19,37.1027027027027
2023-06-20,29.291607396870553
2023-06-21,50.77211948790896
2023-06-22,44.91379800853485
2023-06-23,27.33883357041252
2023-06-24,60.53598862019915
2023-06-25,76.15817923186344
2023-06-26,50.77211948790896
2023-06-27,23.433285917496445
2023-06-28,37.1027027027027
2023-06-29,41.00825035561878
2023-06-30,58.58321479374111
2023-07-01,56.63044096728307
2023-07-02,66.39431009957326
2023-07-03,25.38605974395448
2023-07-04,52.724893314367
2023-07-05,48.819345661450924
2023-07-06,48.819345661450924
2023-07-07,44.91379800853485
2023-07-08,56.63044096728307
2023-07-09,58.58321479374111
2023-07-10,23.433285917496445
2023-07-11,23.433285917496445
2023-07-12,19.52773826458037
2023-07-13,19.52773826458037
2023-07-14,29.291607396870553
2023-07-15,52.724893314367
2023-07-16,68.34708392603129
2023-07-17,35.149928876244665
2023-07-18,37.1027027027027
2023-07-19,52.724893314367
2023-07-20,25.38605974395448
2023-07-21,27.33883357041252
2023-07-22,62.488762446657184
2023-07-23,56.63044096728307
2023-07-24,27.33883357041252
2023-07-25,56.63044096728307
2023-07-26,74.2054054054054
2023-07-27,37.1027027027027
2023-07-28,39.05547652916074
2023-07-29,66.39431009957326
2023-07-30,82.01650071123755
2023-07-31,29.291607396870553
2023-08-01,46.86657183499289
2023-08-02,50.77211948790896
2023-08-03,50.77211948790896
2023-08-04,52.724893314367
2023-08-05,62.488762446657184
2023-08-06,70.29985775248933
2023-08-07,66.39431009957326
2023-08-08,31.244381223328592
2023-08-09,48.819345661450924
2023-08-10,46.86657183499289
2023-08-11,48.819345661450924
2023-08-12,54.67766714082504
2023-08-13,74.2054054054054
2023-08-14,27.33883357041252
2023-08-15,27.33883357041252
2023-08-16,44.91379800853485
2023-08-17,46.86657183499289
2023-08-18,50.77211948790896
2023-08-19,72.25263157894737
2023-08-20,56.63044096728307
2023-08-21,27.33883357041252
2023-08-22,27.33883357041252
2023-08-23,37.1027027027027
2023-08-24,70.29985775248933
2023-08-25,35.149928876244665
2023-08-26,68.34708392603129
2023-08-27,48.819345661450924
2023-08-28,25.38605974395448
2023-08-29,46.86657183499289
2023-08-30,44.91379800853485
2023-08-31,52.724893314367
2023-09-01,62.488762446657184
2023-09-02,64.44153627311522
2023-09-03,78.11095305832148
2023-09-04,35.149928876244665
2023-09-05,29.291607396870553
2023-09-06,31.244381223328592
2023-09-07,31.244381223328592
2023-09-08,35.149928876244665
2023-09-09,68.34708392603129
2023-09-10,56.63044096728307
2023-09-11,23.433285917496445
2023-09-12,41.00825035561878
2023-09-13,46.86657183499289
2023-09-14,42.96102418207681
2023-09-15,25.38605974395448
2023-09-16,48.819345661450924
2023-09-17,70.29985775248933
2023-09-18,27.33883357041252
2023-09-19,39.05547652916074
2023-09-20,44.91379800853485
2023-09-21,46.86657183499289
2023-09-22,42.96102418207681
2023-09-23,58.58321479374111
2023-09-24,56.63044096728307
2023-09-25,39.05547652916074
2023-09-26,31.244381223328592
2023-09-27,35.149928876244665
2023-09-28,35.149928876244665
2023-09-29,29.291607396870553
2023-09-30,41.00825035561878
2023-10-01,48.819345661450924
2023-10-02,21.480512091038406
2023-10-03,19.52773826458037
2023-10-04,21.480512091038406
2023-10-05,29.291607396870553
2023-10-06,21.480512091038406
2023-10-07,42.96102418207681
2023-10-08,181.60796586059743
2023-10-09,56.63044096728307
2023-10-10,158.17467994310098
2023-10-11,58.58321479374111
2023-10-12,195.2773826458037
2023-10-13,21.480512091038406
2023-10-14,13.66941678520626
2023-10-15,11.716642958748222
2023-10-16,9.763869132290186
2023-10-17,9.763869132290186
2023-10-18,9.763869132290186
2023-10-19,7.811095305832148
2023-10-20,7.811095305832148
2023-10-21,7.811095305832148
2023-10-22,7.811095305832148
2023-10-23,7.811095305832148
2023-10-24,7.811095305832148
2023-10-25,7.811095305832148
2023-10-26,5.858321479374111
2023-10-27,5.858321479374111
2023-10-28,7.811095305832148
2023-10-29,7.811095305832148
2023-10-30,5.858321479374111
2023-10-31,5.858321479374111
2023-11-01,5.858321479374111
2023-11-02,11.716642958748222
2023-11-03,7.811095305832148
2023-11-04,7.811095305832148
2023-11-05,5.858321479374111
2023-11-06,7.811095305832148
2023-11-07,5.858321479374111
2023-11-08,5.858321479374111
2023-11-09,7.811095305832148
2023-11-10,7.811095305832148
2023-11-11,7.811095305832148
2023-11-12,7.811095305832148
2023-11-13,5.858321479374111
2023-11-14,7.811095305832148
2023-11-15,7.811095305832148
2023-11-16,5.858321479374111
2023-11-17,7.811095305832148
2023-11-18,7.811095305832148
2023-11-19,7.811095305832148
2023-11-20,7.811095305832148
2023-11-21,7.811095305832148
2023-11-22,7.811095305832148
2023-11-23,7.811095305832148
2023-11-24,7.811095305832148
2023-11-25,7.811095305832148
2023-11-26,7.811095305832148
2023-11-27,7.811095305832148
2023-11-28,9.763869132290186
2023-11-29,7.811095305832148
2023-11-30,9.763869132290186
2023-12-01,7.811095305832148
2023-12-02,9.763869132290186
2023-12-03,9.763869132290186
2023-12-04,9.763869132290186
2023-12-05,11.716642958748222
2023-12-06,11.716642958748222
2023-12-07,13.66941678520626
2023-12-08,17.574964438122333
2023-12-09,64.44153627311522
2023-12-10,54.67766714082504
2023-12-11,29.291607396870553
2023-12-12,27.33883357041252
2023-12-13,25.38605974395448
2023-12-14,25.38605974395448
2023-12-15,31.244381223328592
2023-12-16,21.480512091038406
2023-12-17,17.574964438122333
2023-12-18,15.622190611664296
2023-12-19,15.622190611664296
2023-12-20,13.66941678520626
2023-12-21,13.66941678520626
2023-12-22,62.488762446657184
2023-12-23,26.687908961593173
2023-12-24,23.433285917496445
2023-12-25,21.155049786628734
2023-12-26,15.622190611664296
2023-12-27,15.622190611664296
2023-12-28,13.994879089615932
2023-12-29,13.343954480796587
2023-12-30,11.716642958748222
2023-12-31,11.065718349928876
2024-01-01,10.089331436699858
2024-01-02,10.089331436699858
2024-01-03,11.065718349928876
2024-01-04,10.089331436699858
2024-01-05,10.089331436699858
2024-01-06,11.065718349928876
2024-01-07,11.065718349928876
2024-01-08,14.97126600284495
2024-01-09,11.716642958748222
2024-01-10,11.065718349928876
2024-01-11,13.343954480796587
2024-01-12,11.716642958748222
2024-01-13,10.089331436699858
2024-01-14,10.089331436699858
2024-01-15,9.438406827880513
2024-01-16,9.438406827880513
2024-01-17,10.089331436699858
2024-01-18,10.089331436699858
2024-01-19,10.089331436699858
2024-01-20,9.438406827880513
2024-01-21,9.112944523470839
2024-01-22,7.811095305832148
2024-01-23,10.41479374110953
2024-01-24,9.112944523470839
2024-01-25,9.112944523470839
2024-01-26,9.112944523470839
2024-01-27,9.112944523470839
2024-01-28,9.112944523470839
2024-01-29,9.112944523470839
2024-01-30,10.41479374110953
2024-01-31,11.716642958748222
2024-02-01,11.716642958748222
2024-02-02,11.716642958748222
2024-02-03,13.018492176386914
2024-02-04,11.716642958748222
2024-02-05,10.41479374110953
2024-02-06,10.41479374110953
2024-02-07,10.41479374110953
2024-02-08,9.112944523470839
2024-02-09,10.41479374110953
2024-02-10,10.41479374110953
2024-02-11,9.112944523470839
2024-02-12,10.41479374110953
2024-02-13,10.41479374110953
2024-02-14,11.716642958748222
2024-02-15,10.41479374110953
2024-02-16,10.41479374110953
2024-02-17,10.41479374110953
2024-02-18,11.716642958748222
2024-02-19,10.41479374110953
2024-02-20,11.716642958748222
2024-02-21,13.018492176386914
2024-02-22,28.64068278805121
2024-02-23,28.64068278805121
2024-02-24,26.03698435277383
2024-02-25,22.13143669985775
2024-02-26,19.52773826458037
2024-02-27,23.433285917496445
2024-02-28,22.13143669985775
2024-02-29,18.225889046941678
2024-03-01,19.52773826458037
2024-03-02,26.03698435277383
2024-03-03,20.82958748221906
2024-03-04,15.622190611664296
2024-03-05,14.320341394025604
2024-03-06,20.82958748221906
2024-03-07,15.622190611664296
2024-03-08,18.225889046941678
2024-03-09,23.433285917496445
2024-03-10,20.82958748221906
2024-03-11,16.924039829302988
2024-03-12,16.924039829302988
2024-03-13,16.924039829302988
2024-03-14,16.924039829302988
2024-03-15,15.622190611664296
2024-03-16,16.924039829302988
2024-03-17,27.33883357041252
2024-03-18,23.433285917496445
2024-03-19,23.433285917496445
2024-03-20,76.8091038406828
2024-03-21,75.50725462304409
2024-03-22,24.735135135135135
2024-03-23,22.13143669985775
2024-03-24,27.33883357041252
2024-03-25,26.03698435277383
2024-03-26,27.33883357041252
2024-03-27,32.546230440967285
2024-03-28,84.62019914651493
2024-03-29,54.67766714082504
2024-03-30,93.73314366998578
2024-03-31,117.16642958748221
2024-04-01,68.99800853485064
2024-04-02,68.99800853485064
2024-04-03,68.99800853485064
2024-04-04,67.69615931721195
2024-04-05,61.186913229018494
2024-04-06,62.488762446657184
2024-04-07,74.2054054054054
2024-04-08,36.451778093883355
2024-04-09,48.16842105263158
2024-04-10,63.790611664295874
2024-04-11,27.33883357041252
2024-04-12,27.33883357041252
2024-04-13,79.41280227596017
2024-04-14,130.18492176386914
2024-04-15,66.39431009957326
2024-04-16,58.58321479374111
2024-04-17,68.99800853485064
2024-04-18,28.64068278805121
2024-04-19,27.33883357041252
2024-04-20,84.62019914651493
2024-04-21,58.58321479374111
2024-04-22,24.735135135135135
2024-04-23,29.942532005689902
2024-04-24,44.2628733997155
2024-04-25,53.37581792318635
2024-04-26,29.942532005689902
2024-04-27,58.58321479374111
2024-04-28,46.86657183499289
2024-04-29,26.03698435277383
2024-04-30,42.96102418207681
2024-05-01,65.09246088193457
2024-05-02,42.96102418207681
2024-05-03,26.03698435277383
2024-05-04,62.488762446657184
2024-05-05,87.22389758179231
2024-05-06,29.942532005689902
2024-05-07,53.37581792318635
2024-05-08,63.790611664295874
2024-05-09,27.33883357041252
2024-05-10,27.33883357041252
2024-05-11,59.885064011379804
2024-05-12,83.31834992887624
2024-05-13,29.942532005689902
2024-05-14,52.07396870554766
2024-05-15,50.77211948790896
2024-05-16,46.86657183499289
2024-05-17,52.07396870554766
2024-05-18,62.488762446657184
2024-05-19,78.11095305832148
2024-05-20,31.244381223328592
2024-05-21,54.67766714082504
2024-05-22,49.47027027027027
2024-05-23,48.16842105263158
2024-05-24,28.64068278805121
2024-05-25,52.07396870554766
2024-05-26,67.69615931721195
2024-05-27,36.451778093883355
2024-05-28,46.86657183499289
2024-05-29,55.97951635846373
2024-05-30,28.64068278805121
2024-05-31,27.33883357041252
2024-06-01,53.37581792318635
2024-06-02,74.2054054054054
2024-06-03,28.64068278805121
2024-06-04,28.64068278805121
2024-06-05,39.05547652916074
2024-06-06,44.2628733997155
2024-06-07,53.37581792318635
2024-06-08,88.525746799431
2024-06-09,105.449786628734
2024-06-10,61.186913229018494
2024-06-11,29.942532005689902
2024-06-12,62.488762446657184
2024-06-13,58.58321479374111
2024-06-14,53.37581792318635
2024-06-15,59.885064011379804
2024-06-16,80.71465149359886
2024-06-17,37.753627311522045
2024-06-18,46.86657183499289
2024-06-19,57.28136557610242
2024-06-20,59.885064011379804
2024-06-21,32.546230440967285
2024-06-22,67.69615931721195
2024-06-23,65.09246088193457
2024-06-24,29.942532005689902
2024-06-25,48.16842105263158
2024-06-26,44.2628733997155
2024-06-27,42.96102418207681
2024-06-28,28.64068278805121
2024-06-29,65.09246088193457
2024-06-30,89.8275960170697
2024-07-01,28.64068278805121
2024-07-02,27.33883357041252
2024-07-03,55.97951635846373
2024-07-04,70.29985775248933
2024-07-05,58.58321479374111
2024-07-06,75.50725462304409
2024-07-07,79.41280227596017
2024-07-08,27.33883357041252
2024-07-09,33.848079658605975
2024-07-10,48.16842105263158
2024-07-11,50.77211948790896
2024-07-12,46.86657183499289
2024-07-13,65.09246088193457
2024-07-14,41.65917496443812
2024-07-15,23.433285917496445
2024-07-16,23.433285917496445
2024-07-17,19.52773826458037
2024-07-18,20.82958748221906
2024-07-19,26.03698435277383
2024-07-20,68.99800853485064
2024-07-21,83.31834992887624
2024-07-22,58.58321479374111
2024-07-23,55.97951635846373
2024-07-24,58.58321479374111
2024-07-25,87.22389758179231
2024-07-26,45.5647226173542
2024-07-27,68.99800853485064
2024-07-28,84.62019914651493
2024-07-29,37.753627311522045
2024-07-30,44.2628733997155
2024-07-31,61.186913229018494
2024-08-01,50.77211948790896
2024-08-02,28.64068278805121
2024-08-03,53.37581792318635
2024-08-04,71.60170697012802
2024-08-05,31.244381223328592
2024-08-06,54.67766714082504
2024-08-07,55.97951635846373
2024-08-08,54.67766714082504
2024-08-09,28.64068278805121
2024-08-10,55.97951635846373
2024-08-11,84.62019914651493
2024-08-12,29.942532005689902
2024-08-13,46.86657183499289
2024-08-14,49.47027027027027
2024-08-15,66.39431009957326
2024-08-16,29.942532005689902
2024-08-17,62.488762446657184
2024-08-18,71.60170697012802
2024-08-19,28.64068278805121
2024-08-20,55.97951635846373
2024-08-21,67.69615931721195
2024-08-22,57.28136557610242
2024-08-23,29.291607396870557
2024-08-24,72.25263157894737
2024-08-25,96.98776671408251
2024-08-26,28.64068278805121
2024-08-27,28.64068278805121
2024-08-28,55.97951635846373
2024-08-29,68.3470839260313
2024-08-30,59.23413940256046
2024-08-31,72.25263157894737
2024-09-01,111.30810810810812
2024-09-02,59.885064011379804
2024-09-03,39.70640113798009
2024-09-04,58.583214793741114
2024-09-05,55.97951635846373
2024-09-06,29.291607396870557
2024-09-07,58.583214793741114
2024-09-08,72.25263157894737
2024-09-09,29.942532005689902
2024-09-10,55.32859174964439
2024-09-11,59.23413940256046
2024-09-12,68.3470839260313
2024-09-13,31.244381223328595
2024-09-14,67.69615931721195
2024-09-15,69.64893314366999
2024-09-16,57.28136557610242
2024-09-17,57.281365576102424
2024-09-18,57.281365576102424
2024-09-19,85.92204836415364
2024-09-20,71.60170697012803
2024-09-21,85.92204836415364
2024-09-22,114.56273115220485
2024-09-23,42.96102418207682
2024-09-24,42.96102418207682
2024-09-25,100.24238975817924
2024-09-26,100.24238975817924
2024-09-27,114.56273115220485
2024-09-28,85.92204836415364
2024-09-29,100.24238975817924
2024-09-30,28.640682788051212
2024-10-01,28.640682788051212
2024-10-02,28.640682788051212
2024-10-03,42.96102418207682
2024-10-04,42.96102418207682
2024-10-05,85.92204836415364
2024-10-06,358.00853485064016
2024-10-07,229.1254623044097
2024-10-08,85.92204836415364
2024-10-09,329.36785206258895
2024-10-10,386.64921763869137
2024-10-11,171.84409672830728
2024-10-12,544.1729729729731
2024-10-13,143.20341394025607
2024-10-14,544.1729729729731
2024-10-15,157.52375533428167
2024-10-16,143.20341394025607
2024-10-17,400.969559032717
2024-10-18,615.7746799431011
2024-10-19,315.04751066856335
2024-10-20,315.04751066856335
2024-10-21,615.7746799431011
2024-10-22,100.24238975817924
2024-10-23,85.92204836415364
2024-10-24,71.60170697012803
2024-10-25,186.16443812233288
2024-10-26,1002.4238975817924
2024-10-27,859.2204836415364
2024-10-28,214.8051209103841
2024-10-29,844.9001422475108
2024-10-30,1074.0256045519204
2024-10-31,1432.0341394025606
2024-11-01,171.84409672830728
2024-11-02,85.92204836415364
2024-11-03,57.281365576102424
2024-11-04,42.96102418207682
2024-11-05,28.640682788051212
2024-11-06,14.320341394025606
2024-11-07,28.640682788051212
2024-11-08,28.640682788051212
2024-11-09,28.640682788051212
2024-11-10,28.640682788051212
2024-11-11,14.320341394025606
2024-11-12,14.320341394025606
2024-11-13,14.320341394025606
