Time,lady_gaga
2022-09-11,42.9375
2022-09-12,23.8125
2022-09-13,27.0
2022-09-14,27.5
2022-09-15,20.625
2022-09-16,22.8125
2022-09-17,33.875
2022-09-18,53.5
2022-09-19,29.6875
2022-09-20,23.8125
2022-09-21,17.4375
2022-09-22,16.4375
2022-09-23,16.9375
2022-09-24,20.625
2022-09-25,20.625
2022-09-26,14.25
2022-09-27,13.75
2022-09-28,13.5
2022-09-29,16.875
2022-09-30,16.875
2022-10-01,20.25
2022-10-02,16.875
2022-10-03,13.5
2022-10-04,13.5
2022-10-05,13.5
2022-10-06,16.875
2022-10-07,16.875
2022-10-08,20.25
2022-10-09,23.625
2022-10-10,16.875
2022-10-11,16.875
2022-10-12,13.5
2022-10-13,16.875
2022-10-14,16.875
2022-10-15,20.25
2022-10-16,20.25
2022-10-17,13.5
2022-10-18,16.875
2022-10-19,16.875
2022-10-20,16.875
2022-10-21,20.25
2022-10-22,23.625
2022-10-23,20.25
2022-10-24,16.875
2022-10-25,16.875
2022-10-26,16.875
2022-10-27,16.875
2022-10-28,16.875
2022-10-29,20.25
2022-10-30,20.25
2022-10-31,16.875
2022-11-01,16.875
2022-11-02,16.875
2022-11-03,16.875
2022-11-04,13.5
2022-11-05,16.875
2022-11-06,16.875
2022-11-07,16.875
2022-11-08,13.5
2022-11-09,13.5
2022-11-10,13.5
2022-11-11,16.875
2022-11-12,16.875
2022-11-13,20.25
2022-11-14,13.5
2022-11-15,16.875
2022-11-16,16.875
2022-11-17,16.875
2022-11-18,13.5
2022-11-19,16.875
2022-11-20,20.25
2022-11-21,16.875
2022-11-22,16.875
2022-11-23,16.875
2022-11-24,20.25
2022-11-25,20.25
2022-11-26,16.875
2022-11-27,20.25
2022-11-28,16.875
2022-11-29,13.5
2022-11-30,13.5
2022-12-01,16.875
2022-12-02,16.875
2022-12-03,20.25
2022-12-04,20.25
2022-12-05,20.25
2022-12-06,27.0
2022-12-07,23.625
2022-12-08,20.25
2022-12-09,23.625
2022-12-10,30.375
2022-12-11,33.75
2022-12-12,23.625
2022-12-13,20.25
2022-12-14,20.25
2022-12-15,20.25
2022-12-16,20.25
2022-12-17,27.0
2022-12-18,27.0
2022-12-19,20.25
2022-12-20,20.25
2022-12-21,23.625
2022-12-22,23.625
2022-12-23,27.0
2022-12-24,27.0
2022-12-25,43.875
2022-12-26,27.0
2022-12-27,23.625
2022-12-28,23.625
2022-12-29,27.0
2022-12-30,23.625
2022-12-31,27.0
2023-01-01,30.375
2023-01-02,20.25
2023-01-03,20.25
2023-01-04,16.875
2023-01-05,16.875
2023-01-06,20.25
2023-01-07,23.625
2023-01-08,23.625
2023-01-09,20.25
2023-01-10,23.625
2023-01-11,23.625
2023-01-12,20.25
2023-01-13,20.25
2023-01-14,23.625
2023-01-15,23.625
2023-01-16,23.625
2023-01-17,20.25
2023-01-18,16.875
2023-01-19,16.875
2023-01-20,20.25
2023-01-21,27.0
2023-01-22,27.0
2023-01-23,23.625
2023-01-24,23.625
2023-01-25,20.25
2023-01-26,20.25
2023-01-27,20.25
2023-01-28,33.75
2023-01-29,23.625
2023-01-30,16.875
2023-01-31,16.875
2023-02-01,16.875
2023-02-02,16.875
2023-02-03,20.25
2023-02-04,27.0
2023-02-05,27.0
2023-02-06,23.625
2023-02-07,16.875
2023-02-08,20.25
2023-02-09,20.25
2023-02-10,27.0
2023-02-11,33.75
2023-02-12,30.375
2023-02-13,47.25
2023-02-14,27.0
2023-02-15,50.625
2023-02-16,50.625
2023-02-17,37.125
2023-02-18,30.375
2023-02-19,27.0
2023-02-20,23.625
2023-02-21,20.25
2023-02-22,16.875
2023-02-23,16.875
2023-02-24,20.25
2023-02-25,27.0
2023-02-26,27.0
2023-02-27,20.25
2023-02-28,20.25
2023-03-01,16.875
2023-03-02,16.875
2023-03-03,20.25
2023-03-04,20.25
2023-03-05,20.25
2023-03-06,16.875
2023-03-07,16.875
2023-03-08,16.875
2023-03-09,20.25
2023-03-10,20.25
2023-03-11,23.625
2023-03-12,40.5
2023-03-13,337.5
2023-03-14,87.75
2023-03-15,47.25
2023-03-16,33.75
2023-03-17,30.375
2023-03-18,30.375
2023-03-19,27.0
2023-03-20,20.25
2023-03-21,16.875
2023-03-22,16.875
2023-03-23,20.25
2023-03-24,20.25
2023-03-25,30.375
2023-03-26,50.625
2023-03-27,47.25
2023-03-28,43.875
2023-03-29,27.0
2023-03-30,23.625
2023-03-31,27.0
2023-04-01,27.0
2023-04-02,27.0
2023-04-03,23.625
2023-04-04,23.625
2023-04-05,23.625
2023-04-06,47.25
2023-04-07,43.875
2023-04-08,40.5
2023-04-09,27.0
2023-04-10,20.25
2023-04-11,16.875
2023-04-12,16.875
2023-04-13,16.875
2023-04-14,20.25
2023-04-15,23.625
2023-04-16,23.625
2023-04-17,16.875
2023-04-18,16.875
2023-04-19,16.875
2023-04-20,16.875
2023-04-21,16.875
2023-04-22,20.25
2023-04-23,20.25
2023-04-24,16.875
2023-04-25,16.875
2023-04-26,16.091043307086615
2023-04-27,16.40994094488189
2023-04-28,14.403543307086615
2023-04-29,20.329724409448822
2023-04-30,20.96751968503937
2023-05-01,17.047736220472444
2023-05-02,24.568405511811026
2023-05-03,17.047736220472444
2023-05-04,14.08464566929134
2023-05-05,16.40994094488189
2023-05-06,17.36663385826772
2023-05-07,19.691929133858267
2023-05-08,17.36663385826772
2023-05-09,16.40994094488189
2023-05-10,13.765748031496063
2023-05-11,14.08464566929134
2023-05-12,13.765748031496063
2023-05-13,17.047736220472444
2023-05-14,17.36663385826772
2023-05-15,13.446850393700789
2023-05-16,16.091043307086615
2023-05-17,13.446850393700789
2023-05-18,17.047736220472444
2023-05-19,17.36663385826772
2023-05-20,19.691929133858267
2023-05-21,19.691929133858267
2023-05-22,13.446850393700789
2023-05-23,16.40994094488189
2023-05-24,16.728838582677167
2023-05-25,16.40994094488189
2023-05-26,14.031496062992128
2023-05-27,21.047244094488192
2023-05-28,15.944881889763781
2023-05-29,15.30708661417323
2023-05-30,12.755905511811026
2023-05-31,12.118110236220474
2023-06-01,13.393700787401576
2023-06-02,14.031496062992128
2023-06-03,17.858267716535437
2023-06-04,18.496062992125985
2023-06-05,12.755905511811026
2023-06-06,12.755905511811026
2023-06-07,12.755905511811026
2023-06-08,12.755905511811026
2023-06-09,14.031496062992128
2023-06-10,19.133858267716537
2023-06-11,17.858267716535437
2023-06-12,15.30708661417323
2023-06-13,15.30708661417323
2023-06-14,17.220472440944885
2023-06-15,17.858267716535437
2023-06-16,17.220472440944885
2023-06-17,21.685039370078744
2023-06-18,20.40944881889764
2023-06-19,14.66929133858268
2023-06-20,14.031496062992128
2023-06-21,16.582677165354333
2023-06-22,15.30708661417323
2023-06-23,16.582677165354333
2023-06-24,19.77165354330709
2023-06-25,21.047244094488192
2023-06-26,15.944881889763781
2023-06-27,15.944881889763781
2023-06-28,15.944881889763781
2023-06-29,17.858267716535437
2023-06-30,17.858267716535437
2023-07-01,20.40944881889764
2023-07-02,19.77165354330709
2023-07-03,21.685039370078744
2023-07-04,19.77165354330709
2023-07-05,14.66929133858268
2023-07-06,15.30708661417323
2023-07-07,14.031496062992128
2023-07-08,19.133858267716537
2023-07-09,19.77165354330709
2023-07-10,14.66929133858268
2023-07-11,15.30708661417323
2023-07-12,16.582677165354333
2023-07-13,16.582677165354333
2023-07-14,17.858267716535437
2023-07-15,19.77165354330709
2023-07-16,19.77165354330709
2023-07-17,15.30708661417323
2023-07-18,14.66929133858268
2023-07-19,14.66929133858268
2023-07-20,15.30708661417323
2023-07-21,59.314960629921266
2023-07-22,63.779527559055126
2023-07-23,52.29921259842521
2023-07-24,46.559055118110244
2023-07-25,19.133858267716537
2023-07-26,17.858267716535437
2023-07-27,17.858267716535437
2023-07-28,19.133858267716537
2023-07-29,24.236220472440948
2023-07-30,23.598425196850396
2023-07-31,22.322834645669296
2023-08-01,26.149606299212603
2023-08-02,19.77165354330709
2023-08-03,19.77165354330709
2023-08-04,19.133858267716537
2023-08-05,21.685039370078744
2023-08-06,20.40944881889764
2023-08-07,15.944881889763781
2023-08-08,14.66929133858268
2023-08-09,20.40944881889764
2023-08-10,18.496062992125985
2023-08-11,22.322834645669296
2023-08-12,22.960629921259844
2023-08-13,22.960629921259844
2023-08-14,17.858267716535437
2023-08-15,18.496062992125985
2023-08-16,18.496062992125985
2023-08-17,19.133858267716537
2023-08-18,18.496062992125985
2023-08-19,20.40944881889764
2023-08-20,21.685039370078744
2023-08-21,16.582677165354333
2023-08-22,18.496062992125985
2023-08-23,18.496062992125985
2023-08-24,18.496062992125985
2023-08-25,19.133858267716537
2023-08-26,21.685039370078744
2023-08-27,21.685039370078744
2023-08-28,14.66929133858268
2023-08-29,15.944881889763781
2023-08-30,16.582677165354333
2023-08-31,17.220472440944885
2023-09-01,25.51181102362205
2023-09-02,23.598425196850396
2023-09-03,24.8740157480315
2023-09-04,22.322834645669296
2023-09-05,17.220472440944885
2023-09-06,15.944881889763781
2023-09-07,17.220472440944885
2023-09-08,21.685039370078744
2023-09-09,21.685039370078744
2023-09-10,22.322834645669296
2023-09-11,23.598425196850396
2023-09-12,19.133858267716537
2023-09-13,30.61417322834646
2023-09-14,23.598425196850396
2023-09-15,20.40944881889764
2023-09-16,24.236220472440948
2023-09-17,21.685039370078744
2023-09-18,17.220472440944885
2023-09-19,17.220472440944885
2023-09-20,15.944881889763781
2023-09-21,18.496062992125985
2023-09-22,17.858267716535437
2023-09-23,21.047244094488192
2023-09-24,22.322834645669296
2023-09-25,16.582677165354333
2023-09-26,15.944881889763781
2023-09-27,17.858267716535437
2023-09-28,19.133858267716537
2023-09-29,21.047244094488192
2023-09-30,25.51181102362205
2023-10-01,25.51181102362205
2023-10-02,18.496062992125985
2023-10-03,17.858267716535437
2023-10-04,18.496062992125985
2023-10-05,22.322834645669296
2023-10-06,24.236220472440948
2023-10-07,21.685039370078744
2023-10-08,20.40944881889764
2023-10-09,17.858267716535437
2023-10-10,29.97637795275591
2023-10-11,55.48818897637796
2023-10-12,34.44094488188977
2023-10-13,21.047244094488192
2023-10-14,24.236220472440948
2023-10-15,24.8740157480315
2023-10-16,20.40944881889764
2023-10-17,20.40944881889764
2023-10-18,17.220472440944885
2023-10-19,17.858267716535437
2023-10-20,21.685039370078744
2023-10-21,26.78740157480315
2023-10-22,31.889763779527563
2023-10-23,21.047244094488192
2023-10-24,17.220472440944885
2023-10-25,17.858267716535437
2023-10-26,22.322834645669296
2023-10-27,21.047244094488192
2023-10-28,23.598425196850396
2023-10-29,21.047244094488192
2023-10-30,15.944881889763781
2023-10-31,15.944881889763781
2023-11-01,15.30708661417323
2023-11-02,14.66929133858268
2023-11-03,14.66929133858268
2023-11-04,23.598425196850396
2023-11-05,20.40944881889764
2023-11-06,17.858267716535437
2023-11-07,16.582677165354333
2023-11-08,18.496062992125985
2023-11-09,16.582677165354333
2023-11-10,17.220472440944885
2023-11-11,22.322834645669296
2023-11-12,21.047244094488192
2023-11-13,15.30708661417323
2023-11-14,15.944881889763781
2023-11-15,15.944881889763781
2023-11-16,15.944881889763781
2023-11-17,17.858267716535437
2023-11-18,20.40944881889764
2023-11-19,22.960629921259844
2023-11-20,20.40944881889764
2023-11-21,16.582677165354333
2023-11-22,19.133858267716537
2023-11-23,33.16535433070867
2023-11-24,27.425196850393704
2023-11-25,22.322834645669296
2023-11-26,21.047244094488192
2023-11-27,12.755905511811026
2023-11-28,13.393700787401576
2023-11-29,15.30708661417323
2023-11-30,15.30708661417323
2023-12-01,13.393700787401576
2023-12-02,19.133858267716537
2023-12-03,21.047244094488192
2023-12-04,14.66929133858268
2023-12-05,16.582677165354333
2023-12-06,17.858267716535437
2023-12-07,15.944881889763781
2023-12-08,16.582677165354333
2023-12-09,20.40944881889764
2023-12-10,20.40944881889764
2023-12-11,15.944881889763781
2023-12-12,17.220472440944885
2023-12-13,18.496062992125985
2023-12-14,17.858267716535437
2023-12-15,17.858267716535437
2023-12-16,20.40944881889764
2023-12-17,23.598425196850396
2023-12-18,18.496062992125985
2023-12-19,18.496062992125985
2023-12-20,19.77165354330709
2023-12-21,17.858267716535437
2023-12-22,20.06156048675734
2023-12-23,24.555118110236222
2023-12-24,22.46778811739442
2023-12-25,24.8740157480315
2023-12-26,22.46778811739442
2023-12-27,20.699355762347892
2023-12-28,22.46778811739442
2023-12-29,24.236220472440948
2023-12-30,22.786685755189694
2023-12-31,24.8740157480315
2024-01-01,26.961345740873305
2024-01-02,14.118468146027205
2024-01-03,14.118468146027205
2024-01-04,17.65533285612026
2024-01-05,17.65533285612026
2024-01-06,20.699355762347892
2024-01-07,22.786685755189694
2024-01-08,18.29312813171081
2024-01-09,17.65533285612026
2024-01-10,16.205798138869007
2024-01-11,17.65533285612026
2024-01-12,17.65533285612026
2024-01-13,20.699355762347892
2024-01-14,20.380458124552618
2024-01-15,19.742662848962063
2024-01-16,20.06156048675734
2024-01-17,16.205798138869007
2024-01-18,14.118468146027205
2024-01-19,15.24910522548318
2024-01-20,18.29312813171081
2024-01-21,18.090193271295636
2024-01-22,13.567644953471728
2024-01-23,13.567644953471728
2024-01-24,15.828919112383682
2024-01-25,13.567644953471728
2024-01-26,15.828919112383682
2024-01-27,18.090193271295636
2024-01-28,18.090193271295636
2024-01-29,13.567644953471728
2024-01-30,13.567644953471728
2024-01-31,13.567644953471728
2024-02-01,15.828919112383682
2024-02-02,15.828919112383682
2024-02-03,15.828919112383682
2024-02-04,18.090193271295636
2024-02-05,20.35146743020759
2024-02-06,18.090193271295636
2024-02-07,20.35146743020759
2024-02-08,18.090193271295636
2024-02-09,18.090193271295636
2024-02-10,20.35146743020759
2024-02-11,22.612741589119544
2024-02-12,40.70293486041518
2024-02-13,20.35146743020759
2024-02-14,18.090193271295636
2024-02-15,20.35146743020759
2024-02-16,18.090193271295636
2024-02-17,20.35146743020759
2024-02-18,22.612741589119544
2024-02-19,18.090193271295636
2024-02-20,20.35146743020759
2024-02-21,24.8740157480315
2024-02-22,40.70293486041518
2024-02-23,36.18038654259127
2024-02-24,31.657838224767364
2024-02-25,27.135289906943456
2024-02-26,22.612741589119544
2024-02-27,18.090193271295636
2024-02-28,18.090193271295636
2024-02-29,20.35146743020759
2024-03-01,18.090193271295636
2024-03-02,22.612741589119544
2024-03-03,22.612741589119544
2024-03-04,15.828919112383682
2024-03-05,15.828919112383682
2024-03-06,20.35146743020759
2024-03-07,29.396564065855408
2024-03-08,18.090193271295636
2024-03-09,18.090193271295636
2024-03-10,20.35146743020759
2024-03-11,18.090193271295636
2024-03-12,20.35146743020759
2024-03-13,18.090193271295636
2024-03-14,18.090193271295636
2024-03-15,18.090193271295636
2024-03-16,18.090193271295636
2024-03-17,18.090193271295636
2024-03-18,13.567644953471728
2024-03-19,15.828919112383682
2024-03-20,20.35146743020759
2024-03-21,18.090193271295636
2024-03-22,15.828919112383682
2024-03-23,20.35146743020759
2024-03-24,20.35146743020759
2024-03-25,13.567644953471728
2024-03-26,13.567644953471728
2024-03-27,15.828919112383682
2024-03-28,20.35146743020759
2024-03-29,20.35146743020759
2024-03-30,20.35146743020759
2024-03-31,22.612741589119544
2024-04-01,15.828919112383682
2024-04-02,15.828919112383682
2024-04-03,18.090193271295636
2024-04-04,13.567644953471728
2024-04-05,18.090193271295636
2024-04-06,18.090193271295636
2024-04-07,20.35146743020759
2024-04-08,13.567644953471728
2024-04-09,20.35146743020759
2024-04-10,33.91911238367932
2024-04-11,27.135289906943456
2024-04-12,24.8740157480315
2024-04-13,22.612741589119544
2024-04-14,22.612741589119544
2024-04-15,18.090193271295636
2024-04-16,13.567644953471728
2024-04-17,15.828919112383682
2024-04-18,15.828919112383682
2024-04-19,18.090193271295636
2024-04-20,20.35146743020759
2024-04-21,22.612741589119544
2024-04-22,18.090193271295636
2024-04-23,15.828919112383682
2024-04-24,15.828919112383682
2024-04-25,18.090193271295636
2024-04-26,13.567644953471728
2024-04-27,20.35146743020759
2024-04-28,20.35146743020759
2024-04-29,13.567644953471728
2024-04-30,13.567644953471728
2024-05-01,13.567644953471728
2024-05-02,13.567644953471728
2024-05-03,13.567644953471728
2024-05-04,15.828919112383682
2024-05-05,20.35146743020759
2024-05-06,18.090193271295636
2024-05-07,40.70293486041518
2024-05-08,24.8740157480315
2024-05-09,20.35146743020759
2024-05-10,20.35146743020759
2024-05-11,24.8740157480315
2024-05-12,22.612741589119544
2024-05-13,15.828919112383682
2024-05-14,13.567644953471728
2024-05-15,15.828919112383682
2024-05-16,15.828919112383682
2024-05-17,15.828919112383682
2024-05-18,20.35146743020759
2024-05-19,18.090193271295636
2024-05-20,13.567644953471728
2024-05-21,13.567644953471728
2024-05-22,15.828919112383682
2024-05-23,13.567644953471728
2024-05-24,18.090193271295636
2024-05-25,24.8740157480315
2024-05-26,49.748031496063
2024-05-27,31.657838224767364
2024-05-28,22.612741589119544
2024-05-29,20.35146743020759
2024-05-30,18.090193271295636
2024-05-31,15.828919112383682
2024-06-01,22.612741589119544
2024-06-02,24.8740157480315
2024-06-03,18.090193271295636
2024-06-04,27.135289906943456
2024-06-05,42.964209019327136
2024-06-06,36.18038654259127
2024-06-07,24.8740157480315
2024-06-08,24.8740157480315
2024-06-09,24.8740157480315
2024-06-10,18.090193271295636
2024-06-11,15.828919112383682
2024-06-12,15.828919112383682
2024-06-13,18.090193271295636
2024-06-14,15.828919112383682
2024-06-15,20.35146743020759
2024-06-16,20.35146743020759
2024-06-17,15.828919112383682
2024-06-18,13.567644953471728
2024-06-19,15.828919112383682
2024-06-20,18.090193271295636
2024-06-21,20.35146743020759
2024-06-22,20.35146743020759
2024-06-23,18.090193271295636
2024-06-24,18.090193271295636
2024-06-25,18.090193271295636
2024-06-26,13.567644953471728
2024-06-27,15.828919112383682
2024-06-28,15.828919112383682
2024-06-29,20.35146743020759
2024-06-30,24.8740157480315
2024-07-01,15.828919112383682
2024-07-02,13.567644953471728
2024-07-03,13.567644953471728
2024-07-04,18.090193271295636
2024-07-05,15.828919112383682
2024-07-06,18.090193271295636
2024-07-07,18.090193271295636
2024-07-08,13.567644953471728
2024-07-09,13.567644953471728
2024-07-10,13.567644953471728
2024-07-11,13.567644953471728
2024-07-12,13.567644953471728
2024-07-13,15.828919112383682
2024-07-14,13.567644953471728
2024-07-15,11.306370794559772
2024-07-16,13.567644953471728
2024-07-17,13.567644953471728
2024-07-18,13.567644953471728
2024-07-19,13.567644953471728
2024-07-20,15.828919112383682
2024-07-21,15.828919112383682
2024-07-22,13.567644953471728
2024-07-23,15.828919112383682
2024-07-24,15.828919112383682
2024-07-25,18.090193271295636
2024-07-26,104.0186113099499
2024-07-27,226.12741589119545
2024-07-28,65.57695060844668
2024-07-29,56.531853972798864
2024-07-30,29.396564065855408
2024-07-31,22.612741589119544
2024-08-01,15.828919112383682
2024-08-02,15.828919112383682
2024-08-03,20.35146743020759
2024-08-04,20.35146743020759
2024-08-05,13.567644953471728
2024-08-06,13.567644953471728
2024-08-07,15.828919112383682
2024-08-08,13.567644953471728
2024-08-09,15.828919112383682
2024-08-10,15.828919112383682
2024-08-11,15.828919112383682
2024-08-12,13.567644953471728
2024-08-13,11.306370794559772
2024-08-14,13.567644953471728
2024-08-15,18.090193271295636
2024-08-16,36.18038654259127
2024-08-17,33.91911238367932
2024-08-18,28.265926986399432
2024-08-19,23.743378668575524
2024-08-20,22.612741589119544
2024-08-21,20.35146743020759
2024-08-22,20.35146743020759
2024-08-23,21.482104509663568
2024-08-24,23.743378668575524
2024-08-25,24.8740157480315
2024-08-26,19.220830350751612
2024-08-27,18.090193271295636
2024-08-28,16.95955619183966
2024-08-29,18.090193271295636
2024-08-30,19.220830350751612
2024-08-31,22.612741589119544
2024-09-01,22.612741589119544
2024-09-02,22.612741589119544
2024-09-03,26.004652827487476
2024-09-04,27.135289906943456
2024-09-05,35.0497494631353
2024-09-06,26.004652827487476
2024-09-07,31.657838224767364
2024-09-08,29.396564065855408
2024-09-09,21.482104509663568
2024-09-10,22.612741589119544
2024-09-11,18.090193271295636
2024-09-12,22.612741589119544
2024-09-13,24.8740157480315
2024-09-14,32.78847530422334
2024-09-15,28.265926986399432
2024-09-16,19.220830350751612
2024-09-17,18.090193271295636
2024-09-18,20.35146743020759
2024-09-19,29.396564065855408
2024-09-20,29.396564065855408
2024-09-21,31.657838224767364
2024-09-22,29.396564065855408
2024-09-23,24.8740157480315
2024-09-24,27.135289906943456
2024-09-25,29.396564065855408
2024-09-26,29.396564065855408
2024-09-27,40.70293486041518
2024-09-28,38.441660701503224
2024-09-29,36.18038654259127
2024-09-30,24.8740157480315
2024-10-01,24.8740157480315
2024-10-02,42.964209019327136
2024-10-03,40.70293486041518
2024-10-04,47.48675733715105
2024-10-05,56.531853972798864
2024-10-06,45.22548317823909
2024-10-07,31.657838224767364
2024-10-08,29.396564065855408
2024-10-09,29.396564065855408
2024-10-10,22.612741589119544
2024-10-11,22.612741589119544
2024-10-12,27.135289906943456
2024-10-13,27.135289906943456
2024-10-14,22.612741589119544
2024-10-15,20.35146743020759
2024-10-16,20.35146743020759
2024-10-17,20.35146743020759
2024-10-18,22.612741589119544
2024-10-19,27.135289906943456
2024-10-20,24.8740157480315
2024-10-21,24.8740157480315
2024-10-22,24.8740157480315
2024-10-23,20.35146743020759
2024-10-24,22.612741589119544
2024-10-25,45.22548317823909
2024-10-26,36.18038654259127
2024-10-27,29.396564065855408
2024-10-28,20.35146743020759
2024-10-29,22.612741589119544
2024-10-30,29.396564065855408
2024-10-31,29.396564065855408
2024-11-01,24.8740157480315
2024-11-02,29.396564065855408
2024-11-03,31.657838224767364
2024-11-04,27.135289906943456
2024-11-05,33.91911238367932
2024-11-06,13.567644953471728
2024-11-07,18.090193271295636
2024-11-08,20.35146743020759
2024-11-09,22.612741589119544
2024-11-10,22.612741589119544
2024-11-11,20.35146743020759
2024-11-12,18.090193271295636
2024-11-13,18.090193271295636
2024-11-14,22.612741589119544
2024-11-15,20.35146743020759
2024-11-16,20.35146743020759
2024-11-17,22.612741589119544
2024-11-18,18.090193271295636
2024-11-19,15.828919112383682
2024-11-20,18.090193271295636
2024-11-21,20.35146743020759
2024-11-22,18.090193271295636
2024-11-23,20.35146743020759
2024-11-24,22.612741589119544
