Time,matthew_mcconaughey
2022-01-01,5.0
2022-01-02,5.0
2022-01-03,4.0
2022-01-04,4.0
2022-01-05,4.0
2022-01-06,3.0
2022-01-07,5.0
2022-01-08,6.0
2022-01-09,7.0
2022-01-10,4.0
2022-01-11,4.0
2022-01-12,4.0
2022-01-13,3.0
2022-01-14,4.0
2022-01-15,5.0
2022-01-16,6.0
2022-01-17,4.0
2022-01-18,3.0
2022-01-19,3.0
2022-01-20,3.0
2022-01-21,3.0
2022-01-22,4.0
2022-01-23,4.0
2022-01-24,4.0
2022-01-25,3.0
2022-01-26,3.0
2022-01-27,3.0
2022-01-28,4.0
2022-01-29,6.0
2022-01-30,5.0
2022-01-31,4.0
2022-02-01,3.0
2022-02-02,3.0
2022-02-03,3.0
2022-02-04,4.0
2022-02-05,5.0
2022-02-06,6.0
2022-02-07,4.0
2022-02-08,4.0
2022-02-09,4.0
2022-02-10,3.0
2022-02-11,5.0
2022-02-12,6.0
2022-02-13,6.0
2022-02-14,12.0
2022-02-15,4.0
2022-02-16,4.0
2022-02-17,4.0
2022-02-18,3.0
2022-02-19,5.0
2022-02-20,5.0
2022-02-21,4.0
2022-02-22,4.0
2022-02-23,4.0
2022-02-24,3.0
2022-02-25,3.0
2022-02-26,4.0
2022-02-27,4.0
2022-02-28,4.0
2022-03-01,4.0
2022-03-02,4.0
2022-03-03,4.0
2022-03-04,5.0
2022-03-05,6.0
2022-03-06,6.0
2022-03-07,4.0
2022-03-08,3.0
2022-03-09,3.0
2022-03-10,3.0
2022-03-11,3.0
2022-03-12,4.0
2022-03-13,5.0
2022-03-14,3.0
2022-03-15,3.0
2022-03-16,5.0
2022-03-17,5.0
2022-03-18,3.0
2022-03-19,4.0
2022-03-20,5.0
2022-03-21,3.0
2022-03-22,4.0
2022-03-23,4.0
2022-03-24,4.0
2022-03-25,3.0
2022-03-26,4.0
2022-03-27,5.0
2022-03-28,3.0
2022-03-29,3.0
2022-03-30,3.0
2022-03-31,3.0
2022-04-01,3.0
2022-04-02,4.0
2022-04-03,4.0
2022-04-04,3.0
2022-04-05,4.0
2022-04-06,3.0
2022-04-07,4.0
2022-04-08,4.0
2022-04-09,4.0
2022-04-10,4.0
2022-04-11,3.0
2022-04-12,3.0
2022-04-13,3.0
2022-04-14,3.0
2022-04-15,3.0
2022-04-16,3.0
2022-04-17,4.0
2022-04-18,3.0
2022-04-19,3.0
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,4.0
2022-04-23,4.0
2022-04-24,5.0
2022-04-25,3.0
2022-04-26,3.0
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,4.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,5.0
2022-05-08,6.0
2022-05-09,4.0
2022-05-10,3.0
2022-05-11,3.0
2022-05-12,4.0
2022-05-13,4.0
2022-05-14,5.0
2022-05-15,5.0
2022-05-16,4.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,4.0
2022-05-20,4.0
2022-05-21,5.0
2022-05-22,5.0
2022-05-23,4.0
2022-05-24,6.0
2022-05-25,32.0
2022-05-26,18.0
2022-05-27,9.0
2022-05-28,14.0
2022-05-29,18.0
2022-05-30,13.0
2022-05-31,9.0
2022-06-01,8.0
2022-06-02,14.0
2022-06-03,8.0
2022-06-04,6.0
2022-06-05,6.0
2022-06-06,7.0
2022-06-07,67.0
2022-06-08,100.0
2022-06-09,28.0
2022-06-10,15.0
2022-06-11,11.0
2022-06-12,10.0
2022-06-13,7.0
2022-06-14,5.0
2022-06-15,5.0
2022-06-16,5.0
2022-06-17,5.0
2022-06-18,6.0
2022-06-19,6.0
2022-06-20,5.0
2022-06-21,4.0
2022-06-22,4.0
2022-06-23,5.0
2022-06-24,5.0
2022-06-25,6.0
2022-06-26,6.0
2022-06-27,4.0
2022-06-28,4.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,5.0
2022-07-03,5.0
2022-07-04,5.0
2022-07-05,4.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,5.0
2022-07-10,5.0
2022-07-11,4.0
2022-07-12,4.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,5.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,4.0
2022-07-21,4.0
2022-07-22,4.0
2022-07-23,5.0
2022-07-24,5.0
2022-07-25,3.0
2022-07-26,4.0
2022-07-27,4.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,4.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,4.0
2022-08-05,4.0
2022-08-06,6.0
2022-08-07,5.0
2022-08-08,4.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,3.0
2022-08-16,6.0
2022-08-17,3.0
2022-08-18,4.0
2022-08-19,4.0
2022-08-20,4.0
2022-08-21,4.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,4.0
2022-08-28,4.0
2022-08-29,2.7996742671009773
2022-08-30,2.8680781758957656
2022-08-31,3.004885993485342
2022-09-01,3.004885993485342
2022-09-02,3.9153094462540716
2022-09-03,3.8469055374592838
2022-09-04,4.120521172638437
2022-09-05,3.98371335504886
2022-09-06,3.0732899022801305
2022-09-07,2.8680781758957656
2022-09-08,2.8680781758957656
2022-09-09,3.004885993485342
2022-09-10,6.988599348534202
2022-09-11,3.98371335504886
2022-09-12,2.936482084690554
2022-09-13,3.0732899022801305
2022-09-14,3.0732899022801305
2022-09-15,5.099348534201955
2022-09-16,6.146579804560261
2022-09-17,4.89413680781759
2022-09-18,4.257328990228013
2022-09-19,3.1416938110749184
2022-09-20,3.98371335504886
2022-09-21,4.120521172638437
2022-09-22,3.9153094462540716
2022-09-23,3.1416938110749184
2022-09-24,4.052117263843648
2022-09-25,4.188925081433225
2022-09-26,2.936482084690554
2022-09-27,2.936482084690554
2022-09-28,2.462540716612378
2022-09-29,2.8729641693811074
2022-09-30,2.7361563517915313
2022-10-01,3.5570032573289905
2022-10-02,3.420195439739414
2022-10-03,3.1465798045602607
2022-10-04,4.241042345276873
2022-10-05,4.1042345276872965
2022-10-06,5.745928338762215
2022-10-07,7.114006514657981
2022-10-08,8.071661237785017
2022-10-09,7.114006514657981
2022-10-10,5.745928338762215
2022-10-11,4.7882736156351795
2022-10-12,4.514657980456026
2022-10-13,5.061889250814333
2022-10-14,4.514657980456026
2022-10-15,5.609120521172638
2022-10-16,4.7882736156351795
2022-10-17,3.8306188925081432
2022-10-18,3.5570032573289905
2022-10-19,3.96742671009772
2022-10-20,3.8306188925081432
2022-10-21,3.96742671009772
2022-10-22,4.925081433224756
2022-10-23,5.335504885993486
2022-10-24,4.241042345276873
2022-10-25,3.8306188925081432
2022-10-26,3.693811074918567
2022-10-27,4.1042345276872965
2022-10-28,3.5570032573289905
2022-10-29,4.37785016286645
2022-10-30,4.7882736156351795
2022-10-31,3.8306188925081432
2022-11-01,3.2833876221498373
2022-11-02,3.2833876221498373
2022-11-03,3.693811074918567
2022-11-04,4.514657980456026
2022-11-05,5.8827361563517915
2022-11-06,4.651465798045603
2022-11-07,3.8306188925081432
2022-11-08,5.609120521172638
2022-11-09,4.1042345276872965
2022-11-10,3.5570032573289905
2022-11-11,4.925081433224756
2022-11-12,5.198697068403909
2022-11-13,5.335504885993486
2022-11-14,4.1042345276872965
2022-11-15,4.1042345276872965
2022-11-16,3.693811074918567
2022-11-17,3.5570032573289905
2022-11-18,3.8306188925081432
2022-11-19,4.37785016286645
2022-11-20,4.514657980456026
2022-11-21,3.96742671009772
2022-11-22,4.241042345276873
2022-11-23,4.651465798045603
2022-11-24,4.651465798045603
2022-11-25,5.8827361563517915
2022-11-26,4.514657980456026
2022-11-27,10.123778501628665
2022-11-28,4.651465798045603
2022-11-29,3.693811074918567
2022-11-30,3.2833876221498373
2022-12-01,4.37785016286645
2022-12-02,4.37785016286645
2022-12-03,4.241042345276873
2022-12-04,5.8827361563517915
2022-12-05,3.420195439739414
2022-12-06,3.420195439739414
2022-12-07,3.8306188925081432
2022-12-08,4.514657980456026
2022-12-09,3.693811074918567
2022-12-10,4.925081433224756
2022-12-11,4.651465798045603
2022-12-12,3.5570032573289905
2022-12-13,3.2833876221498373
2022-12-14,3.5570032573289905
2022-12-15,3.5570032573289905
2022-12-16,3.8306188925081432
2022-12-17,4.514657980456026
2022-12-18,4.514657980456026
2022-12-19,4.241042345276873
2022-12-20,4.241042345276873
2022-12-21,4.1042345276872965
2022-12-22,4.1042345276872965
2022-12-23,4.651465798045603
2022-12-24,4.925081433224756
2022-12-25,6.156351791530945
2022-12-26,4.7882736156351795
2022-12-27,4.241042345276873
2022-12-28,4.925081433224756
2022-12-29,5.198697068403909
2022-12-30,5.198697068403909
2022-12-31,5.4723127035830625
2023-01-01,5.335504885993486
2023-01-02,5.609120521172638
2023-01-03,3.420195439739414
2023-01-04,3.420195439739414
2023-01-05,3.5570032573289905
2023-01-06,3.693811074918567
2023-01-07,5.4723127035830625
2023-01-08,4.37785016286645
2023-01-09,3.2833876221498373
2023-01-10,3.420195439739414
2023-01-11,3.2833876221498373
2023-01-12,3.693811074918567
2023-01-13,3.693811074918567
2023-01-14,4.651465798045603
2023-01-15,4.651465798045603
2023-01-16,3.96742671009772
2023-01-17,4.514657980456026
2023-01-18,3.693811074918567
2023-01-19,3.693811074918567
2023-01-20,3.420195439739414
2023-01-21,5.061889250814333
2023-01-22,4.651465798045603
2023-01-23,3.5570032573289905
2023-01-24,3.96742671009772
2023-01-25,4.241042345276873
2023-01-26,3.5570032573289905
2023-01-27,3.693811074918567
2023-01-28,4.514657980456026
2023-01-29,4.37785016286645
2023-01-30,3.420195439739414
2023-01-31,3.5570032573289905
2023-02-01,4.1042345276872965
2023-02-02,3.5570032573289905
2023-02-03,4.1042345276872965
2023-02-04,4.7882736156351795
2023-02-05,5.4723127035830625
2023-02-06,4.241042345276873
2023-02-07,7.6612377850162865
2023-02-08,5.8827361563517915
2023-02-09,4.514657980456026
2023-02-10,6.019543973941368
2023-02-11,6.840390879478828
2023-02-12,6.429967426710098
2023-02-13,4.651465798045603
2023-02-14,3.96742671009772
2023-02-15,4.651465798045603
2023-02-16,3.8306188925081432
2023-02-17,4.514657980456026
2023-02-18,5.609120521172638
2023-02-19,5.745928338762215
2023-02-20,4.651465798045603
2023-02-21,3.96742671009772
2023-02-22,3.420195439739414
2023-02-23,3.8306188925081432
2023-02-24,3.693811074918567
2023-02-25,4.37785016286645
2023-02-26,5.335504885993486
2023-02-27,4.1042345276872965
2023-02-28,4.925081433224756
2023-03-01,4.37785016286645
2023-03-02,4.241042345276873
2023-03-03,7.798045602605863
2023-03-04,10.397394136807819
2023-03-05,10.397394136807819
2023-03-06,6.156351791530945
2023-03-07,6.156351791530945
2023-03-08,4.925081433224756
2023-03-09,3.96742671009772
2023-03-10,4.241042345276873
2023-03-11,5.335504885993486
2023-03-12,5.335504885993486
2023-03-13,4.37785016286645
2023-03-14,3.5570032573289905
2023-03-15,3.96742671009772
2023-03-16,3.8306188925081432
2023-03-17,4.7882736156351795
2023-03-18,5.061889250814333
2023-03-19,5.4723127035830625
2023-03-20,3.5570032573289905
2023-03-21,3.5570032573289905
2023-03-22,3.420195439739414
2023-03-23,3.5570032573289905
2023-03-24,4.1042345276872965
2023-03-25,4.241042345276873
2023-03-26,6.293159609120521
2023-03-27,3.420195439739414
2023-03-28,3.5570032573289905
2023-03-29,3.2833876221498373
2023-03-30,3.5570032573289905
2023-03-31,3.96742671009772
2023-04-01,4.241042345276873
2023-04-02,6.156351791530945
2023-04-03,6.019543973941368
2023-04-04,4.1042345276872965
2023-04-05,3.693811074918567
2023-04-06,4.241042345276873
2023-04-07,3.96742671009772
2023-04-08,5.4723127035830625
2023-04-09,6.156351791530945
2023-04-10,5.4723127035830625
2023-04-11,5.198697068403909
2023-04-12,6.293159609120521
2023-04-13,12.31270358306189
2023-04-14,12.859934853420196
2023-04-15,10.260586319218241
2023-04-16,8.892508143322475
2023-04-17,5.335504885993486
2023-04-18,5.335504885993486
2023-04-19,8.071661237785017
2023-04-20,10.671009771986972
2023-04-21,8.071661237785017
2023-04-22,10.944625407166125
2023-04-23,9.576547231270359
2023-04-24,13.680781758957655
2023-04-25,6.840390879478828
2023-04-26,5.096091205211726
2023-04-27,4.4462540716612375
2023-04-28,4.514657980456025
2023-04-29,5.574918566775244
2023-04-30,6.566775244299674
2023-05-01,5.814332247557003
2023-05-02,7.148208469055374
2023-05-03,7.798045602605862
2023-05-04,5.745928338762214
2023-05-05,5.745928338762214
2023-05-06,6.737785016286645
2023-05-07,6.8061889250814325
2023-05-08,5.506514657980456
2023-05-09,4.514657980456025
2023-05-10,4.275244299674267
2023-05-11,4.4462540716612375
2023-05-12,4.343648208469055
2023-05-13,5.335504885993485
2023-05-14,5.985342019543974
2023-05-15,3.9332247557003255
2023-05-16,3.864820846905537
2023-05-17,3.6938110749185666
2023-05-18,3.864820846905537
2023-05-19,3.9332247557003255
2023-05-20,5.574918566775244
2023-05-21,5.506514657980456
2023-05-22,4.035830618892508
2023-05-23,3.864820846905537
2023-05-24,3.864820846905537
2023-05-25,3.864820846905537
2023-05-26,3.899022801302931
2023-05-27,5.13029315960912
2023-05-28,5.951140065146579
2023-05-29,5.5407166123778495
2023-05-30,3.6938110749185666
2023-05-31,3.283387622149837
2023-06-01,3.283387622149837
