Time,google_slides
2022-04-06,80.0
2022-04-07,70.0
2022-04-08,67.0
2022-04-09,18.0
2022-04-10,24.0
2022-04-11,80.0
2022-04-12,76.0
2022-04-13,72.0
2022-04-14,68.0
2022-04-15,30.0
2022-04-16,16.0
2022-04-17,20.0
2022-04-18,70.0
2022-04-19,83.0
2022-04-20,82.0
2022-04-21,81.0
2022-04-22,69.0
2022-04-23,22.0
2022-04-24,29.0
2022-04-25,99.0
2022-04-26,99.0
2022-04-27,93.0
2022-04-28,91.0
2022-04-29,75.0
2022-04-30,21.0
2022-05-01,31.0
2022-05-02,90.0
2022-05-03,90.0
2022-05-04,89.0
2022-05-05,87.0
2022-05-06,78.0
2022-05-07,19.0
2022-05-08,21.0
2022-05-09,94.0
2022-05-10,94.0
2022-05-11,97.0
2022-05-12,98.0
2022-05-13,87.0
2022-05-14,16.0
2022-05-15,21.0
2022-05-16,92.0
2022-05-17,100.0
2022-05-18,94.0
2022-05-19,98.0
2022-05-20,78.0
2022-05-21,17.0
2022-05-22,20.0
2022-05-23,82.0
2022-05-24,83.0
2022-05-25,68.0
2022-05-26,64.0
2022-05-27,43.0
2022-05-28,11.0
2022-05-29,11.0
2022-05-30,16.0
2022-05-31,60.0
2022-06-01,54.0
2022-06-02,49.0
2022-06-03,40.0
2022-06-04,11.0
2022-06-05,14.0
2022-06-06,42.0
2022-06-07,41.0
2022-06-08,36.0
2022-06-09,35.0
2022-06-10,30.0
2022-06-11,9.0
2022-06-12,11.0
2022-06-13,33.0
2022-06-14,26.0
2022-06-15,23.0
2022-06-16,21.0
2022-06-17,15.0
2022-06-18,8.0
2022-06-19,9.0
2022-06-20,13.0
2022-06-21,18.0
2022-06-22,17.0
2022-06-23,16.0
2022-06-24,12.0
2022-06-25,7.0
2022-06-26,8.0
2022-06-27,13.0
2022-06-28,14.0
2022-06-29,14.0
2022-06-30,13.0
2022-07-01,10.0
2022-07-02,6.0
2022-07-03,6.0
2022-07-04,7.0
2022-07-05,11.0
2022-07-06,14.0
2022-07-07,14.0
2022-07-08,11.0
2022-07-09,7.0
2022-07-10,7.0
2022-07-11,14.0
2022-07-12,15.0
2022-07-13,15.0
2022-07-14,14.0
2022-07-15,11.0
2022-07-16,7.0
2022-07-17,7.0
2022-07-18,14.0
2022-07-19,16.0
2022-07-20,16.0
2022-07-21,15.0
2022-07-22,12.0
2022-07-23,7.0
2022-07-24,8.0
2022-07-25,16.0
2022-07-26,18.0
2022-07-27,17.0
2022-07-28,16.0
2022-07-29,14.0
2022-07-30,8.0
2022-07-31,8.0
2022-08-01,16.0
2022-08-02,18.0
2022-08-03,19.0
2022-08-04,20.0
2022-08-05,19.0
2022-08-06,8.0
2022-08-07,11.0
2022-08-08,21.0
2022-08-09,24.0
2022-08-10,26.0
2022-08-11,30.0
2022-08-12,29.0
2022-08-13,10.0
2022-08-14,12.0
2022-08-15,32.0
2022-08-16,39.0
2022-08-17,39.0
2022-08-18,42.0
2022-08-19,42.0
2022-08-20,13.0
2022-08-21,15.0
2022-08-22,43.0
2022-08-23,47.0
2022-08-24,57.0
2022-08-25,59.0
2022-08-26,49.0
2022-08-27,13.0
2022-08-28,18.0
2022-08-29,59.10916158856902
2022-08-30,61.006408909434754
2022-08-31,62.903656230300484
2022-09-01,64.30090355116621
2022-09-02,45.879806682076065
2022-09-03,11.332107585627233
2022-09-04,12.280731246060096
2022-09-05,18.921096869090146
2022-09-06,64.30090355116621
2022-09-07,67.1467745324648
2022-09-08,68.09539819289768
2022-09-09,63.35227989073335
2022-09-10,15.126602227358688
2022-09-11,19.869720529523008
2022-09-12,70.94126917419626
2022-09-13,70.94126917419626
2022-09-14,78.97888211809203
2022-09-15,77.08163479722631
2022-09-16,68.09539819289768
2022-09-17,14.677978566925825
2022-09-18,19.869720529523008
2022-09-19,69.99264551376339
2022-09-20,69.99264551376339
2022-09-21,74.23576381592773
2022-09-22,74.23576381592773
2022-09-23,63.35227989073335
2022-09-24,14.677978566925825
2022-09-25,19.869720529523008
2022-09-26,62.903656230300484
2022-09-27,70.94126917419626
2022-09-28,72.67703299012398
2022-09-29,69.9852910275268
2022-09-30,61.91006513973524
2022-10-01,15.253204454717379
2022-10-02,21.533935700777477
2022-10-03,69.9852910275268
2022-10-04,74.47152763185544
2022-10-05,65.49905442319815
2022-10-06,73.5742803109897
2022-10-07,57.4238285354066
2022-10-08,14.35595713385165
2022-10-09,17.94494641731456
2022-10-10,54.732086572809415
2022-10-11,69.08804370666107
2022-10-12,62.80731246060097
2022-10-13,69.08804370666107
2022-10-14,54.732086572809415
2022-10-15,15.253204454717379
2022-10-16,20.636688379911746
2022-10-17,68.19079638579534
2022-10-18,69.9852910275268
2022-10-19,73.5742803109897
2022-10-20,64.60180710233243
2022-10-21,55.629333893675145
2022-10-22,14.35595713385165
2022-10-23,20.636688379911746
2022-10-24,70.88253834839252
2022-10-25,69.9852910275268
2022-10-26,73.5742803109897
2022-10-27,75.36877495272117
2022-10-28,60.115570498003784
2022-10-29,14.35595713385165
2022-10-30,19.73944105904602
2022-10-31,62.80731246060097
2022-11-01,67.2935490649296
2022-11-02,69.08804370666107
2022-11-03,73.5742803109897
2022-11-04,64.60180710233243
2022-11-05,17.94494641731456
2022-11-06,21.533935700777477
2022-11-07,69.08804370666107
2022-11-08,61.91006513973524
2022-11-09,67.2935490649296
2022-11-10,68.19079638579534
2022-11-11,37.684387476360584
2022-11-12,17.94494641731456
2022-11-13,25.122924984240388
2022-11-14,82.54675351964698
2022-11-15,83.44400084051271
2022-11-16,78.95776423618408
2022-11-17,79.8550115570498
2022-11-18,61.91006513973524
2022-11-19,18.842193738180292
2022-11-20,19.73944105904602
2022-11-21,49.348602647615046
2022-11-22,39.47888211809204
2022-11-23,21.533935700777477
2022-11-24,11.664215171254465
2022-11-25,13.458709812985921
2022-11-26,15.253204454717379
2022-11-27,24.225677663374658
2022-11-28,75.36877495272117
2022-11-29,87.03299012397562
2022-11-30,80.75225887791554
2022-12-01,84.34124816137845
2022-12-02,70.88253834839252
2022-12-03,22.431183021643204
2022-12-04,28.7119142677033
2022-12-05,88.82748476570708
2022-12-06,89.72473208657281
2022-12-07,86.1357428031099
2022-12-08,88.82748476570708
2022-12-09,73.5742803109897
2022-12-10,21.533935700777477
2022-12-11,25.122924984240388
2022-12-12,87.03299012397562
2022-12-13,79.8550115570498
2022-12-14,70.88253834839252
2022-12-15,63.7045597814667
2022-12-16,44.86236604328641
2022-12-17,14.35595713385165
2022-12-18,13.458709812985921
2022-12-19,42.17062408068922
2022-12-20,35.88989283462912
2022-12-21,26.917419625971842
2022-12-22,19.73944105904602
2022-12-23,10.766967850388738
2022-12-24,6.280731246060097
2022-12-25,6.280731246060097
2022-12-26,6.280731246060097
2022-12-27,7.177978566925825
2022-12-28,8.075225887791554
2022-12-29,7.177978566925825
2022-12-30,8.075225887791554
2022-12-31,6.280731246060097
2023-01-01,6.280731246060097
2023-01-02,13.458709812985921
2023-01-03,32.300903551166215
2023-01-04,38.58163479722631
2023-01-05,46.65686068501786
2023-01-06,45.75961336415213
2023-01-07,11.664215171254465
2023-01-08,14.35595713385165
2023-01-09,59.21832317713805
2023-01-10,64.60180710233243
2023-01-11,65.49905442319815
2023-01-12,64.60180710233243
2023-01-13,54.732086572809415
2023-01-14,11.664215171254465
2023-01-15,11.664215171254465
2023-01-16,17.94494641731456
2023-01-17,63.7045597814667
2023-01-18,64.60180710233243
2023-01-19,66.39630174406388
2023-01-20,59.21832317713805
2023-01-21,14.35595713385165
2023-01-22,15.253204454717379
2023-01-23,59.21832317713805
2023-01-24,64.60180710233243
2023-01-25,61.91006513973524
2023-01-26,62.80731246060097
2023-01-27,55.629333893675145
2023-01-28,14.35595713385165
2023-01-29,17.047699096448834
2023-01-30,61.91006513973524
2023-01-31,64.60180710233243
2023-02-01,61.91006513973524
2023-02-02,62.80731246060097
2023-02-03,55.629333893675145
2023-02-04,15.253204454717379
2023-02-05,17.94494641731456
2023-02-06,66.39630174406388
2023-02-07,71.77978566925825
2023-02-08,68.19079638579534
2023-02-09,67.2935490649296
2023-02-10,61.012817818869514
2023-02-11,16.150451775583107
2023-02-12,17.94494641731456
2023-02-13,61.012817818869514
2023-02-14,67.2935490649296
2023-02-15,69.9852910275268
2023-02-16,63.7045597814667
2023-02-17,44.86236604328641
2023-02-18,14.35595713385165
2023-02-19,15.253204454717379
2023-02-20,26.917419625971842
2023-02-21,59.21832317713805
2023-02-22,61.012817818869514
2023-02-23,59.21832317713805
2023-02-24,52.04034461021223
2023-02-25,16.150451775583107
2023-02-26,20.636688379911746
2023-02-27,69.08804370666107
2023-02-28,65.49905442319815
2023-03-01,66.39630174406388
2023-03-02,69.9852910275268
2023-03-03,52.93759193107796
2023-03-04,15.253204454717379
2023-03-05,18.842193738180292
2023-03-06,66.39630174406388
2023-03-07,64.60180710233243
2023-03-08,63.7045597814667
2023-03-09,66.39630174406388
2023-03-10,49.348602647615046
2023-03-11,13.458709812985921
2023-03-12,16.150451775583107
2023-03-13,48.451355326749315
2023-03-14,51.1430972893465
2023-03-15,51.1430972893465
2023-03-16,48.451355326749315
2023-03-17,44.86236604328641
2023-03-18,13.458709812985921
2023-03-19,17.94494641731456
2023-03-20,58.32107585627233
2023-03-21,61.012817818869514
2023-03-22,57.4238285354066
2023-03-23,59.21832317713805
2023-03-24,48.451355326749315
2023-03-25,14.35595713385165
2023-03-26,18.842193738180292
2023-03-27,58.32107585627233
2023-03-28,61.91006513973524
2023-03-29,58.32107585627233
2023-03-30,56.52658121454087
2023-03-31,39.47888211809204
2023-04-01,14.35595713385165
2023-04-02,17.047699096448834
2023-04-03,52.04034461021223
2023-04-04,49.348602647615046
2023-04-05,47.55410800588359
2023-04-06,41.27337675982349
2023-04-07,23.32843034250893
2023-04-08,11.664215171254465
2023-04-09,14.35595713385165
2023-04-10,45.75961336415213
2023-04-11,59.21832317713805
2023-04-12,58.32107585627233
2023-04-13,59.21832317713805
2023-04-14,46.65686068501786
2023-04-15,16.150451775583107
2023-04-16,22.431183021643204
2023-04-17,73.5742803109897
2023-04-18,69.08804370666107
2023-04-19,71.77978566925825
2023-04-20,70.88253834839252
2023-04-21,52.04034461021223
2023-04-22,17.94494641731456
2023-04-23,25.122924984240388
2023-04-24,74.47152763185544
2023-04-25,76.26602227358688
2023-04-26,72.54187410642331
2023-04-27,70.46408251562188
2023-04-28,58.28062991988332
2023-04-29,17.181174194419516
2023-04-30,23.07614311396619
2023-05-01,76.30394253138093
2023-05-02,72.54187410642331
2023-05-03,70.85759727226713
2023-05-04,71.69973568934522
2023-05-05,62.884836761919026
2023-05-06,15.496897360263326
2023-05-07,19.707589445653802
2023-05-08,76.30394253138093
2023-05-09,76.30394253138093
2023-05-10,75.9104277747357
2023-05-11,77.59470460889189
2023-05-12,66.2533904302314
2023-05-13,15.103382603618094
2023-05-14,17.181174194419516
2023-05-15,78.83035778261521
2023-05-16,74.22615094057952
2023-05-17,76.30394253138093
2023-05-18,69.17332043811092
2023-05-19,62.04269834484093
2023-05-20,15.496897360263326
2023-05-21,17.181174194419516
2023-05-22,65.4112520131533
2023-05-23,63.72697517899712
2023-05-24,58.28062991988332
2023-05-25,50.30786940953522
2023-05-26,34.62929858478039
2023-05-27,10.231383672776026
2023-05-28,9.444354159485563
2023-05-29,14.166531239228345
2023-05-30,44.86068225755642
2023-05-31,40.925534691104104
2023-06-01,37.77741663794225
2023-06-02,31.48118053161854
2023-06-03,11.01841318606649
2023-06-04,12.592472212647417
2023-06-05,36.99038712465179
2023-06-06,32.268210044909004
2023-06-07,30.69415101832808
2023-06-08,28.33306247845669
2023-06-09,23.610885398713908
2023-06-10,8.657324646195098
2023-06-11,11.01841318606649
2023-06-12,25.184944425294834
2023-06-13,22.823855885423445
2023-06-14,21.249796858842515
2023-06-15,18.888708318971126
2023-06-16,14.166531239228345
2023-06-17,7.083265619614172
2023-06-18,7.870295132904635
2023-06-19,11.01841318606649
2023-06-20,15.74059026580927
2023-06-21,14.953560752518808
2023-06-22,13.37950172593788
2023-06-23,11.805442699356954
2023-06-24,7.083265619614172
2023-06-25,7.870295132904635
2023-06-26,14.166531239228345
2023-06-27,14.166531239228345
2023-06-28,13.37950172593788
2023-06-29,12.592472212647417
2023-06-30,11.01841318606649
2023-07-01,6.2962361063237084
2023-07-02,6.2962361063237084
2023-07-03,8.657324646195098
2023-07-04,6.2962361063237084
2023-07-05,11.01841318606649
2023-07-06,12.592472212647417
2023-07-07,11.01841318606649
2023-07-08,7.870295132904635
2023-07-09,7.870295132904635
2023-07-10,12.592472212647417
2023-07-11,12.592472212647417
2023-07-12,12.592472212647417
2023-07-13,12.592472212647417
2023-07-14,11.805442699356954
2023-07-15,7.083265619614172
2023-07-16,7.870295132904635
2023-07-17,14.166531239228345
2023-07-18,12.592472212647417
2023-07-19,12.592472212647417
2023-07-20,11.805442699356954
2023-07-21,10.231383672776026
2023-07-22,6.2962361063237084
2023-07-23,7.083265619614172
2023-07-24,12.592472212647417
2023-07-25,13.37950172593788
2023-07-26,13.37950172593788
2023-07-27,12.592472212647417
2023-07-28,11.01841318606649
2023-07-29,7.083265619614172
2023-07-30,7.870295132904635
2023-07-31,13.37950172593788
2023-08-01,14.953560752518808
2023-08-02,15.74059026580927
2023-08-03,16.527619779099734
2023-08-04,14.953560752518808
2023-08-05,7.083265619614172
2023-08-06,8.657324646195098
2023-08-07,18.101678805680663
2023-08-08,19.67573783226159
2023-08-09,21.249796858842515
2023-08-10,23.610885398713908
2023-08-11,22.823855885423445
2023-08-12,8.657324646195098
2023-08-13,10.231383672776026
2023-08-14,27.546032965166223
2023-08-15,31.48118053161854
2023-08-16,35.41632809807086
2023-08-17,36.20335761136133
2023-08-18,34.62929858478039
2023-08-19,10.231383672776026
2023-08-20,13.37950172593788
2023-08-21,33.84226907148993
2023-08-22,40.13850517781364
2023-08-23,42.49959371768503
2023-08-24,44.86068225755642
2023-08-25,36.99038712465179
2023-08-26,10.231383672776026
2023-08-27,14.166531239228345
2023-08-28,43.28662323097549
2023-08-29,48.00880031071828
2023-08-30,49.582859337299205
2023-08-31,52.73097739046106
2023-09-01,39.35147566452318
2023-09-02,9.444354159485563
2023-09-03,10.231383672776026
2023-09-04,15.74059026580927
2023-09-05,50.36988885058967
2023-09-06,54.30503641704198
2023-09-07,58.240183983494305
2023-09-08,55.092065930332446
2023-09-09,12.592472212647417
2023-09-10,15.74059026580927
2023-09-11,58.240183983494305
2023-09-12,57.45315447020384
2023-09-13,61.38830203665616
2023-09-14,59.81424301007523
2023-09-15,48.00880031071828
2023-09-16,12.592472212647417
2023-09-17,17.314649292390197
2023-09-18,56.66612495691338
2023-09-19,59.81424301007523
2023-09-20,58.240183983494305
2023-09-21,61.38830203665616
2023-09-22,47.221770797427816
2023-09-23,13.37950172593788
2023-09-24,16.527619779099734
2023-09-25,48.79582982400874
2023-09-26,60.601272523365694
2023-09-27,56.66612495691338
2023-09-28,62.17533154994662
2023-09-29,48.79582982400874
2023-09-30,13.37950172593788
2023-10-01,17.314649292390197
2023-10-02,57.45315447020384
2023-10-03,59.81424301007523
2023-10-04,59.02721349678477
2023-10-05,57.45315447020384
2023-10-06,43.28662323097549
2023-10-07,12.592472212647417
2023-10-08,14.166531239228345
2023-10-09,43.28662323097549
2023-10-10,51.15691836388013
2023-10-11,48.79582982400874
2023-10-12,54.30503641704198
2023-10-13,41.71256420439457
2023-10-14,12.592472212647417
2023-10-15,17.314649292390197
2023-10-16,52.73097739046106
2023-10-17,58.240183983494305
2023-10-18,56.66612495691338
2023-10-19,53.51800690375152
2023-10-20,44.07365274426596
2023-10-21,11.805442699356954
2023-10-22,17.314649292390197
2023-10-23,51.15691836388013
2023-10-24,52.73097739046106
2023-10-25,55.092065930332446
2023-10-26,53.51800690375152
2023-10-27,44.86068225755642
2023-10-28,11.805442699356954
2023-10-29,16.527619779099734
2023-10-30,55.092065930332446
2023-10-31,51.15691836388013
2023-11-01,54.30503641704198
2023-11-02,55.879095443622916
2023-11-03,44.07365274426596
2023-11-04,14.166531239228345
2023-11-05,18.888708318971126
2023-11-06,52.73097739046106
2023-11-07,52.73097739046106
2023-11-08,56.66612495691338
2023-11-09,52.73097739046106
2023-11-10,32.268210044909004
2023-11-11,14.953560752518808
2023-11-12,18.888708318971126
2023-11-13,55.092065930332446
2023-11-14,59.02721349678477
2023-11-15,63.749390576527546
2023-11-16,58.240183983494305
2023-11-17,46.43474128413735
2023-11-18,14.953560752518808
2023-11-19,16.527619779099734
2023-11-20,35.41632809807086
2023-11-21,33.05523955819947
2023-11-22,18.101678805680663
2023-11-23,11.01841318606649
2023-11-24,11.01841318606649
2023-11-25,12.592472212647417
2023-11-26,18.101678805680663
2023-11-27,58.240183983494305
2023-11-28,64.53642008981801
2023-11-29,66.8975086296894
2023-11-30,64.53642008981801
2023-12-01,55.092065930332446
2023-12-02,18.888708318971126
2023-12-03,25.184944425294834
2023-12-04,72.40671522272265
2023-12-05,71.61968570943219
2023-12-06,71.61968570943219
2023-12-07,68.47156765627032
2023-12-08,64.53642008981801
2023-12-09,21.249796858842515
2023-12-10,25.184944425294834
2023-12-11,70.04562668285125
2023-12-12,69.25859716956079
2023-12-13,64.53642008981801
2023-12-14,52.73097739046106
2023-12-15,44.07365274426596
2023-12-16,11.805442699356954
2023-12-17,13.37950172593788
2023-12-18,36.99038712465179
2023-12-19,33.05523955819947
2023-12-20,32.268210044909004
2023-12-21,22.03682637213298
2023-12-22,12.604396902242728
2023-12-23,6.165064520775298
2023-12-24,5.497281903437935
2023-12-25,4.829499286100573
2023-12-26,6.165064520775298
2023-12-27,6.165064520775298
2023-12-28,6.4393323814674295
2023-12-29,6.4393323814674295
2023-12-30,5.771549764130066
2023-12-31,6.165064520775298
2024-01-01,6.4393323814674295
2024-01-02,16.491845710313804
2024-01-03,25.483061665177587
2024-01-04,30.980343568615524
2024-01-05,28.15419213452704
2024-01-06,8.716948094171649
2024-01-07,10.99456380687587
2024-01-08,36.20335761136133
2024-01-09,35.53557499402396
2024-01-10,41.0328568974619
2024-01-11,39.423023802095045
2024-01-12,34.867792376686594
2024-01-13,9.384730711509013
2024-01-14,8.442680233479518
2024-01-15,13.27217951958009
2024-01-16,31.373858325260755
2024-01-17,41.70063951479926
2024-01-18,41.0328568974619
2024-01-19,34.59352451599447
2024-01-20,10.99456380687587
2024-01-21,12.067785870453775
2024-01-22,37.84896477551411
2024-01-23,40.59164338243543
2024-01-24,42.785786267972476
2024-01-25,41.68871482520395
2024-01-26,40.59164338243543
2024-01-27,12.067785870453775
2024-01-28,13.164857313222301
2024-01-29,42.237250546588214
2024-01-30,46.625536317662316
2024-01-31,47.17407203904658
2024-02-01,49.916750645967895
2024-02-02,43.88285771074101
2024-02-03,12.067785870453775
2024-02-04,14.810464477375088
2024-02-05,46.625536317662316
2024-02-06,43.33432198935674
2024-02-07,49.368214924583626
2024-02-08,47.17407203904658
2024-02-09,40.59164338243543
2024-02-10,13.713393034606563
2024-02-11,15.35900019875935
2024-02-12,39.494571939666905
2024-02-13,44.97992915350953
2024-02-14,44.43139343212527
2024-02-15,50.46528636735216
2024-02-16,35.654821889977065
2024-02-17,13.164857313222301
2024-02-18,13.164857313222301
2024-02-19,23.038500298139027
2024-02-20,42.785786267972476
2024-02-21,44.43139343212527
2024-02-22,46.625536317662316
2024-02-23,39.494571939666905
2024-02-24,13.713393034606563
2024-02-25,16.456071641527878
2024-02-26,51.01382208873642
2024-02-27,49.916750645967895
2024-02-28,49.368214924583626
2024-02-29,49.916750645967895
2024-03-01,42.785786267972476
2024-03-02,13.164857313222301
2024-03-03,15.907535920143614
2024-03-04,44.97992915350953
2024-03-05,46.077000596278054
2024-03-06,43.88285771074101
2024-03-07,46.077000596278054
2024-03-08,36.20335761136133
2024-03-09,12.61632159183804
2024-03-10,13.713393034606563
2024-03-11,37.84896477551411
2024-03-12,36.20335761136133
2024-03-13,38.39750049689838
2024-03-14,37.84896477551411
2024-03-15,31.815071840287228
2024-03-16,10.970714427685252
2024-03-17,13.164857313222301
2024-03-18,41.14017910381969
2024-03-19,43.33432198935674
2024-03-20,44.43139343212527
2024-03-21,38.94603621828264
2024-03-22,34.00921472582428
2024-03-23,11.519250149069514
2024-03-24,14.261928755990827
2024-03-25,35.654821889977065
2024-03-26,37.84896477551411
2024-03-27,36.20335761136133
2024-03-28,34.00921472582428
2024-03-29,18.101678805680663
2024-03-30,9.873642984916726
2024-03-31,10.422178706300988
2024-04-01,29.620928954750177
2024-04-02,37.84896477551411
2024-04-03,37.30042905412985
2024-04-04,35.654821889977065
2024-04-05,31.815071840287228
2024-04-06,11.519250149069514
2024-04-07,14.261928755990827
2024-04-08,35.654821889977065
2024-04-09,44.43139343212527
2024-04-10,43.33432198935674
2024-04-11,43.33432198935674
2024-04-12,36.20335761136133
2024-04-13,13.164857313222301
2024-04-14,15.907535920143614
2024-04-15,47.17407203904658
2024-04-16,47.72260776043084
2024-04-17,51.56235781012068
2024-04-18,49.916750645967895
2024-04-19,42.237250546588214
2024-04-20,14.810464477375088
2024-04-21,19.747285969833452
2024-04-22,49.916750645967895
2024-04-23,52.11089353150494
2024-04-24,49.916750645967895
2024-04-25,50.46528636735216
2024-04-26,41.68871482520395
2024-04-27,13.713393034606563
2024-04-28,18.650214527064925
2024-04-29,52.11089353150494
2024-04-30,51.01382208873642
2024-05-01,52.659429252889204
2024-05-02,50.46528636735216
2024-05-03,42.785786267972476
2024-05-04,12.61632159183804
2024-05-05,17.00460736291214
2024-05-06,53.207964974273466
2024-05-07,53.207964974273466
2024-05-08,51.56235781012068
2024-05-09,52.11089353150494
2024-05-10,43.88285771074101
2024-05-11,12.067785870453775
2024-05-12,13.713393034606563
2024-05-13,54.85357213842625
2024-05-14,53.207964974273466
2024-05-15,53.75650069565773
2024-05-16,49.916750645967895
2024-05-17,40.04310766105117
2024-05-18,12.61632159183804
2024-05-19,14.810464477375088
2024-05-20,46.077000596278054
2024-05-21,43.33432198935674
2024-05-22,40.59164338243543
2024-05-23,38.39750049689838
2024-05-24,32.912143283055755
2024-05-25,9.325107263532463
2024-05-26,8.228035820763939
2024-05-27,10.970714427685252
2024-05-28,36.75189333274559
2024-05-29,35.1062861685928
2024-05-30,33.46067900444002
2024-05-31,28.523857511981653
2024-06-01,9.325107263532463
2024-06-02,10.422178706300988
2024-06-03,30.16946467613444
2024-06-04,27.97532179059739
2024-06-05,26.878250347828864
2024-06-06,25.78117890506034
2024-06-07,19.747285969833452
2024-06-08,7.679500099379675
2024-06-09,8.7765715421482
2024-06-10,21.392893133986238
2024-06-11,19.19875024844919
2024-06-12,18.101678805680663
2024-06-13,15.35900019875935
2024-06-14,11.519250149069514
2024-06-15,6.5824286566111505
2024-06-16,6.5824286566111505
2024-06-17,12.067785870453775
2024-06-18,12.61632159183804
2024-06-19,8.7765715421482
2024-06-20,11.519250149069514
2024-06-21,9.873642984916726
2024-06-22,6.033892935226888
2024-06-23,6.5824286566111505
2024-06-24,10.970714427685252
2024-06-25,12.067785870453775
2024-06-26,10.970714427685252
2024-06-27,10.970714427685252
2024-06-28,8.7765715421482
2024-06-29,6.033892935226888
2024-06-30,6.033892935226888
2024-07-01,10.422178706300988
2024-07-02,9.873642984916726
2024-07-03,9.325107263532463
2024-07-04,4.3882857710741
2024-07-05,6.033892935226888
2024-07-06,5.485357213842626
2024-07-07,6.033892935226888
2024-07-08,11.519250149069514
2024-07-09,10.970714427685252
2024-07-10,12.067785870453775
2024-07-11,10.970714427685252
2024-07-12,9.873642984916726
2024-07-13,6.033892935226888
2024-07-14,6.5824286566111505
2024-07-15,10.970714427685252
2024-07-16,11.519250149069514
2024-07-17,13.164857313222301
2024-07-18,12.61632159183804
2024-07-19,9.873642984916726
2024-07-20,6.033892935226888
2024-07-21,6.5824286566111505
2024-07-22,12.067785870453775
2024-07-23,13.713393034606563
2024-07-24,13.713393034606563
2024-07-25,12.61632159183804
2024-07-26,10.422178706300988
2024-07-27,6.033892935226888
2024-07-28,7.130964377995413
2024-07-29,12.61632159183804
2024-07-30,14.261928755990827
2024-07-31,13.713393034606563
2024-08-01,13.713393034606563
2024-08-02,12.067785870453775
2024-08-03,7.130964377995413
2024-08-04,8.228035820763939
2024-08-05,15.35900019875935
2024-08-06,16.456071641527878
2024-08-07,17.5531430842964
2024-08-08,19.19875024844919
2024-08-09,18.101678805680663
2024-08-10,8.228035820763939
2024-08-11,10.970714427685252
2024-08-12,21.392893133986238
2024-08-13,25.23264318367608
2024-08-14,26.878250347828864
2024-08-15,30.16946467613444
2024-08-16,30.16946467613444
2024-08-17,9.325107263532463
2024-08-18,12.011318957958338
2024-08-19,30.77446731001414
2024-08-20,33.40421209194457
2024-08-21,35.75968901318288
2024-08-22,36.348558243492455
2024-08-23,33.993081322254156
2024-08-24,11.737051097266207
2024-08-25,13.777926648887064
2024-08-26,37.21169533449416
2024-08-27,40.15604148604204
2024-08-28,44.82666181959334
2024-08-29,41.60804780735332
2024-08-30,34.581950552563725
2024-08-31,9.3815741760279
2024-09-01,9.970443406337477
2024-09-02,14.052194509579195
2024-09-03,37.21169533449416
2024-09-04,42.1969170376629
2024-09-05,43.37465549828205
2024-09-06,39.25257088611502
2024-09-07,12.600188188267914
2024-09-08,15.818802200507925
2024-09-09,42.785786267972476
2024-09-10,42.785786267972476
2024-09-11,39.567172255732466
2024-09-12,47.18213874083164
2024-09-13,39.25257088611502
2024-09-14,12.325920327575782
2024-09-15,14.955665109506217
2024-09-16,43.64892335897419
2024-09-17,45.302597224912034
2024-09-18,44.04419174644225
2024-09-19,45.302597224912034
2024-09-20,39.63977257179803
2024-09-21,13.213257523932675
