Time,dow_futures
2022-07-31,19.0
2022-08-01,41.0
2022-08-02,32.0
2022-08-03,32.0
2022-08-04,33.0
2022-08-05,32.0
2022-08-06,4.0
2022-08-07,16.0
2022-08-08,40.0
2022-08-09,29.0
2022-08-10,32.0
2022-08-11,34.0
2022-08-12,28.0
2022-08-13,5.0
2022-08-14,16.0
2022-08-15,39.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,29.0
2022-08-19,28.0
2022-08-20,4.0
2022-08-21,14.0
2022-08-22,37.0
2022-08-23,33.0
2022-08-24,29.0
2022-08-25,29.0
2022-08-26,28.0
2022-08-27,8.0
2022-08-28,21.0
2022-08-29,47.01020408163265
2022-08-30,35.95918367346938
2022-08-31,32.0
2022-09-01,32.0
2022-09-02,28.04081632653061
2022-09-03,3.13265306122449
2022-09-04,7.918367346938775
2022-09-05,22.928571428571427
2022-09-06,35.95918367346938
2022-09-07,29.193877551020407
2022-09-08,28.04081632653061
2022-09-09,25.234693877551017
2022-09-10,3.63265306122449
2022-09-11,13.03061224489796
2022-09-12,32.0
2022-09-13,36.285714285714285
2022-09-14,47.836734693877546
2022-09-15,36.785714285714285
2022-09-16,32.826530612244895
2022-09-17,5.112244897959183
2022-09-18,15.83673469387755
2022-09-19,41.07142857142857
2022-09-20,30.020408163265305
2022-09-21,37.93877551020408
2022-09-22,40.744897959183675
2022-09-23,35.13265306122449
2022-09-24,6.76530612244898
2022-09-25,21.775510204081634
2022-09-26,53.77551020408163
2022-09-27,37.11224489795919
2022-09-28,40.48979591836734
2022-09-29,39.18367346938775
2022-09-30,35.265306122448976
2022-10-01,6.530612244897958
2022-10-02,20.897959183673468
2022-10-03,47.6734693877551
2022-10-04,41.14285714285714
2022-10-05,43.10204081632653
2022-10-06,38.53061224489796
2022-10-07,38.53061224489796
2022-10-08,5.877551020408163
2022-10-09,18.285714285714285
2022-10-10,43.10204081632653
2022-10-11,37.224489795918366
2022-10-12,35.265306122448976
2022-10-13,40.48979591836734
2022-10-14,39.836734693877546
2022-10-15,4.571428571428571
2022-10-16,15.020408163265305
2022-10-17,40.48979591836734
2022-10-18,38.53061224489796
2022-10-19,40.48979591836734
2022-10-20,33.95918367346938
2022-10-21,30.693877551020407
2022-10-22,5.224489795918367
2022-10-23,16.3265306122449
2022-10-24,41.14285714285714
2022-10-25,35.265306122448976
2022-10-26,34.61224489795918
2022-10-27,31.999999999999996
2022-10-28,30.04081632653061
2022-10-29,5.224489795918367
2022-10-30,16.97959183673469
2022-10-31,39.18367346938775
2022-11-01,30.04081632653061
2022-11-02,30.04081632653061
2022-11-03,35.265306122448976
2022-11-04,30.693877551020407
2022-11-05,3.9183673469387754
2022-11-06,11.10204081632653
2022-11-07,37.224489795918366
2022-11-08,27.428571428571427
2022-11-09,39.836734693877546
2022-11-10,36.57142857142857
2022-11-11,37.224489795918366
2022-11-12,5.224489795918367
2022-11-13,17.632653061224488
2022-11-14,45.06122448979591
2022-11-15,28.734693877551017
2022-11-16,31.999999999999996
2022-11-17,30.693877551020407
2022-11-18,27.428571428571427
2022-11-19,3.9183673469387754
2022-11-20,9.795918367346937
2022-11-21,35.91836734693877
2022-11-22,26.122448979591834
2022-11-23,26.122448979591834
2022-11-24,9.795918367346937
2022-11-25,24.163265306122447
2022-11-26,3.265306122448979
2022-11-27,11.10204081632653
2022-11-28,33.306122448979586
2022-11-29,26.77551020408163
2022-11-30,24.816326530612244
2022-12-01,29.387755102040813
2022-12-02,27.428571428571427
2022-12-03,3.9183673469387754
2022-12-04,9.142857142857142
2022-12-05,30.693877551020407
2022-12-06,26.77551020408163
2022-12-07,28.081632653061224
2022-12-08,24.163265306122447
2022-12-09,24.816326530612244
2022-12-10,3.265306122448979
2022-12-11,8.489795918367346
2022-12-12,30.04081632653061
2022-12-13,28.081632653061224
2022-12-14,27.428571428571427
2022-12-15,29.387755102040813
2022-12-16,33.95918367346938
2022-12-17,5.224489795918367
2022-12-18,11.10204081632653
2022-12-19,33.95918367346938
2022-12-20,30.04081632653061
2022-12-21,27.428571428571427
2022-12-22,28.734693877551017
2022-12-23,24.816326530612244
2022-12-24,3.9183673469387754
2022-12-25,4.571428571428571
2022-12-26,24.816326530612244
2022-12-27,35.265306122448976
2022-12-28,27.428571428571427
2022-12-29,27.428571428571427
2022-12-30,25.469387755102037
2022-12-31,3.265306122448979
2023-01-01,5.877551020408163
2023-01-02,20.24489795918367
2023-01-03,33.95918367346938
2023-01-04,25.469387755102037
2023-01-05,24.816326530612244
2023-01-06,26.122448979591834
2023-01-07,4.571428571428571
2023-01-08,9.795918367346937
2023-01-09,33.95918367346938
2023-01-10,26.77551020408163
2023-01-11,25.469387755102037
2023-01-12,29.387755102040813
2023-01-13,27.428571428571427
2023-01-14,3.9183673469387754
2023-01-15,6.530612244897958
2023-01-16,22.20408163265306
2023-01-17,36.57142857142857
2023-01-18,28.081632653061224
2023-01-19,29.387755102040813
2023-01-20,26.122448979591834
2023-01-21,3.265306122448979
2023-01-22,9.795918367346937
2023-01-23,32.6530612244898
2023-01-24,28.081632653061224
2023-01-25,26.122448979591834
2023-01-26,26.77551020408163
2023-01-27,26.122448979591834
2023-01-28,3.9183673469387754
2023-01-29,9.142857142857142
2023-01-30,31.346938775510203
2023-01-31,29.387755102040813
2023-02-01,28.734693877551017
2023-02-02,31.346938775510203
2023-02-03,31.346938775510203
2023-02-04,3.9183673469387754
2023-02-05,11.10204081632653
2023-02-06,35.265306122448976
2023-02-07,26.77551020408163
2023-02-08,26.77551020408163
2023-02-09,26.122448979591834
2023-02-10,27.428571428571427
2023-02-11,3.9183673469387754
2023-02-12,8.489795918367346
2023-02-13,28.734693877551017
2023-02-14,27.428571428571427
2023-02-15,25.469387755102037
2023-02-16,25.469387755102037
2023-02-17,25.469387755102037
2023-02-18,3.265306122448979
2023-02-19,5.877551020408163
2023-02-20,21.551020408163264
2023-02-21,30.693877551020407
2023-02-22,31.346938775510203
2023-02-23,26.77551020408163
2023-02-24,26.77551020408163
2023-02-25,4.571428571428571
2023-02-26,10.448979591836734
2023-02-27,33.306122448979586
2023-02-28,28.081632653061224
2023-03-01,25.469387755102037
2023-03-02,24.816326530612244
2023-03-03,24.163265306122447
2023-03-04,3.265306122448979
2023-03-05,9.795918367346937
2023-03-06,30.693877551020407
2023-03-07,26.122448979591834
2023-03-08,28.734693877551017
2023-03-09,24.816326530612244
2023-03-10,37.224489795918366
2023-03-11,7.183673469387754
2023-03-12,29.387755102040813
2023-03-13,65.3061224489796
2023-03-14,38.53061224489796
2023-03-15,41.795918367346935
2023-03-16,45.71428571428571
2023-03-17,35.91836734693877
2023-03-18,6.530612244897958
2023-03-19,22.857142857142854
2023-03-20,53.55102040816326
2023-03-21,35.91836734693877
2023-03-22,38.53061224489796
2023-03-23,35.265306122448976
2023-03-24,30.04081632653061
2023-03-25,4.571428571428571
2023-03-26,13.714285714285714
2023-03-27,35.91836734693877
2023-03-28,28.734693877551017
2023-03-29,28.081632653061224
2023-03-30,30.04081632653061
2023-03-31,28.081632653061224
2023-04-01,5.877551020408163
2023-04-02,16.3265306122449
2023-04-03,37.87755102040816
2023-04-04,29.387755102040813
2023-04-05,28.081632653061224
2023-04-06,27.428571428571427
2023-04-07,21.551020408163264
2023-04-08,5.224489795918367
2023-04-09,12.408163265306122
2023-04-10,35.91836734693877
2023-04-11,27.428571428571427
2023-04-12,29.387755102040813
2023-04-13,26.77551020408163
2023-04-14,28.081632653061224
2023-04-15,3.9183673469387754
2023-04-16,11.10204081632653
2023-04-17,28.734693877551017
2023-04-18,24.163265306122447
2023-04-19,23.51020408163265
2023-04-20,24.163265306122447
2023-04-21,20.897959183673468
2023-04-22,2.6122448979591835
2023-04-23,11.10204081632653
2023-04-24,26.77551020408163
2023-04-25,23.51020408163265
2023-04-26,22.324545886007677
2023-04-27,24.224015187470336
2023-04-28,23.019027484143763
2023-04-29,3.4724079906804155
2023-04-30,10.88630970358545
2023-05-01,29.22794149372222
2023-05-02,24.040039694524744
2023-05-03,26.817966087069074
2023-05-04,26.633990594123482
2023-05-05,24.91849678560642
2023-05-06,3.9829140958709064
2023-05-07,12.45924839280321
2023-05-08,30.106398584803898
2023-05-09,24.734521292660826
2023-05-10,25.42900289079691
2023-05-11,22.324545886007677
2023-05-12,21.630064287871598
2023-05-13,2.59395089959874
2023-05-14,9.86529749320447
2023-05-15,27.51244768520516
2023-05-16,24.734521292660826
2023-05-17,24.734521292660826
2023-05-18,25.245027397851317
2023-05-19,22.140570393062085
2023-05-20,3.4724079906804155
2023-05-21,11.070285196531042
2023-05-22,32.18984337921215
2023-05-23,25.6129783837425
2023-05-24,22.651076498252575
2023-05-25,26.633990594123482
2023-05-26,22.445010139362296
2023-05-27,3.3115588730206666
2023-05-28,12.510333520300296
2023-05-29,23.548863097035852
2023-05-30,36.79509858911852
2023-05-31,28.332225913621258
2023-06-01,32.3796867584243
2023-06-02,32.011735772533115
2023-06-03,4.783362816585408
2023-06-04,16.557794365103334
2023-06-05,36.05919661733615
2023-06-06,24.65271605470941
2023-06-07,23.916814082927036
2023-06-08,24.65271605470941
2023-06-09,22.07705915347111
2023-06-10,3.679509858911852
2023-06-11,8.830823661388445
2023-06-12,28.332225913621258
2023-06-13,26.492470984165333
2023-06-14,25.756569012382965
2023-06-15,27.59632394183889
2023-06-16,25.020667040600593
2023-06-17,2.5756569012382964
2023-06-18,8.094921689606075
2023-06-19,26.12451999827415
2023-06-20,32.3796867584243
2023-06-21,22.07705915347111
2023-06-22,19.13345126634163
2023-06-23,18.39754929455926
2023-06-24,2.9436078871294815
2023-06-25,9.934676619062
2023-06-26,27.228372955947705
2023-06-27,20.973206195797555
2023-06-28,19.501402252232815
2023-06-29,20.973206195797555
2023-06-30,20.237304224015187
2023-07-01,2.9436078871294815
2023-07-02,8.462872675497259
2023-07-03,22.445010139362296
2023-07-04,10.302627604953186
2023-07-05,26.12451999827415
2023-07-06,20.60525520990637
2023-07-07,20.60525520990637
2023-07-08,2.9436078871294815
2023-07-09,8.462872675497259
2023-07-10,23.916814082927036
2023-07-11,19.869353238124
2023-07-12,22.445010139362296
2023-07-13,21.709108167579927
2023-07-14,21.709108167579927
2023-07-15,3.3115588730206666
2023-07-16,9.934676619062
2023-07-17,24.65271605470941
2023-07-18,20.60525520990637
2023-07-19,22.07705915347111
2023-07-20,23.180912111144668
2023-07-21,21.34115718168874
2023-07-22,2.9436078871294815
2023-07-23,9.566725633170815
2023-07-24,23.180912111144668
2023-07-25,20.60525520990637
2023-07-26,19.13345126634163
2023-07-27,21.709108167579927
2023-07-28,20.237304224015187
2023-07-29,2.2077059153471112
2023-07-30,10.302627604953186
2023-07-31,26.860421970056517
2023-08-01,20.60525520990637
2023-08-02,24.284765068818224
2023-08-03,22.07705915347111
2023-08-04,20.60525520990637
2023-08-05,2.9436078871294815
2023-08-06,9.19877464727963
2023-08-07,25.020667040600593
2023-08-08,21.34115718168874
2023-08-09,20.237304224015187
2023-08-10,21.34115718168874
2023-08-11,19.13345126634163
2023-08-12,2.2077059153471112
2023-08-13,7.726970703714889
2023-08-14,22.07705915347111
2023-08-15,19.501402252232815
2023-08-16,19.501402252232815
2023-08-17,20.973206195797555
2023-08-18,20.60525520990637
2023-08-19,2.5756569012382964
2023-08-20,6.991068731932518
2023-08-21,22.445010139362296
2023-08-22,19.501402252232815
2023-08-23,18.39754929455926
2023-08-24,21.34115718168874
2023-08-25,17.66164732277689
2023-08-26,2.2077059153471112
2023-08-27,8.462872675497259
2023-08-28,21.34115718168874
2023-08-29,18.765500280450446
2023-08-30,18.765500280450446
2023-08-31,19.869353238124
2023-09-01,18.029598308668074
2023-09-02,2.5756569012382964
2023-09-03,4.047460844803037
2023-09-04,12.510333520300296
2023-09-05,23.548863097035852
2023-09-06,17.66164732277689
2023-09-07,19.13345126634163
2023-09-08,16.925745350994518
2023-09-09,2.5756569012382964
2023-09-10,6.623117746041333
2023-09-11,20.237304224015187
2023-09-12,16.18984337921215
2023-09-13,16.18984337921215
2023-09-14,16.557794365103334
2023-09-15,17.66164732277689
2023-09-16,2.5756569012382964
2023-09-17,7.359019717823704
2023-09-18,19.501402252232815
2023-09-19,16.18984337921215
2023-09-20,16.925745350994518
2023-09-21,16.925745350994518
2023-09-22,18.39754929455926
2023-09-23,2.5756569012382964
2023-09-24,5.887215774258963
2023-09-25,21.34115718168874
2023-09-26,18.39754929455926
2023-09-27,17.66164732277689
2023-09-28,18.029598308668074
2023-09-29,18.39754929455926
2023-09-30,2.9436078871294815
2023-10-01,10.302627604953186
2023-10-02,22.07705915347111
2023-10-03,18.765500280450446
2023-10-04,25.756569012382965
2023-10-05,21.34115718168874
2023-10-06,20.973206195797555
2023-10-07,4.783362816585408
2023-10-08,15.085990421538593
2023-10-09,30.53993182896837
2023-10-10,20.973206195797555
2023-10-11,19.501402252232815
2023-10-12,19.13345126634163
2023-10-13,18.029598308668074
2023-10-14,4.047460844803037
2023-10-15,7.726970703714889
2023-10-16,21.709108167579927
2023-10-17,19.501402252232815
2023-10-18,18.029598308668074
2023-10-19,18.765500280450446
2023-10-20,18.39754929455926
2023-10-21,5.151313802476593
2023-10-22,9.934676619062
2023-10-23,23.548863097035852
2023-10-24,19.869353238124
2023-10-25,20.60525520990637
2023-10-26,19.501402252232815
2023-10-27,20.237304224015187
2023-10-28,3.3115588730206666
2023-10-29,8.462872675497259
2023-10-30,25.388618026491777
2023-10-31,20.60525520990637
2023-11-01,22.445010139362296
2023-11-02,19.869353238124
2023-11-03,25.756569012382965
2023-11-04,4.047460844803037
2023-11-05,9.566725633170815
2023-11-06,27.964274927730074
2023-11-07,20.60525520990637
2023-11-08,17.293696336885702
2023-11-09,19.869353238124
2023-11-10,18.39754929455926
2023-11-11,2.9436078871294815
2023-11-12,8.094921689606075
2023-11-13,21.709108167579927
2023-11-14,21.34115718168874
2023-11-15,26.492470984165333
2023-11-16,22.81296112525348
2023-11-17,18.765500280450446
2023-11-18,3.679509858911852
2023-11-19,8.094921689606075
2023-11-20,26.860421970056517
2023-11-21,20.60525520990637
2023-11-22,18.39754929455926
2023-11-23,6.991068731932518
2023-11-24,18.39754929455926
2023-11-25,2.9436078871294815
2023-11-26,8.094921689606075
2023-11-27,25.388618026491777
2023-11-28,20.60525520990637
2023-11-29,19.13345126634163
2023-11-30,19.501402252232815
2023-12-01,18.39754929455926
2023-12-02,4.4154118306942225
2023-12-03,7.726970703714889
2023-12-04,27.59632394183889
2023-12-05,19.13345126634163
2023-12-06,19.13345126634163
2023-12-07,16.925745350994518
2023-12-08,15.453941407429777
2023-12-09,2.9436078871294815
2023-12-10,9.19877464727963
2023-12-11,24.284765068818224
2023-12-12,22.07705915347111
2023-12-13,20.237304224015187
2023-12-14,27.228372955947705
2023-12-15,22.81296112525348
2023-12-16,3.3115588730206666
2023-12-17,8.094921689606075
2023-12-18,26.860421970056517
2023-12-19,19.13345126634163
2023-12-20,20.237304224015187
2023-12-21,22.07705915347111
2023-12-22,21.871006601372045
2023-12-23,2.6418880786987096
2023-12-24,2.6418880786987096
2023-12-25,8.10963972904172
2023-12-26,23.099962894248605
2023-12-27,20.458074815549896
2023-12-28,18.33867713681667
2023-12-29,17.632211243905594
2023-12-30,2.1193976787332267
2023-12-31,3.348353971609785
2024-01-01,9.522571514863873
2024-01-02,23.62245329421409
2024-01-03,18.33867713681667
2024-01-04,17.448235750960002
2024-01-05,16.925745350994518
2024-01-06,1.9354221857876341
2024-01-07,5.9902420503084945
2024-01-08,19.045143029727747
2024-01-09,15.69678905811796
2024-01-10,17.448235750960002
2024-01-11,16.925745350994518
2024-01-12,15.69678905811796
2024-01-13,1.9354221857876341
2024-01-14,3.8708443715752683
2024-01-15,12.870925486473658
2024-01-16,18.33867713681667
2024-01-17,17.448235750960002
2024-01-18,14.990323165206885
2024-01-19,14.80634767226129
2024-01-20,2.6418880786987096
2024-01-21,6.770298140397807
2024-01-22,20.9879242352332
2024-01-23,16.925745350994518
2024-01-24,16.248715536954737
2024-01-25,16.248715536954737
2024-01-26,11.509506838676272
2024-01-27,2.031089442119342
2024-01-28,4.739208698278465
2024-01-29,15.571685722914955
2024-01-30,14.894655908875174
2024-01-31,14.217626094835394
2024-02-01,14.894655908875174
2024-02-02,14.217626094835394
2024-02-03,2.7081192561591227
2024-02-04,6.093268326358026
2024-02-05,16.248715536954737
2024-02-06,12.863566466755833
2024-02-07,11.509506838676272
2024-02-08,14.217626094835394
2024-02-09,12.863566466755833
2024-02-10,2.031089442119342
2024-02-11,4.062178884238684
2024-02-12,14.217626094835394
2024-02-13,14.217626094835394
2024-02-14,16.925745350994518
2024-02-15,14.217626094835394
2024-02-16,14.894655908875174
2024-02-17,2.031089442119342
2024-02-18,3.3851490701989033
2024-02-19,12.186536652716052
2024-02-20,16.925745350994518
2024-02-21,14.217626094835394
2024-02-22,12.863566466755833
2024-02-23,14.894655908875174
2024-02-24,2.031089442119342
2024-02-25,5.4162385123182455
2024-02-26,16.925745350994518
2024-02-27,12.186536652716052
2024-02-28,12.186536652716052
2024-02-29,12.186536652716052
2024-03-01,12.863566466755833
2024-03-02,1.3540596280795614
2024-03-03,5.4162385123182455
2024-03-04,16.248715536954737
2024-03-05,12.863566466755833
2024-03-06,14.894655908875174
2024-03-07,12.863566466755833
2024-03-08,14.894655908875174
2024-03-09,2.031089442119342
2024-03-10,7.447327954437587
2024-03-11,16.248715536954737
2024-03-12,12.186536652716052
2024-03-13,13.540596280795613
2024-03-14,12.186536652716052
2024-03-15,12.863566466755833
2024-03-16,2.031089442119342
2024-03-17,5.4162385123182455
2024-03-18,14.217626094835394
2024-03-19,10.832477024636491
2024-03-20,12.186536652716052
2024-03-21,13.540596280795613
2024-03-22,13.540596280795613
2024-03-23,2.031089442119342
2024-03-24,6.093268326358026
2024-03-25,16.248715536954737
2024-03-26,12.186536652716052
2024-03-27,12.863566466755833
2024-03-28,13.540596280795613
2024-03-29,6.770298140397807
2024-03-30,2.031089442119342
2024-03-31,6.093268326358026
2024-04-01,15.571685722914955
2024-04-02,12.186536652716052
2024-04-03,12.186536652716052
2024-04-04,13.540596280795613
2024-04-05,14.217626094835394
2024-04-06,2.031089442119342
2024-04-07,6.093268326358026
2024-04-08,14.217626094835394
2024-04-09,11.509506838676272
2024-04-10,14.894655908875174
2024-04-11,14.894655908875174
2024-04-12,12.863566466755833
2024-04-13,3.3851490701989033
2024-04-14,14.217626094835394
2024-04-15,20.31089442119342
2024-04-16,15.571685722914955
2024-04-17,14.217626094835394
2024-04-18,12.863566466755833
2024-04-19,20.31089442119342
2024-04-20,2.7081192561591227
2024-04-21,6.093268326358026
2024-04-22,15.571685722914955
2024-04-23,13.540596280795613
2024-04-24,13.540596280795613
2024-04-25,13.540596280795613
2024-04-26,13.540596280795613
2024-04-27,2.031089442119342
2024-04-28,6.770298140397807
2024-04-29,16.248715536954737
2024-04-30,12.863566466755833
2024-05-01,13.540596280795613
2024-05-02,12.186536652716052
2024-05-03,13.540596280795613
2024-05-04,2.031089442119342
2024-05-05,6.770298140397807
2024-05-06,17.6027751650343
2024-05-07,12.186536652716052
2024-05-08,12.186536652716052
2024-05-09,11.509506838676272
2024-05-10,12.186536652716052
2024-05-11,1.3540596280795614
2024-05-12,4.739208698278465
2024-05-13,16.248715536954737
2024-05-14,11.509506838676272
2024-05-15,14.894655908875174
2024-05-16,14.217626094835394
2024-05-17,12.863566466755833
2024-05-18,2.031089442119342
2024-05-19,5.4162385123182455
2024-05-20,15.571685722914955
2024-05-21,11.509506838676272
2024-05-22,10.832477024636491
2024-05-23,14.217626094835394
2024-05-24,12.863566466755833
2024-05-25,2.031089442119342
2024-05-26,2.7081192561591227
2024-05-27,6.770298140397807
2024-05-28,14.217626094835394
2024-05-29,13.540596280795613
2024-05-30,15.571685722914955
2024-05-31,15.571685722914955
2024-06-01,2.7081192561591227
2024-06-02,6.093268326358026
2024-06-03,15.571685722914955
2024-06-04,12.863566466755833
2024-06-05,11.509506838676272
2024-06-06,13.540596280795613
2024-06-07,12.863566466755833
2024-06-08,1.3540596280795614
2024-06-09,4.739208698278465
2024-06-10,15.571685722914955
2024-06-11,12.186536652716052
2024-06-12,13.540596280795613
2024-06-13,12.863566466755833
2024-06-14,12.186536652716052
2024-06-15,1.3540596280795614
2024-06-16,4.062178884238684
2024-06-17,13.540596280795613
2024-06-18,12.186536652716052
2024-06-19,10.15544721059671
2024-06-20,15.571685722914955
2024-06-21,10.15544721059671
2024-06-22,2.031089442119342
2024-06-23,4.739208698278465
2024-06-24,15.571685722914955
2024-06-25,10.832477024636491
2024-06-26,9.47841739655693
2024-06-27,9.47841739655693
2024-06-28,12.863566466755833
2024-06-29,1.3540596280795614
2024-06-30,4.062178884238684
2024-07-01,12.186536652716052
2024-07-02,10.832477024636491
2024-07-03,10.15544721059671
2024-07-04,4.062178884238684
2024-07-05,12.186536652716052
2024-07-06,2.031089442119342
2024-07-07,4.739208698278465
2024-07-08,12.863566466755833
2024-07-09,11.509506838676272
2024-07-10,10.832477024636491
2024-07-11,12.863566466755833
2024-07-12,11.509506838676272
2024-07-13,2.031089442119342
2024-07-14,7.447327954437587
2024-07-15,16.248715536954737
2024-07-16,12.863566466755833
2024-07-17,15.571685722914955
2024-07-18,12.863566466755833
2024-07-19,13.540596280795613
2024-07-20,2.031089442119342
2024-07-21,9.47841739655693
2024-07-22,18.95683479311386
2024-07-23,11.509506838676272
2024-07-24,11.509506838676272
2024-07-25,15.571685722914955
2024-07-26,12.863566466755833
2024-07-27,2.7081192561591227
2024-07-28,5.4162385123182455
2024-07-29,16.248715536954737
2024-07-30,11.509506838676272
2024-07-31,12.186536652716052
2024-08-01,14.217626094835394
2024-08-02,16.248715536954737
2024-08-03,4.062178884238684
2024-08-04,11.509506838676272
2024-08-05,67.70298140397807
2024-08-06,58.22456400742114
2024-08-07,29.78931181775035
2024-08-08,25.050103119471885
2024-08-09,19.63386460715364
2024-08-10,5.4162385123182455
2024-08-11,10.832477024636491
2024-08-12,22.341983863312763
2024-08-13,16.248715536954737
2024-08-14,16.925745350994518
2024-08-15,17.6027751650343
2024-08-16,16.248715536954737
2024-08-17,2.031089442119342
2024-08-18,7.365059391376977
2024-08-19,18.850290260625528
2024-08-20,14.391603875734063
2024-08-21,16.620947068179795
2024-08-22,15.068633689773844
2024-08-23,14.391603875734063
2024-08-24,2.2293431924457323
2024-08-25,9.255887676802818
2024-08-26,21.418148360091152
2024-08-27,14.730118782753953
2024-08-28,12.500775590308223
2024-08-29,14.391603875734063
2024-08-30,12.500775590308223
2024-08-31,1.8908282854258416
2024-09-01,2.5678580994656226
2024-09-02,9.255887676802818
2024-09-03,16.620947068179795
2024-09-04,17.636491789239464
2024-09-05,12.500775590308223
2024-09-06,14.391603875734063
2024-09-07,2.5678580994656226
2024-09-08,7.365059391376977
2024-09-09,16.959461975199687
2024-09-10,12.16226068328833
2024-09-11,14.053088968714173
2024-09-12,12.839290497328111
2024-09-13,12.16226068328833
2024-09-14,2.2293431924457323
2024-09-15,7.026544484357086
2024-09-16,14.730118782753953
2024-09-17,12.137984713860611
2024-09-18,14.565581656632732
2024-09-19,19.420775542176976
