Time,docs
2022-06-29,31.0
2022-06-30,29.0
2022-07-01,25.0
2022-07-02,16.0
2022-07-03,14.0
2022-07-04,18.0
2022-07-05,27.0
2022-07-06,30.0
2022-07-07,29.0
2022-07-08,26.0
2022-07-09,18.0
2022-07-10,18.0
2022-07-11,31.0
2022-07-12,29.0
2022-07-13,30.0
2022-07-14,30.0
2022-07-15,27.0
2022-07-16,17.0
2022-07-17,18.0
2022-07-18,30.0
2022-07-19,31.0
2022-07-20,30.0
2022-07-21,29.0
2022-07-22,28.0
2022-07-23,17.0
2022-07-24,19.0
2022-07-25,30.0
2022-07-26,32.0
2022-07-27,30.0
2022-07-28,31.0
2022-07-29,28.0
2022-07-30,16.0
2022-07-31,19.0
2022-08-01,31.0
2022-08-02,32.0
2022-08-03,32.0
2022-08-04,33.0
2022-08-05,28.0
2022-08-06,18.0
2022-08-07,20.0
2022-08-08,33.0
2022-08-09,36.0
2022-08-10,35.0
2022-08-11,38.0
2022-08-12,36.0
2022-08-13,18.0
2022-08-14,21.0
2022-08-15,43.0
2022-08-16,44.0
2022-08-17,47.0
2022-08-18,52.0
2022-08-19,48.0
2022-08-20,21.0
2022-08-21,24.0
2022-08-22,61.0
2022-08-23,67.0
2022-08-24,73.0
2022-08-25,73.0
2022-08-26,65.0
2022-08-27,27.0
2022-08-28,30.0
2022-08-29,78.95088194490322
2022-08-30,79.95666248265837
2022-08-31,83.97978463367906
2022-09-01,86.99712624694456
2022-09-02,70.90463764286186
2022-09-03,25.144513443879234
2022-09-04,27.156074519389573
2022-09-05,37.713879896941265
2022-09-06,88.00290678469975
2022-09-07,93.03180947347559
2022-09-08,95.04337054898593
2022-09-09,78.95088194490322
2022-09-10,29.667635594899913
2022-09-11,35.70231882143093
2022-09-12,99.06649270000659
2022-09-13,99.56649270000659
2022-09-14,99.06649270000659
2022-09-15,99.06649270000659
2022-09-16,83.97978463367906
2022-09-17,29.667635594899913
2022-09-18,37.713879896941265
2022-09-19,99.06649270000659
2022-09-20,99.06649270000659
2022-09-21,100.07227323776178
2022-09-22,97.05493162449626
2022-09-23,81.96822355816872
2022-09-24,29.667635594899913
2022-09-25,37.213879896941265
2022-09-26,94.03759001123075
2022-09-27,97.05493162449626
2022-09-28,96.09830217348218
2022-09-29,94.07518002246151
2022-09-30,78.90176388980643
2022-10-01,32.36995441633084
2022-10-02,36.4161987183722
2022-10-03,96.09830217348218
2022-10-04,96.09830217348218
2022-10-05,89.01737464490981
2022-10-06,96.09830217348218
2022-10-07,78.90176388980643
2022-10-08,28.323710114289486
2022-10-09,34.39307656735152
2022-10-10,81.93644711633745
2022-10-11,95.08674109797185
2022-10-12,85.98269141837879
2022-10-13,92.05205787144084
2022-10-14,75.86708066327542
2022-10-15,30.346832265310162
2022-10-16,37.42775979388254
2022-10-17,92.05205787144084
2022-10-18,95.08674109797185
2022-10-19,96.09830217348218
2022-10-20,92.05205787144084
2022-10-21,82.94800819184778
2022-10-22,29.335271189799826
2022-10-23,36.4161987183722
2022-10-24,93.06361894695117
2022-10-25,94.07518002246151
2022-10-26,93.06361894695117
2022-10-27,96.09830217348218
2022-10-28,75.86708066327542
2022-10-29,29.335271189799826
2022-10-30,35.40463764286186
2022-10-31,95.08674109797185
2022-11-01,90.02893572042015
2022-11-02,93.06361894695117
2022-11-03,93.06361894695117
2022-11-04,80.9248860408271
2022-11-05,30.346832265310162
2022-11-06,34.39307656735152
2022-11-07,89.01737464490981
2022-11-08,80.9248860408271
2022-11-09,86.99425249388914
2022-11-10,88.00581356939948
2022-11-11,59.68210345510999
2022-11-12,30.346832265310162
2022-11-13,37.42775979388254
2022-11-14,98.12142432450287
2022-11-15,101.15610755103388
2022-11-16,96.09830217348218
2022-11-17,93.06361894695117
2022-11-18,78.90176388980643
2022-11-19,30.346832265310162
2022-11-20,32.36995441633084
2022-11-21,66.76303098368236
2022-11-22,58.67054237959965
2022-11-23,36.4161987183722
2022-11-24,18.2080993591861
2022-11-25,22.254343661227452
2022-11-26,23.26590473673779
2022-11-27,33.38151549184118
2022-11-28,88.00581356939948
2022-11-29,93.06361894695117
2022-11-30,94.07518002246151
2022-12-01,94.07518002246151
2022-12-02,84.97113034286846
2022-12-03,33.38151549184118
2022-12-04,40.46244302041355
2022-12-05,95.08674109797185
2022-12-06,101.15610755103388
2022-12-07,94.07518002246151
2022-12-08,94.07518002246151
2022-12-09,80.9248860408271
2022-12-10,34.39307656735152
2022-12-11,37.42775979388254
2022-12-12,91.0404967959305
2022-12-13,84.97113034286846
2022-12-14,80.9248860408271
2022-12-15,74.85551958776507
2022-12-16,61.70522560613067
2022-12-17,24.27746581224813
2022-12-18,22.254343661227452
2022-12-19,51.58961485102728
2022-12-20,43.49712624694457
2022-12-21,39.450881944903216
2022-12-22,30.346832265310162
2022-12-23,20.231221510206776
2022-12-24,14.161855057144743
2022-12-25,13.150293981634405
2022-12-26,13.150293981634405
2022-12-27,19.219660434696436
2022-12-28,19.219660434696436
2022-12-29,20.231221510206776
2022-12-30,18.2080993591861
2022-12-31,14.161855057144743
2023-01-01,14.161855057144743
2023-01-02,24.27746581224813
2023-01-03,44.508687322454904
2023-01-04,52.60117592653762
2023-01-05,57.65898130408931
2023-01-06,57.65898130408931
2023-01-07,21.242782585717116
2023-01-08,24.27746581224813
2023-01-09,71.82083636123406
2023-01-10,76.87864173878575
2023-01-11,77.89020281429609
2023-01-12,78.90176388980643
2023-01-13,65.75146990817203
2023-01-14,25.28902688775847
2023-01-15,25.28902688775847
2023-01-16,36.4161987183722
2023-01-17,82.94800819184778
2023-01-18,81.93644711633745
2023-01-19,88.00581356939948
2023-01-20,71.82083636123406
2023-01-21,27.312149038779147
2023-01-22,31.358393340820502
2023-01-23,85.98269141837879
2023-01-24,91.0404967959305
2023-01-25,78.90176388980643
2023-01-26,89.01737464490981
2023-01-27,75.86708066327542
2023-01-28,29.335271189799826
2023-01-29,32.36995441633084
2023-01-30,85.98269141837879
2023-01-31,94.07518002246151
2023-02-01,88.00581356939948
2023-02-02,92.05205787144084
2023-02-03,81.93644711633745
2023-02-04,32.36995441633084
2023-02-05,37.42775979388254
2023-02-06,98.12142432450287
2023-02-07,95.08674109797185
2023-02-08,93.06361894695117
2023-02-09,92.05205787144084
2023-02-10,81.93644711633745
2023-02-11,33.38151549184118
2023-02-12,36.4161987183722
2023-02-13,84.97113034286846
2023-02-14,84.97113034286846
2023-02-15,85.98269141837879
2023-02-16,85.98269141837879
2023-02-17,65.75146990817203
2023-02-18,28.323710114289486
2023-02-19,29.335271189799826
2023-02-20,52.60117592653762
2023-02-21,81.93644711633745
2023-02-22,80.9248860408271
2023-02-23,76.87864173878575
2023-02-24,73.84395851225473
2023-02-25,30.346832265310162
2023-02-26,34.39307656735152
2023-02-27,85.98269141837879
2023-02-28,86.99425249388914
2023-03-01,88.00581356939948
2023-03-02,81.93644711633745
2023-03-03,67.7745920591927
2023-03-04,29.335271189799826
2023-03-05,32.36995441633084
2023-03-06,83.95956926735812
2023-03-07,80.9248860408271
2023-03-08,81.93644711633745
2023-03-09,79.91332496531676
2023-03-10,66.76303098368236
2023-03-11,28.323710114289486
2023-03-12,30.346832265310162
2023-03-13,69.79771421021337
2023-03-14,68.78615313470304
2023-03-15,71.82083636123406
2023-03-16,66.76303098368236
2023-03-17,57.65898130408931
2023-03-18,27.312149038779147
2023-03-19,30.346832265310162
2023-03-20,77.89020281429609
2023-03-21,74.85551958776507
2023-03-22,71.82083636123406
2023-03-23,73.84395851225473
2023-03-24,63.72834775715135
2023-03-25,27.312149038779147
2023-03-26,32.36995441633084
2023-03-27,76.87864173878575
2023-03-28,76.87864173878575
2023-03-29,73.84395851225473
2023-03-30,73.84395851225473
2023-03-31,60.693664530620325
2023-04-01,25.28902688775847
2023-04-02,30.346832265310162
2023-04-03,70.80927528572371
2023-04-04,72.8323974367444
2023-04-05,68.78615313470304
2023-04-06,62.716786681641004
2023-04-07,38.43932086939287
2023-04-08,25.28902688775847
2023-04-09,25.28902688775847
2023-04-10,66.76303098368236
2023-04-11,73.84395851225473
2023-04-12,74.85551958776507
2023-04-13,72.8323974367444
2023-04-14,63.72834775715135
2023-04-15,27.312149038779147
2023-04-16,34.39307656735152
2023-04-17,80.9248860408271
2023-04-18,78.90176388980643
2023-04-19,79.91332496531676
2023-04-20,78.90176388980643
2023-04-21,63.72834775715135
2023-04-22,28.323710114289486
2023-04-23,35.40463764286186
2023-04-24,81.93644711633745
2023-04-25,82.94800819184778
2023-04-26,78.03326936560063
2023-04-27,80.86818967409488
2023-04-28,69.08931554170832
2023-04-29,32.43511444931987
2023-04-30,38.544147964717936
2023-05-01,87.9221966256577
2023-05-02,82.25235600866921
2023-05-03,76.14332249327114
2023-05-04,78.97824280176538
2023-05-05,63.92525546247498
2023-05-06,29.60019414082562
2023-05-07,31.995921550910285
2023-05-08,80.86818967409488
2023-05-09,78.5390499033558
2023-05-10,76.6491030310263
2023-05-11,74.75915615869681
2023-05-12,63.486062564065406
2023-05-13,25.381107497757043
2023-05-14,27.27105437008654
2023-05-15,73.81418272253205
2023-05-16,71.92423585020256
2023-05-17,67.70514920713399
2023-05-18,67.70514920713399
2023-05-19,58.761195383241656
2023-05-20,22.546187189262795
2023-05-21,27.27105437008654
2023-05-22,63.92525546247498
2023-05-23,60.65114225557116
2023-05-24,59.70616881940641
2023-05-25,56.43205561250258
2023-05-26,43.91928984095796
2023-05-27,20.20287332684066
2023-05-28,18.446101733202344
2023-05-29,23.7164165141173
2023-05-30,49.18960462187292
2023-05-31,48.31121882505376
2023-06-01,46.55444723141544
2023-06-02,38.64897506004301
2023-06-03,18.446101733202344
2023-06-04,21.95964492047898
2023-06-05,45.67606143459628
2023-06-06,43.91928984095796
2023-06-07,40.40574665368132
2023-06-08,39.52736085686216
2023-06-09,33.37866027912805
2023-06-10,19.324487530021504
2023-06-11,21.08125912365982
2023-06-12,36.89220346640469
2023-06-13,36.89220346640469
2023-06-14,35.13543187276637
2023-06-15,33.37866027912805
2023-06-16,26.351573904574774
2023-06-17,16.689330139564024
2023-06-18,14.932558545925707
2023-06-19,26.351573904574774
2023-06-20,30.743502888670573
2023-06-21,29.865117091851413
2023-06-22,28.108345498213094
2023-06-23,26.351573904574774
2023-06-24,15.810944342744865
2023-06-25,17.567715936383184
2023-06-26,30.743502888670573
2023-06-27,29.865117091851413
2023-06-28,29.865117091851413
2023-06-29,28.986731295032254
2023-06-30,24.59480231093646
2023-07-01,15.810944342744865
2023-07-02,15.810944342744865
2023-07-03,25.473188107755615
2023-07-04,15.810944342744865
2023-07-05,27.229959701393934
2023-07-06,30.743502888670573
2023-07-07,27.229959701393934
2023-07-08,17.567715936383184
2023-07-09,15.810944342744865
2023-07-10,28.108345498213094
2023-07-11,28.986731295032254
2023-07-12,26.351573904574774
2023-07-13,28.108345498213094
2023-07-14,24.59480231093646
2023-07-15,16.689330139564024
2023-07-16,17.567715936383184
2023-07-17,28.108345498213094
2023-07-18,25.473188107755615
2023-07-19,25.473188107755615
2023-07-20,24.59480231093646
2023-07-21,21.08125912365982
2023-07-22,14.054172749106547
2023-07-23,14.054172749106547
2023-07-24,25.473188107755615
2023-07-25,24.59480231093646
2023-07-26,23.7164165141173
2023-07-27,23.7164165141173
2023-07-28,21.08125912365982
2023-07-29,14.054172749106547
2023-07-30,14.932558545925707
2023-07-31,24.59480231093646
2023-08-01,25.473188107755615
2023-08-02,25.473188107755615
2023-08-03,26.351573904574774
2023-08-04,23.7164165141173
2023-08-05,14.932558545925707
2023-08-06,14.932558545925707
2023-08-07,27.229959701393934
2023-08-08,27.229959701393934
2023-08-09,29.865117091851413
2023-08-10,29.865117091851413
2023-08-11,28.986731295032254
2023-08-12,14.054172749106547
2023-08-13,15.810944342744865
2023-08-14,34.25704607594721
2023-08-15,36.01381766958553
2023-08-16,40.40574665368132
2023-08-17,40.40574665368132
2023-08-18,36.89220346640469
2023-08-19,15.810944342744865
2023-08-20,18.446101733202344
2023-08-21,48.31121882505376
2023-08-22,53.58153360596871
2023-08-23,57.97346259006451
2023-08-24,57.09507679324535
2023-08-25,48.31121882505376
2023-08-26,18.446101733202344
2023-08-27,23.7164165141173
2023-08-28,64.12216316779862
2023-08-29,63.24377737097946
2023-08-30,65.87893476143694
2023-08-31,64.12216316779862
2023-09-01,53.58153360596871
2023-09-02,17.567715936383184
2023-09-03,21.08125912365982
2023-09-04,28.986731295032254
2023-09-05,68.51409215189442
2023-09-06,71.1492495423519
2023-09-07,72.90602113599022
2023-09-08,64.12216316779862
2023-09-09,23.7164165141173
2023-09-10,27.229959701393934
2023-09-11,77.29795012008601
2023-09-12,81.6898791041818
2023-09-13,79.05472171372432
2023-09-14,78.17633591690517
2023-09-15,65.87893476143694
2023-09-16,25.473188107755615
2023-09-17,29.865117091851413
2023-09-18,77.29795012008601
2023-09-19,78.17633591690517
2023-09-20,76.41956432326685
2023-09-21,79.05472171372432
2023-09-22,64.12216316779862
2023-09-23,25.473188107755615
2023-09-24,29.865117091851413
2023-09-25,72.90602113599022
2023-09-26,78.17633591690517
2023-09-27,79.05472171372432
2023-09-28,79.93310751054348
2023-09-29,69.39247794871358
2023-09-30,25.473188107755615
2023-10-01,30.743502888670573
2023-10-02,78.17633591690517
2023-10-03,78.17633591690517
2023-10-04,75.5411785264477
2023-10-05,79.05472171372432
2023-10-06,60.608619980521986
2023-10-07,24.59480231093646
2023-10-08,27.229959701393934
2023-10-09,62.3653915741603
2023-10-10,72.90602113599022
2023-10-11,72.90602113599022
2023-10-12,73.78440693280938
2023-10-13,57.09507679324535
2023-10-14,24.59480231093646
2023-10-15,29.865117091851413
2023-10-16,72.02763533917106
2023-10-17,77.29795012008601
2023-10-18,70.27086374553274
2023-10-19,71.1492495423519
2023-10-20,59.73023418370283
2023-10-21,24.59480231093646
2023-10-22,29.865117091851413
2023-10-23,73.78440693280938
2023-10-24,78.17633591690517
2023-10-25,74.66279272962853
2023-10-26,73.78440693280938
2023-10-27,54.45991940278787
2023-10-28,22.83803071729814
2023-10-29,26.351573904574774
2023-10-30,74.66279272962853
2023-10-31,70.27086374553274
2023-11-01,67.63570635507526
2023-11-02,72.90602113599022
2023-11-03,60.608619980521986
2023-11-04,23.7164165141173
2023-11-05,28.986731295032254
2023-11-06,72.02763533917106
2023-11-07,67.63570635507526
2023-11-08,72.02763533917106
2023-11-09,68.51409215189442
2023-11-10,47.4328330282346
2023-11-11,23.7164165141173
2023-11-12,27.229959701393934
2023-11-13,70.27086374553274
2023-11-14,74.66279272962853
2023-11-15,73.78440693280938
2023-11-16,72.02763533917106
2023-11-17,60.608619980521986
2023-11-18,24.59480231093646
2023-11-19,25.473188107755615
2023-11-20,52.70314780914955
2023-11-21,45.67606143459628
2023-11-22,28.108345498213094
2023-11-23,14.932558545925707
2023-11-24,14.932558545925707
2023-11-25,17.567715936383184
2023-11-26,26.351573904574774
2023-11-27,69.39247794871358
2023-11-28,71.1492495423519
2023-11-29,73.78440693280938
2023-11-30,72.90602113599022
2023-12-01,65.00054896461778
2023-12-02,28.108345498213094
2023-12-03,29.865117091851413
2023-12-04,79.93310751054348
2023-12-05,79.93310751054348
2023-12-06,78.17633591690517
2023-12-07,77.29795012008601
2023-12-08,75.5411785264477
2023-12-09,34.25704607594721
2023-12-10,36.01381766958553
2023-12-11,78.17633591690517
2023-12-12,75.5411785264477
2023-12-13,71.1492495423519
2023-12-14,64.12216316779862
2023-12-15,53.58153360596871
2023-12-16,21.08125912365982
2023-12-17,21.08125912365982
2023-12-18,44.79767563777712
2023-12-19,43.0409040441388
2023-12-20,36.89220346640469
2023-12-21,30.743502888670573
2023-12-22,19.22322434527621
2023-12-23,13.207033877865936
2023-12-24,11.22545801409307
2023-12-25,10.78626511568349
2023-12-26,13.207033877865936
2023-12-27,14.8208797193209
2023-12-28,14.8208797193209
2023-12-29,14.013956798593417
2023-12-30,12.032380934820551
2023-12-31,13.207033877865936
2024-01-01,13.207033877865936
2024-01-02,27.22099067645935
2024-01-03,36.02567992836998
2024-01-04,39.6211016335978
2024-01-05,37.63952576982494
2024-01-06,16.802455583093767
2024-01-07,20.03014726600369
2024-01-08,46.44421502173556
2024-01-09,48.425790885508434
2024-01-10,55.24890427364619
2024-01-11,55.61663429596409
2024-01-12,48.425790885508434
2024-01-13,18.416301424548728
2024-01-14,19.22322434527621
2024-01-15,25.607144835004387
2024-01-16,47.61886796478095
2024-01-17,58.03740305814654
2024-01-18,59.6512488996015
2024-01-19,50.039636726963394
2024-01-20,21.204800209049075
2024-01-21,23.534721428345748
2024-01-22,58.10134352622856
2024-01-23,60.30772366013598
2024-01-24,63.985023883315
2024-01-25,63.985023883315
2024-01-26,56.63042343695695
2024-01-27,24.27018147298155
2024-01-28,28.68294174079638
2024-01-29,66.92686406185823
2024-01-30,70.60416428503724
2024-01-31,67.66232410649403
2024-02-01,72.07508437430886
2024-02-02,64.72048392795081
2024-02-03,27.212021651524772
2024-02-04,27.947481696160576
2024-02-05,69.86870424040144
2024-02-06,72.07508437430886
2024-02-07,73.54600446358046
2024-02-08,71.33962432967304
2024-02-09,63.249563838679194
2024-02-10,27.212021651524772
2024-02-11,28.68294174079638
2024-02-12,61.043183704771785
2024-02-13,69.86870424040144
2024-02-14,68.39778415112983
2024-02-15,68.39778415112983
2024-02-16,58.10134352622856
2024-02-17,26.476561606888964
2024-02-18,27.212021651524772
2024-02-19,46.33398281205569
2024-02-20,66.92686406185823
2024-02-21,68.39778415112983
2024-02-22,69.13324419576563
2024-02-23,55.159503347685344
2024-02-24,26.476561606888964
2024-02-25,30.15386183006799
2024-02-26,72.07508437430886
2024-02-27,70.60416428503724
2024-02-28,68.39778415112983
2024-02-29,65.45594397258661
2024-03-01,61.043183704771785
2024-03-02,25.74110156225316
2024-03-03,28.68294174079638
2024-03-04,64.72048392795081
2024-03-05,61.043183704771785
2024-03-06,64.72048392795081
2024-03-07,65.45594397258661
2024-03-08,55.159503347685344
2024-03-09,22.799261383709943
2024-03-10,27.212021651524772
2024-03-11,55.89496339232115
2024-03-12,55.159503347685344
2024-03-13,55.89496339232115
2024-03-14,55.159503347685344
2024-03-15,44.86306272278408
2024-03-16,22.06380133907414
2024-03-17,25.005641517617356
2024-03-18,61.043183704771785
2024-03-19,61.043183704771785
2024-03-20,60.30772366013598
2024-03-21,58.10134352622856
2024-03-22,47.8049029013273
2024-03-23,21.328341294438335
2024-03-24,25.74110156225316
2024-03-25,57.36588348159276
2024-03-26,55.89496339232115
2024-03-27,52.95312321377793
2024-03-28,49.27582299059891
2024-03-29,30.889321874703793
2024-03-30,19.857421205166723
2024-03-31,19.12196116053092
2024-04-01,47.8049029013273
2024-04-02,54.424043303049544
2024-04-03,55.159503347685344
2024-04-04,55.159503347685344
2024-04-05,47.069442856691495
2024-04-06,22.06380133907414
2024-04-07,25.005641517617356
2024-04-08,52.95312321377793
2024-04-09,62.51410379404339
2024-04-10,59.57226361550018
2024-04-11,61.778643749407586
2024-04-12,55.89496339232115
2024-04-13,23.534721428345748
2024-04-14,29.418401785432184
2024-04-15,65.45594397258661
2024-04-16,63.249563838679194
2024-04-17,64.72048392795081
2024-04-18,63.985023883315
2024-04-19,52.21766316914213
2024-04-20,23.534721428345748
2024-04-21,27.947481696160576
2024-04-22,63.249563838679194
2024-04-23,61.778643749407586
2024-04-24,60.30772366013598
2024-04-25,61.778643749407586
2024-04-26,50.74674307987052
2024-04-27,23.534721428345748
2024-04-28,27.947481696160576
2024-04-29,63.249563838679194
2024-04-30,64.72048392795081
2024-05-01,58.83680357086437
2024-05-02,59.57226361550018
2024-05-03,50.74674307987052
2024-05-04,24.27018147298155
2024-05-05,25.74110156225316
2024-05-06,59.57226361550018
2024-05-07,58.10134352622856
2024-05-08,56.63042343695695
2024-05-09,52.95312321377793
2024-05-10,46.33398281205569
2024-05-11,19.857421205166723
2024-05-12,18.386501115895115
2024-05-13,55.159503347685344
2024-05-14,52.95312321377793
2024-05-15,52.95312321377793
2024-05-16,50.74674307987052
2024-05-17,43.39214263351247
2024-05-18,18.386501115895115
2024-05-19,21.328341294438335
2024-05-20,47.8049029013273
2024-05-21,47.8049029013273
2024-05-22,44.86306272278408
2024-05-23,42.65668258887667
2024-05-24,34.566622097882814
2024-05-25,16.180120981987702
2024-05-26,16.180120981987702
2024-05-27,19.12196116053092
2024-05-28,39.714842410333446
2024-05-29,40.450302454969254
2024-05-30,39.714842410333446
2024-05-31,31.624781919339597
2024-06-01,16.915581026623506
2024-06-02,17.65104107125931
2024-06-03,37.50846227642604
2024-06-04,37.50846227642604
2024-06-05,35.30208214251862
2024-06-06,31.624781919339597
2024-06-07,27.947481696160576
2024-06-08,16.180120981987702
2024-06-09,16.180120981987702
2024-06-10,31.624781919339597
2024-06-11,30.15386183006799
2024-06-12,30.15386183006799
2024-06-13,27.947481696160576
2024-06-14,22.06380133907414
2024-06-15,13.973740848080288
2024-06-16,14.709200892716092
2024-06-17,25.005641517617356
2024-06-18,25.74110156225316
2024-06-19,21.328341294438335
2024-06-20,23.534721428345748
2024-06-21,21.328341294438335
2024-06-22,14.709200892716092
2024-06-23,15.444660937351896
2024-06-24,26.476561606888964
2024-06-25,25.005641517617356
2024-06-26,24.27018147298155
2024-06-27,23.534721428345748
2024-06-28,19.12196116053092
2024-06-29,14.709200892716092
2024-06-30,13.973740848080288
2024-07-01,25.005641517617356
2024-07-02,25.005641517617356
2024-07-03,22.06380133907414
2024-07-04,14.709200892716092
2024-07-05,14.709200892716092
2024-07-06,15.444660937351896
2024-07-07,14.709200892716092
2024-07-08,24.27018147298155
2024-07-09,24.27018147298155
2024-07-10,25.74110156225316
2024-07-11,25.005641517617356
2024-07-12,20.59288124980253
2024-07-13,13.238280803444482
2024-07-14,13.973740848080288
2024-07-15,25.74110156225316
2024-07-16,25.005641517617356
2024-07-17,25.005641517617356
2024-07-18,24.27018147298155
2024-07-19,20.59288124980253
2024-07-20,13.973740848080288
2024-07-21,14.709200892716092
2024-07-22,25.74110156225316
2024-07-23,25.74110156225316
2024-07-24,25.005641517617356
2024-07-25,24.27018147298155
2024-07-26,22.06380133907414
2024-07-27,13.238280803444482
2024-07-28,16.180120981987702
2024-07-29,25.005641517617356
2024-07-30,24.27018147298155
2024-07-31,25.74110156225316
2024-08-01,24.27018147298155
2024-08-02,22.799261383709943
2024-08-03,13.973740848080288
2024-08-04,14.709200892716092
2024-08-05,24.27018147298155
2024-08-06,26.476561606888964
2024-08-07,27.947481696160576
2024-08-08,25.74110156225316
2024-08-09,25.005641517617356
2024-08-10,13.973740848080288
2024-08-11,16.180120981987702
2024-08-12,28.68294174079638
2024-08-13,31.624781919339597
2024-08-14,33.83116205324701
2024-08-15,35.30208214251862
2024-08-16,33.83116205324701
2024-08-17,14.709200892716092
2024-08-18,17.7071696349926
2024-08-19,43.32095608042253
2024-08-20,44.46100341572852
2024-08-21,45.58262211685837
2024-08-22,47.090399474482254
2024-08-23,43.32095608042253
2024-08-24,17.7071696349926
2024-08-25,21.090454372558277
2024-08-26,56.137063620225575
2024-08-27,58.01257100016736
2024-08-28,59.15261833547335
2024-08-29,62.53590307303902
2024-08-30,50.859842868541975
2024-08-31,19.214946992616486
2024-09-01,21.476613029052317
2024-09-02,28.62934116067771
2024-09-03,64.04368043066292
2024-09-04,64.79756910947486
2024-09-05,64.04368043066292
2024-09-06,58.01257100016736
2024-09-07,24.85989776661799
2024-09-08,28.62934116067771
2024-09-09,71.95029724110026
2024-09-10,71.95029724110026
2024-09-11,67.42696516822858
2024-09-12,71.1964085622883
2024-09-13,58.7664596789793
2024-09-14,24.85989776661799
2024-09-15,28.62934116067771
2024-09-16,70.8286785399704
2024-09-17,76.45941398582013
2024-09-18,71.05319279490355
2024-09-19,71.82551010789165
2024-09-20,57.15148116111808
2024-09-21,27.031105954582877
2024-09-22,30.120375206535204
