Time,senate
2022-09-04,13.5
2022-09-05,13.5
2022-09-06,15.5
2022-09-07,16.5
2022-09-08,16.5
2022-09-09,16.0
2022-09-10,14.0
2022-09-11,13.5
2022-09-12,16.0
2022-09-13,17.0
2022-09-14,27.0
2022-09-15,17.5
2022-09-16,16.5
2022-09-17,13.5
2022-09-18,13.5
2022-09-19,17.0
2022-09-20,18.0
2022-09-21,17.5
2022-09-22,17.0
2022-09-23,16.5
2022-09-24,14.0
2022-09-25,13.5
2022-09-26,16.5
2022-09-27,17.5
2022-09-28,16.0
2022-09-29,16.0
2022-09-30,16.0
2022-10-01,16.0
2022-10-02,16.0
2022-10-03,16.0
2022-10-04,32.0
2022-10-05,32.0
2022-10-06,32.0
2022-10-07,32.0
2022-10-08,16.0
2022-10-09,16.0
2022-10-10,32.0
2022-10-11,32.0
2022-10-12,32.0
2022-10-13,32.0
2022-10-14,32.0
2022-10-15,32.0
2022-10-16,16.0
2022-10-17,32.0
2022-10-18,48.0
2022-10-19,32.0
2022-10-20,32.0
2022-10-21,32.0
2022-10-22,32.0
2022-10-23,32.0
2022-10-24,32.0
2022-10-25,48.0
2022-10-26,80.0
2022-10-27,48.0
2022-10-28,48.0
2022-10-29,32.0
2022-10-30,32.0
2022-10-31,48.0
2022-11-01,48.0
2022-11-02,48.0
2022-11-03,48.0
2022-11-04,48.0
2022-11-05,48.0
2022-11-06,48.0
2022-11-07,64.0
2022-11-08,144.0
2022-11-09,1600.0
2022-11-10,592.0
2022-11-11,352.0
2022-11-12,432.0
2022-11-13,432.0
2022-11-14,144.0
2022-11-15,128.0
2022-11-16,112.0
2022-11-17,112.0
2022-11-18,64.0
2022-11-19,32.0
2022-11-20,16.0
2022-11-21,32.0
2022-11-22,32.0
2022-11-23,16.0
2022-11-24,32.0
2022-11-25,16.0
2022-11-26,16.0
2022-11-27,16.0
2022-11-28,32.0
2022-11-29,32.0
2022-11-30,48.0
2022-12-01,32.0
2022-12-02,32.0
2022-12-03,32.0
2022-12-04,32.0
2022-12-05,32.0
2022-12-06,80.0
2022-12-07,368.0
2022-12-08,48.0
2022-12-09,32.0
2022-12-10,16.0
2022-12-11,16.0
2022-12-12,16.0
2022-12-13,16.0
2022-12-14,16.0
2022-12-15,16.0
2022-12-16,16.0
2022-12-17,16.0
2022-12-18,0.0
2022-12-19,16.0
2022-12-20,16.0
2022-12-21,16.0
2022-12-22,16.0
2022-12-23,16.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,16.0
2023-01-04,16.0
2023-01-05,16.0
2023-01-06,16.0
2023-01-07,16.0
2023-01-08,16.0
2023-01-09,16.0
2023-01-10,16.0
2023-01-11,16.0
2023-01-12,16.0
2023-01-13,16.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,16.0
2023-01-18,16.0
2023-01-19,16.0
2023-01-20,16.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,16.0
2023-01-24,16.0
2023-01-25,16.0
2023-01-26,16.0
2023-01-27,16.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,16.0
2023-01-31,16.0
2023-02-01,16.0
2023-02-02,16.0
2023-02-03,16.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,16.0
2023-02-07,16.0
2023-02-08,16.0
2023-02-09,16.0
2023-02-10,16.0
2023-02-11,16.0
2023-02-12,16.0
2023-02-13,16.0
2023-02-14,16.0
2023-02-15,16.0
2023-02-16,16.0
2023-02-17,16.0
2023-02-18,16.0
2023-02-19,0.0
2023-02-20,16.0
2023-02-21,16.0
2023-02-22,16.0
2023-02-23,16.0
2023-02-24,16.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,16.0
2023-02-28,16.0
2023-03-01,16.0
2023-03-02,16.0
2023-03-03,16.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,16.0
2023-03-07,16.0
2023-03-08,16.0
2023-03-09,16.0
2023-03-10,16.0
2023-03-11,16.0
2023-03-12,0.0
2023-03-13,16.0
2023-03-14,16.0
2023-03-15,16.0
2023-03-16,16.0
2023-03-17,16.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,16.0
2023-03-21,16.0
2023-03-22,16.0
2023-03-23,16.0
2023-03-24,16.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,16.0
2023-03-28,16.0
2023-03-29,16.0
2023-03-30,16.0
2023-03-31,16.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,16.0
2023-04-04,16.0
2023-04-05,16.0
2023-04-06,16.0
2023-04-07,16.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,16.0
2023-04-11,16.0
2023-04-12,16.0
2023-04-13,16.0
2023-04-14,16.0
2023-04-15,16.0
2023-04-16,16.0
2023-04-17,16.0
2023-04-18,16.0
2023-04-19,16.0
2023-04-20,16.0
2023-04-21,16.0
2023-04-22,16.0
2023-04-23,16.0
2023-04-24,16.0
2023-04-25,16.0
2023-04-26,17.043478260869563
2023-04-27,17.043478260869563
2023-04-28,18.086956521739133
2023-04-29,12.173913043478262
2023-04-30,12.521739130434781
2023-05-01,16.0
2023-05-02,16.347826086956523
2023-05-03,16.347826086956523
2023-05-04,16.347826086956523
2023-05-05,14.26086956521739
2023-05-06,3.4782608695652173
2023-05-07,3.8260869565217392
2023-05-08,14.956521739130434
2023-05-09,16.0
2023-05-10,16.0
2023-05-11,16.347826086956523
2023-05-12,14.608695652173914
2023-05-13,3.1304347826086953
2023-05-14,3.1304347826086953
2023-05-15,14.608695652173914
2023-05-16,16.695652173913043
2023-05-17,16.695652173913043
2023-05-18,16.695652173913043
2023-05-19,15.652173913043478
2023-05-20,12.173913043478262
2023-05-21,3.8260869565217392
2023-05-22,14.608695652173914
2023-05-23,14.956521739130434
2023-05-24,14.26086956521739
2023-05-25,14.26086956521739
2023-05-26,10.434782608695652
2023-05-27,6.956521739130435
2023-05-28,8.347826086956522
2023-05-29,7.6521739130434785
2023-05-30,10.434782608695652
2023-05-31,13.217391304347826
2023-06-01,29.217391304347824
2023-06-02,39.65217391304348
2023-06-03,9.043478260869565
2023-06-04,6.956521739130435
2023-06-05,9.73913043478261
2023-06-06,10.434782608695652
2023-06-07,11.826086956521738
2023-06-08,11.130434782608695
2023-06-09,9.043478260869565
2023-06-10,6.956521739130435
2023-06-11,5.565217391304348
2023-06-12,9.73913043478261
2023-06-13,11.826086956521738
2023-06-14,11.826086956521738
2023-06-15,11.826086956521738
2023-06-16,8.347826086956522
2023-06-17,6.260869565217391
2023-06-18,5.565217391304348
2023-06-19,7.6521739130434785
2023-06-20,11.130434782608695
2023-06-21,14.608695652173912
2023-06-22,12.521739130434781
2023-06-23,11.130434782608695
2023-06-24,6.260869565217391
2023-06-25,5.565217391304348
2023-06-26,8.347826086956522
2023-06-27,9.73913043478261
2023-06-28,9.043478260869565
2023-06-29,9.043478260869565
2023-06-30,8.347826086956522
2023-07-01,6.260869565217391
2023-07-02,5.565217391304348
2023-07-03,6.260869565217391
2023-07-04,5.565217391304348
2023-07-05,8.347826086956522
2023-07-06,7.6521739130434785
2023-07-07,7.6521739130434785
2023-07-08,5.565217391304348
2023-07-09,5.565217391304348
2023-07-10,9.73913043478261
2023-07-11,11.826086956521738
2023-07-12,11.826086956521738
2023-07-13,10.434782608695652
2023-07-14,9.043478260869565
2023-07-15,6.260869565217391
2023-07-16,5.565217391304348
2023-07-17,9.043478260869565
2023-07-18,9.043478260869565
2023-07-19,9.043478260869565
2023-07-20,9.73913043478261
2023-07-21,8.347826086956522
2023-07-22,5.565217391304348
2023-07-23,5.565217391304348
2023-07-24,7.6521739130434785
2023-07-25,9.043478260869565
2023-07-26,13.217391304347826
2023-07-27,16.695652173913043
2023-07-28,18.782608695652172
2023-07-29,12.521739130434781
2023-07-30,8.347826086956522
2023-07-31,9.043478260869565
2023-08-01,9.043478260869565
2023-08-02,19.47826086956522
2023-08-03,10.434782608695652
2023-08-04,7.6521739130434785
2023-08-05,5.565217391304348
2023-08-06,4.869565217391305
2023-08-07,6.260869565217391
2023-08-08,8.347826086956522
2023-08-09,9.043478260869565
2023-08-10,8.347826086956522
2023-08-11,6.956521739130435
2023-08-12,4.869565217391305
2023-08-13,4.869565217391305
2023-08-14,7.6521739130434785
2023-08-15,7.6521739130434785
2023-08-16,7.6521739130434785
2023-08-17,9.043478260869565
2023-08-18,7.6521739130434785
2023-08-19,4.869565217391305
2023-08-20,4.869565217391305
2023-08-21,9.043478260869565
2023-08-22,9.043478260869565
2023-08-23,9.043478260869565
2023-08-24,9.043478260869565
2023-08-25,8.347826086956522
2023-08-26,4.869565217391305
2023-08-27,5.565217391304348
2023-08-28,9.043478260869565
2023-08-29,10.434782608695652
2023-08-30,13.217391304347826
2023-08-31,23.652173913043477
2023-09-01,18.08695652173913
2023-09-02,9.043478260869565
2023-09-03,6.260869565217391
2023-09-04,5.565217391304348
2023-09-05,13.91304347826087
2023-09-06,16.695652173913043
2023-09-07,15.304347826086957
2023-09-08,12.521739130434781
2023-09-09,6.260869565217391
2023-09-10,6.260869565217391
2023-09-11,13.217391304347826
2023-09-12,16.0
2023-09-13,18.08695652173913
2023-09-14,16.695652173913043
2023-09-15,14.608695652173912
2023-09-16,10.434782608695652
2023-09-17,7.6521739130434785
2023-09-18,16.695652173913043
2023-09-19,18.08695652173913
2023-09-20,20.17391304347826
2023-09-21,19.47826086956522
2023-09-22,19.47826086956522
2023-09-23,11.826086956521738
2023-09-24,9.043478260869565
2023-09-25,16.0
2023-09-26,18.08695652173913
2023-09-27,18.782608695652172
2023-09-28,22.26086956521739
2023-09-29,34.08695652173913
2023-09-30,33.391304347826086
2023-10-01,31.304347826086957
2023-10-02,24.34782608695652
2023-10-03,22.26086956521739
2023-10-04,22.26086956521739
2023-10-05,18.782608695652172
2023-10-06,14.608695652173912
2023-10-07,6.260869565217391
2023-10-08,6.260869565217391
2023-10-09,11.826086956521738
2023-10-10,16.695652173913043
2023-10-11,16.695652173913043
2023-10-12,17.391304347826086
2023-10-13,13.91304347826087
2023-10-14,6.956521739130435
2023-10-15,8.347826086956522
2023-10-16,16.0
2023-10-17,18.08695652173913
2023-10-18,18.08695652173913
2023-10-19,23.652173913043477
2023-10-20,16.695652173913043
2023-10-21,6.956521739130435
2023-10-22,7.6521739130434785
2023-10-23,16.695652173913043
2023-10-24,16.695652173913043
2023-10-25,22.956521739130434
2023-10-26,18.08695652173913
2023-10-27,16.0
2023-10-28,6.956521739130435
2023-10-29,6.260869565217391
2023-10-30,16.0
2023-10-31,18.782608695652172
2023-11-01,16.695652173913043
2023-11-02,19.47826086956522
2023-11-03,18.08695652173913
2023-11-04,8.347826086956522
2023-11-05,8.347826086956522
2023-11-06,18.782608695652172
2023-11-07,23.652173913043477
2023-11-08,38.26086956521739
2023-11-09,21.565217391304348
2023-11-10,16.695652173913043
2023-11-11,8.347826086956522
2023-11-12,8.347826086956522
2023-11-13,17.391304347826086
2023-11-14,21.565217391304348
2023-11-15,29.913043478260867
2023-11-16,26.434782608695652
2023-11-17,16.0
2023-11-18,6.956521739130435
2023-11-19,6.260869565217391
2023-11-20,11.130434782608695
2023-11-21,10.434782608695652
2023-11-22,6.260869565217391
2023-11-23,4.869565217391305
2023-11-24,4.173913043478261
2023-11-25,4.173913043478261
2023-11-26,5.565217391304348
2023-11-27,11.826086956521738
2023-11-28,14.608695652173912
2023-11-29,14.608695652173912
2023-11-30,15.304347826086957
2023-12-01,14.608695652173912
2023-12-02,7.6521739130434785
2023-12-03,6.260869565217391
2023-12-04,14.608695652173912
2023-12-05,17.391304347826086
2023-12-06,20.17391304347826
2023-12-07,17.391304347826086
2023-12-08,16.695652173913043
2023-12-09,6.956521739130435
2023-12-10,6.260869565217391
2023-12-11,14.608695652173912
2023-12-12,16.0
2023-12-13,16.0
2023-12-14,17.391304347826086
2023-12-15,15.304347826086957
2023-12-16,58.43478260869565
2023-12-17,69.56521739130434
2023-12-18,45.21739130434783
2023-12-19,43.826086956521735
2023-12-20,24.34782608695652
2023-12-21,16.695652173913043
2023-12-22,11.478260869565217
2023-12-23,7.6521739130434785
2023-12-24,5.565217391304348
2023-12-25,4.869565217391305
2023-12-26,5.565217391304348
2023-12-27,6.260869565217391
2023-12-28,6.260869565217391
2023-12-29,6.260869565217391
2023-12-30,5.913043478260869
2023-12-31,4.869565217391305
2024-01-01,6.260869565217391
2024-01-02,8.347826086956522
2024-01-03,10.782608695652174
2024-01-04,11.478260869565217
2024-01-05,11.130434782608695
2024-01-06,6.608695652173912
2024-01-07,5.913043478260869
2024-01-08,11.130434782608695
2024-01-09,12.869565217391305
2024-01-10,14.956521739130434
2024-01-11,14.956521739130434
2024-01-12,12.521739130434781
2024-01-13,6.260869565217391
2024-01-14,5.565217391304348
2024-01-15,7.304347826086957
2024-01-16,12.521739130434781
2024-01-17,16.347826086956523
2024-01-18,16.347826086956523
2024-01-19,13.91304347826087
2024-01-20,6.956521739130435
2024-01-21,7.6521739130434785
2024-01-22,16.0
2024-01-23,20.17391304347826
2024-01-24,18.782608695652172
2024-01-25,19.47826086956522
2024-01-26,18.08695652173913
2024-01-27,11.826086956521738
2024-01-28,9.73913043478261
2024-01-29,16.0
2024-01-30,17.391304347826086
2024-01-31,19.47826086956522
2024-02-01,22.26086956521739
2024-02-02,20.17391304347826
2024-02-03,10.434782608695652
2024-02-04,11.130434782608695
2024-02-05,25.043478260869563
2024-02-06,24.34782608695652
2024-02-07,26.434782608695652
2024-02-08,25.73913043478261
2024-02-09,23.652173913043477
2024-02-10,16.0
2024-02-11,13.91304347826087
2024-02-12,20.17391304347826
2024-02-13,31.304347826086957
2024-02-14,28.52173913043478
2024-02-15,22.956521739130434
2024-02-16,20.17391304347826
2024-02-17,10.434782608695652
2024-02-18,9.73913043478261
2024-02-19,14.608695652173912
2024-02-20,20.17391304347826
2024-02-21,22.26086956521739
2024-02-22,19.47826086956522
2024-02-23,17.391304347826086
2024-02-24,9.73913043478261
2024-02-25,10.434782608695652
2024-02-26,21.565217391304348
2024-02-27,20.869565217391305
2024-02-28,24.34782608695652
2024-02-29,25.043478260869563
2024-03-01,21.565217391304348
2024-03-02,13.91304347826087
2024-03-03,14.608695652173912
2024-03-04,24.34782608695652
2024-03-05,37.565217391304344
2024-03-06,69.56521739130434
2024-03-07,32.0
2024-03-08,29.913043478260867
2024-03-09,15.304347826086957
2024-03-10,12.521739130434781
2024-03-11,18.782608695652172
2024-03-12,18.782608695652172
2024-03-13,26.434782608695652
2024-03-14,26.434782608695652
2024-03-15,21.565217391304348
2024-03-16,12.521739130434781
2024-03-17,11.826086956521738
2024-03-18,19.47826086956522
2024-03-19,22.956521739130434
2024-03-20,33.391304347826086
2024-03-21,20.17391304347826
2024-03-22,20.869565217391305
2024-03-23,21.565217391304348
2024-03-24,12.521739130434781
2024-03-25,17.391304347826086
2024-03-26,16.0
2024-03-27,16.0
2024-03-28,15.304347826086957
2024-03-29,11.130434782608695
2024-03-30,6.956521739130435
2024-03-31,6.956521739130435
2024-04-01,12.521739130434781
2024-04-02,14.608695652173912
2024-04-03,14.608695652173912
2024-04-04,15.304347826086957
2024-04-05,13.91304347826087
2024-04-06,6.260869565217391
2024-04-07,7.6521739130434785
2024-04-08,13.217391304347826
2024-04-09,18.08695652173913
2024-04-10,21.565217391304348
2024-04-11,18.08695652173913
2024-04-12,15.304347826086957
2024-04-13,8.347826086956522
2024-04-14,7.6521739130434785
2024-04-15,16.695652173913043
2024-04-16,17.391304347826086
2024-04-17,21.565217391304348
2024-04-18,18.782608695652172
2024-04-19,14.608695652173912
2024-04-20,13.217391304347826
2024-04-21,12.521739130434781
2024-04-22,18.782608695652172
2024-04-23,24.34782608695652
2024-04-24,28.52173913043478
2024-04-25,17.391304347826086
2024-04-26,14.608695652173912
2024-04-27,8.347826086956522
2024-04-28,9.043478260869565
2024-04-29,15.304347826086957
2024-04-30,16.695652173913043
2024-05-01,17.391304347826086
2024-05-02,16.695652173913043
2024-05-03,14.608695652173912
2024-05-04,9.043478260869565
2024-05-05,9.043478260869565
2024-05-06,16.695652173913043
2024-05-07,16.0
2024-05-08,15.304347826086957
2024-05-09,15.304347826086957
2024-05-10,13.217391304347826
2024-05-11,6.260869565217391
2024-05-12,6.956521739130435
2024-05-13,13.91304347826087
2024-05-14,16.0
2024-05-15,22.956521739130434
2024-05-16,15.304347826086957
2024-05-17,12.521739130434781
2024-05-18,7.6521739130434785
2024-05-19,7.6521739130434785
2024-05-20,13.91304347826087
2024-05-21,13.91304347826087
2024-05-22,13.91304347826087
2024-05-23,13.217391304347826
2024-05-24,10.434782608695652
2024-05-25,6.260869565217391
2024-05-26,6.260869565217391
2024-05-27,6.260869565217391
2024-05-28,10.434782608695652
2024-05-29,11.826086956521738
2024-05-30,11.130434782608695
2024-05-31,11.826086956521738
2024-06-01,7.6521739130434785
2024-06-02,7.6521739130434785
2024-06-03,11.826086956521738
2024-06-04,13.91304347826087
2024-06-05,18.782608695652172
2024-06-06,17.391304347826086
2024-06-07,13.217391304347826
2024-06-08,6.956521739130435
2024-06-09,6.956521739130435
2024-06-10,10.434782608695652
2024-06-11,14.608695652173912
2024-06-12,16.0
2024-06-13,14.608695652173912
2024-06-14,13.91304347826087
2024-06-15,9.73913043478261
2024-06-16,8.347826086956522
2024-06-17,13.217391304347826
2024-06-18,16.0
2024-06-19,13.217391304347826
2024-06-20,12.521739130434781
2024-06-21,10.434782608695652
2024-06-22,6.956521739130435
2024-06-23,6.956521739130435
2024-06-24,10.434782608695652
2024-06-25,12.521739130434781
2024-06-26,13.217391304347826
2024-06-27,13.217391304347826
2024-06-28,13.217391304347826
2024-06-29,7.6521739130434785
2024-06-30,6.956521739130435
2024-07-01,11.130434782608695
2024-07-02,12.521739130434781
2024-07-03,11.130434782608695
2024-07-04,9.043478260869565
2024-07-05,8.347826086956522
2024-07-06,8.347826086956522
2024-07-07,9.73913043478261
2024-07-08,12.521739130434781
2024-07-09,12.521739130434781
2024-07-10,13.217391304347826
2024-07-11,15.304347826086957
2024-07-12,11.826086956521738
2024-07-13,9.043478260869565
2024-07-14,8.347826086956522
2024-07-15,16.695652173913043
2024-07-16,21.565217391304348
2024-07-17,18.08695652173913
2024-07-18,17.391304347826086
2024-07-19,16.0
2024-07-20,11.826086956521738
2024-07-21,18.08695652173913
2024-07-22,22.26086956521739
2024-07-23,24.34782608695652
2024-07-24,18.782608695652172
2024-07-25,17.391304347826086
2024-07-26,13.217391304347826
2024-07-27,11.130434782608695
2024-07-28,10.434782608695652
2024-07-29,14.608695652173912
2024-07-30,17.391304347826086
2024-07-31,18.08695652173913
2024-08-01,16.0
2024-08-02,15.304347826086957
2024-08-03,9.73913043478261
2024-08-04,9.73913043478261
2024-08-05,11.826086956521738
2024-08-06,15.304347826086957
2024-08-07,17.391304347826086
2024-08-08,12.521739130434781
2024-08-09,12.521739130434781
2024-08-10,13.217391304347826
2024-08-11,11.130434782608695
2024-08-12,13.217391304347826
2024-08-13,16.0
2024-08-14,18.782608695652172
2024-08-15,16.0
2024-08-16,14.608695652173912
2024-08-17,11.130434782608695
2024-08-18,9.210434782608695
2024-08-19,14.942608695652172
2024-08-20,17.725217391304348
2024-08-21,23.457391304347823
2024-08-22,16.68173913043478
2024-08-23,17.725217391304348
2024-08-24,9.906086956521738
2024-08-25,9.906086956521738
2024-08-26,16.333913043478262
2024-08-27,17.0295652173913
2024-08-28,17.0295652173913
2024-08-29,17.0295652173913
2024-08-30,15.290434782608695
2024-08-31,8.862608695652174
2024-09-01,9.210434782608695
2024-09-02,9.210434782608695
2024-09-03,16.333913043478262
2024-09-04,17.0295652173913
2024-09-05,17.0295652173913
2024-09-06,16.68173913043478
2024-09-07,8.862608695652174
2024-09-08,9.210434782608695
2024-09-09,17.0295652173913
2024-09-10,16.333913043478262
2024-09-11,23.109565217391303
2024-09-12,18.073043478260868
2024-09-13,17.725217391304348
2024-09-14,10.25391304347826
2024-09-15,9.558260869565217
2024-09-16,17.725217391304348
2024-09-17,26.045217391304345
2024-09-18,26.045217391304345
2024-09-19,26.045217391304345
2024-09-20,26.045217391304345
2024-09-21,17.363478260869563
2024-09-22,17.363478260869563
2024-09-23,26.045217391304345
2024-09-24,26.045217391304345
2024-09-25,26.045217391304345
2024-09-26,26.045217391304345
2024-09-27,17.363478260869563
2024-09-28,17.363478260869563
2024-09-29,17.363478260869563
2024-09-30,26.045217391304345
2024-10-01,26.045217391304345
2024-10-02,26.045217391304345
2024-10-03,26.045217391304345
2024-10-04,26.045217391304345
2024-10-05,17.363478260869563
2024-10-06,17.363478260869563
2024-10-07,26.045217391304345
2024-10-08,26.045217391304345
2024-10-09,26.045217391304345
2024-10-10,26.045217391304345
2024-10-11,26.045217391304345
2024-10-12,17.363478260869563
2024-10-13,17.363478260869563
2024-10-14,26.045217391304345
2024-10-15,26.045217391304345
2024-10-16,34.726956521739126
2024-10-17,26.045217391304345
2024-10-18,26.045217391304345
2024-10-19,17.363478260869563
2024-10-20,17.363478260869563
2024-10-21,26.045217391304345
2024-10-22,26.045217391304345
2024-10-23,34.726956521739126
2024-10-24,34.726956521739126
2024-10-25,26.045217391304345
2024-10-26,26.045217391304345
2024-10-27,26.045217391304345
2024-10-28,26.045217391304345
2024-10-29,34.726956521739126
2024-10-30,34.726956521739126
2024-10-31,34.726956521739126
2024-11-01,34.726956521739126
2024-11-02,26.045217391304345
2024-11-03,34.726956521739126
2024-11-04,52.09043478260869
2024-11-05,95.4991304347826
2024-11-06,868.1739130434781
2024-11-07,355.95130434782607
2024-11-08,251.77043478260867
2024-11-09,208.36173913043476
2024-11-10,182.31652173913042
2024-11-11,147.58956521739128
2024-11-12,138.9078260869565
2024-11-13,130.22608695652173
2024-11-14,95.4991304347826
2024-11-15,69.45391304347825
2024-11-16,43.408695652173904
2024-11-17,34.726956521739126
2024-11-18,43.408695652173904
2024-11-19,43.408695652173904
2024-11-20,43.408695652173904
2024-11-21,43.408695652173904
2024-11-22,34.726956521739126
2024-11-23,17.363478260869563
2024-11-24,17.363478260869563
2024-11-25,17.363478260869563
2024-11-26,17.363478260869563
2024-11-27,17.363478260869563
2024-11-28,8.681739130434782
2024-11-29,8.681739130434782
2024-11-30,8.681739130434782
