Time,olympics_2024
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,2.083333333333333
2022-09-01,2.083333333333333
2022-09-02,1.9166666666666665
2022-09-03,2.0
2022-09-04,2.333333333333333
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,2.1666666666666665
2022-09-09,2.083333333333333
2022-09-10,1.25
2022-09-11,3.25
2022-09-12,2.0
2022-09-13,2.0
2022-09-14,2.1666666666666665
2022-09-15,2.1666666666666665
2022-09-16,1.25
2022-09-17,2.083333333333333
2022-09-18,3.1666666666666665
2022-09-19,2.833333333333333
2022-09-20,2.1666666666666665
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,1.9166666666666665
2022-09-24,1.8333333333333333
2022-09-25,2.083333333333333
2022-09-26,2.833333333333333
2022-09-27,2.1666666666666665
2022-09-28,2.833333333333333
2022-09-29,2.5
2022-09-30,2.333333333333333
2022-10-01,1.6666666666666665
2022-10-02,3.0
2022-10-03,1.0
2022-10-04,2.1666666666666665
2022-10-05,2.333333333333333
2022-10-06,2.6666666666666665
2022-10-07,2.6666666666666665
2022-10-08,4.0
2022-10-09,5.5
2022-10-10,3.6666666666666665
2022-10-11,2.6666666666666665
2022-10-12,3.0
2022-10-13,2.833333333333333
2022-10-14,2.6666666666666665
2022-10-15,2.333333333333333
2022-10-16,3.0
2022-10-17,2.0
2022-10-18,3.5
2022-10-19,2.1666666666666665
2022-10-20,2.1666666666666665
2022-10-21,2.333333333333333
2022-10-22,2.833333333333333
2022-10-23,4.333333333333333
2022-10-24,2.333333333333333
2022-10-25,2.5
2022-10-26,2.1666666666666665
2022-10-27,2.0
2022-10-28,2.0
2022-10-29,2.1666666666666665
2022-10-30,3.5
2022-10-31,2.0
2022-11-01,1.5
2022-11-02,2.833333333333333
2022-11-03,2.833333333333333
2022-11-04,3.1666666666666665
2022-11-05,4.833333333333333
2022-11-06,2.833333333333333
2022-11-07,2.333333333333333
2022-11-08,1.8333333333333333
2022-11-09,2.333333333333333
2022-11-10,1.8333333333333333
2022-11-11,2.333333333333333
2022-11-12,2.6666666666666665
2022-11-13,4.0
2022-11-14,3.833333333333333
2022-11-15,3.833333333333333
2022-11-16,5.333333333333333
2022-11-17,4.0
2022-11-18,5.0
2022-11-19,4.333333333333333
2022-11-20,6.333333333333333
2022-11-21,7.333333333333333
2022-11-22,7.833333333333333
2022-11-23,6.5
2022-11-24,10.666666666666666
2022-11-25,11.166666666666666
2022-11-26,8.0
2022-11-27,9.5
2022-11-28,7.333333333333333
2022-11-29,8.166666666666666
2022-11-30,6.833333333333333
2022-12-01,6.5
2022-12-02,5.166666666666666
2022-12-03,10.666666666666666
2022-12-04,8.166666666666666
2022-12-05,5.333333333333333
2022-12-06,5.333333333333333
2022-12-07,4.0
2022-12-08,3.5
2022-12-09,5.666666666666666
2022-12-10,9.833333333333332
2022-12-11,5.666666666666666
2022-12-12,4.0
2022-12-13,4.333333333333333
2022-12-14,5.166666666666666
2022-12-15,5.333333333333333
2022-12-16,5.666666666666666
2022-12-17,5.5
2022-12-18,16.666666666666664
2022-12-19,8.0
2022-12-20,6.333333333333333
2022-12-21,4.833333333333333
2022-12-22,3.833333333333333
2022-12-23,5.833333333333333
2022-12-24,4.5
2022-12-25,6.0
2022-12-26,5.166666666666666
2022-12-27,5.166666666666666
2022-12-28,5.166666666666666
2022-12-29,5.333333333333333
2022-12-30,3.833333333333333
2022-12-31,4.333333333333333
2023-01-01,5.333333333333333
2023-01-02,5.166666666666666
2023-01-03,3.833333333333333
2023-01-04,4.0
2023-01-05,4.0
2023-01-06,2.833333333333333
2023-01-07,5.166666666666666
2023-01-08,5.333333333333333
2023-01-09,5.166666666666666
2023-01-10,4.0
2023-01-11,4.5
2023-01-12,3.0
2023-01-13,3.6666666666666665
2023-01-14,5.0
2023-01-15,9.0
2023-01-16,10.333333333333332
2023-01-17,6.333333333333333
2023-01-18,5.666666666666666
2023-01-19,5.166666666666666
2023-01-20,4.0
2023-01-21,7.5
2023-01-22,6.166666666666666
2023-01-23,4.833333333333333
2023-01-24,4.166666666666666
2023-01-25,4.833333333333333
2023-01-26,5.166666666666666
2023-01-27,6.166666666666666
2023-01-28,11.5
2023-01-29,11.5
2023-01-30,7.333333333333333
2023-01-31,4.5
2023-02-01,4.333333333333333
2023-02-02,4.166666666666666
2023-02-03,5.5
2023-02-04,7.666666666666666
2023-02-05,6.666666666666666
2023-02-06,4.5
2023-02-07,4.0
2023-02-08,4.5
2023-02-09,4.0
2023-02-10,5.0
2023-02-11,7.166666666666666
2023-02-12,6.833333333333333
2023-02-13,7.166666666666666
2023-02-14,4.0
2023-02-15,6.666666666666666
2023-02-16,5.166666666666666
2023-02-17,4.5
2023-02-18,8.333333333333332
2023-02-19,9.333333333333332
2023-02-20,7.666666666666666
2023-02-21,7.0
2023-02-22,7.0
2023-02-23,6.666666666666666
2023-02-24,6.0
2023-02-25,7.833333333333333
2023-02-26,9.833333333333332
2023-02-27,8.166666666666666
2023-02-28,7.833333333333333
2023-03-01,7.5
2023-03-02,6.5
2023-03-03,6.0
2023-03-04,6.333333333333333
2023-03-05,8.666666666666666
2023-03-06,6.0
2023-03-07,4.333333333333333
2023-03-08,4.333333333333333
2023-03-09,4.666666666666666
2023-03-10,5.0
2023-03-11,5.5
2023-03-12,7.0
2023-03-13,4.333333333333333
2023-03-14,5.333333333333333
2023-03-15,5.333333333333333
2023-03-16,5.666666666666666
2023-03-17,4.5
2023-03-18,6.833333333333333
2023-03-19,8.666666666666666
2023-03-20,6.5
2023-03-21,4.833333333333333
2023-03-22,7.166666666666666
2023-03-23,4.666666666666666
2023-03-24,5.166666666666666
2023-03-25,6.5
2023-03-26,7.333333333333333
2023-03-27,5.666666666666666
2023-03-28,5.0
2023-03-29,4.333333333333333
2023-03-30,4.333333333333333
2023-03-31,3.833333333333333
2023-04-01,5.833333333333333
2023-04-02,6.833333333333333
2023-04-03,5.666666666666666
2023-04-04,5.0
2023-04-05,5.0
2023-04-06,3.5
2023-04-07,4.833333333333333
2023-04-08,4.5
2023-04-09,8.833333333333332
2023-04-10,5.333333333333333
2023-04-11,4.666666666666666
2023-04-12,4.166666666666666
2023-04-13,4.666666666666666
2023-04-14,5.166666666666666
2023-04-15,7.333333333333333
2023-04-16,6.5
2023-04-17,4.333333333333333
2023-04-18,4.333333333333333
2023-04-19,5.5
2023-04-20,3.6666666666666665
2023-04-21,4.0
2023-04-22,5.0
2023-04-23,6.5
2023-04-24,5.166666666666666
2023-04-25,4.166666666666666
2023-04-26,4.502774352651048
2023-04-27,3.9309494451294698
2023-04-28,3.109124537607891
2023-04-29,4.586107685984381
2023-04-30,5.813090834360871
2023-05-01,4.336107685984381
2023-05-02,5.15793259350596
2023-05-03,4.336107685984381
2023-05-04,3.275791204274558
2023-05-05,3.1924578709412246
2023-05-06,5.646424167694205
2023-05-07,5.563090834360871
2023-05-08,5.15793259350596
2023-05-09,5.813090834360871
2023-05-10,5.729757501027537
2023-05-11,7.6118988902589395
2023-05-12,10.149198520345251
2023-05-13,10.06586518701192
2023-05-14,9.660706946157006
2023-05-15,8.183723797780518
2023-05-16,7.123407316070693
2023-05-17,5.15793259350596
2023-05-18,5.813090834360871
2023-05-19,4.586107685984381
2023-05-20,5.729757501027537
2023-05-21,7.5285655569256065
2023-05-22,6.301582408549116
2023-05-23,6.468249075215782
2023-05-24,5.813090834360871
2023-05-25,5.729757501027537
2023-05-26,4.505548705302096
2023-05-27,6.436498150431565
2023-05-28,7.080147965474722
2023-05-29,8.367447595561035
2023-05-30,7.080147965474722
2023-05-31,5.149198520345252
2023-06-01,4.505548705302096
2023-06-02,7.080147965474722
2023-06-03,7.723797780517879
2023-06-04,8.367447595561035
2023-06-05,10.298397040690505
2023-06-06,9.011097410604192
2023-06-07,21.884093711467322
2023-06-08,19.95314426633785
2023-06-09,10.942046855733661
2023-06-10,11.585696670776818
2023-06-11,12.229346485819974
2023-06-12,9.011097410604192
2023-06-13,7.723797780517879
2023-06-14,8.367447595561035
2023-06-15,7.723797780517879
2023-06-16,8.367447595561035
2023-06-17,11.585696670776818
2023-06-18,10.942046855733661
2023-06-19,9.011097410604192
2023-06-20,49.56103575832305
2023-06-21,14.8039457459926
2023-06-22,9.654747225647348
2023-06-23,8.367447595561035
2023-06-24,12.229346485819974
2023-06-25,10.298397040690505
2023-06-26,9.011097410604192
2023-06-27,9.654747225647348
2023-06-28,9.654747225647348
2023-06-29,9.011097410604192
2023-06-30,9.011097410604192
2023-07-01,11.585696670776818
2023-07-02,16.091245376078913
2023-07-03,10.298397040690505
2023-07-04,10.942046855733661
2023-07-05,9.654747225647348
2023-07-06,9.654747225647348
2023-07-07,10.298397040690505
2023-07-08,12.87299630086313
2023-07-09,14.8039457459926
2023-07-10,14.160295930949443
2023-07-11,10.298397040690505
2023-07-12,8.367447595561035
2023-07-13,10.298397040690505
2023-07-14,12.87299630086313
2023-07-15,14.160295930949443
2023-07-16,18.66584463625154
2023-07-17,12.229346485819974
2023-07-18,10.942046855733661
2023-07-19,9.011097410604192
2023-07-20,9.011097410604192
2023-07-21,10.942046855733661
2023-07-22,17.378545006165226
2023-07-23,18.022194821208384
2023-07-24,12.229346485819974
2023-07-25,14.8039457459926
2023-07-26,21.884093711467322
2023-07-27,18.022194821208384
2023-07-28,12.229346485819974
2023-07-29,13.516646115906287
2023-07-30,16.73489519112207
2023-07-31,12.87299630086313
2023-08-01,10.298397040690505
2023-08-02,8.367447595561035
2023-08-03,10.298397040690505
2023-08-04,13.516646115906287
2023-08-05,14.160295930949443
2023-08-06,32.182490752157825
2023-08-07,18.022194821208384
2023-08-08,14.8039457459926
2023-08-09,12.229346485819974
2023-08-10,10.942046855733661
2023-08-11,10.298397040690505
2023-08-12,13.516646115906287
2023-08-13,16.091245376078913
2023-08-14,9.654747225647348
2023-08-15,9.011097410604192
2023-08-16,9.654747225647348
2023-08-17,9.654747225647348
2023-08-18,9.011097410604192
2023-08-19,14.160295930949443
2023-08-20,20.59679408138101
2023-08-21,14.8039457459926
2023-08-22,16.73489519112207
2023-08-23,13.516646115906287
2023-08-24,12.229346485819974
2023-08-25,12.229346485819974
2023-08-26,19.309494451294697
2023-08-27,31.53884093711467
2023-08-28,26.38964241676942
2023-08-29,12.229346485819974
2023-08-30,12.87299630086313
2023-08-31,10.942046855733661
2023-09-01,9.654747225647348
2023-09-02,12.87299630086313
2023-09-03,14.8039457459926
2023-09-04,12.87299630086313
2023-09-05,10.298397040690505
2023-09-06,9.654747225647348
2023-09-07,8.367447595561035
2023-09-08,19.309494451294697
2023-09-09,15.447595561035758
2023-09-10,14.160295930949443
2023-09-11,25.102342786683106
2023-09-12,14.160295930949443
2023-09-13,12.87299630086313
2023-09-14,11.585696670776818
2023-09-15,8.367447595561035
2023-09-16,9.654747225647348
2023-09-17,12.87299630086313
2023-09-18,13.516646115906287
2023-09-19,10.298397040690505
2023-09-20,9.654747225647348
2023-09-21,8.367447595561035
2023-09-22,10.298397040690505
2023-09-23,9.011097410604192
2023-09-24,13.516646115906287
2023-09-25,14.8039457459926
2023-09-26,9.654747225647348
2023-09-27,8.367447595561035
2023-09-28,8.367447595561035
2023-09-29,10.298397040690505
2023-09-30,12.229346485819974
2023-10-01,14.160295930949443
2023-10-02,15.447595561035758
2023-10-03,16.091245376078913
2023-10-04,14.8039457459926
2023-10-05,19.95314426633785
2023-10-06,17.378545006165226
2023-10-07,14.160295930949443
2023-10-08,14.8039457459926
2023-10-09,23.171393341553635
2023-10-10,13.516646115906287
2023-10-11,10.942046855733661
2023-10-12,9.654747225647348
2023-10-13,9.011097410604192
2023-10-14,12.229346485819974
2023-10-15,11.585696670776818
2023-10-16,17.378545006165226
2023-10-17,16.73489519112207
2023-10-18,13.516646115906287
2023-10-19,11.585696670776818
2023-10-20,12.87299630086313
2023-10-21,12.229346485819974
2023-10-22,18.66584463625154
2023-10-23,18.66584463625154
2023-10-24,10.942046855733661
2023-10-25,10.298397040690505
2023-10-26,10.298397040690505
2023-10-27,10.298397040690505
2023-10-28,10.942046855733661
2023-10-29,12.229346485819974
2023-10-30,18.022194821208384
2023-10-31,9.654747225647348
2023-11-01,9.654747225647348
2023-11-02,10.298397040690505
2023-11-03,7.723797780517879
2023-11-04,10.298397040690505
2023-11-05,12.87299630086313
2023-11-06,13.516646115906287
2023-11-07,9.654747225647348
2023-11-08,9.011097410604192
2023-11-09,9.011097410604192
2023-11-10,9.654747225647348
2023-11-11,9.011097410604192
2023-11-12,13.516646115906287
2023-11-13,15.447595561035758
2023-11-14,12.229346485819974
2023-11-15,9.011097410604192
2023-11-16,10.298397040690505
2023-11-17,10.942046855733661
2023-11-18,10.942046855733661
2023-11-19,14.160295930949443
2023-11-20,14.8039457459926
2023-11-21,10.942046855733661
2023-11-22,10.298397040690505
2023-11-23,25.74599260172626
2023-11-24,19.95314426633785
2023-11-25,14.160295930949443
2023-11-26,18.022194821208384
2023-11-27,12.229346485819974
2023-11-28,11.585696670776818
2023-11-29,12.87299630086313
2023-11-30,13.516646115906287
2023-12-01,9.654747225647348
2023-12-02,14.8039457459926
2023-12-03,16.091245376078913
2023-12-04,23.171393341553635
2023-12-05,12.229346485819974
2023-12-06,13.516646115906287
2023-12-07,13.516646115906287
2023-12-08,10.942046855733661
2023-12-09,14.160295930949443
2023-12-10,18.022194821208384
2023-12-11,23.171393341553635
2023-12-12,13.516646115906287
2023-12-13,13.516646115906287
2023-12-14,11.585696670776818
2023-12-15,12.229346485819974
2023-12-16,12.229346485819974
2023-12-17,15.447595561035758
2023-12-18,18.66584463625154
2023-12-19,11.585696670776818
2023-12-20,12.87299630086313
2023-12-21,14.160295930949443
2023-12-22,6.436498150431565
2023-12-23,9.654747225647348
2023-12-24,9.976572133168926
2023-12-25,9.33292231812577
2023-12-26,9.33292231812577
2023-12-27,9.976572133168926
2023-12-28,9.976572133168926
2023-12-29,9.654747225647348
2023-12-30,12.551171393341553
2023-12-31,12.87299630086313
2024-01-01,32.682490752157825
2024-01-02,17.378545006165226
2024-01-03,16.091245376078913
2024-01-04,13.19482120838471
2024-01-05,13.838471023427866
2024-01-06,15.447595561035758
2024-01-07,16.091245376078913
2024-01-08,24.780517879161525
2024-01-09,13.516646115906287
2024-01-10,11.907521578298397
2024-01-11,11.907521578298397
2024-01-12,11.907521578298397
2024-01-13,23.171393341553635
2024-01-14,27.033292231812574
2024-01-15,24.780517879161525
2024-01-16,11.26387176325524
2024-01-17,14.482120838471022
2024-01-18,12.229346485819974
2024-01-19,16.091245376078913
2024-01-20,18.022194821208384
2024-01-21,1.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,1.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,1.0
2024-04-19,0.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,1.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,1.0
2024-05-27,1.0
2024-05-28,0.0
2024-05-29,1.0
2024-05-30,1.0
2024-05-31,1.0
2024-06-01,1.0
2024-06-02,1.0
2024-06-03,1.0
2024-06-04,1.0
2024-06-05,1.0
2024-06-06,1.0
2024-06-07,1.0
2024-06-08,1.0
2024-06-09,1.0
2024-06-10,1.0
2024-06-11,1.0
2024-06-12,1.0
2024-06-13,1.0
2024-06-14,1.0
2024-06-15,1.0
2024-06-16,1.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-19,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-22,2.0
2024-06-23,2.0
2024-06-24,2.0
2024-06-25,2.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-06-29,2.0
2024-06-30,2.0
2024-07-01,2.0
2024-07-02,2.0
2024-07-03,1.0
2024-07-04,2.0
2024-07-05,2.0
2024-07-06,2.0
2024-07-07,2.0
2024-07-08,2.0
2024-07-09,2.0
2024-07-10,2.0
2024-07-11,2.0
2024-07-12,2.0
2024-07-13,2.0
2024-07-14,2.0
2024-07-15,2.0
2024-07-16,2.0
2024-07-17,2.0
2024-07-18,2.0
2024-07-19,2.0
2024-07-20,4.0
2024-07-21,4.0
2024-07-22,4.0
2024-07-23,4.0
2024-07-24,7.0
2024-07-25,9.0
2024-07-26,24.0
2024-07-27,42.0
2024-07-28,41.0
2024-07-29,31.0
2024-07-30,31.0
2024-07-31,23.0
2024-08-01,24.0
2024-08-02,25.0
2024-08-03,51.0
2024-08-04,53.0
2024-08-05,27.0
2024-08-06,23.0
2024-08-07,21.0
2024-08-08,24.0
2024-08-09,61.0
2024-08-10,100.0
2024-08-11,53.0
2024-08-12,12.0
2024-08-13,4.0
2024-08-14,3.0
2024-08-15,2.0
2024-08-16,2.0
2024-08-17,2.0
2024-08-18,1.6627906976744187
2024-08-19,1.3139534883720931
2024-08-20,1.1860465116279069
2024-08-21,1.127906976744186
2024-08-22,1.0465116279069768
2024-08-23,0.9883720930232558
2024-08-24,1.058139534883721
2024-08-25,1.0465116279069768
2024-08-26,0.9651162790697674
2024-08-27,0.38372093023255816
2024-08-28,0.9883720930232558
2024-08-29,0.9651162790697674
2024-08-30,0.9651162790697674
2024-08-31,0.9767441860465116
2024-09-01,1.0348837209302326
2024-09-02,0.9534883720930232
2024-09-03,0.4069767441860465
2024-09-04,0.9418604651162791
2024-09-05,1.0697674418604652
2024-09-06,1.0
2024-09-07,0.37209302325581395
2024-09-08,0.41860465116279066
2024-09-09,0.26744186046511625
2024-09-10,0.23255813953488372
2024-09-11,0.18604651162790697
2024-09-12,0.22093023255813954
2024-09-13,0.1744186046511628
2024-09-14,0.19767441860465115
2024-09-15,0.19767441860465115
2024-09-16,0.1744186046511628
2024-09-17,0.37209302325581395
2024-09-18,0.41860465116279066
2024-09-19,0.3488372093023256
2024-09-20,0.3023255813953488
2024-09-21,0.32558139534883723
2024-09-22,0.3023255813953488
2024-09-23,0.3023255813953488
2024-09-24,0.4418604651162791
2024-09-25,0.32558139534883723
2024-09-26,0.27906976744186046
2024-09-27,0.27906976744186046
2024-09-28,0.27906976744186046
2024-09-29,0.27906976744186046
2024-09-30,0.2558139534883721
2024-10-01,0.2558139534883721
2024-10-02,0.23255813953488372
2024-10-03,0.2558139534883721
2024-10-04,0.2558139534883721
2024-10-05,0.23255813953488372
2024-10-06,0.2558139534883721
2024-10-07,0.2558139534883721
2024-10-08,0.20930232558139533
2024-10-09,0.23255813953488372
2024-10-10,0.23255813953488372
2024-10-11,0.20930232558139533
2024-10-12,0.27906976744186046
2024-10-13,0.3023255813953488
2024-10-14,0.2558139534883721
2024-10-15,0.20930232558139533
2024-10-16,0.23255813953488372
2024-10-17,0.2558139534883721
2024-10-18,0.20930232558139533
2024-10-19,0.20930232558139533
2024-10-20,0.23255813953488372
2024-10-21,0.23255813953488372
2024-10-22,0.23255813953488372
2024-10-23,0.2558139534883721
2024-10-24,0.18604651162790697
2024-10-25,0.18604651162790697
2024-10-26,0.23255813953488372
2024-10-27,0.2558139534883721
2024-10-28,0.23255813953488372
2024-10-29,0.20930232558139533
2024-10-30,0.18604651162790697
2024-10-31,0.23255813953488372
2024-11-01,0.20930232558139533
2024-11-02,0.20930232558139533
2024-11-03,0.23255813953488372
2024-11-04,0.20930232558139533
2024-11-05,0.18604651162790697
2024-11-06,0.20930232558139533
2024-11-07,0.23255813953488372
2024-11-08,0.20930232558139533
2024-11-09,0.23255813953488372
2024-11-10,0.23255813953488372
2024-11-11,0.18604651162790697
2024-11-12,0.18604651162790697
2024-11-13,0.6744186046511628
2024-11-14,0.27906976744186046
2024-11-15,0.18604651162790697
2024-11-16,0.2558139534883721
2024-11-17,0.23255813953488372
2024-11-18,0.23255813953488372
2024-11-19,0.18604651162790697
2024-11-20,0.23255813953488372
2024-11-21,0.18604651162790697
2024-11-22,0.13953488372093023
2024-11-23,0.16279069767441862
2024-11-24,0.23255813953488372
2024-11-25,0.13953488372093023
2024-11-26,0.13953488372093023
2024-11-27,0.16279069767441862
2024-11-28,0.18604651162790697
2024-11-29,0.16279069767441862
2024-11-30,0.16279069767441862
2024-12-01,0.16279069767441862
