Time,ice_cream_near_me
2022-06-04,67.0
2022-06-05,74.0
2022-06-06,44.0
2022-06-07,40.0
2022-06-08,40.0
2022-06-09,41.0
2022-06-10,47.0
2022-06-11,67.0
2022-06-12,75.0
2022-06-13,50.0
2022-06-14,46.0
2022-06-15,49.0
2022-06-16,48.0
2022-06-17,50.0
2022-06-18,76.0
2022-06-19,84.0
2022-06-20,61.0
2022-06-21,49.0
2022-06-22,47.0
2022-06-23,48.0
2022-06-24,53.0
2022-06-25,70.0
2022-06-26,88.0
2022-06-27,54.0
2022-06-28,49.0
2022-06-29,48.0
2022-06-30,48.0
2022-07-01,51.0
2022-07-02,73.0
2022-07-03,80.0
2022-07-04,83.0
2022-07-05,58.0
2022-07-06,45.0
2022-07-07,48.0
2022-07-08,51.0
2022-07-09,67.0
2022-07-10,82.0
2022-07-11,53.0
2022-07-12,45.0
2022-07-13,43.0
2022-07-14,45.0
2022-07-15,50.0
2022-07-16,72.0
2022-07-17,93.0
2022-07-18,53.0
2022-07-19,49.0
2022-07-20,49.0
2022-07-21,45.0
2022-07-22,52.0
2022-07-23,77.0
2022-07-24,89.0
2022-07-25,50.0
2022-07-26,45.0
2022-07-27,45.0
2022-07-28,44.0
2022-07-29,49.0
2022-07-30,68.0
2022-07-31,81.0
2022-08-01,49.0
2022-08-02,45.0
2022-08-03,45.0
2022-08-04,40.0
2022-08-05,45.0
2022-08-06,65.0
2022-08-07,85.0
2022-08-08,47.0
2022-08-09,40.0
2022-08-10,37.0
2022-08-11,39.0
2022-08-12,43.0
2022-08-13,63.0
2022-08-14,73.0
2022-08-15,43.0
2022-08-16,37.0
2022-08-17,34.0
2022-08-18,34.0
2022-08-19,39.0
2022-08-20,59.0
2022-08-21,65.0
2022-08-22,33.0
2022-08-23,31.0
2022-08-24,31.0
2022-08-25,29.0
2022-08-26,35.0
2022-08-27,59.0
2022-08-28,65.0
2022-08-29,33.09966358284272
2022-08-30,27.01135407905803
2022-08-31,25.73927670311186
2022-09-01,26.625315391084946
2022-09-02,30.941547518923464
2022-09-03,55.294785534062235
2022-09-04,71.01555929352396
2022-09-05,59.72497897392767
2022-09-06,25.23927670311186
2022-09-07,22.195121951219512
2022-09-08,21.809083263246425
2022-09-09,24.85323801513877
2022-09-10,47.048359966358284
2022-09-11,45.77628259041211
2022-09-12,22.695121951219512
2022-09-13,19.650967199327166
2022-09-14,21.809083263246425
2022-09-15,21.809083263246425
2022-09-16,26.125315391084946
2022-09-17,49.20647603027754
2022-09-18,50.97855340622372
2022-09-19,23.081160639192596
2022-09-20,20.037005887300253
2022-09-21,20.037005887300253
2022-09-22,19.150967199327166
2022-09-23,21.309083263246425
2022-09-24,42.73212783851976
2022-09-25,45.77628259041211
2022-09-26,23.081160639192596
2022-09-27,17.87888982338099
2022-09-28,17.757779646761982
2022-09-29,16.21362489486964
2022-09-30,20.074011774600503
2022-10-01,34.743481917577796
2022-10-02,39.37594617325483
2022-10-03,20.074011774600503
2022-10-04,16.98570227081581
2022-10-05,18.529857022708157
2022-10-06,19.301934398654332
2022-10-07,22.390243902439025
2022-10-08,39.37594617325483
2022-10-09,44.008410428931874
2022-10-10,27.02270815811606
2022-10-11,19.301934398654332
2022-10-12,16.98570227081581
2022-10-13,17.757779646761982
2022-10-14,20.846089150546675
2022-10-15,38.603868797308664
2022-10-16,37.83179142136249
2022-10-17,18.529857022708157
2022-10-18,13.897392767031118
2022-10-19,13.125315391084944
2022-10-20,14.669470142977291
2022-10-21,19.301934398654332
2022-10-22,36.28763666947014
2022-10-23,39.37594617325483
2022-10-24,18.529857022708157
2022-10-25,13.897392767031118
2022-10-26,13.897392767031118
2022-10-27,14.669470142977291
2022-10-28,15.441547518923464
2022-10-29,27.794785534062235
2022-10-30,31.655172413793103
2022-10-31,14.669470142977291
2022-11-01,12.353238015138771
2022-11-02,13.125315391084944
2022-11-03,13.897392767031118
2022-11-04,14.669470142977291
2022-11-05,31.655172413793103
2022-11-06,32.42724978973928
2022-11-07,16.21362489486964
2022-11-08,12.353238015138771
2022-11-09,10.809083263246425
2022-11-10,12.353238015138771
2022-11-11,16.98570227081581
2022-11-12,28.56686291000841
2022-11-13,27.794785534062235
2022-11-14,13.125315391084944
2022-11-15,10.809083263246425
2022-11-16,10.809083263246425
2022-11-17,10.809083263246425
2022-11-18,11.581160639192598
2022-11-19,20.846089150546675
2022-11-20,23.162321278385196
2022-11-21,15.441547518923464
2022-11-22,13.125315391084944
2022-11-23,16.21362489486964
2022-11-24,19.301934398654332
2022-11-25,20.074011774600503
2022-11-26,23.934398654331368
2022-11-27,24.706476030277543
2022-11-28,11.581160639192598
2022-11-29,10.037005887300252
2022-11-30,10.037005887300252
2022-12-01,10.037005887300252
2022-12-02,11.581160639192598
2022-12-03,20.846089150546675
2022-12-04,23.934398654331368
2022-12-05,12.353238015138771
2022-12-06,10.809083263246425
2022-12-07,10.809083263246425
2022-12-08,13.125315391084944
2022-12-09,13.125315391084944
2022-12-10,21.61816652649285
2022-12-11,25.478553406223718
2022-12-12,13.125315391084944
2022-12-13,11.581160639192598
2022-12-14,10.809083263246425
2022-12-15,11.581160639192598
2022-12-16,12.353238015138771
2022-12-17,20.074011774600503
2022-12-18,23.162321278385196
2022-12-19,14.669470142977291
2022-12-20,13.897392767031118
2022-12-21,13.897392767031118
2022-12-22,12.353238015138771
2022-12-23,13.897392767031118
2022-12-24,12.353238015138771
2022-12-25,15.441547518923464
2022-12-26,17.757779646761982
2022-12-27,20.074011774600503
2022-12-28,22.390243902439025
2022-12-29,23.162321278385196
2022-12-30,24.706476030277543
2022-12-31,29.338940285954582
2023-01-01,33.97140454163162
2023-01-02,29.338940285954582
2023-01-03,16.21362489486964
2023-01-04,16.98570227081581
2023-01-05,14.669470142977291
2023-01-06,15.441547518923464
2023-01-07,27.02270815811606
2023-01-08,33.199327165685446
2023-01-09,15.441547518923464
2023-01-10,12.353238015138771
2023-01-11,13.897392767031118
2023-01-12,13.897392767031118
2023-01-13,14.669470142977291
2023-01-14,28.56686291000841
2023-01-15,32.42724978973928
2023-01-16,27.794785534062235
2023-01-17,13.897392767031118
2023-01-18,13.125315391084944
2023-01-19,13.125315391084944
2023-01-20,14.669470142977291
2023-01-21,29.338940285954582
2023-01-22,31.655172413793103
2023-01-23,16.98570227081581
2023-01-24,12.353238015138771
2023-01-25,12.353238015138771
2023-01-26,13.897392767031118
2023-01-27,13.897392767031118
2023-01-28,31.655172413793103
2023-01-29,32.42724978973928
2023-01-30,14.669470142977291
2023-01-31,12.353238015138771
2023-02-01,13.125315391084944
2023-02-02,13.897392767031118
2023-02-03,16.21362489486964
2023-02-04,29.338940285954582
2023-02-05,35.515559293523964
2023-02-06,16.98570227081581
2023-02-07,13.897392767031118
2023-02-08,14.669470142977291
2023-02-09,14.669470142977291
2023-02-10,20.074011774600503
2023-02-11,33.199327165685446
2023-02-12,32.42724978973928
2023-02-13,13.897392767031118
2023-02-14,17.757779646761982
2023-02-15,20.074011774600503
2023-02-16,15.441547518923464
2023-02-17,19.301934398654332
2023-02-18,36.28763666947014
2023-02-19,44.78048780487805
2023-02-20,33.97140454163162
2023-02-21,20.074011774600503
2023-02-22,15.441547518923464
2023-02-23,17.757779646761982
2023-02-24,18.529857022708157
2023-02-25,33.199327165685446
2023-02-26,44.008410428931874
2023-02-27,20.074011774600503
2023-02-28,15.441547518923464
2023-03-01,18.529857022708157
2023-03-02,16.98570227081581
2023-03-03,17.757779646761982
2023-03-04,40.14802354920101
2023-03-05,50.18502943650126
2023-03-06,22.390243902439025
2023-03-07,20.074011774600503
2023-03-08,19.301934398654332
2023-03-09,18.529857022708157
2023-03-10,20.846089150546675
2023-03-11,40.14802354920101
2023-03-12,44.78048780487805
2023-03-13,26.25063078216989
2023-03-14,21.61816652649285
2023-03-15,22.390243902439025
2023-03-16,24.706476030277543
2023-03-17,27.02270815811606
2023-03-18,44.008410428931874
2023-03-19,46.32464255677039
2023-03-20,25.478553406223718
2023-03-21,23.162321278385196
2023-03-22,21.61816652649285
2023-03-23,23.934398654331368
2023-03-24,29.338940285954582
2023-03-25,50.18502943650126
2023-03-26,64.08242220353237
2023-03-27,28.56686291000841
2023-03-28,24.706476030277543
2023-03-29,24.706476030277543
2023-03-30,22.390243902439025
2023-03-31,27.02270815811606
2023-04-01,48.64087468460891
2023-04-02,60.22203532380151
2023-04-03,32.42724978973928
2023-04-04,30.111017661900753
2023-04-05,28.56686291000841
2023-04-06,30.111017661900753
2023-04-07,34.743481917577796
2023-04-08,49.412952060555085
2023-04-09,60.22203532380151
2023-04-10,34.743481917577796
2023-04-11,28.56686291000841
2023-04-12,33.97140454163162
2023-04-13,37.059714045416314
2023-04-14,43.2363330529857
2023-04-15,64.85449957947856
2023-04-16,67.17073170731707
2023-04-17,27.02270815811606
2023-04-18,22.390243902439025
2023-04-19,24.706476030277543
2023-04-20,26.25063078216989
2023-04-21,33.97140454163162
2023-04-22,52.50126156433978
2023-04-23,54.817493692178296
2023-04-24,27.794785534062235
2023-04-25,21.61816652649285
2023-04-26,24.804865476948017
2023-04-27,24.804865476948017
2023-04-28,28.57974446671112
2023-04-29,53.384609943659136
2023-04-30,53.384609943659136
2023-05-01,27.732534391263613
2023-05-02,21.416025175158005
2023-05-03,21.416025175158005
2023-05-04,25.190904164921108
2023-05-05,29.812993230131706
2023-05-06,60.08715784773783
2023-05-07,74.41459643084406
2023-05-08,34.89625368281673
2023-05-09,27.732534391263613
2023-05-10,31.507413381026716
2023-05-11,34.04904360736923
2023-05-12,36.12950244623731
2023-05-13,63.47599814952785
2023-05-14,77.34226534515966
2023-05-15,38.67113267257983
2023-05-16,31.96858476850113
2023-05-17,29.812993230131706
2023-05-18,33.20183353192172
2023-05-19,37.823922597132324
2023-05-20,61.78157799863284
2023-05-21,71.02575612905403
2023-05-22,39.057171360552914
2023-05-23,33.20183353192172
2023-05-24,30.66020330557921
2023-05-25,33.20183353192172
2023-05-26,43.35011042259516
2023-05-27,74.70976477085549
2023-05-28,92.23427749488332
2023-05-29,88.54490639508798
2023-05-30,42.42776764764632
2023-05-31,38.73839654785099
2023-06-01,41.50542487269749
2023-06-02,46.11713874744166
2023-06-03,66.40867979631598
2023-06-04,76.55445032075315
2023-06-05,43.35011042259516
2023-06-06,37.81605377290216
2023-06-07,36.89371099795332
2023-06-08,34.12668267310683
2023-06-09,44.27245319754399
2023-06-10,63.64165147146949
2023-06-11,74.70976477085549
2023-06-12,45.19479597249282
2023-06-13,36.89371099795332
2023-06-14,39.66073932279982
2023-06-15,42.42776764764632
2023-06-16,47.03948152239049
2023-06-17,68.25336534621366
2023-06-18,85.77787807024148
2023-06-19,58.10759482177649
2023-06-20,45.19479597249282
2023-06-21,44.27245319754399
2023-06-22,41.50542487269749
2023-06-23,47.03948152239049
2023-06-24,72.86507922095781
2023-06-25,83.01084974539498
2023-06-26,49.80650984723699
2023-06-27,43.35011042259516
2023-06-28,41.50542487269749
2023-06-29,45.19479597249282
2023-06-30,47.96182429733932
2023-07-01,70.09805089611132
2023-07-02,82.08850697044615
2023-07-03,68.25336534621366
2023-07-04,79.32147864559964
2023-07-05,60.87462314662299
2023-07-06,48.88416707228816
2023-07-07,57.18525204682765
2023-07-08,74.70976477085549
2023-07-09,77.47679309570198
2023-07-10,47.03948152239049
2023-07-11,43.35011042259516
2023-07-12,42.42776764764632
2023-07-13,42.42776764764632
2023-07-14,50.72885262218582
2023-07-15,71.02039367106015
2023-07-16,83.93319252034381
2023-07-17,53.49588094703232
2023-07-18,41.50542487269749
2023-07-19,44.27245319754399
2023-07-20,43.35011042259516
2023-07-21,48.88416707228816
2023-07-22,67.33102257126481
2023-07-23,76.55445032075315
2023-07-24,48.88416707228816
2023-07-25,42.42776764764632
2023-07-26,43.35011042259516
2023-07-27,42.42776764764632
2023-07-28,47.96182429733932
2023-07-29,82.08850697044615
2023-07-30,74.70976477085549
2023-07-31,45.19479597249282
2023-08-01,39.66073932279982
2023-08-02,37.81605377290216
2023-08-03,39.66073932279982
2023-08-04,40.58308209774866
2023-08-05,64.56399424641832
2023-08-06,66.40867979631598
2023-08-07,42.42776764764632
2023-08-08,35.04902544805566
2023-08-09,37.81605377290216
2023-08-10,33.20433989815799
2023-08-11,39.66073932279982
2023-08-12,58.10759482177649
2023-08-13,73.78742199590664
2023-08-14,38.73839654785099
2023-08-15,31.359654348260324
2023-08-16,32.28199712320916
2023-08-17,31.359654348260324
2023-08-18,36.89371099795332
2023-08-19,58.10759482177649
2023-08-20,65.48633702136715
2023-08-21,34.12668267310683
2023-08-22,30.437311573311494
2023-08-23,31.359654348260324
2023-08-24,26.74794047351616
2023-08-25,30.437311573311494
2023-08-26,51.65119539713466
2023-08-27,61.79696592157182
2023-08-28,29.51496879836266
2023-08-29,23.98091214866966
2023-08-30,23.05856937372083
2023-08-31,23.98091214866966
2023-09-01,30.437311573311494
2023-09-02,55.34056649692999
2023-09-03,71.02039367106015
2023-09-04,65.48633702136715
2023-09-05,27.670283248464994
2023-09-06,21.21388382382316
2023-09-07,22.136226598771994
2023-09-08,23.98091214866966
2023-09-09,45.19479597249282
2023-09-10,45.19479597249282
2023-09-11,22.136226598771994
2023-09-12,18.44685549897666
2023-09-13,18.44685549897666
2023-09-14,20.29154104887433
2023-09-15,21.21388382382316
2023-09-16,42.42776764764632
2023-09-17,44.27245319754399
2023-09-18,22.136226598771994
2023-09-19,18.44685549897666
2023-09-20,19.369198273925495
2023-09-21,19.369198273925495
2023-09-22,23.98091214866966
2023-09-23,38.73839654785099
2023-09-24,42.42776764764632
2023-09-25,21.21388382382316
2023-09-26,17.52451272402783
2023-09-27,15.679827174130162
2023-09-28,17.52451272402783
2023-09-29,21.21388382382316
2023-09-30,38.73839654785099
2023-10-01,45.19479597249282
2023-10-02,21.21388382382316
2023-10-03,17.52451272402783
2023-10-04,19.369198273925495
2023-10-05,19.369198273925495
2023-10-06,22.136226598771994
2023-10-07,35.04902544805566
2023-10-08,38.73839654785099
2023-10-09,23.05856937372083
2023-10-10,16.602169949078995
2023-10-11,15.679827174130162
2023-10-12,15.679827174130162
2023-10-13,19.369198273925495
2023-10-14,31.359654348260324
2023-10-15,32.28199712320916
2023-10-16,16.602169949078995
2023-10-17,14.75748439918133
2023-10-18,14.75748439918133
2023-10-19,14.75748439918133
2023-10-20,19.369198273925495
2023-10-21,32.28199712320916
2023-10-22,35.04902544805566
2023-10-23,15.679827174130162
2023-10-24,14.75748439918133
2023-10-25,12.912798849283664
2023-10-26,15.679827174130162
2023-10-27,18.44685549897666
2023-10-28,31.359654348260324
2023-10-29,26.74794047351616
2023-10-30,13.835141624232497
2023-10-31,10.145770524437165
2023-11-01,10.145770524437165
2023-11-02,11.068113299385997
2023-11-03,14.75748439918133
2023-11-04,27.670283248464994
2023-11-05,29.51496879836266
2023-11-06,13.835141624232497
2023-11-07,13.835141624232497
2023-11-08,11.99045607433483
2023-11-09,13.835141624232497
2023-11-10,17.52451272402783
2023-11-11,26.74794047351616
2023-11-12,27.670283248464994
2023-11-13,13.835141624232497
2023-11-14,11.99045607433483
2023-11-15,11.068113299385997
2023-11-16,11.99045607433483
2023-11-17,13.835141624232497
2023-11-18,23.98091214866966
2023-11-19,26.74794047351616
2023-11-20,16.602169949078995
2023-11-21,13.835141624232497
2023-11-22,16.602169949078995
2023-11-23,19.369198273925495
2023-11-24,18.44685549897666
2023-11-25,22.136226598771994
2023-11-26,21.21388382382316
2023-11-27,11.068113299385997
2023-11-28,9.22342774948833
2023-11-29,8.301084974539497
2023-11-30,11.068113299385997
2023-12-01,11.068113299385997
2023-12-02,21.21388382382316
2023-12-03,23.05856937372083
2023-12-04,12.912798849283664
2023-12-05,10.145770524437165
2023-12-06,10.145770524437165
2023-12-07,10.145770524437165
2023-12-08,12.912798849283664
2023-12-09,25.82559769856733
2023-12-10,23.98091214866966
2023-12-11,12.912798849283664
2023-12-12,11.068113299385997
2023-12-13,11.99045607433483
2023-12-14,10.145770524437165
2023-12-15,12.912798849283664
2023-12-16,20.29154104887433
2023-12-17,22.136226598771994
2023-12-18,12.912798849283664
2023-12-19,11.068113299385997
2023-12-20,12.912798849283664
2023-12-21,13.835141624232497
2023-12-22,16.45653687935023
2023-12-23,20.63135154490811
2023-12-24,19.39347045221362
2023-12-25,20.242996692298075
2023-12-26,18.155589359519134
2023-12-27,21.092522932382526
2023-12-28,18.54394421212917
2023-12-29,21.942049172466977
2023-12-30,26.116863838024855
2023-12-31,25.72850898541482
2024-01-01,26.966390078109306
2024-01-02,18.54394421212917
2024-01-03,14.75748439918133
2024-01-04,14.75748439918133
2024-01-05,14.75748439918133
2024-01-06,23.179930265161467
2024-01-07,23.179930265161467
2024-01-08,13.907958159096879
2024-01-09,10.121498346149037
2024-01-10,10.971024586233488
2024-01-11,11.359379438843524
2024-01-12,13.519603306486843
2024-01-13,22.330404025077012
2024-01-14,22.330404025077012
2024-01-15,17.694417972044718
2024-01-16,10.121498346149037
2024-01-17,10.121498346149037
2024-01-18,10.121498346149037
2024-01-19,12.208905678927975
2024-01-20,18.54394421212917
2024-01-21,20.97116204094189
2024-01-22,11.65064557830105
2024-01-23,10.87393587308098
2024-01-24,11.65064557830105
2024-01-25,11.65064557830105
2024-01-26,14.75748439918133
2024-01-27,26.40812997748238
2024-01-28,28.738259093142588
2024-01-29,13.20406498874119
2024-01-30,10.87393587308098
2024-01-31,11.65064557830105
2024-02-01,11.65064557830105
2024-02-02,13.98077469396126
2024-02-03,27.18483968270245
2024-02-04,28.738259093142588
2024-02-05,13.20406498874119
2024-02-06,11.65064557830105
2024-02-07,12.42735528352112
2024-02-08,13.20406498874119
2024-02-09,15.5341941044014
2024-02-10,28.738259093142588
2024-02-11,26.40812997748238
2024-02-12,13.20406498874119
2024-02-13,12.42735528352112
2024-02-14,13.20406498874119
2024-02-15,15.5341941044014
2024-02-16,14.75748439918133
2024-02-17,26.40812997748238
2024-02-18,29.51496879836266
2024-02-19,23.3012911566021
2024-02-20,14.75748439918133
2024-02-21,14.75748439918133
2024-02-22,14.75748439918133
2024-02-23,16.31090380962147
2024-02-24,31.0683882088028
2024-02-25,38.05877555578343
2024-02-26,19.41774263050175
2024-02-27,13.98077469396126
2024-02-28,13.98077469396126
2024-02-29,13.20406498874119
2024-03-01,16.31090380962147
2024-03-02,31.0683882088028
2024-03-03,46.6025823132042
2024-03-04,24.07800086182217
2024-03-05,16.31090380962147
2024-03-06,15.5341941044014
2024-03-07,14.75748439918133
2024-03-08,16.31090380962147
2024-03-09,31.84509791402287
2024-03-10,38.8354852610035
2024-03-11,23.3012911566021
2024-03-12,23.3012911566021
2024-03-13,27.18483968270245
2024-03-14,26.40812997748238
2024-03-15,24.07800086182217
2024-03-16,46.6025823132042
2024-03-17,47.379292018424266
2024-03-18,23.3012911566021
2024-03-19,20.97116204094189
2024-03-20,20.19445233572182
2024-03-21,17.86432322006161
2024-03-22,20.19445233572182
2024-03-23,36.50535614534329
2024-03-24,41.16561437666371
2024-03-25,22.52458145138203
2024-03-26,20.19445233572182
2024-03-27,21.74787174616196
2024-03-28,23.3012911566021
2024-03-29,30.29167850358273
2024-03-30,41.16561437666371
2024-03-31,48.93271142886441
2024-04-01,26.40812997748238
2024-04-02,20.97116204094189
2024-04-03,20.19445233572182
2024-04-04,20.19445233572182
2024-04-05,22.52458145138203
2024-04-06,39.61219496622357
2024-04-07,45.04916290276406
2024-04-08,26.40812997748238
2024-04-09,22.52458145138203
2024-04-10,20.97116204094189
2024-04-11,20.19445233572182
2024-04-12,23.3012911566021
2024-04-13,47.379292018424266
2024-04-14,62.91348612282567
2024-04-15,30.29167850358273
2024-04-16,26.40812997748238
2024-04-17,20.19445233572182
2024-04-18,20.19445233572182
2024-04-19,24.85471056704224
2024-04-20,48.15600172364434
2024-04-21,54.3696793654049
2024-04-22,27.96154938792252
2024-04-23,22.52458145138203
2024-04-24,22.52458145138203
2024-04-25,21.74787174616196
2024-04-26,27.18483968270245
2024-04-27,48.15600172364434
2024-04-28,59.02993759672532
2024-04-29,31.0683882088028
2024-04-30,23.3012911566021
2024-05-01,22.52458145138203
2024-05-02,24.85471056704224
2024-05-03,28.738259093142588
2024-05-04,45.82587260798413
2024-05-05,48.93271142886441
2024-05-06,26.40812997748238
2024-05-07,24.85471056704224
2024-05-08,24.85471056704224
2024-05-09,24.07800086182217
2024-05-10,26.40812997748238
2024-05-11,51.26284054452462
2024-05-12,64.46690553326582
2024-05-13,30.29167850358273
2024-05-14,24.85471056704224
2024-05-15,22.52458145138203
2024-05-16,24.07800086182217
2024-05-17,29.51496879836266
2024-05-18,55.92309877584504
2024-05-19,62.1367764176056
2024-05-20,35.72864644012322
2024-05-21,32.62180761924294
2024-05-22,31.0683882088028
2024-05-23,31.0683882088028
2024-05-24,37.282065850563356
2024-05-25,63.69019582804574
2024-05-26,77.670970522007
2024-05-27,63.69019582804574
2024-05-28,32.62180761924294
2024-05-29,30.29167850358273
2024-05-30,29.51496879836266
2024-05-31,33.39851732446301
2024-06-01,58.25322789150525
2024-06-02,62.1367764176056
2024-06-03,34.95193673490315
2024-06-04,32.62180761924294
2024-06-05,31.0683882088028
2024-06-06,31.84509791402287
2024-06-07,38.05877555578343
2024-06-08,60.58335700716546
2024-06-09,65.24361523848587
2024-06-10,38.8354852610035
2024-06-11,32.62180761924294
2024-06-12,34.95193673490315
2024-06-13,34.95193673490315
2024-06-14,38.05877555578343
2024-06-15,59.80664730194539
2024-06-16,72.23400258546651
2024-06-17,42.71903378710385
2024-06-18,38.05877555578343
2024-06-19,45.82587260798413
2024-06-20,38.05877555578343
2024-06-21,42.71903378710385
2024-06-22,62.91348612282567
2024-06-23,66.02032494370594
2024-06-24,40.38890467144364
2024-06-25,38.05877555578343
2024-06-26,36.50535614534329
2024-06-27,33.39851732446301
2024-06-28,39.61219496622357
2024-06-29,59.02993759672532
2024-06-30,64.46690553326582
2024-07-01,41.94232408188378
2024-07-02,38.05877555578343
2024-07-03,38.05877555578343
2024-07-04,68.35045405936616
2024-07-05,62.1367764176056
2024-07-06,66.02032494370594
2024-07-07,66.79703464892602
2024-07-08,41.16561437666371
2024-07-09,37.282065850563356
2024-07-10,34.17522702968308
2024-07-11,35.72864644012322
2024-07-12,38.8354852610035
2024-07-13,56.69980848106511
2024-07-14,63.69019582804574
2024-07-15,38.05877555578343
2024-07-16,36.50535614534329
2024-07-17,34.17522702968308
2024-07-18,34.17522702968308
2024-07-19,39.61219496622357
2024-07-20,59.80664730194539
2024-07-21,76.89426081678693
2024-07-22,39.61219496622357
2024-07-23,33.39851732446301
2024-07-24,31.84509791402287
2024-07-25,34.17522702968308
2024-07-26,38.05877555578343
2024-07-27,58.25322789150525
2024-07-28,61.36006671238553
2024-07-29,36.50535614534329
2024-07-30,32.62180761924294
2024-07-31,31.0683882088028
2024-08-01,32.62180761924294
2024-08-02,34.95193673490315
2024-08-03,54.3696793654049
2024-08-04,57.476518186285176
2024-08-05,32.62180761924294
2024-08-06,26.40812997748238
2024-08-07,27.18483968270245
2024-08-08,26.40812997748238
2024-08-09,28.738259093142588
2024-08-10,47.379292018424266
2024-08-11,56.69980848106511
2024-08-12,31.0683882088028
2024-08-13,26.40812997748238
2024-08-14,27.18483968270245
2024-08-15,27.18483968270245
2024-08-16,30.29167850358273
2024-08-17,48.15600172364434
2024-08-18,51.521743779597976
2024-08-19,27.055388065165772
2024-08-20,23.387592234959886
2024-08-21,21.920473902877532
2024-08-22,23.387592234959886
2024-08-23,27.055388065165772
2024-08-24,47.1635393225298
2024-08-25,51.17653946616684
2024-08-26,24.85471056704224
2024-08-27,21.575269589446386
2024-08-28,20.84171042340521
2024-08-29,18.29582861185054
2024-08-30,25.58826973308342
2024-08-31,46.04162530387859
2024-09-01,58.12377627396857
2024-09-02,52.25530294563916
2024-09-03,21.920473902877532
2024-09-04,17.907473759240503
2024-09-05,17.173914593199328
2024-09-06,19.374592091322857
2024-09-07,35.08138835243983
2024-09-08,40.21630251472807
2024-09-09,18.641032925281678
2024-09-10,16.095151113727006
2024-09-11,14.973237095075794
2024-09-12,18.641032925281678
2024-09-13,21.186914736836354
2024-09-14,38.74918418264571
2024-09-15,36.54850668452218
2024-09-16,16.095151113727006
2024-09-17,15.188989790970258
2024-09-18,15.188989790970258
2024-09-19,16.569807044694826
2024-09-20,20.02185017900625
2024-09-21,38.66288310428793
