Time,jeff_hardy
2022-01-01,3.0
2022-01-02,3.0
2022-01-03,3.0
2022-01-04,3.0
2022-01-05,3.0
2022-01-06,2.0
2022-01-07,2.0
2022-01-08,3.0
2022-01-09,3.0
2022-01-10,3.0
2022-01-11,2.0
2022-01-12,2.0
2022-01-13,5.0
2022-01-14,2.0
2022-01-15,3.0
2022-01-16,3.0
2022-01-17,4.0
2022-01-18,2.0
2022-01-19,2.0
2022-01-20,2.0
2022-01-21,3.0
2022-01-22,3.0
2022-01-23,2.0
2022-01-24,2.0
2022-01-25,2.0
2022-01-26,2.0
2022-01-27,3.0
2022-01-28,5.0
2022-01-29,8.0
2022-01-30,5.0
2022-01-31,3.0
2022-02-01,4.0
2022-02-02,3.0
2022-02-03,3.0
2022-02-04,3.0
2022-02-05,4.0
2022-02-06,4.0
2022-02-07,4.0
2022-02-08,3.0
2022-02-09,3.0
2022-02-10,4.0
2022-02-11,3.0
2022-02-12,4.0
2022-02-13,2.0
2022-02-14,2.0
2022-02-15,3.0
2022-02-16,3.0
2022-02-17,3.0
2022-02-18,3.0
2022-02-19,4.0
2022-02-20,4.0
2022-02-21,3.0
2022-02-22,3.0
2022-02-23,5.0
2022-02-24,8.0
2022-02-25,5.0
2022-02-26,5.0
2022-02-27,4.0
2022-02-28,3.0
2022-03-01,3.0
2022-03-02,3.0
2022-03-03,4.0
2022-03-04,3.0
2022-03-05,4.0
2022-03-06,4.0
2022-03-07,7.0
2022-03-08,4.0
2022-03-09,5.0
2022-03-10,29.0
2022-03-11,11.0
2022-03-12,8.0
2022-03-13,6.0
2022-03-14,5.0
2022-03-15,5.0
2022-03-16,4.0
2022-03-17,9.0
2022-03-18,4.0
2022-03-19,6.0
2022-03-20,4.0
2022-03-21,4.0
2022-03-22,4.0
2022-03-23,4.0
2022-03-24,7.0
2022-03-25,3.0
2022-03-26,4.0
2022-03-27,4.0
2022-03-28,3.0
2022-03-29,3.0
2022-03-30,3.0
2022-03-31,3.0
2022-04-01,4.0
2022-04-02,5.0
2022-04-03,5.0
2022-04-04,4.0
2022-04-05,3.0
2022-04-06,3.0
2022-04-07,5.0
2022-04-08,4.0
2022-04-09,3.0
2022-04-10,3.0
2022-04-11,3.0
2022-04-12,3.0
2022-04-13,2.0
2022-04-14,2.0
2022-04-15,4.0
2022-04-16,3.0
2022-04-17,3.0
2022-04-18,2.0
2022-04-19,2.0
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,3.0
2022-04-23,4.0
2022-04-24,3.0
2022-04-25,3.0
2022-04-26,3.0
2022-04-27,2.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,3.0
2022-05-02,2.0
2022-05-03,2.0
2022-05-04,2.0
2022-05-05,4.0
2022-05-06,2.0
2022-05-07,3.0
2022-05-08,3.0
2022-05-09,3.0
2022-05-10,2.0
2022-05-11,2.0
2022-05-12,6.0
2022-05-13,3.0
2022-05-14,3.0
2022-05-15,2.0
2022-05-16,2.0
2022-05-17,2.0
2022-05-18,2.0
2022-05-19,4.0
2022-05-20,2.0
2022-05-21,3.0
2022-05-22,2.0
2022-05-23,3.0
2022-05-24,2.0
2022-05-25,2.0
2022-05-26,3.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,2.0
2022-05-30,8.0
2022-05-31,7.0
2022-06-01,5.0
2022-06-02,4.0
2022-06-03,4.0
2022-06-04,4.0
2022-06-05,3.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,2.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,2.0
2022-06-13,75.0
2022-06-14,100.0
2022-06-15,53.0
2022-06-16,23.0
2022-06-17,30.0
2022-06-18,13.0
2022-06-19,8.0
2022-06-20,6.0
2022-06-21,5.0
2022-06-22,5.0
2022-06-23,4.0
2022-06-24,3.0
2022-06-25,3.0
2022-06-26,4.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,2.0
2022-07-07,3.0
2022-07-08,2.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,2.071428571428571
2022-08-30,1.8571428571428572
2022-08-31,2.7857142857142856
2022-09-01,2.071428571428571
2022-09-02,2.0
2022-09-03,2.7142857142857144
2022-09-04,2.7857142857142856
2022-09-05,2.142857142857143
2022-09-06,1.7857142857142856
2022-09-07,1.8571428571428572
2022-09-08,1.7857142857142856
2022-09-09,1.8571428571428572
2022-09-10,2.071428571428571
2022-09-11,1.7142857142857142
2022-09-12,1.1428571428571428
2022-09-13,1.0714285714285714
2022-09-14,1.1428571428571428
2022-09-15,1.7857142857142856
2022-09-16,2.8571428571428568
2022-09-17,2.8571428571428568
2022-09-18,2.142857142857143
2022-09-19,1.1428571428571428
2022-09-20,1.1428571428571428
2022-09-21,1.0714285714285714
2022-09-22,2.0
2022-09-23,1.8571428571428572
2022-09-24,1.7857142857142856
2022-09-25,2.0
2022-09-26,1.0714285714285714
2022-09-27,2.0
2022-09-28,1.857142857142857
2022-09-29,1.5714285714285714
2022-09-30,1.0
2022-10-01,1.7142857142857142
2022-10-02,1.4285714285714284
2022-10-03,1.7142857142857142
2022-10-04,2.142857142857143
2022-10-05,1.5714285714285714
2022-10-06,2.0
2022-10-07,1.857142857142857
2022-10-08,2.2857142857142856
2022-10-09,2.4285714285714284
2022-10-10,1.4285714285714284
2022-10-11,1.4285714285714284
2022-10-12,1.2857142857142856
2022-10-13,1.4285714285714284
2022-10-14,1.2857142857142856
2022-10-15,2.2857142857142856
2022-10-16,2.142857142857143
2022-10-17,1.2857142857142856
2022-10-18,2.0
2022-10-19,1.4285714285714284
2022-10-20,2.142857142857143
2022-10-21,1.7142857142857142
2022-10-22,1.857142857142857
2022-10-23,2.0
2022-10-24,1.4285714285714284
2022-10-25,1.857142857142857
2022-10-26,1.1428571428571428
2022-10-27,1.5714285714285714
2022-10-28,2.4285714285714284
2022-10-29,2.0
2022-10-30,2.142857142857143
2022-10-31,2.0
2022-11-01,1.5714285714285714
2022-11-02,1.5714285714285714
2022-11-03,1.5714285714285714
2022-11-04,1.4285714285714284
2022-11-05,2.714285714285714
2022-11-06,1.857142857142857
2022-11-07,1.1428571428571428
2022-11-08,1.1428571428571428
2022-11-09,2.0
2022-11-10,2.571428571428571
2022-11-11,1.4285714285714284
2022-11-12,1.7142857142857142
2022-11-13,2.571428571428571
2022-11-14,3.571428571428571
2022-11-15,2.0
2022-11-16,2.4285714285714284
2022-11-17,2.142857142857143
2022-11-18,1.7142857142857142
2022-11-19,2.4285714285714284
2022-11-20,2.0
2022-11-21,1.1428571428571428
2022-11-22,2.142857142857143
2022-11-23,2.142857142857143
2022-11-24,2.4285714285714284
2022-11-25,2.142857142857143
2022-11-26,0.8571428571428571
2022-11-27,2.714285714285714
2022-11-28,2.142857142857143
2022-11-29,1.857142857142857
2022-11-30,1.857142857142857
2022-12-01,2.0
2022-12-02,1.4285714285714284
2022-12-03,2.142857142857143
2022-12-04,2.0
2022-12-05,1.5714285714285714
2022-12-06,1.7142857142857142
2022-12-07,1.5714285714285714
2022-12-08,2.4285714285714284
2022-12-09,1.4285714285714284
2022-12-10,1.7142857142857142
2022-12-11,2.142857142857143
2022-12-12,1.7142857142857142
2022-12-13,1.7142857142857142
2022-12-14,2.142857142857143
2022-12-15,1.4285714285714284
2022-12-16,1.7142857142857142
2022-12-17,2.0
2022-12-18,1.7142857142857142
2022-12-19,1.857142857142857
2022-12-20,1.5714285714285714
2022-12-21,1.857142857142857
2022-12-22,1.5714285714285714
2022-12-23,1.857142857142857
2022-12-24,2.142857142857143
2022-12-25,3.0
2022-12-26,2.142857142857143
2022-12-27,2.142857142857143
2022-12-28,1.7142857142857142
2022-12-29,2.2857142857142856
2022-12-30,2.0
2022-12-31,2.4285714285714284
2023-01-01,2.142857142857143
2023-01-02,2.2857142857142856
2023-01-03,2.4285714285714284
2023-01-04,2.4285714285714284
2023-01-05,2.142857142857143
2023-01-06,2.0
2023-01-07,2.571428571428571
2023-01-08,2.714285714285714
2023-01-09,2.571428571428571
2023-01-10,1.4285714285714284
2023-01-11,1.7142857142857142
2023-01-12,2.142857142857143
2023-01-13,1.7142857142857142
2023-01-14,2.714285714285714
2023-01-15,2.4285714285714284
2023-01-16,2.0
2023-01-17,2.571428571428571
2023-01-18,2.714285714285714
2023-01-19,3.142857142857143
2023-01-20,2.142857142857143
2023-01-21,2.8571428571428568
2023-01-22,3.0
2023-01-23,2.142857142857143
2023-01-24,1.857142857142857
2023-01-25,1.857142857142857
2023-01-26,3.714285714285714
2023-01-27,1.4285714285714284
2023-01-28,3.8571428571428568
2023-01-29,5.142857142857142
2023-01-30,2.571428571428571
2023-01-31,2.2857142857142856
2023-02-01,2.2857142857142856
2023-02-02,2.4285714285714284
2023-02-03,2.2857142857142856
2023-02-04,3.8571428571428568
2023-02-05,2.4285714285714284
2023-02-06,2.2857142857142856
2023-02-07,2.142857142857143
2023-02-08,2.571428571428571
2023-02-09,2.142857142857143
2023-02-10,1.857142857142857
2023-02-11,3.2857142857142856
2023-02-12,3.4285714285714284
2023-02-13,2.571428571428571
2023-02-14,3.0
2023-02-15,3.714285714285714
2023-02-16,2.8571428571428568
2023-02-17,3.2857142857142856
2023-02-18,3.2857142857142856
2023-02-19,2.8571428571428568
2023-02-20,2.4285714285714284
2023-02-21,2.8571428571428568
2023-02-22,2.0
2023-02-23,2.2857142857142856
2023-02-24,14.285714285714285
2023-02-25,11.0
2023-02-26,5.7142857142857135
2023-02-27,2.571428571428571
2023-02-28,2.571428571428571
2023-03-01,2.142857142857143
2023-03-02,2.8571428571428568
2023-03-03,2.4285714285714284
2023-03-04,2.571428571428571
2023-03-05,2.714285714285714
2023-03-06,2.142857142857143
2023-03-07,1.857142857142857
2023-03-08,1.857142857142857
2023-03-09,2.2857142857142856
2023-03-10,2.571428571428571
2023-03-11,2.571428571428571
2023-03-12,2.571428571428571
2023-03-13,2.0
2023-03-14,2.2857142857142856
2023-03-15,1.7142857142857142
2023-03-16,1.7142857142857142
2023-03-17,1.7142857142857142
2023-03-18,2.571428571428571
2023-03-19,2.0
2023-03-20,2.714285714285714
2023-03-21,1.857142857142857
2023-03-22,1.4285714285714284
2023-03-23,2.2857142857142856
2023-03-24,1.7142857142857142
2023-03-25,2.4285714285714284
2023-03-26,2.8571428571428568
2023-03-27,2.714285714285714
2023-03-28,2.142857142857143
2023-03-29,1.5714285714285714
2023-03-30,3.0
2023-03-31,2.714285714285714
2023-04-01,2.2857142857142856
2023-04-02,4.714285714285714
2023-04-03,3.714285714285714
2023-04-04,3.0
2023-04-05,4.142857142857142
2023-04-06,5.0
2023-04-07,3.2857142857142856
2023-04-08,3.2857142857142856
2023-04-09,2.8571428571428568
2023-04-10,2.714285714285714
2023-04-11,2.571428571428571
2023-04-12,2.142857142857143
2023-04-13,12.571428571428571
2023-04-14,5.7142857142857135
2023-04-15,4.428571428571428
2023-04-16,4.714285714285714
2023-04-17,3.0
2023-04-18,2.2857142857142856
2023-04-19,2.142857142857143
2023-04-20,2.571428571428571
2023-04-21,2.2857142857142856
2023-04-22,3.142857142857143
2023-04-23,4.142857142857142
2023-04-24,3.0
2023-04-25,2.571428571428571
2023-04-26,2.4523809523809526
2023-04-27,2.292517006802721
2023-04-28,2.1768707482993195
2023-04-29,2.8435374149659864
2023-04-30,2.292517006802721
2023-05-01,1.8571428571428572
2023-05-02,1.9727891156462585
2023-05-03,2.248299319727891
2023-05-04,1.7414965986394557
2023-05-05,1.9727891156462585
2023-05-06,2.4523809523809526
2023-05-07,2.1768707482993195
2023-05-08,2.5680272108843534
2023-05-09,1.6972789115646258
2023-05-10,1.8571428571428572
2023-05-11,1.6972789115646258
2023-05-12,1.6972789115646258
2023-05-13,2.13265306122449
2023-05-14,2.7278911564625847
2023-05-15,1.5816326530612246
2023-05-16,1.6972789115646258
2023-05-17,2.0884353741496597
2023-05-18,2.13265306122449
2023-05-19,1.9013605442176869
2023-05-20,1.6972789115646258
2023-05-21,2.4523809523809526
2023-05-22,1.2619047619047619
2023-05-23,1.3061224489795917
2023-05-24,2.017006802721088
2023-05-25,1.465986394557823
2023-05-26,1.8571428571428572
2023-05-27,2.6530612244897958
2023-05-28,2.8299319727891157
2023-05-29,8.843537414965986
2023-05-30,4.687074829931973
2023-05-31,3.0068027210884356
2023-06-01,2.2993197278911564
2023-06-02,1.7687074829931972
2023-06-03,2.3877551020408165
2023-06-04,2.0340136054421767
2023-06-05,1.5034013605442178
2023-06-06,1.6802721088435375
2023-06-07,1.945578231292517
2023-06-08,1.3265306122448979
2023-06-09,1.4149659863945578
2023-06-10,1.5034013605442178
2023-06-11,1.5918367346938775
2023-06-12,2.0340136054421767
2023-06-13,1.8571428571428572
2023-06-14,2.122448979591837
2023-06-15,1.6802721088435375
2023-06-16,1.6802721088435375
2023-06-17,2.564625850340136
2023-06-18,3.183673469387755
2023-06-19,2.2993197278911564
2023-06-20,1.8571428571428572
2023-06-21,1.945578231292517
2023-06-22,3.5374149659863945
2023-06-23,2.741496598639456
2023-06-24,2.3877551020408165
2023-06-25,5.129251700680272
2023-06-26,2.8299319727891157
2023-06-27,1.5034013605442178
2023-06-28,1.7687074829931972
2023-06-29,2.0340136054421767
2023-06-30,2.122448979591837
2023-07-01,2.741496598639456
2023-07-02,2.2993197278911564
2023-07-03,2.564625850340136
2023-07-04,2.564625850340136
2023-07-05,2.3877551020408165
2023-07-06,2.6530612244897958
2023-07-07,2.2108843537414966
2023-07-08,3.4489795918367347
2023-07-09,3.183673469387755
2023-07-10,2.6530612244897958
2023-07-11,2.2108843537414966
2023-07-12,1.7687074829931972
2023-07-13,2.6530612244897958
2023-07-14,2.741496598639456
2023-07-15,2.741496598639456
2023-07-16,3.0068027210884356
2023-07-17,2.4761904761904763
2023-07-18,1.6802721088435375
2023-07-19,1.8571428571428572
2023-07-20,2.3877551020408165
2023-07-21,2.122448979591837
2023-07-22,2.2108843537414966
2023-07-23,2.9183673469387754
2023-07-24,2.6530612244897958
2023-07-25,2.2108843537414966
2023-07-26,2.2108843537414966
2023-07-27,2.122448979591837
2023-07-28,2.122448979591837
2023-07-29,2.741496598639456
2023-07-30,2.4761904761904763
2023-07-31,1.4149659863945578
2023-08-01,1.5918367346938775
2023-08-02,1.4149659863945578
2023-08-03,2.122448979591837
2023-08-04,1.4149659863945578
2023-08-05,3.360544217687075
2023-08-06,2.2993197278911564
2023-08-07,1.6802721088435375
2023-08-08,1.5918367346938775
2023-08-09,1.7687074829931972
2023-08-10,3.6258503401360547
2023-08-11,2.4761904761904763
2023-08-12,3.0068027210884356
2023-08-13,2.9183673469387754
2023-08-14,2.564625850340136
2023-08-15,2.2993197278911564
2023-08-16,2.4761904761904763
2023-08-17,3.6258503401360547
2023-08-18,2.9183673469387754
2023-08-19,2.3877551020408165
2023-08-20,2.2993197278911564
2023-08-21,2.122448979591837
2023-08-22,2.2993197278911564
2023-08-23,2.2993197278911564
2023-08-24,2.8299319727891157
2023-08-25,1.7687074829931972
2023-08-26,3.0068027210884356
2023-08-27,3.0952380952380953
2023-08-28,2.2108843537414966
2023-08-29,2.3877551020408165
2023-08-30,2.4761904761904763
2023-08-31,3.4489795918367347
2023-09-01,3.4489795918367347
2023-09-02,2.6530612244897958
2023-09-03,2.3877551020408165
2023-09-04,1.945578231292517
2023-09-05,2.4761904761904763
2023-09-06,2.6530612244897958
2023-09-07,3.0068027210884356
2023-09-08,2.3877551020408165
2023-09-09,3.6258503401360547
2023-09-10,2.564625850340136
2023-09-11,1.945578231292517
2023-09-12,1.5034013605442178
2023-09-13,1.7687074829931972
2023-09-14,1.5918367346938775
2023-09-15,1.8571428571428572
2023-09-16,2.2993197278911564
2023-09-17,2.4761904761904763
2023-09-18,1.5034013605442178
2023-09-19,2.122448979591837
2023-09-20,1.945578231292517
2023-09-21,2.2108843537414966
2023-09-22,1.6802721088435375
2023-09-23,2.122448979591837
2023-09-24,2.9183673469387754
2023-09-25,1.4149659863945578
2023-09-26,1.4149659863945578
2023-09-27,1.7687074829931972
2023-09-28,1.4149659863945578
2023-09-29,2.0340136054421767
2023-09-30,2.3877551020408165
2023-10-01,2.3877551020408165
2023-10-02,5.836734693877551
2023-10-03,2.3877551020408165
2023-10-04,2.564625850340136
2023-10-05,2.741496598639456
2023-10-06,2.2993197278911564
2023-10-07,2.8299319727891157
2023-10-08,2.0340136054421767
2023-10-09,2.2108843537414966
2023-10-10,1.5034013605442178
2023-10-11,1.5034013605442178
2023-10-12,1.4149659863945578
