Time,black_panther_2
2022-09-27,5.727272727272727
2022-09-28,5.454545454545454
2022-09-29,5.454545454545454
2022-09-30,5.454545454545454
2022-10-01,5.454545454545454
2022-10-02,5.454545454545454
2022-10-03,27.27272727272727
2022-10-04,24.545454545454543
2022-10-05,13.636363636363635
2022-10-06,8.181818181818182
2022-10-07,8.181818181818182
2022-10-08,8.181818181818182
2022-10-09,5.454545454545454
2022-10-10,5.454545454545454
2022-10-11,5.454545454545454
2022-10-12,5.454545454545454
2022-10-13,5.454545454545454
2022-10-14,5.454545454545454
2022-10-15,5.454545454545454
2022-10-16,5.454545454545454
2022-10-17,5.454545454545454
2022-10-18,5.454545454545454
2022-10-19,5.454545454545454
2022-10-20,5.454545454545454
2022-10-21,8.181818181818182
2022-10-22,8.181818181818182
2022-10-23,8.181818181818182
2022-10-24,8.181818181818182
2022-10-25,8.181818181818182
2022-10-26,8.181818181818182
2022-10-27,19.09090909090909
2022-10-28,21.818181818181817
2022-10-29,16.363636363636363
2022-10-30,13.636363636363635
2022-10-31,10.909090909090908
2022-11-01,10.909090909090908
2022-11-02,13.636363636363635
2022-11-03,13.636363636363635
2022-11-04,16.363636363636363
2022-11-05,19.09090909090909
2022-11-06,19.09090909090909
2022-11-07,21.818181818181817
2022-11-08,24.545454545454543
2022-11-09,29.999999999999996
2022-11-10,65.45454545454545
2022-11-11,190.9090909090909
2022-11-12,272.7272727272727
2022-11-13,242.72727272727272
2022-11-14,125.45454545454544
2022-11-15,76.36363636363636
2022-11-16,73.63636363636363
2022-11-17,49.090909090909086
2022-11-18,59.99999999999999
2022-11-19,106.36363636363636
2022-11-20,103.63636363636363
2022-11-21,57.272727272727266
2022-11-22,43.63636363636363
2022-11-23,51.81818181818181
2022-11-24,51.81818181818181
2022-11-25,54.54545454545454
2022-11-26,54.54545454545454
2022-11-27,51.81818181818181
2022-11-28,27.27272727272727
2022-11-29,16.363636363636363
2022-11-30,16.363636363636363
2022-12-01,13.636363636363635
2022-12-02,13.636363636363635
2022-12-03,27.27272727272727
2022-12-04,29.999999999999996
2022-12-05,16.363636363636363
2022-12-06,10.909090909090908
2022-12-07,10.909090909090908
2022-12-08,10.909090909090908
2022-12-09,13.636363636363635
2022-12-10,21.818181818181817
2022-12-11,21.818181818181817
2022-12-12,13.636363636363635
2022-12-13,10.909090909090908
2022-12-14,10.909090909090908
2022-12-15,10.909090909090908
2022-12-16,16.363636363636363
2022-12-17,24.545454545454543
2022-12-18,21.818181818181817
2022-12-19,16.363636363636363
2022-12-20,16.363636363636363
2022-12-21,16.363636363636363
2022-12-22,16.363636363636363
2022-12-23,16.363636363636363
2022-12-24,16.363636363636363
2022-12-25,21.818181818181817
2022-12-26,27.27272727272727
2022-12-27,24.545454545454543
2022-12-28,21.818181818181817
2022-12-29,19.09090909090909
2022-12-30,19.09090909090909
2022-12-31,19.09090909090909
2023-01-01,24.545454545454543
2023-01-02,24.545454545454543
2023-01-03,13.636363636363635
2023-01-04,10.909090909090908
2023-01-05,8.181818181818182
2023-01-06,10.909090909090908
2023-01-07,16.363636363636363
2023-01-08,16.363636363636363
2023-01-09,8.181818181818182
2023-01-10,8.181818181818182
2023-01-11,10.909090909090908
2023-01-12,8.181818181818182
2023-01-13,10.909090909090908
2023-01-14,16.363636363636363
2023-01-15,16.363636363636363
2023-01-16,13.636363636363635
2023-01-17,8.181818181818182
2023-01-18,8.181818181818182
2023-01-19,8.181818181818182
2023-01-20,10.909090909090908
2023-01-21,16.363636363636363
2023-01-22,16.363636363636363
2023-01-23,8.181818181818182
2023-01-24,8.181818181818182
2023-01-25,8.181818181818182
2023-01-26,8.181818181818182
2023-01-27,8.181818181818182
2023-01-28,10.909090909090908
2023-01-29,13.636363636363635
2023-01-30,8.181818181818182
2023-01-31,8.181818181818182
2023-02-01,21.818181818181817
2023-02-02,32.72727272727273
2023-02-03,24.545454545454543
2023-02-04,38.18181818181818
2023-02-05,35.45454545454545
2023-02-06,16.363636363636363
2023-02-07,10.909090909090908
2023-02-08,8.181818181818182
2023-02-09,8.181818181818182
2023-02-10,8.181818181818182
2023-02-11,13.636363636363635
2023-02-12,13.636363636363635
2023-02-13,8.181818181818182
2023-02-14,5.454545454545454
2023-02-15,5.454545454545454
2023-02-16,5.454545454545454
2023-02-17,8.181818181818182
2023-02-18,10.909090909090908
2023-02-19,10.909090909090908
2023-02-20,8.181818181818182
2023-02-21,5.454545454545454
2023-02-22,5.454545454545454
2023-02-23,5.454545454545454
2023-02-24,5.454545454545454
2023-02-25,8.181818181818182
2023-02-26,8.181818181818182
2023-02-27,5.454545454545454
2023-02-28,5.454545454545454
2023-03-01,2.727272727272727
2023-03-02,2.727272727272727
2023-03-03,2.727272727272727
2023-03-04,5.454545454545454
2023-03-05,5.454545454545454
2023-03-06,5.454545454545454
2023-03-07,2.727272727272727
2023-03-08,2.727272727272727
2023-03-09,2.727272727272727
2023-03-10,2.727272727272727
2023-03-11,5.454545454545454
2023-03-12,5.454545454545454
2023-03-13,8.181818181818182
2023-03-14,2.727272727272727
2023-03-15,2.727272727272727
2023-03-16,2.727272727272727
2023-03-17,2.727272727272727
2023-03-18,2.727272727272727
2023-03-19,5.454545454545454
2023-03-20,2.727272727272727
2023-03-21,2.727272727272727
2023-03-22,2.727272727272727
2023-03-23,2.727272727272727
2023-03-24,2.727272727272727
2023-03-25,2.727272727272727
2023-03-26,2.727272727272727
2023-03-27,2.727272727272727
2023-03-28,2.727272727272727
2023-03-29,2.727272727272727
2023-03-30,2.727272727272727
2023-03-31,2.727272727272727
2023-04-01,2.727272727272727
2023-04-02,2.727272727272727
2023-04-03,2.727272727272727
2023-04-04,2.727272727272727
2023-04-05,2.727272727272727
2023-04-06,2.727272727272727
2023-04-07,2.727272727272727
2023-04-08,2.727272727272727
2023-04-09,2.727272727272727
2023-04-10,2.727272727272727
2023-04-11,2.727272727272727
2023-04-12,0.0
2023-04-13,2.727272727272727
2023-04-14,2.727272727272727
2023-04-15,2.727272727272727
2023-04-16,2.727272727272727
2023-04-17,2.727272727272727
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,2.727272727272727
2023-04-23,2.727272727272727
2023-04-24,2.727272727272727
2023-04-25,2.727272727272727
2023-04-26,1.1090909090909091
2023-04-27,0.9818181818181818
2023-04-28,0.9090909090909091
2023-04-29,2.909090909090909
2023-04-30,2.727272727272727
2023-05-01,1.0727272727272728
2023-05-02,2.545454545454545
2023-05-03,0.9818181818181818
2023-05-04,0.9818181818181818
2023-05-05,2.5818181818181816
2023-05-06,2.8181818181818183
2023-05-07,2.672727272727273
2023-05-08,2.6363636363636362
2023-05-09,1.0727272727272728
2023-05-10,0.9272727272727272
2023-05-11,1.0727272727272728
2023-05-12,1.1090909090909091
2023-05-13,1.0
2023-05-14,2.9636363636363634
2023-05-15,1.0727272727272728
2023-05-16,0.7818181818181817
2023-05-17,0.8363636363636363
2023-05-18,0.7090909090909091
2023-05-19,2.727272727272727
2023-05-20,1.0545454545454545
2023-05-21,2.727272727272727
2023-05-22,0.7454545454545454
2023-05-23,0.9454545454545454
2023-05-24,0.8727272727272727
2023-05-25,0.9454545454545454
2023-05-26,1.709090909090909
2023-05-27,2.4727272727272727
2023-05-28,3.1636363636363636
2023-05-29,3.018181818181818
2023-05-30,1.8909090909090909
2023-05-31,1.4181818181818182
2023-06-01,1.8181818181818181
2023-06-02,1.7818181818181817
2023-06-03,2.3636363636363633
2023-06-04,2.727272727272727
2023-06-05,2.2545454545454544
2023-06-06,2.0
2023-06-07,1.5999999999999999
2023-06-08,1.5636363636363635
2023-06-09,1.5999999999999999
2023-06-10,2.2181818181818183
2023-06-11,3.6363636363636362
2023-06-12,3.309090909090909
2023-06-13,2.0
2023-06-14,2.0
2023-06-15,2.1454545454545455
2023-06-16,1.7454545454545454
2023-06-17,2.2545454545454544
2023-06-18,2.618181818181818
2023-06-19,2.4
2023-06-20,2.6545454545454543
2023-06-21,2.3636363636363633
2023-06-22,2.436363636363636
2023-06-23,2.2181818181818183
2023-06-24,2.509090909090909
2023-06-25,2.3636363636363633
2023-06-26,2.0
2023-06-27,1.8909090909090909
2023-06-28,1.5272727272727271
2023-06-29,1.5272727272727271
2023-06-30,1.4909090909090907
2023-07-01,1.6727272727272726
2023-07-02,2.727272727272727
2023-07-03,1.9636363636363636
2023-07-04,2.327272727272727
2023-07-05,1.0545454545454545
2023-07-06,1.6363636363636362
2023-07-07,2.4727272727272727
2023-07-08,2.8
2023-07-09,2.0727272727272728
2023-07-10,1.709090909090909
2023-07-11,2.0727272727272728
2023-07-12,1.3818181818181818
2023-07-13,1.2727272727272727
2023-07-14,1.6363636363636362
2023-07-15,1.8181818181818181
2023-07-16,2.2181818181818183
2023-07-17,1.3818181818181818
2023-07-18,1.1272727272727272
2023-07-19,1.1272727272727272
2023-07-20,1.3818181818181818
2023-07-21,1.3454545454545455
2023-07-22,1.4545454545454546
2023-07-23,1.709090909090909
2023-07-24,1.3454545454545455
2023-07-25,1.3454545454545455
2023-07-26,2.0727272727272728
2023-07-27,1.309090909090909
2023-07-28,1.4909090909090907
2023-07-29,1.4545454545454546
2023-07-30,1.6727272727272726
2023-07-31,1.0545454545454545
2023-08-01,1.4909090909090907
2023-08-02,0.8727272727272727
2023-08-03,1.2
2023-08-04,1.3454545454545455
2023-08-05,1.309090909090909
2023-08-06,1.5636363636363635
2023-08-07,1.4181818181818182
2023-08-08,1.2
2023-08-09,1.309090909090909
2023-08-10,0.6545454545454545
2023-08-11,0.7999999999999999
2023-08-12,1.1636363636363636
2023-08-13,1.3454545454545455
2023-08-14,1.6363636363636362
2023-08-15,1.1636363636363636
2023-08-16,0.7636363636363636
2023-08-17,1.3454545454545455
2023-08-18,1.1636363636363636
2023-08-19,1.4909090909090907
2023-08-20,2.436363636363636
2023-08-21,1.4545454545454546
2023-08-22,1.018181818181818
2023-08-23,1.0545454545454545
2023-08-24,1.0909090909090908
2023-08-25,1.2
2023-08-26,1.0909090909090908
2023-08-27,2.327272727272727
2023-08-28,1.1636363636363636
2023-08-29,1.0545454545454545
2023-08-30,0.9818181818181818
2023-08-31,0.8363636363636363
2023-09-01,0.7272727272727273
2023-09-02,1.3818181818181818
2023-09-03,1.0545454545454545
2023-09-04,0.8727272727272727
2023-09-05,0.6909090909090909
2023-09-06,0.9818181818181818
2023-09-07,1.0545454545454545
2023-09-08,1.0909090909090908
2023-09-09,0.7272727272727273
2023-09-10,0.7636363636363636
2023-09-11,0.8727272727272727
2023-09-12,0.6181818181818182
2023-09-13,0.7636363636363636
2023-09-14,0.6545454545454545
2023-09-15,0.9090909090909091
2023-09-16,1.0909090909090908
2023-09-17,1.4181818181818182
2023-09-18,0.9454545454545454
2023-09-19,0.6181818181818182
2023-09-20,0.8727272727272727
2023-09-21,1.0545454545454545
2023-09-22,0.9818181818181818
2023-09-23,1.5999999999999999
2023-09-24,1.2727272727272727
2023-09-25,1.0909090909090908
2023-09-26,1.1272727272727272
2023-09-27,0.6181818181818182
2023-09-28,0.8727272727272727
2023-09-29,0.8363636363636363
2023-09-30,1.5999999999999999
2023-10-01,1.3818181818181818
2023-10-02,1.0545454545454545
2023-10-03,1.018181818181818
2023-10-04,0.6545454545454545
2023-10-05,1.0909090909090908
2023-10-06,1.309090909090909
2023-10-07,1.2
2023-10-08,1.2363636363636363
2023-10-09,0.9090909090909091
2023-10-10,0.8727272727272727
2023-10-11,0.8363636363636363
2023-10-12,0.6909090909090909
2023-10-13,0.6909090909090909
2023-10-14,0.8727272727272727
2023-10-15,1.2
2023-10-16,1.0909090909090908
2023-10-17,1.5272727272727271
2023-10-18,0.7999999999999999
2023-10-19,0.9090909090909091
2023-10-20,1.1636363636363636
2023-10-21,1.4909090909090907
2023-10-22,1.4909090909090907
2023-10-23,0.8363636363636363
2023-10-24,0.7636363636363636
2023-10-25,1.4545454545454546
2023-10-26,0.9454545454545454
2023-10-27,0.9818181818181818
2023-10-28,1.5636363636363635
2023-10-29,1.2
2023-10-30,1.0909090909090908
2023-10-31,1.0909090909090908
2023-11-01,1.309090909090909
2023-11-02,1.2
2023-11-03,1.4181818181818182
2023-11-04,1.5636363636363635
2023-11-05,1.2
2023-11-06,1.5999999999999999
2023-11-07,1.2727272727272727
2023-11-08,1.6727272727272726
2023-11-09,1.4545454545454546
2023-11-10,1.8909090909090909
2023-11-11,3.090909090909091
2023-11-12,2.036363636363636
2023-11-13,1.1636363636363636
2023-11-14,1.3818181818181818
2023-11-15,1.2727272727272727
2023-11-16,1.1636363636363636
2023-11-17,0.9090909090909091
2023-11-18,1.1636363636363636
2023-11-19,1.709090909090909
2023-11-20,0.8727272727272727
2023-11-21,1.0909090909090908
2023-11-22,1.5272727272727271
2023-11-23,1.5272727272727271
2023-11-24,1.1636363636363636
2023-11-25,1.2727272727272727
2023-11-26,1.5636363636363635
2023-11-27,0.9818181818181818
2023-11-28,1.0545454545454545
2023-11-29,1.0545454545454545
2023-11-30,1.0909090909090908
2023-12-01,1.1272727272727272
2023-12-02,1.4181818181818182
2023-12-03,1.0545454545454545
2023-12-04,1.2
2023-12-05,1.0909090909090908
2023-12-06,0.6909090909090909
2023-12-07,0.7272727272727273
2023-12-08,0.9090909090909091
2023-12-09,1.5636363636363635
2023-12-10,1.1272727272727272
2023-12-11,0.9090909090909091
2023-12-12,1.1636363636363636
2023-12-13,0.8727272727272727
2023-12-14,1.1636363636363636
2023-12-15,0.9454545454545454
2023-12-16,1.0545454545454545
2023-12-17,1.2
2023-12-18,0.8727272727272727
2023-12-19,1.2727272727272727
2023-12-20,0.8727272727272727
2023-12-21,1.3454545454545455
2023-12-22,0.613947696139477
2023-12-23,1.1951965842376802
2023-12-24,1.6638320583526065
2023-12-25,1.7582636541540653
2023-12-26,1.0317025440313112
2023-12-27,1.340508806262231
2023-12-28,1.1624977761964064
2023-12-29,1.3078099982209572
2023-12-30,1.3877246041629605
2023-12-31,2.906244440491016
2024-01-01,2.179683330368262
2024-01-02,1.453122220245508
2024-01-03,1.0971001601138588
2024-01-04,1.3732076143035048
2024-01-05,1.2751111901796834
2024-01-06,2.372211350293542
2024-01-07,1.9217576943604342
2024-01-08,1.2751111901796834
2024-01-09,0.9372709482298525
2024-01-10,1.227895392278954
2024-01-11,1.0971001601138588
2024-01-12,0.9372709482298525
2024-01-13,1.2751111901796834
2024-01-14,1.7110478562533358
2024-01-15,1.2424123821384097
2024-01-16,1.8563600782778866
2024-01-17,1.6456502401707882
2024-01-18,1.0498843622131293
2024-01-19,0.8064757160647572
2024-01-20,1.3877246041629605
2024-01-21,1.132325209037538
2024-01-22,1.1613591887564492
2024-01-23,0.9000533712862482
2024-01-24,1.1613591887564492
2024-01-25,0.9000533712862482
2024-01-26,0.6677815335349583
2024-01-27,1.3645970467888278
2024-01-28,1.1903931684753604
2024-01-29,1.1032912293186268
2024-01-30,0.9871553104429819
2024-01-31,0.8710193915673369
2024-02-01,0.8129514321295145
2024-02-02,1.3645970467888278
2024-02-03,1.3065290873510054
2024-02-04,1.2774951076320942
2024-02-05,1.2774951076320942
2024-02-06,1.3355630670699166
2024-02-07,1.2194271481942718
2024-02-08,1.3355630670699166
2024-02-09,0.9871553104429819
2024-02-10,1.1613591887564492
2024-02-11,1.509766945383384
2024-02-12,1.4226650062266504
2024-02-13,0.9000533712862482
2024-02-14,1.016189290161893
2024-02-15,1.1613591887564492
2024-02-16,1.1032912293186268
2024-02-17,1.6549368439779402
2024-02-18,2.8453300124533007
2024-02-19,1.4807329656644728
2024-02-20,1.1903931684753604
2024-02-21,0.9581213307240706
2024-02-22,1.1613591887564492
2024-02-23,0.9000533712862482
2024-02-24,1.132325209037538
2024-02-25,1.509766945383384
2024-02-26,2.003344600604875
2024-02-27,0.6097135740971359
2024-02-28,1.3645970467888278
2024-02-29,0.9871553104429819
2024-03-01,1.4516989859455616
2024-03-02,0.7839174524106032
2024-03-03,1.5388009251022952
2024-03-04,1.3065290873510054
2024-03-05,0.8419854118484257
2024-03-06,1.0742572495997156
2024-03-07,0.8710193915673369
2024-03-08,0.754883472691692
2024-03-09,1.2774951076320942
2024-03-10,1.5388009251022952
2024-03-11,1.3645970467888278
2024-03-12,0.754883472691692
2024-03-13,1.1613591887564492
2024-03-14,0.8419854118484257
2024-03-15,0.9000533712862482
2024-03-16,0.9581213307240706
2024-03-17,1.0742572495997156
2024-03-18,0.6677815335349583
2024-03-19,0.754883472691692
2024-03-20,0.7258494929727808
2024-03-21,0.8419854118484257
2024-03-22,0.9581213307240706
2024-03-23,1.1613591887564492
2024-03-24,1.016189290161893
2024-03-25,0.6677815335349583
2024-03-26,0.8129514321295145
2024-03-27,0.7258494929727808
2024-03-28,0.8129514321295145
2024-03-29,0.9290873510051594
2024-03-30,0.9000533712862482
2024-03-31,1.1613591887564492
2024-04-01,0.6677815335349583
2024-04-02,0.43550969578366844
2024-04-03,0.5516456146593134
2024-04-04,1.1032912293186268
2024-04-05,0.9290873510051594
2024-04-06,0.6968155132538696
2024-04-07,0.8419854118484257
2024-04-08,0.5516456146593134
2024-04-09,0.4645436755025797
2024-04-10,0.9581213307240706
2024-04-11,0.4645436755025797
2024-04-12,0.6097135740971359
2024-04-13,0.754883472691692
2024-04-14,1.016189290161893
2024-04-15,0.8129514321295145
2024-04-16,0.4645436755025797
2024-04-17,0.40647571606475724
2024-04-18,0.6097135740971359
2024-04-19,0.5806795943782246
2024-04-20,0.8710193915673369
2024-04-21,1.0452232698808044
2024-04-22,0.6968155132538696
2024-04-23,0.6387475538160471
2024-04-24,0.5226116349404022
2024-04-25,0.7258494929727808
2024-04-26,0.9871553104429819
2024-04-27,0.4645436755025797
2024-04-28,0.9581213307240706
2024-04-29,0.6677815335349583
2024-04-30,0.6387475538160471
2024-05-01,0.43550969578366844
2024-05-02,0.7839174524106032
2024-05-03,0.7839174524106032
2024-05-04,0.9581213307240706
2024-05-05,0.9000533712862482
2024-05-06,0.7839174524106032
2024-05-07,0.7258494929727808
2024-05-08,0.7258494929727808
2024-05-09,0.6968155132538696
2024-05-10,0.6387475538160471
2024-05-11,0.6968155132538696
2024-05-12,0.8129514321295145
2024-05-13,0.7839174524106032
2024-05-14,0.6387475538160471
2024-05-15,0.40647571606475724
2024-05-16,0.9290873510051594
2024-05-17,0.7258494929727808
2024-05-18,0.9000533712862482
2024-05-19,0.6387475538160471
2024-05-20,0.8419854118484257
2024-05-21,0.9871553104429819
2024-05-22,0.6968155132538696
2024-05-23,0.5226116349404022
2024-05-24,0.9290873510051594
2024-05-25,0.5806795943782246
2024-05-26,0.9581213307240706
2024-05-27,0.7839174524106032
2024-05-28,0.4645436755025797
2024-05-29,0.6968155132538696
2024-05-30,0.8129514321295145
2024-05-31,0.754883472691692
2024-06-01,0.7839174524106032
2024-06-02,1.1903931684753604
2024-06-03,0.6097135740971359
2024-06-04,0.5806795943782246
2024-06-05,0.6387475538160471
2024-06-06,0.6387475538160471
2024-06-07,0.6387475538160471
2024-06-08,0.6968155132538696
2024-06-09,0.8710193915673369
2024-06-10,0.6968155132538696
2024-06-11,0.9581213307240706
2024-06-12,0.8129514321295145
2024-06-13,0.0
2024-06-14,0.8419854118484257
2024-06-15,1.132325209037538
2024-06-16,1.016189290161893
2024-06-17,0.6097135740971359
2024-06-18,0.7839174524106032
2024-06-19,0.9290873510051594
2024-06-20,0.5226116349404022
2024-06-21,1.016189290161893
2024-06-22,0.6387475538160471
2024-06-23,1.1613591887564492
2024-06-24,0.49357765522149094
2024-06-25,0.6097135740971359
2024-06-26,0.7258494929727808
2024-06-27,0.8129514321295145
2024-06-28,0.6968155132538696
2024-06-29,1.3065290873510054
2024-06-30,1.132325209037538
2024-07-01,0.754883472691692
2024-07-02,0.8710193915673369
2024-07-03,0.6677815335349583
2024-07-04,1.2194271481942718
2024-07-05,1.1903931684753604
2024-07-06,1.3936310265077392
2024-07-07,0.9581213307240706
2024-07-08,0.5516456146593134
2024-07-09,0.6387475538160471
2024-07-10,0.8419854118484257
2024-07-11,0.5226116349404022
2024-07-12,0.6677815335349583
2024-07-13,0.9871553104429819
2024-07-14,0.9581213307240706
2024-07-15,0.5226116349404022
2024-07-16,0.9581213307240706
2024-07-17,0.6387475538160471
2024-07-18,0.0
2024-07-19,0.5806795943782246
2024-07-20,0.5516456146593134
2024-07-21,1.0452232698808044
2024-07-22,0.8710193915673369
2024-07-23,0.6387475538160471
2024-07-24,0.0
2024-07-25,0.8129514321295145
2024-07-26,1.1903931684753604
2024-07-27,0.9290873510051594
2024-07-28,1.3065290873510054
2024-07-29,0.9000533712862482
2024-07-30,1.0742572495997156
2024-07-31,0.9871553104429819
2024-08-01,0.6097135740971359
2024-08-02,1.3065290873510054
2024-08-03,0.8710193915673369
2024-08-04,1.0452232698808044
2024-08-05,0.754883472691692
2024-08-06,0.9290873510051594
2024-08-07,1.1903931684753604
2024-08-08,1.1903931684753604
2024-08-09,0.9290873510051594
2024-08-10,1.016189290161893
2024-08-11,1.1613591887564492
2024-08-12,1.1032912293186268
2024-08-13,0.9290873510051594
2024-08-14,0.8129514321295145
2024-08-15,0.9000533712862482
2024-08-16,1.0742572495997156
2024-08-17,1.3645970467888278
2024-08-18,1.5128724971999374
2024-08-19,1.1685078174662518
2024-08-20,0.6442262159829859
2024-08-21,0.6587432058424415
2024-08-22,1.0930663464509174
2024-08-23,0.9286185884668117
2024-08-24,1.1830248073257073
2024-08-25,1.5728448044497974
2024-08-26,0.9586047420917416
2024-08-27,0.41980615074902017
2024-08-28,0.5542677551081958
2024-08-29,1.078549356591462
2024-08-30,0.8986324348418817
