Time,doordash
2022-08-03,47.0
2022-08-04,47.0
2022-08-05,49.0
2022-08-06,51.0
2022-08-07,47.0
2022-08-08,43.0
2022-08-09,42.0
2022-08-10,42.0
2022-08-11,43.0
2022-08-12,44.0
2022-08-13,45.0
2022-08-14,44.0
2022-08-15,40.0
2022-08-16,40.0
2022-08-17,42.0
2022-08-18,43.0
2022-08-19,47.0
2022-08-20,43.0
2022-08-21,40.0
2022-08-22,40.0
2022-08-23,47.0
2022-08-24,41.0
2022-08-25,42.0
2022-08-26,45.0
2022-08-27,48.0
2022-08-28,44.0
2022-08-29,38.75
2022-08-30,39.208333333333336
2022-08-31,39.208333333333336
2022-09-01,41.125
2022-09-02,46.875
2022-09-03,46.875
2022-09-04,46.375
2022-09-05,41.625
2022-09-06,40.16666666666667
2022-09-07,39.708333333333336
2022-09-08,40.16666666666667
2022-09-09,44.0
2022-09-10,47.333333333333336
2022-09-11,46.375
2022-09-12,40.16666666666667
2022-09-13,38.75
2022-09-14,39.708333333333336
2022-09-15,43.04166666666667
2022-09-16,49.75
2022-09-17,46.875
2022-09-18,44.0
2022-09-19,41.125
2022-09-20,40.66666666666667
2022-09-21,44.958333333333336
2022-09-22,45.91666666666667
2022-09-23,47.333333333333336
2022-09-24,47.833333333333336
2022-09-25,47.833333333333336
2022-09-26,37.79166666666667
2022-09-27,39.208333333333336
2022-09-28,39.41666666666667
2022-09-29,42.16666666666667
2022-09-30,48.583333333333336
2022-10-01,45.833333333333336
2022-10-02,50.41666666666667
2022-10-03,40.333333333333336
2022-10-04,41.25
2022-10-05,54.083333333333336
2022-10-06,44.0
2022-10-07,50.41666666666667
2022-10-08,46.75000000000001
2022-10-09,43.083333333333336
2022-10-10,39.41666666666667
2022-10-11,37.583333333333336
2022-10-12,40.333333333333336
2022-10-13,42.16666666666667
2022-10-14,45.833333333333336
2022-10-15,44.0
2022-10-16,42.16666666666667
2022-10-17,35.75
2022-10-18,37.583333333333336
2022-10-19,39.41666666666667
2022-10-20,42.16666666666667
2022-10-21,44.0
2022-10-22,45.833333333333336
2022-10-23,43.083333333333336
2022-10-24,39.41666666666667
2022-10-25,39.41666666666667
2022-10-26,40.333333333333336
2022-10-27,41.25
2022-10-28,46.75000000000001
2022-10-29,48.583333333333336
2022-10-30,45.833333333333336
2022-10-31,40.333333333333336
2022-11-01,41.25
2022-11-02,39.41666666666667
2022-11-03,47.66666666666667
2022-11-04,49.50000000000001
2022-11-05,46.75000000000001
2022-11-06,42.16666666666667
2022-11-07,36.66666666666667
2022-11-08,37.583333333333336
2022-11-09,37.583333333333336
2022-11-10,42.16666666666667
2022-11-11,47.66666666666667
2022-11-12,46.75000000000001
2022-11-13,43.083333333333336
2022-11-14,44.0
2022-11-15,44.91666666666667
2022-11-16,42.16666666666667
2022-11-17,44.91666666666667
2022-11-18,50.41666666666667
2022-11-19,52.25000000000001
2022-11-20,47.66666666666667
2022-11-21,40.333333333333336
2022-11-22,44.0
2022-11-23,44.0
2022-11-24,33.0
2022-11-25,33.0
2022-11-26,38.5
2022-11-27,41.25
2022-11-28,39.41666666666667
2022-11-29,39.41666666666667
2022-11-30,53.16666666666667
2022-12-01,55.00000000000001
2022-12-02,50.41666666666667
2022-12-03,53.16666666666667
2022-12-04,49.50000000000001
2022-12-05,44.0
2022-12-06,42.16666666666667
2022-12-07,44.91666666666667
2022-12-08,46.75000000000001
2022-12-09,47.66666666666667
2022-12-10,52.25000000000001
2022-12-11,50.41666666666667
2022-12-12,44.91666666666667
2022-12-13,46.75000000000001
2022-12-14,45.833333333333336
2022-12-15,48.583333333333336
2022-12-16,50.41666666666667
2022-12-17,52.25000000000001
2022-12-18,45.833333333333336
2022-12-19,45.833333333333336
2022-12-20,50.41666666666667
2022-12-21,48.583333333333336
2022-12-22,49.50000000000001
2022-12-23,57.75000000000001
2022-12-24,45.833333333333336
2022-12-25,38.5
2022-12-26,42.16666666666667
2022-12-27,49.50000000000001
2022-12-28,54.083333333333336
2022-12-29,55.91666666666667
2022-12-30,54.083333333333336
2022-12-31,51.333333333333336
2023-01-01,47.66666666666667
2023-01-02,48.583333333333336
2023-01-03,46.75000000000001
2023-01-04,50.41666666666667
2023-01-05,49.50000000000001
2023-01-06,53.16666666666667
2023-01-07,55.00000000000001
2023-01-08,52.25000000000001
2023-01-09,43.083333333333336
2023-01-10,47.66666666666667
2023-01-11,46.75000000000001
2023-01-12,47.66666666666667
2023-01-13,52.25000000000001
2023-01-14,60.50000000000001
2023-01-15,55.91666666666667
2023-01-16,49.50000000000001
2023-01-17,43.083333333333336
2023-01-18,45.833333333333336
2023-01-19,48.583333333333336
2023-01-20,53.16666666666667
2023-01-21,56.833333333333336
2023-01-22,56.833333333333336
2023-01-23,45.833333333333336
2023-01-24,45.833333333333336
2023-01-25,46.75000000000001
2023-01-26,50.41666666666667
2023-01-27,53.16666666666667
2023-01-28,59.583333333333336
2023-01-29,57.75000000000001
2023-01-30,50.41666666666667
2023-01-31,54.083333333333336
2023-02-01,53.16666666666667
2023-02-02,51.333333333333336
2023-02-03,53.16666666666667
2023-02-04,63.25000000000001
2023-02-05,56.833333333333336
2023-02-06,46.75000000000001
2023-02-07,47.66666666666667
2023-02-08,46.75000000000001
2023-02-09,46.75000000000001
2023-02-10,51.333333333333336
2023-02-11,54.083333333333336
2023-02-12,55.91666666666667
2023-02-13,41.25
2023-02-14,54.083333333333336
2023-02-15,52.25000000000001
2023-02-16,50.41666666666667
2023-02-17,55.91666666666667
2023-02-18,54.083333333333336
2023-02-19,55.91666666666667
2023-02-20,47.66666666666667
2023-02-21,44.0
2023-02-22,46.75000000000001
2023-02-23,49.50000000000001
2023-02-24,55.00000000000001
2023-02-25,64.16666666666667
2023-02-26,56.833333333333336
2023-02-27,49.50000000000001
2023-02-28,47.66666666666667
2023-03-01,50.41666666666667
2023-03-02,50.41666666666667
2023-03-03,55.00000000000001
2023-03-04,59.583333333333336
2023-03-05,55.00000000000001
2023-03-06,46.75000000000001
2023-03-07,47.66666666666667
2023-03-08,50.41666666666667
2023-03-09,44.91666666666667
2023-03-10,55.91666666666667
2023-03-11,57.75000000000001
2023-03-12,55.00000000000001
2023-03-13,47.66666666666667
2023-03-14,47.66666666666667
2023-03-15,51.333333333333336
2023-03-16,51.333333333333336
2023-03-17,53.16666666666667
2023-03-18,55.91666666666667
2023-03-19,52.25000000000001
2023-03-20,57.75000000000001
2023-03-21,48.583333333333336
2023-03-22,46.75000000000001
2023-03-23,52.25000000000001
2023-03-24,55.91666666666667
2023-03-25,66.0
2023-03-26,63.25000000000001
2023-03-27,46.75000000000001
2023-03-28,45.833333333333336
2023-03-29,50.41666666666667
2023-03-30,55.00000000000001
2023-03-31,91.66666666666667
2023-04-01,64.16666666666667
2023-04-02,53.16666666666667
2023-04-03,47.66666666666667
2023-04-04,47.66666666666667
2023-04-05,47.66666666666667
2023-04-06,51.333333333333336
2023-04-07,53.16666666666667
2023-04-08,49.50000000000001
2023-04-09,43.083333333333336
2023-04-10,43.083333333333336
2023-04-11,45.833333333333336
2023-04-12,45.833333333333336
2023-04-13,45.833333333333336
2023-04-14,50.41666666666667
2023-04-15,50.41666666666667
2023-04-16,52.25000000000001
2023-04-17,46.75000000000001
2023-04-18,46.75000000000001
2023-04-19,46.75000000000001
2023-04-20,44.91666666666667
2023-04-21,49.50000000000001
2023-04-22,53.16666666666667
2023-04-23,50.41666666666667
2023-04-24,43.083333333333336
2023-04-25,43.083333333333336
2023-04-26,43.892489711934154
2023-04-27,46.00874485596708
2023-04-28,51.15792181069959
2023-04-29,54.032407407407405
2023-04-30,49.34156378600824
2023-05-01,41.3179012345679
2023-05-02,43.892489711934154
2023-05-03,39.20164609053498
2023-05-04,46.00874485596708
2023-05-05,48.58333333333333
2023-05-06,50.3996913580247
2023-05-07,49.34156378600824
2023-05-08,42.0761316872428
2023-05-09,43.13425925925926
2023-05-10,40.559670781893004
2023-05-11,44.650720164609055
2023-05-12,44.650720164609055
2023-05-13,48.58333333333333
2023-05-14,54.032407407407405
2023-05-15,45.708847736625515
2023-05-16,42.37602880658436
2023-05-17,42.834362139917694
2023-05-18,43.13425925925926
2023-05-19,48.883230452674894
2023-05-20,47.825102880658434
2023-05-21,45.708847736625515
2023-05-22,41.3179012345679
2023-05-23,41.3179012345679
2023-05-24,44.19238683127572
2023-05-25,46.766975308641975
2023-05-26,47.38374485596707
2023-05-27,44.38477366255144
2023-05-28,44.98456790123456
2023-05-29,40.78600823045267
2023-05-30,41.98559670781893
2023-05-31,44.38477366255144
2023-06-01,51.58230452674897
2023-06-02,53.38168724279835
2023-06-03,50.382716049382715
2023-06-04,48.58333333333333
2023-06-05,45.584362139917694
2023-06-06,46.18415637860082
2023-06-07,52.781893004115226
2023-06-08,53.98148148148148
2023-06-09,50.382716049382715
2023-06-10,49.782921810699584
2023-06-11,45.584362139917694
2023-06-12,48.58333333333333
2023-06-13,46.78395061728395
2023-06-14,46.18415637860082
2023-06-15,50.382716049382715
2023-06-16,49.18312757201646
2023-06-17,45.584362139917694
2023-06-18,46.18415637860082
2023-06-19,43.18518518518518
2023-06-20,43.78497942386831
2023-06-21,48.58333333333333
2023-06-22,45.584362139917694
2023-06-23,52.182098765432094
2023-06-24,48.58333333333333
2023-06-25,46.18415637860082
2023-06-26,46.18415637860082
2023-06-27,46.78395061728395
2023-06-28,49.18312757201646
2023-06-29,52.182098765432094
2023-06-30,58.18004115226337
2023-07-01,51.58230452674897
2023-07-02,49.782921810699584
2023-07-03,46.18415637860082
2023-07-04,43.78497942386831
2023-07-05,41.3858024691358
2023-07-06,53.98148148148148
2023-07-07,59.379629629629626
2023-07-08,49.18312757201646
2023-07-09,46.18415637860082
2023-07-10,40.78600823045267
2023-07-11,42.58539094650205
2023-07-12,44.98456790123456
2023-07-13,41.98559670781893
2023-07-14,49.782921810699584
2023-07-15,48.58333333333333
2023-07-16,44.38477366255144
2023-07-17,40.78600823045267
2023-07-18,42.58539094650205
2023-07-19,43.78497942386831
2023-07-20,45.584362139917694
2023-07-21,44.38477366255144
2023-07-22,43.78497942386831
2023-07-23,43.78497942386831
2023-07-24,40.78600823045267
2023-07-25,40.78600823045267
2023-07-26,43.18518518518518
2023-07-27,44.38477366255144
2023-07-28,44.98456790123456
2023-07-29,46.78395061728395
2023-07-30,40.18621399176954
2023-07-31,41.3858024691358
2023-08-01,43.78497942386831
2023-08-02,41.3858024691358
2023-08-03,44.98456790123456
2023-08-04,47.38374485596707
2023-08-05,46.78395061728395
2023-08-06,41.98559670781893
2023-08-07,40.78600823045267
2023-08-08,38.38683127572016
2023-08-09,40.78600823045267
2023-08-10,40.78600823045267
2023-08-11,40.78600823045267
2023-08-12,40.78600823045267
2023-08-13,40.78600823045267
2023-08-14,38.38683127572016
2023-08-15,36.58744855967078
2023-08-16,39.58641975308642
2023-08-17,41.3858024691358
2023-08-18,41.98559670781893
2023-08-19,44.38477366255144
2023-08-20,44.98456790123456
2023-08-21,37.18724279835391
2023-08-22,50.98251028806584
2023-08-23,37.18724279835391
2023-08-24,40.18621399176954
2023-08-25,40.78600823045267
2023-08-26,43.78497942386831
2023-08-27,44.98456790123456
2023-08-28,36.58744855967078
2023-08-29,38.38683127572016
2023-08-30,38.986625514403286
2023-08-31,42.58539094650205
2023-09-01,44.98456790123456
2023-09-02,46.18415637860082
2023-09-03,44.38477366255144
2023-09-04,40.78600823045267
2023-09-05,37.18724279835391
2023-09-06,37.78703703703704
2023-09-07,41.3858024691358
2023-09-08,48.58333333333333
2023-09-09,44.38477366255144
2023-09-10,41.98559670781893
2023-09-11,35.98765432098765
2023-09-12,38.38683127572016
2023-09-13,39.58641975308642
2023-09-14,38.38683127572016
2023-09-15,43.78497942386831
2023-09-16,44.38477366255144
2023-09-17,42.58539094650205
2023-09-18,38.38683127572016
2023-09-19,38.986625514403286
2023-09-20,36.58744855967078
2023-09-21,39.58641975308642
2023-09-22,44.98456790123456
2023-09-23,45.584362139917694
2023-09-24,49.18312757201646
2023-09-25,39.58641975308642
2023-09-26,41.3858024691358
2023-09-27,40.78600823045267
2023-09-28,41.98559670781893
2023-09-29,43.18518518518518
2023-09-30,46.18415637860082
2023-10-01,43.18518518518518
2023-10-02,37.78703703703704
2023-10-03,38.986625514403286
2023-10-04,39.58641975308642
2023-10-05,39.58641975308642
2023-10-06,46.18415637860082
2023-10-07,43.78497942386831
2023-10-08,43.78497942386831
2023-10-09,39.58641975308642
2023-10-10,41.3858024691358
2023-10-11,38.986625514403286
2023-10-12,40.18621399176954
2023-10-13,41.3858024691358
2023-10-14,46.78395061728395
2023-10-15,44.38477366255144
2023-10-16,37.78703703703704
2023-10-17,37.18724279835391
2023-10-18,37.78703703703704
2023-10-19,43.78497942386831
2023-10-20,43.78497942386831
2023-10-21,57.58024691358024
2023-10-22,46.18415637860082
2023-10-23,35.38786008230453
2023-10-24,37.78703703703704
2023-10-25,38.986625514403286
2023-10-26,40.18621399176954
2023-10-27,44.38477366255144
2023-10-28,44.38477366255144
2023-10-29,43.78497942386831
2023-10-30,35.98765432098765
2023-10-31,41.3858024691358
2023-11-01,44.98456790123456
2023-11-02,48.58333333333333
2023-11-03,52.781893004115226
2023-11-04,49.18312757201646
2023-11-05,44.98456790123456
2023-11-06,38.986625514403286
2023-11-07,42.58539094650205
2023-11-08,41.3858024691358
2023-11-09,41.98559670781893
2023-11-10,44.38477366255144
2023-11-11,49.18312757201646
2023-11-12,45.584362139917694
2023-11-13,38.38683127572016
2023-11-14,38.986625514403286
2023-11-15,41.3858024691358
2023-11-16,42.58539094650205
2023-11-17,47.38374485596707
2023-11-18,44.98456790123456
2023-11-19,41.3858024691358
2023-11-20,39.58641975308642
2023-11-21,40.78600823045267
2023-11-22,41.98559670781893
2023-11-23,32.98868312757202
2023-11-24,31.789094650205758
2023-11-25,38.38683127572016
2023-11-26,43.78497942386831
2023-11-27,38.38683127572016
2023-11-28,37.78703703703704
2023-11-29,39.58641975308642
2023-11-30,38.38683127572016
2023-12-01,48.58333333333333
2023-12-02,50.98251028806584
2023-12-03,46.18415637860082
2023-12-04,38.986625514403286
2023-12-05,42.58539094650205
2023-12-06,41.3858024691358
2023-12-07,46.18415637860082
2023-12-08,46.78395061728395
2023-12-09,53.38168724279835
2023-12-10,55.181069958847736
2023-12-11,42.58539094650205
2023-12-12,43.18518518518518
2023-12-13,47.38374485596707
2023-12-14,43.18518518518518
2023-12-15,44.98456790123456
2023-12-16,47.983539094650205
2023-12-17,47.983539094650205
2023-12-18,39.58641975308642
2023-12-19,41.3858024691358
2023-12-20,43.78497942386831
2023-12-21,46.18415637860082
2023-12-22,47.779814220955316
2023-12-23,46.47155110600832
2023-12-24,39.63033841193174
2023-12-25,35.70554906709073
2023-12-26,43.855024876114314
2023-12-27,49.68787157458545
2023-12-28,50.69623757019089
2023-12-29,53.912558038768026
2023-12-30,50.996134689532454
2023-12-31,46.771448225349886
2024-01-01,49.68787157458545
2024-01-02,48.07971134029688
2024-01-03,46.771448225349886
2024-01-04,46.771448225349886
2024-01-05,51.29603180887402
2024-01-06,50.996134689532454
2024-01-07,45.463185110402875
2024-01-08,42.246864641825745
2024-01-09,44.15492199545588
2024-01-10,45.463185110402875
2024-01-11,45.16328799106131
2024-01-12,49.08807733590233
2024-01-13,53.912558038768026
2024-01-14,49.38797445524389
2024-01-15,46.47155110600832
2024-01-16,47.071345344691444
2024-01-17,46.771448225349886
2024-01-18,49.08807733590233
2024-01-19,56.22918714932047
2024-01-20,60.45387361350304
2024-01-21,53.84363459605458
2024-01-22,43.92507032836031
2024-01-23,45.342008080888064
2024-01-24,46.758945833415815
2024-01-25,48.175883585943566
2024-01-26,49.59282133847132
2024-01-27,52.42669684352683
2024-01-28,46.758945833415815
2024-01-29,42.50813257583256
2024-01-30,46.758945833415815
2024-01-31,45.342008080888064
2024-02-01,45.342008080888064
2024-02-02,49.59282133847132
2024-02-03,56.67751010111008
2024-02-04,55.26057234858233
2024-02-05,41.09119482330481
2024-02-06,43.92507032836031
2024-02-07,42.50813257583256
2024-02-08,42.50813257583256
2024-02-09,48.175883585943566
2024-02-10,53.84363459605458
2024-02-11,70.8468876263876
2024-02-12,141.6937752527752
2024-02-13,56.67751010111008
2024-02-14,59.51138560616558
2024-02-15,53.84363459605458
2024-02-16,52.42669684352683
2024-02-17,55.26057234858233
2024-02-18,52.42669684352683
2024-02-19,45.342008080888064
2024-02-20,39.67425707077706
2024-02-21,39.67425707077706
2024-02-22,48.175883585943566
2024-02-23,48.175883585943566
2024-02-24,53.84363459605458
2024-02-25,48.175883585943566
2024-02-26,42.50813257583256
2024-02-27,43.92507032836031
2024-02-28,42.50813257583256
2024-02-29,46.758945833415815
2024-03-01,53.84363459605458
2024-03-02,56.67751010111008
2024-03-03,48.175883585943566
2024-03-04,45.342008080888064
2024-03-05,43.92507032836031
2024-03-06,42.50813257583256
2024-03-07,42.50813257583256
2024-03-08,48.175883585943566
2024-03-09,52.42669684352683
2024-03-10,48.175883585943566
2024-03-11,39.67425707077706
2024-03-12,38.2573193182493
2024-03-13,42.50813257583256
2024-03-14,41.09119482330481
2024-03-15,43.92507032836031
2024-03-16,49.59282133847132
2024-03-17,43.92507032836031
2024-03-18,36.84038156572155
2024-03-19,39.67425707077706
2024-03-20,42.50813257583256
2024-03-21,42.50813257583256
2024-03-22,48.175883585943566
2024-03-23,49.59282133847132
2024-03-24,48.175883585943566
2024-03-25,41.09119482330481
2024-03-26,36.84038156572155
2024-03-27,46.758945833415815
2024-03-28,45.342008080888064
2024-03-29,46.758945833415815
2024-03-30,46.758945833415815
2024-03-31,41.09119482330481
2024-04-01,45.342008080888064
2024-04-02,43.92507032836031
2024-04-03,45.342008080888064
2024-04-04,48.175883585943566
2024-04-05,49.59282133847132
2024-04-06,45.342008080888064
2024-04-07,45.342008080888064
2024-04-08,38.2573193182493
2024-04-09,39.67425707077706
2024-04-10,43.92507032836031
2024-04-11,42.50813257583256
2024-04-12,48.175883585943566
2024-04-13,48.175883585943566
2024-04-14,49.59282133847132
2024-04-15,41.09119482330481
2024-04-16,39.67425707077706
2024-04-17,41.09119482330481
2024-04-18,41.09119482330481
2024-04-19,45.342008080888064
2024-04-20,43.92507032836031
2024-04-21,46.758945833415815
2024-04-22,41.09119482330481
2024-04-23,41.09119482330481
2024-04-24,39.67425707077706
2024-04-25,42.50813257583256
2024-04-26,45.342008080888064
2024-04-27,45.342008080888064
2024-04-28,48.175883585943566
2024-04-29,41.09119482330481
2024-04-30,39.67425707077706
2024-05-01,42.50813257583256
2024-05-02,42.50813257583256
2024-05-03,39.67425707077706
2024-05-04,48.175883585943566
2024-05-05,48.175883585943566
2024-05-06,39.67425707077706
2024-05-07,39.67425707077706
2024-05-08,39.67425707077706
2024-05-09,39.67425707077706
2024-05-10,43.92507032836031
2024-05-11,46.758945833415815
2024-05-12,49.59282133847132
2024-05-13,39.67425707077706
2024-05-14,36.84038156572155
2024-05-15,38.2573193182493
2024-05-16,35.4234438131938
2024-05-17,41.09119482330481
2024-05-18,45.342008080888064
2024-05-19,43.92507032836031
2024-05-20,38.2573193182493
2024-05-21,36.84038156572155
2024-05-22,38.2573193182493
2024-05-23,41.09119482330481
2024-05-24,43.92507032836031
2024-05-25,46.758945833415815
2024-05-26,43.92507032836031
2024-05-27,43.92507032836031
2024-05-28,38.2573193182493
2024-05-29,41.09119482330481
2024-05-30,43.92507032836031
2024-05-31,46.758945833415815
2024-06-01,46.758945833415815
2024-06-02,45.342008080888064
2024-06-03,41.09119482330481
2024-06-04,41.09119482330481
2024-06-05,42.50813257583256
2024-06-06,42.50813257583256
2024-06-07,46.758945833415815
2024-06-08,46.758945833415815
2024-06-09,43.92507032836031
2024-06-10,41.09119482330481
2024-06-11,41.09119482330481
2024-06-12,39.67425707077706
2024-06-13,42.50813257583256
2024-06-14,45.342008080888064
2024-06-15,45.342008080888064
2024-06-16,45.342008080888064
2024-06-17,39.67425707077706
2024-06-18,42.50813257583256
2024-06-19,42.50813257583256
2024-06-20,42.50813257583256
2024-06-21,48.175883585943566
2024-06-22,45.342008080888064
2024-06-23,45.342008080888064
2024-06-24,39.67425707077706
2024-06-25,41.09119482330481
2024-06-26,42.50813257583256
2024-06-27,43.92507032836031
2024-06-28,46.758945833415815
2024-06-29,49.59282133847132
2024-06-30,45.342008080888064
2024-07-01,42.50813257583256
2024-07-02,49.59282133847132
2024-07-03,48.175883585943566
2024-07-04,42.50813257583256
2024-07-05,42.50813257583256
2024-07-06,51.00975909099907
2024-07-07,42.50813257583256
2024-07-08,38.2573193182493
2024-07-09,43.92507032836031
2024-07-10,42.50813257583256
2024-07-11,43.92507032836031
2024-07-12,43.92507032836031
2024-07-13,60.92832335869333
2024-07-14,45.342008080888064
2024-07-15,42.50813257583256
2024-07-16,42.50813257583256
2024-07-17,42.50813257583256
2024-07-18,42.50813257583256
2024-07-19,46.758945833415815
2024-07-20,46.758945833415815
2024-07-21,45.342008080888064
2024-07-22,41.09119482330481
2024-07-23,42.50813257583256
2024-07-24,41.09119482330481
2024-07-25,45.342008080888064
2024-07-26,46.758945833415815
2024-07-27,45.342008080888064
2024-07-28,46.758945833415815
2024-07-29,39.67425707077706
2024-07-30,42.50813257583256
2024-07-31,45.342008080888064
2024-08-01,48.175883585943566
2024-08-02,52.42669684352683
2024-08-03,48.175883585943566
2024-08-04,48.175883585943566
2024-08-05,39.67425707077706
2024-08-06,41.09119482330481
2024-08-07,42.50813257583256
2024-08-08,43.92507032836031
2024-08-09,45.342008080888064
2024-08-10,45.342008080888064
2024-08-11,43.92507032836031
2024-08-12,39.67425707077706
2024-08-13,41.09119482330481
2024-08-14,41.09119482330481
2024-08-15,39.67425707077706
2024-08-16,43.92507032836031
2024-08-17,49.59282133847132
2024-08-18,46.46267703061456
2024-08-19,38.60511313023339
2024-08-20,39.31358200649727
2024-08-21,37.883763001673806
2024-08-22,41.10407607560052
2024-08-23,42.89457014470376
2024-08-24,47.892496035438015
2024-08-25,44.32438914952723
2024-08-26,37.175294125409934
2024-08-27,38.2444380659536
2024-08-28,39.31358200649727
2024-08-29,41.10407607560052
2024-08-30,46.46267703061456
2024-08-31,46.823352094894354
2024-09-01,46.823352094894354
2024-09-02,46.46267703061456
2024-09-03,36.45394399685035
2024-09-04,39.67425707077706
2024-09-05,38.60511313023339
2024-09-06,43.60303902096764
2024-09-07,42.533895080423974
2024-09-08,42.89457014470376
2024-09-09,36.45394399685035
2024-09-10,39.31358200649727
2024-09-11,36.81461906113014
2024-09-12,38.2444380659536
2024-09-13,43.60303902096764
2024-09-14,45.39353309007089
2024-09-15,42.533895080423974
2024-09-16,35.74547512058648
2024-09-17,36.06750642797915
2024-09-18,40.395607199336645
2024-09-19,39.67425707077706
2024-09-20,43.28100771357497
2024-09-21,46.16640822781331
2024-09-22,43.28100771357497
2024-09-23,36.788856556538725
2024-09-24,36.06750642797915
2024-09-25,38.952906942217474
2024-09-26,41.83830745645581
2024-09-27,46.88775835637289
2024-09-28,46.88775835637289
2024-09-29,46.88775835637289
2024-09-30,37.51020668509831
