Time,google_snake
2022-08-17,41.0
2022-08-18,45.0
2022-08-19,49.0
2022-08-20,7.0
2022-08-21,6.0
2022-08-22,44.0
2022-08-23,51.0
2022-08-24,56.0
2022-08-25,62.0
2022-08-26,69.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,58.0
2022-08-30,66.0
2022-08-31,70.0
2022-09-01,80.0
2022-09-02,73.0
2022-09-03,9.0
2022-09-04,8.0
2022-09-05,9.0
2022-09-06,78.0
2022-09-07,82.0
2022-09-08,89.0
2022-09-09,100.0
2022-09-10,10.0
2022-09-11,8.0
2022-09-12,82.0
2022-09-13,91.0
2022-09-14,91.0
2022-09-15,99.0
2022-09-16,96.0
2022-09-17,11.0
2022-09-18,9.0
2022-09-19,80.0
2022-09-20,87.0
2022-09-21,94.0
2022-09-22,87.0
2022-09-23,90.0
2022-09-24,10.0
2022-09-25,9.0
2022-09-26,60.0
2022-09-27,67.0
2022-09-28,74.0
2022-09-29,76.0
2022-09-30,82.0
2022-10-01,10.0
2022-10-02,9.0
2022-10-03,61.0
2022-10-04,72.0
2022-10-05,58.0
2022-10-06,77.0
2022-10-07,73.0
2022-10-08,9.0
2022-10-09,8.0
2022-10-10,45.0
2022-10-11,67.0
2022-10-12,57.0
2022-10-13,65.0
2022-10-14,62.0
2022-10-15,9.0
2022-10-16,9.0
2022-10-17,57.0
2022-10-18,76.0
2022-10-19,67.0
2022-10-20,63.0
2022-10-21,67.0
2022-10-22,10.0
2022-10-23,10.0
2022-10-24,58.0
2022-10-25,65.0
2022-10-26,61.0
2022-10-27,63.0
2022-10-28,64.0
2022-10-29,9.0
2022-10-30,9.0
2022-10-31,56.0
2022-11-01,61.0
2022-11-02,62.0
2022-11-03,64.0
2022-11-04,69.0
2022-11-05,10.0
2022-11-06,9.0
2022-11-07,47.0
2022-11-08,48.0
2022-11-09,51.0
2022-11-10,54.0
2022-11-11,39.0
2022-11-12,9.0
2022-11-13,9.0
2022-11-14,49.0
2022-11-15,51.0
2022-11-16,52.0
2022-11-17,60.0
2022-11-18,53.0
2022-11-19,10.0
2022-11-20,10.0
2022-11-21,33.0
2022-11-22,36.0
2022-11-23,15.0
2022-11-24,9.0
2022-11-25,8.0
2022-11-26,7.0
2022-11-27,8.0
2022-11-28,41.0
2022-11-29,45.0
2022-11-30,46.0
2022-12-01,47.0
2022-12-02,47.0
2022-12-03,10.0
2022-12-04,9.0
2022-12-05,51.0
2022-12-06,52.0
2022-12-07,51.0
2022-12-08,54.0
2022-12-09,54.0
2022-12-10,9.0
2022-12-11,8.0
2022-12-12,50.0
2022-12-13,47.0
2022-12-14,49.0
2022-12-15,53.0
2022-12-16,49.0
2022-12-17,9.0
2022-12-18,8.0
2022-12-19,33.0
2022-12-20,33.0
2022-12-21,30.0
2022-12-22,21.0
2022-12-23,11.0
2022-12-24,7.0
2022-12-25,7.0
2022-12-26,6.0
2022-12-27,6.0
2022-12-28,6.0
2022-12-29,6.0
2022-12-30,6.0
2022-12-31,6.0
2023-01-01,6.0
2023-01-02,6.0
2023-01-03,20.0
2023-01-04,27.0
2023-01-05,32.0
2023-01-06,37.0
2023-01-07,7.0
2023-01-08,6.0
2023-01-09,37.0
2023-01-10,42.0
2023-01-11,42.0
2023-01-12,45.0
2023-01-13,46.0
2023-01-14,7.0
2023-01-15,6.0
2023-01-16,8.0
2023-01-17,42.0
2023-01-18,43.0
2023-01-19,47.0
2023-01-20,49.0
2023-01-21,7.0
2023-01-22,7.0
2023-01-23,40.0
2023-01-24,45.0
2023-01-25,38.0
2023-01-26,43.0
2023-01-27,46.0
2023-01-28,7.0
2023-01-29,7.0
2023-01-30,43.0
2023-01-31,44.0
2023-02-01,44.0
2023-02-02,44.0
2023-02-03,47.0
2023-02-04,8.0
2023-02-05,7.0
2023-02-06,42.0
2023-02-07,48.0
2023-02-08,43.0
2023-02-09,46.0
2023-02-10,44.0
2023-02-11,8.0
2023-02-12,7.0
2023-02-13,37.0
2023-02-14,42.0
2023-02-15,44.0
2023-02-16,48.0
2023-02-17,39.0
2023-02-18,8.0
2023-02-19,7.0
2023-02-20,12.0
2023-02-21,33.0
2023-02-22,36.0
2023-02-23,35.0
2023-02-24,38.0
2023-02-25,8.0
2023-02-26,7.0
2023-02-27,41.0
2023-02-28,37.0
2023-03-01,41.0
2023-03-02,41.0
2023-03-03,39.0
2023-03-04,8.0
2023-03-05,7.0
2023-03-06,36.0
2023-03-07,39.0
2023-03-08,43.0
2023-03-09,43.0
2023-03-10,41.0
2023-03-11,7.0
2023-03-12,8.0
2023-03-13,29.0
2023-03-14,31.0
2023-03-15,36.0
2023-03-16,41.0
2023-03-17,40.0
2023-03-18,8.0
2023-03-19,8.0
2023-03-20,44.0
2023-03-21,56.0
2023-03-22,51.0
2023-03-23,51.0
2023-03-24,55.0
2023-03-25,8.0
2023-03-26,9.0
2023-03-27,42.0
2023-03-28,44.0
2023-03-29,38.0
2023-03-30,46.0
2023-03-31,45.0
2023-04-01,8.0
2023-04-02,8.0
2023-04-03,37.0
2023-04-04,40.0
2023-04-05,41.0
2023-04-06,41.0
2023-04-07,18.0
2023-04-08,8.0
2023-04-09,7.0
2023-04-10,36.0
2023-04-11,47.0
2023-04-12,45.0
2023-04-13,49.0
2023-04-14,50.0
2023-04-15,8.0
2023-04-16,8.0
2023-04-17,47.0
2023-04-18,52.0
2023-04-19,54.0
2023-04-20,60.0
2023-04-21,57.0
2023-04-22,9.0
2023-04-23,9.0
2023-04-24,50.0
2023-04-25,58.0
2023-04-26,58.058961343225306
2023-04-27,64.39359625146427
2023-04-28,63.917219836001564
2023-04-29,9.763764154627099
2023-04-30,8.787387739164389
2023-05-01,55.12983209683718
2023-05-02,56.10620851229989
2023-05-03,57.082584927762596
2023-05-04,60.988090589613435
2023-05-05,60.988090589613435
2023-05-06,11.216516985552518
2023-05-07,10.740140570089808
2023-05-08,90.25575946895744
2023-05-09,83.92112456071847
2023-05-10,82.94474814525576
2023-05-11,91.23213588442015
2023-05-12,86.8502538071066
2023-05-13,11.216516985552518
2023-05-14,10.740140570089808
2023-05-15,83.42112456071847
2023-05-16,83.92112456071847
2023-05-17,83.42112456071847
2023-05-18,82.94474814525576
2023-05-19,80.01561889886763
2023-05-20,11.216516985552518
2023-05-21,11.216516985552518
2023-05-22,68.79910191331511
2023-05-23,70.25185474424053
2023-05-24,66.8463490823897
2023-05-25,56.10620851229989
2023-05-26,40.01561889886763
2023-05-27,9.527528309254198
2023-05-28,8.574775478328778
2023-05-29,8.574775478328778
2023-05-30,37.15736040609137
2023-05-31,37.15736040609137
2023-06-01,39.06286606794221
2023-06-02,33.34634908238969
2023-06-03,7.622022647403358
2023-06-04,8.574775478328778
2023-06-05,29.535337758688012
2023-06-06,32.393596251464274
2023-06-07,29.535337758688012
2023-06-08,26.677079265911754
2023-06-09,22.866067942210073
2023-06-10,7.622022647403358
2023-06-11,7.622022647403358
2023-06-12,20.960562280359234
2023-06-13,20.960562280359234
2023-06-14,19.055056618508395
2023-06-15,16.196798125732137
2023-06-16,12.385786802030456
2023-06-17,6.6692698164779385
2023-06-18,6.6692698164779385
2023-06-19,7.622022647403358
2023-06-20,12.385786802030456
2023-06-21,11.433033971105036
2023-06-22,9.527528309254198
2023-06-23,9.527528309254198
2023-06-24,6.6692698164779385
2023-06-25,5.716516985552518
2023-06-26,8.574775478328778
2023-06-27,8.574775478328778
2023-06-28,7.622022647403358
2023-06-29,8.574775478328778
2023-06-30,7.622022647403358
2023-07-01,5.716516985552518
2023-07-02,5.716516985552518
2023-07-03,6.6692698164779385
2023-07-04,5.716516985552518
2023-07-05,6.6692698164779385
2023-07-06,6.6692698164779385
2023-07-07,6.6692698164779385
2023-07-08,5.716516985552518
2023-07-09,4.763764154627099
2023-07-10,7.622022647403358
2023-07-11,6.6692698164779385
2023-07-12,7.622022647403358
2023-07-13,8.574775478328778
2023-07-14,6.6692698164779385
2023-07-15,4.763764154627099
2023-07-16,4.763764154627099
2023-07-17,7.622022647403358
2023-07-18,7.622022647403358
2023-07-19,6.6692698164779385
2023-07-20,8.574775478328778
2023-07-21,6.6692698164779385
2023-07-22,4.763764154627099
2023-07-23,5.716516985552518
2023-07-24,6.6692698164779385
2023-07-25,7.622022647403358
2023-07-26,7.622022647403358
2023-07-27,7.622022647403358
2023-07-28,7.622022647403358
2023-07-29,5.716516985552518
2023-07-30,5.716516985552518
2023-07-31,6.6692698164779385
2023-08-01,7.622022647403358
2023-08-02,8.574775478328778
2023-08-03,9.527528309254198
2023-08-04,10.480281140179617
2023-08-05,5.716516985552518
2023-08-06,4.763764154627099
2023-08-07,10.480281140179617
2023-08-08,14.291292463881296
2023-08-09,16.196798125732137
2023-08-10,20.960562280359234
2023-08-11,27.629832096837173
2023-08-12,6.6692698164779385
2023-08-13,5.716516985552518
2023-08-14,28.582584927762593
2023-08-15,33.34634908238969
2023-08-16,37.15736040609137
2023-08-17,44.779383053494726
2023-08-18,53.35415853182351
2023-08-19,6.6692698164779385
2023-08-20,7.622022647403358
2023-08-21,46.684888715345565
2023-08-22,55.25966419367435
2023-08-23,57.165169855525185
2023-08-24,68.59820382663023
2023-08-25,66.69269816477939
2023-08-26,7.622022647403358
2023-08-27,6.6692698164779385
2023-08-28,60.023428348301444
2023-08-29,69.55095665755564
2023-08-30,62.8816868410777
2023-08-31,82.88949629051152
2023-09-01,71.45646231940648
2023-09-02,7.622022647403358
2023-09-03,7.622022647403358
2023-09-04,7.622022647403358
2023-09-05,70.50370948848106
2023-09-06,75.26747364310816
2023-09-07,73.36196798125732
2023-09-08,91.46427176884029
2023-09-09,8.574775478328778
2023-09-10,8.574775478328778
2023-09-11,73.36196798125732
2023-09-12,83.84224912143694
2023-09-13,90.51151893791487
2023-09-14,90.51151893791487
2023-09-15,95.27528309254197
2023-09-16,9.527528309254198
2023-09-17,9.527528309254198
2023-09-18,76.22022647403358
2023-09-19,85.74775478328777
2023-09-20,80.03123779773526
2023-09-21,89.55876610698945
2023-09-22,89.55876610698945
2023-09-23,9.527528309254198
2023-09-24,8.574775478328778
2023-09-25,63.83443967200312
2023-09-26,82.88949629051152
2023-09-27,84.79500195236236
2023-09-28,88.60601327606403
2023-09-29,92.41702459976571
2023-09-30,10.480281140179617
2023-10-01,8.574775478328778
2023-10-02,85.74775478328777
2023-10-03,78.12573213588442
2023-10-04,84.79500195236236
2023-10-05,85.74775478328777
2023-10-06,82.88949629051152
2023-10-07,9.527528309254198
2023-10-08,9.527528309254198
2023-10-09,46.684888715345565
2023-10-10,74.31472081218274
2023-10-11,76.22022647403358
2023-10-12,76.22022647403358
2023-10-13,69.55095665755564
2023-10-14,9.527528309254198
2023-10-15,9.527528309254198
2023-10-16,65.73994533385397
2023-10-17,78.12573213588442
2023-10-18,71.45646231940648
2023-10-19,78.12573213588442
2023-10-20,82.88949629051152
2023-10-21,9.527528309254198
2023-10-22,9.527528309254198
2023-10-23,65.73994533385397
2023-10-24,74.31472081218274
2023-10-25,72.4092151503319
2023-10-26,79.07848496680984
2023-10-27,73.36196798125732
2023-10-28,9.527528309254198
2023-10-29,7.622022647403358
2023-10-30,67.6454509957048
2023-10-31,71.45646231940648
2023-11-01,60.023428348301444
2023-11-02,69.55095665755564
2023-11-03,70.50370948848106
2023-11-04,8.574775478328778
2023-11-05,8.574775478328778
2023-11-06,58.117922686450605
2023-11-07,52.40140570089809
2023-11-08,60.023428348301444
2023-11-09,66.69269816477939
2023-11-10,40.96837172979305
2023-11-11,9.527528309254198
2023-11-12,8.574775478328778
2023-11-13,55.25966419367435
2023-11-14,60.023428348301444
2023-11-15,59.070675517376024
2023-11-16,65.73994533385397
2023-11-17,69.55095665755564
2023-11-18,9.527528309254198
2023-11-19,8.574775478328778
2023-11-20,38.11011323701679
2023-11-21,40.96837172979305
2023-11-22,15.244045294806716
2023-11-23,7.622022647403358
2023-11-24,6.6692698164779385
2023-11-25,6.6692698164779385
2023-11-26,6.6692698164779385
2023-11-27,44.779383053494726
2023-11-28,51.44865286997267
2023-11-29,54.30691136274893
2023-11-30,80.98399062866068
2023-12-01,88.60601327606403
2023-12-02,11.433033971105036
2023-12-03,8.574775478328778
2023-12-04,73.36196798125732
2023-12-05,78.12573213588442
2023-12-06,74.31472081218274
2023-12-07,82.88949629051152
2023-12-08,86.7005076142132
2023-12-09,10.480281140179617
2023-12-10,9.527528309254198
2023-12-11,67.6454509957048
2023-12-12,76.22022647403358
2023-12-13,88.60601327606403
2023-12-14,82.88949629051152
2023-12-15,80.03123779773526
2023-12-16,11.433033971105036
2023-12-17,9.527528309254198
2023-12-18,55.25966419367435
2023-12-19,57.165169855525185
2023-12-20,56.212417024599766
2023-12-21,42.87387739164389
2023-12-22,24.77157360406091
2023-12-23,9.527528309254198
2023-12-24,7.622022647403358
2023-12-25,6.6692698164779385
2023-12-26,6.6692698164779385
2023-12-27,6.6692698164779385
2023-12-28,6.6692698164779385
2023-12-29,6.6692698164779385
2023-12-30,5.716516985552518
2023-12-31,5.716516985552518
2024-01-01,6.192893401015228
2024-01-02,18.102303787582976
2024-01-03,31.44084342053885
2024-01-04,39.06286606794221
2024-01-05,40.01561889886763
2024-01-06,6.6692698164779385
2024-01-07,5.716516985552518
2024-01-08,43.82663022256931
2024-01-09,48.114017961733694
2024-01-10,49.54314720812182
2024-01-11,58.594299101913315
2024-01-12,57.165169855525185
2024-01-13,7.622022647403358
2024-01-14,6.6692698164779385
2024-01-15,7.622022647403358
2024-01-16,31.44084342053885
2024-01-17,44.303006638032016
2024-01-18,53.35415853182351
2024-01-19,46.684888715345565
2024-01-20,7.622022647403358
2024-01-21,6.6692698164779385
2024-01-22,47.637641546270984
2024-01-23,52.40140570089809
2024-01-24,53.35415853182351
2024-01-25,63.83443967200312
2024-01-26,67.6454509957048
2024-01-27,8.574775478328778
2024-01-28,7.622022647403358
2024-01-29,53.35415853182351
2024-01-30,61.92893401015228
2024-01-31,64.78719250292855
2024-02-01,76.22022647403358
2024-02-02,68.59820382663023
2024-02-03,9.527528309254198
2024-02-04,8.574775478328778
2024-02-05,56.212417024599766
2024-02-06,61.92893401015228
2024-02-07,59.070675517376024
2024-02-08,68.59820382663023
2024-02-09,95.27528309254197
2024-02-10,10.480281140179617
2024-02-11,9.527528309254198
2024-02-12,67.6454509957048
2024-02-13,70.50370948848106
2024-02-14,76.22022647403358
2024-02-15,86.7005076142132
2024-02-16,77.172979304959
2024-02-17,11.433033971105036
2024-02-18,9.527528309254198
2024-02-19,19.055056618508395
2024-02-20,60.023428348301444
2024-02-21,59.070675517376024
2024-02-22,70.50370948848106
2024-02-23,71.45646231940648
2024-02-24,9.527528309254198
2024-02-25,7.622022647403358
2024-02-26,54.30691136274893
2024-02-27,60.97618117922686
2024-02-28,59.070675517376024
2024-02-29,65.73994533385397
2024-03-01,66.69269816477939
2024-03-02,10.480281140179617
2024-03-03,6.6692698164779385
2024-03-04,55.25966419367435
2024-03-05,64.78719250292855
2024-03-06,58.117922686450605
2024-03-07,70.50370948848106
2024-03-08,60.97618117922686
2024-03-09,8.574775478328778
2024-03-10,7.622022647403358
2024-03-11,45.732135884420146
2024-03-12,48.590394377196404
2024-03-13,45.732135884420146
2024-03-14,46.684888715345565
2024-03-15,45.732135884420146
2024-03-16,7.622022647403358
2024-03-17,7.622022647403358
2024-03-18,49.54314720812182
2024-03-19,53.35415853182351
2024-03-20,53.35415853182351
2024-03-21,54.30691136274893
2024-03-22,57.165169855525185
2024-03-23,8.574775478328778
2024-03-24,6.6692698164779385
2024-03-25,42.87387739164389
2024-03-26,45.732135884420146
2024-03-27,53.35415853182351
2024-03-28,47.637641546270984
2024-03-29,20.007809449433815
2024-03-30,6.6692698164779385
2024-03-31,6.6692698164779385
2024-04-01,26.677079265911754
2024-04-02,43.82663022256931
2024-04-03,41.92112456071847
2024-04-04,43.82663022256931
2024-04-05,47.637641546270984
2024-04-06,7.622022647403358
2024-04-07,6.6692698164779385
2024-04-08,40.96837172979305
2024-04-09,62.8816868410777
2024-04-10,47.637641546270984
2024-04-11,60.023428348301444
2024-04-12,60.023428348301444
2024-04-13,7.622022647403358
2024-04-14,7.622022647403358
2024-04-15,47.637641546270984
2024-04-16,53.35415853182351
2024-04-17,57.165169855525185
2024-04-18,56.212417024599766
2024-04-19,60.97618117922686
2024-04-20,8.574775478328778
2024-04-21,6.6692698164779385
2024-04-22,54.30691136274893
2024-04-23,52.40140570089809
2024-04-24,54.30691136274893
2024-04-25,55.25966419367435
2024-04-26,56.212417024599766
2024-04-27,7.622022647403358
2024-04-28,7.622022647403358
2024-04-29,47.637641546270984
2024-04-30,49.54314720812182
2024-05-01,51.44865286997267
2024-05-02,54.30691136274893
2024-05-03,54.30691136274893
2024-05-04,7.622022647403358
2024-05-05,7.622022647403358
2024-05-06,54.30691136274893
2024-05-07,51.44865286997267
2024-05-08,51.44865286997267
2024-05-09,53.35415853182351
2024-05-10,58.117922686450605
2024-05-11,7.622022647403358
2024-05-12,7.622022647403358
2024-05-13,50.49590003904724
2024-05-14,52.40140570089809
2024-05-15,50.49590003904724
2024-05-16,52.40140570089809
2024-05-17,53.35415853182351
2024-05-18,7.622022647403358
2024-05-19,6.6692698164779385
2024-05-20,48.590394377196404
2024-05-21,44.779383053494726
2024-05-22,44.779383053494726
2024-05-23,41.92112456071847
2024-05-24,33.34634908238969
2024-05-25,6.6692698164779385
2024-05-26,6.6692698164779385
2024-05-27,6.6692698164779385
2024-05-28,30.48809058961343
2024-05-29,32.393596251464274
2024-05-30,31.44084342053885
2024-05-31,28.582584927762593
2024-06-01,5.716516985552518
2024-06-02,5.716516985552518
2024-06-03,22.866067942210073
2024-06-04,23.818820773135492
2024-06-05,22.866067942210073
2024-06-06,21.913315111284653
2024-06-07,19.055056618508395
2024-06-08,4.763764154627099
2024-06-09,5.716516985552518
2024-06-10,18.102303787582976
2024-06-11,17.149550956657556
2024-06-12,15.244045294806716
2024-06-13,14.291292463881296
2024-06-14,10.480281140179617
2024-06-15,4.763764154627099
2024-06-16,4.763764154627099
2024-06-17,9.527528309254198
2024-06-18,9.527528309254198
2024-06-19,6.6692698164779385
2024-06-20,8.574775478328778
2024-06-21,6.6692698164779385
2024-06-22,3.811011323701679
2024-06-23,3.811011323701679
2024-06-24,6.6692698164779385
2024-06-25,6.6692698164779385
2024-06-26,7.622022647403358
2024-06-27,6.6692698164779385
2024-06-28,5.716516985552518
2024-06-29,3.811011323701679
2024-06-30,3.811011323701679
2024-07-01,5.716516985552518
2024-07-02,6.6692698164779385
2024-07-03,5.716516985552518
2024-07-04,4.763764154627099
2024-07-05,4.763764154627099
2024-07-06,3.811011323701679
2024-07-07,2.858258492776259
2024-07-08,4.763764154627099
2024-07-09,5.716516985552518
2024-07-10,6.6692698164779385
2024-07-11,5.716516985552518
2024-07-12,4.763764154627099
2024-07-13,3.811011323701679
2024-07-14,3.811011323701679
2024-07-15,4.763764154627099
2024-07-16,5.716516985552518
2024-07-17,5.716516985552518
2024-07-18,5.716516985552518
2024-07-19,4.763764154627099
2024-07-20,3.811011323701679
2024-07-21,3.811011323701679
2024-07-22,4.763764154627099
2024-07-23,5.716516985552518
2024-07-24,5.716516985552518
2024-07-25,5.716516985552518
2024-07-26,5.716516985552518
2024-07-27,4.763764154627099
2024-07-28,3.811011323701679
2024-07-29,5.716516985552518
2024-07-30,5.716516985552518
2024-07-31,5.716516985552518
2024-08-01,6.6692698164779385
2024-08-02,6.6692698164779385
2024-08-03,3.811011323701679
2024-08-04,3.811011323701679
2024-08-05,7.622022647403358
2024-08-06,8.574775478328778
2024-08-07,10.480281140179617
2024-08-08,13.338539632955877
2024-08-09,15.244045294806716
2024-08-10,4.763764154627099
2024-08-11,4.763764154627099
2024-08-12,17.149550956657556
2024-08-13,21.913315111284653
2024-08-14,27.629832096837173
2024-08-15,34.29910191331511
2024-08-16,40.96837172979305
2024-08-17,5.716516985552518
2024-08-18,2.3818820773135494
2024-08-19,44.604510698451456
2024-08-20,49.36827485307855
2024-08-21,48.89189843761584
2024-08-22,50.79740409946669
2024-08-23,68.57408350179666
2024-08-24,3.3346349082389692
2024-08-25,2.858258492776259
2024-08-26,50.79740409946669
2024-08-27,52.70290976131753
2024-08-28,53.65566259224295
2024-08-29,71.43234199457294
2024-08-30,52.70290976131753
2024-08-31,3.3346349082389692
2024-09-01,3.3346349082389692
2024-09-02,3.3346349082389692
2024-09-03,53.17928617678024
2024-09-04,68.57408350179666
2024-09-05,73.33784765642378
2024-09-06,76.67248256466274
2024-09-07,3.3346349082389692
2024-09-08,3.3346349082389692
2024-09-09,72.86147124096107
2024-09-10,70.47958916364752
2024-09-11,55.08479183863108
2024-09-12,76.67248256466274
2024-09-13,74.2906004873492
2024-09-14,4.287387739164389
2024-09-15,3.3346349082389692
2024-09-16,55.561168254093786
2024-09-17,75.21923299344105
2024-09-18,75.21923299344105
2024-09-19,75.21923299344105
2024-09-20,75.21923299344105
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,75.21923299344105
2024-09-24,75.21923299344105
2024-09-25,75.21923299344105
2024-09-26,75.21923299344105
2024-09-27,75.21923299344105
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,75.21923299344105
2024-10-01,75.21923299344105
2024-10-02,75.21923299344105
2024-10-03,75.21923299344105
2024-10-04,75.21923299344105
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,50.1461553289607
2024-10-08,50.1461553289607
2024-10-09,50.1461553289607
2024-10-10,50.1461553289607
2024-10-11,50.1461553289607
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,25.07307766448035
2024-10-15,50.1461553289607
2024-10-16,50.1461553289607
2024-10-17,50.1461553289607
2024-10-18,50.1461553289607
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,50.1461553289607
2024-10-22,50.1461553289607
2024-10-23,50.1461553289607
2024-10-24,75.21923299344105
2024-10-25,75.21923299344105
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,50.1461553289607
2024-10-29,75.21923299344105
2024-10-30,75.21923299344105
2024-10-31,75.21923299344105
2024-11-01,50.1461553289607
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,50.1461553289607
2024-11-05,50.1461553289607
2024-11-06,50.1461553289607
2024-11-07,50.1461553289607
2024-11-08,50.1461553289607
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,50.1461553289607
2024-11-12,50.1461553289607
2024-11-13,50.1461553289607
2024-11-14,50.1461553289607
2024-11-15,75.21923299344105
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,50.1461553289607
2024-11-19,50.1461553289607
2024-11-20,50.1461553289607
2024-11-21,75.21923299344105
2024-11-22,75.21923299344105
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,25.07307766448035
2024-11-26,50.1461553289607
2024-11-27,25.07307766448035
