Time,aristocrat
2022-01-01,62.0
2022-01-02,30.0
2022-01-03,53.0
2022-01-04,64.0
2022-01-05,54.0
2022-01-06,47.0
2022-01-07,54.0
2022-01-08,58.0
2022-01-09,54.0
2022-01-10,98.0
2022-01-11,74.0
2022-01-12,56.0
2022-01-13,60.0
2022-01-14,56.0
2022-01-15,39.0
2022-01-16,33.0
2022-01-17,46.0
2022-01-18,47.0
2022-01-19,39.0
2022-01-20,60.0
2022-01-21,47.0
2022-01-22,54.0
2022-01-23,44.0
2022-01-24,61.0
2022-01-25,52.0
2022-01-26,43.0
2022-01-27,39.0
2022-01-28,61.0
2022-01-29,50.0
2022-01-30,44.0
2022-01-31,53.0
2022-02-01,51.0
2022-02-02,53.0
2022-02-03,56.0
2022-02-04,53.0
2022-02-05,40.0
2022-02-06,37.0
2022-02-07,53.0
2022-02-08,58.0
2022-02-09,48.0
2022-02-10,49.0
2022-02-11,52.0
2022-02-12,50.0
2022-02-13,43.0
2022-02-14,46.0
2022-02-15,62.0
2022-02-16,51.0
2022-02-17,46.0
2022-02-18,50.0
2022-02-19,55.0
2022-02-20,51.0
2022-02-21,47.0
2022-02-22,48.0
2022-02-23,48.0
2022-02-24,43.0
2022-02-25,50.0
2022-02-26,53.0
2022-02-27,43.0
2022-02-28,55.0
2022-03-01,47.0
2022-03-02,49.0
2022-03-03,48.0
2022-03-04,45.0
2022-03-05,51.0
2022-03-06,48.0
2022-03-07,44.0
2022-03-08,62.0
2022-03-09,45.0
2022-03-10,41.0
2022-03-11,49.0
2022-03-12,49.0
2022-03-13,47.0
2022-03-14,57.0
2022-03-15,56.0
2022-03-16,47.0
2022-03-17,44.0
2022-03-18,49.0
2022-03-19,44.0
2022-03-20,42.0
2022-03-21,40.0
2022-03-22,49.0
2022-03-23,41.0
2022-03-24,42.0
2022-03-25,46.0
2022-03-26,45.0
2022-03-27,39.0
2022-03-28,53.0
2022-03-29,61.0
2022-03-30,43.0
2022-03-31,54.0
2022-04-01,50.0
2022-04-02,48.0
2022-04-03,47.0
2022-04-04,47.0
2022-04-05,42.0
2022-04-06,51.0
2022-04-07,43.0
2022-04-08,51.0
2022-04-09,47.0
2022-04-10,43.0
2022-04-11,51.0
2022-04-12,100.0
2022-04-13,91.0
2022-04-14,65.0
2022-04-15,51.0
2022-04-16,58.0
2022-04-17,58.0
2022-04-18,54.0
2022-04-19,58.0
2022-04-20,53.0
2022-04-21,53.0
2022-04-22,55.0
2022-04-23,49.0
2022-04-24,44.0
2022-04-25,46.0
2022-04-26,57.0
2022-04-27,49.0
2022-04-28,51.0
2022-04-29,46.0
2022-04-30,55.0
2022-05-01,40.0
2022-05-02,53.0
2022-05-03,43.0
2022-05-04,38.0
2022-05-05,39.0
2022-05-06,44.0
2022-05-07,51.0
2022-05-08,42.0
2022-05-09,52.0
2022-05-10,51.0
2022-05-11,50.0
2022-05-12,50.0
2022-05-13,50.0
2022-05-14,43.0
2022-05-15,44.0
2022-05-16,44.0
2022-05-17,48.0
2022-05-18,45.0
2022-05-19,47.0
2022-05-20,36.0
2022-05-21,47.0
2022-05-22,45.0
2022-05-23,43.0
2022-05-24,42.0
2022-05-25,38.0
2022-05-26,37.0
2022-05-27,47.0
2022-05-28,42.0
2022-05-29,37.0
2022-05-30,39.0
2022-05-31,46.0
2022-06-01,40.0
2022-06-02,38.0
2022-06-03,37.0
2022-06-04,37.0
2022-06-05,40.0
2022-06-06,45.0
2022-06-07,36.0
2022-06-08,42.0
2022-06-09,45.0
2022-06-10,45.0
2022-06-11,38.0
2022-06-12,33.0
2022-06-13,35.0
2022-06-14,35.0
2022-06-15,43.0
2022-06-16,39.0
2022-06-17,44.0
2022-06-18,36.0
2022-06-19,40.0
2022-06-20,36.0
2022-06-21,40.0
2022-06-22,32.0
2022-06-23,46.0
2022-06-24,37.0
2022-06-25,35.0
2022-06-26,38.0
2022-06-27,46.0
2022-06-28,36.0
2022-06-29,41.0
2022-06-30,37.0
2022-07-01,41.0
2022-07-02,33.0
2022-07-03,42.0
2022-07-04,37.0
2022-07-05,47.0
2022-07-06,37.0
2022-07-07,38.0
2022-07-08,45.0
2022-07-09,36.0
2022-07-10,33.0
2022-07-11,46.0
2022-07-12,43.0
2022-07-13,36.0
2022-07-14,41.0
2022-07-15,40.0
2022-07-16,31.0
2022-07-17,36.0
2022-07-18,34.0
2022-07-19,42.0
2022-07-20,32.0
2022-07-21,35.0
2022-07-22,46.0
2022-07-23,33.0
2022-07-24,46.0
2022-07-25,45.0
2022-07-26,43.0
2022-07-27,44.0
2022-07-28,42.0
2022-07-29,38.0
2022-07-30,43.0
2022-07-31,31.0
2022-08-01,38.0
2022-08-02,41.0
2022-08-03,48.0
2022-08-04,33.0
2022-08-05,47.0
2022-08-06,30.0
2022-08-07,36.0
2022-08-08,49.0
2022-08-09,32.0
2022-08-10,46.0
2022-08-11,50.0
2022-08-12,42.0
2022-08-13,40.0
2022-08-14,36.0
2022-08-15,40.0
2022-08-16,46.0
2022-08-17,38.0
2022-08-18,40.0
2022-08-19,39.0
2022-08-20,35.0
2022-08-21,34.0
2022-08-22,39.0
2022-08-23,41.0
2022-08-24,47.0
2022-08-25,52.0
2022-08-26,42.0
2022-08-27,44.0
2022-08-28,45.0
2022-08-29,44.65714285714286
2022-08-30,45.82857142857143
2022-08-31,48.67142857142858
2022-09-01,48.67142857142858
2022-09-02,47.0
2022-09-03,52.18571428571428
2022-09-04,47.0
2022-09-05,49.34285714285714
2022-09-06,55.02857142857143
2022-09-07,49.84285714285714
2022-09-08,52.18571428571428
2022-09-09,44.15714285714286
2022-09-10,36.12857142857143
2022-09-11,41.81428571428572
2022-09-12,48.17142857142858
2022-09-13,52.18571428571428
2022-09-14,56.2
2022-09-15,51.01428571428572
2022-09-16,52.68571428571428
2022-09-17,41.31428571428572
2022-09-18,36.12857142857143
2022-09-19,55.02857142857143
2022-09-20,53.85714285714286
2022-09-21,47.0
2022-09-22,47.5
2022-09-23,59.042857142857144
2022-09-24,41.81428571428572
2022-09-25,48.67142857142858
2022-09-26,48.67142857142858
2022-09-27,47.00000000000001
2022-09-28,45.65714285714286
2022-09-29,51.02857142857143
2022-09-30,30.88571428571429
2022-10-01,34.91428571428572
2022-10-02,34.91428571428572
2022-10-03,48.34285714285715
2022-10-04,40.28571428571429
2022-10-05,48.34285714285715
2022-10-06,47.00000000000001
2022-10-07,42.971428571428575
2022-10-08,36.25714285714286
2022-10-09,37.6
2022-10-10,44.31428571428572
2022-10-11,48.34285714285715
2022-10-12,47.00000000000001
2022-10-13,51.02857142857143
2022-10-14,41.62857142857143
2022-10-15,42.971428571428575
2022-10-16,29.542857142857144
2022-10-17,44.31428571428572
2022-10-18,38.94285714285714
2022-10-19,44.31428571428572
2022-10-20,48.34285714285715
2022-10-21,42.971428571428575
2022-10-22,30.88571428571429
2022-10-23,40.28571428571429
2022-10-24,49.68571428571429
2022-10-25,36.25714285714286
2022-10-26,55.057142857142864
2022-10-27,40.28571428571429
2022-10-28,49.68571428571429
2022-10-29,42.971428571428575
2022-10-30,33.57142857142858
2022-10-31,40.28571428571429
2022-11-01,32.22857142857143
2022-11-02,36.25714285714286
2022-11-03,38.94285714285714
2022-11-04,41.62857142857143
2022-11-05,32.22857142857143
2022-11-06,41.62857142857143
2022-11-07,44.31428571428572
2022-11-08,41.62857142857143
2022-11-09,40.28571428571429
2022-11-10,38.94285714285714
2022-11-11,42.971428571428575
2022-11-12,48.34285714285715
2022-11-13,41.62857142857143
2022-11-14,38.94285714285714
2022-11-15,40.28571428571429
2022-11-16,42.971428571428575
2022-11-17,52.371428571428574
2022-11-18,33.57142857142858
2022-11-19,33.57142857142858
2022-11-20,40.28571428571429
2022-11-21,40.28571428571429
2022-11-22,42.971428571428575
2022-11-23,30.88571428571429
2022-11-24,34.91428571428572
2022-11-25,34.91428571428572
2022-11-26,34.91428571428572
2022-11-27,33.57142857142858
2022-11-28,42.971428571428575
2022-11-29,48.34285714285715
2022-11-30,44.31428571428572
2022-12-01,42.971428571428575
2022-12-02,42.971428571428575
2022-12-03,38.94285714285714
2022-12-04,42.971428571428575
2022-12-05,44.31428571428572
2022-12-06,49.68571428571429
2022-12-07,48.34285714285715
2022-12-08,51.02857142857143
2022-12-09,47.00000000000001
2022-12-10,32.22857142857143
2022-12-11,36.25714285714286
2022-12-12,52.371428571428574
2022-12-13,53.71428571428572
2022-12-14,52.371428571428574
2022-12-15,51.02857142857143
2022-12-16,38.94285714285714
2022-12-17,45.65714285714286
2022-12-18,33.57142857142858
2022-12-19,37.6
2022-12-20,41.62857142857143
2022-12-21,42.971428571428575
2022-12-22,41.62857142857143
2022-12-23,38.94285714285714
2022-12-24,22.82857142857143
2022-12-25,42.971428571428575
2022-12-26,33.57142857142858
2022-12-27,42.971428571428575
2022-12-28,34.91428571428572
2022-12-29,40.28571428571429
2022-12-30,42.971428571428575
2022-12-31,38.94285714285714
2023-01-01,38.94285714285714
