Time,subsidize
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,43.0
2022-01-13,0.0
2022-01-14,36.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,35.0
2022-01-19,25.0
2022-01-20,46.0
2022-01-21,39.0
2022-01-22,0.0
2022-01-23,33.0
2022-01-24,32.0
2022-01-25,39.0
2022-01-26,41.0
2022-01-27,32.0
2022-01-28,27.0
2022-01-29,28.0
2022-01-30,37.0
2022-01-31,34.0
2022-02-01,53.0
2022-02-02,44.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,32.0
2022-02-08,52.0
2022-02-09,42.0
2022-02-10,40.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,46.0
2022-02-15,37.0
2022-02-16,49.0
2022-02-17,39.0
2022-02-18,53.0
2022-02-19,0.0
2022-02-20,37.0
2022-02-21,47.0
2022-02-22,45.0
2022-02-23,59.0
2022-02-24,29.0
2022-02-25,31.0
2022-02-26,32.0
2022-02-27,35.0
2022-02-28,34.0
2022-03-01,29.0
2022-03-02,32.0
2022-03-03,37.0
2022-03-04,43.0
2022-03-05,28.0
2022-03-06,40.0
2022-03-07,34.0
2022-03-08,62.0
2022-03-09,55.0
2022-03-10,60.0
2022-03-11,54.0
2022-03-12,33.0
2022-03-13,37.0
2022-03-14,63.0
2022-03-15,35.0
2022-03-16,38.0
2022-03-17,32.0
2022-03-18,49.0
2022-03-19,25.0
2022-03-20,41.0
2022-03-21,28.0
2022-03-22,41.0
2022-03-23,32.0
2022-03-24,44.0
2022-03-25,58.0
2022-03-26,28.0
2022-03-27,41.0
2022-03-28,49.0
2022-03-29,55.0
2022-03-30,38.0
2022-03-31,59.0
2022-04-01,36.0
2022-04-02,27.0
2022-04-03,40.0
2022-04-04,43.0
2022-04-05,35.0
2022-04-06,66.0
2022-04-07,36.0
2022-04-08,52.0
2022-04-09,23.0
2022-04-10,32.0
2022-04-11,41.0
2022-04-12,44.0
2022-04-13,41.0
2022-04-14,47.0
2022-04-15,33.0
2022-04-16,25.0
2022-04-17,0.0
2022-04-18,44.0
2022-04-19,29.0
2022-04-20,48.0
2022-04-21,44.0
2022-04-22,31.0
2022-04-23,36.0
2022-04-24,22.0
2022-04-25,69.0
2022-04-26,40.0
2022-04-27,68.0
2022-04-28,41.0
2022-04-29,54.0
2022-04-30,37.0
2022-05-01,35.0
2022-05-02,56.0
2022-05-03,44.0
2022-05-04,42.0
2022-05-05,48.0
2022-05-06,42.0
2022-05-07,29.0
2022-05-08,39.0
2022-05-09,57.0
2022-05-10,45.0
2022-05-11,40.0
2022-05-12,46.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,31.0
2022-05-17,29.0
2022-05-18,38.0
2022-05-19,34.0
2022-05-20,30.0
2022-05-21,0.0
2022-05-22,30.0
2022-05-23,33.0
2022-05-24,39.0
2022-05-25,27.0
2022-05-26,32.0
2022-05-27,38.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,29.0
2022-06-01,27.0
2022-06-02,32.0
2022-06-03,29.0
2022-06-04,29.0
2022-06-05,0.0
2022-06-06,32.0
2022-06-07,36.0
2022-06-08,30.0
2022-06-09,36.0
2022-06-10,0.0
2022-06-11,28.0
2022-06-12,37.0
2022-06-13,26.0
2022-06-14,42.0
2022-06-15,45.0
2022-06-16,40.0
2022-06-17,0.0
2022-06-18,33.0
2022-06-19,0.0
2022-06-20,28.0
2022-06-21,29.0
2022-06-22,31.0
2022-06-23,0.0
2022-06-24,42.0
2022-06-25,34.0
2022-06-26,0.0
2022-06-27,27.0
2022-06-28,26.0
2022-06-29,35.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,25.0
2022-07-06,30.0
2022-07-07,31.0
2022-07-08,35.0
2022-07-09,25.0
2022-07-10,38.0
2022-07-11,24.0
2022-07-12,34.0
2022-07-13,37.0
2022-07-14,39.0
2022-07-15,50.0
2022-07-16,29.0
2022-07-17,27.0
2022-07-18,43.0
2022-07-19,37.0
2022-07-20,35.0
2022-07-21,23.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,41.0
2022-07-27,29.0
2022-07-28,27.0
2022-07-29,48.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,40.0
2022-08-02,0.0
2022-08-03,24.0
2022-08-04,33.0
2022-08-05,25.0
2022-08-06,0.0
2022-08-07,35.0
2022-08-08,0.0
2022-08-09,32.0
2022-08-10,36.0
2022-08-11,30.0
2022-08-12,0.0
2022-08-13,35.0
2022-08-14,0.0
2022-08-15,41.0
2022-08-16,47.0
2022-08-17,40.0
2022-08-18,35.0
2022-08-19,36.0
2022-08-20,30.0
2022-08-21,0.0
2022-08-22,35.0
2022-08-23,34.0
2022-08-24,58.0
2022-08-25,100.0
2022-08-26,61.0
2022-08-27,59.0
2022-08-28,37.0
2022-08-29,38.953836150845255
2022-08-30,59.25292587776333
2022-08-31,56.608582574772434
2022-09-01,37.30949284785436
2022-09-02,29.876462938881666
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,36.30949284785436
2022-09-06,33.66514954486346
2022-09-07,49.67555266579974
2022-09-08,57.108582574772434
2022-09-09,36.80949284785436
2022-09-10,0.0
2022-09-11,38.953836150845255
2022-09-12,52.81989596879064
2022-09-13,52.81989596879064
2022-09-14,27.73211963589077
2022-09-15,64.04161248374513
2022-09-16,57.108582574772434
2022-09-17,31.520806241872563
2022-09-18,0.0
2022-09-19,38.953836150845255
2022-09-20,45.38686605981795
2022-09-21,54.96423927178154
2022-09-22,41.59817945383615
2022-09-23,52.81989596879064
2022-09-24,0.0
2022-09-25,24.58777633289987
2022-09-26,57.108582574772434
2022-09-27,54.928478543563074
2022-09-28,43.4850455136541
2022-09-29,50.351105331599484
2022-09-30,36.618985695708716
2022-10-01,29.75292587776333
2022-10-02,27.464239271781537
2022-10-03,32.041612483745126
2022-10-04,54.928478543563074
2022-10-05,50.351105331599484
2022-10-06,52.63979193758128
2022-10-07,36.618985695708716
2022-10-08,29.75292587776333
2022-10-09,32.041612483745126
2022-10-10,38.90767230169051
2022-10-11,50.351105331599484
2022-10-12,54.928478543563074
2022-10-13,43.4850455136541
2022-10-14,48.06241872561769
2022-10-15,34.33029908972692
2022-10-16,0.0
2022-10-17,22.886866059817947
2022-10-18,52.63979193758128
2022-10-19,57.21716514954487
2022-10-20,59.50585175552666
2022-10-21,50.351105331599484
2022-10-22,29.75292587776333
2022-10-23,32.041612483745126
2022-10-24,50.351105331599484
2022-10-25,43.4850455136541
2022-10-26,45.773732119635895
2022-10-27,50.351105331599484
2022-10-28,52.63979193758128
2022-10-29,36.618985695708716
2022-10-30,27.464239271781537
2022-10-31,41.196358907672305
2022-11-01,61.79453836150846
2022-11-02,45.773732119635895
2022-11-03,54.928478543563074
2022-11-04,43.4850455136541
2022-11-05,41.196358907672305
2022-11-06,0.0
2022-11-07,64.08322496749025
2022-11-08,64.08322496749025
2022-11-09,50.351105331599484
2022-11-10,34.33029908972692
2022-11-11,34.33029908972692
2022-11-12,0.0
2022-11-13,36.618985695708716
2022-11-14,48.06241872561769
2022-11-15,52.63979193758128
2022-11-16,29.75292587776333
2022-11-17,73.23797139141743
2022-11-18,48.06241872561769
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,22.886866059817947
2022-11-23,38.90767230169051
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,41.196358907672305
2022-11-29,54.928478543563074
2022-11-30,59.50585175552666
2022-12-01,38.90767230169051
2022-12-02,38.90767230169051
2022-12-03,22.886866059817947
2022-12-04,25.175552665799742
2022-12-05,52.63979193758128
2022-12-06,45.773732119635895
2022-12-07,50.351105331599484
2022-12-08,59.50585175552666
2022-12-09,29.75292587776333
2022-12-10,29.75292587776333
2022-12-11,0.0
2022-12-12,32.041612483745126
2022-12-13,70.94928478543564
2022-12-14,27.464239271781537
2022-12-15,0.0
2022-12-16,25.175552665799742
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,27.464239271781537
2022-12-20,25.175552665799742
2022-12-21,34.33029908972692
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,27.464239271781537
2022-12-30,25.175552665799742
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,22.886866059817947
2023-01-04,32.041612483745126
2023-01-05,36.618985695708716
2023-01-06,22.886866059817947
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,25.175552665799742
2023-01-10,50.351105331599484
2023-01-11,38.90767230169051
2023-01-12,34.33029908972692
2023-01-13,25.175552665799742
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,27.464239271781537
2023-01-17,41.196358907672305
2023-01-18,50.351105331599484
2023-01-19,54.928478543563074
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,43.4850455136541
2023-01-24,48.06241872561769
2023-01-25,52.63979193758128
2023-01-26,41.196358907672305
2023-01-27,36.618985695708716
2023-01-28,0.0
2023-01-29,34.33029908972692
2023-01-30,41.196358907672305
2023-01-31,36.618985695708716
2023-02-01,61.79453836150846
2023-02-02,45.773732119635895
2023-02-03,50.351105331599484
2023-02-04,25.175552665799742
2023-02-05,0.0
2023-02-06,36.618985695708716
2023-02-07,45.773732119635895
2023-02-08,52.63979193758128
2023-02-09,61.79453836150846
2023-02-10,48.06241872561769
2023-02-11,25.175552665799742
2023-02-12,43.4850455136541
2023-02-13,38.90767230169051
2023-02-14,29.75292587776333
2023-02-15,36.618985695708716
2023-02-16,50.351105331599484
2023-02-17,27.464239271781537
2023-02-18,50.351105331599484
2023-02-19,41.196358907672305
2023-02-20,34.33029908972692
2023-02-21,48.06241872561769
2023-02-22,48.06241872561769
2023-02-23,57.21716514954487
2023-02-24,64.08322496749025
2023-02-25,34.33029908972692
2023-02-26,41.196358907672305
2023-02-27,86.9700910273082
2023-02-28,38.90767230169051
2023-03-01,52.63979193758128
2023-03-02,0.0
2023-03-03,34.33029908972692
2023-03-04,43.4850455136541
2023-03-05,25.175552665799742
2023-03-06,0.0
2023-03-07,43.4850455136541
2023-03-08,66.37191157347205
2023-03-09,61.79453836150846
2023-03-10,43.4850455136541
2023-03-11,32.041612483745126
2023-03-12,36.618985695708716
2023-03-13,32.041612483745126
2023-03-14,36.618985695708716
2023-03-15,61.79453836150846
2023-03-16,34.33029908972692
2023-03-17,38.90767230169051
2023-03-18,29.75292587776333
2023-03-19,45.773732119635895
2023-03-20,41.196358907672305
2023-03-21,45.773732119635895
2023-03-22,38.90767230169051
2023-03-23,32.041612483745126
2023-03-24,25.175552665799742
2023-03-25,34.33029908972692
2023-03-26,0.0
2023-03-27,52.63979193758128
2023-03-28,25.175552665799742
2023-03-29,27.464239271781537
2023-03-30,59.50585175552666
2023-03-31,36.618985695708716
2023-04-01,0.0
2023-04-02,38.90767230169051
2023-04-03,50.351105331599484
2023-04-04,50.351105331599484
2023-04-05,54.928478543563074
2023-04-06,41.196358907672305
2023-04-07,38.90767230169051
2023-04-08,0.0
2023-04-09,41.196358907672305
2023-04-10,34.33029908972692
2023-04-11,50.351105331599484
2023-04-12,34.33029908972692
2023-04-13,52.63979193758128
2023-04-14,41.196358907672305
2023-04-15,27.464239271781537
2023-04-16,25.175552665799742
2023-04-17,48.06241872561769
2023-04-18,61.79453836150846
2023-04-19,80.10403120936282
2023-04-20,228.86866059817947
2023-04-21,228.86866059817947
2023-04-22,144.18725617685305
2023-04-23,112.14564369310794
2023-04-24,112.14564369310794
2023-04-25,75.52665799739923
2023-04-26,134.59844850006726
2023-04-27,99.99192861306669
2023-04-28,59.26909107214924
2023-04-29,53.15277341823237
2023-04-30,38.90767230169051
2023-05-01,77.81534460338102
2023-05-02,69.21303977400117
2023-05-03,43.87964665261648
2023-05-04,45.69481189184342
2023-05-05,36.42168512622753
2023-05-06,37.09250706246357
2023-05-07,0.0
2023-05-08,43.208824716380434
2023-05-09,40.72283754091745
2023-05-10,59.93991300838528
2023-05-11,36.42168512622753
2023-05-12,41.3936594771535
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,31.44971077530156
2023-05-16,32.12053271153761
2023-05-17,29.63454553607462
2023-05-18,43.208824716380434
2023-05-19,43.87964665261648
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,32.12053271153761
2023-05-23,25.333393121384695
2023-05-24,27.81938029684768
2023-05-25,22.807945832025474
2023-05-26,37.56602842921843
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,34.88274068427425
2023-05-31,21.466301959553387
2023-06-01,38.90767230169052
2023-06-02,26.832877449441735
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,26.832877449441735
2023-06-06,42.932603919106775
2023-06-07,40.2493161741626
2023-06-08,41.59096004663469
2023-06-09,29.51616519438591
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,21.466301959553387
2023-06-14,22.807945832025474
2023-06-15,22.807945832025474
2023-06-16,29.51616519438591
2023-06-17,37.56602842921843
2023-06-18,44.27424779157886
2023-06-19,26.832877449441735
2023-06-20,24.14958970449756
2023-06-21,37.56602842921843
2023-06-22,41.59096004663469
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,38.90767230169052
2023-06-26,0.0
2023-06-27,30.857809066857996
2023-06-28,32.19945293933008
2023-06-29,34.88274068427425
2023-06-30,28.174521321913822
2023-07-01,33.54109681180217
2023-07-02,28.174521321913822
2023-07-03,25.49123357696965
2023-07-04,29.51616519438591
2023-07-05,26.832877449441735
2023-07-06,28.174521321913822
2023-07-07,24.14958970449756
2023-07-08,37.56602842921843
2023-07-09,45.61589166405095
2023-07-10,45.61589166405095
2023-07-11,37.56602842921843
2023-07-12,0.0
2023-07-13,37.56602842921843
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,29.51616519438591
2023-07-17,29.51616519438591
2023-07-18,30.857809066857996
2023-07-19,30.857809066857996
2023-07-20,25.49123357696965
2023-07-21,29.51616519438591
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,22.807945832025474
2023-07-25,33.54109681180217
2023-07-26,22.807945832025474
2023-07-27,28.174521321913822
2023-07-28,36.224384556746344
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,29.51616519438591
2023-08-01,32.19945293933008
2023-08-02,0.0
2023-08-03,33.54109681180217
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,29.51616519438591
2023-08-07,29.51616519438591
2023-08-08,34.88274068427425
2023-08-09,28.174521321913822
2023-08-10,34.88274068427425
2023-08-11,30.857809066857996
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,25.49123357696965
2023-08-15,33.54109681180217
2023-08-16,41.59096004663469
2023-08-17,45.61589166405095
2023-08-18,29.51616519438591
2023-08-19,0.0
2023-08-20,33.54109681180217
2023-08-21,36.224384556746344
2023-08-22,25.49123357696965
2023-08-23,41.59096004663469
2023-08-24,37.56602842921843
2023-08-25,38.90767230169052
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,28.174521321913822
2023-08-29,32.19945293933008
2023-08-30,30.857809066857996
2023-08-31,52.32411102641138
2023-09-01,29.51616519438591
2023-09-02,33.54109681180217
2023-09-03,25.49123357696965
2023-09-04,0.0
2023-09-05,36.224384556746344
2023-09-06,45.61589166405095
2023-09-07,48.29917940899512
2023-09-08,52.32411102641138
2023-09-09,46.95753553652303
2023-09-10,33.54109681180217
2023-09-11,45.61589166405095
2023-09-12,50.9824671539393
2023-09-13,56.349042643827644
2023-09-14,44.27424779157886
2023-09-15,40.2493161741626
2023-09-16,0.0
2023-09-17,29.51616519438591
2023-09-18,61.71561813371599
2023-09-19,61.71561813371599
2023-09-20,56.349042643827644
2023-09-21,34.88274068427425
2023-09-22,41.59096004663469
2023-09-23,30.857809066857996
2023-09-24,44.27424779157886
2023-09-25,59.03233038877182
2023-09-26,68.42383749607642
2023-09-27,44.27424779157886
2023-09-28,60.3739742612439
2023-09-29,42.932603919106775
2023-09-30,36.224384556746344
2023-10-01,0.0
2023-10-02,56.349042643827644
2023-10-03,48.29917940899512
2023-10-04,71.1071252410206
2023-10-05,41.59096004663469
2023-10-06,46.95753553652303
2023-10-07,28.174521321913822
2023-10-08,0.0
2023-10-09,52.32411102641138
2023-10-10,37.56602842921843
2023-10-11,56.349042643827644
2023-10-12,41.59096004663469
2023-10-13,52.32411102641138
2023-10-14,28.174521321913822
2023-10-15,30.857809066857996
2023-10-16,42.932603919106775
2023-10-17,57.69068651629973
2023-10-18,46.95753553652303
2023-10-19,72.44876911349269
2023-10-20,45.61589166405095
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,52.32411102641138
2023-10-24,46.95753553652303
2023-10-25,0.0
2023-10-26,65.74054975113225
2023-10-27,42.932603919106775
2023-10-28,25.49123357696965
2023-10-29,32.19945293933008
2023-10-30,69.7654813685485
2023-10-31,41.59096004663469
2023-11-01,46.95753553652303
2023-11-02,53.66575489888347
2023-11-03,45.61589166405095
2023-11-04,0.0
2023-11-05,41.59096004663469
2023-11-06,79.15698847585311
2023-11-07,50.9824671539393
2023-11-08,45.61589166405095
2023-11-09,46.95753553652303
2023-11-10,52.32411102641138
2023-11-11,30.857809066857996
