Time,blackmail
2022-01-01,63.0
2022-01-02,76.0
2022-01-03,60.0
2022-01-04,74.0
2022-01-05,63.0
2022-01-06,55.0
2022-01-07,55.0
2022-01-08,58.0
2022-01-09,72.0
2022-01-10,64.0
2022-01-11,63.0
2022-01-12,74.0
2022-01-13,61.0
2022-01-14,67.0
2022-01-15,57.0
2022-01-16,67.0
2022-01-17,70.0
2022-01-18,59.0
2022-01-19,56.0
2022-01-20,57.0
2022-01-21,64.0
2022-01-22,70.0
2022-01-23,59.0
2022-01-24,68.0
2022-01-25,53.0
2022-01-26,50.0
2022-01-27,63.0
2022-01-28,59.0
2022-01-29,65.0
2022-01-30,64.0
2022-01-31,64.0
2022-02-01,68.0
2022-02-02,83.0
2022-02-03,69.0
2022-02-04,64.0
2022-02-05,74.0
2022-02-06,69.0
2022-02-07,61.0
2022-02-08,66.0
2022-02-09,63.0
2022-02-10,58.0
2022-02-11,72.0
2022-02-12,73.0
2022-02-13,60.0
2022-02-14,61.0
2022-02-15,64.0
2022-02-16,69.0
2022-02-17,81.0
2022-02-18,77.0
2022-02-19,77.0
2022-02-20,61.0
2022-02-21,70.0
2022-02-22,69.0
2022-02-23,60.0
2022-02-24,57.0
2022-02-25,59.0
2022-02-26,63.0
2022-02-27,71.0
2022-02-28,67.0
2022-03-01,57.0
2022-03-02,56.0
2022-03-03,60.0
2022-03-04,69.0
2022-03-05,64.0
2022-03-06,59.0
2022-03-07,61.0
2022-03-08,58.0
2022-03-09,70.0
2022-03-10,60.0
2022-03-11,63.0
2022-03-12,64.0
2022-03-13,60.0
2022-03-14,46.0
2022-03-15,70.0
2022-03-16,66.0
2022-03-17,78.0
2022-03-18,58.0
2022-03-19,64.0
2022-03-20,62.0
2022-03-21,61.0
2022-03-22,71.0
2022-03-23,66.0
2022-03-24,67.0
2022-03-25,66.0
2022-03-26,67.0
2022-03-27,63.0
2022-03-28,63.0
2022-03-29,61.0
2022-03-30,64.0
2022-03-31,57.0
2022-04-01,59.0
2022-04-02,66.0
2022-04-03,69.0
2022-04-04,58.0
2022-04-05,82.0
2022-04-06,49.0
2022-04-07,51.0
2022-04-08,54.0
2022-04-09,63.0
2022-04-10,73.0
2022-04-11,55.0
2022-04-12,65.0
2022-04-13,60.0
2022-04-14,73.0
2022-04-15,60.0
2022-04-16,72.0
2022-04-17,63.0
2022-04-18,64.0
2022-04-19,59.0
2022-04-20,67.0
2022-04-21,56.0
2022-04-22,53.0
2022-04-23,61.0
2022-04-24,73.0
2022-04-25,67.0
2022-04-26,63.0
2022-04-27,67.0
2022-04-28,65.0
2022-04-29,58.0
2022-04-30,68.0
2022-05-01,75.0
2022-05-02,69.0
2022-05-03,59.0
2022-05-04,64.0
2022-05-05,67.0
2022-05-06,65.0
2022-05-07,76.0
2022-05-08,100.0
2022-05-09,70.0
2022-05-10,76.0
2022-05-11,73.0
2022-05-12,53.0
2022-05-13,51.0
2022-05-14,54.0
2022-05-15,61.0
2022-05-16,49.0
2022-05-17,62.0
2022-05-18,55.0
2022-05-19,64.0
2022-05-20,57.0
2022-05-21,80.0
2022-05-22,70.0
2022-05-23,61.0
2022-05-24,56.0
2022-05-25,58.0
2022-05-26,64.0
2022-05-27,63.0
2022-05-28,62.0
2022-05-29,52.0
2022-05-30,66.0
2022-05-31,55.0
2022-06-01,64.0
2022-06-02,70.0
2022-06-03,65.0
2022-06-04,71.0
2022-06-05,58.0
2022-06-06,53.0
2022-06-07,53.0
2022-06-08,65.0
2022-06-09,57.0
2022-06-10,61.0
2022-06-11,54.0
2022-06-12,69.0
2022-06-13,58.0
2022-06-14,59.0
2022-06-15,55.0
2022-06-16,57.0
2022-06-17,60.0
2022-06-18,59.0
2022-06-19,63.0
2022-06-20,73.0
2022-06-21,49.0
2022-06-22,58.0
2022-06-23,46.0
2022-06-24,57.0
2022-06-25,65.0
2022-06-26,54.0
2022-06-27,66.0
2022-06-28,58.0
2022-06-29,61.0
2022-06-30,54.0
2022-07-01,60.0
2022-07-02,66.0
2022-07-03,62.0
2022-07-04,67.0
2022-07-05,58.0
2022-07-06,62.0
2022-07-07,53.0
2022-07-08,64.0
2022-07-09,64.0
2022-07-10,64.0
2022-07-11,63.0
2022-07-12,64.0
2022-07-13,58.0
2022-07-14,56.0
2022-07-15,54.0
2022-07-16,72.0
2022-07-17,75.0
2022-07-18,57.0
2022-07-19,64.0
2022-07-20,60.0
2022-07-21,60.0
2022-07-22,56.0
2022-07-23,68.0
2022-07-24,63.0
2022-07-25,57.0
2022-07-26,72.0
2022-07-27,55.0
2022-07-28,55.0
2022-07-29,56.0
2022-07-30,65.0
2022-07-31,63.0
2022-08-01,54.0
2022-08-02,49.0
2022-08-03,55.0
2022-08-04,54.0
2022-08-05,61.0
2022-08-06,50.0
2022-08-07,76.0
2022-08-08,57.0
2022-08-09,65.0
2022-08-10,54.0
2022-08-11,62.0
2022-08-12,61.0
2022-08-13,61.0
2022-08-14,64.0
2022-08-15,64.0
2022-08-16,58.0
2022-08-17,56.0
2022-08-18,57.0
2022-08-19,67.0
2022-08-20,58.0
2022-08-21,59.0
2022-08-22,57.0
2022-08-23,65.0
2022-08-24,54.0
2022-08-25,58.0
2022-08-26,57.0
2022-08-27,50.0
2022-08-28,57.0
2022-08-29,63.90909090909091
2022-08-30,52.18181818181818
2022-08-31,54.90909090909091
2022-09-01,48.13636363636363
2022-09-02,56.22727272727273
2022-09-03,48.63636363636363
2022-09-04,56.22727272727273
2022-09-05,53.09090909090909
2022-09-06,51.272727272727266
2022-09-07,47.22727272727273
2022-09-08,46.31818181818181
2022-09-09,50.36363636363636
2022-09-10,52.18181818181818
2022-09-11,58.04545454545455
2022-09-12,56.72727272727273
2022-09-13,59.86363636363636
2022-09-14,52.68181818181818
2022-09-15,58.95454545454545
2022-09-16,53.09090909090909
2022-09-17,52.18181818181818
2022-09-18,58.95454545454545
2022-09-19,49.95454545454545
2022-09-20,49.04545454545455
2022-09-21,63.0
2022-09-22,60.772727272727266
2022-09-23,51.772727272727266
2022-09-24,54.90909090909091
2022-09-25,59.86363636363636
2022-09-26,54.0
2022-09-27,53.99999999999999
2022-09-28,56.45454545454545
2022-09-29,61.36363636363636
2022-09-30,45.81818181818181
2022-10-01,57.272727272727266
2022-10-02,50.72727272727273
2022-10-03,59.72727272727272
2022-10-04,50.72727272727273
2022-10-05,46.63636363636363
2022-10-06,51.54545454545454
2022-10-07,62.18181818181818
2022-10-08,81.81818181818181
2022-10-09,49.090909090909086
2022-10-10,60.54545454545454
2022-10-11,64.63636363636363
2022-10-12,53.99999999999999
2022-10-13,68.72727272727272
2022-10-14,68.72727272727272
2022-10-15,64.63636363636363
2022-10-16,65.45454545454545
2022-10-17,60.54545454545454
2022-10-18,65.45454545454545
2022-10-19,53.18181818181818
2022-10-20,53.99999999999999
2022-10-21,58.90909090909091
2022-10-22,49.90909090909091
2022-10-23,51.54545454545454
2022-10-24,52.36363636363636
2022-10-25,48.272727272727266
2022-10-26,58.90909090909091
2022-10-27,77.72727272727272
2022-10-28,62.99999999999999
2022-10-29,54.81818181818181
2022-10-30,52.36363636363636
2022-10-31,50.72727272727273
2022-11-01,52.36363636363636
2022-11-02,52.36363636363636
2022-11-03,52.36363636363636
2022-11-04,62.18181818181818
2022-11-05,53.99999999999999
2022-11-06,62.99999999999999
2022-11-07,56.45454545454545
2022-11-08,49.090909090909086
2022-11-09,54.81818181818181
2022-11-10,50.72727272727273
2022-11-11,49.90909090909091
2022-11-12,63.81818181818181
2022-11-13,62.99999999999999
2022-11-14,58.90909090909091
2022-11-15,45.0
2022-11-16,52.36363636363636
2022-11-17,51.54545454545454
2022-11-18,56.45454545454545
2022-11-19,54.81818181818181
2022-11-20,65.45454545454545
2022-11-21,59.72727272727272
2022-11-22,60.54545454545454
2022-11-23,56.45454545454545
2022-11-24,56.45454545454545
2022-11-25,57.272727272727266
2022-11-26,51.54545454545454
2022-11-27,59.72727272727272
2022-11-28,51.54545454545454
2022-11-29,49.90909090909091
2022-11-30,48.272727272727266
2022-12-01,49.90909090909091
2022-12-02,51.54545454545454
2022-12-03,58.090909090909086
2022-12-04,51.54545454545454
2022-12-05,44.18181818181818
2022-12-06,49.090909090909086
2022-12-07,50.72727272727273
2022-12-08,49.90909090909091
2022-12-09,58.090909090909086
2022-12-10,53.18181818181818
2022-12-11,56.45454545454545
2022-12-12,59.72727272727272
2022-12-13,53.99999999999999
2022-12-14,60.54545454545454
2022-12-15,65.45454545454545
2022-12-16,59.72727272727272
2022-12-17,79.36363636363636
2022-12-18,65.45454545454545
2022-12-19,57.272727272727266
2022-12-20,66.27272727272727
2022-12-21,56.45454545454545
2022-12-22,49.90909090909091
2022-12-23,60.54545454545454
2022-12-24,47.45454545454545
2022-12-25,53.99999999999999
2022-12-26,58.090909090909086
2022-12-27,70.36363636363636
2022-12-28,53.99999999999999
2022-12-29,57.272727272727266
2022-12-30,54.81818181818181
2022-12-31,54.81818181818181
2023-01-01,62.18181818181818
2023-01-02,61.36363636363636
2023-01-03,54.81818181818181
2023-01-04,64.63636363636363
2023-01-05,74.45454545454545
2023-01-06,62.99999999999999
2023-01-07,67.9090909090909
2023-01-08,57.272727272727266
2023-01-09,56.45454545454545
2023-01-10,50.72727272727273
2023-01-11,49.90909090909091
2023-01-12,49.90909090909091
2023-01-13,52.36363636363636
2023-01-14,54.81818181818181
2023-01-15,57.272727272727266
2023-01-16,55.63636363636363
2023-01-17,54.81818181818181
2023-01-18,56.45454545454545
2023-01-19,52.36363636363636
2023-01-20,50.72727272727273
2023-01-21,54.81818181818181
2023-01-22,58.90909090909091
2023-01-23,53.99999999999999
2023-01-24,52.36363636363636
2023-01-25,53.99999999999999
2023-01-26,49.090909090909086
2023-01-27,53.99999999999999
2023-01-28,58.090909090909086
2023-01-29,56.45454545454545
2023-01-30,48.272727272727266
2023-01-31,57.272727272727266
2023-02-01,45.0
2023-02-02,57.272727272727266
2023-02-03,54.81818181818181
2023-02-04,55.63636363636363
2023-02-05,54.81818181818181
2023-02-06,58.090909090909086
2023-02-07,54.81818181818181
2023-02-08,53.99999999999999
2023-02-09,53.18181818181818
2023-02-10,56.45454545454545
2023-02-11,56.45454545454545
2023-02-12,61.36363636363636
2023-02-13,38.45454545454545
2023-02-14,48.272727272727266
2023-02-15,53.18181818181818
2023-02-16,53.99999999999999
2023-02-17,59.72727272727272
2023-02-18,53.99999999999999
2023-02-19,51.54545454545454
2023-02-20,56.45454545454545
2023-02-21,50.72727272727273
2023-02-22,60.54545454545454
2023-02-23,56.45454545454545
2023-02-24,56.45454545454545
2023-02-25,54.81818181818181
2023-02-26,54.81818181818181
2023-02-27,51.54545454545454
2023-02-28,53.99999999999999
2023-03-01,49.090909090909086
2023-03-02,51.54545454545454
2023-03-03,45.0
2023-03-04,52.36363636363636
2023-03-05,47.45454545454545
2023-03-06,45.0
2023-03-07,50.72727272727273
2023-03-08,52.36363636363636
2023-03-09,51.54545454545454
2023-03-10,54.81818181818181
2023-03-11,57.272727272727266
2023-03-12,58.090909090909086
2023-03-13,61.36363636363636
2023-03-14,55.63636363636363
2023-03-15,49.090909090909086
2023-03-16,49.90909090909091
2023-03-17,47.45454545454545
2023-03-18,55.63636363636363
2023-03-19,61.36363636363636
2023-03-20,51.54545454545454
2023-03-21,48.272727272727266
2023-03-22,54.81818181818181
2023-03-23,53.99999999999999
2023-03-24,54.81818181818181
2023-03-25,53.18181818181818
2023-03-26,53.99999999999999
2023-03-27,61.36363636363636
2023-03-28,47.45454545454545
2023-03-29,53.99999999999999
2023-03-30,67.09090909090908
2023-03-31,67.09090909090908
2023-04-01,49.90909090909091
2023-04-02,49.90909090909091
2023-04-03,51.54545454545454
2023-04-04,59.72727272727272
2023-04-05,58.090909090909086
2023-04-06,59.72727272727272
2023-04-07,53.18181818181818
2023-04-08,49.90909090909091
2023-04-09,53.99999999999999
2023-04-10,52.36363636363636
2023-04-11,58.90909090909091
2023-04-12,64.63636363636363
2023-04-13,48.272727272727266
2023-04-14,47.45454545454545
2023-04-15,53.18181818181818
2023-04-16,58.90909090909091
2023-04-17,60.54545454545454
2023-04-18,50.72727272727273
2023-04-19,51.54545454545454
2023-04-20,60.54545454545454
2023-04-21,55.63636363636363
2023-04-22,54.81818181818181
2023-04-23,49.090909090909086
2023-04-24,49.90909090909091
2023-04-25,45.81818181818181
2023-04-26,52.696969696969695
2023-04-27,49.878787878787875
2023-04-28,53.10606060606061
2023-04-29,56.33333333333333
2023-04-30,53.10606060606061
2023-05-01,54.45454545454545
2023-05-02,55.39393939393939
2023-05-03,46.65151515151515
2023-05-04,57.272727272727266
2023-05-05,52.696969696969695
2023-05-06,59.15151515151515
2023-05-07,54.04545454545454
2023-05-08,53.10606060606061
2023-05-09,49.878787878787875
2023-05-10,54.45454545454545
2023-05-11,49.878787878787875
2023-05-12,64.66666666666666
2023-05-13,61.43939393939394
2023-05-14,48.93939393939394
2023-05-15,48.0
2023-05-16,50.81818181818181
2023-05-17,46.242424242424235
2023-05-18,58.212121212121204
2023-05-19,54.984848484848484
2023-05-20,50.81818181818181
2023-05-21,57.272727272727266
2023-05-22,65.6060606060606
2023-05-23,61.43939393939394
2023-05-24,45.712121212121204
2023-05-25,57.272727272727266
2023-05-26,56.21212121212121
2023-05-27,49.848484848484844
2023-05-28,63.63636363636363
2023-05-29,54.090909090909086
2023-05-30,59.39393939393939
2023-05-31,41.36363636363636
2023-06-01,51.96969696969697
2023-06-02,50.90909090909091
2023-06-03,64.69696969696969
2023-06-04,70.0
2023-06-05,97.57575757575756
2023-06-06,64.69696969696969
2023-06-07,68.93939393939394
2023-06-08,93.33333333333333
2023-06-09,106.06060606060606
2023-06-10,79.54545454545455
2023-06-11,74.24242424242424
2023-06-12,74.24242424242424
2023-06-13,66.81818181818181
2023-06-14,46.666666666666664
2023-06-15,54.090909090909086
2023-06-16,49.848484848484844
2023-06-17,56.21212121212121
2023-06-18,59.39393939393939
2023-06-19,56.21212121212121
2023-06-20,62.57575757575757
2023-06-21,62.57575757575757
2023-06-22,58.33333333333333
2023-06-23,62.57575757575757
2023-06-24,50.90909090909091
2023-06-25,51.96969696969697
2023-06-26,53.03030303030303
2023-06-27,67.87878787878788
2023-06-28,51.96969696969697
2023-06-29,57.272727272727266
2023-06-30,50.90909090909091
2023-07-01,54.090909090909086
2023-07-02,58.33333333333333
2023-07-03,58.33333333333333
2023-07-04,66.81818181818181
2023-07-05,50.90909090909091
2023-07-06,64.69696969696969
2023-07-07,59.39393939393939
2023-07-08,58.33333333333333
2023-07-09,55.15151515151515
2023-07-10,55.15151515151515
2023-07-11,49.848484848484844
2023-07-12,49.848484848484844
2023-07-13,57.272727272727266
2023-07-14,57.272727272727266
2023-07-15,64.69696969696969
2023-07-16,57.272727272727266
2023-07-17,51.96969696969697
2023-07-18,51.96969696969697
2023-07-19,46.666666666666664
2023-07-20,56.21212121212121
2023-07-21,47.72727272727273
2023-07-22,53.03030303030303
