Time,affluence
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,33.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,37.0
2022-01-13,74.0
2022-01-14,29.0
2022-01-15,33.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,37.0
2022-01-19,40.0
2022-01-20,40.0
2022-01-21,0.0
2022-01-22,49.0
2022-01-23,0.0
2022-01-24,38.0
2022-01-25,38.0
2022-01-26,56.0
2022-01-27,74.0
2022-01-28,29.0
2022-01-29,0.0
2022-01-30,43.0
2022-01-31,66.0
2022-02-01,70.0
2022-02-02,61.0
2022-02-03,56.0
2022-02-04,77.0
2022-02-05,41.0
2022-02-06,58.0
2022-02-07,87.0
2022-02-08,47.0
2022-02-09,55.0
2022-02-10,31.0
2022-02-11,45.0
2022-02-12,52.0
2022-02-13,35.0
2022-02-14,39.0
2022-02-15,33.0
2022-02-16,51.0
2022-02-17,42.0
2022-02-18,0.0
2022-02-19,40.0
2022-02-20,0.0
2022-02-21,42.0
2022-02-22,46.0
2022-02-23,52.0
2022-02-24,0.0
2022-02-25,37.0
2022-02-26,31.0
2022-02-27,36.0
2022-02-28,0.0
2022-03-01,30.0
2022-03-02,30.0
2022-03-03,56.0
2022-03-04,36.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,34.0
2022-03-08,38.0
2022-03-09,34.0
2022-03-10,28.0
2022-03-11,0.0
2022-03-12,24.0
2022-03-13,25.0
2022-03-14,34.0
2022-03-15,39.0
2022-03-16,29.0
2022-03-17,34.0
2022-03-18,36.0
2022-03-19,34.0
2022-03-20,0.0
2022-03-21,39.0
2022-03-22,26.0
2022-03-23,40.0
2022-03-24,27.0
2022-03-25,40.0
2022-03-26,26.0
2022-03-27,35.0
2022-03-28,44.0
2022-03-29,46.0
2022-03-30,46.0
2022-03-31,52.0
2022-04-01,51.0
2022-04-02,0.0
2022-04-03,36.0
2022-04-04,55.0
2022-04-05,60.0
2022-04-06,43.0
2022-04-07,44.0
2022-04-08,43.0
2022-04-09,34.0
2022-04-10,27.0
2022-04-11,59.0
2022-04-12,66.0
2022-04-13,39.0
2022-04-14,56.0
2022-04-15,34.0
2022-04-16,36.0
2022-04-17,33.0
2022-04-18,61.0
2022-04-19,51.0
2022-04-20,45.0
2022-04-21,51.0
2022-04-22,45.0
2022-04-23,34.0
2022-04-24,25.0
2022-04-25,41.0
2022-04-26,59.0
2022-04-27,57.0
2022-04-28,58.0
2022-04-29,43.0
2022-04-30,46.0
2022-05-01,34.0
2022-05-02,52.0
2022-05-03,23.0
2022-05-04,41.0
2022-05-05,40.0
2022-05-06,34.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,50.0
2022-05-10,22.0
2022-05-11,59.0
2022-05-12,100.0
2022-05-13,99.0
2022-05-14,0.0
2022-05-15,29.0
2022-05-16,38.0
2022-05-17,66.0
2022-05-18,47.0
2022-05-19,25.0
2022-05-20,35.0
2022-05-21,36.0
2022-05-22,0.0
2022-05-23,43.0
2022-05-24,36.0
2022-05-25,29.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,25.0
2022-06-02,23.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,24.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,28.0
2022-06-13,33.0
2022-06-14,30.0
2022-06-15,0.0
2022-06-16,40.0
2022-06-17,36.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,26.0
2022-06-22,32.0
2022-06-23,31.0
2022-06-24,25.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,29.0
2022-06-29,25.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,39.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,31.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,33.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,38.0
2022-07-24,0.0
2022-07-25,34.0
2022-07-26,28.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,35.0
2022-08-01,0.0
2022-08-02,26.0
2022-08-03,26.0
2022-08-04,33.0
2022-08-05,0.0
2022-08-06,30.0
2022-08-07,0.0
2022-08-08,25.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,27.0
2022-08-16,38.0
2022-08-17,27.0
2022-08-18,38.0
2022-08-19,37.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,52.0
2022-08-25,41.0
2022-08-26,44.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,67.07142857142857
2022-08-30,48.285714285714285
2022-08-31,55.0
2022-09-01,34.14285714285714
2022-09-02,37.92857142857143
2022-09-03,31.214285714285715
2022-09-04,30.0
2022-09-05,27.92857142857143
2022-09-06,32.92857142857143
2022-09-07,54.14285714285714
2022-09-08,60.0
2022-09-09,32.92857142857143
2022-09-10,0.0
2022-09-11,29.142857142857142
2022-09-12,54.14285714285714
2022-09-13,50.0
2022-09-14,49.14285714285714
2022-09-15,51.214285714285715
2022-09-16,54.5
2022-09-17,40.85714285714286
2022-09-18,0.0
2022-09-19,47.92857142857143
2022-09-20,40.85714285714286
2022-09-21,22.07142857142857
2022-09-22,30.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,40.0
2022-09-27,57.85714285714286
2022-09-28,37.85714285714286
2022-09-29,65.71428571428572
2022-09-30,27.142857142857142
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,42.142857142857146
2022-10-04,30.0
2022-10-05,46.42857142857143
2022-10-06,0.0
2022-10-07,31.42857142857143
2022-10-08,0.0
2022-10-09,37.142857142857146
2022-10-10,71.42857142857143
2022-10-11,37.142857142857146
2022-10-12,44.285714285714285
2022-10-13,52.142857142857146
2022-10-14,55.0
2022-10-15,0.0
2022-10-16,38.57142857142857
2022-10-17,50.714285714285715
2022-10-18,47.85714285714286
2022-10-19,55.714285714285715
2022-10-20,41.42857142857143
2022-10-21,28.571428571428573
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,56.42857142857143
2022-10-25,37.85714285714286
2022-10-26,47.85714285714286
2022-10-27,43.57142857142857
2022-10-28,53.57142857142857
2022-10-29,0.0
2022-10-30,39.285714285714285
2022-10-31,55.714285714285715
2022-11-01,60.714285714285715
2022-11-02,45.714285714285715
2022-11-03,41.42857142857143
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,35.714285714285715
2022-11-07,55.714285714285715
2022-11-08,44.285714285714285
2022-11-09,51.42857142857143
2022-11-10,42.85714285714286
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,37.85714285714286
2022-11-14,49.285714285714285
2022-11-15,42.142857142857146
2022-11-16,29.285714285714285
2022-11-17,66.42857142857143
2022-11-18,39.285714285714285
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,35.0
2022-11-22,42.142857142857146
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,27.142857142857142
2022-11-27,0.0
2022-11-28,56.42857142857143
2022-11-29,55.714285714285715
2022-11-30,47.142857142857146
2022-12-01,57.142857142857146
2022-12-02,52.142857142857146
2022-12-03,0.0
2022-12-04,28.571428571428573
2022-12-05,54.285714285714285
2022-12-06,43.57142857142857
2022-12-07,46.42857142857143
2022-12-08,37.142857142857146
2022-12-09,47.142857142857146
2022-12-10,0.0
2022-12-11,47.85714285714286
2022-12-12,45.714285714285715
2022-12-13,36.42857142857143
2022-12-14,52.85714285714286
2022-12-15,49.285714285714285
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,31.42857142857143
2022-12-20,28.571428571428573
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,27.142857142857142
2023-01-04,30.714285714285715
2023-01-05,30.714285714285715
2023-01-06,34.285714285714285
2023-01-07,0.0
2023-01-08,31.42857142857143
2023-01-09,30.0
2023-01-10,30.0
2023-01-11,37.85714285714286
2023-01-12,47.85714285714286
2023-01-13,24.285714285714285
2023-01-14,39.285714285714285
2023-01-15,0.0
2023-01-16,24.285714285714285
2023-01-17,25.714285714285715
2023-01-18,30.714285714285715
2023-01-19,42.142857142857146
2023-01-20,31.42857142857143
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,38.57142857142857
2023-01-24,52.85714285714286
2023-01-25,45.714285714285715
2023-01-26,38.57142857142857
2023-01-27,32.85714285714286
2023-01-28,0.0
2023-01-29,31.42857142857143
2023-01-30,60.714285714285715
2023-01-31,58.57142857142857
2023-02-01,37.142857142857146
2023-02-02,32.142857142857146
2023-02-03,42.142857142857146
2023-02-04,50.714285714285715
2023-02-05,0.0
2023-02-06,44.285714285714285
2023-02-07,42.85714285714286
2023-02-08,35.714285714285715
2023-02-09,57.142857142857146
2023-02-10,56.42857142857143
2023-02-11,41.42857142857143
2023-02-12,42.85714285714286
2023-02-13,55.0
2023-02-14,56.42857142857143
2023-02-15,33.57142857142857
2023-02-16,49.285714285714285
2023-02-17,37.142857142857146
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,34.285714285714285
2023-02-21,39.285714285714285
2023-02-22,36.42857142857143
2023-02-23,36.42857142857143
2023-02-24,25.714285714285715
2023-02-25,0.0
2023-02-26,34.285714285714285
2023-02-27,53.57142857142857
2023-02-28,60.714285714285715
2023-03-01,58.57142857142857
2023-03-02,47.142857142857146
2023-03-03,36.42857142857143
2023-03-04,39.285714285714285
2023-03-05,31.42857142857143
2023-03-06,58.57142857142857
2023-03-07,47.142857142857146
2023-03-08,45.0
2023-03-09,47.85714285714286
2023-03-10,60.714285714285715
2023-03-11,0.0
2023-03-12,27.857142857142858
2023-03-13,57.142857142857146
2023-03-14,50.714285714285715
2023-03-15,47.85714285714286
2023-03-16,42.142857142857146
2023-03-17,35.0
2023-03-18,0.0
2023-03-19,32.85714285714286
2023-03-20,56.42857142857143
2023-03-21,57.85714285714286
2023-03-22,50.0
2023-03-23,53.57142857142857
2023-03-24,56.42857142857143
2023-03-25,54.285714285714285
2023-03-26,36.42857142857143
2023-03-27,58.57142857142857
2023-03-28,58.57142857142857
2023-03-29,45.714285714285715
2023-03-30,50.0
2023-03-31,57.142857142857146
2023-04-01,0.0
2023-04-02,42.142857142857146
2023-04-03,45.714285714285715
2023-04-04,49.285714285714285
2023-04-05,27.857142857142858
2023-04-06,48.57142857142857
2023-04-07,26.42857142857143
2023-04-08,0.0
2023-04-09,37.142857142857146
2023-04-10,40.714285714285715
2023-04-11,39.285714285714285
2023-04-12,52.142857142857146
2023-04-13,44.285714285714285
2023-04-14,60.0
2023-04-15,29.285714285714285
2023-04-16,47.85714285714286
2023-04-17,45.714285714285715
2023-04-18,47.142857142857146
2023-04-19,57.142857142857146
2023-04-20,61.42857142857143
2023-04-21,67.14285714285714
2023-04-22,40.714285714285715
2023-04-23,50.0
2023-04-24,60.714285714285715
2023-04-25,47.85714285714286
2023-04-26,62.967032967032964
2023-04-27,39.25824175824175
2023-04-28,47.417582417582416
2023-04-29,45.54945054945055
2023-04-30,38.51648351648352
2023-05-01,50.74175824175824
2023-05-02,61.48351648351648
2023-05-03,50.0
2023-05-04,40.0
2023-05-05,39.25824175824175
2023-05-06,0.0
2023-05-07,30.74175824175824
2023-05-08,57.77472527472527
2023-05-09,42.582417582417584
2023-05-10,29.258241758241756
2023-05-11,35.934065934065934
2023-05-12,25.934065934065934
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,39.64285714285714
2023-05-16,0.0
2023-05-17,25.549450549450547
2023-05-18,25.549450549450547
2023-05-19,28.516483516483518
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,40.0
2023-05-23,0.0
2023-05-24,34.450549450549445
2023-05-25,29.230769230769226
2023-05-26,0.0
2023-05-27,43.84615384615384
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,25.384615384615383
2023-05-31,31.538461538461537
2023-06-01,46.153846153846146
2023-06-02,24.615384615384613
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,46.92307692307692
2023-06-06,28.46153846153846
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,32.30769230769231
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,38.46153846153846
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,27.69230769230769
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,32.30769230769231
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,35.38461538461538
2023-08-17,40.0
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,28.46153846153846
2023-08-22,33.84615384615384
2023-08-23,29.999999999999996
2023-08-24,49.99999999999999
2023-08-25,44.61538461538461
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,49.99999999999999
2023-08-29,0.0
2023-08-30,36.92307692307692
2023-08-31,47.692307692307686
2023-09-01,44.61538461538461
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,55.38461538461538
2023-09-06,63.07692307692307
2023-09-07,57.692307692307686
2023-09-08,39.230769230769226
2023-09-09,31.538461538461537
2023-09-10,29.230769230769226
2023-09-11,0.0
2023-09-12,57.692307692307686
2023-09-13,46.92307692307692
2023-09-14,53.07692307692307
2023-09-15,58.46153846153845
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,30.769230769230766
2023-09-19,50.76923076923077
2023-09-20,30.769230769230766
2023-09-21,46.92307692307692
2023-09-22,39.230769230769226
2023-09-23,37.692307692307686
2023-09-24,0.0
2023-09-25,49.230769230769226
2023-09-26,44.61538461538461
2023-09-27,39.230769230769226
2023-09-28,26.92307692307692
2023-09-29,39.230769230769226
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,53.07692307692307
2023-10-03,63.84615384615384
2023-10-04,55.38461538461538
2023-10-05,52.30769230769231
2023-10-06,40.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,31.538461538461537
2023-10-10,41.53846153846153
2023-10-11,32.30769230769231
2023-10-12,38.46153846153846
2023-10-13,29.999999999999996
2023-10-14,0.0
2023-10-15,37.692307692307686
2023-10-16,25.384615384615383
2023-10-17,45.38461538461538
2023-10-18,56.153846153846146
2023-10-19,32.30769230769231
2023-10-20,50.76923076923077
2023-10-21,0.0
2023-10-22,38.46153846153846
2023-10-23,42.30769230769231
2023-10-24,48.46153846153846
2023-10-25,44.61538461538461
2023-10-26,35.38461538461538
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,49.99999999999999
2023-10-31,40.0
2023-11-01,36.92307692307692
2023-11-02,66.15384615384615
2023-11-03,43.84615384615384
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,53.07692307692307
2023-11-07,35.38461538461538
2023-11-08,38.46153846153846
2023-11-09,49.230769230769226
2023-11-10,34.61538461538461
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,37.692307692307686
2023-11-14,54.61538461538461
2023-11-15,47.692307692307686
2023-11-16,42.30769230769231
2023-11-17,40.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,32.30769230769231
2023-11-21,27.69230769230769
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,57.692307692307686
2023-11-28,40.0
2023-11-29,52.30769230769231
2023-11-30,52.30769230769231
2023-12-01,45.38461538461538
2023-12-02,0.0
2023-12-03,31.538461538461537
2023-12-04,76.92307692307692
2023-12-05,58.46153846153845
2023-12-06,50.76923076923077
2023-12-07,51.53846153846153
2023-12-08,54.61538461538461
2023-12-09,39.230769230769226
2023-12-10,48.46153846153846
2023-12-11,40.0
