Time,profit
2022-01-01,39.0
2022-01-02,42.0
2022-01-03,56.0
2022-01-04,70.0
2022-01-05,71.0
2022-01-06,58.0
2022-01-07,63.0
2022-01-08,49.0
2022-01-09,47.0
2022-01-10,64.0
2022-01-11,70.0
2022-01-12,70.0
2022-01-13,84.0
2022-01-14,61.0
2022-01-15,56.0
2022-01-16,44.0
2022-01-17,55.0
2022-01-18,70.0
2022-01-19,75.0
2022-01-20,71.0
2022-01-21,67.0
2022-01-22,55.0
2022-01-23,60.0
2022-01-24,97.0
2022-01-25,81.0
2022-01-26,74.0
2022-01-27,76.0
2022-01-28,78.0
2022-01-29,57.0
2022-01-30,59.0
2022-01-31,79.0
2022-02-01,93.0
2022-02-02,87.0
2022-02-03,89.0
2022-02-04,78.0
2022-02-05,60.0
2022-02-06,60.0
2022-02-07,86.0
2022-02-08,97.0
2022-02-09,88.0
2022-02-10,75.0
2022-02-11,76.0
2022-02-12,59.0
2022-02-13,63.0
2022-02-14,84.0
2022-02-15,95.0
2022-02-16,92.0
2022-02-17,91.0
2022-02-18,92.0
2022-02-19,64.0
2022-02-20,69.0
2022-02-21,85.0
2022-02-22,88.0
2022-02-23,100.0
2022-02-24,83.0
2022-02-25,76.0
2022-02-26,64.0
2022-02-27,68.0
2022-02-28,91.0
2022-03-01,87.0
2022-03-02,81.0
2022-03-03,91.0
2022-03-04,84.0
2022-03-05,59.0
2022-03-06,64.0
2022-03-07,88.0
2022-03-08,83.0
2022-03-09,91.0
2022-03-10,88.0
2022-03-11,83.0
2022-03-12,62.0
2022-03-13,63.0
2022-03-14,77.0
2022-03-15,87.0
2022-03-16,84.0
2022-03-17,80.0
2022-03-18,73.0
2022-03-19,57.0
2022-03-20,61.0
2022-03-21,81.0
2022-03-22,83.0
2022-03-23,81.0
2022-03-24,83.0
2022-03-25,78.0
2022-03-26,60.0
2022-03-27,65.0
2022-03-28,85.0
2022-03-29,89.0
2022-03-30,84.0
2022-03-31,86.0
2022-04-01,78.0
2022-04-02,63.0
2022-04-03,67.0
2022-04-04,82.0
2022-04-05,90.0
2022-04-06,88.0
2022-04-07,94.0
2022-04-08,76.0
2022-04-09,64.0
2022-04-10,72.0
2022-04-11,86.0
2022-04-12,83.0
2022-04-13,82.0
2022-04-14,88.0
2022-04-15,72.0
2022-04-16,64.0
2022-04-17,66.0
2022-04-18,85.0
2022-04-19,92.0
2022-04-20,87.0
2022-04-21,83.0
2022-04-22,79.0
2022-04-23,61.0
2022-04-24,62.0
2022-04-25,86.0
2022-04-26,90.0
2022-04-27,88.0
2022-04-28,84.0
2022-04-29,77.0
2022-04-30,62.0
2022-05-01,64.0
2022-05-02,85.0
2022-05-03,83.0
2022-05-04,74.0
2022-05-05,80.0
2022-05-06,74.0
2022-05-07,60.0
2022-05-08,52.0
2022-05-09,75.0
2022-05-10,82.0
2022-05-11,85.0
2022-05-12,71.0
2022-05-13,67.0
2022-05-14,47.0
2022-05-15,50.0
2022-05-16,70.0
2022-05-17,79.0
2022-05-18,74.0
2022-05-19,74.0
2022-05-20,63.0
2022-05-21,47.0
2022-05-22,46.0
2022-05-23,71.0
2022-05-24,73.0
2022-05-25,68.0
2022-05-26,64.0
2022-05-27,59.0
2022-05-28,42.0
2022-05-29,42.0
2022-05-30,48.0
2022-05-31,61.0
2022-06-01,66.0
2022-06-02,73.0
2022-06-03,66.0
2022-06-04,47.0
2022-06-05,48.0
2022-06-06,65.0
2022-06-07,70.0
2022-06-08,69.0
2022-06-09,69.0
2022-06-10,64.0
2022-06-11,45.0
2022-06-12,51.0
2022-06-13,74.0
2022-06-14,67.0
2022-06-15,71.0
2022-06-16,69.0
2022-06-17,59.0
2022-06-18,48.0
2022-06-19,48.0
2022-06-20,61.0
2022-06-21,68.0
2022-06-22,68.0
2022-06-23,69.0
2022-06-24,58.0
2022-06-25,49.0
2022-06-26,49.0
2022-06-27,66.0
2022-06-28,68.0
2022-06-29,69.0
2022-06-30,67.0
2022-07-01,55.0
2022-07-02,46.0
2022-07-03,44.0
2022-07-04,47.0
2022-07-05,59.0
2022-07-06,68.0
2022-07-07,67.0
2022-07-08,59.0
2022-07-09,47.0
2022-07-10,52.0
2022-07-11,67.0
2022-07-12,69.0
2022-07-13,71.0
2022-07-14,70.0
2022-07-15,64.0
2022-07-16,50.0
2022-07-17,48.0
2022-07-18,65.0
2022-07-19,72.0
2022-07-20,71.0
2022-07-21,70.0
2022-07-22,63.0
2022-07-23,49.0
2022-07-24,48.0
2022-07-25,67.0
2022-07-26,69.0
2022-07-27,70.0
2022-07-28,72.0
2022-07-29,69.0
2022-07-30,48.0
2022-07-31,53.0
2022-08-01,65.0
2022-08-02,70.0
2022-08-03,66.0
2022-08-04,67.0
2022-08-05,63.0
2022-08-06,47.0
2022-08-07,50.0
2022-08-08,67.0
2022-08-09,68.0
2022-08-10,67.0
2022-08-11,68.0
2022-08-12,59.0
2022-08-13,48.0
2022-08-14,49.0
2022-08-15,65.0
2022-08-16,73.0
2022-08-17,75.0
2022-08-18,74.0
2022-08-19,68.0
2022-08-20,48.0
2022-08-21,49.0
2022-08-22,68.0
2022-08-23,77.0
2022-08-24,76.0
2022-08-25,80.0
2022-08-26,68.0
2022-08-27,51.0
2022-08-28,49.0
2022-08-29,75.01898734177215
2022-08-30,74.02531645569621
2022-08-31,74.52531645569621
