Time,gallagher
2022-01-01,52.0
2022-01-02,77.0
2022-01-03,62.0
2022-01-04,72.0
2022-01-05,67.0
2022-01-06,48.0
2022-01-07,59.0
2022-01-08,58.0
2022-01-09,62.0
2022-01-10,60.0
2022-01-11,60.0
2022-01-12,59.0
2022-01-13,75.0
2022-01-14,50.0
2022-01-15,52.0
2022-01-16,52.0
2022-01-17,50.0
2022-01-18,49.0
2022-01-19,50.0
2022-01-20,50.0
2022-01-21,51.0
2022-01-22,51.0
2022-01-23,47.0
2022-01-24,53.0
2022-01-25,47.0
2022-01-26,51.0
2022-01-27,52.0
2022-01-28,54.0
2022-01-29,59.0
2022-01-30,50.0
2022-01-31,48.0
2022-02-01,46.0
2022-02-02,45.0
2022-02-03,54.0
2022-02-04,53.0
2022-02-05,74.0
2022-02-06,55.0
2022-02-07,53.0
2022-02-08,54.0
2022-02-09,50.0
2022-02-10,44.0
2022-02-11,47.0
2022-02-12,45.0
2022-02-13,48.0
2022-02-14,45.0
2022-02-15,47.0
2022-02-16,52.0
2022-02-17,52.0
2022-02-18,57.0
2022-02-19,47.0
2022-02-20,47.0
2022-02-21,47.0
2022-02-22,59.0
2022-02-23,56.0
2022-02-24,54.0
2022-02-25,52.0
2022-02-26,52.0
2022-02-27,48.0
2022-02-28,52.0
2022-03-01,48.0
2022-03-02,57.0
2022-03-03,51.0
2022-03-04,54.0
2022-03-05,46.0
2022-03-06,47.0
2022-03-07,53.0
2022-03-08,49.0
2022-03-09,48.0
2022-03-10,48.0
2022-03-11,44.0
2022-03-12,45.0
2022-03-13,43.0
2022-03-14,50.0
2022-03-15,53.0
2022-03-16,44.0
2022-03-17,45.0
2022-03-18,47.0
2022-03-19,42.0
2022-03-20,44.0
2022-03-21,53.0
2022-03-22,53.0
2022-03-23,68.0
2022-03-24,55.0
2022-03-25,47.0
2022-03-26,51.0
2022-03-27,53.0
2022-03-28,53.0
2022-03-29,50.0
2022-03-30,50.0
2022-03-31,46.0
2022-04-01,48.0
2022-04-02,49.0
2022-04-03,47.0
2022-04-04,50.0
2022-04-05,51.0
2022-04-06,54.0
2022-04-07,49.0
2022-04-08,49.0
2022-04-09,45.0
2022-04-10,51.0
2022-04-11,53.0
2022-04-12,55.0
2022-04-13,47.0
2022-04-14,51.0
2022-04-15,50.0
2022-04-16,43.0
2022-04-17,49.0
2022-04-18,54.0
2022-04-19,53.0
2022-04-20,54.0
2022-04-21,49.0
2022-04-22,51.0
2022-04-23,52.0
2022-04-24,52.0
2022-04-25,56.0
2022-04-26,51.0
2022-04-27,50.0
2022-04-28,56.0
2022-04-29,60.0
2022-04-30,71.0
2022-05-01,56.0
2022-05-02,47.0
2022-05-03,50.0
2022-05-04,52.0
2022-05-05,54.0
2022-05-06,54.0
2022-05-07,53.0
2022-05-08,51.0
2022-05-09,56.0
2022-05-10,55.0
2022-05-11,49.0
2022-05-12,46.0
2022-05-13,45.0
2022-05-14,43.0
2022-05-15,44.0
2022-05-16,45.0
2022-05-17,57.0
2022-05-18,59.0
2022-05-19,64.0
2022-05-20,59.0
2022-05-21,49.0
2022-05-22,50.0
2022-05-23,61.0
2022-05-24,68.0
2022-05-25,66.0
2022-05-26,56.0
2022-05-27,51.0
2022-05-28,46.0
2022-05-29,46.0
2022-05-30,49.0
2022-05-31,50.0
2022-06-01,48.0
2022-06-02,47.0
2022-06-03,50.0
2022-06-04,46.0
2022-06-05,45.0
2022-06-06,62.0
2022-06-07,54.0
2022-06-08,47.0
2022-06-09,47.0
2022-06-10,46.0
2022-06-11,41.0
2022-06-12,46.0
2022-06-13,54.0
2022-06-14,59.0
2022-06-15,60.0
2022-06-16,50.0
2022-06-17,44.0
2022-06-18,48.0
2022-06-19,46.0
2022-06-20,58.0
2022-06-21,56.0
2022-06-22,68.0
2022-06-23,87.0
2022-06-24,89.0
2022-06-25,83.0
2022-06-26,100.0
2022-06-27,95.0
2022-06-28,99.0
2022-06-29,93.0
2022-06-30,88.0
2022-07-01,78.0
2022-07-02,72.0
2022-07-03,72.0
2022-07-04,76.0
2022-07-05,77.0
2022-07-06,78.0
2022-07-07,71.0
2022-07-08,72.0
2022-07-09,68.0
2022-07-10,67.0
2022-07-11,72.0
2022-07-12,71.0
2022-07-13,64.0
2022-07-14,70.0
2022-07-15,62.0
2022-07-16,59.0
2022-07-17,69.0
2022-07-18,68.0
2022-07-19,72.0
2022-07-20,74.0
2022-07-21,69.0
2022-07-22,70.0
2022-07-23,56.0
2022-07-24,68.0
2022-07-25,69.0
2022-07-26,72.0
2022-07-27,61.0
2022-07-28,65.0
2022-07-29,68.0
2022-07-30,66.0
2022-07-31,56.0
2022-08-01,63.0
2022-08-02,70.0
2022-08-03,69.0
2022-08-04,65.0
2022-08-05,66.0
2022-08-06,54.0
2022-08-07,56.0
2022-08-08,75.0
2022-08-09,99.0
2022-08-10,96.0
2022-08-11,72.0
2022-08-12,62.0
2022-08-13,55.0
2022-08-14,66.0
2022-08-15,84.0
2022-08-16,68.0
2022-08-17,62.0
2022-08-18,62.0
2022-08-19,60.0
2022-08-20,51.0
2022-08-21,63.0
2022-08-22,61.0
2022-08-23,56.0
2022-08-24,57.0
2022-08-25,56.0
2022-08-26,58.0
2022-08-27,61.0
2022-08-28,57.0
2022-08-29,53.70526315789474
2022-08-30,57.20526315789474
2022-08-31,55.70526315789474
2022-09-01,61.66315789473685
2022-09-02,55.70526315789474
2022-09-03,71.62105263157895
2022-09-04,70.62105263157895
2022-09-05,64.16315789473686
2022-09-06,61.66315789473685
2022-09-07,49.247368421052634
2022-09-08,46.747368421052634
2022-09-09,47.247368421052634
2022-09-10,48.747368421052634
2022-09-11,47.247368421052634
2022-09-12,56.70526315789474
2022-09-13,61.66315789473685
2022-09-14,56.20526315789474
2022-09-15,47.247368421052634
2022-09-16,47.247368421052634
2022-09-17,48.247368421052634
2022-09-18,46.747368421052634
2022-09-19,53.70526315789474
2022-09-20,53.70526315789474
2022-09-21,55.70526315789474
2022-09-22,64.66315789473686
2022-09-23,47.247368421052634
2022-09-24,40.789473684210535
2022-09-25,41.289473684210535
2022-09-26,45.747368421052634
2022-09-27,47.747368421052634
2022-09-28,47.49473684210527
2022-09-29,47.49473684210527
2022-09-30,39.57894736842106
2022-10-01,47.49473684210527
2022-10-02,47.49473684210527
2022-10-03,47.49473684210527
2022-10-04,47.49473684210527
2022-10-05,47.49473684210527
2022-10-06,47.49473684210527
2022-10-07,47.49473684210527
2022-10-08,47.49473684210527
2022-10-09,39.57894736842106
2022-10-10,47.49473684210527
2022-10-11,47.49473684210527
2022-10-12,47.49473684210527
2022-10-13,47.49473684210527
2022-10-14,47.49473684210527
2022-10-15,39.57894736842106
2022-10-16,39.57894736842106
2022-10-17,55.41052631578948
2022-10-18,55.41052631578948
2022-10-19,55.41052631578948
2022-10-20,55.41052631578948
2022-10-21,63.326315789473696
2022-10-22,47.49473684210527
2022-10-23,47.49473684210527
2022-10-24,47.49473684210527
2022-10-25,55.41052631578948
2022-10-26,47.49473684210527
2022-10-27,47.49473684210527
2022-10-28,47.49473684210527
2022-10-29,47.49473684210527
2022-10-30,39.57894736842106
2022-10-31,47.49473684210527
2022-11-01,47.49473684210527
2022-11-02,47.49473684210527
2022-11-03,47.49473684210527
2022-11-04,55.41052631578948
2022-11-05,39.57894736842106
2022-11-06,39.57894736842106
2022-11-07,55.41052631578948
2022-11-08,55.41052631578948
2022-11-09,47.49473684210527
2022-11-10,47.49473684210527
2022-11-11,791.5789473684212
2022-11-12,538.2736842105264
2022-11-13,182.0631578947369
2022-11-14,126.65263157894739
2022-11-15,94.98947368421054
2022-11-16,63.326315789473696
2022-11-17,63.326315789473696
2022-11-18,63.326315789473696
2022-11-19,55.41052631578948
2022-11-20,47.49473684210527
2022-11-21,55.41052631578948
2022-11-22,55.41052631578948
2022-11-23,55.41052631578948
2022-11-24,55.41052631578948
2022-11-25,55.41052631578948
2022-11-26,47.49473684210527
2022-11-27,47.49473684210527
2022-11-28,55.41052631578948
2022-11-29,55.41052631578948
2022-11-30,55.41052631578948
2022-12-01,47.49473684210527
2022-12-02,47.49473684210527
2022-12-03,47.49473684210527
2022-12-04,47.49473684210527
2022-12-05,47.49473684210527
2022-12-06,55.41052631578948
2022-12-07,55.41052631578948
2022-12-08,55.41052631578948
2022-12-09,55.41052631578948
2022-12-10,55.41052631578948
2022-12-11,47.49473684210527
2022-12-12,55.41052631578948
2022-12-13,47.49473684210527
2022-12-14,47.49473684210527
2022-12-15,47.49473684210527
2022-12-16,47.49473684210527
2022-12-17,47.49473684210527
2022-12-18,47.49473684210527
2022-12-19,55.41052631578948
2022-12-20,55.41052631578948
2022-12-21,47.49473684210527
2022-12-22,47.49473684210527
2022-12-23,47.49473684210527
2022-12-24,39.57894736842106
2022-12-25,39.57894736842106
2022-12-26,39.57894736842106
2022-12-27,55.41052631578948
2022-12-28,55.41052631578948
2022-12-29,55.41052631578948
2022-12-30,47.49473684210527
2022-12-31,47.49473684210527
2023-01-01,55.41052631578948
2023-01-02,47.49473684210527
2023-01-03,47.49473684210527
2023-01-04,71.24210526315791
2023-01-05,55.41052631578948
2023-01-06,55.41052631578948
2023-01-07,55.41052631578948
2023-01-08,47.49473684210527
2023-01-09,55.41052631578948
2023-01-10,55.41052631578948
2023-01-11,55.41052631578948
2023-01-12,55.41052631578948
2023-01-13,47.49473684210527
2023-01-14,55.41052631578948
2023-01-15,47.49473684210527
2023-01-16,47.49473684210527
2023-01-17,55.41052631578948
2023-01-18,55.41052631578948
2023-01-19,55.41052631578948
2023-01-20,63.326315789473696
2023-01-21,47.49473684210527
2023-01-22,47.49473684210527
2023-01-23,47.49473684210527
2023-01-24,55.41052631578948
2023-01-25,55.41052631578948
2023-01-26,47.49473684210527
2023-01-27,55.41052631578948
2023-01-28,39.57894736842106
2023-01-29,39.57894736842106
2023-01-30,47.49473684210527
2023-01-31,55.41052631578948
2023-02-01,55.41052631578948
2023-02-02,55.41052631578948
2023-02-03,55.41052631578948
2023-02-04,55.41052631578948
2023-02-05,55.41052631578948
2023-02-06,55.41052631578948
2023-02-07,55.41052631578948
2023-02-08,47.49473684210527
2023-02-09,47.49473684210527
2023-02-10,47.49473684210527
2023-02-11,47.49473684210527
2023-02-12,39.57894736842106
2023-02-13,47.49473684210527
2023-02-14,47.49473684210527
2023-02-15,47.49473684210527
2023-02-16,47.49473684210527
2023-02-17,55.41052631578948
2023-02-18,47.49473684210527
2023-02-19,47.49473684210527
2023-02-20,47.49473684210527
2023-02-21,47.49473684210527
2023-02-22,55.41052631578948
2023-02-23,55.41052631578948
2023-02-24,47.49473684210527
2023-02-25,47.49473684210527
2023-02-26,47.49473684210527
2023-02-27,55.41052631578948
2023-02-28,47.49473684210527
2023-03-01,47.49473684210527
2023-03-02,55.41052631578948
2023-03-03,39.57894736842106
2023-03-04,39.57894736842106
2023-03-05,47.49473684210527
2023-03-06,47.49473684210527
2023-03-07,47.49473684210527
2023-03-08,47.49473684210527
2023-03-09,47.49473684210527
2023-03-10,55.41052631578948
2023-03-11,47.49473684210527
2023-03-12,47.49473684210527
2023-03-13,47.49473684210527
2023-03-14,55.41052631578948
2023-03-15,55.41052631578948
2023-03-16,55.41052631578948
2023-03-17,55.41052631578948
2023-03-18,47.49473684210527
2023-03-19,47.49473684210527
2023-03-20,63.326315789473696
2023-03-21,55.41052631578948
2023-03-22,55.41052631578948
2023-03-23,55.41052631578948
2023-03-24,63.326315789473696
2023-03-25,110.82105263157897
2023-03-26,134.5684210526316
2023-03-27,79.15789473684212
2023-03-28,63.326315789473696
2023-03-29,55.41052631578948
2023-03-30,55.41052631578948
2023-03-31,47.49473684210527
2023-04-01,55.41052631578948
