Time,google_calendar
2022-01-01,20.0
2022-01-02,29.0
2022-01-03,54.0
2022-01-04,63.0
2022-01-05,52.0
2022-01-06,40.0
2022-01-07,45.0
2022-01-08,27.0
2022-01-09,28.0
2022-01-10,59.0
2022-01-11,54.0
2022-01-12,54.0
2022-01-13,48.0
2022-01-14,37.0
2022-01-15,24.0
2022-01-16,21.0
2022-01-17,38.0
2022-01-18,54.0
2022-01-19,56.0
2022-01-20,48.0
2022-01-21,42.0
2022-01-22,26.0
2022-01-23,29.0
2022-01-24,74.0
2022-01-25,53.0
2022-01-26,49.0
2022-01-27,49.0
2022-01-28,45.0
2022-01-29,27.0
2022-01-30,30.0
2022-01-31,62.0
2022-02-01,59.0
2022-02-02,54.0
2022-02-03,48.0
2022-02-04,47.0
2022-02-05,25.0
2022-02-06,27.0
2022-02-07,60.0
2022-02-08,56.0
2022-02-09,50.0
2022-02-10,41.0
2022-02-11,45.0
2022-02-12,23.0
2022-02-13,25.0
2022-02-14,48.0
2022-02-15,61.0
2022-02-16,53.0
2022-02-17,49.0
2022-02-18,42.0
2022-02-19,25.0
2022-02-20,27.0
2022-02-21,48.0
2022-02-22,52.0
2022-02-23,53.0
2022-02-24,46.0
2022-02-25,40.0
2022-02-26,28.0
2022-02-27,31.0
2022-02-28,57.0
2022-03-01,56.0
2022-03-02,50.0
2022-03-03,48.0
2022-03-04,41.0
2022-03-05,26.0
2022-03-06,26.0
2022-03-07,52.0
2022-03-08,51.0
2022-03-09,51.0
2022-03-10,47.0
2022-03-11,38.0
2022-03-12,25.0
2022-03-13,25.0
2022-03-14,51.0
2022-03-15,49.0
2022-03-16,46.0
2022-03-17,43.0
2022-03-18,39.0
2022-03-19,24.0
2022-03-20,27.0
2022-03-21,61.0
2022-03-22,49.0
2022-03-23,48.0
2022-03-24,46.0
2022-03-25,55.0
2022-03-26,30.0
2022-03-27,35.0
2022-03-28,74.0
2022-03-29,70.0
2022-03-30,50.0
2022-03-31,64.0
2022-04-01,56.0
2022-04-02,29.0
2022-04-03,33.0
2022-04-04,73.0
2022-04-05,69.0
2022-04-06,66.0
2022-04-07,62.0
2022-04-08,55.0
2022-04-09,29.0
2022-04-10,32.0
2022-04-11,75.0
2022-04-12,66.0
2022-04-13,64.0
2022-04-14,57.0
2022-04-15,48.0
2022-04-16,25.0
2022-04-17,26.0
2022-04-18,69.0
2022-04-19,67.0
2022-04-20,64.0
2022-04-21,60.0
2022-04-22,54.0
2022-04-23,25.0
2022-04-24,31.0
2022-04-25,74.0
2022-04-26,70.0
2022-04-27,63.0
2022-04-28,62.0
2022-04-29,52.0
2022-04-30,27.0
2022-05-01,33.0
2022-05-02,69.0
2022-05-03,65.0
2022-05-04,62.0
2022-05-05,60.0
2022-05-06,56.0
2022-05-07,27.0
2022-05-08,28.0
2022-05-09,69.0
2022-05-10,63.0
2022-05-11,68.0
2022-05-12,64.0
2022-05-13,56.0
2022-05-14,25.0
2022-05-15,28.0
2022-05-16,67.0
2022-05-17,67.0
2022-05-18,64.0
2022-05-19,63.0
2022-05-20,54.0
2022-05-21,26.0
2022-05-22,28.0
2022-05-23,81.0
2022-05-24,72.0
2022-05-25,63.0
2022-05-26,62.0
2022-05-27,53.0
2022-05-28,23.0
2022-05-29,23.0
2022-05-30,33.0
2022-05-31,73.0
2022-06-01,83.0
2022-06-02,64.0
2022-06-03,53.0
2022-06-04,26.0
2022-06-05,29.0
2022-06-06,69.0
2022-06-07,66.0
2022-06-08,65.0
2022-06-09,62.0
2022-06-10,54.0
2022-06-11,24.0
2022-06-12,28.0
2022-06-13,62.0
2022-06-14,67.0
2022-06-15,65.0
2022-06-16,61.0
2022-06-17,47.0
2022-06-18,24.0
2022-06-19,26.0
2022-06-20,57.0
2022-06-21,69.0
2022-06-22,61.0
2022-06-23,61.0
2022-06-24,48.0
2022-06-25,21.0
2022-06-26,24.0
2022-06-27,65.0
2022-06-28,64.0
2022-06-29,57.0
2022-06-30,57.0
2022-07-01,42.0
2022-07-02,21.0
2022-07-03,19.0
2022-07-04,25.0
2022-07-05,68.0
2022-07-06,60.0
2022-07-07,56.0
2022-07-08,49.0
2022-07-09,24.0
2022-07-10,25.0
2022-07-11,66.0
2022-07-12,73.0
2022-07-13,59.0
2022-07-14,57.0
2022-07-15,49.0
2022-07-16,23.0
2022-07-17,27.0
2022-07-18,70.0
2022-07-19,63.0
2022-07-20,62.0
2022-07-21,56.0
2022-07-22,50.0
2022-07-23,24.0
2022-07-24,28.0
2022-07-25,66.0
2022-07-26,65.0
2022-07-27,60.0
2022-07-28,62.0
2022-07-29,53.0
2022-07-30,25.0
2022-07-31,31.0
2022-08-01,71.0
2022-08-02,73.0
2022-08-03,63.0
2022-08-04,64.0
2022-08-05,54.0
2022-08-06,27.0
2022-08-07,31.0
2022-08-08,71.0
2022-08-09,70.0
2022-08-10,68.0
2022-08-11,65.0
2022-08-12,57.0
2022-08-13,28.0
2022-08-14,33.0
2022-08-15,81.0
2022-08-16,84.0
2022-08-17,76.0
2022-08-18,72.0
2022-08-19,64.0
2022-08-20,34.0
2022-08-21,45.0
2022-08-22,91.0
2022-08-23,100.0
2022-08-24,85.0
2022-08-25,79.0
2022-08-26,65.0
2022-08-27,36.0
2022-08-28,45.0
2022-08-29,94.15671861217288
2022-08-30,95.13304910320494
2022-08-31,84.8934137018524
2022-09-01,76.10643928256395
2022-09-02,60.98515142605116
2022-09-03,26.837253748897382
2022-09-04,32.695236695089676
2022-09-05,47.31652455160247
2022-09-06,87.82240517494854
2022-09-07,89.27506615701265
2022-09-08,75.13010879153191
2022-09-09,63.91414289914731
2022-09-10,31.21890620405763
2022-09-11,38.05321964128198
2022-09-12,85.36974419288444
2022-09-13,85.86974419288444
2022-09-14,81.96442222875625
2022-09-15,71.2247868274037
2022-09-16,65.36680388121141
2022-09-17,26.837253748897382
2022-09-18,37.076889150249926
2022-09-19,80.01176124669215
2022-09-20,79.0354307556601
2022-09-21,75.13010879153191
2022-09-22,72.70111731843576
2022-09-23,60.008820935019116
2022-09-24,27.813584239929433
2022-09-25,33.67156718612173
2022-09-26,80.9880917377242
2022-09-27,71.7247868274037
2022-09-28,72.40223463687151
2022-09-29,73.3548956189356
2022-09-30,57.159658923845925
2022-10-01,26.674507497794764
2022-10-02,33.343134372243455
2022-10-03,78.1182005292561
2022-10-04,71.44957365480741
2022-10-05,68.59159070861512
2022-10-06,69.5442516906792
2022-10-07,59.06498088797412
2022-10-08,26.674507497794764
2022-10-09,28.579829461922962
2022-10-10,83.83416642164069
2022-10-11,72.40223463687151
2022-10-12,66.68626874448691
2022-10-13,70.4969126727433
2022-10-14,55.254336959717726
2022-10-15,23.81652455160247
2022-10-16,27.627168479858863
2022-10-17,73.3548956189356
2022-10-18,66.68626874448691
2022-10-19,64.78094678035872
2022-10-20,62.87562481623052
2022-10-21,56.20699794178183
2022-10-22,23.81652455160247
2022-10-23,30.48515142605116
2022-10-24,71.44957365480741
2022-10-25,67.63892972655101
2022-10-26,65.73360776242282
2022-10-27,61.92296383416642
2022-10-28,54.30167597765363
2022-10-29,23.81652455160247
2022-10-30,27.627168479858863
2022-10-31,67.63892972655101
2022-11-01,71.44957365480741
2022-11-02,72.40223463687151
2022-11-03,68.59159070861512
2022-11-04,57.159658923845925
2022-11-05,26.674507497794764
2022-11-06,30.48515142605116
2022-11-07,69.5442516906792
2022-11-08,63.828285798294615
2022-11-09,61.92296383416642
2022-11-10,61.92296383416642
2022-11-11,47.63304910320494
2022-11-12,22.86386356953837
2022-11-13,28.579829461922962
2022-11-14,75.2602175830638
2022-11-15,69.5442516906792
2022-11-16,65.73360776242282
2022-11-17,68.59159070861512
2022-11-18,54.30167597765363
2022-11-19,24.76918553366657
2022-11-20,27.627168479858863
2022-11-21,60.97030285210232
2022-11-22,54.30167597765363
2022-11-23,38.106439282563954
2022-11-24,15.24257571302558
2022-11-25,23.81652455160247
2022-11-26,21.91120258747427
2022-11-27,31.43781240811526
2022-11-28,67.63892972655101
2022-11-29,64.78094678035872
2022-11-30,60.97030285210232
2022-12-01,64.78094678035872
2022-12-02,52.39635401352543
2022-12-03,23.81652455160247
2022-12-04,27.627168479858863
2022-12-05,71.44957365480741
2022-12-06,63.828285798294615
2022-12-07,57.159658923845925
2022-12-08,60.017641870038226
2022-12-09,48.585710085269035
2022-12-10,23.81652455160247
2022-12-11,25.721846515730668
2022-12-12,61.92296383416642
2022-12-13,58.11231990591003
2022-12-14,54.30167597765363
2022-12-15,53.34901499558953
2022-12-16,43.82240517494854
2022-12-17,23.81652455160247
2022-12-18,20.005880623346073
2022-12-19,53.34901499558953
2022-12-20,49.53837106733314
2022-12-21,45.72772713907674
2022-12-22,35.24845633637165
2022-12-23,26.674507497794764
2022-12-24,18.100558659217878
2022-12-25,15.24257571302558
2022-12-26,25.721846515730668
2022-12-27,41.917083210820344
2022-12-28,42.86974419288445
2022-12-29,40.011761246692146
2022-12-30,33.343134372243455
2022-12-31,22.86386356953837
2023-01-01,25.721846515730668
2023-01-02,52.39635401352543
2023-01-03,73.3548956189356
2023-01-04,66.68626874448691
2023-01-05,60.97030285210232
2023-01-06,62.87562481623052
2023-01-07,30.48515142605116
2023-01-08,39.05910026462805
2023-01-09,83.83416642164069
2023-01-10,79.0708615113202
2023-01-11,74.3075566009997
2023-01-12,67.63892972655101
2023-01-13,61.92296383416642
2023-01-14,27.627168479858863
2023-01-15,30.48515142605116
2023-01-16,55.254336959717726
2023-01-17,82.8815054395766
2023-01-18,77.165539547192
2023-01-19,71.44957365480741
2023-01-20,63.828285798294615
2023-01-21,32.39047339017936
2023-01-22,34.29579535430756
2023-01-23,76.21287856512791
2023-01-24,72.40223463687151
2023-01-25,69.5442516906792
2023-01-26,70.4969126727433
2023-01-27,60.97030285210232
2023-01-28,27.627168479858863
2023-01-29,32.39047339017936
2023-01-30,75.2602175830638
2023-01-31,69.5442516906792
2023-02-01,67.63892972655101
2023-02-02,71.44957365480741
2023-02-03,59.06498088797412
2023-02-04,28.579829461922962
2023-02-05,34.29579535430756
2023-02-06,68.59159070861512
2023-02-07,69.5442516906792
2023-02-08,67.63892972655101
2023-02-09,62.87562481623052
2023-02-10,58.11231990591003
2023-02-11,26.674507497794764
2023-02-12,28.579829461922962
2023-02-13,63.828285798294615
2023-02-14,62.87562481623052
2023-02-15,69.5442516906792
2023-02-16,62.87562481623052
2023-02-17,59.06498088797412
2023-02-18,28.579829461922962
2023-02-19,29.53249044398706
2023-02-20,56.20699794178183
2023-02-21,71.44957365480741
2023-02-22,69.5442516906792
2023-02-23,58.11231990591003
2023-02-24,55.254336959717726
2023-02-25,27.627168479858863
2023-02-26,30.48515142605116
2023-02-27,68.59159070861512
2023-02-28,65.73360776242282
2023-03-01,63.828285798294615
2023-03-02,61.92296383416642
2023-03-03,52.39635401352543
2023-03-04,26.674507497794764
2023-03-05,28.579829461922962
2023-03-06,64.78094678035872
2023-03-07,67.63892972655101
2023-03-08,60.97030285210232
2023-03-09,62.87562481623052
2023-03-10,49.53837106733314
2023-03-11,23.81652455160247
2023-03-12,27.627168479858863
2023-03-13,63.828285798294615
2023-03-14,59.06498088797412
2023-03-15,58.11231990591003
2023-03-16,56.20699794178183
2023-03-17,47.63304910320494
2023-03-18,24.76918553366657
2023-03-19,30.48515142605116
2023-03-20,73.3548956189356
2023-03-21,63.828285798294615
2023-03-22,60.017641870038226
2023-03-23,59.06498088797412
2023-03-24,51.443693031461336
2023-03-25,26.674507497794764
2023-03-26,27.627168479858863
2023-03-27,67.63892972655101
2023-03-28,62.87562481623052
2023-03-29,59.06498088797412
2023-03-30,59.06498088797412
2023-03-31,49.53837106733314
2023-04-01,24.76918553366657
2023-04-02,29.53249044398706
2023-04-03,65.73360776242282
2023-04-04,65.73360776242282
2023-04-05,58.11231990591003
2023-04-06,57.159658923845925
2023-04-07,44.775066157012645
2023-04-08,23.81652455160247
2023-04-09,22.86386356953837
2023-04-10,63.828285798294615
2023-04-11,75.2602175830638
2023-04-12,63.828285798294615
2023-04-13,60.017641870038226
2023-04-14,51.443693031461336
2023-04-15,25.721846515730668
2023-04-16,29.53249044398706
2023-04-17,66.68626874448691
2023-04-18,62.87562481623052
2023-04-19,63.828285798294615
2023-04-20,59.06498088797412
2023-04-21,49.53837106733314
2023-04-22,25.721846515730668
2023-04-23,31.43781240811526
2023-04-24,68.59159070861512
2023-04-25,65.73360776242282
2023-04-26,70.08898473264276
2023-04-27,57.889700694696614
2023-04-28,46.96767883505312
2023-04-29,26.076296097830237
2023-04-30,31.337074105834333
2023-05-01,66.10546890294131
2023-05-02,64.82820672463866
2023-05-03,58.76649702936396
2023-05-04,57.01290436002927
2023-05-05,49.19760199541987
2023-05-06,23.521771741224935
2023-05-07,27.82988876716493
2023-05-08,65.70500305930602
2023-05-09,60.04375920766661
2023-05-10,61.79735187700131
2023-05-11,57.889700694696614
2023-05-12,49.59806783905517
2023-05-13,23.922237584860234
2023-05-14,20.891382737222887
2023-05-15,67.45859572864072
2023-05-16,66.10546890294131
2023-05-17,62.19781772063661
2023-05-18,56.13610802536192
2023-05-19,49.59806783905517
2023-05-20,26.076296097830237
2023-05-21,26.55262658886228
2023-05-22,63.55094454633601
2023-05-23,63.95141038997131
2023-05-24,61.32102138596926
2023-05-25,57.01290436002927
2023-05-26,44.852174487153604
2023-05-27,24.027950618118002
2023-05-28,21.6251555563062
2023-05-29,28.032609054471003
2023-05-30,65.67639835618921
2023-05-31,60.069876545295
2023-06-01,57.6670814834832
2023-06-02,49.6577646107772
2023-06-03,24.8288823053886
2023-06-04,28.032609054471003
2023-06-05,69.68105679254221
2023-06-06,63.2736032943774
2023-06-07,55.2642864216714
2023-06-08,52.060559672589
2023-06-09,45.6531061744242
2023-06-10,23.2270189308474
2023-06-11,23.2270189308474
2023-06-12,62.472671607106804
2023-06-13,54.4633547344008
2023-06-14,60.069876545295
2023-06-15,51.2596279853184
2023-06-16,45.6531061744242
2023-06-17,20.824223869035603
2023-06-18,20.023292181765
2023-06-19,46.4540378616948
2023-06-20,56.8661497962126
2023-06-21,54.4633547344008
2023-06-22,51.2596279853184
2023-06-23,42.4493794253418
2023-06-24,20.824223869035603
2023-06-25,24.027950618118002
2023-06-26,60.8708082325656
2023-06-27,53.662423047130204
2023-06-28,52.060559672589
2023-06-29,51.2596279853184
2023-06-30,41.648447738071205
2023-07-01,19.222360494494403
2023-07-02,22.426087243576802
2023-07-03,40.04658436353
2023-07-04,24.8288823053886
2023-07-05,52.861491359859606
2023-07-06,53.662423047130204
2023-07-07,47.254969548965406
2023-07-08,24.8288823053886
2023-07-09,22.426087243576802
2023-07-10,56.065218108942005
2023-07-11,54.4633547344008
2023-07-12,50.458696298047805
2023-07-13,50.458696298047805
2023-07-14,42.4493794253418
2023-07-15,20.824223869035603
2023-07-16,24.027950618118002
2023-07-17,56.065218108942005
2023-07-18,44.051242799883
2023-07-19,44.051242799883
2023-07-20,44.051242799883
2023-07-21,33.6391308653652
2023-07-22,17.6204971199532
2023-07-23,20.824223869035603
2023-07-24,48.8568329235066
2023-07-25,48.055901236236004
2023-07-26,45.6531061744242
2023-07-27,44.051242799883
2023-07-28,36.041925927177004
2023-07-29,20.023292181765
2023-07-30,21.6251555563062
2023-07-31,52.060559672589
2023-08-01,48.8568329235066
2023-08-02,50.458696298047805
2023-08-03,49.6577646107772
2023-08-04,41.648447738071205
2023-08-05,20.824223869035603
2023-08-06,25.6298139926592
2023-08-07,56.065218108942005
2023-08-08,54.4633547344008
2023-08-09,56.065218108942005
2023-08-10,49.6577646107772
2023-08-11,44.051242799883
2023-08-12,24.8288823053886
2023-08-13,26.430745679929803
2023-08-14,59.268944858024405
2023-08-15,58.46801317075381
2023-08-16,59.268944858024405
2023-08-17,58.46801317075381
2023-08-18,49.6577646107772
2023-08-19,29.634472429012202
2023-08-20,36.041925927177004
2023-08-21,80.09316872706
2023-08-22,79.2922370397894
2023-08-23,73.6857152288952
2023-08-24,75.2875786034364
2023-08-25,58.46801317075381
2023-08-26,28.8335407417416
2023-08-27,36.8428576144476
2023-08-28,78.49130535251881
2023-08-29,70.4819884798128
2023-08-30,66.4773300434598
2023-08-31,58.46801317075381
2023-09-01,48.8568329235066
2023-09-02,23.2270189308474
2023-09-03,25.6298139926592
2023-09-04,38.444720988988806
