Time,carhartt
2022-01-01,12.0
2022-01-02,15.0
2022-01-03,14.0
2022-01-04,16.0
2022-01-05,14.0
2022-01-06,11.0
2022-01-07,14.0
2022-01-08,17.0
2022-01-09,16.0
2022-01-10,12.0
2022-01-11,12.0
2022-01-12,12.0
2022-01-13,12.0
2022-01-14,9.0
2022-01-15,14.0
2022-01-16,13.0
2022-01-17,11.0
2022-01-18,12.0
2022-01-19,20.0
2022-01-20,51.0
2022-01-21,79.0
2022-01-22,100.0
2022-01-23,54.0
2022-01-24,31.0
2022-01-25,16.0
2022-01-26,16.0
2022-01-27,14.0
2022-01-28,14.0
2022-01-29,15.0
2022-01-30,14.0
2022-01-31,12.0
2022-02-01,10.0
2022-02-02,10.0
2022-02-03,12.0
2022-02-04,11.0
2022-02-05,13.0
2022-02-06,12.0
2022-02-07,10.0
2022-02-08,9.0
2022-02-09,8.0
2022-02-10,7.0
2022-02-11,8.0
2022-02-12,9.0
2022-02-13,9.0
2022-02-14,7.0
2022-02-15,7.0
2022-02-16,7.0
2022-02-17,7.0
2022-02-18,8.0
2022-02-19,9.0
2022-02-20,9.0
2022-02-21,8.0
2022-02-22,8.0
2022-02-23,7.0
2022-02-24,7.0
2022-02-25,7.0
2022-02-26,8.0
2022-02-27,9.0
2022-02-28,7.0
2022-03-01,6.0
2022-03-02,6.0
2022-03-03,6.0
2022-03-04,6.0
2022-03-05,6.0
2022-03-06,7.0
2022-03-07,6.0
2022-03-08,6.0
2022-03-09,6.0
2022-03-10,6.0
2022-03-11,6.0
2022-03-12,7.0
2022-03-13,8.0
2022-03-14,6.0
2022-03-15,5.0
2022-03-16,5.0
2022-03-17,6.0
2022-03-18,5.0
2022-03-19,6.0
2022-03-20,6.0
2022-03-21,5.0
2022-03-22,5.0
2022-03-23,5.0
2022-03-24,5.0
2022-03-25,4.0
2022-03-26,6.0
2022-03-27,6.0
2022-03-28,5.0
2022-03-29,5.0
2022-03-30,5.0
2022-03-31,5.0
2022-04-01,5.0
2022-04-02,6.0
2022-04-03,6.0
2022-04-04,5.0
2022-04-05,5.0
2022-04-06,5.0
2022-04-07,5.0
2022-04-08,5.0
2022-04-09,6.0
2022-04-10,6.0
2022-04-11,5.0
2022-04-12,5.0
2022-04-13,4.0
2022-04-14,5.0
2022-04-15,5.0
2022-04-16,6.0
2022-04-17,6.0
2022-04-18,5.0
2022-04-19,4.0
2022-04-20,5.0
2022-04-21,4.0
2022-04-22,4.0
2022-04-23,5.0
2022-04-24,5.0
2022-04-25,4.0
2022-04-26,4.0
2022-04-27,4.0
2022-04-28,4.0
2022-04-29,4.0
2022-04-30,5.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,4.0
2022-05-04,4.0
2022-05-05,4.0
2022-05-06,4.0
2022-05-07,5.0
2022-05-08,5.0
2022-05-09,4.0
2022-05-10,4.0
2022-05-11,4.0
2022-05-12,4.0
2022-05-13,4.0
2022-05-14,4.0
2022-05-15,5.0
2022-05-16,4.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,4.0
2022-05-20,3.0
2022-05-21,5.0
2022-05-22,4.0
2022-05-23,4.0
2022-05-24,4.0
2022-05-25,4.0
2022-05-26,4.0
2022-05-27,3.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,4.0
2022-05-31,3.0
2022-06-01,4.0
2022-06-02,4.0
2022-06-03,3.0
2022-06-04,4.0
2022-06-05,4.0
2022-06-06,4.0
2022-06-07,3.0
2022-06-08,4.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,4.0
2022-06-12,5.0
2022-06-13,4.0
2022-06-14,4.0
2022-06-15,4.0
2022-06-16,4.0
2022-06-17,4.0
2022-06-18,4.0
2022-06-19,4.0
2022-06-20,4.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,3.0
2022-06-24,3.0
2022-06-25,3.0
2022-06-26,4.0
2022-06-27,3.0
2022-06-28,5.0
2022-06-29,4.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,3.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,4.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,5.0
2022-07-18,5.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,4.0
2022-07-22,4.0
2022-07-23,4.0
2022-07-24,5.0
2022-07-25,5.0
2022-07-26,5.0
2022-07-27,4.0
2022-07-28,4.0
2022-07-29,5.0
2022-07-30,4.0
2022-07-31,5.0
2022-08-01,5.0
2022-08-02,4.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,5.0
2022-08-07,6.0
2022-08-08,5.0
2022-08-09,5.0
2022-08-10,4.0
2022-08-11,5.0
2022-08-12,5.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,5.0
2022-08-16,5.0
2022-08-17,5.0
2022-08-18,5.0
2022-08-19,5.0
2022-08-20,6.0
2022-08-21,7.0
2022-08-22,6.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,5.0
2022-08-26,5.0
2022-08-27,5.0
2022-08-28,6.0
2022-08-29,4.976190476190476
2022-08-30,4.976190476190476
2022-08-31,4.285714285714286
2022-09-01,4.976190476190476
2022-09-02,4.785714285714286
2022-09-03,5.166666666666666
2022-09-04,6.0476190476190474
2022-09-05,6.928571428571429
2022-09-06,5.166666666666666
2022-09-07,5.166666666666666
2022-09-08,4.976190476190476
2022-09-09,4.976190476190476
2022-09-10,5.857142857142857
2022-09-11,6.238095238095238
2022-09-12,6.0476190476190474
2022-09-13,6.0476190476190474
2022-09-14,5.357142857142857
2022-09-15,5.857142857142857
2022-09-16,6.0476190476190474
2022-09-17,7.119047619047619
2022-09-18,6.928571428571429
2022-09-19,6.928571428571429
2022-09-20,5.357142857142857
2022-09-21,5.857142857142857
2022-09-22,6.928571428571429
2022-09-23,8.0
2022-09-24,8.88095238095238
2022-09-25,9.261904761904763
2022-09-26,8.19047619047619
2022-09-27,8.0
2022-09-28,8.38095238095238
2022-09-29,8.38095238095238
2022-09-30,8.761904761904761
2022-10-01,10.666666666666666
2022-10-02,11.428571428571427
2022-10-03,9.904761904761905
2022-10-04,9.904761904761905
2022-10-05,9.523809523809524
2022-10-06,8.761904761904761
2022-10-07,8.38095238095238
2022-10-08,10.285714285714285
2022-10-09,12.19047619047619
2022-10-10,10.285714285714285
2022-10-11,9.523809523809524
2022-10-12,11.428571428571427
2022-10-13,10.666666666666666
2022-10-14,10.285714285714285
2022-10-15,11.809523809523808
2022-10-16,12.952380952380953
2022-10-17,12.571428571428571
2022-10-18,12.952380952380953
2022-10-19,14.476190476190474
2022-10-20,13.333333333333332
2022-10-21,11.428571428571427
2022-10-22,12.19047619047619
2022-10-23,12.952380952380953
2022-10-24,11.428571428571427
2022-10-25,9.904761904761905
2022-10-26,10.285714285714285
2022-10-27,10.666666666666666
2022-10-28,9.904761904761905
2022-10-29,11.047619047619047
2022-10-30,11.809523809523808
2022-10-31,9.142857142857142
2022-11-01,8.38095238095238
2022-11-02,9.904761904761905
2022-11-03,10.285714285714285
2022-11-04,11.047619047619047
2022-11-05,12.571428571428571
2022-11-06,13.714285714285714
2022-11-07,11.047619047619047
2022-11-08,10.666666666666666
2022-11-09,10.666666666666666
2022-11-10,11.047619047619047
2022-11-11,12.952380952380953
2022-11-12,16.76190476190476
2022-11-13,20.57142857142857
2022-11-14,18.285714285714285
2022-11-15,16.76190476190476
2022-11-16,17.142857142857142
2022-11-17,17.904761904761905
2022-11-18,19.80952380952381
2022-11-19,24.0
2022-11-20,25.904761904761905
2022-11-21,20.19047619047619
2022-11-22,19.80952380952381
2022-11-23,17.142857142857142
2022-11-24,17.142857142857142
2022-11-25,38.095238095238095
2022-11-26,27.047619047619047
2022-11-27,23.619047619047617
2022-11-28,23.238095238095237
2022-11-29,17.523809523809522
2022-11-30,15.238095238095237
2022-12-01,16.0
2022-12-02,15.619047619047619
2022-12-03,20.19047619047619
2022-12-04,18.666666666666664
2022-12-05,17.523809523809522
2022-12-06,16.0
2022-12-07,15.619047619047619
2022-12-08,15.619047619047619
2022-12-09,16.38095238095238
2022-12-10,20.952380952380953
2022-12-11,22.095238095238095
2022-12-12,19.047619047619047
2022-12-13,17.523809523809522
2022-12-14,17.523809523809522
2022-12-15,19.80952380952381
2022-12-16,19.047619047619047
2022-12-17,22.095238095238095
2022-12-18,22.095238095238095
2022-12-19,20.19047619047619
2022-12-20,18.285714285714285
2022-12-21,19.80952380952381
2022-12-22,19.047619047619047
2022-12-23,20.19047619047619
2022-12-24,19.80952380952381
2022-12-25,20.57142857142857
2022-12-26,20.19047619047619
2022-12-27,17.142857142857142
2022-12-28,15.238095238095237
2022-12-29,13.714285714285714
2022-12-30,12.952380952380953
2022-12-31,12.19047619047619
2023-01-01,10.285714285714285
2023-01-02,11.428571428571427
2023-01-03,9.904761904761905
2023-01-04,9.523809523809524
2023-01-05,9.142857142857142
2023-01-06,9.523809523809524
2023-01-07,11.428571428571427
2023-01-08,11.809523809523808
2023-01-09,9.523809523809524
2023-01-10,8.761904761904761
2023-01-11,8.38095238095238
2023-01-12,8.38095238095238
2023-01-13,8.38095238095238
2023-01-14,11.047619047619047
2023-01-15,11.047619047619047
2023-01-16,9.904761904761905
2023-01-17,8.761904761904761
2023-01-18,8.0
2023-01-19,8.38095238095238
2023-01-20,8.38095238095238
2023-01-21,9.523809523809524
2023-01-22,9.904761904761905
2023-01-23,9.142857142857142
2023-01-24,8.38095238095238
2023-01-25,8.38095238095238
2023-01-26,8.761904761904761
2023-01-27,8.38095238095238
2023-01-28,9.904761904761905
2023-01-29,10.666666666666666
2023-01-30,9.523809523809524
2023-01-31,9.142857142857142
2023-02-01,8.761904761904761
2023-02-02,9.523809523809524
2023-02-03,9.142857142857142
2023-02-04,10.285714285714285
2023-02-05,10.285714285714285
2023-02-06,8.0
2023-02-07,6.857142857142857
2023-02-08,7.619047619047619
2023-02-09,7.238095238095237
2023-02-10,6.857142857142857
2023-02-11,8.38095238095238
2023-02-12,8.0
2023-02-13,6.095238095238095
2023-02-14,6.095238095238095
2023-02-15,6.476190476190476
2023-02-16,6.476190476190476
2023-02-17,7.238095238095237
2023-02-18,8.0
2023-02-19,8.0
2023-02-20,7.238095238095237
2023-02-21,6.476190476190476
2023-02-22,6.476190476190476
2023-02-23,6.476190476190476
2023-02-24,6.857142857142857
2023-02-25,8.38095238095238
2023-02-26,8.38095238095238
2023-02-27,6.857142857142857
2023-02-28,6.476190476190476
2023-03-01,6.476190476190476
2023-03-02,6.476190476190476
2023-03-03,6.476190476190476
2023-03-04,7.619047619047619
2023-03-05,8.0
2023-03-06,6.857142857142857
2023-03-07,5.7142857142857135
2023-03-08,6.095238095238095
2023-03-09,6.095238095238095
2023-03-10,6.476190476190476
2023-03-11,7.619047619047619
2023-03-12,7.619047619047619
2023-03-13,6.095238095238095
2023-03-14,6.476190476190476
2023-03-15,6.476190476190476
2023-03-16,6.095238095238095
2023-03-17,6.095238095238095
2023-03-18,7.619047619047619
2023-03-19,8.38095238095238
2023-03-20,6.476190476190476
2023-03-21,5.7142857142857135
2023-03-22,6.095238095238095
2023-03-23,6.476190476190476
2023-03-24,5.333333333333333
2023-03-25,6.476190476190476
2023-03-26,7.238095238095237
2023-03-27,5.7142857142857135
2023-03-28,5.7142857142857135
2023-03-29,5.333333333333333
2023-03-30,5.333333333333333
2023-03-31,6.095238095238095
2023-04-01,6.857142857142857
2023-04-02,6.476190476190476
2023-04-03,5.7142857142857135
2023-04-04,5.7142857142857135
2023-04-05,5.333333333333333
2023-04-06,5.333333333333333
2023-04-07,5.7142857142857135
2023-04-08,6.476190476190476
2023-04-09,6.095238095238095
2023-04-10,4.9523809523809526
2023-04-11,6.095238095238095
2023-04-12,6.476190476190476
2023-04-13,5.7142857142857135
2023-04-14,5.333333333333333
2023-04-15,5.7142857142857135
2023-04-16,6.095238095238095
2023-04-17,4.9523809523809526
2023-04-18,4.571428571428571
2023-04-19,4.571428571428571
2023-04-20,4.571428571428571
2023-04-21,4.571428571428571
2023-04-22,5.7142857142857135
