Time,sean_payton
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,2.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,2.0
2022-08-21,1.0
2022-08-22,3.0
2022-08-23,1.0
2022-08-24,0.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,1.0
2022-08-29,1.131578947368421
2022-08-30,0.3157894736842105
2022-08-31,0.3157894736842105
2022-09-01,0.8157894736842105
2022-09-02,0.8157894736842105
2022-09-03,0.8157894736842105
2022-09-04,0.8157894736842105
2022-09-05,1.131578947368421
2022-09-06,0.8157894736842105
2022-09-07,1.131578947368421
2022-09-08,0.8157894736842105
2022-09-09,1.131578947368421
2022-09-10,0.8157894736842105
2022-09-11,8.736842105263158
2022-09-12,4.526315789473684
2022-09-13,1.9473684210526314
2022-09-14,1.4473684210526314
2022-09-15,1.4473684210526314
2022-09-16,1.9473684210526314
2022-09-17,1.131578947368421
2022-09-18,10.368421052631579
2022-09-19,1.9473684210526314
2022-09-20,1.131578947368421
2022-09-21,0.8157894736842105
2022-09-22,1.131578947368421
2022-09-23,1.9473684210526314
2022-09-24,1.131578947368421
2022-09-25,3.0789473684210527
2022-09-26,1.9473684210526314
2022-09-27,1.131578947368421
2022-09-28,0.631578947368421
2022-09-29,0.631578947368421
2022-09-30,0.631578947368421
2022-10-01,1.263157894736842
2022-10-02,4.421052631578947
2022-10-03,1.263157894736842
2022-10-04,1.263157894736842
2022-10-05,0.631578947368421
2022-10-06,0.631578947368421
2022-10-07,1.263157894736842
2022-10-08,1.263157894736842
2022-10-09,3.1578947368421053
2022-10-10,3.1578947368421053
2022-10-11,2.526315789473684
2022-10-12,1.263157894736842
2022-10-13,0.631578947368421
2022-10-14,0.631578947368421
2022-10-15,1.263157894736842
2022-10-16,5.052631578947368
2022-10-17,1.894736842105263
2022-10-18,1.894736842105263
2022-10-19,0.631578947368421
2022-10-20,1.263157894736842
2022-10-21,3.1578947368421053
2022-10-22,1.263157894736842
2022-10-23,1.894736842105263
2022-10-24,1.263157894736842
2022-10-25,1.263157894736842
2022-10-26,1.894736842105263
2022-10-27,0.631578947368421
2022-10-28,0.631578947368421
2022-10-29,1.263157894736842
2022-10-30,1.894736842105263
2022-10-31,1.263157894736842
2022-11-01,0.631578947368421
2022-11-02,0.631578947368421
2022-11-03,0.631578947368421
2022-11-04,0.631578947368421
2022-11-05,0.631578947368421
2022-11-06,3.1578947368421053
2022-11-07,1.894736842105263
2022-11-08,5.684210526315789
2022-11-09,1.263157894736842
2022-11-10,1.263157894736842
2022-11-11,1.263157894736842
2022-11-12,0.631578947368421
2022-11-13,1.263157894736842
2022-11-14,1.263157894736842
2022-11-15,1.894736842105263
2022-11-16,1.263157894736842
2022-11-17,0.631578947368421
2022-11-18,0.631578947368421
2022-11-19,1.263157894736842
2022-11-20,3.1578947368421053
2022-11-21,1.263157894736842
2022-11-22,1.263157894736842
2022-11-23,1.894736842105263
2022-11-24,3.789473684210526
2022-11-25,1.894736842105263
2022-11-26,1.263157894736842
2022-11-27,3.1578947368421053
2022-11-28,3.1578947368421053
2022-11-29,1.894736842105263
2022-11-30,0.631578947368421
2022-12-01,0.631578947368421
2022-12-02,0.631578947368421
2022-12-03,0.631578947368421
2022-12-04,2.526315789473684
2022-12-05,1.263157894736842
2022-12-06,3.1578947368421053
2022-12-07,1.263157894736842
2022-12-08,1.263157894736842
2022-12-09,0.631578947368421
2022-12-10,0.631578947368421
2022-12-11,2.526315789473684
2022-12-12,3.1578947368421053
2022-12-13,3.789473684210526
2022-12-14,3.1578947368421053
2022-12-15,1.894736842105263
2022-12-16,1.263157894736842
2022-12-17,1.263157894736842
2022-12-18,1.263157894736842
2022-12-19,1.263157894736842
2022-12-20,1.263157894736842
2022-12-21,0.631578947368421
2022-12-22,0.631578947368421
2022-12-23,0.631578947368421
2022-12-24,8.842105263157894
2022-12-25,6.947368421052631
2022-12-26,8.210526315789473
2022-12-27,9.473684210526315
2022-12-28,6.315789473684211
2022-12-29,4.421052631578947
2022-12-30,3.789473684210526
2022-12-31,3.1578947368421053
2023-01-01,8.210526315789473
2023-01-02,5.684210526315789
2023-01-03,2.526315789473684
2023-01-04,2.526315789473684
2023-01-05,1.894736842105263
2023-01-06,2.526315789473684
2023-01-07,6.315789473684211
2023-01-08,21.473684210526315
2023-01-09,11.368421052631579
2023-01-10,5.684210526315789
2023-01-11,5.684210526315789
2023-01-12,8.210526315789473
2023-01-13,7.578947368421052
2023-01-14,6.947368421052631
2023-01-15,17.052631578947366
2023-01-16,10.105263157894736
2023-01-17,12.631578947368421
2023-01-18,7.578947368421052
2023-01-19,10.736842105263158
2023-01-20,8.842105263157894
2023-01-21,6.315789473684211
2023-01-22,11.368421052631579
2023-01-23,15.157894736842104
2023-01-24,8.842105263157894
2023-01-25,6.947368421052631
2023-01-26,8.210526315789473
2023-01-27,11.368421052631579
2023-01-28,6.315789473684211
2023-01-29,10.736842105263158
2023-01-30,8.210526315789473
2023-01-31,50.526315789473685
2023-02-01,63.1578947368421
2023-02-02,16.421052631578945
2023-02-03,9.473684210526315
2023-02-04,13.894736842105262
2023-02-05,6.947368421052631
2023-02-06,13.26315789473684
2023-02-07,13.26315789473684
2023-02-08,7.578947368421052
2023-02-09,5.684210526315789
2023-02-10,7.578947368421052
2023-02-11,5.684210526315789
2023-02-12,12.0
2023-02-13,6.947368421052631
2023-02-14,5.052631578947368
2023-02-15,4.421052631578947
2023-02-16,3.1578947368421053
2023-02-17,2.526315789473684
2023-02-18,2.526315789473684
2023-02-19,2.526315789473684
2023-02-20,1.894736842105263
2023-02-21,1.894736842105263
2023-02-22,1.263157894736842
2023-02-23,1.894736842105263
2023-02-24,2.526315789473684
2023-02-25,2.526315789473684
2023-02-26,2.526315789473684
2023-02-27,3.789473684210526
2023-02-28,5.052631578947368
2023-03-01,1.894736842105263
2023-03-02,1.263157894736842
2023-03-03,0.631578947368421
2023-03-04,1.894736842105263
2023-03-05,1.263157894736842
2023-03-06,1.894736842105263
2023-03-07,1.263157894736842
2023-03-08,6.315789473684211
2023-03-09,0.631578947368421
2023-03-10,0.631578947368421
2023-03-11,1.263157894736842
2023-03-12,1.263157894736842
2023-03-13,1.263157894736842
2023-03-14,1.263157894736842
2023-03-15,0.631578947368421
2023-03-16,0.631578947368421
2023-03-17,0.631578947368421
2023-03-18,0.631578947368421
2023-03-19,1.263157894736842
2023-03-20,0.631578947368421
2023-03-21,0.631578947368421
2023-03-22,0.631578947368421
2023-03-23,0.631578947368421
2023-03-24,0.631578947368421
2023-03-25,0.631578947368421
2023-03-26,1.263157894736842
2023-03-27,1.263157894736842
2023-03-28,1.894736842105263
2023-03-29,2.526315789473684
2023-03-30,4.421052631578947
2023-03-31,3.789473684210526
2023-04-01,1.263157894736842
2023-04-02,0.631578947368421
2023-04-03,0.631578947368421
2023-04-04,0.631578947368421
2023-04-05,0.631578947368421
2023-04-06,0.631578947368421
2023-04-07,0.631578947368421
2023-04-08,1.263157894736842
2023-04-09,0.631578947368421
2023-04-10,0.631578947368421
2023-04-11,0.631578947368421
2023-04-12,0.631578947368421
2023-04-13,0.631578947368421
2023-04-14,0.631578947368421
2023-04-15,4.421052631578947
2023-04-16,4.421052631578947
2023-04-17,0.631578947368421
2023-04-18,0.0
2023-04-19,0.631578947368421
2023-04-20,0.631578947368421
2023-04-21,0.631578947368421
2023-04-22,1.263157894736842
2023-04-23,1.263157894736842
2023-04-24,2.526315789473684
2023-04-25,9.473684210526315
2023-04-26,7.729977116704804
2023-04-27,6.768878718535468
2023-04-28,9.020594965675055
2023-04-29,8.485125858123569
2023-04-30,5.903890160183066
2023-05-01,2.4713958810068646
2023-05-02,1.2906178489702516
2023-05-03,0.6453089244851258
2023-05-04,0.6453089244851258
2023-05-05,0.6453089244851258
2023-05-06,0.6453089244851258
2023-05-07,0.6453089244851258
2023-05-08,0.5354691075514874
2023-05-09,0.5354691075514874
2023-05-10,3.5423340961098395
2023-05-11,1.180778032036613
2023-05-12,0.7551487414187642
2023-05-13,1.180778032036613
2023-05-14,0.7551487414187642
2023-05-15,0.6453089244851258
2023-05-16,0.5354691075514874
2023-05-17,1.0709382151029747
2023-05-18,0.6453089244851258
2023-05-19,0.6453089244851258
2023-05-20,0.5354691075514874
2023-05-21,0.6453089244851258
2023-05-22,0.6453089244851258
2023-05-23,0.5354691075514874
2023-05-24,0.6453089244851258
2023-05-25,0.5354691075514874
2023-05-26,1.0983981693363842
2023-05-27,1.0983981693363842
2023-05-28,0.4393592677345537
2023-05-29,0.6590389016018305
2023-05-30,0.4393592677345537
2023-05-31,0.4393592677345537
2023-06-01,0.4393592677345537
2023-06-02,1.0983981693363842
2023-06-03,0.4393592677345537
2023-06-04,0.8787185354691074
2023-06-05,0.4393592677345537
2023-06-06,0.4393592677345537
2023-06-07,0.4393592677345537
2023-06-08,0.4393592677345537
2023-06-09,0.4393592677345537
2023-06-10,0.6590389016018305
2023-06-11,0.6590389016018305
2023-06-12,0.4393592677345537
2023-06-13,3.2951945080091525
2023-06-14,0.6590389016018305
2023-06-15,0.6590389016018305
2023-06-16,0.4393592677345537
2023-06-17,0.4393592677345537
2023-06-18,0.6590389016018305
2023-06-19,0.6590389016018305
2023-06-20,0.21967963386727685
2023-06-21,0.6590389016018305
2023-06-22,0.4393592677345537
2023-06-23,0.4393592677345537
2023-06-24,0.4393592677345537
2023-06-25,0.4393592677345537
2023-06-26,0.4393592677345537
2023-06-27,3.075514874141876
2023-06-28,1.7574370709382148
2023-06-29,0.8787185354691074
2023-06-30,0.6590389016018305
2023-07-01,0.4393592677345537
2023-07-02,0.6590389016018305
2023-07-03,0.6590389016018305
2023-07-04,0.6590389016018305
2023-07-05,0.4393592677345537
2023-07-06,0.4393592677345537
2023-07-07,0.4393592677345537
2023-07-08,0.21967963386727685
2023-07-09,0.6590389016018305
2023-07-10,0.4393592677345537
2023-07-11,0.21967963386727685
2023-07-12,0.4393592677345537
2023-07-13,0.4393592677345537
2023-07-14,0.6590389016018305
2023-07-15,0.6590389016018305
2023-07-16,0.6590389016018305
2023-07-17,0.21967963386727685
2023-07-18,0.4393592677345537
2023-07-19,0.4393592677345537
2023-07-20,0.4393592677345537
2023-07-21,0.21967963386727685
2023-07-22,0.6590389016018305
2023-07-23,0.6590389016018305
2023-07-24,0.4393592677345537
2023-07-25,0.4393592677345537
2023-07-26,0.8787185354691074
2023-07-27,11.203661327231119
2023-07-28,17.135011441647595
2023-07-29,16.915331807780316
2023-07-30,17.135011441647595
2023-07-31,13.400457665903888
2023-08-01,7.029748283752859
2023-08-02,5.491990846681921
2023-08-03,2.416475972540045
2023-08-04,1.7574370709382148
2023-08-05,1.0983981693363842
2023-08-06,0.8787185354691074
2023-08-07,1.0983981693363842
2023-08-08,0.8787185354691074
2023-08-09,1.9771167048054916
2023-08-10,1.318077803203661
2023-08-11,1.318077803203661
2023-08-12,3.5148741418764295
2023-08-13,3.7345537757437066
2023-08-14,1.9771167048054916
2023-08-15,1.537757437070938
2023-08-16,0.8787185354691074
2023-08-17,1.0983981693363842
2023-08-18,1.0983981693363842
2023-08-19,1.0983981693363842
2023-08-20,2.416475972540045
2023-08-21,1.318077803203661
2023-08-22,1.537757437070938
2023-08-23,0.8787185354691074
2023-08-24,0.8787185354691074
2023-08-25,0.6590389016018305
2023-08-26,1.0983981693363842
2023-08-27,3.5148741418764295
2023-08-28,1.9771167048054916
2023-08-29,1.0983981693363842
2023-08-30,0.8787185354691074
2023-08-31,1.0983981693363842
2023-09-01,0.8787185354691074
2023-09-02,1.318077803203661
2023-09-03,1.7574370709382148
2023-09-04,1.537757437070938
2023-09-05,2.1967963386727685
2023-09-06,5.052631578947367
2023-09-07,4.393592677345537
2023-09-08,3.075514874141876
2023-09-09,1.7574370709382148
2023-09-10,8.787185354691074
2023-09-11,3.7345537757437066
2023-09-12,1.537757437070938
2023-09-13,0.6590389016018305
2023-09-14,0.6590389016018305
2023-09-15,0.8787185354691074
2023-09-16,0.8787185354691074
2023-09-17,6.370709382151029
2023-09-18,4.613272311212814
2023-09-19,2.636155606407322
2023-09-20,1.318077803203661
2023-09-21,0.8787185354691074
2023-09-22,1.0983981693363842
2023-09-23,0.8787185354691074
2023-09-24,15.597254004576657
2023-09-25,21.967963386727686
2023-09-26,7.029748283752859
2023-09-27,3.075514874141876
2023-09-28,2.1967963386727685
2023-09-29,1.7574370709382148
2023-09-30,1.318077803203661
2023-10-01,6.370709382151029
2023-10-02,1.9771167048054916
2023-10-03,1.0983981693363842
2023-10-04,0.8787185354691074
2023-10-05,0.8787185354691074
2023-10-06,0.8787185354691074
2023-10-07,0.8787185354691074
2023-10-08,6.590389016018305
2023-10-09,12.741418764302058
2023-10-10,3.075514874141876
2023-10-11,1.9771167048054916
2023-10-12,2.1967963386727685
2023-10-13,15.816933638443933
2023-10-14,2.1967963386727685
2023-10-15,1.9771167048054916
2023-10-16,1.318077803203661
2023-10-17,1.318077803203661
2023-10-18,0.8787185354691074
2023-10-19,0.8787185354691074
2023-10-20,1.9771167048054916
2023-10-21,1.0983981693363842
2023-10-22,2.1967963386727685
2023-10-23,1.0983981693363842
2023-10-24,1.0983981693363842
2023-10-25,0.6590389016018305
2023-10-26,0.6590389016018305
2023-10-27,0.4393592677345537
2023-10-28,0.4393592677345537
2023-10-29,2.416475972540045
2023-10-30,1.537757437070938
2023-10-31,4.393592677345537
2023-11-01,0.6590389016018305
2023-11-02,0.4393592677345537
2023-11-03,0.21967963386727685
2023-11-04,0.4393592677345537
2023-11-05,0.8787185354691074
2023-11-06,0.8787185354691074
2023-11-07,0.21967963386727685
2023-11-08,0.21967963386727685
2023-11-09,0.4393592677345537
2023-11-10,0.4393592677345537
2023-11-11,0.4393592677345537
2023-11-12,0.8787185354691074
2023-11-13,0.8787185354691074
2023-11-14,8.128146453089244
2023-11-15,0.6590389016018305
2023-11-16,0.6590389016018305
2023-11-17,0.4393592677345537
2023-11-18,0.6590389016018305
2023-11-19,1.0983981693363842
2023-11-20,9.00686498855835
2023-11-21,1.318077803203661
2023-11-22,0.8787185354691074
2023-11-23,1.0983981693363842
2023-11-24,2.1967963386727685
2023-11-25,1.318077803203661
2023-11-26,3.2951945080091525
2023-11-27,2.1967963386727685
2023-11-28,1.0983981693363842
2023-11-29,0.6590389016018305
2023-11-30,0.6590389016018305
2023-12-01,0.6590389016018305
2023-12-02,0.6590389016018305
2023-12-03,1.7574370709382148
2023-12-04,0.6590389016018305
2023-12-05,0.4393592677345537
2023-12-06,0.4393592677345537
2023-12-07,0.6590389016018305
2023-12-08,0.4393592677345537
2023-12-09,0.4393592677345537
2023-12-10,1.0983981693363842
2023-12-11,1.318077803203661
2023-12-12,0.8787185354691074
2023-12-13,0.8787185354691074
2023-12-14,0.4393592677345537
2023-12-15,0.8787185354691074
2023-12-16,0.8787185354691074
2023-12-17,15.157894736842103
2023-12-18,5.7116704805491985
2023-12-19,2.8558352402745992
2023-12-20,1.9771167048054916
2023-12-21,1.318077803203661
2023-12-22,1.7428004742736491
2023-12-23,1.2502528597312539
2023-12-24,1.094935046018429
2023-12-25,7.910819129400201
2023-12-26,1.2957308565104402
2023-12-27,3.5310789453264846
2023-12-28,7.71002331890819
2023-12-29,6.122540658347365
2023-12-30,9.051232172197816
2023-12-31,6.368814465618563
2024-01-01,4.4252181808529025
2024-01-02,2.5914617130208804
2024-01-03,1.989074281544847
2024-01-04,1.3412088532896267
2024-01-05,0.8941392355264177
2024-01-06,1.2957308565104402
2024-01-07,2.3906659025288692
2024-01-08,2.6369397098000666
2024-01-09,1.3412088532896267
2024-01-10,1.4965266670024515
2024-01-11,1.3412088532896267
2024-01-12,1.094935046018429
2024-01-13,1.3412088532896267
2024-01-14,1.3412088532896267
2024-01-15,1.7882784710528354
2024-01-16,1.3866868500688132
2024-01-17,0.8486612387472314
2024-01-18,0.6478654282552201
2024-01-19,0.44706961776320886
2024-01-20,0.6478654282552201
2024-01-21,0.9095599355837282
2024-01-22,0.5457359613502369
2024-01-23,0.27286798067511847
2024-01-24,0.4547799677918641
2024-01-25,0.9095599355837282
2024-01-26,0.5457359613502369
2024-01-27,0.7276479484669826
2024-01-28,1.000515929142101
2024-01-29,0.6366919549086097
2024-01-30,0.3638239742334913
2024-01-31,0.7276479484669826
2024-02-01,0.4547799677918641
2024-02-02,0.4547799677918641
2024-02-03,0.5457359613502369
2024-02-04,0.8186039420253554
2024-02-05,0.4547799677918641
2024-02-06,0.4547799677918641
2024-02-07,0.27286798067511847
2024-02-08,0.3638239742334913
2024-02-09,0.5457359613502369
2024-02-10,1.546251890492338
2024-02-11,0.9095599355837282
2024-02-12,0.8186039420253554
2024-02-13,0.4547799677918641
2024-02-14,0.3638239742334913
2024-02-15,0.27286798067511847
2024-02-16,0.3638239742334913
2024-02-17,0.5457359613502369
2024-02-18,0.7276479484669826
2024-02-19,0.7276479484669826
2024-02-20,0.5457359613502369
2024-02-21,0.4547799677918641
2024-02-22,0.3638239742334913
2024-02-23,0.4547799677918641
2024-02-24,0.5457359613502369
2024-02-25,0.4547799677918641
2024-02-26,0.5457359613502369
2024-02-27,0.8186039420253554
2024-02-28,0.5457359613502369
2024-02-29,0.3638239742334913
2024-03-01,0.3638239742334913
2024-03-02,0.5457359613502369
2024-03-03,0.5457359613502369
2024-03-04,1.000515929142101
2024-03-05,1.9100758647258291
2024-03-06,1.000515929142101
2024-03-07,1.0914719227004739
2024-03-08,0.9095599355837282
2024-03-09,1.0914719227004739
2024-03-10,0.8186039420253554
2024-03-11,1.3643399033755923
2024-03-12,0.9095599355837282
2024-03-13,0.6366919549086097
2024-03-14,0.6366919549086097
2024-03-15,0.6366919549086097
2024-03-16,0.8186039420253554
2024-03-17,0.6366919549086097
2024-03-18,0.4547799677918641
2024-03-19,0.3638239742334913
2024-03-20,0.0
2024-03-21,0.27286798067511847
2024-03-22,0.4547799677918641
2024-03-23,0.0
2024-03-24,0.4547799677918641
2024-03-25,0.6366919549086097
2024-03-26,0.3638239742334913
2024-03-27,0.7276479484669826
2024-03-28,1.455295896933965
2024-03-29,0.6366919549086097
2024-03-30,0.6366919549086097
2024-03-31,0.7276479484669826
2024-04-01,0.27286798067511847
2024-04-02,0.27286798067511847
2024-04-03,0.4547799677918641
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.3638239742334913
2024-04-07,0.27286798067511847
2024-04-08,0.18191198711674564
2024-04-09,0.27286798067511847
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.27286798067511847
2024-04-14,0.3638239742334913
2024-04-15,0.27286798067511847
2024-04-16,0.0
2024-04-17,0.18191198711674564
2024-04-18,0.27286798067511847
2024-04-19,0.3638239742334913
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,1.1824279162588467
2024-04-23,0.8186039420253554
2024-04-24,0.4547799677918641
2024-04-25,0.5457359613502369
2024-04-26,3.0015477874263032
2024-04-27,1.7281638776090835
2024-04-28,1.000515929142101
2024-04-29,1.000515929142101
2024-04-30,0.3638239742334913
2024-05-01,0.5457359613502369
2024-05-02,0.3638239742334913
2024-05-03,0.3638239742334913
2024-05-04,0.27286798067511847
2024-05-05,0.5457359613502369
2024-05-06,1.546251890492338
2024-05-07,0.6366919549086097
2024-05-08,0.4547799677918641
2024-05-09,0.3638239742334913
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.5457359613502369
2024-05-13,0.27286798067511847
2024-05-14,0.0
2024-05-15,0.5457359613502369
2024-05-16,0.6366919549086097
2024-05-17,0.27286798067511847
2024-05-18,0.4547799677918641
2024-05-19,0.4547799677918641
2024-05-20,0.4547799677918641
2024-05-21,0.27286798067511847
2024-05-22,0.27286798067511847
2024-05-23,0.0
2024-05-24,0.4547799677918641
2024-05-25,0.8186039420253554
2024-05-26,0.3638239742334913
2024-05-27,0.4547799677918641
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.5457359613502369
2024-06-02,0.5457359613502369
2024-06-03,0.27286798067511847
2024-06-04,0.27286798067511847
2024-06-05,0.27286798067511847
2024-06-06,0.3638239742334913
2024-06-07,0.3638239742334913
2024-06-08,0.3638239742334913
2024-06-09,0.4547799677918641
2024-06-10,0.3638239742334913
2024-06-11,0.3638239742334913
2024-06-12,0.4547799677918641
2024-06-13,0.4547799677918641
2024-06-14,0.27286798067511847
2024-06-15,0.3638239742334913
2024-06-16,0.0
2024-06-17,0.27286798067511847
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.27286798067511847
2024-06-21,0.0
2024-06-22,0.27286798067511847
2024-06-23,0.3638239742334913
2024-06-24,0.27286798067511847
2024-06-25,0.27286798067511847
2024-06-26,0.27286798067511847
2024-06-27,0.0
2024-06-28,0.3638239742334913
2024-06-29,0.3638239742334913
2024-06-30,0.6366919549086097
2024-07-01,0.3638239742334913
2024-07-02,0.3638239742334913
2024-07-03,0.27286798067511847
2024-07-04,0.4547799677918641
2024-07-05,0.0
2024-07-06,0.3638239742334913
2024-07-07,0.4547799677918641
2024-07-08,0.4547799677918641
2024-07-09,0.0
2024-07-10,0.27286798067511847
2024-07-11,0.0
2024-07-12,0.3638239742334913
2024-07-13,0.6366919549086097
2024-07-14,0.0
2024-07-15,0.27286798067511847
2024-07-16,0.0
2024-07-17,0.27286798067511847
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.18191198711674564
2024-07-24,0.3638239742334913
2024-07-25,0.27286798067511847
2024-07-26,0.0
2024-07-27,0.5457359613502369
2024-07-28,0.4547799677918641
2024-07-29,0.27286798067511847
2024-07-30,0.0
2024-07-31,0.4547799677918641
2024-08-01,0.27286798067511847
2024-08-02,0.3638239742334913
2024-08-03,0.3638239742334913
2024-08-04,0.3638239742334913
2024-08-05,0.27286798067511847
2024-08-06,0.4547799677918641
2024-08-07,0.3638239742334913
2024-08-08,0.27286798067511847
2024-08-09,0.0
2024-08-10,0.3638239742334913
2024-08-11,1.3643399033755923
2024-08-12,0.5457359613502369
2024-08-13,0.4547799677918641
2024-08-14,0.4547799677918641
2024-08-15,0.4547799677918641
2024-08-16,0.5457359613502369
2024-08-17,0.3638239742334913
2024-08-18,0.5457359613502369
2024-08-19,1.9100758647258291
2024-08-20,0.4320409694022709
2024-08-21,0.7049089500773893
2024-08-22,0.7049089500773893
2024-08-23,0.8186039420253555
2024-08-24,0.3183459774543049
2024-08-25,2.7286798067511846
2024-08-26,1.0459939259212874
2024-08-27,0.7049089500773893
2024-08-28,0.3183459774543049
2024-08-29,0.4320409694022709
2024-08-30,0.659430953298203
2024-08-31,0.4320409694022709
2024-09-01,0.659430953298203
2024-09-02,0.7049089500773893
2024-09-03,0.5457359613502369
2024-09-04,0.659430953298203
