Time,electoral_votes
2022-10-01,13.176470588235293
2022-10-02,15.058823529411764
2022-10-03,37.64705882352941
2022-10-04,32.0
2022-10-05,37.64705882352941
2022-10-06,35.76470588235294
2022-10-07,24.470588235294116
2022-10-08,11.294117647058822
2022-10-09,15.058823529411764
2022-10-10,26.352941176470587
2022-10-11,32.0
2022-10-12,37.64705882352941
2022-10-13,39.529411764705884
2022-10-14,47.05882352941176
2022-10-15,15.058823529411764
2022-10-16,16.941176470588236
2022-10-17,52.705882352941174
2022-10-18,47.05882352941176
2022-10-19,58.35294117647059
2022-10-20,52.705882352941174
2022-10-21,37.64705882352941
2022-10-22,11.294117647058822
2022-10-23,20.705882352941178
2022-10-24,50.8235294117647
2022-10-25,56.470588235294116
2022-10-26,58.35294117647059
2022-10-27,56.470588235294116
2022-10-28,47.05882352941176
2022-10-29,16.941176470588236
2022-10-30,16.941176470588236
2022-10-31,60.23529411764706
2022-11-01,56.470588235294116
2022-11-02,64.0
2022-11-03,64.0
2022-11-04,58.35294117647059
2022-11-05,20.705882352941178
2022-11-06,32.0
2022-11-07,67.76470588235294
2022-11-08,86.58823529411765
2022-11-09,188.23529411764704
2022-11-10,101.6470588235294
2022-11-11,56.470588235294116
2022-11-12,39.529411764705884
2022-11-13,33.88235294117647
2022-11-14,65.88235294117646
2022-11-15,73.41176470588235
2022-11-16,80.94117647058823
2022-11-17,71.52941176470588
2022-11-18,60.23529411764706
2022-11-19,18.823529411764707
2022-11-20,16.941176470588236
2022-11-21,41.411764705882355
2022-11-22,33.88235294117647
2022-11-23,18.823529411764707
2022-11-24,11.294117647058822
2022-11-25,9.411764705882353
2022-11-26,11.294117647058822
2022-11-27,13.176470588235293
2022-11-28,41.411764705882355
2022-11-29,45.17647058823529
2022-11-30,45.17647058823529
2022-12-01,62.11764705882353
2022-12-02,48.94117647058823
2022-12-03,16.941176470588236
2022-12-04,13.176470588235293
2022-12-05,50.8235294117647
2022-12-06,60.23529411764706
2022-12-07,58.35294117647059
2022-12-08,62.11764705882353
2022-12-09,50.8235294117647
2022-12-10,13.176470588235293
2022-12-11,15.058823529411764
2022-12-12,64.0
2022-12-13,58.35294117647059
2022-12-14,56.470588235294116
2022-12-15,52.705882352941174
2022-12-16,43.294117647058826
2022-12-17,11.294117647058822
2022-12-18,13.176470588235293
2022-12-19,32.0
2022-12-20,28.235294117647058
2022-12-21,24.470588235294116
2022-12-22,13.176470588235293
2022-12-23,11.294117647058822
2022-12-24,0.0
2022-12-25,5.647058823529411
2022-12-26,7.529411764705882
2022-12-27,11.294117647058822
2022-12-28,5.647058823529411
2022-12-29,9.411764705882353
2022-12-30,5.647058823529411
2022-12-31,7.529411764705882
2023-01-01,7.529411764705882
2023-01-02,9.411764705882353
2023-01-03,16.941176470588236
2023-01-04,18.823529411764707
2023-01-05,26.352941176470587
2023-01-06,32.0
2023-01-07,7.529411764705882
2023-01-08,7.529411764705882
2023-01-09,28.235294117647058
2023-01-10,32.0
2023-01-11,30.11764705882353
2023-01-12,39.529411764705884
2023-01-13,30.11764705882353
2023-01-14,7.529411764705882
2023-01-15,7.529411764705882
2023-01-16,11.294117647058822
2023-01-17,33.88235294117647
2023-01-18,37.64705882352941
2023-01-19,30.11764705882353
2023-01-20,28.235294117647058
2023-01-21,9.411764705882353
2023-01-22,9.411764705882353
2023-01-23,30.11764705882353
2023-01-24,37.64705882352941
2023-01-25,30.11764705882353
2023-01-26,28.235294117647058
2023-01-27,26.352941176470587
2023-01-28,5.647058823529411
2023-01-29,11.294117647058822
2023-01-30,28.235294117647058
2023-01-31,30.11764705882353
2023-02-01,30.11764705882353
2023-02-02,26.352941176470587
2023-02-03,28.235294117647058
2023-02-04,7.529411764705882
2023-02-05,13.176470588235293
2023-02-06,35.76470588235294
2023-02-07,35.76470588235294
2023-02-08,30.11764705882353
2023-02-09,37.64705882352941
2023-02-10,32.0
2023-02-11,11.294117647058822
2023-02-12,5.647058823529411
2023-02-13,24.470588235294116
2023-02-14,35.76470588235294
2023-02-15,39.529411764705884
2023-02-16,45.17647058823529
2023-02-17,26.352941176470587
2023-02-18,13.176470588235293
2023-02-19,9.411764705882353
2023-02-20,11.294117647058822
2023-02-21,33.88235294117647
2023-02-22,30.11764705882353
2023-02-23,35.76470588235294
2023-02-24,30.11764705882353
2023-02-25,9.411764705882353
2023-02-26,13.176470588235293
2023-02-27,41.411764705882355
2023-02-28,35.76470588235294
2023-03-01,33.88235294117647
2023-03-02,43.294117647058826
2023-03-03,39.529411764705884
2023-03-04,11.294117647058822
2023-03-05,16.941176470588236
2023-03-06,35.76470588235294
2023-03-07,37.64705882352941
2023-03-08,41.411764705882355
2023-03-09,39.529411764705884
2023-03-10,30.11764705882353
2023-03-11,13.176470588235293
2023-03-12,18.823529411764707
2023-03-13,37.64705882352941
2023-03-14,33.88235294117647
2023-03-15,35.76470588235294
2023-03-16,24.470588235294116
2023-03-17,28.235294117647058
2023-03-18,11.294117647058822
2023-03-19,15.058823529411764
2023-03-20,33.88235294117647
2023-03-21,41.411764705882355
2023-03-22,37.64705882352941
2023-03-23,39.529411764705884
2023-03-24,37.64705882352941
2023-03-25,9.411764705882353
2023-03-26,13.176470588235293
2023-03-27,35.76470588235294
2023-03-28,50.8235294117647
2023-03-29,43.294117647058826
2023-03-30,43.294117647058826
2023-03-31,30.11764705882353
2023-04-01,13.176470588235293
2023-04-02,13.176470588235293
2023-04-03,33.88235294117647
2023-04-04,32.0
2023-04-05,39.529411764705884
2023-04-06,32.0
2023-04-07,15.058823529411764
2023-04-08,15.058823529411764
2023-04-09,13.176470588235293
2023-04-10,35.76470588235294
2023-04-11,35.76470588235294
2023-04-12,33.88235294117647
2023-04-13,39.529411764705884
2023-04-14,35.76470588235294
2023-04-15,11.294117647058822
2023-04-16,15.058823529411764
2023-04-17,41.411764705882355
2023-04-18,41.411764705882355
2023-04-19,43.294117647058826
2023-04-20,39.529411764705884
2023-04-21,35.76470588235294
2023-04-22,9.411764705882353
2023-04-23,11.294117647058822
2023-04-24,45.17647058823529
2023-04-25,43.294117647058826
2023-04-26,48.67226890756302
2023-04-27,39.9327731092437
2023-04-28,40.87394957983193
2023-04-29,12.638655462184873
2023-04-30,19.495798319327733
2023-05-01,41.81512605042017
2023-05-02,36.03361344537815
2023-05-03,36.97478991596638
2023-05-04,39.9327731092437
2023-05-05,33.07563025210084
2023-05-06,12.638655462184873
2023-05-07,11.697478991596638
2023-05-08,39.9327731092437
2023-05-09,36.03361344537815
2023-05-10,37.91596638655462
2023-05-11,40.87394957983193
2023-05-12,32.134453781512605
2023-05-13,11.697478991596638
2023-05-14,8.739495798319329
2023-05-15,41.81512605042017
2023-05-16,39.9327731092437
2023-05-17,32.134453781512605
2023-05-18,36.03361344537815
2023-05-19,28.235294117647058
2023-05-20,11.697478991596638
2023-05-21,12.638655462184873
2023-05-22,28.235294117647058
2023-05-23,28.235294117647058
2023-05-24,25.277310924369747
2023-05-25,20.436974789915965
2023-05-26,20.168067226890756
2023-05-27,8.067226890756302
2023-05-28,8.067226890756302
2023-05-29,8.067226890756302
2023-05-30,20.168067226890756
2023-05-31,20.168067226890756
2023-06-01,16.134453781512605
2023-06-02,12.100840336134453
2023-06-03,8.067226890756302
2023-06-04,8.067226890756302
2023-06-05,20.168067226890756
2023-06-06,16.134453781512605
2023-06-07,16.134453781512605
2023-06-08,16.134453781512605
2023-06-09,24.201680672268907
2023-06-10,12.100840336134453
2023-06-11,8.067226890756302
2023-06-12,16.134453781512605
2023-06-13,16.134453781512605
2023-06-14,12.100840336134453
2023-06-15,12.100840336134453
2023-06-16,12.100840336134453
2023-06-17,8.067226890756302
2023-06-18,0.0
2023-06-19,8.067226890756302
2023-06-20,12.100840336134453
2023-06-21,12.100840336134453
2023-06-22,12.100840336134453
2023-06-23,8.067226890756302
2023-06-24,8.067226890756302
2023-06-25,12.100840336134453
2023-06-26,16.134453781512605
2023-06-27,12.100840336134453
2023-06-28,12.100840336134453
2023-06-29,12.100840336134453
2023-06-30,12.100840336134453
2023-07-01,12.100840336134453
2023-07-02,12.100840336134453
2023-07-03,8.067226890756302
2023-07-04,8.067226890756302
2023-07-05,8.067226890756302
2023-07-06,12.100840336134453
2023-07-07,12.100840336134453
2023-07-08,8.067226890756302
2023-07-09,8.067226890756302
2023-07-10,12.100840336134453
2023-07-11,12.100840336134453
2023-07-12,12.100840336134453
2023-07-13,12.100840336134453
2023-07-14,12.100840336134453
2023-07-15,12.100840336134453
2023-07-16,8.067226890756302
2023-07-17,12.100840336134453
2023-07-18,16.134453781512605
2023-07-19,16.134453781512605
2023-07-20,12.100840336134453
2023-07-21,12.100840336134453
2023-07-22,8.067226890756302
2023-07-23,12.100840336134453
2023-07-24,8.067226890756302
2023-07-25,4.033613445378151
2023-07-26,8.067226890756302
2023-07-27,12.100840336134453
2023-07-28,12.100840336134453
2023-07-29,8.067226890756302
2023-07-30,8.067226890756302
2023-07-31,8.067226890756302
2023-08-01,8.067226890756302
2023-08-02,16.134453781512605
2023-08-03,12.100840336134453
2023-08-04,12.100840336134453
2023-08-05,8.067226890756302
2023-08-06,12.100840336134453
2023-08-07,12.100840336134453
2023-08-08,12.100840336134453
2023-08-09,12.100840336134453
2023-08-10,12.100840336134453
2023-08-11,12.100840336134453
2023-08-12,8.067226890756302
2023-08-13,16.134453781512605
2023-08-14,12.100840336134453
2023-08-15,20.168067226890756
2023-08-16,16.134453781512605
2023-08-17,12.100840336134453
2023-08-18,12.100840336134453
2023-08-19,8.067226890756302
2023-08-20,12.100840336134453
2023-08-21,20.168067226890756
2023-08-22,20.168067226890756
2023-08-23,20.168067226890756
2023-08-24,28.235294117647058
2023-08-25,24.201680672268907
2023-08-26,12.100840336134453
2023-08-27,16.134453781512605
2023-08-28,20.168067226890756
2023-08-29,24.201680672268907
2023-08-30,16.134453781512605
2023-08-31,20.168067226890756
2023-09-01,16.134453781512605
2023-09-02,8.067226890756302
2023-09-03,8.067226890756302
2023-09-04,16.134453781512605
2023-09-05,20.168067226890756
2023-09-06,28.235294117647058
2023-09-07,24.201680672268907
2023-09-08,24.201680672268907
2023-09-09,16.134453781512605
2023-09-10,16.134453781512605
2023-09-11,24.201680672268907
2023-09-12,32.26890756302521
2023-09-13,28.235294117647058
2023-09-14,28.235294117647058
2023-09-15,24.201680672268907
2023-09-16,12.100840336134453
2023-09-17,12.100840336134453
2023-09-18,32.26890756302521
2023-09-19,32.26890756302521
2023-09-20,40.33613445378151
2023-09-21,36.30252100840336
2023-09-22,32.26890756302521
2023-09-23,12.100840336134453
2023-09-24,12.100840336134453
2023-09-25,28.235294117647058
2023-09-26,32.26890756302521
2023-09-27,36.30252100840336
2023-09-28,40.33613445378151
2023-09-29,28.235294117647058
2023-09-30,16.134453781512605
2023-10-01,16.134453781512605
2023-10-02,40.33613445378151
2023-10-03,40.33613445378151
2023-10-04,36.30252100840336
2023-10-05,36.30252100840336
2023-10-06,32.26890756302521
2023-10-07,12.100840336134453
2023-10-08,12.100840336134453
2023-10-09,28.235294117647058
2023-10-10,40.33613445378151
2023-10-11,44.36974789915966
2023-10-12,36.30252100840336
2023-10-13,32.26890756302521
2023-10-14,12.100840336134453
2023-10-15,16.134453781512605
2023-10-16,44.36974789915966
2023-10-17,48.403361344537814
2023-10-18,48.403361344537814
2023-10-19,48.403361344537814
2023-10-20,40.33613445378151
2023-10-21,16.134453781512605
2023-10-22,20.168067226890756
2023-10-23,56.470588235294116
2023-10-24,52.436974789915965
2023-10-25,56.470588235294116
2023-10-26,56.470588235294116
2023-10-27,44.36974789915966
2023-10-28,20.168067226890756
2023-10-29,20.168067226890756
2023-10-30,56.470588235294116
2023-10-31,52.436974789915965
2023-11-01,52.436974789915965
2023-11-02,60.50420168067227
2023-11-03,52.436974789915965
2023-11-04,20.168067226890756
2023-11-05,20.168067226890756
2023-11-06,64.53781512605042
2023-11-07,64.53781512605042
2023-11-08,60.50420168067227
2023-11-09,56.470588235294116
2023-11-10,44.36974789915966
2023-11-11,12.100840336134453
2023-11-12,20.168067226890756
2023-11-13,64.53781512605042
2023-11-14,60.50420168067227
2023-11-15,64.53781512605042
2023-11-16,64.53781512605042
2023-11-17,52.436974789915965
2023-11-18,16.134453781512605
2023-11-19,16.134453781512605
2023-11-20,44.36974789915966
2023-11-21,36.30252100840336
2023-11-22,20.168067226890756
2023-11-23,12.100840336134453
2023-11-24,8.067226890756302
2023-11-25,8.067226890756302
2023-11-26,12.100840336134453
2023-11-27,44.36974789915966
2023-11-28,52.436974789915965
2023-11-29,56.470588235294116
2023-11-30,60.50420168067227
2023-12-01,52.436974789915965
2023-12-02,16.134453781512605
2023-12-03,20.168067226890756
2023-12-04,60.50420168067227
2023-12-05,60.50420168067227
2023-12-06,64.53781512605042
2023-12-07,64.53781512605042
2023-12-08,64.53781512605042
2023-12-09,16.134453781512605
2023-12-10,16.134453781512605
2023-12-11,60.50420168067227
2023-12-12,64.53781512605042
2023-12-13,52.436974789915965
2023-12-14,60.50420168067227
2023-12-15,52.436974789915965
2023-12-16,16.134453781512605
2023-12-17,12.100840336134453
2023-12-18,44.36974789915966
2023-12-19,116.97478991596638
2023-12-20,403.3613445378151
2023-12-21,84.70588235294117
2023-12-22,40.080842463567706
2023-12-23,19.376662057227954
2023-12-24,11.360493564514414
2023-12-25,16.03233698542708
2023-12-26,12.688011913626209
2023-12-27,24.048505478140623
2023-12-28,17.359855334538878
2023-12-29,152.30720136155728
2023-12-30,44.75268588448037
2023-12-31,20.704180406339752
2024-01-01,17.359855334538878
2024-01-02,24.048505478140623
2024-01-03,33.39219231996596
2024-01-04,35.40899904265504
2024-01-05,44.75268588448037
2024-01-06,24.048505478140623
2024-01-07,24.048505478140623
2024-01-08,40.080842463567706
2024-01-09,32.06467397085416
2024-01-10,52.76885437719392
2024-01-11,44.75268588448037
2024-01-12,43.42516753536857
2024-01-13,19.376662057227954
2024-01-14,20.704180406339752
2024-01-15,33.39219231996596
2024-01-16,91.52217849164981
2024-01-17,56.113179448994785
2024-01-18,44.75268588448037
2024-01-19,41.408360812679504
2024-01-20,28.720348899053292
2024-01-21,37.1705137751303
2024-01-22,47.79066056802468
2024-01-23,63.72088075736623
2024-01-24,98.23635783427295
2024-01-25,53.100733964471864
2024-01-26,50.44569726624827
2024-01-27,18.58525688756515
2024-01-28,21.240293585788745
2024-01-29,47.79066056802468
2024-01-30,47.79066056802468
2024-01-31,45.13562386980108
2024-02-01,45.13562386980108
2024-02-02,47.79066056802468
2024-02-03,18.58525688756515
2024-02-04,23.89533028401234
2024-02-05,45.13562386980108
2024-02-06,47.79066056802468
2024-02-07,47.79066056802468
2024-02-08,53.100733964471864
2024-02-09,55.755770662695454
2024-02-10,26.550366982235932
2024-02-11,23.89533028401234
2024-02-12,45.13562386980108
2024-02-13,39.8255504733539
2024-02-14,47.79066056802468
2024-02-15,50.44569726624827
2024-02-16,31.860440378683116
2024-02-17,18.58525688756515
2024-02-18,15.930220189341558
2024-02-19,29.205403680459526
2024-02-20,42.48058717157749
2024-02-21,42.48058717157749
2024-02-22,45.13562386980108
2024-02-23,42.48058717157749
2024-02-24,23.89533028401234
2024-02-25,34.51547707690671
2024-02-26,61.06584405914264
2024-02-27,53.100733964471864
2024-02-28,58.41080736091905
2024-02-29,53.100733964471864
2024-03-01,58.41080736091905
2024-03-02,26.550366982235932
2024-03-03,31.860440378683116
2024-03-04,92.92628443782576
2024-03-05,79.6511009467078
2024-03-06,130.09679821295606
2024-03-07,74.3410275502606
2024-03-08,55.755770662695454
2024-03-09,26.550366982235932
2024-03-10,31.860440378683116
2024-03-11,50.44569726624827
2024-03-12,61.06584405914264
2024-03-13,61.06584405914264
2024-03-14,55.755770662695454
2024-03-15,42.48058717157749
2024-03-16,18.58525688756515
2024-03-17,21.240293585788745
2024-03-18,53.100733964471864
2024-03-19,63.72088075736623
2024-03-20,55.755770662695454
2024-03-21,55.755770662695454
2024-03-22,47.79066056802468
2024-03-23,23.89533028401234
2024-03-24,26.550366982235932
2024-03-25,39.8255504733539
2024-03-26,50.44569726624827
2024-03-27,55.755770662695454
2024-03-28,47.79066056802468
2024-03-29,18.58525688756515
2024-03-30,15.930220189341558
2024-03-31,23.89533028401234
2024-04-01,34.51547707690671
2024-04-02,45.13562386980108
2024-04-03,61.06584405914264
2024-04-04,61.06584405914264
2024-04-05,45.13562386980108
2024-04-06,21.240293585788745
2024-04-07,26.550366982235932
2024-04-08,47.79066056802468
2024-04-09,45.13562386980108
2024-04-10,53.100733964471864
2024-04-11,58.41080736091905
2024-04-12,55.755770662695454
2024-04-13,21.240293585788745
2024-04-14,18.58525688756515
2024-04-15,53.100733964471864
2024-04-16,53.100733964471864
2024-04-17,45.13562386980108
2024-04-18,55.755770662695454
2024-04-19,47.79066056802468
2024-04-20,18.58525688756515
2024-04-21,18.58525688756515
2024-04-22,47.79066056802468
2024-04-23,50.44569726624827
2024-04-24,55.755770662695454
2024-04-25,58.41080736091905
2024-04-26,55.755770662695454
2024-04-27,18.58525688756515
2024-04-28,26.550366982235932
2024-04-29,50.44569726624827
2024-04-30,55.755770662695454
2024-05-01,47.79066056802468
2024-05-02,50.44569726624827
2024-05-03,42.48058717157749
2024-05-04,23.89533028401234
2024-05-05,26.550366982235932
2024-05-06,45.13562386980108
2024-05-07,47.79066056802468
2024-05-08,50.44569726624827
2024-05-09,47.79066056802468
2024-05-10,39.8255504733539
2024-05-11,18.58525688756515
2024-05-12,21.240293585788745
2024-05-13,53.100733964471864
2024-05-14,50.44569726624827
2024-05-15,42.48058717157749
2024-05-16,39.8255504733539
2024-05-17,34.51547707690671
2024-05-18,18.58525688756515
2024-05-19,15.930220189341558
2024-05-20,29.205403680459526
2024-05-21,37.1705137751303
2024-05-22,39.8255504733539
2024-05-23,42.48058717157749
2024-05-24,31.860440378683116
2024-05-25,21.240293585788745
2024-05-26,15.930220189341558
2024-05-27,23.89533028401234
2024-05-28,29.205403680459526
2024-05-29,26.550366982235932
2024-05-30,31.860440378683116
2024-05-31,34.51547707690671
2024-06-01,21.240293585788745
2024-06-02,23.89533028401234
2024-06-03,31.860440378683116
2024-06-04,29.205403680459526
2024-06-05,29.205403680459526
2024-06-06,23.89533028401234
2024-06-07,21.240293585788745
2024-06-08,15.930220189341558
2024-06-09,23.89533028401234
2024-06-10,23.89533028401234
2024-06-11,23.89533028401234
2024-06-12,21.240293585788745
2024-06-13,21.240293585788745
2024-06-14,18.58525688756515
2024-06-15,15.930220189341558
2024-06-16,26.550366982235932
2024-06-17,21.240293585788745
2024-06-18,23.89533028401234
2024-06-19,21.240293585788745
2024-06-20,18.58525688756515
2024-06-21,21.240293585788745
2024-06-22,18.58525688756515
2024-06-23,26.550366982235932
2024-06-24,23.89533028401234
2024-06-25,21.240293585788745
2024-06-26,29.205403680459526
2024-06-27,26.550366982235932
2024-06-28,76.9960642484842
2024-06-29,39.8255504733539
2024-06-30,34.51547707690671
2024-07-01,39.8255504733539
2024-07-02,37.1705137751303
2024-07-03,37.1705137751303
2024-07-04,39.8255504733539
2024-07-05,31.860440378683116
2024-07-06,31.860440378683116
2024-07-07,29.205403680459526
2024-07-08,34.51547707690671
2024-07-09,37.1705137751303
2024-07-10,26.550366982235932
2024-07-11,31.860440378683116
2024-07-12,39.8255504733539
2024-07-13,39.8255504733539
2024-07-14,58.41080736091905
2024-07-15,127.44176151473246
2024-07-16,79.6511009467078
2024-07-17,84.96117434315498
2024-07-18,74.3410275502606
2024-07-19,63.72088075736623
2024-07-20,50.44569726624827
2024-07-21,143.37198170407402
2024-07-22,233.6432294436762
2024-07-23,193.8176789703223
2024-07-24,156.647165195192
2024-07-25,138.06190830762685
2024-07-26,106.20146792894373
2024-07-27,108.85650462716731
2024-07-28,106.20146792894373
2024-07-29,98.23635783427295
2024-07-30,151.3370917987448
2024-07-31,124.78672481650888
2024-08-01,76.9960642484842
2024-08-02,95.58132113604935
2024-08-03,106.20146792894373
2024-08-04,87.61621104137858
2024-08-05,100.89139453249653
2024-08-06,265.5036698223593
2024-08-07,106.20146792894373
2024-08-08,82.30613764493138
2024-08-09,69.03095415381343
2024-08-10,69.03095415381343
2024-08-11,61.06584405914264
2024-08-12,53.100733964471864
2024-08-13,61.06584405914264
2024-08-14,71.68599085203701
2024-08-15,61.06584405914264
2024-08-16,53.100733964471864
2024-08-17,66.37591745558983
2024-08-18,38.4980321242421
2024-08-19,41.15306882246569
2024-08-20,42.48058717157749
2024-08-21,106.70146792894373
2024-08-22,50.44569726624827
2024-08-23,63.72088075736623
2024-08-24,45.13562386980108
2024-08-25,39.8255504733539
2024-08-26,38.4980321242421
2024-08-27,34.51547707690671
2024-08-28,39.8255504733539
2024-08-29,35.842995426018504
2024-08-30,35.842995426018504
2024-08-31,26.550366982235932
2024-09-01,26.550366982235932
2024-09-02,29.205403680459526
2024-09-03,39.8255504733539
2024-09-04,46.46314221891288
2024-09-05,45.13562386980108
2024-09-06,42.48058717157749
2024-09-07,27.877885331347727
2024-09-08,23.89533028401234
2024-09-09,39.8255504733539
2024-09-10,46.46314221891288
2024-09-11,87.61621104137858
2024-09-12,61.06584405914264
2024-09-13,65.04839910647803
2024-09-14,43.80810552068929
2024-09-15,43.80810552068929
2024-09-16,46.46314221891288
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
