Time,dunkin_donuts
2022-05-14,59.0
2022-05-15,61.0
2022-05-16,40.0
2022-05-17,42.0
2022-05-18,45.0
2022-05-19,44.0
2022-05-20,46.0
2022-05-21,63.0
2022-05-22,59.0
2022-05-23,40.0
2022-05-24,40.0
2022-05-25,44.0
2022-05-26,44.0
2022-05-27,49.0
2022-05-28,56.0
2022-05-29,58.0
2022-05-30,70.0
2022-05-31,44.0
2022-06-01,43.0
2022-06-02,45.0
2022-06-03,94.0
2022-06-04,64.0
2022-06-05,54.0
2022-06-06,42.0
2022-06-07,44.0
2022-06-08,46.0
2022-06-09,43.0
2022-06-10,48.0
2022-06-11,52.0
2022-06-12,58.0
2022-06-13,43.0
2022-06-14,45.0
2022-06-15,44.0
2022-06-16,46.0
2022-06-17,47.0
2022-06-18,59.0
2022-06-19,63.0
2022-06-20,46.0
2022-06-21,47.0
2022-06-22,50.0
2022-06-23,48.0
2022-06-24,48.0
2022-06-25,58.0
2022-06-26,60.0
2022-06-27,47.0
2022-06-28,46.0
2022-06-29,47.0
2022-06-30,49.0
2022-07-01,51.0
2022-07-02,57.0
2022-07-03,58.0
2022-07-04,78.0
2022-07-05,45.0
2022-07-06,43.0
2022-07-07,48.0
2022-07-08,50.0
2022-07-09,57.0
2022-07-10,59.0
2022-07-11,43.0
2022-07-12,43.0
2022-07-13,46.0
2022-07-14,48.0
2022-07-15,47.0
2022-07-16,59.0
2022-07-17,56.0
2022-07-18,44.0
2022-07-19,46.0
2022-07-20,48.0
2022-07-21,48.0
2022-07-22,49.0
2022-07-23,59.0
2022-07-24,59.0
2022-07-25,48.0
2022-07-26,46.0
2022-07-27,46.0
2022-07-28,45.0
2022-07-29,54.0
2022-07-30,53.0
2022-07-31,59.0
2022-08-01,44.0
2022-08-02,43.0
2022-08-03,46.0
2022-08-04,47.0
2022-08-05,48.0
2022-08-06,52.0
2022-08-07,57.0
2022-08-08,44.0
2022-08-09,43.0
2022-08-10,47.0
2022-08-11,46.0
2022-08-12,49.0
2022-08-13,58.0
2022-08-14,63.0
2022-08-15,46.0
2022-08-16,44.0
2022-08-17,51.0
2022-08-18,51.0
2022-08-19,54.0
2022-08-20,64.0
2022-08-21,58.0
2022-08-22,42.0
2022-08-23,49.0
2022-08-24,46.0
2022-08-25,45.0
2022-08-26,49.0
2022-08-27,59.0
2022-08-28,58.0
2022-08-29,41.20535349407437
2022-08-30,43.14650592562321
2022-08-31,47.028810788720875
2022-09-01,48.96996322026972
2022-09-02,49.46996322026972
2022-09-03,58.175725378013894
2022-09-04,60.61687780956272
2022-09-05,68.38148753575807
2022-09-06,39.764201062525544
2022-09-07,39.764201062525544
2022-09-08,39.264201062525544
2022-09-09,47.028810788720875
2022-09-10,56.23457294646506
2022-09-11,54.29342051491622
2022-09-12,41.20535349407437
2022-09-13,39.764201062525544
2022-09-14,43.14650592562321
2022-09-15,39.764201062525544
2022-09-16,45.087658357172046
2022-09-17,58.675725378013894
2022-09-18,54.79342051491622
2022-09-19,36.38189619942787
2022-09-20,37.8230486309767
2022-09-21,37.8230486309767
2022-09-22,45.087658357172046
2022-09-23,41.70535349407437
2022-09-24,55.29342051491622
2022-09-25,60.11687780956272
2022-09-26,37.3230486309767
2022-09-27,40.264201062525544
2022-09-28,43.29301185124642
2022-09-29,62.116060482223126
2022-09-30,47.05762157744176
2022-10-01,54.58684102983244
2022-10-02,52.70453616673477
2022-10-03,39.52840212505108
2022-10-04,39.52840212505108
2022-10-05,41.410706988148746
2022-10-06,43.29301185124642
2022-10-07,48.93992644053943
2022-10-08,54.58684102983244
2022-10-09,56.469145892930115
2022-10-10,45.17531671434409
2022-10-11,39.52840212505108
2022-10-12,41.410706988148746
2022-10-13,41.410706988148746
2022-10-14,47.05762157744176
2022-10-15,54.58684102983244
2022-10-16,52.70453616673477
2022-10-17,37.64609726195341
2022-10-18,41.410706988148746
2022-10-19,39.52840212505108
2022-10-20,41.410706988148746
2022-10-21,43.29301185124642
2022-10-22,56.469145892930115
2022-10-23,50.8222313036371
2022-10-24,37.64609726195341
2022-10-25,37.64609726195341
2022-10-26,43.29301185124642
2022-10-27,41.410706988148746
2022-10-28,41.410706988148746
2022-10-29,50.8222313036371
2022-10-30,52.70453616673477
2022-10-31,43.29301185124642
2022-11-01,33.88148753575807
2022-11-02,35.763792398855735
2022-11-03,41.410706988148746
2022-11-04,43.29301185124642
2022-11-05,50.8222313036371
2022-11-06,52.70453616673477
2022-11-07,37.64609726195341
2022-11-08,39.52840212505108
2022-11-09,33.88148753575807
2022-11-10,47.05762157744176
2022-11-11,50.8222313036371
2022-11-12,52.70453616673477
2022-11-13,50.8222313036371
2022-11-14,37.64609726195341
2022-11-15,39.52840212505108
2022-11-16,41.410706988148746
2022-11-17,41.410706988148746
2022-11-18,47.05762157744176
2022-11-19,58.35145075602778
2022-11-20,54.58684102983244
2022-11-21,39.52840212505108
2022-11-22,39.52840212505108
2022-11-23,47.05762157744176
2022-11-24,137.40825500612993
2022-11-25,48.93992644053943
2022-11-26,47.05762157744176
2022-11-27,48.93992644053943
2022-11-28,33.88148753575807
2022-11-29,33.88148753575807
2022-11-30,33.88148753575807
2022-12-01,41.410706988148746
2022-12-02,39.52840212505108
2022-12-03,48.93992644053943
2022-12-04,48.93992644053943
2022-12-05,35.763792398855735
2022-12-06,35.763792398855735
2022-12-07,35.763792398855735
2022-12-08,39.52840212505108
2022-12-09,43.29301185124642
2022-12-10,50.8222313036371
2022-12-11,48.93992644053943
2022-12-12,39.52840212505108
2022-12-13,35.763792398855735
2022-12-14,43.29301185124642
2022-12-15,39.52840212505108
2022-12-16,45.17531671434409
2022-12-17,52.70453616673477
2022-12-18,50.8222313036371
2022-12-19,43.29301185124642
2022-12-20,47.05762157744176
2022-12-21,45.17531671434409
2022-12-22,47.05762157744176
2022-12-23,52.70453616673477
2022-12-24,77.17449938700449
2022-12-25,188.23048630976703
2022-12-26,52.70453616673477
2022-12-27,39.52840212505108
2022-12-28,41.410706988148746
2022-12-29,45.17531671434409
2022-12-30,43.29301185124642
2022-12-31,52.70453616673477
2023-01-01,71.52758479771147
2023-01-02,45.17531671434409
2023-01-03,31.999182672660396
2023-01-04,33.88148753575807
2023-01-05,37.64609726195341
2023-01-06,35.763792398855735
2023-01-07,45.17531671434409
2023-01-08,45.17531671434409
2023-01-09,33.88148753575807
2023-01-10,39.52840212505108
2023-01-11,37.64609726195341
2023-01-12,33.88148753575807
2023-01-13,39.52840212505108
2023-01-14,48.93992644053943
2023-01-15,48.93992644053943
2023-01-16,41.410706988148746
2023-01-17,35.763792398855735
2023-01-18,31.999182672660396
2023-01-19,35.763792398855735
2023-01-20,35.763792398855735
2023-01-21,47.05762157744176
2023-01-22,41.410706988148746
2023-01-23,31.999182672660396
2023-01-24,33.88148753575807
2023-01-25,35.763792398855735
2023-01-26,35.763792398855735
2023-01-27,39.52840212505108
2023-01-28,48.93992644053943
2023-01-29,47.05762157744176
2023-01-30,33.88148753575807
2023-01-31,35.763792398855735
2023-02-01,37.64609726195341
2023-02-02,37.64609726195341
2023-02-03,43.29301185124642
2023-02-04,50.8222313036371
2023-02-05,48.93992644053943
2023-02-06,35.763792398855735
2023-02-07,39.52840212505108
2023-02-08,37.64609726195341
2023-02-09,39.52840212505108
2023-02-10,45.17531671434409
2023-02-11,54.58684102983244
2023-02-12,56.469145892930115
2023-02-13,73.40988966080914
2023-02-14,60.23375561912545
2023-02-15,39.52840212505108
2023-02-16,39.52840212505108
2023-02-17,43.29301185124642
2023-02-18,52.70453616673477
2023-02-19,50.8222313036371
2023-02-20,39.52840212505108
2023-02-21,33.88148753575807
2023-02-22,37.64609726195341
2023-02-23,33.88148753575807
2023-02-24,37.64609726195341
2023-02-25,48.93992644053943
2023-02-26,52.70453616673477
2023-02-27,35.763792398855735
2023-02-28,33.88148753575807
2023-03-01,35.763792398855735
2023-03-02,37.64609726195341
2023-03-03,37.64609726195341
2023-03-04,48.93992644053943
2023-03-05,47.05762157744176
2023-03-06,33.88148753575807
2023-03-07,33.88148753575807
2023-03-08,37.64609726195341
2023-03-09,37.64609726195341
2023-03-10,39.52840212505108
2023-03-11,52.70453616673477
2023-03-12,47.05762157744176
2023-03-13,39.52840212505108
2023-03-14,35.763792398855735
2023-03-15,39.52840212505108
2023-03-16,39.52840212505108
2023-03-17,43.29301185124642
2023-03-18,48.93992644053943
2023-03-19,48.93992644053943
2023-03-20,37.64609726195341
2023-03-21,33.88148753575807
2023-03-22,35.763792398855735
2023-03-23,41.410706988148746
2023-03-24,43.29301185124642
2023-03-25,50.8222313036371
2023-03-26,54.58684102983244
2023-03-27,33.88148753575807
2023-03-28,35.763792398855735
2023-03-29,35.763792398855735
2023-03-30,35.763792398855735
2023-03-31,39.52840212505108
2023-04-01,48.93992644053943
2023-04-02,50.8222313036371
2023-04-03,35.763792398855735
2023-04-04,39.52840212505108
2023-04-05,35.763792398855735
2023-04-06,39.52840212505108
2023-04-07,43.29301185124642
2023-04-08,50.8222313036371
2023-04-09,77.17449938700449
2023-04-10,37.64609726195341
2023-04-11,35.763792398855735
2023-04-12,37.64609726195341
2023-04-13,35.763792398855735
2023-04-14,41.410706988148746
2023-04-15,50.8222313036371
2023-04-16,48.93992644053943
2023-04-17,35.763792398855735
2023-04-18,37.64609726195341
2023-04-19,35.763792398855735
2023-04-20,39.52840212505108
2023-04-21,41.410706988148746
2023-04-22,47.05762157744176
2023-04-23,50.8222313036371
2023-04-24,35.763792398855735
2023-04-25,35.763792398855735
2023-04-26,39.52840212505108
2023-04-27,43.1293331674988
2023-04-28,43.1293331674988
2023-04-29,53.93212629484195
2023-04-30,51.19050834206926
2023-05-01,41.32886764627494
2023-05-02,39.52840212505108
2023-05-03,38.66908903537606
2023-05-04,37.72793660382722
2023-05-05,39.52840212505108
2023-05-06,52.990973863293114
2023-05-07,52.131660773618094
2023-05-08,39.52840212505108
2023-05-09,37.72793660382722
2023-05-10,37.72793660382722
2023-05-11,39.52840212505108
2023-05-12,43.98864625717382
2023-05-13,58.39237042696469
2023-05-14,56.59190490574083
2023-05-15,37.72793660382722
2023-05-16,39.52840212505108
2023-05-17,39.52840212505108
2023-05-18,41.32886764627494
2023-05-19,46.73026420994651
2023-05-20,51.19050834206926
2023-05-21,52.990973863293114
2023-05-22,42.188180735949956
2023-05-23,39.52840212505108
2023-05-24,43.1293331674988
2023-05-25,41.32886764627494
2023-05-26,42.96565448375117
2023-05-27,54.996037739201505
2023-05-28,58.4332900979016
2023-05-29,58.4332900979016
2023-05-30,36.09114976635099
2023-05-31,41.24702830440113
2023-06-01,48.12153302180132
2023-06-02,96.24306604360264
2023-06-03,56.71466391855155
2023-06-04,56.71466391855155
2023-06-05,41.24702830440113
2023-06-06,39.52840212505108
2023-06-07,39.52840212505108
2023-06-08,42.96565448375117
2023-06-09,42.96565448375117
2023-06-10,51.55878538050141
2023-06-11,49.840159201151366
2023-06-12,39.52840212505108
2023-06-13,41.24702830440113
2023-06-14,42.96565448375117
2023-06-15,44.68428066310122
2023-06-16,44.68428066310122
2023-06-17,51.55878538050141
2023-06-18,58.4332900979016
2023-06-19,41.24702830440113
2023-06-20,39.52840212505108
2023-06-21,41.24702830440113
2023-06-22,41.24702830440113
2023-06-23,42.96565448375117
2023-06-24,48.12153302180132
2023-06-25,49.840159201151366
2023-06-26,39.52840212505108
2023-06-27,39.52840212505108
2023-06-28,41.24702830440113
2023-06-29,41.24702830440113
2023-06-30,46.40290684245127
2023-07-01,53.27741155985146
2023-07-02,51.55878538050141
2023-07-03,44.68428066310122
2023-07-04,61.87054245660169
2023-07-05,39.52840212505108
2023-07-06,49.840159201151366
2023-07-07,42.96565448375117
2023-07-08,49.840159201151366
2023-07-09,51.55878538050141
2023-07-10,37.809775945701034
2023-07-11,39.52840212505108
2023-07-12,41.24702830440113
2023-07-13,41.24702830440113
2023-07-14,44.68428066310122
2023-07-15,54.996037739201505
2023-07-16,49.840159201151366
2023-07-17,37.809775945701034
2023-07-18,37.809775945701034
2023-07-19,41.24702830440113
2023-07-20,41.24702830440113
2023-07-21,41.24702830440113
2023-07-22,51.55878538050141
2023-07-23,49.840159201151366
2023-07-24,37.809775945701034
2023-07-25,39.52840212505108
2023-07-26,39.52840212505108
2023-07-27,39.52840212505108
2023-07-28,44.68428066310122
2023-07-29,49.840159201151366
2023-07-30,53.27741155985146
2023-07-31,39.52840212505108
2023-08-01,37.809775945701034
2023-08-02,39.52840212505108
2023-08-03,42.96565448375117
2023-08-04,42.96565448375117
2023-08-05,48.12153302180132
2023-08-06,54.996037739201505
2023-08-07,39.52840212505108
2023-08-08,42.96565448375117
2023-08-09,42.96565448375117
2023-08-10,41.24702830440113
2023-08-11,44.68428066310122
2023-08-12,49.840159201151366
2023-08-13,56.71466391855155
2023-08-14,44.68428066310122
2023-08-15,44.68428066310122
2023-08-16,46.40290684245127
2023-08-17,46.40290684245127
2023-08-18,46.40290684245127
2023-08-19,56.71466391855155
2023-08-20,53.27741155985146
2023-08-21,41.24702830440113
2023-08-22,39.52840212505108
2023-08-23,44.68428066310122
2023-08-24,39.52840212505108
2023-08-25,44.68428066310122
2023-08-26,51.55878538050141
2023-08-27,53.27741155985146
2023-08-28,37.809775945701034
2023-08-29,36.09114976635099
2023-08-30,42.96565448375117
2023-08-31,41.24702830440113
2023-09-01,48.12153302180132
2023-09-02,49.840159201151366
2023-09-03,54.996037739201505
2023-09-04,60.151916277251644
2023-09-05,36.09114976635099
2023-09-06,36.09114976635099
2023-09-07,34.37252358700094
2023-09-08,41.24702830440113
2023-09-09,53.27741155985146
2023-09-10,46.40290684245127
2023-09-11,37.809775945701034
2023-09-12,36.09114976635099
2023-09-13,42.96565448375117
2023-09-14,42.96565448375117
2023-09-15,46.40290684245127
2023-09-16,53.27741155985146
2023-09-17,49.840159201151366
2023-09-18,41.24702830440113
2023-09-19,36.09114976635099
2023-09-20,36.09114976635099
2023-09-21,39.52840212505108
2023-09-22,44.68428066310122
2023-09-23,53.27741155985146
2023-09-24,49.840159201151366
2023-09-25,39.52840212505108
2023-09-26,36.09114976635099
2023-09-27,36.09114976635099
2023-09-28,44.68428066310122
2023-09-29,53.27741155985146
2023-09-30,56.71466391855155
2023-10-01,48.12153302180132
2023-10-02,34.37252358700094
2023-10-03,34.37252358700094
2023-10-04,36.09114976635099
2023-10-05,42.96565448375117
2023-10-06,41.24702830440113
2023-10-07,49.840159201151366
2023-10-08,51.55878538050141
2023-10-09,39.52840212505108
2023-10-10,34.37252358700094
2023-10-11,36.09114976635099
2023-10-12,37.809775945701034
2023-10-13,41.24702830440113
2023-10-14,49.840159201151366
2023-10-15,49.840159201151366
2023-10-16,36.09114976635099
2023-10-17,36.09114976635099
2023-10-18,37.809775945701034
2023-10-19,36.09114976635099
2023-10-20,37.809775945701034
2023-10-21,49.840159201151366
2023-10-22,51.55878538050141
2023-10-23,36.09114976635099
2023-10-24,34.37252358700094
2023-10-25,34.37252358700094
2023-10-26,37.809775945701034
2023-10-27,37.809775945701034
2023-10-28,48.12153302180132
2023-10-29,48.12153302180132
2023-10-30,34.37252358700094
2023-10-31,36.09114976635099
2023-11-01,36.09114976635099
2023-11-02,37.809775945701034
2023-11-03,44.68428066310122
2023-11-04,53.27741155985146
2023-11-05,56.71466391855155
2023-11-06,44.68428066310122
2023-11-07,37.809775945701034
2023-11-08,41.24702830440113
2023-11-09,39.52840212505108
2023-11-10,49.840159201151366
2023-11-11,58.4332900979016
2023-11-12,56.71466391855155
2023-11-13,36.09114976635099
2023-11-14,36.09114976635099
2023-11-15,37.809775945701034
2023-11-16,37.809775945701034
2023-11-17,39.52840212505108
2023-11-18,48.12153302180132
2023-11-19,48.12153302180132
2023-11-20,39.52840212505108
2023-11-21,39.52840212505108
2023-11-22,44.68428066310122
2023-11-23,128.89696345125353
2023-11-24,48.12153302180132
2023-11-25,44.68428066310122
2023-11-26,44.68428066310122
2023-11-27,30.935271228300845
2023-11-28,32.653897407650895
2023-11-29,34.37252358700094
2023-11-30,36.09114976635099
2023-12-01,41.24702830440113
2023-12-02,49.840159201151366
2023-12-03,42.96565448375117
2023-12-04,34.37252358700094
2023-12-05,37.809775945701034
2023-12-06,36.09114976635099
2023-12-07,37.809775945701034
2023-12-08,37.809775945701034
2023-12-09,49.840159201151366
2023-12-10,48.12153302180132
2023-12-11,34.37252358700094
2023-12-12,36.09114976635099
2023-12-13,39.52840212505108
2023-12-14,37.809775945701034
2023-12-15,39.52840212505108
2023-12-16,49.840159201151366
2023-12-17,46.40290684245127
2023-12-18,36.09114976635099
2023-12-19,41.24702830440113
2023-12-20,44.68428066310122
2023-12-21,48.12153302180132
2023-12-22,49.840159201151366
2023-12-23,53.27741155985146
2023-12-24,82.49405660880225
2023-12-25,171.8626179350047
2023-12-26,42.96565448375117
2023-12-27,39.52840212505108
2023-12-28,37.809775945701034
2023-12-29,42.96565448375117
2023-12-30,42.96565448375117
2023-12-31,51.55878538050141
2024-01-01,63.58916863595174
2024-01-02,34.37252358700094
2024-01-03,32.653897407650895
2024-01-04,34.37252358700094
2024-01-05,41.24702830440113
2024-01-06,48.12153302180132
2024-01-07,39.52840212505108
2024-01-08,30.935271228300845
2024-01-09,29.2166450489508
2024-01-10,30.935271228300845
2024-01-11,32.653897407650895
2024-01-12,34.37252358700094
2024-01-13,39.52840212505108
2024-01-14,41.24702830440113
2024-01-15,36.09114976635099
2024-01-16,29.2166450489508
2024-01-17,32.653897407650895
2024-01-18,30.935271228300845
2024-01-19,32.653897407650895
2024-01-20,41.24702830440113
2024-01-21,39.52840212505108
2024-01-22,30.935271228300845
2024-01-23,29.2166450489508
2024-01-24,32.653897407650895
2024-01-25,30.935271228300845
2024-01-26,34.37252358700094
2024-01-27,42.96565448375117
2024-01-28,39.52840212505108
2024-01-29,30.935271228300845
2024-01-30,30.935271228300845
2024-01-31,32.653897407650895
2024-02-01,32.653897407650895
2024-02-02,37.809775945701034
2024-02-03,46.40290684245127
2024-02-04,44.68428066310122
2024-02-05,30.935271228300845
2024-02-06,30.935271228300845
2024-02-07,32.653897407650895
2024-02-08,34.37252358700094
2024-02-09,34.37252358700094
2024-02-10,42.96565448375117
2024-02-11,44.68428066310122
2024-02-12,80.77543042945221
2024-02-13,58.4332900979016
2024-02-14,58.4332900979016
2024-02-15,41.24702830440113
2024-02-16,39.52840212505108
2024-02-17,46.40290684245127
2024-02-18,49.840159201151366
2024-02-19,37.809775945701034
2024-02-20,34.37252358700094
2024-02-21,34.37252358700094
2024-02-22,32.653897407650895
2024-02-23,39.52840212505108
2024-02-24,46.40290684245127
2024-02-25,46.40290684245127
2024-02-26,30.935271228300845
2024-02-27,32.653897407650895
2024-02-28,32.653897407650895
2024-02-29,36.09114976635099
2024-03-01,36.09114976635099
2024-03-02,44.68428066310122
2024-03-03,44.68428066310122
2024-03-04,29.2166450489508
2024-03-05,30.935271228300845
2024-03-06,30.935271228300845
2024-03-07,32.653897407650895
2024-03-08,36.09114976635099
2024-03-09,42.96565448375117
2024-03-10,42.96565448375117
2024-03-11,30.935271228300845
2024-03-12,29.2166450489508
2024-03-13,30.935271228300845
2024-03-14,32.653897407650895
2024-03-15,36.09114976635099
2024-03-16,44.68428066310122
2024-03-17,49.840159201151366
2024-03-18,29.2166450489508
2024-03-19,30.935271228300845
2024-03-20,30.935271228300845
2024-03-21,32.653897407650895
2024-03-22,34.37252358700094
2024-03-23,44.68428066310122
2024-03-24,44.68428066310122
2024-03-25,30.935271228300845
2024-03-26,32.653897407650895
2024-03-27,34.37252358700094
2024-03-28,36.09114976635099
2024-03-29,37.809775945701034
2024-03-30,44.68428066310122
2024-03-31,67.02642099465183
2024-04-01,34.37252358700094
2024-04-02,29.2166450489508
2024-04-03,30.935271228300845
2024-04-04,32.653897407650895
2024-04-05,34.37252358700094
2024-04-06,44.68428066310122
2024-04-07,42.96565448375117
2024-04-08,29.2166450489508
2024-04-09,29.2166450489508
2024-04-10,30.935271228300845
2024-04-11,30.935271228300845
2024-04-12,34.37252358700094
2024-04-13,42.96565448375117
2024-04-14,42.96565448375117
2024-04-15,29.2166450489508
2024-04-16,29.2166450489508
2024-04-17,30.935271228300845
2024-04-18,30.935271228300845
2024-04-19,34.37252358700094
2024-04-20,49.840159201151366
2024-04-21,46.40290684245127
2024-04-22,30.935271228300845
2024-04-23,30.935271228300845
2024-04-24,32.653897407650895
2024-04-25,30.935271228300845
2024-04-26,36.09114976635099
2024-04-27,42.96565448375117
2024-04-28,42.96565448375117
2024-04-29,29.2166450489508
2024-04-30,29.2166450489508
2024-05-01,34.37252358700094
2024-05-02,34.37252358700094
2024-05-03,37.809775945701034
2024-05-04,44.68428066310122
2024-05-05,44.68428066310122
2024-05-06,37.809775945701034
2024-05-07,34.37252358700094
2024-05-08,34.37252358700094
2024-05-09,36.09114976635099
2024-05-10,39.52840212505108
2024-05-11,46.40290684245127
2024-05-12,49.840159201151366
2024-05-13,30.935271228300845
2024-05-14,30.935271228300845
2024-05-15,32.653897407650895
2024-05-16,32.653897407650895
2024-05-17,37.809775945701034
2024-05-18,44.68428066310122
2024-05-19,46.40290684245127
2024-05-20,30.935271228300845
2024-05-21,34.37252358700094
2024-05-22,34.37252358700094
2024-05-23,36.09114976635099
2024-05-24,39.52840212505108
2024-05-25,46.40290684245127
2024-05-26,46.40290684245127
2024-05-27,49.840159201151366
2024-05-28,30.935271228300845
2024-05-29,34.37252358700094
2024-05-30,36.09114976635099
2024-05-31,37.809775945701034
2024-06-01,46.40290684245127
2024-06-02,46.40290684245127
2024-06-03,34.37252358700094
2024-06-04,32.653897407650895
2024-06-05,36.09114976635099
2024-06-06,41.24702830440113
2024-06-07,70.46367335335192
2024-06-08,60.151916277251644
2024-06-09,48.12153302180132
2024-06-10,36.09114976635099
2024-06-11,36.09114976635099
2024-06-12,37.809775945701034
2024-06-13,39.52840212505108
2024-06-14,39.52840212505108
2024-06-15,42.96565448375117
2024-06-16,46.40290684245127
2024-06-17,36.09114976635099
2024-06-18,32.653897407650895
2024-06-19,36.09114976635099
2024-06-20,36.09114976635099
2024-06-21,39.52840212505108
2024-06-22,44.68428066310122
2024-06-23,44.68428066310122
2024-06-24,32.653897407650895
2024-06-25,34.37252358700094
2024-06-26,36.09114976635099
2024-06-27,37.809775945701034
2024-06-28,39.52840212505108
2024-06-29,49.840159201151366
2024-06-30,48.12153302180132
2024-07-01,36.09114976635099
2024-07-02,36.09114976635099
2024-07-03,37.809775945701034
2024-07-04,61.87054245660169
2024-07-05,41.24702830440113
2024-07-06,41.24702830440113
2024-07-07,42.96565448375117
2024-07-08,34.37252358700094
2024-07-09,34.37252358700094
2024-07-10,36.09114976635099
2024-07-11,34.37252358700094
2024-07-12,37.809775945701034
2024-07-13,42.96565448375117
2024-07-14,42.96565448375117
2024-07-15,30.935271228300845
2024-07-16,34.37252358700094
2024-07-17,34.37252358700094
2024-07-18,36.09114976635099
2024-07-19,37.809775945701034
2024-07-20,41.24702830440113
2024-07-21,42.96565448375117
2024-07-22,30.935271228300845
2024-07-23,34.37252358700094
2024-07-24,32.653897407650895
2024-07-25,37.809775945701034
2024-07-26,37.809775945701034
2024-07-27,42.96565448375117
2024-07-28,44.68428066310122
2024-07-29,32.653897407650895
2024-07-30,34.37252358700094
2024-07-31,34.37252358700094
2024-08-01,36.09114976635099
2024-08-02,39.52840212505108
2024-08-03,42.96565448375117
2024-08-04,42.96565448375117
2024-08-05,34.37252358700094
2024-08-06,34.37252358700094
2024-08-07,34.37252358700094
2024-08-08,49.840159201151366
2024-08-09,48.12153302180132
2024-08-10,61.87054245660169
2024-08-11,63.58916863595174
2024-08-12,49.840159201151366
2024-08-13,37.809775945701034
2024-08-14,42.96565448375117
2024-08-15,37.809775945701034
2024-08-16,39.52840212505108
2024-08-17,48.12153302180132
2024-08-18,46.29978927169027
2024-08-19,33.78819068602192
2024-08-20,34.510013681348944
2024-08-21,36.09114976635099
2024-08-22,36.09114976635099
2024-08-23,43.13751710168618
2024-08-24,47.880925356692316
2024-08-25,44.71865318668822
2024-08-26,33.78819068602192
2024-08-27,39.9752449316821
2024-08-28,41.556381016684135
2024-08-29,42.415694106359155
2024-08-30,42.415694106359155
2024-08-31,51.76502052202342
2024-09-01,49.46206144169436
2024-09-02,49.46206144169436
2024-09-03,31.347741511344857
2024-09-04,32.9288775963469
2024-09-05,34.510013681348944
2024-09-06,36.09114976635099
2024-09-07,43.13751710168618
2024-09-08,43.9968301913612
2024-09-09,30.625918516017837
2024-09-10,30.625918516017837
2024-09-11,32.9288775963469
2024-09-12,34.510013681348944
2024-09-13,37.67228585135303
2024-09-14,44.71865318668822
2024-09-15,41.556381016684135
2024-09-16,31.347741511344857
2024-09-17,31.76021179438887
2024-09-18,31.76021179438887
2024-09-19,33.203857785042906
2024-09-20,36.09114976635099
2024-09-21,43.309379719621184
