Time,chilis
2022-08-29,37
2022-08-30,33
2022-08-31,35
2022-09-01,43
2022-09-02,48
2022-09-03,59
2022-09-04,67
2022-09-05,69
2022-09-06,37
2022-09-07,37
2022-09-08,36
2022-09-09,42
2022-09-10,63
2022-09-11,57
2022-09-12,32
2022-09-13,33
2022-09-14,35
2022-09-15,39
2022-09-16,47
2022-09-17,64
2022-09-18,58
2022-09-19,34
2022-09-20,31
2022-09-21,33
2022-09-22,34
2022-09-23,48
2022-09-24,64
2022-09-25,56
2022-09-26,32
2022-09-27,31
2022-09-28,33
2022-09-29,39
2022-09-30,49
2022-10-01,63
2022-10-02,57
2022-10-03,36
2022-10-04,33
2022-10-05,34
2022-10-06,35
2022-10-07,47
2022-10-08,66
2022-10-09,60
2022-10-10,42
2022-10-11,34
2022-10-12,34
2022-10-13,39
2022-10-14,45
2022-10-15,64
2022-10-16,58
2022-10-17,37
2022-10-18,35
2022-10-19,38
2022-10-20,39
2022-10-21,49
2022-10-22,68
2022-10-23,61
2022-10-24,36
2022-10-25,37
2022-10-26,33
2022-10-27,38
2022-10-28,51
2022-10-29,62
2022-10-30,62
2022-10-31,35
2022-11-01,40
2022-11-02,36
2022-11-03,41
2022-11-04,52
2022-11-05,68
2022-11-06,62
2022-11-07,37
2022-11-08,35
2022-11-09,33
2022-11-10,42
2022-11-11,80
2022-11-12,75
2022-11-13,63
2022-11-14,42
2022-11-15,37
2022-11-16,35
2022-11-17,38
2022-11-18,51
2022-11-19,71
2022-11-20,62
2022-11-21,41
2022-11-22,41
2022-11-23,45
2022-11-24,33
2022-11-25,37
2022-11-26,50
2022-11-27,57
2022-11-28,35
2022-11-29,33
2022-11-30,35
2022-12-01,40
2022-12-02,46
2022-12-03,62
2022-12-04,63
2022-12-05,39
2022-12-06,37
2022-12-07,38
2022-12-08,39
2022-12-09,49
2022-12-10,67
2022-12-11,65
2022-12-12,39
2022-12-13,36
2022-12-14,38
2022-12-15,39
2022-12-16,51
2022-12-17,69
2022-12-18,69
2022-12-19,48
2022-12-20,44
2022-12-21,47
2022-12-22,53
2022-12-23,56
2022-12-24,66
2022-12-25,47
2022-12-26,56
2022-12-27,57
2022-12-28,56
2022-12-29,57
2022-12-30,65
2022-12-31,76
2023-01-01,84
2023-01-02,61
2023-01-03,40
2023-01-04,40
2023-01-05,43
2023-01-06,52
2023-01-07,75
2023-01-08,71
2023-01-09,39
2023-01-10,38
2023-01-11,38
2023-01-12,40
2023-01-13,52
2023-01-14,73
2023-01-15,66
2023-01-16,53
2023-01-17,37
2023-01-18,38
2023-01-19,38
2023-01-20,52
2023-01-21,74
2023-01-22,66
2023-01-23,40
2023-01-24,37
2023-01-25,36
2023-01-26,36
2023-01-27,50
2023-01-28,73
2023-01-29,69
2023-01-30,38
2023-01-31,37
2023-02-01,38
2023-02-02,39
2023-02-03,50
2023-02-04,74
2023-02-05,69
2023-02-06,37
2023-02-07,33
2023-02-08,38
2023-02-09,39
2023-02-10,54
2023-02-11,77
2023-02-12,68
2023-02-13,33
2023-02-14,63
2023-02-15,61
2023-02-16,41
2023-02-17,48
2023-02-18,71
2023-02-19,73
2023-02-20,49
2023-02-21,38
2023-02-22,46
2023-02-23,48
2023-02-24,57
2023-02-25,78
2023-02-26,75
2023-02-27,42
2023-02-28,42
2023-03-01,42
2023-03-02,49
2023-03-03,54
2023-03-04,79
2023-03-05,83
2023-03-06,45
2023-03-07,41
2023-03-08,43
2023-03-09,47
2023-03-10,57
2023-03-11,80
2023-03-12,93
2023-03-13,53
2023-03-14,46
2023-03-15,43
2023-03-16,47
2023-03-17,61
2023-03-18,84
2023-03-19,79
2023-03-20,45
2023-03-21,40
2023-03-22,41
2023-03-23,45
2023-03-24,58
2023-03-25,79
2023-03-26,79
2023-03-27,44
2023-03-28,40
2023-03-29,41
2023-03-30,44
2023-03-31,55
2023-04-01,77
2023-04-02,72
2023-04-03,41
2023-04-04,42
2023-04-05,40
2023-04-06,43
2023-04-07,56
2023-04-08,68
2023-04-09,74
2023-04-10,41
2023-04-11,35
2023-04-12,35
2023-04-13,41
2023-04-14,53
2023-04-15,65
2023-04-16,65
2023-04-17,39
2023-04-18,34
2023-04-19,40
2023-04-20,39
2023-04-21,53
2023-04-22,71
2023-04-23,65
2023-04-24,39
2023-04-25,37
2023-04-26,40
2023-04-27,41
2023-04-28,51
2023-04-29,72
2023-04-30,68
2023-05-01,40
2023-05-02,39
2023-05-03,38
2023-05-04,42
2023-05-05,60
2023-05-06,71
2023-05-07,63
2023-05-08,39
2023-05-09,36
2023-05-10,42
2023-05-11,44
2023-05-12,52
2023-05-13,77
2023-05-14,100
2023-05-15,48
2023-05-16,39
2023-05-17,38
2023-05-18,44
2023-05-19,54
2023-05-20,66
2023-05-21,68
2023-05-22,39
2023-05-23,41
2023-05-24,43
2023-05-25,47
