Time,legal
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,44.58904109589041
2022-05-02,50.93264310326889
2022-05-03,65.75407687522545
2022-05-04,60.42014379512143
2022-05-05,60.38895885011625
2022-05-06,50.827599077988275
2022-05-07,46.567893232362444
2022-05-08,42.31256422112331
2022-05-09,52.86335006148731
2022-05-10,51.77927494963907
2022-05-11,54.9209852169198
2022-05-12,51.725658728402095
2022-05-13,46.423457697601606
2022-05-14,42.18125918952254
2022-05-15,42.159375017589085
2022-05-16,48.45811447250396
2022-05-17,52.6445083421527
2022-05-18,46.30309475196756
2022-05-19,49.4344100375799
2022-05-20,49.40869613555809
2022-05-21,42.02806998598832
2022-05-22,40.95603116870348
2022-05-23,50.38116197054567
2022-05-24,53.50208227448961
2022-05-25,55.571206620187176
2022-05-26,55.54221009237534
2022-05-27,50.276117945265064
2022-05-28,43.96862482157679
2022-05-29,43.945646441046655
2022-05-30,42.87689024955184
2022-05-31,49.125843213318106
2022-06-01,51.1894965160323
2022-06-02,52.206824903483486
2022-06-03,50.092290901023986
2022-06-04,43.80777615786585
2022-06-05,41.6998074069864
2022-06-06,48.971559801187205
2022-06-07,49.98724687574338
2022-06-08,51.001839741702874
2022-06-09,49.934724863103064
2022-06-10,48.86870419309994
2022-06-11,43.646927494154916
2022-06-12,43.62394911362478
2022-06-13,49.82968083782246
2022-06-14,47.72827733852304
2022-06-15,48.74013468299085
2022-06-16,48.714420780969036
2022-06-17,46.616847011757976
2022-06-18,44.52146165974027
2022-06-19,42.4282647249159
2022-06-20,47.57727655218216
2022-06-21,48.58585127085995
2022-06-22,50.626526193044015
2022-06-23,51.63236539023013
2022-06-24,100.0
2022-06-25,100.0
2022-06-26,73.20142563858111
2022-06-27,70.07120456156544
2022-06-28,63.854530751401036
2022-06-29,60.73251623886042
2022-06-30,59.671419507542325
2022-07-01,55.52660556456716
2022-07-02,53.441615194217846
2022-07-03,54.440342035525575
2022-07-04,56.46460382875954
2022-07-05,61.56492337347386
