Time,weather_today
2022-11-07,56.37788419677841
2022-11-08,56.37788419677841
2022-11-09,51.54549412276883
2022-11-10,57.988680888114935
2022-11-11,62.82107096212451
2022-11-12,57.988680888114935
2022-11-13,48.32390074009578
2022-11-14,46.71310404875925
2022-11-15,49.934697431432305
2022-11-16,43.4915106660862
2022-11-17,41.880713974749675
2022-11-18,46.71310404875925
2022-11-19,46.71310404875925
2022-11-20,45.102307357422724
2022-11-21,38.65912059207662
2022-11-22,32.21593382673052
2022-11-23,32.21593382673052
2022-11-24,35.43752720940357
2022-11-25,41.880713974749675
2022-11-26,38.65912059207662
2022-11-27,45.102307357422724
2022-11-28,33.826730518067045
2022-11-29,46.71310404875925
2022-11-30,53.156290814105354
2022-12-01,45.102307357422724
2022-12-02,38.65912059207662
2022-12-03,46.71310404875925
2022-12-04,40.26991728341315
2022-12-05,37.048323900740094
2022-12-06,41.880713974749675
2022-12-07,38.65912059207662
2022-12-08,35.43752720940357
2022-12-09,37.048323900740094
2022-12-10,43.4915106660862
2022-12-11,61.210274270787984
2022-12-12,53.156290814105354
2022-12-13,53.156290814105354
2022-12-14,51.54549412276883
2022-12-15,67.65346103613409
2022-12-16,49.934697431432305
2022-12-17,43.4915106660862
2022-12-18,41.880713974749675
2022-12-19,49.934697431432305
2022-12-20,51.54549412276883
2022-12-21,59.59947757945146
2022-12-22,112.75576839355682
2022-12-23,161.0796691336526
2022-12-24,117.58815846756639
2022-12-25,80.5398345668263
2022-12-26,78.92903787548977
2022-12-27,64.43186765346104
2022-12-28,53.156290814105354
2022-12-29,48.32390074009578
2022-12-30,51.54549412276883
2022-12-31,54.76708750544188
2023-01-01,56.37788419677841
2023-01-02,64.43186765346104
2023-01-03,62.82107096212451
2023-01-04,67.65346103613409
2023-01-05,62.82107096212451
2023-01-06,43.4915106660862
2023-01-07,41.880713974749675
2023-01-08,49.934697431432305
2023-01-09,51.54549412276883
2023-01-10,56.37788419677841
2023-01-11,46.71310404875925
2023-01-12,61.210274270787984
2023-01-13,57.988680888114935
2023-01-14,61.210274270787984
2023-01-15,62.82107096212451
2023-01-16,64.43186765346104
2023-01-17,51.54549412276883
2023-01-18,48.32390074009578
2023-01-19,53.156290814105354
2023-01-20,46.71310404875925
2023-01-21,51.54549412276883
2023-01-22,64.43186765346104
2023-01-23,57.988680888114935
2023-01-24,61.210274270787984
2023-01-25,80.5398345668263
2023-01-26,48.32390074009578
2023-01-27,40.26991728341315
2023-01-28,43.4915106660862
2023-01-29,64.43186765346104
2023-01-30,75.70744449281672
2023-01-31,75.70744449281672
2023-02-01,62.82107096212451
2023-02-02,54.76708750544188
2023-02-03,62.82107096212451
2023-02-04,61.210274270787984
2023-02-05,49.934697431432305
2023-02-06,38.65912059207662
2023-02-07,38.65912059207662
2023-02-08,43.4915106660862
2023-02-09,45.102307357422724
2023-02-10,43.4915106660862
2023-02-11,48.32390074009578
2023-02-12,43.4915106660862
2023-02-13,40.26991728341315
2023-02-14,53.156290814105354
2023-02-15,57.988680888114935
2023-02-16,67.65346103613409
2023-02-17,59.59947757945146
2023-02-18,48.32390074009578
2023-02-19,43.4915106660862
2023-02-20,46.71310404875925
2023-02-21,61.210274270787984
2023-02-22,86.9830213321724
2023-02-23,83.76142794949935
2023-02-24,70.87505441880714
2023-02-25,77.31824118415324
2023-02-26,69.26425772747062
2023-02-27,83.76142794949935
2023-02-28,69.26425772747062
2023-03-01,66.04266434479756
2023-03-02,74.09664780148019
2023-03-03,88.59381802350893
2023-03-04,67.65346103613409
2023-03-05,46.71310404875925
2023-03-06,48.32390074009578
2023-03-07,45.102307357422724
2023-03-08,49.934697431432305
2023-03-09,56.37788419677841
2023-03-10,70.87505441880714
2023-03-11,66.04266434479756
2023-03-12,62.82107096212451
2023-03-13,69.26425772747062
2023-03-14,80.5398345668263
2023-03-15,66.04266434479756
2023-03-16,67.65346103613409
2023-03-17,61.210274270787984
2023-03-18,61.210274270787984
2023-03-19,64.43186765346104
2023-03-20,56.37788419677841
2023-03-21,62.82107096212451
2023-03-22,64.43186765346104
2023-03-23,67.65346103613409
2023-03-24,66.04266434479756
2023-03-25,74.09664780148019
2023-03-26,64.43186765346104
2023-03-27,67.65346103613409
2023-03-28,61.210274270787984
2023-03-29,62.82107096212451
2023-03-30,66.04266434479756
2023-03-31,95.03700478885503
2023-04-01,104.70178493687419
2023-04-02,67.65346103613409
2023-04-03,66.04266434479756
2023-04-04,111.14497170222029
2023-04-05,103.09098824553766
2023-04-06,80.5398345668263
2023-04-07,74.09664780148019
2023-04-08,70.87505441880714
2023-04-09,61.210274270787984
2023-04-10,61.210274270787984
2023-04-11,59.59947757945146
2023-04-12,59.59947757945146
2023-04-13,70.87505441880714
2023-04-14,70.87505441880714
2023-04-15,83.76142794949935
2023-04-16,83.76142794949935
2023-04-17,75.70744449281672
2023-04-18,62.82107096212451
2023-04-19,61.210274270787984
2023-04-20,69.26425772747062
2023-04-21,69.26425772747062
2023-04-22,88.59381802350893
2023-04-23,75.70744449281672
2023-04-24,62.82107096212451
2023-04-25,61.210274270787984
2023-04-26,72.5865259033522
2023-04-27,74.02953127267449
2023-04-28,77.55314903497315
2023-04-29,85.40578290523871
2023-04-30,86.84878827456102
2023-05-01,69.70051516470758
2023-05-02,59.129661877811635
2023-05-03,56.88125816282107
2023-05-04,69.06290814105355
2023-05-05,66.17689740240894
2023-05-06,80.43915977361776
2023-05-07,71.14352053402989
2023-05-08,69.70051516470758
2023-05-09,71.14352053402989
2023-05-10,61.21027427078798
2023-05-11,58.32426353214338
2023-05-12,67.61990277173123
2023-05-13,81.0767667972718
2023-05-14,62.653279640110284
2023-05-15,62.653279640110284
2023-05-16,62.653279640110284
2023-05-17,57.686656508489335
2023-05-18,61.21027427078798
2023-05-19,67.61990277173123
2023-05-20,82.5197721665941
2023-05-21,64.73389203308663
2023-05-22,49.83402263822377
2023-05-23,49.028624292555506
2023-05-24,56.24365113916703
2023-05-25,47.75341024524742
2023-05-26,47.182919750399066
2023-05-27,61.21027427078798
2023-05-28,66.31113046002031
2023-05-29,52.2837759396314
2023-05-30,47.182919750399066
2023-05-31,48.45813379770715
2023-06-01,45.90770570309098
2023-06-02,54.83420403424756
2023-06-03,79.06327093310114
2023-06-04,70.13677260194456
2023-06-05,56.109418081555646
2023-06-06,65.03591641271223
2023-06-07,67.58634450732839
2023-06-08,62.48548831809606
2023-06-09,54.83420403424756
2023-06-10,71.41198664925264
2023-06-11,75.23762879117689
2023-06-12,66.31113046002031
2023-06-13,61.21027427078798
2023-06-14,71.41198664925264
2023-06-15,63.76070236540414
2023-06-16,81.6136990277173
2023-06-17,72.68720069656072
2023-06-18,73.9624147438688
2023-06-19,72.68720069656072
2023-06-20,65.03591641271223
2023-06-21,63.76070236540414
2023-06-22,67.58634450732839
2023-06-23,70.13677260194456
2023-06-24,73.9624147438688
2023-06-25,86.71455521694963
2023-06-26,80.33848498040922
2023-06-27,72.68720069656072
2023-06-28,61.21027427078798
2023-06-29,67.58634450732839
2023-06-30,65.03591641271223
2023-07-01,82.88891307502539
2023-07-02,94.36583950079813
2023-07-03,77.78805688579305
2023-07-04,93.09062545349005
2023-07-05,63.76070236540414
2023-07-06,58.65984617617181
2023-07-07,62.48548831809606
2023-07-08,80.33848498040922
2023-07-09,73.9624147438688
2023-07-10,53.55898998693948
2023-07-11,45.90770570309098
2023-07-12,47.182919750399066
2023-07-13,54.83420403424756
2023-07-14,75.23762879117689
2023-07-15,86.71455521694963
2023-07-16,89.2649833115658
2023-07-17,62.48548831809606
2023-07-18,54.83420403424756
2023-07-19,58.65984617617181
2023-07-20,59.935060223479894
2023-07-21,67.58634450732839
2023-07-22,63.76070236540414
2023-07-23,61.21027427078798
2023-07-24,53.55898998693948
2023-07-25,54.83420403424756
2023-07-26,49.73334784501523
2023-07-27,59.935060223479894
2023-07-28,62.48548831809606
2023-07-29,87.98976926425772
2023-07-30,51.008561892323314
2023-07-31,42.082063561166734
2023-08-01,38.256421419242486
2023-08-02,36.9812073719344
2023-08-03,47.182919750399066
2023-08-04,48.45813379770715
2023-08-05,52.2837759396314
2023-08-06,66.31113046002031
2023-08-07,93.09062545349005
2023-08-08,61.21027427078798
2023-08-09,48.45813379770715
2023-08-10,66.31113046002031
2023-08-11,51.008561892323314
2023-08-12,73.9624147438688
2023-08-13,62.48548831809606
2023-08-14,67.58634450732839
2023-08-15,67.58634450732839
2023-08-16,53.55898998693948
2023-08-17,61.21027427078798
2023-08-18,61.21027427078798
2023-08-19,67.58634450732839
2023-08-20,84.16412712233347
2023-08-21,73.9624147438688
2023-08-22,49.73334784501523
2023-08-23,49.73334784501523
2023-08-24,71.41198664925264
2023-08-25,67.58634450732839
2023-08-26,66.31113046002031
2023-08-27,62.48548831809606
2023-08-28,66.31113046002031
2023-08-29,75.23762879117689
2023-08-30,79.06327093310114
2023-08-31,51.008561892323314
2023-09-01,51.008561892323314
2023-09-02,54.83420403424756
2023-09-03,47.182919750399066
2023-09-04,47.182919750399066
2023-09-05,42.082063561166734
2023-09-06,48.45813379770715
2023-09-07,51.008561892323314
2023-09-08,65.03591641271223
2023-09-09,85.43934116964155
2023-09-10,80.33848498040922
2023-09-11,67.58634450732839
2023-09-12,58.65984617617181
2023-09-13,65.03591641271223
2023-09-14,53.55898998693948
2023-09-15,58.65984617617181
2023-09-16,68.86155855463647
2023-09-17,61.21027427078798
2023-09-18,52.2837759396314
2023-09-19,40.80684951385865
2023-09-20,43.35727760847482
2023-09-21,45.90770570309098
2023-09-22,54.83420403424756
2023-09-23,77.78805688579305
2023-09-24,63.76070236540414
2023-09-25,57.38463212886373
2023-09-26,52.2837759396314
2023-09-27,53.55898998693948
2023-09-28,44.6324916557829
2023-09-29,63.76070236540414
2023-09-30,62.48548831809606
2023-10-01,49.73334784501523
2023-10-02,42.082063561166734
2023-10-03,39.53163546655057
2023-10-04,47.182919750399066
2023-10-05,54.83420403424756
2023-10-06,59.935060223479894
2023-10-07,72.68720069656072
2023-10-08,57.38463212886373
2023-10-09,47.182919750399066
2023-10-10,44.6324916557829
2023-10-11,51.008561892323314
2023-10-12,57.38463212886373
2023-10-13,48.45813379770715
2023-10-14,65.03591641271223
2023-10-15,52.2837759396314
2023-10-16,45.90770570309098
2023-10-17,40.80684951385865
2023-10-18,36.9812073719344
2023-10-19,42.082063561166734
2023-10-20,56.109418081555646
2023-10-21,49.73334784501523
2023-10-22,47.182919750399066
2023-10-23,47.182919750399066
2023-10-24,42.082063561166734
2023-10-25,47.182919750399066
2023-10-26,49.73334784501523
2023-10-27,51.008561892323314
2023-10-28,56.109418081555646
2023-10-29,66.31113046002031
2023-10-30,67.58634450732839
2023-10-31,59.935060223479894
2023-11-01,59.935060223479894
2023-11-02,49.73334784501523
2023-11-03,40.80684951385865
2023-11-04,48.45813379770715
2023-11-05,47.182919750399066
2023-11-06,47.182919750399066
2023-11-07,43.35727760847482
2023-11-08,42.082063561166734
2023-11-09,53.55898998693948
2023-11-10,51.008561892323314
2023-11-11,48.45813379770715
2023-11-12,40.80684951385865
2023-11-13,45.90770570309098
2023-11-14,38.256421419242486
2023-11-15,52.2837759396314
2023-11-16,59.935060223479894
2023-11-17,52.2837759396314
2023-11-18,59.935060223479894
2023-11-19,48.45813379770715
2023-11-20,48.45813379770715
2023-11-21,54.83420403424756
2023-11-22,47.182919750399066
2023-11-23,42.082063561166734
2023-11-24,45.90770570309098
2023-11-25,48.45813379770715
2023-11-26,66.31113046002031
2023-11-27,48.45813379770715
2023-11-28,49.73334784501523
2023-11-29,52.2837759396314
2023-11-30,54.83420403424756
2023-12-01,57.38463212886373
2023-12-02,54.83420403424756
2023-12-03,59.935060223479894
2023-12-04,43.35727760847482
2023-12-05,39.53163546655057
2023-12-06,45.90770570309098
2023-12-07,42.082063561166734
2023-12-08,38.256421419242486
2023-12-09,62.48548831809606
2023-12-10,81.6136990277173
2023-12-11,53.55898998693948
2023-12-12,35.70599332462632
2023-12-13,34.43077927731824
2023-12-14,36.9812073719344
2023-12-15,35.70599332462632
2023-12-16,47.182919750399066
2023-12-17,63.76070236540414
2023-12-18,62.48548831809606
2023-12-19,43.35727760847482
2023-12-20,40.80684951385865
2023-12-21,38.256421419242486
2023-12-22,42.082063561166734
2023-12-23,43.35727760847482
2023-12-24,44.6324916557829
2023-12-25,45.90770570309098
2023-12-26,45.90770570309098
2023-12-27,42.082063561166734
2023-12-28,43.35727760847482
2023-12-29,44.6324916557829
2023-12-30,44.6324916557829
2023-12-31,43.35727760847482
2024-01-01,40.80684951385865
2024-01-02,36.9812073719344
2024-01-03,40.80684951385865
2024-01-04,39.53163546655057
2024-01-05,43.35727760847482
2024-01-06,76.51284283848497
2024-01-07,70.13677260194456
2024-01-08,68.86155855463647
2024-01-09,121.14533449426787
2024-01-10,75.23762879117689
2024-01-11,59.935060223479894
2024-01-12,95.64105354810621
2024-01-13,99.46669569003046
2024-01-14,121.14533449426787
2024-01-15,127.52140473080829
2024-01-16,117.31969235234362
2024-01-17,86.71455521694963
2024-01-18,70.13677260194456
2024-01-19,85.43934116964155
2024-01-20,76.51284283848497
2024-01-21,77.78805688579305
2024-01-22,71.41198664925264
2024-01-23,58.65984617617181
2024-01-24,52.2837759396314
2024-01-25,44.6324916557829
2024-01-26,34.43077927731824
2024-01-27,34.43077927731824
2024-01-28,40.80684951385865
2024-01-29,33.155565230010154
2024-01-30,29.329923088085906
2024-01-31,30.60513713539399
2024-02-01,33.155565230010154
2024-02-02,36.9812073719344
2024-02-03,34.43077927731824
2024-02-04,44.6324916557829
2024-02-05,42.082063561166734
2024-02-06,34.43077927731824
2024-02-07,31.88035118270207
2024-02-08,29.329923088085906
2024-02-09,31.88035118270207
2024-02-10,34.43077927731824
2024-02-11,33.155565230010154
2024-02-12,36.9812073719344
2024-02-13,43.35727760847482
2024-02-14,29.329923088085906
2024-02-15,30.60513713539399
2024-02-16,38.256421419242486
2024-02-17,44.6324916557829
2024-02-18,36.9812073719344
2024-02-19,38.256421419242486
2024-02-20,30.60513713539399
2024-02-21,29.329923088085906
2024-02-22,30.60513713539399
2024-02-23,30.60513713539399
2024-02-24,34.43077927731824
2024-02-25,29.329923088085906
2024-02-26,34.43077927731824
2024-02-27,44.6324916557829
2024-02-28,45.90770570309098
2024-02-29,43.35727760847482
2024-03-01,36.9812073719344
2024-03-02,45.90770570309098
2024-03-03,44.6324916557829
2024-03-04,38.256421419242486
2024-03-05,34.43077927731824
2024-03-06,39.53163546655057
2024-03-07,38.256421419242486
2024-03-08,34.43077927731824
2024-03-09,40.80684951385865
2024-03-10,40.80684951385865
2024-03-11,35.70599332462632
2024-03-12,35.70599332462632
2024-03-13,39.53163546655057
2024-03-14,61.21027427078798
2024-03-15,47.182919750399066
2024-03-16,40.80684951385865
2024-03-17,38.256421419242486
2024-03-18,38.256421419242486
2024-03-19,33.155565230010154
2024-03-20,33.155565230010154
2024-03-21,36.9812073719344
2024-03-22,42.082063561166734
2024-03-23,48.45813379770715
2024-03-24,47.182919750399066
2024-03-25,40.80684951385865
2024-03-26,39.53163546655057
2024-03-27,38.256421419242486
2024-03-28,35.70599332462632
2024-03-29,33.155565230010154
2024-03-30,42.082063561166734
2024-03-31,42.082063561166734
2024-04-01,42.082063561166734
2024-04-02,61.21027427078798
2024-04-03,52.2837759396314
2024-04-04,43.35727760847482
2024-04-05,44.6324916557829
2024-04-06,38.256421419242486
2024-04-07,34.43077927731824
2024-04-08,39.53163546655057
2024-04-09,39.53163546655057
2024-04-10,45.90770570309098
2024-04-11,45.90770570309098
2024-04-12,43.35727760847482
2024-04-13,40.80684951385865
2024-04-14,42.082063561166734
2024-04-15,38.256421419242486
2024-04-16,40.80684951385865
2024-04-17,42.082063561166734
2024-04-18,39.53163546655057
2024-04-19,39.53163546655057
2024-04-20,47.182919750399066
2024-04-21,45.90770570309098
2024-04-22,36.9812073719344
2024-04-23,36.9812073719344
2024-04-24,36.9812073719344
2024-04-25,34.43077927731824
2024-04-26,43.35727760847482
2024-04-27,53.55898998693948
2024-04-28,47.182919750399066
2024-04-29,39.53163546655057
2024-04-30,38.256421419242486
2024-05-01,35.70599332462632
2024-05-02,38.256421419242486
2024-05-03,42.082063561166734
2024-05-04,53.55898998693948
2024-05-05,45.90770570309098
2024-05-06,47.182919750399066
2024-05-07,45.90770570309098
2024-05-08,49.73334784501523
2024-05-09,58.65984617617181
2024-05-10,44.6324916557829
2024-05-11,43.35727760847482
2024-05-12,42.082063561166734
2024-05-13,43.35727760847482
2024-05-14,42.082063561166734
2024-05-15,44.6324916557829
2024-05-16,42.082063561166734
2024-05-17,47.182919750399066
2024-05-18,48.45813379770715
2024-05-19,39.53163546655057
2024-05-20,39.53163546655057
2024-05-21,36.9812073719344
2024-05-22,38.256421419242486
2024-05-23,45.90770570309098
2024-05-24,45.90770570309098
2024-05-25,45.90770570309098
2024-05-26,56.109418081555646
2024-05-27,59.935060223479894
2024-05-28,44.6324916557829
2024-05-29,43.35727760847482
2024-05-30,38.256421419242486
2024-05-31,38.256421419242486
2024-06-01,43.35727760847482
2024-06-02,39.53163546655057
2024-06-03,35.70599332462632
2024-06-04,34.43077927731824
2024-06-05,44.6324916557829
2024-06-06,39.53163546655057
2024-06-07,36.9812073719344
2024-06-08,36.9812073719344
2024-06-09,38.256421419242486
2024-06-10,34.43077927731824
2024-06-11,31.88035118270207
2024-06-12,33.155565230010154
2024-06-13,38.256421419242486
2024-06-14,39.53163546655057
2024-06-15,36.9812073719344
2024-06-16,38.256421419242486
2024-06-17,35.70599332462632
2024-06-18,36.9812073719344
2024-06-19,38.256421419242486
2024-06-20,34.43077927731824
2024-06-21,36.9812073719344
2024-06-22,45.90770570309098
2024-06-23,52.2837759396314
2024-06-24,34.43077927731824
2024-06-25,35.70599332462632
2024-06-26,38.256421419242486
2024-06-27,39.53163546655057
2024-06-28,31.88035118270207
2024-06-29,44.6324916557829
2024-06-30,51.008561892323314
2024-07-01,33.155565230010154
2024-07-02,30.60513713539399
2024-07-03,34.43077927731824
2024-07-04,53.55898998693948
2024-07-05,48.45813379770715
2024-07-06,51.008561892323314
2024-07-07,42.082063561166734
2024-07-08,44.6324916557829
2024-07-09,39.53163546655057
2024-07-10,43.35727760847482
2024-07-11,36.9812073719344
2024-07-12,36.9812073719344
2024-07-13,42.082063561166734
2024-07-14,40.80684951385865
2024-07-15,36.9812073719344
2024-07-16,40.80684951385865
2024-07-17,40.80684951385865
2024-07-18,40.80684951385865
2024-07-19,29.329923088085906
2024-07-20,39.53163546655057
2024-07-21,36.9812073719344
2024-07-22,35.70599332462632
2024-07-23,36.9812073719344
2024-07-24,39.53163546655057
2024-07-25,31.88035118270207
2024-07-26,29.329923088085906
2024-07-27,31.88035118270207
2024-07-28,34.43077927731824
2024-07-29,36.9812073719344
2024-07-30,33.155565230010154
2024-07-31,34.43077927731824
2024-08-01,33.155565230010154
2024-08-02,38.256421419242486
2024-08-03,45.90770570309098
2024-08-04,47.182919750399066
2024-08-05,42.082063561166734
2024-08-06,47.182919750399066
2024-08-07,40.80684951385865
2024-08-08,43.35727760847482
2024-08-09,45.90770570309098
2024-08-10,33.155565230010154
2024-08-11,31.88035118270207
2024-08-12,29.329923088085906
2024-08-13,25.504280946161657
2024-08-14,24.229066898853574
2024-08-15,29.329923088085906
2024-08-16,30.60513713539399
2024-08-17,44.6324916557829
2024-08-18,43.78234895757751
2024-08-19,34.21824360276689
2024-08-20,28.054709040777823
2024-08-21,31.667815508150724
2024-08-22,26.992030668021087
2024-08-23,27.62963769167513
2024-08-24,30.60513713539399
2024-08-25,30.60513713539399
2024-08-26,32.09288685725342
2024-08-27,33.155565230010154
2024-08-28,33.58063657911285
2024-08-29,36.131064673729014
2024-08-30,36.768671697383056
2024-08-31,39.31909979199922
2024-09-01,41.231920862961346
2024-09-02,32.09288685725342
2024-09-03,29.11738741353456
2024-09-04,29.11738741353456
2024-09-05,32.09288685725342
2024-09-06,38.256421419242486
2024-09-07,42.29459923571808
2024-09-08,37.19374304648575
2024-09-09,32.09288685725342
2024-09-10,31.667815508150724
2024-09-11,31.030208484496683
2024-09-12,37.19374304648575
2024-09-13,31.030208484496683
2024-09-14,34.21824360276689
2024-09-15,30.60513713539399
2024-09-16,33.155565230010154
2024-09-17,32.305422531804766
2024-09-18,31.455279833599377
2024-09-19,28.054709040777823
2024-09-20,29.7549944371886
2024-09-21,34.85585062642093
2024-09-22,34.85585062642093
