Time,scream
2022-12-15,9.949748743718592
2022-12-16,7.738693467336683
2022-12-17,8.844221105527637
2022-12-18,7.738693467336683
2022-12-19,6.633165829145728
2022-12-20,7.738693467336683
2022-12-21,7.738693467336683
2022-12-22,6.633165829145728
2022-12-23,6.633165829145728
2022-12-24,6.633165829145728
2022-12-25,6.633165829145728
2022-12-26,6.633165829145728
2022-12-27,6.633165829145728
2022-12-28,6.633165829145728
2022-12-29,6.633165829145728
2022-12-30,7.738693467336683
2022-12-31,7.738693467336683
2023-01-01,7.738693467336683
2023-01-02,7.738693467336683
2023-01-03,6.633165829145728
2023-01-04,5.527638190954773
2023-01-05,5.527638190954773
2023-01-06,6.633165829145728
2023-01-07,6.633165829145728
2023-01-08,7.738693467336683
2023-01-09,6.633165829145728
2023-01-10,5.527638190954773
2023-01-11,5.527638190954773
2023-01-12,5.527638190954773
2023-01-13,6.633165829145728
2023-01-14,9.949748743718592
2023-01-15,8.844221105527637
2023-01-16,7.738693467336683
2023-01-17,5.527638190954773
2023-01-18,7.738693467336683
2023-01-19,16.58291457286432
2023-01-20,17.688442211055275
2023-01-21,14.37185929648241
2023-01-22,14.37185929648241
2023-01-23,9.949748743718592
2023-01-24,8.844221105527637
2023-01-25,7.738693467336683
2023-01-26,7.738693467336683
2023-01-27,7.738693467336683
2023-01-28,9.949748743718592
2023-01-29,9.949748743718592
2023-01-30,7.738693467336683
2023-01-31,7.738693467336683
2023-02-01,7.738693467336683
2023-02-02,7.738693467336683
2023-02-03,7.738693467336683
2023-02-04,11.055276381909547
2023-02-05,11.055276381909547
2023-02-06,8.844221105527637
2023-02-07,7.738693467336683
2023-02-08,8.844221105527637
2023-02-09,8.844221105527637
2023-02-10,8.844221105527637
2023-02-11,9.949748743718592
2023-02-12,11.055276381909547
2023-02-13,7.738693467336683
2023-02-14,7.738693467336683
2023-02-15,9.949748743718592
2023-02-16,11.055276381909547
2023-02-17,11.055276381909547
2023-02-18,12.160804020100501
2023-02-19,13.266331658291456
2023-02-20,12.160804020100501
2023-02-21,11.055276381909547
2023-02-22,9.949748743718592
2023-02-23,9.949748743718592
2023-02-24,9.949748743718592
2023-02-25,13.266331658291456
2023-02-26,14.37185929648241
2023-02-27,11.055276381909547
2023-02-28,12.160804020100501
2023-03-01,12.160804020100501
2023-03-02,12.160804020100501
2023-03-03,14.37185929648241
2023-03-04,23.21608040201005
2023-03-05,26.532663316582912
2023-03-06,21.005025125628137
2023-03-07,26.532663316582912
2023-03-08,32.06030150753769
2023-03-09,45.32663316582914
2023-03-10,79.59798994974874
2023-03-11,110.55276381909547
2023-03-12,103.91959798994974
2023-03-13,57.48743718592964
2023-03-14,46.4321608040201
2023-03-15,42.010050251256274
2023-03-16,37.58793969849246
2023-03-17,38.69346733668341
2023-03-18,54.17085427135678
2023-03-19,57.48743718592964
2023-03-20,34.27135678391959
2023-03-21,27.63819095477387
2023-03-22,25.427135678391956
2023-03-23,22.110552763819094
2023-03-24,24.321608040201003
2023-03-25,37.58793969849246
2023-03-26,37.58793969849246
2023-03-27,23.21608040201005
2023-03-28,18.79396984924623
2023-03-29,16.58291457286432
2023-03-30,16.58291457286432
2023-03-31,18.79396984924623
2023-04-01,25.427135678391956
2023-04-02,27.63819095477387
2023-04-03,17.688442211055275
2023-04-04,15.477386934673365
2023-04-05,14.37185929648241
2023-04-06,13.266331658291456
2023-04-07,17.688442211055275
2023-04-08,23.21608040201005
2023-04-09,22.110552763819094
2023-04-10,15.477386934673365
2023-04-11,12.160804020100501
2023-04-12,13.266331658291456
2023-04-13,12.160804020100501
2023-04-14,13.266331658291456
2023-04-15,16.58291457286432
2023-04-16,18.79396984924623
2023-04-17,12.160804020100501
2023-04-18,9.949748743718592
2023-04-19,9.949748743718592
2023-04-20,9.949748743718592
2023-04-21,11.055276381909547
2023-04-22,14.37185929648241
2023-04-23,15.477386934673365
2023-04-24,11.055276381909547
2023-04-25,18.79396984924623
2023-04-26,28.82875918051797
2023-04-27,25.257054503285655
2023-04-28,24.06648627754155
2023-04-29,38.69346733668341
2023-04-30,42.26517201391572
2023-05-01,24.279087746424427
2023-05-02,18.751449555469655
2023-05-03,15.392346347120213
2023-05-04,14.201778121376108
2023-05-05,14.414379590258985
2023-05-06,20.70738306919211
2023-05-07,25.682257441051405
2023-05-08,15.60494781600309
2023-05-09,13.436412833397757
2023-05-10,12.033243138770775
2023-05-11,10.84267491302667
2023-05-12,12.245844607653652
2023-05-13,14.201778121376108
2023-05-14,16.58291457286432
2023-05-15,12.245844607653652
2023-05-16,10.84267491302667
2023-05-17,10.077309625048317
2023-05-18,9.652106687282565
2023-05-19,10.84267491302667
2023-05-20,14.626981059141862
2023-05-21,18.96405102435253
2023-05-22,11.267877850792422
2023-05-23,9.864708156165442
2023-05-24,9.099342868187087
2023-05-25,9.099342868187087
2023-05-26,9.354464630846538
2023-05-27,13.606494008504056
2023-05-28,12.756088132972552
2023-05-29,12.756088132972552
2023-05-30,9.354464630846538
2023-05-31,8.504058755315034
2023-06-01,8.504058755315034
2023-06-02,9.77966756861229
2023-06-03,11.480479319675297
2023-06-04,12.3308851952068
2023-06-05,9.77966756861229
2023-06-06,8.929261693080786
2023-06-07,8.504058755315034
2023-06-08,8.078855817549282
2023-06-09,8.078855817549282
2023-06-10,9.77966756861229
2023-06-11,11.055276381909545
2023-06-12,8.929261693080786
2023-06-13,8.078855817549282
2023-06-14,8.078855817549282
2023-06-15,8.078855817549282
2023-06-16,8.078855817549282
2023-06-17,9.354464630846538
2023-06-18,10.630073444143793
2023-06-19,9.77966756861229
2023-06-20,8.078855817549282
2023-06-21,7.6536528797835315
2023-06-22,7.22844994201778
2023-06-23,8.078855817549282
2023-06-24,9.354464630846538
2023-06-25,9.77966756861229
2023-06-26,8.078855817549282
2023-06-27,8.078855817549282
2023-06-28,8.078855817549282
2023-06-29,8.078855817549282
2023-06-30,8.078855817549282
2023-07-01,9.354464630846538
2023-07-02,9.77966756861229
2023-07-03,8.929261693080786
2023-07-04,9.77966756861229
2023-07-05,8.078855817549282
2023-07-06,8.504058755315034
2023-07-07,8.504058755315034
2023-07-08,10.204870506378041
2023-07-09,10.630073444143793
2023-07-10,8.504058755315034
2023-07-11,8.504058755315034
2023-07-12,8.078855817549282
2023-07-13,8.078855817549282
2023-07-14,7.6536528797835315
2023-07-15,9.354464630846538
2023-07-16,10.204870506378041
2023-07-17,8.078855817549282
2023-07-18,8.504058755315034
2023-07-19,8.078855817549282
2023-07-20,7.6536528797835315
2023-07-21,7.6536528797835315
2023-07-22,8.929261693080786
2023-07-23,10.204870506378041
2023-07-24,8.504058755315034
2023-07-25,7.6536528797835315
2023-07-26,7.6536528797835315
2023-07-27,7.6536528797835315
2023-07-28,8.504058755315034
2023-07-29,10.204870506378041
2023-07-30,10.630073444143793
2023-07-31,8.504058755315034
2023-08-01,8.078855817549282
2023-08-02,8.078855817549282
2023-08-03,8.929261693080786
2023-08-04,9.354464630846538
2023-08-05,9.77966756861229
2023-08-06,10.630073444143793
2023-08-07,8.929261693080786
2023-08-08,8.078855817549282
2023-08-09,7.6536528797835315
2023-08-10,8.078855817549282
2023-08-11,8.078855817549282
2023-08-12,8.929261693080786
2023-08-13,11.055276381909545
2023-08-14,8.504058755315034
2023-08-15,7.6536528797835315
2023-08-16,8.078855817549282
2023-08-17,8.504058755315034
2023-08-18,8.078855817549282
2023-08-19,9.77966756861229
2023-08-20,10.630073444143793
2023-08-21,8.504058755315034
2023-08-22,7.6536528797835315
2023-08-23,8.078855817549282
2023-08-24,7.22844994201778
2023-08-25,7.6536528797835315
2023-08-26,9.354464630846538
2023-08-27,10.204870506378041
2023-08-28,7.6536528797835315
2023-08-29,7.22844994201778
2023-08-30,7.22844994201778
2023-08-31,7.6536528797835315
2023-09-01,8.078855817549282
2023-09-02,9.77966756861229
2023-09-03,11.480479319675297
2023-09-04,12.3308851952068
2023-09-05,7.6536528797835315
2023-09-06,7.22844994201778
2023-09-07,7.6536528797835315
2023-09-08,8.504058755315034
2023-09-09,11.055276381909545
2023-09-10,11.480479319675297
2023-09-11,8.504058755315034
2023-09-12,8.078855817549282
2023-09-13,8.078855817549282
2023-09-14,7.6536528797835315
2023-09-15,8.078855817549282
2023-09-16,11.905682257441049
2023-09-17,12.756088132972552
2023-09-18,9.77966756861229
2023-09-19,8.929261693080786
2023-09-20,8.929261693080786
2023-09-21,8.929261693080786
2023-09-22,9.354464630846538
2023-09-23,12.756088132972552
2023-09-24,13.606494008504056
2023-09-25,10.630073444143793
2023-09-26,11.480479319675297
2023-09-27,9.77966756861229
2023-09-28,10.204870506378041
2023-09-29,10.630073444143793
2023-09-30,14.882102821801311
2023-10-01,17.00811751063007
2023-10-02,12.756088132972552
2023-10-03,12.3308851952068
2023-10-04,11.905682257441049
2023-10-05,12.3308851952068
2023-10-06,14.45689988403556
2023-10-07,19.55933513722458
2023-10-08,22.535755701584844
2023-10-09,15.732508697332815
2023-10-10,14.45689988403556
2023-10-11,12.756088132972552
2023-10-12,14.882102821801311
2023-10-13,18.283726323927326
2023-10-14,26.362582141476608
2023-10-15,26.78778507924236
2023-10-16,16.157711635098565
2023-10-17,14.031696946269808
2023-10-18,14.031696946269808
2023-10-19,14.882102821801311
2023-10-20,16.157711635098565
2023-10-21,25.937379203710858
2023-10-22,28.063393892539615
2023-10-23,19.13413219945883
2023-10-24,16.157711635098565
2023-10-25,16.157711635098565
2023-10-26,17.00811751063007
2023-10-27,21.260146888287586
2023-10-28,31.46501739466563
2023-10-29,31.46501739466563
2023-10-30,23.811364514882097
2023-10-31,30.614611519134126
2023-11-01,24.23656745264785
2023-11-02,11.480479319675297
2023-11-03,10.630073444143793
2023-11-04,12.3308851952068
2023-11-05,13.181291070738304
2023-11-06,8.929261693080786
2023-11-07,8.504058755315034
2023-11-08,7.6536528797835315
2023-11-09,7.6536528797835315
2023-11-10,7.6536528797835315
2023-11-11,9.77966756861229
2023-11-12,9.77966756861229
2023-11-13,6.803247004252028
2023-11-14,6.803247004252028
2023-11-15,6.378044066486276
2023-11-16,6.803247004252028
2023-11-17,5.952841128720524
2023-11-18,7.22844994201778
2023-11-19,8.078855817549282
2023-11-20,6.803247004252028
2023-11-21,7.6536528797835315
2023-11-22,16.157711635098565
2023-11-23,14.882102821801311
2023-11-24,11.480479319675297
2023-11-25,10.630073444143793
2023-11-26,9.354464630846538
2023-11-27,7.6536528797835315
2023-11-28,6.378044066486276
2023-11-29,8.504058755315034
2023-11-30,8.929261693080786
2023-12-01,6.378044066486276
2023-12-02,6.378044066486276
2023-12-03,6.803247004252028
2023-12-04,5.102435253189021
2023-12-05,5.102435253189021
2023-12-06,5.5276381909547725
2023-12-07,5.102435253189021
2023-12-08,5.102435253189021
2023-12-09,5.952841128720524
2023-12-10,6.803247004252028
2023-12-11,5.5276381909547725
2023-12-12,4.677232315423269
2023-12-13,5.102435253189021
2023-12-14,5.102435253189021
2023-12-15,5.102435253189021
2023-12-16,5.5276381909547725
2023-12-17,6.378044066486276
2023-12-18,5.102435253189021
2023-12-19,5.102435253189021
2023-12-20,5.5276381909547725
2023-12-21,5.5276381909547725
2023-12-22,5.952841128720523
2023-12-23,6.742503727428348
2023-12-24,7.258821580429618
2023-12-25,6.863990281075706
2023-12-26,6.0135844055442025
2023-12-27,5.952841128720523
2023-12-28,6.2869291512507575
2023-12-29,6.074327682367882
2023-12-30,6.803247004252027
2023-12-31,7.198078303605939
2024-01-01,6.469158981721794
2024-01-02,5.892097851896845
2024-01-03,5.558009829366611
2024-01-04,5.497266552542933
2024-01-05,5.61875310619029
2024-01-06,6.742503727428348
2024-01-07,6.742503727428348
2024-01-08,5.10243525318902
2024-01-09,5.041691976365342
2024-01-10,5.10243525318902
2024-01-11,5.041691976365342
2024-01-12,5.497266552542933
2024-01-13,6.347672428074436
2024-01-14,6.863990281075706
2024-01-15,6.074327682367882
2024-01-16,5.558009829366611
2024-01-17,5.436523275719254
2024-01-18,5.163178530012699
2024-01-19,5.61875310619029
2024-01-20,6.924733557899385
2024-01-21,7.410679772488815
2024-01-22,5.588381467778451
2024-01-23,5.223921806836378
2024-01-24,5.588381467778451
2024-01-25,5.588381467778451
2024-01-26,5.831354575073166
2024-01-27,6.681760450604669
2024-01-28,7.1677066651941
2024-01-29,5.588381467778451
2024-01-30,5.588381467778451
2024-01-31,5.588381467778451
2024-02-01,5.10243525318902
2024-02-02,5.466894914131093
2024-02-03,6.803247004252027
2024-02-04,7.046220111546742
2024-02-05,5.466894914131093
2024-02-06,5.223921806836378
2024-02-07,4.859462145894305
2024-02-08,5.223921806836378
2024-02-09,4.9809486995416625
2024-02-10,6.560273896957312
2024-02-11,6.681760450604669
2024-02-12,6.074327682367882
2024-02-13,5.10243525318902
2024-02-14,4.9809486995416625
2024-02-15,5.223921806836378
2024-02-16,4.737975592246947
2024-02-17,5.952841128720523
2024-02-18,7.046220111546742
2024-02-19,6.195814236015239
2024-02-20,5.466894914131093
2024-02-21,5.223921806836378
2024-02-22,5.345408360483735
2024-02-23,5.466894914131093
2024-02-24,6.074327682367882
2024-02-25,6.924733557899384
2024-02-26,5.223921806836378
2024-02-27,4.9809486995416625
2024-02-28,4.9809486995416625
2024-02-29,4.859462145894305
2024-03-01,4.9809486995416625
2024-03-02,5.952841128720523
2024-03-03,6.681760450604669
2024-03-04,5.466894914131093
2024-03-05,5.10243525318902
2024-03-06,4.9809486995416625
2024-03-07,5.466894914131093
2024-03-08,5.345408360483735
2024-03-09,6.317300789662596
2024-03-10,6.803247004252027
2024-03-11,5.588381467778451
2024-03-12,6.803247004252027
2024-03-13,12.148655364735763
2024-03-14,7.775139433430888
2024-03-15,5.709868021425808
2024-03-16,6.681760450604669
2024-03-17,6.924733557899384
2024-03-18,5.588381467778451
2024-03-19,5.709868021425808
2024-03-20,5.709868021425808
2024-03-21,5.345408360483735
2024-03-22,5.709868021425808
2024-03-23,7.1677066651941
2024-03-24,7.289193218841457
2024-03-25,6.560273896957312
2024-03-26,5.709868021425808
2024-03-27,5.588381467778451
2024-03-28,5.588381467778451
2024-03-29,5.952841128720523
2024-03-30,6.438787343309954
2024-03-31,6.317300789662596
2024-04-01,6.195814236015239
2024-04-02,5.345408360483735
2024-04-03,5.10243525318902
2024-04-04,5.345408360483735
2024-04-05,5.952841128720523
2024-04-06,6.317300789662596
2024-04-07,7.046220111546742
2024-04-08,5.466894914131093
2024-04-09,5.223921806836378
2024-04-10,5.831354575073166
2024-04-11,5.588381467778451
2024-04-12,5.952841128720523
2024-04-13,6.438787343309954
2024-04-14,6.924733557899384
2024-04-15,5.588381467778451
2024-04-16,5.709868021425808
2024-04-17,5.466894914131093
2024-04-18,5.466894914131093
2024-04-19,5.831354575073166
2024-04-20,6.803247004252027
2024-04-21,7.289193218841457
2024-04-22,5.588381467778451
2024-04-23,5.345408360483735
2024-04-24,5.466894914131093
2024-04-25,5.345408360483735
2024-04-26,6.074327682367882
2024-04-27,6.681760450604669
2024-04-28,7.532166326136172
2024-04-29,6.195814236015239
2024-04-30,5.588381467778451
2024-05-01,5.466894914131093
2024-05-02,5.709868021425808
2024-05-03,5.952841128720523
2024-05-04,6.803247004252027
2024-05-05,7.046220111546742
2024-05-06,6.074327682367882
2024-05-07,6.195814236015239
2024-05-08,5.952841128720523
2024-05-09,6.924733557899384
2024-05-10,8.990004969904463
2024-05-11,10.69081672096747
2024-05-12,11.905682257441047
2024-05-13,8.504058755315034
2024-05-14,7.410679772488815
2024-05-15,7.653652879783531
2024-05-16,6.560273896957312
2024-05-17,6.681760450604669
2024-05-18,8.504058755315034
2024-05-19,9.111491523551821
2024-05-20,6.681760450604669
2024-05-21,6.803247004252027
2024-05-22,6.803247004252027
2024-05-23,6.317300789662596
2024-05-24,6.438787343309954
2024-05-25,7.046220111546742
2024-05-26,8.139599094372961
2024-05-27,7.896625987078245
2024-05-28,6.438787343309954
2024-05-29,6.195814236015239
2024-05-30,6.317300789662596
2024-05-31,6.681760450604669
2024-06-01,7.1677066651941
2024-06-02,7.775139433430888
2024-06-03,6.438787343309954
2024-06-04,6.438787343309954
2024-06-05,6.074327682367882
2024-06-06,6.560273896957312
2024-06-07,6.317300789662596
2024-06-08,7.410679772488815
2024-06-09,7.289193218841457
2024-06-10,6.681760450604669
2024-06-11,6.560273896957312
2024-06-12,5.952841128720523
2024-06-13,5.952841128720523
2024-06-14,6.317300789662596
2024-06-15,7.046220111546742
2024-06-16,7.896625987078245
2024-06-17,6.195814236015239
2024-06-18,6.074327682367882
2024-06-19,6.317300789662596
2024-06-20,6.317300789662596
2024-06-21,6.317300789662596
2024-06-22,7.046220111546742
2024-06-23,7.410679772488815
2024-06-24,6.438787343309954
2024-06-25,5.952841128720523
2024-06-26,6.074327682367882
2024-06-27,5.831354575073166
2024-06-28,5.831354575073166
2024-06-29,6.924733557899384
2024-06-30,7.1677066651941
2024-07-01,6.195814236015239
2024-07-02,6.195814236015239
2024-07-03,6.681760450604669
2024-07-04,7.046220111546742
2024-07-05,6.681760450604669
2024-07-06,7.653652879783531
2024-07-07,7.896625987078245
2024-07-08,5.952841128720523
2024-07-09,6.438787343309954
2024-07-10,6.317300789662596
2024-07-11,6.438787343309954
2024-07-12,6.803247004252027
2024-07-13,6.438787343309954
2024-07-14,7.1677066651941
2024-07-15,5.709868021425808
2024-07-16,5.952841128720523
2024-07-17,6.195814236015239
2024-07-18,6.438787343309954
2024-07-19,6.681760450604669
2024-07-20,7.410679772488815
2024-07-21,7.653652879783531
2024-07-22,6.803247004252027
2024-07-23,6.317300789662596
2024-07-24,6.195814236015239
2024-07-25,11.419736042851616
2024-07-26,7.653652879783531
2024-07-27,8.261085648020318
2024-07-28,8.62554530896239
2024-07-29,6.317300789662596
2024-07-30,6.438787343309954
2024-07-31,6.317300789662596
2024-08-01,6.317300789662596
2024-08-02,6.195814236015239
2024-08-03,8.382572201667676
2024-08-04,8.139599094372961
2024-08-05,6.074327682367882
2024-08-06,6.560273896957312
2024-08-07,6.560273896957312
2024-08-08,6.317300789662596
2024-08-09,6.195814236015239
2024-08-10,7.653652879783531
2024-08-11,8.139599094372961
2024-08-12,6.438787343309954
2024-08-13,6.438787343309954
2024-08-14,6.438787343309954
2024-08-15,6.317300789662596
2024-08-16,6.317300789662596
2024-08-17,7.653652879783531
2024-08-18,8.367386382461756
2024-08-19,6.742503727428348
2024-08-20,6.271743332044837
2024-08-21,6.332486608868516
2024-08-22,6.332486608868516
2024-08-23,7.031034292340823
2024-08-24,8.367386382461756
2024-08-25,9.293721354022857
2024-08-26,6.970291015517144
2024-08-27,6.681760450604669
2024-08-28,6.681760450604669
2024-08-29,7.031034292340823
2024-08-30,7.729581975813129
2024-08-31,9.005190789110383
2024-09-01,10.69081672096747
2024-09-02,10.979347285879946
2024-09-03,7.441051410900654
2024-09-04,7.3195648572532965
2024-09-05,7.66883869898945
2024-09-06,8.018112540725603
2024-09-07,10.69081672096747
2024-09-08,11.100833839527303
2024-09-09,8.018112540725603
2024-09-10,7.3195648572532965
2024-09-11,7.441051410900654
2024-09-12,7.729581975813129
2024-09-13,9.354464630846536
2024-09-14,11.677894969352252
2024-09-15,11.040090562703623
2024-09-16,8.306643105638077
2024-09-17,8.352200563255836
2024-09-18,8.352200563255836
2024-09-19,8.352200563255836
2024-09-20,8.68628858578607
